第一第一第一  啊啊啊啊
爷青回
这段太扯了
先三连再看
爷青回
终于来了
你一个囚犯救什么人?带人一起逃命?
好家伙，30分钟
这演员演技太好了
这段贼牛逼
我已经看到第五季了
马宏nb
来了
来了
时长爱了爱了爱了
终于等到了 今天还在刷第二季 
等了好久啊
生产队的驴也羞愧的低下了头
热乎
马洪也很帅啊！！！
阿斗你好长啊！30分钟！
阿斗上班了
stay away my family！！
啊啊啊啊啊啊啊啊啊啊啊
来了
马宏后期超神
可怜的大眼
热乎的！！！
都说了是一个星期的量了，怎么会入狱前就知道有几个人逃出来呢？
热乎
来了来了
我已经看到第三季了哈哈哈
这个手机当年低调奢华。是身份的象征
傲娇
幻视
libilibi
说话又好听
高空抛物
早早早
好极了
好惨哈哈哈哈哈
点赞
冷了   2小时
荷兰弟
最近阿斗忙不过来呀
：1
等我回去再看
阿斗给我冲！！！
来了来了
读懂监狱结构图?
烫嘴
这时长我爱了
梅开二度
ohhhhhhh
终于来了
这时长值得两个币
开始降智
前面的，建议看第一季，黑老大要报复他才砍的手
过年啦过年啦！！！！！！
11142个
我tm直接三连
你还知道回来啊？！你还知道回来啊？！你还知道回来啊？！你还知道回来啊？！你还知道回来啊？！你还知道回来啊？你还知道回来啊？！你还知道回来啊？！！你还知道回来啊？！你还知道回来啊？！
哈哈哈哈哈哈哈
libilibi
先三连再看
终于来了
竖锯
怎么看多少人在看啊
小心肝
可算。。。。。。
过了这么久
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
预定炸鸡。
青 春 无 价 
林肯大笨猪
爷青回
终于更了
来了来了
布冯
爷青回
终于来了 
来了
来啦来啦
我还没上车…gif
投币！
看的我饿了
反手就是一个赞
这个杀手不太冷直呼内行
辛苦
哎哟，哎哟，哎哟！
那是硬盘，咋烧？
哈哈哈哈，疯狂鞭尸
三连了
阿斗你好长
偷外卖
来了来了。
来了来了
终于！！！！！！！
来了
对的
苏克雷我可以
 热乎
布冯那个过分了哈哈哈哈哈哈
分钟数可撸
来了来了
全剧最强战力
哈哈哈哈
茶包才是小强
终于回来了，越狱中间那部电视根本没看，就等着越狱
我很快？
阿斗NB
卧槽，30分钟的时长
河底全是垃圾吧…
三连了！
热乎热乎
11377人再看
爵士队主教练登场了
耶耶耶耶耶
先赞在看 阿斗棒棒的
林肯太自私了
强推原片
来了来了
T-bag
等不及阿斗，看到第四季了
好家伙
爱情来得太快
大聪明
迈克说：我只是找不开而已
马宏
生产队的核动力驴保养完成
马宏确实智勇双全
来了
！！！！！！！！！！
要烧东西还得有烟尘
哈哈哈，这倒霉蛋儿
黑老大的七分裤
扔垃圾桶才是好方法，会有人收去回炉
月读
这是黑老大偷的鸡腿
顶级战斗力
三连走一波
烧硬盘？
黑老大以前是真有钱
来了来了
投币投币
个个都是人才，说话又好听
差一点点就猜到了
牛逼！
爷青回
这个时长爱了爱了
不应该是钉孔吗？
监狱那个神经病，看一眼就明白了，他还有分析吗？
66
高产似母猪
阿莱克斯 马猴
芜湖
你不更新我全看完了
来了来了来了
辛苦啦
黑老大挺有坏人魅力
最帅FBI
这也太扯淡了
卧龙出山
这很林肯，大哥就是哪个都不怕
爷青回
都多长时间了还有东西啊？
马宏永远嘀神
哈哈哈哈
看完睡觉
戴上眼镜智力无敌
他俩长得还真有点像诶
马宏相当于弱化版男主，但文武双全
这纹身师好像贝尔啊
↓这是竖锯年轻的时候233
爱了爱了
t-bug
进度条出息了！！
马宏yyds
关卡1小时的大门
越狱莽夫上线
神
好家伙  终于来了
马红
来了
宏哥！！！！
高空抛物
30分钟！！！
竖锯老爷子
马宏牛逼
热乎
这人长得好像布林肯
火速三连
是对总教练
迈克尔：好家伙，这个b偷吃我的贡品。
来了
三连三连+
我有这部黑莓！！！
哇塞
我还没上车呢
划重点《出差》
hhh
达奇：我有个计划
二进宫
肝帝啊！
看到了第四季后面情节越来越扯
哈哈哈哈哈哈哈哈哈哈
觉醒年代没人看？
来了
来了来了
后面迈考完全就是被林肯父子猪队友拖累
觉醒年代
偷车挖坟高空抛物
爵士主教练施耐德
终于来了，熟悉的bgm
 弄啥嘞，现在才发！
10435人正在看
这段的确太扯
终于来啦
好耶！
芜湖
马猴！！
啊啊啊啊啊啊啊啊啊啊啊
催更
1w多人再看厉害了
今天
嗷！！！来了来了来了！！
芜湖
"一万多在看,好猛"
先三连安排上
马宏
臥槽，牛逼，該來的，從是會來
这也能找到是墓碑，剧情好离谱
饿了么启动
哇哇哇！！！更了！！！！！
顶上去啊啊啊啊！！！
来了
看到第二季  马上交币
馬洪太吊了，當年我總是模仿他的神態和動作
美国没有角这个设定，所以美分就算是角了
哦豁！当初还有他和麦克的CP文呢！嘻嘻嘻嘻！
对不起，真的觉得哥哥猪队友
时长炸了
这嘴比胡凯莉还硬！！！
雙雄對決
盖亚！！！！
等了那么久
热乎
来了
9805人看
直接三连
這段吃戯還挺香
-+
T bug
召唤立党
ohhhhhhhh
我看完五季了
把大哥丢了
猪队友上线
来了来了
缝哥亡命天涯
立马来点赞
马洪
啊 都忘了 
gogogo
先三连在看
终于！！！！
你被人抹过脖子，你还不砍他手，还要帮他？
神经病牛B
马宏真的猛
mahone!!!
第五季都没有死
法警少的前提是你没越狱啊
马宏在的每季都是战神
你关键麦蔻也找不开啊
这个女助手也是老面孔了
第二季都来了
砍手的情景简直是少年事情的阴影
你还敢出差
卧槽！总算来了
马洪
高质高产，棒呆了！
马宏超帅的！
马宏！
意大利名宿布冯！！！
啊啊啊啊
8747人正在看
马洪和麦克不相上下啊
最喜欢苏克雷了！
来了来了，他迈着六亲不认的步伐
里面个个都是人才
现在4万赞了，大家加油
T bag后来又被抓回去，装了个假手，之后自己一个人又逃走了
演技是真的牛
1
12
1234567
梅开二度
老公
。！
来了来了
这观看人数离谱啊
靠一些药物
来了！！！！
来了来了
第一季每集都是电影品质
报复才砍手的
三连后看
来了
来了阿斗真棒
吃鸡腿这段把我看饿了
来辣！！！！
来了
啊啊啊啊啊啊啊回来了回来了
熟悉的BGM回来辣～
来了来了
硬盘扔河里正常啊，咋烧啊
耶！
装杯
人都逃出去了，纹身没意义了吧
看到时长先三连
爷青回
有TBAG就有币
牛啤！
来了来了！！！
捞河能捞到有点扯
喔喔喔 30分钟啊！
玛德 又欺负TBAG
先点赞
马猴
终于更新了
来了来了
这里字幕把资料打成了质量
上马宏
苏科雷比林肯更像迈克尔的兄弟
有点像吴彦祖
111
来了老弟
来了来了他来了
这里有点扯
我的妈呀 爱死了
来了来了
我要打十个
先投币啦！！！
这是那个黑暗骑士里开头被小丑塞颗烟雾弹那个吗？
噢噢噢噢噢噢噢噢哦哦哦
流着泪跑来三连了，等太久了啊啊啊！！！
来啦来啦
当年也是追到第二季后面就没看了
你一座这个系列就上首页了
1
找了个兽医随便接上
来了来了
建议一定要看原片
男主声音好性感啊
热乎
迈克应该把硬盘毁了，而不是沉河
书接上回
哈哈哈哈哈哈
先三连。想死你了。
啊~T Bag~~
2:看过国内一个法治节目
爱了爱了
3:与这段几乎是相同的情况
计划内
第一季只有看原片才能感受到那种紧张感
5:更何况本片还只是楼下的池子
终于开始了
牛逼
老板大气~
哈哈
更到第几季
马宏是不是幻视的演员
地狱使者
wocao
最喜欢的角色，没有之一！
能一下更完二三四季么
马宏
半小时？可以熬
i了i了
我猜你想到了
必须三连
第三季 还可以 第五季才难看
？？？问为啥不砍手铐建议回去重看第一季
你币有了！
testimony
这个剧最双标的人物，林肯，看到后面真是被编剧给气死
狂暴飞车，
我大意了啊！没有闪！
感人啊，一连
又来？！过分了哈
终于来了
卧槽!
马宏第三部开始捞
这演技  没谁了
热乎
第一季最喜欢迈克，后面最喜欢马宏
没有林肯这个哥哥还怎样推动剧情？
他也没说全部扔河里
砍茶包是本分笑尿
嗨老婆
我已经看完第五遍了
两个币
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我是真的馋苏克雷的鸡腿，看着好好吃
第一季第二季巅峰
y y d s
看了阿斗的越狱第一季，我把整部越狱看完了
最爱
《周密的计划》=每集广告时间和结束都要出一次意外
来了
雷雷真兄弟
马宏也是大佬啊
蝙蝠侠2开头的银行经理
我要打十个！
出面不是送死吗
连这点东西，都要专门纹身藏好。。。说不通啊，记忆力有这么差么
?大哥，你现在是全国通缉也
绯红男巫
哈哈
爷青回！！！！！！！！！！！！
三连了
不应该烧了？
纽约州长库默
终于更新了 我第三季都看完了
垃圾父子
然后就在黑暗骑士中被丑爷击毙
来了来了
第二季真的难看，第三季还可以
i iiiii i
马宏的演员给罪恶都市律师肯配过音好像
大哥也会搞笑
豪气
来了来了
我太巧了！！！
看饿了
说话都很好听，你也超喜欢？？？
++
这里略过的太多了吧，是茶包为了让他们能带着自己跑路就把自己和迈克拷在一起，黑老大看这样跑路效率太慢了就砍了茶包的手
哈哈哈，阿斗，你这个币是真的搞
(^^)lmgaJ g 
迈克没学预言术真是对不起B站天才了呢
30分钟～
黑鹰坠落里面有他
时尚 哈哈
第一季不是还行，是神作，后面有点拉夸了
先点赞再看
好耶
A啊
马宏！！！！！！！！！！！！！
你不更新 我去别处看过了
黑老大的台词：他很辛运，我没砍中他脑袋
点赞投币再看
哈哈哈
哈哈哈哈
哈哈哈哈哈哈
真的好看
好温馨
美国房子都有烟雾报警器
活得最久的人
第二季刚越狱那会最精彩
马宏演员本人被老外评成地球最帅男演员
马宏演得很好很好
先投币再看！！！！
马洪第三部惨的一批
手断了不就能被追踪了吗
芜湖
来了，来了
阿斗好长
马宏bgm好听
第一节 开合跳
来了
好耶！我来啦
一百块都不给我（doge）
哈哈哈
来了来了
要面子自己遭罪啊
哈哈哈哈哈哈哈哈
万岁万万岁斗皇万岁
好耶
肯，罗森博格律师
还没看 先投币了
？您不是坐牢很久了吗
肝帝
都看了n遍了
第三季马红 说 迈克我们下一步该怎么做的时候笑死我了
别说话  已经三连
老马
最坑队友已附身
点赞投币
我看到你前面了阿斗
马宏我来啦！！！
那可以说是相当热情了
三连
可怜的大眼儿
好一个啼笑皆非
绝了
我的宏
高能！
好家伙
掘墓
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
马宏是我的心头好
死于复仇
来了
LJ
啊
肝帝
进度条满分啊！
来了
首页通知！！
幻视
噢噢噢
还要在断一次
有更喜欢第二季
有更喜欢第二季的吗
因为死刑犯没几个，而且还越狱了，所以事关重大
又砍了
来了来了
来了来了
有跟我一样喜欢 bag跟马宏的嘛
扑了个空这段拍摄很巧妙
已经看完第四季回来了
好快！！
蓝色
林肯真的好帅啊
最爱马宏！第四季魅力巅峰
先赞后看就是这么自信
马宏男神！越来越帅
三四季我主要是为看马宏，tb
后期唯一能和迈克互补，不拖后退的搭档
狂暴飞车会计师，黑鹰堕落三角洲
极乐空间黑心资本家
第二季很好
迈克第四季更胖，双下巴可爱的出戏
你注意身体啊！
来了来了
新鲜
这进度条我爱了
昨天晚上熬夜看完第一季，今天一醒来就有第二季，完美
反复鞭尸
高产似那啥
巴蒂尔
都说了泄愤，烧了能泄愤吗，
阿斗太高产了
既生瑜何生亮是普世真理
好耶
三连奉上
够你打四次电话的 大方吧
很少人讲第二季
啊啊啊啊啊来啦
来了来了
这段也太劝退了
蓝主
来了
黑莓手机
你们屏幕闪吗
先一键三连再看
马宏这么厉害，让他去查谁诬陷林肯就行了
哇来了
哇  进步条可以
、】、
、
、、】】】】】】】】】】】】】】】】】】、、、、、、、、、
第一季原片永远的神，真不夸张
来了来了，神作！！！
马洪来了
提前三连
原片太长，没时间看
旗鼓相当的对手
先赞后阅
5000个正在看.都在就饭吗..
身为结构的我哭了，千万别做这行
热乎
来了
我第三季都看完了
ma hong
来了
支持
来了来了，
里面各个都是人才。说话又好听
30分钟。。。三连有了
上季结尾 不是被围堵了么
先赞为敬
第三季  还不是要跟我一起坐牢
来了
芜湖！
销售冠军Tbag
9
来了打卡打卡
高产似母猪
nb
tbad够变态 我喜欢
爷青回
原片才是真的精彩哇，真的建议看原片，我看了两遍了，依然津津有味
第一季必须看原片 听我的 我说的
者不河里
爷青回
还以为你跟峰哥联动了
太大方了
让我想起这个杀手不太冷的警察了，也有点神经质
30分钟！！
硬盘烧个毛啊
阿斗你好明天还是星期五请你继续
马宏
@哥谭阿卡姆疯人院
居然！
66
报复心极强
夺笋呐
热乎
爱死马宏了
黑鹰坠落
芜湖～
看完全季了
好家伙
纳什
這裡我看了不下10次 吃的好香
来了来了
ilidildi
好快
催更怪奇物语
除了第四季结局烂尾 这部剧绝对能和权力的游戏前四季争
编剧编的这个林肯蠢死
先赞再看
长度感人
长度感人，我爱你阿斗
时长爱了
.
马宏
我也是个结构人员，我咋没他这么厉害
我的美剧开门砖，我从此告别国产走向世界
我的美剧开门砖，我从此告别国产走向世界
我的美剧开门砖，我从此告别国产走向世界
你烧硬盘？？？
你烧硬盘？？？你烧硬盘？？？
你烧硬盘？？？你烧硬盘？？？
来了
解说只是大概主线，很多细节要看原剧
爵士队主教练马宏
来了来了来了来了来了
666
作死啊，非要跟麦克拷在一起
来了来了！！！！！
硬币不足，明天投币
乱扔垃圾不好，高空抛物要重罚
黑帮银行行长
Tbag要被砍几次
芜湖起飞
诺维斯基
好耶
哇，终于来了
高空抛物，这有损形象吧
先点赞，再观看
好家伙
半个小时，下饭下饭
就不能砍手铐吗，要砍手也要把人杀了啊留着是祸害
我在阿斗断更的时候把后面几季都看完了
来了
马宏！！
美剧启蒙神剧
 马宏真的帅
FBI探员？难道不是死神？！
已经看完
阿黄，变身啊
终于等到你！！！！！！！！
ma home
!!!!
我多加了个彪
6666
。。。。
马洪非常有魅力
赶紧点个赞
牛逼
马宏！
一个能打的都没有
反手先投币
先赞再看
死要面子
终于
时长牛逼
哇 半个钟....
真·断臂山
没事 同样断手的弑君者也能玩到倒数第二集
马宏是演技好，编剧给角色的塑造很拉垮
朋友们怎么还不点啊
朋友们快点赞啊
昨天的有点吃不下去
但是我看到这里简直不可置信，男主为啥不把那些东西烧掉！
这叫心灵画像，现实中还有更牛逼的
来了
啊啊啊啊啊啊
马宏真的很帅啊啊啊啊啊啊太酷了
来了来了
说话又好听
马宏第三季才秀 第二季真的不好看
来了
林肯这一身好帅哇
阿斗牛逼。
马宏永远的神！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊来了
不喜欢第三季
看看我发现了什么
加油加油
喜欢 阿斗
make four
但凡林肯蠢一点，你们也看不到第五季！！！哼哼，呵
666666
你币有了
幸苦
我觉得这个神经病会是伏笔
第一季节奏又快又精彩  建议看原片
终于来了
第二季没拉胯全是因为马宏
热情似火
爷青回
来了
个个都是人才
会计师
来了
因为你这句话，刚看完，确实可以
好涩啊
新鲜的
但是林肯不是这样的性格也不会给迈克钱上大学吧
黑老大为啥不直接杀了TBAG
林肯1米85，而且是壮汉。
你币有了
哈哈哈哈哈
哈哈哈哈哈
哈哈哈
来了来了
路线图而已能有什么含义
哈哈哈
马宏厉害
牛逼
马宏！！！
非战斗人员请撤离
曲苦雷，啊曲苦雷
.0..0
越狱最爱马宏
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
辛苦了
哇哇哇
噜啦啦噜啦啦
可算回归了
生产队的驴都不敢这么高产
搞什么运营啊
唯一的神！！！！！！
马宏nb！！！！！！！
2020年流行露脚腕
..............
第三季也好看
林肯第1季看起来憨憨的，第2季一出监狱就变成了莽夫小混混
太慢了
太慢了
梅开二度
越狱是真的牛
好家伙
单挑王马宏
战力天花板 单挑王
人才市场
活了5季的TB，真滴神
马宏
马宏
完蛋紫东电话不收纸币呐
牛逼
来了来了
冲！
茶包，哈哈哈
哈哈，布冯。
是双十一买多了
你终于来了 宝贝 
三连给你了，加油 大哥
30分钟啊，兄弟们。 
哈哈哈哈
这个过场用绝了
来啦来啦
热乎的
好耶
先三连，再看
原来up是兼职啊666666
男主长得好受
哈哈哈
还知道更新？阿斗你小气鬼！
终于更新了
但是他再牛逼 还不是麦克的对手
因为阿斗的解说又去看了遍越狱
兰主，一连
马猴来了
马猴登场
偷外卖
支持
去rap
妈宝男才是重点
深井冰不是伏笔，死的莫名其妙
哈哈哈哈哈哈
。。。。
哈哈哈哈哈哈
生产队的驴都不敢这么休息
建议看原片的废话就不用说了吧？
起飞
我要打十个
是中国学生表示已经背在心里
马宏点赞
！！！！！！
来了
先把赞点了再看
爷青回
叫得太惨了
来了
当年很多人看了这个去买黑莓手机
梅开二度
来了
来了来了
tbag永远的神！！！！！！！
30分钟，牛逼
我都看完了
为什么不更新电影了……
强哥牛逼
我偷外卖养你们
为什么要写这么详细啊
终于等到了
幻视
好假虎
刀锋战士3的吸血鬼老大
来了老弟
够长
高空抛物不道德
马猴马猴马猴
不是美国总统吗？  纸牌屋
好耶
战斗力天花板
林肯「你连撒泡尿都要做个计划」
两遍了是不是俩手都砍了
笑死
卧槽
马宏
先投币点赞了
硬盘能烧？
鬼想得到
热乎啦
来了来了
来了来了
哈哈哈哈
啊～～～～～～～～～～～
无聊
必须热情
芜湖 继续追
先投了币
反复鞭尸
帅啊马猴
马修麦康纳！
福尔摩斯的思维方式啊！
好家伙
好像菲比啊
你为啥会出差？？
哈哈哈哈哈哈哈哈
直接三链
布冯啊
热乎
烫手
6666
你摔了人家，人家要反水了
反复鞭尸
装
阿斗！！我看了你三年视频，从没有三连和投过一个B！
布冯
1美金＝100美分
