爆装备了
草，是不是没拿正（指要从以左边为底的视角看）
血肉羸弱，机械飞升
传承
这是个五星召唤！
卢克！！
安乐天使
再来亿遍
灵魂之桥那个别走！！！
说帧数的，这种18帧其实是另一种韵味。
这毕业设计就离谱
这不是动漫大片吗？
戴森球？
宫崎骏千与千寻烧锅炉的爷爷
吹爆吹爆
是啊是啊
你这个是参考了苏联的宇宙飞船吗？简单粗暴我喜欢
此去一别，便是沧海桑田了
瓦砾
流浪地球
赞美太阳
腐蚀求水
这个剧情很好的
你他喵的说谁图纸看反了？
瓦力
hi
配音不错
一定要高高飞起来啊！
感觉像悲剧
这是个什么神仙
这可比上海大炮强多了
我想到的是《机械迷城》
有点传送门感觉
机械飞升！
这三连 留着何用
突然毛骨悚然
男人的浪漫是突破天际的钻头
安乐天使？
你再回去仔细看看，是一张纸
那一天，他们见到了真正的光
耳机党阵亡
看几次都想流泪
新人都是魔鬼系列
bgm
南京传媒学院前来观看
爷爷！
为什么，突然心里有了点触动
熔 火 核 心
对 好像千与千寻里的锅炉爷爷
国产动漫估计又有大佬要
期待未来的国产动漫。，加油！
别人家的毕业设计
第九区？
我的妈，这确定不是电影
卢克，是你吗？
冲
热血燃烧！！
传核！真就那都有仓鼠呗。
蒸汽朋克
悬空城
这是一个大学生该有的作品吗？
机魂大悦!
垃圾佬的故事
已三连 以后继续努力！加油！
就离谱
卢克与贝奇？？
动力炉好痛！
这真的很地下城的卢克爷爷跟贝奇一样啊
好气
是火种传承
制造者卢克
略微有点僵硬
先驱
小小梦魇既视感
垃圾星？叶重？？？？？？？？？？？？？？？？？？
地海？
原型是苏联N1火箭吧
心脏
厉害啊
牛的
次世代搜寻者
《白昼流星》
前面看到的流光也是这个
／
科学家
大发明家
感动
图文四楼前来点赞
向科学家致敬
向科学家致敬
学了三年动画系列
向科学家致敬
这是心脏吧。
牛逼啊我艹
千与千寻的锅炉爷爷！
囚笼
明天直接来上班
！！！！！
大连大学发来贺电
有点里哈啊
是一本书
好家伙，我直接好家伙
这个结尾太牛逼了
15收银垃圾
人类的赞歌就是勇气的赞歌
热门
那么流星哪来的
他在笑
做的都特别好，但是剧情我看不出来，我脑脑发的
原来有墙壁
这和千寻的灶炉爷爷太想了吧
卢克
卢克
熔火之心
山
卧槽，懂了
星壳
四川旅游学院艺术学院发来贺电
有书有纸
安乐天使？
以为黑暗的星空，结果……
向赴死者致敬，向先驱者致敬，向守夜人致敬
厉害啊！
我靠我靠我靠
在造飞船？
向赴死者致敬！
“我的一生昏暗无光，也许，就是为了这一刻熠熠生辉”
求bgm
书和纸都有vge
书和纸都有给啊喂 你们两个都回去仔细看看吧！
出货
卢克老爷爷
浑身发麻
永别了！牢笼！！！
火炼科技
好奇音效怎么来的
意思是三体后的地球
冲破黑暗!
二向箔
OPUS
震撼灵魂的音乐
心脏
机械心脏 赛博朋克
传承
宝藏！！！请看下去！！！
太强了
结尾rengw
不必时时怀念我，也不要指望我回来，我离开以后，你们就是我，人民万岁！
有点蜘蛛侠章鱼博士和千寻里烧锅炉老头的感觉
血肉孤苦 机械永恒
牛逼
最后的爆炸，战斗到底至死方休！
j'ai tout compris 6666
屏障星球
芜湖
再来一遍
请收下我的膝盖
加油冲啊啊啊啊啊啊啊啊啊啊
山
太震撼了
bgm：seven days walking
能多做些东方面庞的动画就好了
您
泪目了
逃离星球
我以为你要离我而去，没想到你是为了永远留在我身边
被关在了囚笼里吗？
小小梦魇3
@小仙女max
安乐天使
前面出金的老DNF玩家了
牛
墙要塌了
盲猜之前的火光是无数这样想离开的探索者，老爷爷不会也变成火光中的一个吧，以血肉之躯，以一颗勇敢的心，去冲破黑暗
难受啊  我机子不容许我有这种想法
饥荒船难的火山要喷发了
卢克爷爷
蓝字的你知不知道这怎么做，外行人只会嘴巴巴的。
哭了
机械拾荒者
传核那个别走！
尼尔后传？
炉火核心？！
？嘶我……？！
上应大前来点赞
快去找奈非天
崔斯特姆大教堂
千与千寻
666
机械飞升？没有突破天际？
三体动漫没你不看
泪目
人民万岁
卢克爷爷
Ohhhhhhhhhh
机械神教既视感
请看完
这表情也太到位了
这可以称之为顶级cg了吧
传核！！
有点像机器人9号
泡世界？
有《莫莫》的感觉
打破传统桎梏，挑战人生极限
宝藏啊 真的是宝藏
是方向，是路线
单抽出金了！（不是
祝蘑菇丰收
好厉害啊up
wow
看完回来，棒！！
在此，向致力于冲破黑暗的先驱者，致敬！
卧槽
上海视觉艺术学院学费5w了........
懂了那些摔落的残骸就这老爷爷这样的一批又一批的先驱者
卢克卢克
好棒
哪都有p社的人？
哦！
机魂大悦
握草！童年！
安乐天使可还行
终极忤逆
爱 死 机
铀325
siva牛逼
这个好像那个机器人游戏呀
机械迷城
《钢の炼金》
先驱号
生命诚可贵
卢克？
星际穿越！
宫崎骏千与千寻有点像
卢克老爷子？
np
没bug，因为他离开的火箭站，最后看的总设计图
币比赞多
戴森球吧
希望
好好好
很像我以前看过的机器人9号
敬礼
星为：启明
动力炉
欢迎回来
这不比什么爵迹厉害一百倍？
牛啊，很有水平，已改做了很久
向一场盛大的死亡奔赴
死亡搁浅！！
启明星的指引
使徒卢克
贝奇与卢克爷爷
嗯，卢克老爷子
一出场我就知道是卢克爷爷了
马斯克是个勾八
卢克老爷子日常造机器人
制造者卢克
第五使徒制造者卢克
制造者卢克
卢克老爷子又冲破魔界了
无数陨石坠落于大地，人们或好奇或无视或思考，唯有个别人赋予行动，逆流而上！
破防了
是上海堡垒吗？
你要是预言家就刀了
别拿电影骗人
厉害
别人的毕设，我的毕设是个什么玩意儿
腐蚀求水
腐蚀求水
好像刘慈欣的泡世界！
向赴死者致敬
真是太棒了
希望能留白
好感动
孩子是机器吧
黑暗
好像大刘的，地底的人想去冲破黑暗
打死吉赛尔
我悟了
做的也太好了
握草
太牛了
这是缺少陪伴吗
moi aussi
太牛了！
这真是奇才来的
太强了！
全身发麻…
流星一条
致敬
！！！！！！！这是毕设？
锅炉爷爷！
熔火核心
旅行者2号
这个老头在致敬千与千寻的那个老头吗
牛哇
这里是?地心?
卢克和那个小姑娘
这个帧数不正好证明因为技术有限一个人做的么
机械飞升！
18收银垃圾   怎么哪里都有星际仓鼠啊
是你吗？波比！？
别人家的毕设
吾往矣，初心犹热；愿来者，锲而不舍
吾往矣，初心犹热。愿来者，锲而不舍。
这不比博人传燃
吾往矣，初心犹热；愿来者，锲而不舍
跪着看完
星际仓鼠怎么哪里都是
万户之梦
传承
终于意识到了
星髓！
小仙女出来挨打（doge）
卢克???卢克退环境了肝帝嗯
垃圾佬    NB~~~（破音）
飞飞飞飞飞飞飞飞飞飞飞飞飞飞
垃圾佬    NB~~~（破音）
垃圾佬    NB~~~（破音）
这是用ue4做的动画吧
卢克和贝奇
机器人七号
太优秀了
这也太强了
分镜做的真好
是一个团队做的
传承
安乐天使
飞飞飞飞飞飞飞飞
光就是一切的意义
卢克？
数码版药师兜
人说：要有光
悬空城
铂菲酒吧设计部发来贺电！
好细节
好燃
酷的啊
机械师
放腊鸡的星球
11.1万点赞，11.3万投币，，这头比率
第一遍看哭了
传递
传承
有点像剧场版游戏人生？
吾往矣
这镜头语言和音乐真的感人
这是哪里的毕业设计哇
原来火箭不是向右飞的！
忘给三连了，点回来顺便再看一遍
瓦力版
瓦力和锅炉爷爷
你管这叫毕设？（强）
卧槽
太厉害了
这背景音乐有点像来自深渊
上海堡垒流下眼泪
好家伙，学长学姐们好
这是毕设？这也太流畅了吧
章鱼博士
泪目
我TM的哭了
这版权市值一个亿
siva人出动！！！
学长学姐们太厉害了
大家好
你和
这个小人老给我一种空洞骑士的感觉，好可爱
币比赞多系列
天元突破
蒸汽朋克
安乐天使
立信来了
阿丽塔？
东西到了，准备all  in 资源了
Hope
羞辱？
给书这一刻，我鸡皮疙瘩起来了
安乐天使？？
机械心脏
这是毕设？
流星一条可还行
一瞬间屏住呼吸，感动哭了
这个音效真的是太配合了
交接与道别
玻璃破碎的声音
这些都是没成功的
泰坦尼克号那个，看看人家
锅炉爷爷
看到绝望的结局了
一开始横着看是因为别的火箭都在坠落，现在是在向上飞
nb
卢克？
泪目
世人总说看不见光明，那就让我来为他们开天窗！！！
你让我戒了白嫖病 ，已三联
多少人为此付出一生心血，只为照亮后人前行的方向
卢克爷爷
化作流行
太强了
太牛啦
飞起来啊
直接做电影吧
最后这升华简直了！
清华美院打卡
动画三年的过来学哈哈哈哈
太强了
地下城 卢克老爷爷
质子
图纸
图纸留了下来
想到刘慈欣的泡泡星球
太炸了 裂开
卧槽我忽然哭了
牛壁这画质这么高
这是追什么了？
工程大前来点赞
这些资源都是之前尝试飞天失败的残骸，我猜是这样
卢克
裂缝里的阳光
裂缝里的阳光
前面掉的竟然是火箭
像一颗。。心脏？？
星辰大海
泪崩
星际穿越的BGM
这幕震撼到我了
big salute
卢克与贝奇?
锅炉爷爷
天津南开
我是第一个献身者’
背景音乐有点星际穿越的味道
暗无天日的穹顶
人类的赞歌就是勇气的赞歌
好nb
这个音效和画面太nb了
流星的来源
游戏什么时候出
原来火箭不是向右飞的
致敬！
卧槽
细思极恐！
银翼凶星
给我高高的飞起来！！
“齐奥尔科夫斯基”
光就是一切的意义！
泡世界
安全声明？？？？
有点像千寻里面的那个汤药老爷爷
冲破牢笼的第一次
卢。。卢克老爷爷？
卢克老爷爷？
向赴死者致敬
论BGM的重要性！
BGM跟困在时间的父亲一样
再来亿遍
楚门的星球
他现在才知道老人画的是什么
这个bug是星级的?
这真的是一个毕业生能做出来的东西?
哇原来这学校这么厉害啊，厉害舅舅是这学校的客座教授（*/∇＼*）
千与千寻里的
卧槽!
不知底下坐的老师看完作何感想
可惜我没有
巨大古代核心，合成个古代弓出来
巴别塔
Power!
千年暗室，一灯即明
图吧垃圾佬的力量啊！
好精致
神tm垃圾佬的胜利
怒号光明
未来可期
我曹，之前的每一个都是
突然泪目
我靠 太厉害了
我靠 太厉害了
前方高能！！！
这不是上映的正片？
拾荒者
上海政法学院来辣
知道那流星是什么了
这牛逼
这已经很厉害了，读书时学3Dmax渲染时就感觉到痛苦了
虚假的天空
每次天上划过的流星都代表着有人在突破牢笼
机器人瓦力
你币有了
好家伙，敢情我又发现宝藏了呗
头发还是很难做啊
有点花里胡哨啊
我这搞软件的做出来的鼻塞就是个渣渣
武汉生物工程艺术与设计学院发来贺电
我去看看那边是什么
造机器回海伯伦（doge）
这bgm我鸡皮疙瘩起来了，星穿？
这个风暴场景有点像机器人瓦力里面的
再来一遍
背景音乐搭配的好符合
庄园的那个爷爷
一丝悲壮
起飞了
致敬先驱者
颠倒世界
"一群假粉,卢克是第九使徒建造者,顶替了原来爆龙王巴卡尔的位置"
破洞成功！
三体动漫团队需要这样的学神级别人物
千与千寻   诺德琳  ……
因为山在那里
前方高能
有没有内行讲讲
致敬千与千寻？
太强了
所有流星都是先驱者的残骸，满地碎片皆是升空的希望。
好精致啊
000
机器人瓦力
全员恶玉
这就是别人家的毕设嘛，爱了爱了
想到残次品了
泡世界？
666
66666
漫漫黑暗，当灯火闪灭，这世上再无光！
这心脏是否也是传承
太强了
江西农业大学直呼nb
基建狂魔
感觉有瓦力 还有千与千寻的锅炉爷爷的感觉
-+
环境恶劣
泰坦尼克号那个能不能学学别人！！！！1
这这这，挺费钱的吧
流星是掉下来的残骸
给我冲！！！！！！往上冲！！！！！
努力的人终将有所成
卢克？
社长牛逼
麦芒号
电影不过如此
配乐太棒了
声优很棒
莫名的泪目了，也不知道为什么
声优很棒
没错，你卡了
南京航空航天大学直呼牛壁
心脏
这个是牛逼了
阿，
星辰大海
荼罗无疆
西安培华学院传媒学院发来贺电
传承
厉害
万万没想到啊
apex！
英雄往往犹如一道流星一般划过天幕，让人潸然泪下的。 造就他们的不是成败，而是他们超越成败的崇高精神和英雄气概！
千寻和锅炉爷爷?
天空被封闭
很震撼
上海视觉艺术学院牛逼
视觉传达传来贺电
出货啦！
喀大发来贺电
创造者卢克
有一个机械迷城的游戏，风格类似
致敬
细思极恐
卢克爷爷会回来的
王座本源
nbnb
进错场了
SIVA冲啊！
垃圾佬
@max-小仙女
星辰大海
炸鸡？
日常炸鸡
这也有仓鼠
卢克第九 补的暴龙王的班
流星都是残骸
第一遍真的不忍心停下来发弹幕！再来一遍，太受触动了T.T
原来之前的流星都是这样的残骸
千与千寻
泪目了
我靠！
像章鱼博士
哇哦
若鸿好好学着点
泰坦尼克号的等等我，哈哈哈
现在毕业的怎么都是那么牛掰
二刷，十分震撼。
这画质得花多少钱呀？
有点机器人九号的感觉
小炮？
技术爆炸!
血肉苦弱，机械飞升
中国美院前来点赞
你的甲方
怕不是星墓
工技大发来贺电
厉害
好叼  好震撼
卢克和贝其吧
创造者卢克
他就是我，我就是他。
上视觉确实牛壁
大过滤器原理  我们已经被困在过度娱乐化  资本无序化的困境里了
太空垃圾
被安乐天使了，啧啧啧泪目
学费贵、能学到这程度我也愿意啊
孩子知道拿反了！
首页通知书
可以作为电影的pv了
这不是卢克？。？
卢克我们十五秒强杀了你 
牛逼！！！！
三体，对，需要这样的人
为什么我看哭了
炸裂
传核!!!!!
每冲击一次就牺牲一人，然后去残骸里找核心组件再次组装火箭继续冲击。直到成功。
币比赞多系列
三连给你再接再厉!
绿皮古巨圾
这让我想起了机械迷城开头的垃圾堆（不是比较）
舍我一身，为这暗室泻下一线天光
撞墙
安乐天使 社会学+10
怎么哪里都有仓鼠
心胜于物  超凡入圣
做的好棒
woc这也太牛了
毕业设计可还行
撞到的那一刻我的皮筋断了。。。
莫名流泪
莫名的哭了
楚门的世界
我感觉自己大学在划水
灯光打的太棒了
再来一遍
逆飞的流星
太帅了
每一个流星都是先驱者抛下的残骸
这段yisding
这段一定借鉴了 机器人总动员
好厉害！
突然哭了
卢克
海博伦的裁决
说花里胡哨的你做不出来就别酸
nb
siva 牛
起飞
泪目
机器人总动员，千与千寻既视感
头皮发麻
德涛？
宝藏啊
让我想起了永夜君王里的拉圾场
卧槽！
看样子可以出个游戏了
如果这是毕业设计，那恭喜你已经年薪百万了
西财前来点赞
太牛了
学费贵有贵的道理
上视nb
画面好赞
太好看了
红色与蓝色
这也太行了
爷爷，爷爷，我找到了，快看！！！
是心脏
感觉可以做一个类似光遇的游戏，结构合适，应该很好玩
要是配台词就更完美了
前方高能
宝藏up 果断关注一波
我知道天上掉下来的是什么了
这个bgm
若从今往后竟没有炬火，我便是唯一的光。
这个突然模糊一下的画面，就像屏幕前你突然被泪遮挡的视线
很感人。。。
f分体式水冷 启动！
恭喜您发现了光
安乐天使woc
up主好牛啊！
略卡
希望未来这样的人才越来越多
心碎的声音
传承与永别
好活
看哭了
很多时候真的只是靠个人的努力和审美能力的
国产磁悬浮人工性质
机器人瓦力既视感
国产磁悬浮人工心脏
一个人做的？我丢
我很喜欢
细思极恐
再来一遍
锅炉爷爷？
鸡皮疙瘩起来了
这其实是个废品站？
实践永远不是顺利的，意外意想不到
我未来老婆的学校
卧槽
我还没上车呢.jpg
这真是毕业设计？BGM、画面、剧情都很好啊，毕业设计这点时间做得了这么多事、吗....
黑魂3灭火结局
可以用的
人工心脏
瓦力？
这不是海博伦？
这就是寂静城吧
华北电力发来贺电
请收下我的膝盖
这闪电，给大佬跪了
第一遍看到这里突然就泪崩了，这个渲染好有感染力
像极了打出极品圣遗物的你
卢克爷爷回不来了
校强我弱
。
芯
太漂亮了
山在那，就有人会去登。——刘慈欣
留下设计图纸，是老爷子希望后继有人，不断信仰之路吧
我愿称你为最强
bgm是啥
复日大学前来点赞
白嫖失败
这不是卢克爷爷吗
我大学四年都在干嘛啊啊啊啊
啧啧 感情渲染还是挺到位的
我要，这硬币有何用——，我要，这点赞又如何！
这小眼睛咋这么炯炯有神呢
星游记
可以去追光应聘一下
挖槽
我真的看哭了
向先驱者致敬！
战争思维电池
我们毕业设计厂里打工
卢克爷爷
宝藏宝藏啊 快收藏！！
后来者向赴死者致敬
格斗天使
比某些电影强一万倍我想说
好可爱的小女孩
这是在造什么东西
“地球是人类的摇篮，但人类不可能永远被束缚在摇篮里。”
留下技术，人却走了
撞出来一个洞
爷——爷——！！！！
BGM很棒
情感到位
握草，哭了
为后人留下光明的先驱者
看了一半，三连吧
社会学+12
hhhhhhhhhh
握草哭了呀
请再一次相信光吧
就怕拿去做游戏CG
连看了三遍终于懂了
看完你们就知道讲的什么了
鼻子和手，感觉有些怪
别人的毕设
《机 械 先 驱》
阿 波 罗 16 号
爱死亡机器人的既视感
研究生的毕业设计把
这像是一个心脏
天幕之外，群星闪耀
天幕之外，群星闪耀！
锅炉爷爷
放弃吧~没救了
各节火箭要手动分离
我想到了某个up主的三年毕业动画（狗头）
二刷了
工程大前来围观
机器人瓦力
游戏科学需要你
千与千寻 
DNF
怎么感觉帧数好低
绝了
