好啊
哈哈哈哈哈哈哈哈哈哈哈哈
庆功酒里面的吗？
叶清！
呐，做人嘛，最重要的就是开开心心咯
邵逸夫！！
扫地僧呢
哈哈哈
好彩妹这个
喂  不是吧  不是吧
6666
姜大卫，帅死了！！我的！！我的！！！
我小号给你吃啊
逸夫楼
最出名的难道不是 做人嘛最重要的就是开心啦
小宝
带了音响不敢上
把音响关掉
我好喜欢TVB腔啊
哈哈哈我喜欢这个腔调 小时候的记忆！
？？？？
叶老师哈哈哈哈哈哈
原来逸夫楼是这位款的
表白郑嘉颖！
邵老先生给我们高中捐了两栋楼啊
好听！
tvb的画面也独特
！
阿琛!小时候超喜欢这个
！！！！！
啊啊啊啊啊啊啊救命好尴尬
猝不及防
一家人就要齐齐整整的
看宣萱的沟，暂停
等等 为何我似乎感觉是一门外语
开着音响呢你们仨一起吧
哦，我的老伙计
姜大卫
一听到声音就勾起了回忆。
起开
小宝！！！！
法证先锋！
mark
阿mark
大时代
哇，经典声音
yyds
翻译腔
666
想起来七字真言哈哈哈哈
up主的声音也很不错啊
猝不及防
看到非凡哥就点进来
快跑！
原来如此
项少龙
我们学校图书馆就是他捐的
哇。。。。
不是啊啊sir
私货满满
平平无奇古天乐
要多深才算厉害呢？
都好熟悉
我挺喜欢这种
卧槽，满满的回忆啊
林保怡好评
有戏剧性 又自然的恰到好处
每一句都是陈述句
有内味了
杨过令狐冲居然是同一个人，一直没注意到
哇，这个
以前我们学校有栋实验楼 逸夫楼
想到了逸夫楼
猴子！
项少龙
哈哈哈哈爱回家全明星
我丢雷罗姆吖
跟陈浩民版的哪吒声音很像
就是少林寺的那种
哇
五六十年代很少粤语版
台湾腔
做人最重要是开心
全是回忆！港片！想哭！
哈哈哈
这个熟了
他就是台湾腔
化骨龙！
主要是香港一直有台湾市场所以专门国语配音
这声音有那味儿了
我已经听不懂tvb三个字了
邵6
尔冬升
去二仙桥
叶璇
啊我的童年！
逸夫楼
我一直以为香港人就那么说普通话
厉害厉害
这个声音太经典了
经典啊
这几个配音演员会不会累死？
感觉都看过
猝不及防
哈哈哈哈哈哈从小到大我最喜欢的配音
有内味了
不是吧阿sir
我悟了
尔冬升！我来了！！！
食神
关咏荷的基本都是潘宁配的
？？？？？？
白话才是经典
北京人
这个人声音好听
？
尔冬升的谢晓峰 字音特别棒
秦沛是尔冬升亲哥？
确实感觉和大陆普通话有点不一样，发音是对的但情绪又很港式语气
一直都不喜欢港剧腔，不好听
79年 79年 算了 80年
罗嘉良
我们学校也有邵逸夫楼啊！
三少爷的剑？
哇 简直了～
洪七公
张卫健！
刚才那个不是赌圣里面反派吗
专业！
大蛇
那个字幕
哈哈
cctv8
万妖女王
哈哈哈哈哈
姑姑
发国
再看看国内那些偶像剧的配音，没有角色灵魂的那种
我就懂个石斑鱼
经典
钮祜禄如玥
秦沛年轻时候那么帅
石斑鱼呢
这是04的吧功夫
哈哈哈以粤语的说话方式来说普通话就像了
有内味了
邵氏电影真的帅
哈哈哈哈哈
哈密
黄河好帅呀，感觉比一些演员还帅。
哈哈哈哈哈
真的别扭，这种腔
全国高校都有逸夫楼
好熟悉啊！！！！！！
咩咩咩啊
哈哈哈哈哈哈哈
陈浩民
妙啊
配音吧
我的妈呀
岳不群是你
怪不得 真的太优秀了
可以啊
麦嘉
噗嗤
北方人配的啊
怪不得我说的那么顺口
哈哈哈哈哈哈哈
莲花争霸！！！
gta吗
有人就有江湖，大师就是大师，说话语气语调都能感受到江湖
我太喜欢TVB腔了 太棒了
哇哇哇
前方高能，无关人员迅速离开，
前方高能预警，无关人员迅速离开，
哇！！都好贴脸！！
便宜
哇靠，这个岳不群的声线好契合
好帅！！
哈哈
尔冬升
字正腔圆
噌
霍元甲出家了
哈哈哈哈哈哈哈哈
猴哥！
你说话，好机车耶
求BGM
最爱杜燕歌，我男神林保怡都是他配的
小宝！！！！
Bgm我记得 呼 哈 呼 哈 
太美了，刚刚
天哪，这声音太熟悉了，邓萃雯如妃啊
尔冬升！
6：49
6:49
就是她！！
一家人最重要整整齐齐。
潘宁的声音和口音太熟悉太有辨识度了
TVB永远的神
尔冬升
？？？？？？？？？？
我一直发下面的翘舌音，原来是不对的吗
丁蟹！
对，TVB腔听起来更好听
出生于北京的张卫平:夺冠啦！湖人夺冠啦！
见封进
人被杀就会死
发（法）国
秦沛太帅了
白玉老虎
经典啊
吴黛融好帅啊
对对对
太好听了
莲花争霸卧槽
空空！
刘三姐
这
那个时代香港的电视剧确实牛批
啊啊啊，都好熟啊！！！
其实就是粤语的语气吧
以前最喜欢看tvb啦
66666
这声音就是江湖
姜姜！
石斑鱼不是TVB配音
逸夫小学
美
可以呀
ohhhhhh
许文彪
这个配音是经典中的经典
都好好听
握草，岳不群的声音
少爷的剑 
还以为一响指
TVB的配音真的特别好听，经典的回忆
这普通话已经很标准了好吧
哇，好熟悉的声音
肘 跟我进屋
太棒了
逸夫楼可还行
他们俩是一个cv！？
叶清老师
似李，黄少天
感觉声音和演员角色本身的气质，都好贴合啊
令狐冲杨过是一个人配的？？？？
挺好的 用现在的审美来说非常棒
阿sir不是吧？
经典
全是童年记忆啊
我真的好奇很多年了
应该是tvb配音腔哈哈哈
草太真实了
kill哈哈哈
这个好好听啊
苗翠花
哈哈
岳不群是黎红河配的把
黄烦烦!
国足鳄鱼切换感觉语气是一致的
师奶调调
小生音
不字正腔圆但特别自然舒服
南腔北调
周杰伦
哇哇哇
无间道
大时代
哈哈哈哈哈哈哈
周杰伦跟姜大卫是挺像哈哈哈哈哈
都是回忆啊
只不过TVB还没倒闭
原来如此 破案了
好听
真的优秀
这个太经典。。。
这个科普非常好
塑料粤语。。。
不是粤语吗？
？？死字也要和谐掉了吗
莲花争霸
真好听
王语嫣
真的好听
发哥，不，这时候是发仔
太好听了
6666699
法医先锋！！！
做人嘛，最重要的就是开心
投降输一半
创世纪呀呀啊哈哈哈
流金岁月啊
好标准的普通话
舒服了
冲哥！！！！！
啊啊啊啊
小马哥啊
哇哦，童年版的八仙过海
你说的累不累？要不要喝完粥？
现在没人看TVB了吧！
姜大卫
哇哦！
哇这配的真的可以
牛逼。印象深刻
哈哈哈哈哈是你
哇哦！过儿
姜大卫简直了！！
“呐”
挺像的
哇
哇。！！！
哇哦。！！！
哇
声优都是怪物
梁非凡
陈浩民好帅！！！
食面埋伏
经典之声
狄龙！！！！
陈浩民好帅呀！！
因为粤语，就这么简单
周杰伦的亲蝶
呐呐呐 做人呐最重要的就是开心
那
好经典的声音
这个人超帅
哈哈哈
哇塞
每个都好熟悉
陈浩民哥
我要炒你啊
亚视配音不好听，别扭
有内味
ohhhhhhhhhhhhh
好好听啊啊啊啊啊啊啊，爷青回
？
平平无奇古天乐
最怕CCTV6配音 特别外国片……
好好听，好少年
豪气冲天
原来如此
因为国语配音
哈哈哈哈哈
快跑
他也是演员
郭芙
莲花争霸
不是吧阿Sir
哇
普通话我觉得没有TVB腔好听
馄饨都叫面hhh
？？？？
前身！wow
好多地方啦！
好听好听！小王爷！
？？？
哈哈哈哈哈哈哈哈我把刚看过令狐冲笑死我了
第一个女声！！！！！！！绝了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
想起了电击小子
梁逸峰啊每次都记不住名字罪过罪过
秦沛 姜大卫 尔冬升是亲兄弟
感觉好适合
太经典了都
他们配的特别像人物啊
还是原因好听
打你就打你，还要挑日子吗
这经典啊
港片就应该听粤语，很多梗国语是配不出来的
恰饭空降！
创世纪！！！
味儿太冲了
大哥口味不错  三个
变不回来了
呐，做人嘛，最重要是…
妈呀，每个都好熟悉
咩啊咩咩咩啊
刘醒：我爱你
见封进
走先
bgm可爱哈哈哈哈哈哈
爷青回
完了，不能白嫖了
标准
字幕哈哈哈哈哈哈哈哈哈
片子都比我大 太经典了
吴岱融 尔冬升 狄龙 姜大卫……太帅了
我的妈呀……
这里配的画面你有毒啊up哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
都好好听好有韵味啊
咩呀 咩呀 咩呀(哈哈哈哈哈)
来点国语腔
好舒服的声音
做面是因为饿的话做面比较快啊
！！
经典啊，好熟悉
真的好像
逸夫楼
哈哈哈哈哈哈真的
灵魂出来了
香港无线电视台！
童年的声音
你在叫我做事啊
咩啊，咩啊咩啊
都好熟，草
经典啊
死亡
草草草
拜托，你这样真的很机车耶
你这个味儿差太多了
哇哇哇
黄少天
熟悉
我靠这个！！！
岳掌门，你的手怎么在后面摆来摆去的
啊啊啊，栋笃神探
还有新加坡腔，也很有认识度！！
对口型
杜燕歌！！！
1
三连之后又三连 三连之后又三连
煲冬瓜没灵魂
因为没钱
熟悉
粤语好听呗
怎么一毛一样
哇
我还以为是电脑配音
？
你这个粤语也不太准确
哈哈哈哈
我们高中也有一个楼
人就是浆糊
现在的TVB毫无存在感
唔系越语冇味
做人呢，最重要就是开心喽
还有电影国语翻译腔
左冷禅
荣添
文彪
陈浩民我男神
味太重了
味太冲了
爹地啊 妈咪啊 阿sir啊
全国学校都有逸夫楼不过分吧
脑中bgm在回响
我喜欢这种
这声音，爱了爱了
哇
像
李普通发介莫烂！怎莫做哦手哈啊？我地要bui靠揍郭 面向郭级啊嘛！
哇
纪文
《三少爷的剑》！
BGM:喜多郎-响宴
哇
老实讲从来冇听过配音组噶配音
郑发
是她，是她，就是她，我们的回忆，小宁宁。
胡歌?
真的好听，特有的韵味
不是很标准吗
太经典了
我都看粤语原声的
哇
强哥
真舒服
逸夫楼
快来人关他音响！
四眼仔小心我打爆你的狗头
哇这个声音！！！
我萧某何惧
哈哈哈
高中时有逸夫楼+1
左冷禅
你不对劲
哈哈哈
666
这个太熟了
这就是声优
声优
大时代
射雕射雕
草，本北京人还特意试了一下。你不说我都没发现
都是好看的剧
廖配的黄蓉
连长！
有点儿意思
蹭！！！！笑死
哇哇哇哇
猝不及防
不是吧啊sir
因为是马来西亚配音的 谢谢
莲花争霸
珠江台
配音是表演创作
。。。。牛逼
啊这个
解说好磨叽
哇！这声音不要太熟哦
欢喜哥
平平无奇
个个都是大神
好赞好赞
关键这些配音自然不造作
edg
啊啊啊啊
天
啊啊啊啊啊啊叶清老师！！！！
朱会超老师
邵逸夫，逸夫楼~
电击小子太草
？？？？
这个女的特别有内味
就是台湾腔的一种
叶清老师！！
三井寿
逻辑严谨
这个味道十足了
可惜了
u1s1，这个tinqa
南方的方言好像都是有很多语气词
哈哈哈哈哈
哈哈原来是这样
手工耿
只听粤语就关视频出去，找什么存在感，烦不烦
三年之期以到
尔冬升哈哈哈哈哈
最好的傅红雪啊啊啊
我特别喜欢
表白我过儿姑姑
有内味了
咩野黎既挂
逐渐tvb化
好听
声音变化好大
帅大卫！
郑佩佩年轻时候好漂亮
主角只有偶尔个别说粤语的
灵魂注入
哇这个声音！！
真的耶
厉害
经典
东菀仔，我看到你了！你不去抢龙头棍在这干嘛！
哈哈哈，还真是
新加坡腔？
我小学就是逸夫小学
华山里的这个小阿妹
舒服
太像了
？
白玉老虎
如沐清风太过了
牛逼
口型也是国语口型
草hhhhhhhhh
这个上过天天向上
咩啊？咩啊？
只看粤语的可以出去了
哇。。。就是这个声音！
渣哥
冲哥
有内味了
没错，就是这个声音，很多大侠男子汉都是这个配音
沃日，声音和长相真不符
好听啊
？？？？？？？？？猝不及防？？？？？？？
这个太耳熟了
廣東話 懂？
读心专家超好看
这位是真的熟悉
懂了，普粤
天龙八部
抵制整容
太真实了
猝不及防
？
原来如此
叶清这个声音好好听
经典
杜燕歌
原来这个声音是他！！
秦沛年轻时这么帅
来学习
哈哈哈
好熟悉！
这声音太熟悉了
就是他！！！！！
啊啊啊啊段公子的声音可太好听了
原来是他！！！！！
啊啊啊啊过儿 居然是个糙汉配的哈哈哈哈哈
黄河也配东西方不败
经典
哈哈哈哈哈哈是她！
平平无奇
咩
现在看tvb都是逻辑不通
林正英的配音员
语言特色
黄元申出家不假，但后来还俗了
合理合理
wor
邵逸夫
omg 有下面内味了
你是国语配音了，并不是什么TVB腔
我套你猴子
？
张艺北京人哦
好听
这声音听着太有感觉了
全是高手，配音加分很多
呃，本来就是翻译腔，肯定怪啊
程玉珠老师啊，译制电影之王，星际争霸的统治者
英雄本色！！超爱看
《如 沐 春 风》
啊啊啊啊啊啊啊啊
这普通话挺标准的啊
亚视配音不一样啊
最难听的就是亚视
平平无奇古天乐
邢金沙
哇
宁波帮邵逸夫，带善人也
？？
机车？拜托串台了
这太好听了
bgm喜多郎
金玉满堂
好听好听
咯～
牛批牛批
邵逸夫？！我的天！逸夫影院
小时候超爱这种腔调的！！
少天！是叶老师配的！！！
没国语版谁会看
对对对，哈哈哈哈
差不多
快跑啊
应该是大陆配音台湾腔
我靠，cv果然声音和脸完全不一样啊
所以就成了有翘舌音的港普2333这就是独特的原因
法证先锋！
双儿！
喜欢原本粤语的听起来很舒服
我要小解
邵氏出品，必属精品。
有内味儿了哈哈哈
傻孩子，快跑啊
有那味了
味太冲
哇原来这是张老师的声音
噌
哇
神剧
令狐冲
瞎子
哇
叶青儿～
好彩妹
这个贼熟悉
哇，那时候的演员都好有自己的特点啊
哈哈哈
经典的来了
好家伙以为封面是tangoz
666
平平无奇，和我一样
81年我行出生
技术原因吧
有内味了
到也没有如沐春风
哈哈哈哈哈哈
啊哈哈哈
上头啊
邵氏出品，必属精品
喜欢潘宁的声音
其实，就是拉长音。小时候经常被老师纠正
葵花宝典
相貌平平古天乐！！！！
洪七公
李靖
还粤语，真以为有优越感
我们学校的图书馆就是邵逸夫先生捐赠的诶
还以为你说的是粤语 无语子
邵氏公司哟
逸夫小学  逸夫中学 逸夫楼 逸夫馆
PKPKPKPKPKPK！
好熟悉的味道啊
Tmd太经典了
这个太太太熟悉
这是BGM呢
哈哈哈哈哈哈哈哈
经典
丢～
妈耶
警察了不起啊
有內味儿
邵氏电影国语普通话很标准
尔冬升
对，一直这么觉得
郭芙！！
猴啊猴啊
这个声音好经典
译制腔
原来是女的啊
逸夫
大人，时代变了
哈哈哈建议看粤语版
哇哇哇
哇
TVB不是邵逸夫创办的
平平无奇古天乐
啊啊啊啊
有内鬼
啊啊啊啊啊啊啊啊
卧槽
哈哈哈哈哈
卧槽
啊啊啊啊啊啊啊啊啊啊啊啊
好熟悉
这个实在太熟了
啊哈哈哈哈哈哈哈哈哈哈tangoz
咩
哦哦原来是他配的
为啥后来讲粤语版的
废话？
sir 广东话不翘舌的
蚝啊蚝啊
练辟邪剑法不咯？
天哪
哈哈哈哈哈哈哈哈有内味了
许文彪
？？
因为配音的就是那一帮人，很多年固定不变
好熟悉
有内味
你被睿总盯上了
你被睿总盯上了
邵氏电影，必属精品
不是广东人问你说这种不行
用心了
这家伙在拿鼻孔瞪我
为什么用鼻孔瞪我
为什么用鼻孔瞪我
一听就是老江湖了
叶清声音真有辨识度
舒服了
全都是塑料
原来是他们
叶清！
我想重新看看了
哈哈哈哈哈哈哈哈 
尔导
飨宴
经典！
燕青！！
还有“呐！做人呢，最重要的就是开心咯。”
哈哈哈哈哈哈叶老师
那时候的配音真是牛啊，现在是渣渣了
这个这个好眼熟
哈哈哈哈哈
青蛇的发音也这样
哇哇，这江湖味好酷太经典了
这是普通话。。。我要听粤语
有那味
绝了
我靠，经典
真的很好听，感觉很有亲切感
我佩服周星驰的
过儿
好听！！！
哈哈哈哈
配的太好了太入戏了，感觉内地配音最没有灵魂
空空超帅
石斑鱼呢
这个性感
哈哈哈哈哈哈哈哈哈
哇
牛皮
哇塞
石班瑜哈哈哈
台湾口音吃香啊
舒服了
黄少天
啊啊啊啊啊啊啊洪七公的配音
下属莫啵上司嘴
吔屎啦，梁非凡
83射雕！！！！
这味儿太冲了
我家有个邵逸夫医院，我的天，我终于知道邵逸夫是谁了
就是她了！！！
秦沛是姜大卫的亲哥
都是台湾配音的吧
让他掐
哈哈哈哈觉得UP主挺可爱的
经典
三兄弟哈哈哈哈
那叫法证先锋
呀  关咏荷
秦沛和姜大卫和尔小宝 是三个亲兄弟哦 同母和尔冬升不同父
哇
丁蟹是不是也是他配的  
好家伙
最重要是一家人开开心心
那
我天
我老婆喜欢看香港剧，我每次听到这种声音浑身难受
6666666
我们学校逸夫楼……
猝不及防
牛逼牛
感觉TVB的声音好好听
北京厉害
不对劲
不是吧阿sir
这不废话吗？哈哈哈
我现在才发现我的翘舌音
杜燕歌牛逼
大家快跑
我的天啊
这个这个
没懂，香港人讲粤语有点不一样我是知道的，tvb腔……？
我最讨厌别人射我
你们重点搞错啦，是“只要有厉害的剑客我死亦无憾”的意思啦
哇
如妃！！
这不是丁蟹，是黄天
瞎子，哈哈哈哈哈哈哈哈
姜大卫年轻时真帅
平平无奇
哈哈哈潘姐
真的好听
哈哈哈哈哈666
好样的
金典
潘宁 太熟悉了
叶青
跑
新加坡
尔冬升！！！！！！！
港剧巅峰
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
太牛逼啦这个声音
omg
牛逼牛逼牛逼
叶清大大
好好听啊
张艺！！！！！！！
高中的逸夫楼
专业
哦豁怪不得哈哈哈哈
没内味
这个是黄少天？？？？
都好耳熟
我全看过哈哈哈
专业！
废话连篇
邵氏出品必属超清
大时代
经典 
这个厉害了
tvb常用
台湾腔不一样。。。台湾腔毕竟偏矫情。。小个性
哈哈哈哈哈
语气词接地气。。。普通话口语多了，也会越来越多语气词。
破案了
反弹
仙山隔云海，霞云玉带连
好怀念的声音，太熟悉，太经典了
做人呢最重要的是开心
经典
国配，台配，港配，新配还是很好辨认的
瞎子！是你
这个是尔冬升，帅爆了。
鸠摩智
好听
哈哈哈哈
哈哈哈哈
恰恰恰！
这个时候他们说的都是国语
猝不及防
王大陆？
标准普通话
听着舒服
！！！
柯镇恶？
刻在DNA里了
好好听做人呢，最重要的就是开心咯
好帅
经典
好听
还是粤语原声好听
九十年代啊
好好听
我的天
姜大卫啊阿啊
柳琵琶
好好听太好听了
姑姑
精髓了
遭了我聋了 为什么都觉得一样
当当，当当，当当，
这是尔冬升还是他哥哥
蠕蠕
三招投降柯镇恶？
做人嘛！最重要就是开心咯！
有异性没人性啊
哈哈哈
我更喜欢译制呛
逸夫人文馆
味太冲了
男神姜大卫！
帅哥啊
这个巨熟
就是他，就是他
卧槽原来是这样吗
这个是真的熟悉
刻在dna里的声音
666
啊啊啊，这个声音项少龙，我一直认为他就是古天乐的原声
和译制片原理一样
我去，大佬，跪拜，跪拜
噌~
是这个味哈哈哈哈
因为是配音啊
经典
舒服
哈哈哈哈
闰土
哈哈哈哈
啊啊啊啊
er
笑口常开 好彩自然来
哈哈哈哈哈哈哈
这味道太冲了
。
猝不及防
好听！！！
刚刚那一段特别像令狐冲
喜欢陈慧珊！
逸夫楼+1
这味道真是最熟悉了哈哈哈
楼逸夫
好喜欢最早的这一批配音演员的风格！
发音铿锵有力，干脆利落，我真的喜欢
最上头的还是石斑鱼的z
天啦好熟悉
五六十年代就有普通话了吗
很好听.很喜欢听
叶青老师哈哈哈哈
黄烦烦
是你啊眼镜男
过儿冲儿
呐
？？
尔冬升呀棒棒棒
尔冬升！唐玉和三少爷
法证先锋啊哈哈哈好看的
棒棒棒
张卫平
杜燕歌
周星驰也说过
哇哦(・◇・)
还是配音的
哇，配的好啊
猝不及防
莲花争霸的插曲？曲风不对，那是新加坡的电视剧
太好听了
又三年
哇哇哇
6666
。
哇！
快跑，有雷快快快!
逸夫楼
挡字幕的有猫病。
不是吧啊Sir
刘醒
非凡哥
话分两头 八戒那边可就惨咯
你有币了
哈哈哈哈哈
太强了
好厉害
small brother哈哈哈哈
这声音怎么这么像黄少天
不像 广州人认证
配音剧就愿意听TVB 觉得比原音都有感觉 其他的配音只让人觉得尬……
亚视的难听死了
蜘蛛丝
超好听的
太好听了 一点都不尬 感觉就是演员本音
梁逸峰。。
Bgm是日本喜多郎的 古事记 大蛇
傻孩子们，快跑！再不跑就来不及
妈耶 杨过的小奶音竟然是个粗旷的大叔配的
邵逸夫
