茂茂，卡机嘛
重楼！！！
全员白月光的剧
爷青回啊 太好看了
QAQ画质感人
这一段是我的噩梦
天哪
龙葵!!!
我们这里是酒吧！
与子共生
茂茂这段也好感人
有点忍不住了
画质感人
茂茂在玩传奇
啊我哭了  茂茂啊啊啊
爷       回         青
白豆腐
童年时看那个结局真的哭的哭出来了
泪        幕
老邢
茂茂啊
锤石，你这么来了
徐长卿，紫萱
听书游戏里重楼无敌
首页通知书
茂茂真的哭死
就是在这里喜欢上刘诗诗的！
啊啊啊啊啊我的龙葵啊啊啊啊啊哭死了
唐嫣演技巅峰
我哭死
是兄弟和我一起
转眼20年了
溪风啊啊啊
帅气
妹妹啊啊啊
南召没有雪的，是长卿送过去的
这才是三生三世好吧
龙葵是真的好看，i了i了
我都从小学看到大学了哈哈哈
老大……
我的小破葵，心疼死了
爷青回
小破葵啊啊啊！！
小时候浙江卫视天天放。。。。时间过得好快
不行了不行了，茂茂呀！
曾经，现在，以后
夕瑶太好哭了
来啦来啦
必平也很好啊
白豆腐
茂茂的大腿童年阴影
我来了我来了
重楼，你的对手！
这是长卿施法给紫萱带来的雪
啊啊啊啊啊啊啊
哇，这画质!!!
BGM一响我就不行了
爷青回
茂茂在真传奇回收装备
小时候真的没注意到魔这么好看！
白豆腐
泪目
茂茂死我真哭了
龙葵真的飒
我真的好喜欢好喜欢重楼，可他没有一个好的结局
重楼永远刚睡醒一样的头发
感觉幂姐演技巅峰
童年回忆啊
啊啊啊啊重楼
溪风
我也觉得唐嫣演御姐比较好
刀
茂茂啊！！！
来了来了，又来了
龙葵龙葵龙葵龙葵龙葵龙葵龙葵
太好看了
小学毕业到研一
溪风
刘诗诗
啊啊啊啊啊啊啊啊啊
仙三电视剧改的最烂的地方就是重楼被削废，邪剑仙变无敌，游戏里重楼一巴掌可以秒它
紫萱姑娘和白豆腐！！！
邢捕头
小破葵
我喜欢刘诗诗，喜欢他的灵动和 笑容
仙剑前4部都虐，4最深刻
爷青回
溪风
我哭了
茂茂真是戳我泪点
眼里进大伊万了
大幂幂
爷青回
龙葵！！！
这bgm百听不厌啊！！！
茂茂，长安到了。
玩仙剑三吧  完美结局
小破葵
重楼
这里面的角色都是中药名…
龙葵！
爷青回
仙剑最成功的地方在于每个配角都性格鲜明，即使整部有非常多的人物
重楼电视剧削太狠了
？！
坚决不二刷这个剧就是因为茂茂 多喜欢都不二刷
爷童回
爷青回
最近在追
是兄弟就来砍我，贪玩蓝月
直接三连
一下子就回来了那年夏天
这才是三生三世啊
泪目
呜呜呜
想哭
好心痛龙葵
交出臭豆腐蛋，释放人质
茂茂！
哈哈哈当年服役那会偷偷在连队后勤小点架着锅的那快二层夹挂楼顶追剧就是整个
爷青回
爷青回啊啊
曾经以为是仙侠剧的开始，没曾想成了巅峰
我的天呀
哭了
啊啊啊啊啊啊啊我的回忆啊
最喜欢茂茂了
说实话仙剑之后无仙侠
音乐一起突然就泪目了，我的青春呀
泪目
小学加一
这画质牛批
爷青回
业平是你 顾留芳也是你
溪风
小破葵
喜欢龙葵
清微和景天给我锁死
啊啊啊啊啊啊啊啊
心态崩了
与子共生
锤石讲故事喽
俺小学康的
龙葵啊！！！
画质这么好
我又重新看了她俩的三生三世
龙葵！！！
溪风！
溪风好像是
龙葵~
熟瓜籽儿
没有凉快点儿的照片？
茂茂直接哭死
必平
游戏里邪剑仙就是垃圾
当时没读书的时候就看过了 没想到现在初一了能在b站刷到仙剑
童回!
没有那把剑我照样可以歼灭敌军
骨科
好多年了
老邢
爷青回
重楼，你的对手。
看见龙葵就想哭
神TM与子共生
BGM
爷青回
龙葵龙葵！
首页通知书
这场雪是徐长卿从蜀山送去南诏的
这块是以前看最哭死之一的……
嗑了它
你是南方人？
都记着主角？
龙葵啊啊啊啊啊我的意难平！！！！！！！
回收装备的，你走！还我的眼泪！！
音乐也好
哭了哭了
泪目
紫萱白豆腐的爱情真的很动人
这里面的演员都结婚了，都有孩子了
龙葵妹妹
仙三游戏有完美结局
一身蓝衣我爱了
茂茂啊啊啊啊
可爱的要死我也被推送到啦
一包瓜子
茂茂真的好可怜
哭死
向往爱情，但不奢求，因为知道无法拥有
茂茂
茂茂，我们到长安了
这个是说的战友情
呜呜呜
是天
这对爱了
就算是三世我还是会喜欢上你
我
儿时回忆
飞鹏，我回来了
不要跳
阿
真好看
我葵
茂茂那一段我不敢回头去看，爆哭
幸好我没看过，感觉好悲伤
我也，噩梦
好清晰
全是回忆
死菜牙
没有那把剑，我照样可以歼灭敌军！
好想磕掉..
首页通知书
重楼！！！
太美了
首页通知书
茂茂我永远的痛
居然进度条还是我生日
yangmi 
夕瑶！
一看到封面，脑海中就响起“回头看，不曾走远”
啊！茂茂哇！
哭瞎我了
我意难平啊！！！
爷童回
我从没看过，却被推送了
哭了
fgnb
时间过的真的很快啊
听清耳边
没有那把剑  我照样可以歼灭敌军！
这一段哭死
龙葵！
茂茂你个笨蛋阿！！
紫薇格格，我要娶你为妻
龙葵龙葵龙葵
胡歌：谁结婚了？谁有孩子了？
我的景天阿，
突然感觉老了
小破葵我的
神奇海螺
诗诗真好看
仙剑三是永远的经典啊
我不喜欢飞蓬，不喜欢太子(相对来说)，只喜欢他的景天，因为他够真实，特别特别重情义，又真实的人，虽然满身缺点，但也都是优点，好爱他
邢捕头的传奇一生
战歌起
哭哭
ym和ty这部真的演得不错，后面不行了
雪见我的最爱啊
爷青回
重楼！！重楼
哭了
我裂开了
心疼茂茂啊
泪目
啊啊啊夕瑶真的美
龙葵我好爱！！！
没有更进一步的剧了吗
啊，那个时候我真的眼泪哗哗流
这开头 bgm谁能扛得住
葵啊啊啊啊啊啊啊啊
首页通知书
赵无延
爷青回
爷青回
突然发现道长声音好听
泪目
呜呜呜呜呜呜呜呜呜X﹏X
龙葵
首页通知书
龙葵！
凭本事！
草，泪目了
龙葵！
茂茂呜呜呜呜呜！
龙葵
龙葵
龙葵！！！
啊啊啊啊啊啊啊啊啊
超爱这里的白豆腐
别刀了别刀了
首页通知书
茂茂我那个时候真的哭惨了
每年过年都会刷三四遍仙剑，真的真的好喜欢
枯了呜呜呜呜呜
刀刀致命。
呜呜呜呜
茂茂！！！
泪目
茂茂！！！
必平也是好人
泪目
哭死
与子共生！！！！！
茂茂
景天终究不是龙阳
啊啊啊啊啊啊啊啊
景天
这是怪侠一枝梅？
没错我喜欢
我的小破葵啊！
这是说兄弟情的
我从马保国来的
男二比男一bgm还多
可怜我夕瑶女神
茂茂被割肉真的哭了T﹏T
我是救世大英雄
茂茂
心疼
剪辑的好好
灵儿才是最好看的
爷青回
秀↑
茂茂啊！
全程鸡皮疙瘩～
茂茂太惨了
心疼
龙葵我好爱
给吃了
呜呜呜茂茂
泪目
来了来了
啊啊啊
青春啊
以前杨幂是真好看
年轻的紫萱太漂亮了
茂茂是最难受的地方了
茂茂
茂茂长安到了
仙剑里面的几对情侣都是传奇佳话啊
这一对当时真的哭死我 轮回啊 虐啊
泪目
回头看
我以为这是国产仙侠剧辉煌的开端 没想到是终结
紫萱真的是无法超越的 演的太好了
茂茂割腿肉我至今记得
酒吧有点优秀
超级喜欢紫萱
君埋泉下泥销骨我寄人间雪满头
我的青春啊
这对太难了
每一段都是泪
重楼就tmd帅的离谱
龙葵
溪风
白衣景天真的巨帅无比
龙葵意难平
飞蓬太帅了
唐钰小宝不是这一部
都是中药名
我玩仙剑四的时候在不周山遇到了魔剑，那时龙葵还未化形
魔尊！！！
怎么推荐给我的，我藏的挺好的啊
我想重看仙剑了
仙剑的每一部三观都正
茂茂！
坚强
泪目
好喜欢重楼
爷青回
爷青回
这部剧三观真的很正
龙葵
第四部通关十多年了，还是隐隐地感到悲，可惜没有第四部的电视剧了
音乐一出我就不行了呜呜呜
最爱仙剑
紫萱南诏（大理）人，当然没看过雪
呜呜呜当年看到茂茂眼睛都哭肿了
啥时候做个仙剑一
龙葵
啊啊啊啊啊啊龙葵
爷爷怎么有点像冰凡?
重楼！
真的哭死了
溪风啊
三生三世 始终爱的只有你一个啊
龙葵啊！！！！
姜国公主殿下啊！！！！！
哈哈哈哈哈哈哈酒吧的拖出去斩了！本来很难过的一下笑喷
爷青回
爷青回
我愿意
现在都是啥电视剧哦
超级粉龙葵啊
还有步步惊心的若曦
仙剑系列真的是永远的回忆
绝美绝帅了
噩梦啊
这一对好苦啊
最最最心疼龙葵了
对不起徐琦老师，我觉得有点像你笑哭
之前就看过这个视屏诶
我放手了。
茂茂这里真的哭了
茂茂啊
白豆腐！
哇我爆哭！大英雄茂茂啊
茂茂啊。
全身发麻
啊啊啊茂茂
我哭的最惨的地方
溪风啊啊啊
茂茂割肉那段真的哭成狗
喜欢龙葵的我！！！！！
茂茂这段哭死
怪侠一枝梅也好看啊
交出臭豆腐蛋，释放人质！
啊啊啊就是红色美瞳把眼睛戴坏了我的诗诗
这是怎么推荐到我的
哭死了我！！！！！
胡歌
最爱胡歌
游戏里重楼一个滚就把邪剑仙吓跑了，甚至能一己之力复活龙葵或者雪见，离谱的很呢，其实游戏里最后一个打的不是邪剑仙是重楼打赢可以复活人
我以为我喜欢的龙葵是刘诗诗，其实是龙葵的配音！
爷青回
爷青回
每个演员的颜值巅峰时期
茂茂哭死我了
小学时看的电视剧
这剧我都看过几遍了
茂茂
看到茂茂真的难受
龙葵！！！！
没有那把剑，我照样可以歼灭敌军！！！
重楼！！！
啊啊啊啊啊我好喜欢重楼呜呜呜呜
太难了
怎么看这么清楚的
龙葵！
茂茂啊
不了解诶（
梦开始的地方
我下意识以为在叫我
六道轮回
重楼在原著里是无敌的
茂茂，我们到长安了
我哭死
爷青回
也算共白首。
要是能在B站看仙剑就好了
那时的杨幂没有脚臭
龙葵我的
茂茂哭死我了
龙葵！！！
啊这。。
怀念
林月如才是真爱
每个角色都演出了感情丰富的一面，使得有其灵魂
初三看的
茂茂X﹏X
最苦的是龙葵啊
回到小学，爷童回
龙葵意难平啊
龙葵啊啊啊啊啊
是我赵无延
就是英雄救不了自己最好朋友好无助
哭死我茂茂啊啊啊啊
这剪辑绝了
我没看过剑仙
首页通知书
磕了吧
好怀念啊
龙葵排面
完了 要哭
可惜了 地上的景天完美了 天上的景天就辜负了那个仙女
龙葵哎呀哎呀 可惜是个悲剧
有话好好说别放茂茂呜呜呜呜呜呜
首页通知书
可惜注定辜负夕瑶
重楼 我哭的好大声
重楼重楼
给重楼排面！！！！
都没喝
茂茂真的哭死！
茂茂意难平
啊啊啊茂茂这段给我哭死了
给我大魔王排面！！！！
龙葵
茂茂
哎，老了
千年寂寞后你重见阳光，还是转头又纵身跳火海化成凤凰
无敌的存在
首页通知书首页通知书
必平
爷青回
哇，这绷不住了
到头来两个都吐出来了
溪风啊啊啊啊啊啊
锤石
我的诗诗
呜呜呜我的龙葵
茂茂割肉 龙葵纵身一跃 景天舍身救人 雪见不离不弃
茂茂割肉 龙葵纵身一跃 景天舍身救人 雪见不离不弃
剑三的杨幂演的最好
我愿意！！！！！！！！！
意难平
龙葵！！！！！！！！
龙葵！！！！！！！！
龙葵！！！！！！！！
龙葵！！！！！！！！
龙葵！！！！！！！！
广袖流仙裙真的是惊艳我童年的美
泪目
重楼！
重楼！！！
我又想起韩菱纱了，泪目
可是白豆腐娶了龙葵
三连了
重楼
首页通知书
刷到了 怀念 想再出几部
BGM别那么早放，等说完话再放比较好
割肉仔茂茂
李逍遥给的
哈哈
唐嫣好美
嘟嘟 我真的很喜欢你
满满的回意
以前超喜欢龙葵的
希儿是否抄袭
茂茂这段哭得最厉害
仙剑最厉害的就是人物那么多但是每个都很饱满
没错，每个人都不是工具人，都有故事
杨幂的演技都留在仙剑了
超级心疼溪风
太难受了，过了十几年再看还是这么难受
茂茂心疼
好喜欢这老头
重楼才是boss，
我喜欢红的
与子共生的那个你是撸啊撸玩多了吧
呜呜呜呜呜
紫萱
首页通知书
古装巅峰
其实这是仙剑一前传
真就是首页
我哭了兄弟萌
怎么高清了？我没有搜索个仙剑相关
葵葵！！！！
呜呜呜呜龙葵
龙葵妹妹呜呜呜
这一对简直是我这辈子的意难平
这剧太虐了
天上天下，唯吾独尊。
茂茂
魔尊重楼～
首页通知书
10年了，时间好快
首页通知书
仙剑玄幻巅峰，爱情特效巅峰
泪目
泪目
时间真快，现在都不看电视了
热门……⊙▽⊙！
葵向阳而生
三年级看的，现在已大学毕业工作了
墨镜呢
溪风！
好难受啊……现在看仍旧很难受呜呜呜太多意难平了
泪目
我没看过但我推送了
魔主什么时候还演电视剧了
就看不得茂茂这
怎么办我喜欢重楼
我爱重楼！
子聪巅峰
刚才那是圣皇伏羲？
茂茂
茂茂大笨蛋！
仙剑三永远的神
那个被邪剑仙拔角的贵物？
淦，再重刷一遍
茂茂qwq
蜀山五长老？
打120啊
来看刘诗诗
将近10年了
卧槽前面说冰凡一下给老子破功了
溪风啊
是屋檐，赵无延啊！！！
啊！！！茂茂真的
。。。熟瓜子
一群死老头子 惹的祸
爷青回
泪目
哭了T﹏T
我小葵呢！
我爱小破葵
与子偕老
哎呦，回忆啊
回不去了
太顶了
一代经典，泪流满面
我红色
这个哭了
灵魂莲花锤石
首页推送
哭辽哭辽
茂茂5555555
最喜欢这里
土灵珠
救世大英雄
哭死
有仙剑4？
刑捕头
这个人看半张脸都觉得他帅
你不是重楼，你是袁绍
泪目
喜欢刘亦菲了会被推送到
龙葵
徐长卿还是你
老邢 邢育森
大幂幂演技巅峰
爷青回
广袖留仙裙
长安
泪目了
可御可甜，巅峰唐嫣
五香味
我要吃瓜子
哈哈哈，瓜子香嘛，给我来一斤
喜欢里面所有角色
起鸡皮疙瘩了
老邢飞升后当上玉皇大帝了？
我长大了
真的好经典啊
白豆腐
说好要忘记 偏偏又想起
小学看的
魔尊重楼
茂茂真的忍不住呜呜呜呜呜
爷青回
啊啊啊
胡歌！
哭死我算了
最心疼龙葵
为什么会知道我喜欢！爷青回。哭
都是实力派啊
真的一波回忆杀
这部电视剧全是胡歌在撑着
白豆腐啊啊啊啊啊
看见茂茂就落泪呜呜呜
啊啊啊啊啊
最喜欢龙葵了
当时我看到这段哭了T﹏T
哭了哭了
爷青回
那时候的古装剧真的是巅峰啊
非游戏党，最爱仙三
哭成狗+1
爷青回
三世还俗
等到后面都不敢看了。
此生不悔入剑三！！！
茂茂！！！
爷青回
快打醒我，这不是真的！
重楼我现在懂了
这段也爷哭起来
爷青回 哭了
天帝的无穷套路
当时真的哭了
茂茂！！
呜呜爷青回
斗气化翼
龙葵啊啊啊啊啊啊
龙葵
泪目
来了来了
重楼！！！！！
茂茂 真正的男人 ！！！
恰恰葵瓜子
爷青回
哭了
龙葵
爷的青春
龙葵葵啊
无法超越了
龙葵
来了
诗诗最美
溪风！
爷童回
bgm直接把我搞哭
首页通知书
茂茂死的时候我人都哭没了
但是重楼呜呜呜呜也好惨
茂茂是我的意难平啊，哭好久啊
只站阳葵
无法超越的剧
爷青回
打110啊
啊 诗诗 龙葵！！
龙葵！！！
真的好意难平呜呜呜呜
呜呜呜
顾留芳 林业平 徐长卿
龙葵龙葵
太感人了
不愧是我
哭哭哭哭哭哭哭哭哭
来了
我们这里是酒吧
紫萱啊啊啊
重楼的小翅膀好可爱
阿巴阿巴
我记得他们救雪见时要过一个风烟，景天想像中最舒服的日子，如果是结局就好了
有你，真好
喜欢仙剑
超喜欢紫萱
武林外传里的那个捕头
首页通知书
茂茂太惨了
我被推送到了
紫萱太美了
我刚看的时候还是处男 现在是老处男
泪目
雪见呜呜呜呜呜
必哭。
龙葵
龙葵！！！！
啊啊啊啊啊夕瑶！！白月光阿！！！
茂茂
排面
首页通知书
啊啊啊
这里的旋律，我现在都记得
这不是个悲剧？
茂茂
爷青回
爷青回
白发我哭了
红葵
最喜欢重楼
她只是太爱她王兄了
永远不会过时的bug
我不喜欢
爷青回
尼玛给爷看哭了
龙葵跳火海再一次铸剑的时候我哭的好惨
见封进 啊啊啊我的龙葵
龙葵！！！
爷青回
泪目
我崩了
爷青回
爷青回
我的童年啊
杨幂唐嫣霍建华林诗诗都结婚有孩子了，胡歌…
龙葵啊啊啊啊
你生活的地方会开满向日葵
爷青回
夕瑶等了飞蓬这么久还是没等到他的爱，，夕瑶爱很伟大
泪目
溪风
爷青回
不剪茂茂我们还是朋友！！！！！！！
夕瑶飞蓬我的遗憾
意难平
仙剑！
经典
啊啊啊啊啊啊
我要回去再看一遍！！！
超爱龙葵！！爷爱你！龙葵！
当年最喜欢重楼哈哈哈
啊啊啊啊，劳资的青春啊
真正的经典啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
真正的经典永不褪色
我们这里是酒吧
溪风!
茂茂！！
众生
茂茂和必平呜呜呜
身上脸上麻了
毛毛真的太惨了
不知道为什么想哭
景天雪见啊啊啊
杨幂胡歌
第一次被推送到
溜肥肠笑死
爷青回
泪目
龙葵啊
龙阳是龙葵的！！
经典就是经典，看到了就想看，尽管剧情都已经背下来了
可她没给我机会
仙剑真的是经典呀
紫萱就没喝
泪目了
。
你是救世大英雄
龙葵！！！
爷青回
我被推了
爷青回
哭了呜呜呜
Tian
啊啊啊啊啊啊啊
爱了爱了
龙葵
刑捕头
爷青回
活了三辈子没看过雪。。。
老邢出息了
龙葵！！！
泪目
哭了
爷青回
救世主喊救命，唉
爷青春回来呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
重楼啊啊啊啊啊
当时哭成狗
每段感情我都好爱
哇喔真的超喜欢
不 是喜欢的人才会点进来
邢育森！
重复看n遍
每次都想哭
茂茂啊！！！
我来了
爷青回
来了来了
爷青回
刻骨的变迁，不是遥远。
血脉之亲
爷青回
同噩梦 哭死了
景天
我我我我
爷青回
我能回到过去吗？
先行流下眼泪水
給龙葵排面
我太爱了
小时候就喜欢龙葵
我靠这一对真的
想不到世间竟有如此出尘落雁的女子，
茂茂泪目
爷青回
泪目
这不会是胡歌吧，这么年轻？
爷哭了。
爷青回
我哭死了
龙葵
全体起立
巧了我不是，别骂我
哥哥
爷青回
茂茂死后再未看过
爷青回
飞蓬太帅了啊啊啊啊啊
为龙葵三连
猛男落泪
爷青回
紫萱
白豆腐！！！！！
熟悉的歌熟悉的人就是成了过去
龙葵
夕瑶
茂茂
茂茂！！！
意难平
我的茂茂啊！！
不愧是我
这部真的无法超越！
吃瓜子看戏
茂茂那一段真的是哭死我了，每次看都不行
爷青回
紫萱紫萱
就是想哭
泪目
我愿意
我愿意
夕瑶飞蓬才是意难平啊
我愿意
仙剑都太悲了，哎
哭了
泪目泪目
啊啊啊啊啊我的飞蓬将军
爷青回
在哭了在哭了
戴上 大号一开 剧情拜拜
音乐哭
重楼
都是颜值演技啊
龙阳！！！
必平
仙剑巅峰
妈呀这段哭死了
茂茂啊
来了
茂茂！！！
我的茂茂
满满回忆
啊啊啊啊啊啊啊啊啊，邢育森！！！
哭死
茂茂也哭死
啊啊啊啊程咬金你怎么了
爷青回
溪风啊啊啊啊啊啊
我giao，竟然把自己看哭了
龙葵！！！！！！！！
呜呜呜刚喊了两句茂茂现在我眼泪就下来了
呜呜呜呜
神奇海螺那个我忍你很久了
仙侠剧的封神之作
惨
爷青回
溪风
茂茂
那时候哭的好惨好惨
哭了
重楼真的很棒！
啊啊啊啊啊啊啊啊啊啊啊茂茂我哭死
爷青回
泪目
哭死了
啊啊啊啊啊啊
太好哭了
龙葵啊啊啊啊啊
哭了
茂茂
重楼啊啊啊啊
茂茂，长安到了
可我觉得紫萱喜欢的只是留芳啊！
重楼，你的基友
龙阳好哥哥
我来了
老邢啊，混得不错啊
妈妈爷青回！ bgm一出来就想哭
这就是我永远不黑杨幂的原因
唐嫣
仙剑永远都是巅峰
当年就是因为导演把重楼安排的打不过邪剑仙，我特么崩溃的
up主你好狠呜呜呜呜呜呜
龙葵
胡歌杨幂
爷青回
啊啊啊啊啊啊
是天
水碧啊啊啊啊
邢~育~森!!
剑之所指 心之所向
小破葵啊意难平
没有那把剑，我一样可以歼灭敌军
夕瑶飞蓬真的泪了www
这是我小学看的
景天不是龙阳
全剧唯一一次为茂茂而泪目
愿意娶你
女娲后人杀手
茂茂，我们到长安了
茂茂，唉，
这个婴儿今年都很大了吧
爷青回阿阿阿啊啊
泪目，00后的青春
他是渣豆腐
不能回头
重楼x龙葵有没有！！！
茂茂哭死我了
重楼
重楼啊啊啊啊啊啊啊
仙风道骨
爷青回
爷青回
每个配角都有属于自己的故事，都是自己故事里的主角
123，给我哭！
溪风的声音哑的时候就我一个人感觉好听吗
我也是小学看的这剧
音乐一响 我回到了中二少年时期  怀念
可以说看着胡歌长大了，嚯嚯嚯
景天！
呜呜呜呜呜呜我的小龙葵啊
夕瑶
爷青回
龙葵！
龙葵啊
茂茂
爷青回
这BGM太犯规了呜呜呜
泪目
这才是修仙大作啊
啊啊啊啊啊啊啊啊啊啊
龙葵啊啊啊意难平
爷青回
重楼！！
满满的回忆啊~
世代相传
泪目
爷青回！
爷青回
重楼太帅了！！我爱这个男人！
只有三个人没有复活:必平，龙葵，茂茂
QAQ
