这是个高手
颜料比我还干
如果说一下感觉这眼神好智慧
这个构图好像戴珍珠的少女
这连老师多少有点功底在身上，不，已经成圣了
发。。。发生了什么
确实没分开
是我没错
明人不说暗话，这狮子是我老婆
空白才是最优美的。
波汶疾走
心脏骤停
！！！静物加人头，联考不用愁！！！
变色龙？
???
刚刚那个我第一眼看过去还以为是丘丘人
卧槽，神仙
牌面
我学了三个月要画成这样，怎么滴我最少也要两个小时
你跟我说这是水彩我是不会信的
这是学了三年动画派
苹果派
发生甚么事了
领域展开!
好萌啊  黄老师
示范亿下
甚至踩点
懂了。马上练习水彩
哇哇哇哇我老公！！！！！五条悟的音频！！！！！！！
我靠
这是Jojo派
天天搁着拍视频还学不学
？
心疼笔一秒钟
这个最离谱，直接画出3D感
发生什么事了
等等等等 咋变成这样的没眨眼啊
佐伊
发生什么事了
起床铃响了？？？
这张好酷！
水粉
仿佛换了一张
新粉不懂就问，请问这个人是头像那个
咱说实在没天赋就别学了
静物老师：摸自己？
窝巢！！！！！！！
卧槽
师傅你是做什么的
画到包浆
实力派
3D？
这是打印机？
这要是借的别人的颜料，，可能要被追杀一下午
开水要直接倒袋子里
静物老师？ 回去看看 碗的型都跑完了
心疼橡皮
卧槽
我到底错过了哪一步
所以为什么要给水彩老师铅笔？
《特级咒灵》
？等一下？我没闭眼啊？？？
领 域 展 开
草。灭霸，五条悟，蜘蛛侠
心脏骤停
？这不是油画吗
卧槽
我大白!!!我!大!白!!!!超!!!
出现了枸杞泡水
我没眨眼啊发生什么事了？？魔法？？
野谁不会，收不住形就惨了……
擦 和我奶奶重名
？
学了三年动画系列（doge）
这个水彩……太强……
(满脑子厚涂)救命
这种画法俗称炸毛，适合画毛发茂密的动物（没错不适合画你）
心脏骤停
是个狼人
为什么开始的时候我感觉像抽象派
都尼玛快出残影了。
！？？？？？
空白永不败北
野兽派好帅！！！
还是带颜色的好看
进度条不对劲
同款桌子
懂了，学会泼水就能学水彩
卧槽
莫利己
美式霸凌
《我 恨 美 术》
从前有个姑娘叫小芳
长的美丽又大方
一双美丽的大眼睛
二爷？？？
衣服都换了肯定画了很久
魔法～～～～
葛优(幻视)
祖传bgm
我从这幅画上看到了几苍苍。
湿画法
水都没干？擦干的？
还有苹果派
一支笔画了所有
我超，我错过了什么⊙_⊙
鄂之巨人
学生:知乎一声牛逼
还可以继续塑造塑造
小马丁！！！
全明星阵容是吧
内张我还挺喜欢的
？哈哈哈哈
《特级咒灵》
领域展开！
牛逼
就是不用橡皮是吧
过去了什么？！
陆国富?
您
两岸猿声啼不住
靠
真实了，一有老师示范就会搬椅子去抢看最清楚的地方
《速写》
世界
这是彩粉，彩粉和水彩一干一湿
空白的字典从无输字
那块布的褶皱是怎么搞出来的啊
千万不要在麻瓜面前使用魔法。
突然质量高了起来
衣服都画黑了
所以我要先练习泼水
针眼画法
趣
太真实了，我的色彩老师甩笔能从窗边甩到门口
这个画的好次
尸兄派
我感觉我可能要重新再学一次素描了……
枸杞酱
一群猴子
有没有一种可能，他们没有加速？
老夫子？
？
一个比一个叼
卧槽
发生什么事了
卧槽啊
离谱
这个水彩有点东西
太狂野了
他有两个号？
好强
超，李佩华
分不开你妹啊。。
发生了什么？
两岸猿声啼不住
野兽派作风。
竟然见到佩花本人真的好激动
《美术男团》
黑蚊子多
不道啊
颜料干块了哈哈哈哈哈
我会泼水
不要复印机
素描能画成这样？
@沈翊
您完全不用打线稿的是吗
牛逼
好帅
天哪 学画画过去第四年了，听到起来还是很感动
我靠、、、
我太快乐了，就知道素描这么难，所以我学的写生
神迹啊这颜色
《速》
等一下，我只是喝了口水而已，怎么回事？
魔法
我画线的
嗨~对面有个对面有个李白  ~笨李白~
老师的指点就是，重画
全员反祖
孔乙己？？？
《珍珠果酱》
这就是水彩啊
发生了什么
？！这莫非就是传说中的速写牛逼症
黑人抬棺
送葬派
画画好难，不学了
照猫画虎？
心疼颜料
心疼白颜料一秒钟
这么放肆的操作就狂野
又变短袖了 嗨！！！
这质感也太离谱了
李佩华！！！！！！！！好羡慕！！
？前面问为什么给水彩老师铅笔的那个你认真的吗
因为一般是铅笔先然后水彩填满
我可是有两年多的水彩
当他沾钛白的时候，心已经开始痛了
？？？
wc
新手一定要用水，不然颜料很容易干
这tm是摆拍啊哥
JOJO派达比线
WC，李佩华
他甚至用另一只手录视频
凡人境地，神仙禁止入内
游戏人生！台词
这是认真的画室吗
他，会魔法吧
每个老师都吃了打印机吗？？（doge）
吃枸杞为什么要兑水?(●'◡'●)
死亡派
卧槽
加一点点细节
有必要用魔法骗我们吗
我这辈子调子都擦不匀了
你是是照片吧
DNA复苏
好丽友派
所有的都不适合初学者
黑人抬棺派
黑蚊子多
禁止在麻瓜面前使用魔法
奈何本人没文化，一声卧槽走天下
…
褶皱是啥时候出现的。。
图片仅供参考
我趣这反光
远古bgm
DNA动了
《毒液》
写实派呀这
这个是色彩吧
这离谱啊
有点灰
小胡子
太牛了
老夫子
五条！！
他的牙齿有点黄
待遇就不一样了
达达派
？
卧槽卧槽卧槽卧槽卧槽
好强
我觉得这个挺好看的
注意：这是水彩不是照片
你甩我一身
新手咱别学啊白颜料可废了
啊湿法水彩
二哈那个我看笑了
刚才那个是黑人抬棺派
打印派
????
草！走！忽略！ጿ ኈ ቼ ዽ ጿ​
救命，这是我们宿舍起床铃
诶这个感觉比范画多了一点知识分子的气息
木瓜星灵！！你该死！！
？突然就变成实物的干居然
校长：我买的那么多个打印机去哪了！
现代格尔尼卡
师傅你是做什么工作的
校长：我花重金买的打印机都去哪了！学生：全被美术老师吃啦！
嘴逐渐张开，，，您！
哈哈哈没接住
二爷？
速写简称过程加速
钝角
是全法师阵容
到底是哪一步没跟上￼
《八抬大轿》
老夫子？（幻视）
？？？？？？
来自美术的力量。
老师，你没有高血压，我还觉得挺惊奇的（）
卧槽
最后一个爨底
看一百遍你也不会
心疼笔一年
卧槽
卧槽
超 级 赛 亚 人 
我出100万 你要卖就当我没说 
有点东西 东西很多
这个就离谱
我  是  抽  象  派
？
为什么要放黑色！！！！
？？？？？
同款一次性调色板
飞机头
复印派
我就跳过了一点
？？？？
眼睛好亮啊
您？
加一点点细节
啥玩意？
？？？？？
一点点细节
原来如此这是打印派
打印机成精了
焯
卧槽李佩华
《  照  虎  画  猫  》
你们知道他们的课，多贵嘛！！！！！
戴珍珠耳环的少女
这间画室牛逼哄哄！！！！！
村里有个姑娘叫小芳
？
构图小了
蛋黄派
？？
这个背景音乐少说有两年了
我愿称之为 单反派
喜洋洋
在那假画个什么劲？
喝了一口洗枸杞的水
毛利兰
出现了水泡枸杞
这位更是重量级
我怀疑你找了个照片
魔法师
抽象派
虽然但是，我还是喜欢滑稽的
梦回2018（
呼之欲出
他会魔法吧
好丽友派
我喜欢画的这个狮子
有一说一，那张虎画的挺好的
调色盘踩点了
这叫色彩
怎么换衣服了
发……发生什么了
总有人借老师之名施展魔法
wc魔法？
？？？
看见那个白色的颜料笔黑色污染，心脏骤停
我也会
人肉打印机
就这？
《法师公会的魔法导师》与《魔法学徒》的区别
太精彩了！
？？？？？？？
肯定有这种可能啊，他们肯定都会要不然早就被骂死
小马丁！起！
这打印机是吃老师长大的吧（doge）
这些老师吃了多少打印机？
卧槽
、
你敢说这不是打印的吗
心脏骤停
攻击附带溅射范围AOE
老夫子
？
巜古墓派》
现在科技太发达了。
现在科技太发达了。打印机做的跟人一样。
暮光星灵
我学画画的我也绘画。
好细腻
？？？？？？？
他打草稿打得不对。
0 00000…、
不要
抽象派
我趣
梦游派
喝个枸杞那么废水（
想象派
摸鱼派
哈哈哈哈哈
黑加白铺底色，wic
好丽友派
苹果派
哈哈哈哈哈哈
惊掉下巴
梦游派*2
我突然不想学美术了
发生什么事了
三连了
NB
水彩老师为什么要接铅笔(doge)
？？？？？
所以你这是颜料画手吧
蛋黄派
这么快是怕我学会吗
我感觉它要动
离谱
神特么小亮老师
水粉
离谱
他甚至边配音边录像边画画
您
《照狮画哈》
小智怪谈
离谱
下面是试色的
您
我错过了哪一步？
一看就是吃打印机长大的
这个老师好厉害我天
我觉得下面的调色板都已经很好看了哈哈哈
暗示投币。
等等，我就眨了下眼
枸杞派
黑人抬棺派
三个大佬这是展示魔术
啊啊啊啊啊
村里有个姑娘叫小芳
哈哈哈哈哈哈
用手机看着画是不是很费电呀
应该是错过了擦
soul out！
 我跳这个好帅
这地上是什么
Believer！
板：我****你****
发生什么事了发生什么事了发生什么事了
您
真·速写
老师不愧是老师
离谱了
谁帮我推一下我下巴
尼玛太牛了
心疼白色
佩华？？？？
真的不要这么帅
衣服又变了
压台是最后一个
我的颜料！！！
梦回2018
水彩老师接铅笔干啥
我超
卧槽？？？
说5t5的，你是个云吧
领域展开
您
？？？？？
压迫感
心疼美术生一秒
您
喂对面有个李白对面有一李白笨李白
正片结束
我超
好家伙我错过了哪一部？？
正片结束
我错过了哪一步？？？
不过如此
？
这是色彩
枸杞是本体
不是笨李白，而是believer
逐渐离谱
色彩强不强，就看调色盘
小芳
这个画面太干净了，要是我画肯定背景全是黑的手印子
野生狒狒
JOJO!!!!
小亮老师快来！
魔法
我以为是丘丘人
水元子
哇
心脏骤停
我靠竟然不是水粉是水彩
苹果派
发生甚么事了
龟派（气功)
照虎画狗
正片开始
村里有个姑娘叫小芳 
就是水彩
↑你老公的音频咋都认不出来啊，这是两面宿傩的声音
不能说是完全相同，只能说是一模一样
怎么衣服还变色的
打印派
蛋黄派
没关系，我很强。
稍纵即《逝》派
太帅了
死去的bdm突然开始攻击我
？
我的白！
村里有个姑娘，叫！小！芳！
在你们不学画画的看来可能是奇迹，但对于我们美术生来说这他妈就是魔法
野兽NB！！
快速打印派
复制派
大轴来了
？？？
水粉
统一穿拖鞋
NO
您
全神仙阵容
发生什么逝了   发生什么逝了
？？？？
哇靠我好喜欢他的花
非洲小孩儿？
故事会里面的就是这种
上流
画的是自己
！和我一样但我老师总让我先起大型
刃牙
我去我去我去我去我去
太真实了哈哈哈哈哈哈哈哈哈
！！！！
大芬出身的吧
卧槽
我手里还有一根铅芯…
肉里↑（补充一下）
？？？？
O
操
刚看完猎罪图鉴，卧槽
老师不愧是老师
好干净
刚看完猎罪图鉴，沈翊
拖鞋
刚看完猎罪图鉴，沈翊
这是校长吧
牛逼
甚至只用了一只手
？
我究竟是哪一步没跟上
发生肾么事了？
这眼睛像被打肿了
我爱你
？？？
神态
哈哈哈哈哈哈哈哈哈哈哈好
苹果派
小芳！！！
拖鞋真实哈哈哈
我擦
脏字。
白金之星！
您
离谱
我要这币有何用
发生什么事了
灵魂画手
《山海经》
珍珠耳环的少女
画的很一般，形都松散
禁止在麻瓜面前使用魔法
这个我头皮发麻
得嘞干脆改行去开个打印馆，手动打印
大白能这么用吗？
荒龙派
画质逐渐高清
打印机
？？？？？？？
•᷄ࡇ•᷅
《木瓜星灵》
地位一个比一个高
这个是真的强
有生之年我竟然能看到这幅画
我才想起我素描作业还没画！！！！！！！！！！！！！
嘿！对面有个~对面有个~李白~笨李白~
《布置张》
我接我接，我会画叮当猫doge
？
整体铺的好快
两天了，冷了，用岩浆热热
玉壶？？！！
抽风了（确信）
绝了
白金之星
我是隔壁的泰山
是怎么画出毛流感的 太强了
《戴镜框眼镜的大爷》
《张》
空白才是完美这句话适合国画不适合素描
先把素描关系搞好再提空白才是完美
游戏人生？！！！
我超。好可爱的老师。。。
《张力》
呜！～
死去的BGM 突然攻击我
咋滴要重画呀
哇! !!
好丽友派
是水彩啊。。。水粉哪能这么多水啊
？？？
哇塞
《画狮反类犬》
整一天都在看老师画画
示范=重画
老夫子？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
戴佳伟woc
魔法开始。
这明明是水枸杞
白颜料！！！不！！！！
魔法部已介入调查
智慧的眼神
？
指哈为虎
魔法，一定是魔法
毕竟老师
《我恨美术》派
先这样，然后在这样，然后那样，这不挺简单的吗(doge)
太牛了
枸杞熬粥
这是意识流，形体在脑子里
是替身之力，其名曰「素描之星」
？？？？
这位怕不是油画系
《速写》
卧槽还能这么玩
《画室霸凌》
颜料喷点水吧
敢问先生可是火云邪神
速写用什么橡皮擦。。。考试没时间的
只有橡皮受伤的世界诞生了
故事会风
有没有超写实
南方画风就是要松动前面的。
？？？
这也太离谱了吧
这个画室只收男弟子？
它
下面调色甚至卡上点了
懂了！马上接盆水
抽风派？
属实过分加离谱
画虎点睛马上跑出来的程度
紫色调能画这效果不容易，厉害
为什么郑老师有如此殊遇，都不用自个儿走doge
这速写是我到不了的程度
我到底是哪一步没有跟上？
666
换衣服了？
伪克系
这个好厉害
我来学技术，你表演仙术是叭。
我水彩老师，你给我扔铅笔干啥
拖鞋大佬
穿拖鞋的都是大佬
卧槽
哪有男团哪有男团兄弟们打男团了
暴雪出品!
全王者带不起我这个菜鸟，手动狗头
图像加载中
村里有个姑娘叫小芳
。？？？？？
？？？？？？？？？？？？？？？？？？？？？？
500张哈哈哈哈哈以前我们一晚上十张
零件体酱
空洞派
他甚至自己打Bbox配音
这几秒发生了什么？太神奇了叭
好丽友派
泛灵论！
其实画画要很专心的，否则一幅画很难画下去，呆不住的人很难学
枸杞派老师
？
水彩
蛋黄派
？
真.野兽派
领域展开？
他甚至还在b-box给视频加bgm（不是
百兽之王你威严扫地！
我姐是美术内卷班的，也就只能画到这一半
针眼画师
调色纸！！！！！
大一一一一白一一一一
？？？？
但是配乐很不应景啊
白裂开了。
上 弦 之 五
我就奇怪了，我就说我打印机不见了了
不全是临摹么？
这不是照片
全真教
牛逼
游戏人生空白台词！！！
这要是没接住 心碎的声音
枸杞泡水派
古 墓 派
白颜料————!
哈哈哈终于还是来了
哈哈哈哈
心脏骤停
发生了什么
加一点点细节
我可能是摆烂派
黑色打低牛逼
《变衣术》
拖鞋瞩目
焯！李佩华
曲对币有！！！
不忘初心
您
我甚至画不出他的调色板（doge）
这个纹理是真实的吗我的天哪
穿拖鞋，一看就是大佬
老师画的确实细挖槽
《速写》
《画 家 的 魔 法》
？？？
《枸杞》
《速写》
我好像加菲啊，我靠
《张》
有点像加菲
哈哈哈哈哈哈哈哈哈哈
怀念那贴胶纸的动作
眼睛歪了
这个不知道为啥，感觉有神韵
？？？？
哈？
经典一人示范全班摸鱼
哈哈哈
我给美术生拖后腿了
我当年也是这个画风
我到底跟上了哪一步？
禁止对麻瓜使用魔法
哇，你提醒我该去看鬼刀了。
嗯哼个小时后你是怎么做到一次又那么
原来美术生都一样
?
带珍珠耳环的少女
发生了甚么事
调子真干净
像极了当年的我
？？？
橡皮全都退业了是吧
地铁，老人，手机，懂
？？？
白—颜—料！
？？？？
怎么这么好笑
草
学徒像一群大猩猩
超
草
加一点点细节
我哪一步没跟上
这是老夫子啊
你是怎么做到瞬间让这个人有了形象的。
？？？
印象派（迷）
(눈_눈)魔法
您
？
这不得带个耳环
我的大白！
像照片啊
是你吗读报僵尸
白衣服换黑衣服
梦龙
一幅画标准时间是3小时
发生什么事了
没有灵魂，还是学生画的有意思
牛掰可辣死
哪个省的艺考考这个啊
太专业，太秀了
画一整天？最多40分钟
说实话，有点帅
速写好难
卧槽
停一下停一下
左眼微微
卧槽！
蛋黄派
我看出了3D效果！
我擦这颜色调的
打印机
看下面的画板
画成油画了
还挺认真
起型白起系列
？
二哈派
听我说
听我说
太强了
两岸猿声啼不住！
这个水彩画的太牛了
什么破歌。。。噪音污染
我.....这个
你这个速写的速是神速力的速把
致死量
这位更是重量级
戴java
啊啊啊啊？？？
不要好丽友派我要达利园
？
发生了什么
不赖
我的强迫症，每次水彩老师范画，我都格外心疼同学颜料盒里的白色和柠檬黄，强迫症每次进画室都喜欢把颜料都搅匀一遍，那是每天画室最快乐的事情
卧槽
怎么换人了
美术真的很考验人的耐力。
莫名的压迫感
点睛之笔啊！
加亿点细节
要不怎么叫老师呢！！
静物加人头，联考不用愁
进度条说明一切
《正派》来了
去年刚考完 还是在阴影里
海绵宝宝：首先画一个圆，然后。。。。就好啦！
去年刚考完 现在感觉我白学了
喜欢这个氛围
发生什么事了
构图小个锤子，分明是偷懒（滑稽）
不愧是老师
印象派的吗
我的天
叙利亚画风
带珍珠耳环的少女
我恨美术派
5个调色板了啊啊啊啊
《印刷派》
发生什么事了
这是画照片，哪只眼睛看见是临摹了
不————白——
前面的，这是水彩
水粉哪需要上水。这就是水彩
太离谱了
蛋黄派
这才是水粉
撒，给姆哈吉没有
游戏人生里的空
穿拖鞋的扫地僧
？？？
？？
拿捏
不管水彩水粉都要起型的好吧
上海滩派
都是大佬啊我的天
为什么没有不锈钢四件套？
有质感！，一个瓦罐，一个钢壶，一个玻璃碗
好像高清壁纸
哈哈串错场子了
暗示投币
我明明都是按照步骤来的我tm到底哪一步错了
有没有jojo派。
这本来就是速写啊 只不过这个不是线性速写
您？
真实
我感觉下一秒它要指我了
两岸猿声啼不住
灵魂派
加一点点细节
这个其实很简单只需要会画线和圆就行了
太酷了
？
麻麻，狮子活了
这是水彩也不是水粉。
其实一般集训画室的老师都是这样水平的
海绵宝宝：先画个圆然后再画好啦
这不是水粉是水彩吧…
精神小伙抬棺祝福派
邵宇轩派
这是水彩
写实派
这是水粉
广东最强高考速写老师
暮！光！星！灵！
卧槽这眼镜我都能看出度数来
现在不能说好丽友派，要说达利园派
豆瓣评分0.2
您
神似柯洁
BGM:隔壁泰山
打印派
那么，游戏开始吧
黄老师喝的是洗枸杞的水（确认）
不愧老师
太强了太强了
卧槽！！！！
心脏骤停
？？？
那么色彩呢
打印派
解释一下，这是联考老师的画室，不是所有学画画的都画联考。
眼睛都来不及看
这次不行啊，倒的太斯文了
水蛭jogsleech
细节怪
示范=重画
发生了什么事
我眨了一下眼睛
一边bbox一边画画
？？？？怎么就变成花了
卧槽
我看一会色彩老师是怎么接的铅笔画
逐渐离谱
我超
你管这玩意儿……叫速写
你看看那颜料盒就不是好美术生
拖孩讲究
这枸杞上头
这波广告做得好
黑色还可以这样用
超现实主义
发生甚么事了
哈哈哈！直接忍不住了！
？发生什么
苹果派
我的下巴呢
前头那个内集我刚看完 然后是    然后123［doge］
卧槽
感觉这个老师好帅呀
右下有阿伟
注意：有神仙
校考碰到画水彩的要么奇葩要么屠场巨佬
nb
没有玩国画的
这种画法太难学了
卧槽太牛了卧槽
老师示范=摸鱼时刻
？？？
记录生活的蛋黄派
？？？？？？？
就尼玛离谱
摸鱼的代价
哈哈哈，话水粉的时候身边不能站人+1，不然画笔甩得颜料到处都是
照着画还算简单，默写是最难的
果断关注
求背景音乐是啥
???
一模一样派
打印派
打印派
不对劲的进度条
人体打印机
大家快看他手机
哈哈哈
典型西北回族老汉形象
卧槽
我哪一步都没跟上
霸王牌
怎么画质不一样了
发生甚么事了
卧槽
太强了
逐渐离谱
我是画师
发生什么事了
卧槽？？
打印机内部视角
油画
离谱
又一个穿拖孩的
离谱
卧槽！ 牛逼
带眼镜的中年男人
你还是个人
两天过去了。。。
麻了
老师您慢点
自动调色盘
这里怎么变成黑色衣服了
黑笔画白色胡须牛皮
我的天
不明觉厉
卧槽！
在美术生眼里，白色颜料很珍贵的，就这么霍霍了。
所以那个黑色到底是为什么？
zun(确信)
这难道就是打印机转世投胎了嘛
？？？？？？？？？？？
卧槽
？？？？
这么有质感
我的白！！！！
笑场了，哈哈哈
卧槽
我恨美术派
放慢，快
进度条不对
请问发生什么事了
卧槽
啊？
我不笨 我不笨 
本李白不笨
我的白！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
果然油画是最离谱的
我觉得这个贼离谱
这就是绝对色感吗
牛(⊙o⊙)哇
复印排
我喜欢素描和水彩
我喜欢水彩但不是水粉
同款桌子
大秀主角
层次
？？
心脏骤停！大白！！！！！！
自己啥都不会，还就爱看人家画……
那个皱纹好真实啊
卧槽
这是给我示范一下就会的吗
？
魔法
打印机成精了
好像溥仪
《照狮画哈》
佩华老师哈哈哈哈哈哈哈
速写嘛，当然要突出一个速字
画虎不成反类犬
厉害
怎么全都是《生怕我们学会系列》
国    家    队
您
大佬云集
禁止在麻瓜面前表演魔法
我焯，立体了
《 您 》
？？？？？？
发生什么事了 ，发生什么事了
发生什么事了
给我画个白金之星
猿鸣三声泪沾裳
这眼神儿一看就不一般
先这样，再这样，你学会了吗
5.0的视力太容易看清细节了
前面那个，是云天明就眨眨眼
这个真的厉害
演化派
心脏骤停
天呐这是魔法！水彩这么牛批吗
摸寄几？
你这猫会闪击波吗？
老师牛比
弹幕逐渐离谱起来
给我笔刷
真实
他甚至边唱b box边画画
领域展开
卧槽
那不是油画是色彩
哈哈哈哈哈这个颜料搁这考古呢
好真实
好家伙我家隔壁打印机你们偷的吧
要用摆烂打败魔法
1.猎奇风
3.阴间风
梨 人 愁
4.羊癫疯
纯欲风
.zip
直接变种风
有操作的啊
安？
麦俊豪别躲了
？？？
这里怎么袖子换颜色了？是不是一个人啊？
黑色铺底色牛逼！
打印机！！是打印机！
时政漫画派
歌名《my songs tell you what you did in the dark》
这些抽象可能挺值钱
歌名《my songs know what you did in the dark》
歌名《my songs know what you did in the dark》
考试派
这眼珠子比我的都真
隔壁的泰山hhhhhhhhhhhhh
枸杞呢
逐渐离谱
？？
太恐怖了
我不理解
我去，故事会的既视感
这是什么人间打印机
如果在联考考场遇到画水彩的，要么是废铁要么是大佬
AC部警告
控到死是吧
水粉
解锁新角色
这是水粉
打印机是吧
？
起码3个以太坊
庞统
甩笔，哈哈哈
白金之星！
我只担心这个白颜料
先画大概再抠细节
优雅
？？？
还是喜欢看刚才那些哈哈哈
我也会呜
他甚至边打bbox边画画
哈哈哈哈哈哈哈
这个眼镜是趁我不注意放上去的吧
戴嘉伟是你吗
 戴嘉伟
这bgm真复古
是打印机！我在里面加了打印机！
感觉像jojo的画面
人才
正片
这个白颜料我生理不适
照片级
他怎么这么快我给搞两天才能画完
什么情况
这个头发扯的笑死我了
一模一样
哇这个配色
这脸这眼睛
?
哈哈哈，专业团队
画得不错啊，情态抓得很好
海贼王的人物出场特效音！！！
海贼王人物出场特效音！！
？？？？？？
禁止在麻瓜面前使用魔法
哈士猫
达达派我蚌埠住了
啊？
太强了
小酒窝
酱紫画？
还以为要阿鲁巴
浓缩
居然是单手画！！
发生什么事了
我怀疑这是倒放（狗头）
不可以沾我的白！！！
生花
无情
，，
我最多就画到这个完成度
水太少啦！
救命，这桌布的褶皱也太牛了吧！
发生什么了
木！瓜！星！灵！
哇———————————————
眼镜是给他戴上去的吗
玫瑰花瓣一bia一bia掉落下来（怀念佩华的循环演唱）
《没有一个是正的》
？？？
速写？这一节课都过去了
相机派
原作者派（不）
白————颜—————料！！！！！！！
这眼神！！
？？？？
笔触会不会太强了
大师开会啊
美术生：开始困了（打瞌睡）
感觉没那个二哈好(狗头)
综 合 材 料
村里有个姑娘叫小芳
虽然我没学过但是，上色前不得需要铅笔画画出线条大概吗
这个可以，够狂野
草，走，忽略
「游戏要开始了」
年老的撒贝宁（确信）
沃日
真实
这个很难（因为我也学画画，懂）
希尔科
这不学个20年以上没这效果
贾队长
我设计人物的
狂野派
不对劲
恶搞派
跑偏派
降智派
我透发生了啥事儿
全明星阵容
全明星
？白颜料
这叫速写？！
发生了什么
扔着扔着就不知道笔是谁的了
原来是这个，老同学画的我以为是黑人抬棺
牛逼
说实话，我感觉我画的比他好
你错过了每一步
全员大佬啊
天啊
全员大佬
《速写》
？
这是照狮画狗
打印机
空白是信仰!!!
高级灰
首先画一个圆然后加一点辅助线然后，就好啦
这待遇
把那两个孩子放了！
我就眨了一下，就变形了
是空！
他甚至还能发信息！
打印派的老师
打印派的老师
只有菜鸟派和大佬派
这孩子有点呆萌
？？？？？
卧槽
这我魏硕也会画
发生肾么事了
你画画用两只手吗。。。
心有猛虎，细嗅蔷薇
？？？
！
？
化静为动
发生什么事了
？？？？
？所以你们就学了这儿？
可怜的白颜料
擦，大哥
柱子！你他娘的贴歪了！
 禁止在麻瓜面前使用魔法
1000加的人快出来
那么游戏开始喽
拉倒吧
没我画的好
海军三大酱
