刚刚！！！！！！！
还有雨哥
发色也在变
你更新啥我喜欢啥
你聊天也很好笑
？
救命效果
找到版本答案了？
六千加就离谱了
总结：冲的多了
榜一大哥
世上唯一不变，是人的善变
直接升华了
还有诚实粉
自己人
榜一怪兽
大中午的都隔这不睡觉呢
《嘉尔》
哈哈哈哈哈哈
泪目
暗 影 榜 一
嘿嘿
完结撒花
泪目
哲别附体
???莉莉你怎么能说不行
泪目了
自己人
《绿元君》
快频率
广告位招租
懂了  绵阳小萌拉胯了
炒了他！
擦，大哥
暗影榜一哈哈哈
自己人
头发掉色居然变好看了2333
完结撒花
ohhhhhhhh
我，真心喜欢看你视频
哇前面姐妹共脑了
没有这样质疑过
哈哈哈哈哈哈
泪目
哈哈哈哈哈
确实确实
今天都二十几号了
自己人
追名逐利莉莉
ohhhhhhhb
这边没人我要说莉莉好帅！
industry baby
牛掰
季度总结！！
力元君格格
事业粉报道！！
嘴巴卡皮了
bgm的mv建议大家看一下
第三季什么时候来！
自己人
第二季的游戏要比第一季有趣且丰富
雨（jia）哥(er)
好家伙，季度总结
自己人
雨哥更多
榜一怪兽
你搁这
逆袭
加油看好你
《 绿 元 君 》
低调
你也知道啊！！！
18分钟！
我不 我就要当成视频
《低调》
力元君！！现在喝牛奶也不会长个子了！
白嫖了白嫖了
我是你的事业粉
18min
男人不能说不行！
因为蹭到热度了（bushi
真厉害
ohhhhhhhhhhhhhh
没变
不要焦虑宝
暗影榜一怪
确实确实
确实
手抖得不到反馈
你有的宝
大姨：还不是因为没有小洋楼伴手礼（doge
爱你宝贝
你好爱雨哥
莉莉你好帅
好！
奶茶店也用这个奶
19min！
联合创作是变形的初衷，携手一起打破这平庸，开没素材的玩笑，其实认真并不是胡闹
L多了233
饱了
莉莉我爱你
中国人
这个靠技术，之前那个靠脑子
莉莉我爱你不会变
何同学憋大招
你管他们，现在还有人说你不行呢笑得
好好睡觉这黑眼圈
有6000+
ok
你误会了
再说一遍，建议大家把bgm的mv看一遍，《industry baby》，doge
自己人
我还以为第三季要官宣了
我认可你的叠扑克牌技术
@徐大虾咯，看看人家
不要焦虑过头就好
逆子哈哈哈哈或
?
自己人
共同一作 影响因子得打折
第三季赶紧啊
加油！！
bgm：lit 声之形！！！
？
你适合莽夫游戏 但搭纸牌不是（doge）
真的牛哇
事业粉了属于是
莉莉加油
力元君 菜！
自己人
自己人
雨哥不相上下
黏合王
榜一怪兽
哈哈哈哈哈哈哈
你怎丑了
b站一哥！！！
自己人
榜一怪兽！
6000+
你怎么丑了
哈哈哈哈哈哈哈
是的！
碟中谍
我泪目了，我装的
第三季第三季
哈哈哈哈哈
自己人
笑死
《梧桐山榜一》（doge）
8分钟，第1次那么早。
这里莉莉好好看
饱了
泪目
下一季下一季！！！
李济仁
天空是蔚蓝色…
爷青回
好！
自己人
《大声密谋》
啊？
哈哈哈哈哈哈哈哈
真的很好看
反超
你这老小子
超级无敌有趣 这个题材我真的无敌喜欢
那就不要往外发啊
我手一直在抖 也不给我反馈 严君泽：？？？
㾳羇䴦
哈哈哈哈手不行
《永不放弃》
暗影猎手
为什么前两期不是，感觉也很火啊
泪目了真的
雨哥：那我走？
不在家不当主持人
哈哈哈哈
《嘉尔》
哈哈哈哈哈
the united king
何同学：你礼貌吗
破壁人
泪目
难道还有第2季
ohhhhhhh
自己人儿
《绿元君》
ohhhhhhhh
失去颜色了
自己人
emo了
会一直相信你的！
变得更成熟
季度总结
甚至1+1=3
哈哈哈哈哈
感谢
所以力元君是莽夫
不是人
逆子
大头特效了嘛
《反超才是这个节目最大的看点》
隔壁家的
«低调»
不对劲
纳差
bgm很应景！！！
lil nas x
你确定吗
他喝的是啥
你们就没想过把牌从中间拦腰折断么  
哈哈哈哈哈
四皮儿～
海视频
BGM:INDUSTRY BABY
雨哥：我榜一巨兽
啊对对对
自己人
自己人自己人
因为质量真的很高
嗯
我在期待什么
现在叫“霸榜一霸”
29分钟
想起了依萍的话...
加油
雨哥：？
五人组: ？
土块
我去改名
没事力元哥哥呜呜呜呜我爱你
ohhhhhh
联合省素材（不是）
泪目
自己人
莉莉爱你！！！！
颜粉可不可以哈哈哈哈哈
我真的关心你有没有卡到饭
自己人
明    示
啊啊啊啊
饱了
《完茄撒花》
哈哈哈
是被认可多少次
暗示金主爸爸打钱
哈哈哈哈哈哈
莉莉真的牛
节奏调了0.75倍看
脑袋空空哈哈哈
我已经改名了。。花了我6硬币
季度总结好吧
红绿灯的黄：？？？我不是我没有
事业粉事业粉
自己人
？
传下去，三木不行！！
感觉不对劲
好耶
穿山甲
希望莽夫游戏回归
不交月报，老板们都生气了
你以为你好笑吗doge
绵羊料理直呼内行
力元格格又被认可了
掌声！！
泪目（
难以言喻
确实
雨哥：有你的地方都有我谢谢
入口即化
期待第二季
？
你搁着编私信呢
不要啊啊啊
哈哈哈哈这个b………站up
莉哥到处联
绿元军
而是一加一小于呃的
永不放弃吗这就是
娜叉！
自己人
GUN
？
自己人
呐呐呐
绿元军
哈哈哈
赞助商懂了
传下去，力元君说自己不行
毕 生 经 历
并没有这样的疑问
我是内应
高产！
被一生之敌影响了属于是
尴尬挑战
哈哈哈哈
要素过多
比对面的徐大虾，多了好多
有没有老粉科普一下什么叫被认可
《6000+在看》
恭喜榜一大哥
牛哇！！！
@自来卷三木
这是真的
不拿个原创栏目很难收场
雨哥！
6000人出来
说6000十的是不是11：4
38
《没素材王》
没事儿现在也有人这样说
终于他妈更新了我滴个老天爷
帕金森综合症
泪目
泪目
39分，凉了
喜欢蹭饭挑战
学校那个视频呢
Hhhhhhhhhhhhhh我就是这类粉丝
蹭饭挑战真的很成功
以前自闭，现在变得让其他up主尴尬到自闭
第二季什么时候开始 主持人还是这仨
雨哥加油！
这一段 超好笑   哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
bug?我也发现了一个，不用三连就可以看视频[妙啊][妙啊]​
原来如此
联（蹭）合（人）投（家）稿（饭）最多（频）
心疼
哈哈哈哈哈哈哈哈哈哈哈哈
自己人
自己人
《绿元君》
你终于更了
事业粉报到
暗影榜一
自己人儿~
终于更新了啊啊啊啊啊啊啊啊
女友粉路过
主持人指（不在家，不吃中饭）
暗影猎手，永远不摆烂
劳模！
涂点唇膏吧
雨哥？
6000+人再看
雨哥还有和嫂子的doge）
传下去 力元君不行了
不可能雨哥还有和宝剑嫂的
逆子哈哈哈哈
一哥暴怒
笑死了
药元君？？。
没有没有
力元君要谦虚
45！
真爱雨哥，在统计一下是不是个雨哥联合最多
孬
天空是蔚蓝色
一个的疑惑？？？
自己人
莉莉加油！
泪目
是充电吗
失踪人口上线了！！！
泪目
鲢河王
让我们联合！
自己人
来了
隔壁人
你可真行
暗影猎手
内鬼
第二季真的很好看！
我也45
你很幽默呀？
一键三连，暗影猎手
笑死
蹭 素 材 之 王
少年 您的封面为何如此憔悴
吃人了
自己人
45分钟
榜一怪兽
前面的弹幕，友情纠正，奶制品应该从小喝到老
自己人
哈哈哈哈哈哈
完结撒花
自己人
一家三口
难以言喻
劳模
简称:蚌怪
力元giegie永远行！
47前
一生之敌
这么多人看
嗯嗯
48分麻了
我在期待什么
我们联合！
自己人
内鬼
加油加油，很棒了
榜一怪兽
在意的！
绿元君
自己人
中国boy，阿吗粽：你礼貌吗
什么居然有核邪铀碍粉
中国boy，阿吗粽：你礼貌吗
我们联合!
7期？
我是我是
雨哥比你还多
饱了
自己人
牛牛牛
把人不当成人
饱了
不要焦虑！
胶己人
得不到反馈
不是吧，联合投稿也算更新吗(doge
绿元君
泪目
不吃中饭不在家
你这啥东西呀
有事业心是好的，最近数据好也是真的，不过莉莉不要骄傲哦，再接再厉爱你！加油
我觉得还不错
因为如果两边的粉丝重合率比较高的话 确实播放量是反而会低哈哈哈哈哈
太不容易了，还有事业粉
自己人
一开始就放弃节目效果满分
哎呦
还不错
突发恶疾
哈哈哈哈
芜湖
你放手去做你最想做的事吧，什么状态都行，只要你舒服就可以。这是我最支持你的事情。
哈哈哈哈
葛格好牛!
这也太离谱了
当然不是
取名大师
因为第一季大虾走了【doge
《这一句饱了》
你搁这搁着呢
自己人
自己人
彳亍
哈哈哈哈
你搁这搁着呢
当然这也太离谱了
还不错
加油 一直支持你!!
但是我觉得这是你自己的收获
力元葛格好牛
真棒
其实变了，变得越来越好了！
坑新了
自己人
自己人儿
榜一怪！！！
hooo
第三季
《小小的》
竟然没有一个人
hoooo
视皮儿
暗影猎手！准备就绪！！！
黄力元不行，我说的
九折
泪目
小柔：？？。
你1+1算出来11
下一季第一家就去老坛那里吧
现在重振雄风了！
保护
爱你
加油莉莉
五人组
暗影榜一！
哈哈哈
更想变形兄弟
这不会是今年的百大发言吧
榜一怪兽
核邪铀爱
经常最蠢MVP（doge）
旁边的牛奶算打广告吗
生活区苟且偷生的up主！
力元君真的不行了！
我也想看
追名逐利力元君
自己人
奖励自己奖太多了？为什么手抖
联手摸鱼哈哈
暗影榜一
旺
老婆粉
何同学:你点我名?
季度总结
我真心喜欢你的视频！！！！！你很好！
自己人
事业粉
好想你 莉莉
自卖自夸了哈哈
自己人
力元君失去自信力了吗？
牛牛牛
隔壁有真嘉尔，你们能不能整点大活
下一季gkd
绿元君
哥，你的封面有点恐怖
哈哈哈哈哈哈哈哈哈哈
自己人
不会
《莉霸天》（doge
力元君就是最好的啦！
vlog最搞笑
泪目
自己人
所以下一期嘉宾就不要你们俩了/doge
追名逐利
哈哈哈哈哈
雨哥还有和宝剑嫂的
和谐友爱五人组：联合王？
两个《素材王》
真棒！！还想看新的节目
自己人
雨哥：俺也一样
加油冲冲冲啊
事业粉
自己人
哈哈哈哈哈哈哈哈被雨哥同化了
我也这么觉得
17个
我们曾经以为力元君打假赛，后来发现他是真的菜
所以，力元君外号：八一老爷
本来能去逛各大校园的.....
掐
莉莉这段时间真的很猛
《绿元君》
自己人
五人组每天一个视频呢？
可是你的视频真的超级无敌好看！
太菜了
梧桐山一高！！
自己人
不对劲
世界上唯一不变的就是改变
和谐友爱
骗弹幕是吧
哈哈哈哈
难以言喻
还是很尴尬的一个节目，我也不知道为什么这么上头
第二季真的好好笑的！
没有！
自觉拉远
老坛烂了
爱丽丽
不，应该是核邪铀癌五人组……
蹭饭挑战真的很成功！！！！
追名逐利绿元君
哈哈哈
小柔
1h
力元君 菜！
榜一王？
@六道轮回
局外人
突然想到雨哥也是8个榜一
哈哈哈好喜欢
听懂掌声
？
漏了，番外回家吃饭也是榜一
力元君不行
我就是事业粉
6000+？
老板生气了
说实话 劳模了
要素察觉
叛逆期
自己人
泪目
不然呢？
啥玩意？？
胶已郎
答应我别当食堂大爷
一直支持力元格葛
没有
自己人
自己人
绿元君
up是工作，工作要有工作总结，非常合理
截止到11.6号，你27号才发！？
哈哈哈
-+-+
自己人
肾虚，手抖
自己人儿
当我方了个屁
老心虚人
红小队：？
1+1不等于2，等于1的平方
《绿元君》
自己人
懂了，白嫖了
虽然很尬 但确实好看
B站审片员：你当我没看见是吧
搁这搁这呢
这两个月挺猛
自己人
自己人
确实现象级
传下去，力元君不行
不一定，郭雨好像全是联合投稿…
谢谢啊，敏感肌觉得很有用
好家伙，今天27号
莉莉这两个月视频质量超高！！继续冲冲冲
我觉得还是第一季经典
司马南老爷子？
自己人
逆子
雨哥:感谢力元君帮我做的季度总结。
反超才是这个游戏的看点
月度总结  单机版！
自己人
没有呀
加油
哇哦
自己人
牛
全体起立
牛逼
泪目
对呀，力元君本来就很菜啦
哈哈哈哈哈事业粉在此
保护
不是自己人
隔壁人
摆烂蚌埠住了
可恶
莉莉是喜欢赢的
ohhhh
无法反驳
我真的生气了
111
哈哈哈哈哈哈哈哈哈哈
事业粉在此！！
确实
认可明明是热门（）
但是第一季游戏多样性很高，数据也很均衡，第二季数据后期没有开头好，高开低走
？？？
啊对对对
暗影榜一
红灯停绿灯行，红绿灯兄弟真不行
透明公开公正
蔡徐坤关注的你
不，是邀功王
哈哈哈哈事业粉
考研休息区感恩有你！
大哥音乐
入口即化
莉莉三木吹纸杯还过关了其他人都没过
我觉得下个是谁里你和三木最好笑哈哈哈哈哈
我是穿山甲
ohhhhhhhhhhhh
胶己人
梧桐山一高！！！梧桐山一高！！！
梧桐山一高！！！
梧桐山一高！！！
说实话就是很上头，很想看，不看真的难受
高产
《逆子》
梧桐山一高！！！
刨根问底
绑住了
第二季最后一期求求大家快去点赞，我想看第三季
自己人
牛哇
事业粉
我觉得你很好笑阿
我出息了
有内鬼，终止交易
莉莉永远可以！
哈哈哈哈哈
更新挑战！！联合版！！！
BGM：INDUSTRY BABY—Lil Nas X
直接点赞两下
赶紧交月报
联！合！王！
笑死 力元葛格没有女友粉只有事业粉
？
自己人
屠榜
随即挑战鼻祖
不是故意摆烂，是真的烂哈哈哈
变了，但是是变的越来越好了！
饱了 饱了
这个系列我觉得恰个饮料之类的饭我觉得我能接受
哈哈哈
雨哥更多
第二季gkd
雨哥，榜一怪兽
第二季确实比第一季好看
泪目
《快 乐 时 光》
反超
榜一怪兽，准备就绪！
自己人
哈哈哈
好的，白嫖
《蹭素材挑战》
榜一怪
自己人
不在家，不吃中饭
我觉得蹭饭挑战很好看
乌鱼子
第二季确实好看
追名逐利阿玛粽
为什么我现在想笑
搁这呢
梧桐山一高
碟中谍
好的，我摊牌了我是内鬼
外人
希望写一份5000字以上的月总结
哈哈哈哈哈哈哈哈哈
《绿   元   君》
逼逆子
哈哈哈哈哈哈哈哈哈全B站都知道了
联合王
这个节目搞个软广我觉得可以
哈哈哈哈哈哈
一哥暴怒
力元君，加油
自己人
泪目
双料间谍
出大问题
期待下一次被认可的时候
要素察觉
红灯停 绿灯行 红绿灯兄弟真不行
装到了
季后赛
下一季的下一季呢
最佳节目
要一直更新啊！！！！！啊！！！！！！！！！
碟中谍
？
自己人
你搁这儿搁这儿呢？
手动@一下米洛红叔卡幕黑猫cen
希望第二季能整不一样的活！
随即挑战做得超级好啊！！现在很多人都开始做这个系列了
6000+
自己人
加油
这卫衣越看越像秋衣！！！！
不是自己人了，绝对不是
可恶被装到了
徐大虾：这是幻术
绿元君
内奸
泪目
大家好 我是Gay粉
无效打码
自己人
哈哈哈那雨哥不也是一样
月度总结 单人版！
啊啊啊前面五人组的双厨狂喜
《谦虚》
自己人
鼓励
高兴吧
不给你保密
泪目
当你看到这条你就已经不是第一个了
泪目
卧底doge
懂得都懂
榜一小怪兽
写作嘉尔读作雨哥
自己人
bgm:声之形
不我的世界那五个人才是
那雨哥就是联合王嘉尔
雨哥：？？？？
《我们一定不会告诉别人，我们看过这个视频的》
确实小潮每一期视频节目效果都挺高的。
哈哈哈哈
《绿元君》
第二季内容质量要高很多
我真的舍不得幸运女神
雨哥到处走
一直在等！！
对！！
哈哈哈哈哈哈哈哈哈哈哈
碟中谍
我笑了，3怎么回事
没人？
确实有段时间质量下降了，不过最近的下一个是谁2和蹭饭挑战不错
《左边的牛奶真的很难不注意到》
和雨哥就已经很多了
自己人
就是！
给我加热一下
自己人
泪目
哈哈哈哈，我就是事业粉
我觉得第一季更好笑，只是后面人越来越少、数据才不好
哈哈哈哈哈哈哈哈
标题党doge
哈哈哈哈哈哈
《追名逐利力元君》
没有 我很喜欢你
《绿元君》
有没有想过加起来会是五百万呢，我是
谢谢了
哈哈哈哈哈哈哈哈
汇报汇报
事业粉报道
榜一猎手
自己人啊
有一次还同时霸占榜一榜二
红叔他们吧，期期都联合（doge
月度总结，单人版。wuhoo！
我觉得联合王应该是卡慕等人
自己人
翻译：不是节目效果，只是单纯的菜而已
泪目
自己人
超好看
哈哈哈哈哈哈哈哈哈
拖了半个月呗，意思是
哈哈哈哈哈哈哈哈哈
审核：？？？
大哥！
哈哈哈哈哈哈哈哈哈哈
哇哦
隔壁人
你搁这搁这儿呢
哈哈哈哈哈哈哈哈哈该！
糖分摄入量
？
哈哈哈哈哈
格局
泪目
原来是这样啊
hhhhhh
好色心(幻听)
转战事业粉
我是事业粉
《绿元君》
时长也高了很多欸
没有没有，你以前也不好笑(狗头)
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
国王排名(不是)
泪目
我是你的事业粉23333
ohhhhh
哈哈哈哈哈
那不就是福乐嘛
快反转，铺垫那么多
帕金森
人不行别怪路不平
《嘉尔》
一键三连
好胜(色)心
所以说你发这个视频？？？
饱了
我出息了
不在家不吃中饭
人家真的生气了啦！
完结撒瓜
《绿元君》
泪目
摆烂仔
和雨哥一模一样
不在家不吃中饭
《低调》
莉莉很棒！
自己人儿
事业粉
然而月底又到了
泥巴田
看莉莉视频已经看很久了！真的很喜欢！
PDD：我以为孙亚龙是打假赛，结果发现他是真的菜
莉莉是不是卡粉了（doge）
确实
啥时候染回头发呀枯草了
自己人
好离谱哈哈哈哈哈哈哈哈哈哈哈哈
第三季第三季第三季
牛啊
自己人儿
传下去，力元君被很多人说不行♂
听着，所谓杀手
？？？
而是一乘一等于一
该涂润唇膏了
力元君冲冲
暗影逆子
饱了
呼叫小柔
四月份
纸牌好难
？？？？
你的创意点子很厉害
哈哈哈哈哈哈哈哈
《变态》
《United King》
陈睿人
自己人
雨哥？
肯定不是你就对了
lil nas x
不在家不吃中饭
yh
谁在意我在意
有那么几个人是几乎每个视频都是联合
确实见证过那段时间
这是我没想到的
劳模典范属于是
要素察觉
格局打开！！
？？？？
确实
一定要变的，变成更好的自己
事业粉狂喜！哈哈哈哈
凡尔赛是吧！
拜拜了您呐
不不是的，还有白的肾mc五人组一个月数量很离谱
催更第二季
哈哈哈哈哈哈哈
碟中碟中谍
哈哈哈哈啊哈哈哈
嘉尔笑死
可恶，被装到了
《变蠢》
追名逐利amz！哦走错片场了
升华了
今年百大到手（doge
热知识：今天是11月27号
窗口
好的
暗影联合
废话文学
前面说老坛烂了的，只是你没有看懂而已
牛牛牛！
金主爸爸们呢
耶耶耶
越来越好了！
《不要往外传》
哈哈哈
谢谢你啊
联合中心
泪目
马上往外佶
谈笑间骗了波弹幕
今天多少号你知道不？27了
我是颜粉
自己人
rnm退钱
小柔默默地走开，只有雨哥是真爱！
原来你都看见了
不忘初心了属于是
@mc阴间小队
月初就拍月度总结是吧！
力力有点哽咽了
果然向日葵是真的吗
肆业粉
力力有点哽咽了，加油！
榜一大哥
而是一加一的三次方doge
爸爸粉
莉莉
边际效应递减。。。。
哈哈哈哈哈哈
做老板
云老板
hhhhh哈哈哈哈
追逐名利
确实
雨哥还有和宝剑嫂联合的
劳模了属于是
广告做到位了，有人在问喝的什么
害怕
我们联合！！！（什
确实是这样
你想多了
？？？？
哈哈哈哈哈
加油
不至于不至于
科普:一个季度是三个月
牛牛牛
哇
因为确实第二季好看多了
很有道理
懂了 已经把赞取消了（不是
自己人er
哈哈哈哈哈哈哈哈哈哈哈哈
食堂力元君
挣到w了
还有下一季呢（叉腰
哈哈哈哈哈哈哈哈哈哈哈哈
？？？？？？？？？？？？？？？？？
给我低调
ohohohohohohohoh
自己人
我看到了左下角的牛奶 感觉不对劲
说好的是力元君和我黄力元有什么关系
早了早了
因为是变形兄弟
第二季确实很好看！
我怎么就没想到!
下饭节目果然都爱看哈哈哈
都是联合投稿哈哈哈
你搁这搁这呢
随机挑战什么时候改成蹭饭挑战了
自己人
切
心疼
加油
天蓬元帅
事业粉举手
放片头呢
我在意怎麼了我就在意！！！！
哈哈哈哈哈哈哈哈哈哈哈
联合国国王
又见小樱bgm
我上次听这种话还是在上一次
好家伙 我绿我自己
自己人
11月6号 您现在才发啊
哇  好聪明的样子
憨憨
哈哈哈哈哈哈哈哈哈哈哈哈哈
你可以！！！！！
？？？？
事业粉哈哈哈哈
听懂掌声
核邪铀癌五人组
老板们很关心莉莉
饱了属于是
王嘉尔！！！
卡粉了
不行
变蠢（doge
恰恰
industry baby！
变得越来越好了
莉莉不接广告怎么赚钱的
自己人！
币还我
八一格格
《牛奶》
自己人
自己人
翻译:恰了六次饭
自己人
我是卡粉。。。。。
下个月该年度总结了
绿元君～～
高产
雨哥：那我走。。？
我们很喜欢你！
耳机党爆炸
使气了
牛牛牛
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《互动》
自己人
你好自己人
《嘉尔》
梦想很美好，现实很残酷啊～绿元
哈哈哈哈
一定要有下一季呀莉莉！！
国王排名
哈哈哈哈哈哈
事业粉
别人（doge）
来啦
你都蹭瘦了呜呜呜
这要是能演那他是真他娘厉害
听懂掌声
哈哈哈哈哈哈
雨哥还有宝剑嫂
ohhhhhhhh
ohhhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
暗影怪兽
我觉得你没变，只是更多人发现你了
舍不得正义女神！
给他装到了
你很棒！
呐呐呐呐呐
手抖君
看你视频都笑得很真实！莉莉变绿绿！加油
何同学：内涵谁呢
事业粉i了i了
早超过150w了
不要脸
CIAO
女友粉
莉莉变可爱了！
没错！
无敌
霸榜霸
ohhhhhhhhhhhhhhhhhh
股东
Ohhhhhhh
不尴尬挑战
？
哈哈哈哈哈
速速第二季
听懂掌声
自己人
天蓬元帅 菜
外人
全看过了
吸
？？？
真的很好看！！
确实
雨哥才是联合王
哈哈
谦虚怪 (doge)
[OHHHHHHHH]
[OHHH}
哈
[ohhhh]
上一次听到的时候还是在上一次
互♂动（doge）
下一个是谁里面最喜欢看你俩的part哈哈哈
我怀疑自己人被屏蔽了
男孩子的手怎么可以这么笨
嘿嘿嘿
自己人
不要焦虑莉莉 努力就好啦
确实
自己人
力元君的手指好奇特
《我们联合！》
莉莉你已经很棒啦
哦
自己人
头发粉了？
头发粉了？
自己人
那为什么老放弃！
自己人
头发粉了？？？
确实
正能量了哈哈哈哈哈哈
我是最近才疯狂爱你的
《绿元君》
发色变了
