芜湖
去二仙桥
那说明停播还有其他不可描述的问题
一个月几百块你玩什么命
心疼
唉是什么伤了一个人的心
想看！
是个好人
正真的人会与现在这个社会格格不入
揭露社会的阴暗面太多了，被强行“你累了”
支持谭警官
这币留着有什么用？
谭sir，警界楷模！
基础工资  还有各种补助 奖金  
蜜汁对焦
辛苦了
成都大爷——谭乔
我到二仙桥，走成华大道
谭谈交通停播可能是与现在的人价值观不同，老爷们看不得穷人受苦，所以选择干脆不看
就是那样的，懂得大家自然懂，无法细说
八月份是不是社保调基数了，把前7个月的给补了?
来我们这个地方接着谭谈交通吧
暗示
就该去湖南卫视，跳出体制
永远支持谭乔
有点寒心
唉。谭乔真的是个好警官！
可是电视台回应说是谭乔个人原因不播了
YYGQ
反正我信
这一句话，是三十多年的坚持
不抽烟喝酒能省挺多
支持谭警官
加油！
加油！
不愧是四川男人哈哈
太火本来是要解决交通问题的，结果变成了造成交通问题！和古代太帅的人被围观一样
湖南卫视，我笑了，
牌面
直播带货吧
用不完的500块
快乐的事情一般是不赚钱的
谭警官又没有到处乱接代言
谭警官讲成都话的话看起来更安逸点儿
懂了，在这城市发表会被穿小鞋
流量很大但是没有拿来挣钱很正也很苦
可能交了几块钱税
体制内就这样
扣3000，迟到了30天吗
换汤不换药啊(错乱)
官场上的事不能细说
还是太耿直了，哎
俗话说的拍马屁
人民的好警察
诱惑型的
别说出来呀 阿sir
辛苦了
圆滑至少有个厅级干部
警官是不是喝了点啊哈哈哈哈哈哈哈哈哈
好像流氓哦
警官好
怕是，查到哪位二代了
只要活的精彩死亡真的没什么
我们湖南卫视也不是好东西，只为搞钱
牛
发表出来，我们会买来好好看的
警官好！
BGM 突然搞事
早就是省里面了
呃，被扣的可以问下财务
成龙的百年之后？
那我q
现在才四千七
强权让他伤心了
真才4700吗
烟酒不沾，GUAN场混不了
谭警官是一个真正的人民警察
他这句话说得就意味深长了
致敬
谭警官住的好像是南城都汇
前面的你还真别笑 湖南台那些主持哪个不是赚的盆满钵满
谭总老了
成都不爱你
还没到交税的点
良心节目
为啥呀神奇，上层觉得谭警官太搞笑了吗？
开始了
哈哈哈，弹射
绝对的
好家伙，穿S45
要圆滑至少是个市局局长了。
成都不好吗
哼，那经常给出去的几百块是啥
人民的力量无
突然欢乐
越是这么多人支持 ，越是害谭sir
5521出战
真的是一股清流
成都比这更低的工资并不鲜有……唉
哈哈哈，想起有一期和一个大哥比比谁口袋钱多真没比过
龟龟...18年我在成都是谭sir三倍...
一个月5000
有点少 我妈退休老师都高一些
马桶台（doge）
欲言又止，懂
难得
i了
突然想起谭警官怒斥豪车车主那一集 敬礼
谭sir是个纯粹的人
心酸，，，
心酸啊
哈哈，耙耳朵
要圆滑也不至于不升职吧
心酸与，无奈吧
B站应该有收入吧，不然太过分了
国家应该给个表彰！
最近经常看见谭警官吃鸡
光有用吗？ 笑死 全是虚的东西没一点屁用
可以谭警官de节目没有等到这个网络时代，不然可以发展更好
当浑浊成为一种常态，清白就是一种罪过。
谭sir升警监了吗
袁华？？？雪花飘飘，北风萧萧
最牛综艺没了
普通公务员啊
谭宝好帅
做了30年才5000到不了 太累了
哇
迷惑型
哈哈哈哈
都暗示成这样了
天啊。。。
暗示？
这
热乎
昔人已乘警车去，此地空余二仙桥
胡吃海塞咋不花钱出去一顿晚上能吃二三百，你算算一个月是不是大几千没了
直播打游戏
哈哈哈哈哈
都知道
视频作证hhhhh
到二仙桥
耙耳朵
为什么有些人这么在意一位中年男人的收入，很不礼貌
警察是公务员 一个县里面普通的到手都是8000+
老实人
注意审题啊朋友们 是说他创造的产值过亿 不是说他会收入过亿...
好低呀 昆明到手1.0+
看完破云发现警内部也不是很干净那种。。不说了。。
细品你细品
到二仙桥
致敬！
金田一的哈哈哈打排球了
肯定得罪人了，之前那么多豪车
景光，你的头发又退后了一步
悲哀
体制内就这样
致敬
其实谭乔是换职位了，现在是卧底。
挣钱的是电视台
公积金呢
都交给老婆
怪不得现在还不能说，现在说有人会搞他
这也太惨了
主持人哈哈哈
四川特色
我感觉停播最真实的是这节目播放量不高了本身老节目热度就不如新颖节目加上一直一尘不变没创新所以淘汰了吧
@四川观察
绿藤市
致敬
体制内铁饭碗，但是真的工资不高
还是湖南卫视明白，拉过去做个节目
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
排名
个人原因也是被迫的！他会说其他原因吗？
谭警官没有错，但交警有交警们规章制度，自媒体执法让警察的威严有损也容易误事
哎
多一点人能看到
大家点个赞多给谭警官一点鼓励吧
讲道理 如果是去 湖南卫视做节目。。确实可以过亿的效果
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
一键三连顶上去一周
3-9
感谢sir带给我们许多欢乐
警   魂
反而解脱了
还好没上马桶台
名声太高了怕是要盖过某些人
播出来谭sir不会出事吧
致敬
说“就该去湖南卫视”的？你没有脑壳么？去那里融入饭圈么？
眼眶红了
受害者警官
景观这么说是和他周围人比较，不是和全中国人比
绿藤市就不错
老爷们心善
我看成本期受害者
就是上面不让了呗
哎...难受
树大招风，功成身退吧
敬佩
警官好salute！
lcc？
实在人，跟那些混官就不是一路人，
巴顿说过，一个将军最好的归宿，就是死在最后一场战争中的最后一颗子弹...
说一下，他老婆是90后………
现在才4700啊。。?
警察工资没这么低
结果成都交警根本没把您当回事，真是可惜
你好
挖槽
能以退出警察职业为代价，可以想象里面的复杂了
向您学习
清官
这种清官快绝种了
6亿人不到1000
工资只是掩护
西安那个zy都管不住的黑地方，你让人家人生地不熟的过去？搞笑呢
但是别人不信，他们想要一些东西觉得你也想要，
本期受害者（doge）
就怕问谭警官走哪条道， 不说成华大道
毕竟是个交警，说三四千的，怎么想的？
短袖是s45的
哇这种男人好安全！
我们不入流小县城刚入职民警工资也比这高啊 
同款手机壳  我是白的
致敬
警光好
谜语人
谭sir和我好像啊
没收到贿赂不满意了，别人都有
谭sir这身好看！帅的！
至少4700买不了霸道
现实不容易
可惜老百姓的意见没有用
唉。我和谭警官收入差不多啊，现在是钱跟名声跟良心分开的，很难兼得
拍的要多假有多假
不用交税吧
谭sir这头发可以穿越回大清了
我看着心里都难受
真的没有必要，上节目多普法，既有教育意义，又能解决自己温饱，只要能保持初心就好
幸亏没上湖南卫视的贼船
哪都一样  
最大的毒瘤，一群辣鸡
反应真实的现实，老百姓看的懂又很有趣
你才是富有之人，因为有爱，大家也会爱你
这音乐配的，哈哈哈哈哈哈
扳手指不是那个年代标配吗 我爸数落我也这样 数学老师讲话也这样
好人就该被抢指着
谭警官现在一个月才四千多，大家想办法一起帮帮谭警官2021-9-8
湖南卫视资本嘴脸很突出嘛
有点难受了
正人君子
成都公务员这么低吗
姥爷们心善，看不得这些
人民的警察
挺秃然的
湖南卫视就是一个厕所
川岛警光
体制内越正直过得越差本身就说明了太多问题
5000起征个人所得税
哈哈突然透着快活的气息
你看谭警官采访 没有童心的人做不出来 
惨 昔日英雄中逃不过母老虎
ＤＤＤＤ
不怕艰难，怕不过人心
正道的光 走成华大道
《东方眼》
劳动最光荣
可是扶南百姓脾气爆，没四川百姓搞笑，都和你打起来了，也火不起来呀
成都交警工资低，编制内，4000-6000（今年上调的），按级别和工龄，辅警3000-4000
年终奖是大头，只看工资没意义，懂得都懂
懂得都懂
因为还没退休，不能说
不信没毛病，坏人太多
？？？？不会吧
谭谈交通不是个个人节目吧
这么穷的名人
谭sir 加油 
成都爱你（本地人比心）
哈哈哈嗝 结尾词改变
8月份就是停播那段吧
直奔主题
不大手大脚真实 毕竟有钱人都会
其实我没想那么多的谭警官
真实
官场
我要去二仙桥怎么去啊
敌人并不一定在外部啊
公务员谈的是年薪，不是月薪
4700。。。。  部队下士都5000+了
袁华
谭sir，怎么和席鑫长得一样
我挣得还没谭警官多。。。但是我有车有房没贷款气人不，哈哈哈
最好的谭婶儿，最好的时光。
退休了
成都的最低工资是多少有人知道么？一千四百多是不是低于最低工资标准了？可以仲裁去了吧
跟我一样
去二仙桥
为人民服务哈哈哈哈哈哈
一个有棱角的谭警官
最大的消费就是买了块手表
但凡你圆滑也可连升20级
为人民服务是骗美国的，兄弟们
谭警官你好！祝您身体健康！事事顺心！忘却烦扰，既然退休了就不要再有那么强的社会责任感了，独善其身就OK了，不必有执念平安常乐！
警官好！！！
哈哈哈哈
升华了，这样再好不过
唉，谭警官
欢迎来保定
退休工资？
还有30%的补充公积金呢
他那说废话求节目效果的风格，诶
王太利!？
致敬
哎
啊？？
那谁知道！哈哈精髓了
哎
本期受害者
他想做一个真实的人，体制想叫他做一条g
讲个笑话，湖南卫视
谭桥想过平静的生活
马桶台配不配
哈哈哈换个城市，怕被打击报复嘛
你信的人他不信啊
谭sir又来洗脑壳了
比西安好
补缴五险一金，扣完有剩就不错了
已经说得很透彻了。
走成华大道
川岛警官
划重点：我这三十来年一直只拿国家发的工资，我最穷了。只拿国家工资所以最穷，言外之意，同事都比他富有，那他们怎么富的呢，懂得都懂
没错
你死都不停录，却活着不能说原因。
西安更黑
我告诉大家，成都百分之70的人都是这个收入，成都是个待遇远跟不上发展的城市
谭乔yyds
四千七太低
看到这还不三连的，你们还在等什么？
人们更愿看到一片和谐的“哥谭市”
公正执法触动了某些人的权威
谭警光好
我超喜欢谭谈交通这个节目的！
4700？
还记得查到那些豪车的人吗？当真别人不报复？
看到这里还不投币的，你还在等什么？
头发多了
心酸
警官好
你细品
成都交警的骄傲
心疼
前边弹幕3-4000怎么想的，这不就四千多吗，如果不受待见很正常
电视台的话不能信。。
川岛芳子
公务员的工资和奖金是分两张卡发的，奖金不用交税，懂得都懂
谭警官好变态哟（doge
左
致敬
谭sir早上好！
看成了本期受害者噗
老阴阳人了哈哈哈
谭sir！
大哥在一个一线城市，4700很多吗？ 
警官好
致敬
不要乱说，不懂就学税法，这个工资就是很低，远远没有交税的资格。
看成了受害者，哈哈，没救了
尽管不喜欢马桶，但确实这样
全是电子眼，素材不好找了
这个节目反映了人间疾苦和月入2000人群的样子
气球锅得嘛
和新闻联播不协调
感觉我们这边贪污很严重，体制内收入是谭警官4倍了
谭警官好
哥谭那个，很对味。
“没用”，这就注定我们发展不了
致敬
人民的声音得不到重视
成华大道见
甚至我觉得不止
没有算B站发的工资吗
支持谭警官
点了一下
天呐 成都这个安逸地方谭警官都不想待了…这是得多大压力
警官好
天天祖传五百块，哪有钱
哈哈哈哈
开始施法
警察生活尚且如此，普通人更不用说了。（警官好）
交警不应该4700吧
好样的  
谭sir，yyds
为啥声音这么小啊？
民苦不让宣传 哎
破圈兄弟 谭sir
真有点低啊
警队里小人太多
致敬
还没我的员工工资高，哎，体制内啊
还没我给员工开工资高，无奈啊，早就应该出来闯闯
同款手机壳！
我过得很幸福
花钱替别人交罚款了
有
警光好
兄弟们三连给sir扎起
我还以为谭警官转行直播王者荣耀去了
怎么多年了，才那么点吗
什么黑暗面？现实罢了
又来洗脑壳了
伟大的谭警官！
戏说不是胡说
谭警官植发效果还可以
本期受害者：谭乔
还不烫头
别猜了都，三连支持下谭警官
警光好！
金田一：我报警了！
都要换城市了……伤了
这都能动别人的利益？？？？
还不如一些本科应届生 心酸
转战湖南台吗？！同岗位调配 湖南交通局直接向成都局要人…
太直了也不太好…
谭sir被人搞了？
我来了，谭哥
你是川岛警官
懂得都懂！
去二仙桥
欲言又止
警瓜好
警官好
中国好交警，警察叔叔辛苦了
警光好
谭警官没在体制里吗？为啥这么低的工资
长官，你就放过我们一家人吧
突然逗笑了属于是 2333
一年二十个还是有的
马桶台真是只看钱
说话请注意
影响力太大了
院子好巴适
啊这
为什么好人永远过不好
人间正道是沧桑
可能还有一点点b站收益
谭警官退休了
谭警官是最后提前退休的，唉
现在你有b站收入了，你们还愣着干嘛三连啊！！
致敬
公子，还有其他
成都像这种工资真的低，换这种外省都得七八千
好家伙谁知道我的天
谭sir现在的流量如果变现，身价上亿是有的
BGM突变
谭警官小心啊，唉
很明显被打压了
还有很多别的形势下发的……没说就是了
加年终可能一年15个左右
梦幻联动
这个地方有问题
就这人气穿个白衣服不在话下
s45好家伙
什么时候能翻身做主人
来B站嘛
你说的是高新吧，我在成华4000
这个城市。。
湖南卫视好无耻
问题就在这啊，你太干净了，就不能同流合污了..
确实  交警懂得都懂
本期受害者
这句“不要笑话我，太真实了”
实话，没用
估计是上面LD在作祟
警光好
不好意思，看成本期受害者了
本群受害者（doge）
谭警官不是离婚了吗
不搞那种颜色的收入
hhhhhhhhhhhhhhh
你们只会说可爱吗？这只是敷衍，应该说职业素质高…
本来想谭sir说不在成都待了我很伤感，结果弹幕来了句去哥谭市…对不起我蚌埠住
成华大道
社会很单纯。复杂的是人心
景光好
所以，你敢说，为什么停播了？？
心酸
到手4700
警官好
想看
双厨狂喜
警光好
泪目。
哥谭出版社
我天 ……
泪目
警察十几二十万一年
看来是有有黑暗
光明之中的。黑暗么
我已经开始笑了233
假如真的在湖南或许不像现在
b站是最近才好起来的
真的好少啊
于谦名场面：真TM好
谭警官还是比较实在的
本期受害者。
这暗示的很明显了
应该是得罪人了
哥谭市
前面哥谭市的站住，你是要笑死我吗哈哈哈
川岛芳子你好！
哈哈哈哈
怕影响成都网红城市的人设
我信
本期受害者
要知道这是工作三十年的收入
顿时想起我发小的爸爸，三十几年的老交警，临退休才买了台二手别克君威
二仙桥上有人打架
清者自清
摄像头
他指的是在他的影响力的前提下没有比他更穷的了，虽然说的有点绝对，但是算是很穷的了
他不用说人们都懂
秃了
可怜啊啊啊
体制内真实的收入
体制内向上的压力
哎 没我多……不合理啊！
当然是风清气正安居乐业的绿藤市
老子但凡圆滑点谄媚点，早就官袍加身了
干干净净 清清白白
得罪人了 
致敬
贴脸了，赖皮，狼人没法玩了
"谭sir,我们永远支持你"
那谁知道
是不用上班了吗，还是退休了
看开点，谭警官，但求问心无愧！
不能说 成龙？
加油
黎明好帅
成都电视台本来就是扶不上墙的烂泥
谭警官永远支持你
梦幻联动
真实，有用吗？
哭了，真的
真的少！！！
我朋友是交警，交警工资普遍都不高也挺辛苦
那点
三年清知府，十万雪花银，清官儿就是清官
谭sir
警官好，到二仙桥
这不相当于说了吗
致敬
中国有太多的警察，我希望还有更多谭警官这种人民警察
老二次元
致敬
说的很直白了，就看你们会不会听
保护！！
谭sir好
看到了吗，好人没好报的
主要花销用于爆改捷达
川岛芳子
你看，谭警官好变态啊。
只要谭哥想过亿，我是信的，
书名就叫《二仙桥传奇》
谭sir，顶!
BGM开始搞事情了
刚好在交稅下限吧，太狠了
哈哈哈哈哈哈品味
你是一  名老娇警~~~
得罪的太多有后台的人了
是的，老百姓没用的
心疼
马桶台闻着味来了
敬礼！你是个善良的人！
成都公务员工资大头在5奖 不在日常工资doge
我i也一样
一般都说的是到手工资，所以肯定不包括公积金社保
绿藤市
鸡肋
都写书了？不是是书上写的
公务员挣得是公积金呀
我妈在工厂比这多
感人至深
湖南卫视不愧是毁灭者，入股必糊别去
看成受害者
老年张大仙
公务员的工资收入确实低 但是奖金绩效还是有一些的
《算了嘛谭警官》
去二仙桥
。。。。
中国哥谭
心疼
话里有话
绿藤市
确实，我还是愿意相信
你说不能说，那我就懂了
下面有请督察组骆山河 专案组何勇 上线
实话
警光好
能拉一点点就
不看湖南卫视的湖南人路过
谭sir老了
那谁知道=谁都不知道=谁都知道
必须诱惑型
你是人间的光
致敬
确实，希望我也可以攒个首付
《细细品味》
这个画面和嫌疑人似的
到二仙桥
哎，我还，还学不来～
普通打工人
谭警光好
这工资收入在五线城市开销还刚好差不多 但是在成都这样的城市房租都搞不了
好家伙无视群众意见
不要去！
谭sir现在还没退休吗
警光好
网络就喜欢造神
警光好！
当年人气热度过高威胁到某些人的利益或某些人的晋升吧
谢谢你，谭警官
在暗示什么
B站的收入怕是都被局里拿了
瑞思拜
这么低吗
排面!
哈哈哈哈，四川耙耳朵
人民永远记得你
9000＋
还好有B站
谭sir收入还没我高，难受了
对的，确实是
群众的力量，可有可无
我要是袁华，我早就是海王了[doge]
致敬
成都警察收入不会只有这么点，谭sir应该是被扣了
应该是触碰到某人的利益了，劝谭警官不要拍了
直播最近的，没什么人看
9000+
警光好
走成华大道
去二仙桥
我要是袁华我早就是海王了
真实！
我们相信，我们爱您。
为什么扣钱
争什么，捞钱重要
心有理想就得会“同流合污”
警光好
不交出点把柄怎么能上位
身在成都，这些事情让我觉得可耻。
暗示其他官
一月才几百块，你玩什么命啊
我要是圆滑能成今天吗
公务员是待遇好 退休了也能拿没退时这么多
如果谭警官是那样的人，就不会深受大家喜欢了吧
为什么要笑话
传导警官
自媒体收入应该不错！
大丈夫，顶天立地
跨省抓捕
布能拉多
谭警官，你是我们这辈的榜样！
确实。
哈哈哈
真正加班工作的都没有休假拿的钱多[doge]
世界太黑了，黑到不允许有光的人发热
绿藤
那点
官方通报是“2018年初，民警谭乔因个人原因，向组织提出不再参加《谭谈交通》节目主持拍摄的意愿。经组织多次与其谈话沟通，并通过其家人进行思想交流，民警谭乔均坚持个人意见。”。实际上却是组织让停的，却
耙耳朵
明天不见可还行
今天圆润了
被搞了
保护谭警官
诱惑型
谭sir注意隐私  没必要公开
社保基数调整补缴吧可能
川岛警官好
谭sir现在出来做什么都可以赚大钱
感觉局座可能也是差不多的原因
海瑞精神
芒果台就是大笨蛋
天哪
真实，没用
一一表示很赞
为什bgm开始欢快
说明上边的，唉。。。
不抽烟~牙齿这么黑~那能不抽烟~
这就是正道的光啊
警光好
左声道太大声了吧
仙桥城
哎真心喜欢川岛芳子
本期受害者
想你哦谭sir
生活中又用多少个谭sir。在谭sir眼中我看到了我自己
谭哥市笑死
看底下的评论真的是气坏了身体
不沾堵有啥存不上的
那500捐了n次了，泪目
三婚小老婆，羡慕
别去
对啊，湖南台有的主持人业务能力连谭sir一根手指头都不如
不喝酒可能在单位融入不恰吧
致敬
懂的
该去
硬币要离我远去了
陆地巡洋舰！
都一样，老实人被欺负
好惨
前提是老婆也不爱花钱。不然交给老婆分分钟给你败光。
致敬
9000多人，好耶
川岛警官好
弹幕全是未就业的吧
9000+在看
这么低
谭晶警官可太实诚了，也很可爱
致敬
川岛芳子
收入落差这么大吗
9000+
谭sir
君子坦荡荡
你太小瞧厅级的难度了
警官好
没错无奖励，踏错进监狱
币保不住了
那就是某些人的利益问题了
圆滑点，就没何炅什么事啦
谜语人
川岛警官
来浙江！
二仙桥
川岛警官好！
他做谭谈交通的收入都是单位的，他只是领工资
警光好
当时湖南卫视要把谭警官弄过来这事搞的声势浩大的
开始你的表演 dna触发
致敬
真真正正、普普通通的交通警察
致敬
封面马东锡
23333
湖南卫视搞流量这一块是真牛，但是没啥看的意义
记得给老谭投币老谭老谭！！
致敬
绿藤市
确实毕竟大流量的节目
袁华？
不会吧，谭sir警督才4700
致敬
公积金，医疗保险，我亲戚公务员也是很低的
警官好
连按揭房都没有
致敬！
hhhhhh
太干净了
农民工收入水平
没有用
也是当年写信一员...但还是莫名其妙没有了这个节目
心疼
就是得罪人了
衣服是成都本土的牌子S45
录音太差了
为啥豆瓣有人说谭警官有跑车了
看了你的节目，笑容都多了
respect
致敬
南京就算了吧 南京奇葩事情还不够多吗还想忽悠谭sir来养老
致敬
明白了 不可抗拒的力量
泪目
主要是你的体格体态太不像一个警官 还有随便念人家在看的书给电视观众取笑也显得破坏人家隐私权
必须投币
黑幕
魔幻现实主义的终结
川岛警官好
成都一套房不便宜了
戈登心里咯噔了一下
太真实了，不管怎么说，真的希望能多看点底层人民的生活画面
谭宝 加油
人大都管不了？对手什么路数
上面的意思懂了吧
看看某地力捧的丁真，那个东西现在名利双收，而谭警官呢？​
景观好
致敬
湖南卫视那些人全是明星
锣鼓喧天鞭炮齐鸣，红旗招展人山人海。
享有盛名
应该是6000扣掉五险一金到手4997，我上个月也是，公积金基数涨了
我江西小地市小基层公务3700
致敬了
走成华大道
感觉大概猜到了
过时了
哎！希望谭sir早日回归。
谭se做的贡献不小
不能跟你细说，只能说懂得都懂
wyd我知道你也在看
阻碍我去二仙桥
本期受害者 谭乔
就这个流量只多不少
警光好！
细品
《那点》
会不会被人灭……
不够圆滑太正直的人真的发不了大财，无情社会
要求公布财产！！！
您是真正的全国极少的人民警察！
respect
有用吗？
景观好！
警光
好日子在后头呢
人至察则无徒
？？怎么那么少 
扣了是补缴公积金的
本期受害者
金田一  赌爷狂魔
骨头硬，就是跪不下去
来我们大湖南
？？？
↓本期受害者
突然开始快乐了
虽然某些装瞎看不见你的付出 但是人民看见了 记住了
扫黑风暴2
确实，该把辛苦的人提高待遇
警光好！
实在人
敬礼
你要是就去说相声就好了
所以呢 清官都很穷
刚好不用交税
状态回来了
你要是袁华你现在在船上叉鱼呢
警光好
得罪某人
反映出真实社会
盲猜和黑恶势力有关
谭的节目好睇
忍不住了，我就比你穷，没有房子，没有车子，全部身家就是自己和一万存款
来北京吧
人文气息的警官
走成华大道，到二仙桥
保护
然后出版不了
“上次我给了谭警光一个喜羊羊的气球他都不要”
所以你混那么惨
发表以后，大众：美国人支持的
《不能说》
人民记住了你，你的付出不是白费的
这个世界不愿对老实善良的人友好
没什么花销（老婆管的严）
3+9
谭警官一定可以迎来事业的第二春的
谭警官带给我们的欢乐和知识不是金钱能衡量的
笑死我了 言论zy 这四个字都不给发了 可悲啊
暗指，有些捞油水太过
四川上大分
泪目
我听说是去联合国当禁烟大使去了
1.6w朋友们好
不应该啊 付出跟回报不成正比
李连杰:你们敢不敢播
这句是实话
看的开
排节目的钱呢
耙耳朵
是不是影响到先进优秀城市评选了？
好湿
致敬
来上海！这里开明
抓到高明远了？
涨工资也是最近几年吧
嫂子狂喜
这个收入就比刚毕业的本科生多一点了。
我也不是这种人
致敬
好
养家四千七不够
因为这节目太真实的提现了社会实情，某个组织不需要真实
那样啊
呜呜呜
懂了懂了，就是被安排了呗
太不容易了！致敬
警官好
结束罪恶的一生
警官好
1.8w+
重庆之光谭sir
重庆
致敬
圆滑的话肯定已经高升了，可是或许对你来说会更痛苦吧
哈哈哈
哈哈哈哈哈哈哈哈哈
警光好
致敬
交警界的神话
走成华大道
！
人民好榜样！
川岛警官好
致敬
两万人同时在看了
致敬
敬礼
这世道，想当个好人就不可能活得好。
有谁跟我一样看成了本期受害者
4061
致敬
坚持自己的初心和选择
才4700啊
致敬
2个达不溜人
这消费和工资差距，简直是新一线中最高的，以后可不敢在那里生活啊
景观好
这可能就是停播的原因。太正直
向谭警官致敬！
致敬
从小看到大，节目突然就没了
比一比嘛，来比一比
真的实在
采访问题好憨啊，什么叫这两年的收入是什么
哈哈哈哈
警官好
我相信！
基层干警
三连的话谭sir能收到吗
他明明可以辞职搞直播带货，赚的不比体制内多？但他没有，单位真是不懂珍惜！
《不能以是以我们现在的城市》
成都各种扣完4700真的挺高了
受害者↓
热乎
副科级
我很讨厌圆滑世故的人，可偏偏这样才能混的好，简直无语
上面
致敬
两袖清风的人就可以这么坦诚
喜欢谭sir
川岛警官好
老爷们见不得穷人
网红城市
张大仙
谭sir要是圆滑 现在早就是市局长
谭：他们给的太少了
BGM突变
请收下我的膝盖
谭警官是不是受委屈了
三观很正
有用吗  没用
谭sir棒棒哒
出！我一定买，亲戚朋友我都给他们买一本
确实还算可以的
本期受害人
保护
当周围都是污秽，清流就是原罪！
警官好
那点 就不对了
暴露那么多交通违纪问题，你让上面的大老爷门面怎么过得去
马桶台根本没有底线
支持谭警官
人民好警察
这么黑暗？
生活艰难啊
2.1万+
《本期受害者》
成都工资不高的
高风亮节
保护
警官好
得罪人人了
学到了学到了
二仙之一
本期受害者
不是吧
太黑了
我相信你
这是成都吗？！
到二仙桥，走成华大道
我刘博城一生只爱刘雅芬
成华大道还有没得人
绿藤
辞职搞直播或做视频吧，还干个屁，功劳都是别人的，钱都是别人的
成都人民记得你
马革裹尸
我买！我买！
看着谭sir这么认真数 觉得他好好哦！
谭警官好
王太利
川岛芳子警官
本期受害者(bushi)
那谁知道哈哈哈哈哈哈哈
啊？？？？？
人民是这样的
川岛芳子警光好
警光好
蚌  埠  住  了
两只蝴蝶
2.2w！
拉布拉多
我秃了但我也变强了
致敬
致敬
警官好，我去二仙桥，走成华大道
致敬
有点不舒服
都火成那样了，工资才这点，太死板了
气球哥排面
警光好样的
说没错要圆滑一点 早就…
致敬
成华大道
致敬
上个月发多啦扣回来
致敬
你这不算穷……上班12小时没话说，警官好歹好有空可以做做这种事情
好的能说，坏的不给说
支持警官
有人要搞你那没有办法的
真正善良的人
这个系统干净的真是国之栋梁，要调升了
警光好
？？？？？？？？？？？
湖南卫视呵呵
支持谭sir
成都人民淳朴
致敬
哥谭市警局好同事夜翼
这还扣工资？
不交税么
大家一只记得她，他好真实
这也能水？
眼圈都红了，太心酸了。
谭警官你手上的表怎么不见了？
领道看不惯呗
致敬
谭宝好谭宝好谭宝好
唉
致敬
干了几十年付了个首付
有内幕阿
早就穿白色的警服了
《有用吗？》
忽然想起来有一集追司机摔得浑身伤
社保好几千 公积金加房补7 8000
被坑了
流量明星学学吧
不能拉多，只能拉一点点
警官好
