这是什么动画（手动狗头）
总会有地上的生灵，敢于直面雷霆的威光！
BGM对味了
雷神硬抗叶天帝一刀
叶天帝nb！！！
笑话，那可是叶天帝
再来亿遍
吃虎鱼刀巅峰时刻！！！
终是他自己让友人的神之眼重新亮起
凡人之躯堪比神明
总会有地面上的生灵，敢于直面雷霆的威光
切，当我什么人啊，直接三连
这段真的帅
好家伙还好我看之前看了一集博人传
泪目
可叹，落叶飘零
再次闪烁的神之眼，象征着友人，那真挚的炽热的愿望
我已经失去了他，绝不可能在失去你了
鸡皮疙瘩 
我要这币有何用
天帝！
Made in Liyue
可叹 落叶飘零
一刀超人
你以为叶天帝是白叫的
总会有地上的生灵，敢于直面雷霆的威光。​
再来一遍
总有地上的生灵，敢于直面雷霆的威光
叶天帝
真让人头大
爱恨此消彼长，停步回望，我陪你同往
总会有地上的生灵，敢于直面雷霆的威光
不讲武德！
现在知道该用什么武器了吧？
剪得真好啊
没有人能剥夺任何人的愿望，即便是神 也不行。
触发剧情之前只有一把刀
这一刀人偶的一刀罢了
好友这句话绝了
讲道理友人应该很强
友人呜呜呜呜呜
这段确实挺震撼的
下次一定下次一定
雷神好厉害，竟然接住了叶天帝的一刀
雷神好厉害，竟然接住了叶天帝的一刀
总会有地上的生灵，敢于直面雷霆的威光！
叶天帝复刻必抽满命
敢杀我的荧！
这里破防了呜呜呜
居然是这首歌
这句话真的帅
我说孜然
这一段真的泪目
这才是主角!!!!!!
说不是无想一刀的看到后面的环没有
这剪辑牛啊
这个甩袖太帅了
不愧姓叶的，姓叶的都np
这就是吃虎鱼刀
他朋友是亚索吗？
过到这真被震撼了
光剑
叶宝，友人，5555
那年风吹过海棠 你的目光
叶 天 帝
热切能与天光相当 轻唤我回神一望
眼前少年 携段春光
未曾想 人世变幻有多无常
那年有漫天飞霜 你的手掌
赠我心头一片温烫 降临第一场春光
前世今生 如何能忘
未曾想 这情一字多么长
后来蚀骨香 悄开放 从此天各一方
渐行渐远渐一半 心事隐秘成过往
一枕黄粱梦太长 仰看此月光
当往事浮现 恍然如梦几场
爱恨此消彼长 停步回望 我陪你同往
念想从未消亡 踏断红尘不肯相忘
飞上九天落千丈 为你闯一趟
若你独留远方 谁来与我相望
真哭了看到那里
即便是神
现在过去那个神之眼就放在哪里，猫也在
振袖秋风问红叶，晚夜微雨问海棠
叶天帝帅炸！！！
振袖秋风问红叶，晚夜微雨问海棠​
雷神竟然抗住了叶天帝的一刀，抽了抽了
当时这里泪目了，不愧是我喜欢的男人
如果雷神是黑长直就好了……（碎碎念）
挚友：DNA动了
那么大的个雷神居然偷袭我爷
有内味了
哭了呜呜呜呜呜呜呜呜呜呜
不愧是爷的兄弟
ohhhhhhh
叶宝呜呜呜我的叶宝！！！
那一刀，未必不可企及
好友：孜然？绝交吧
雷神直面叶天帝一刀，无念无想恐怖如斯
总会有地上的生灵，敢于直面雷霆的威光
神之眼「雷」体验卡时间已结束
总会有地上的生灵，敢于直面雷霆的威光。​
剪的是真的好
爱恨此消彼长 ，停步回望，我陪你同往 
恭喜发现宝藏
杀疯了
再来一遍
再来一遍
这是冷血的人偶，不是影
帅爆了
总会有天上的神灵，敢于面对天帝的威光
双生武魂
叶天帝牛逼
再来亿遍
所以叫叶天帝没毛病
总会有地上的生灵，敢于直面雷霆的威光
总有地上的生灵，敢于直面雷霆的微光
可叹，落叶飘零！
爱恨此消彼长 停步回望 我陪你同往
纯路人，这是番嘛（doge）
未曾想 人世变幻有多无常
太帅了
老子吃虎鱼刀跟你开玩笑?
双厨狂喜
小白猫！友人养的小白猫QAQ
某雷神接下叶天帝一刀而不败
免疫
泪目…
第十遍！
这一句堂堂正正突然想要落泪了……
这里挚友声音响起直接砸在心上了
没有人能剥夺任何人的愿望，即便是神，也不行。
我陪你同往
即便已逝，执念依然存于世上
国产吃虎鱼刀永远的神
再来一遍币给你我的叶宝
三连被夺走
振袖秋风问红叶
你这次，赶上了
芽衣老婆好萌
风雷之势
可叹，落叶飘零 
可叹，落叶飘零
made in liyue
他从来没有恨过雷神 我也没有
一个凡人也敢在eheng
双显卡交火
那么牛皮的雷神是辅助?
万叶塑造不只是日式浪人 感觉还有中式武侠的影子
啊这？！BGM！！！好评
总会有地上的生灵敢于直面雷霆的威光！
总会有地上的生灵，敢于直面雷霆的威光！
宝我的叶宝
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光！
震惊派蒙一整年
真的帅
Cycle joker
这段把我帅哭了
乳香的一刀
泪目
真的这里太帅了！叶天帝NB
恭喜你发现宝藏
总有地上的神灵，敢于直面叶宝的雁鸣
天知道我看了多少遍
难知如阴，动如雷震
这一次我（我们）接住了
巴尔神情有点错愕
钟离跟温迪也是地上的，你看他们2个敢不敢，还打回去
他挡的是雷电将军的一刀，不是影的一刀，差距很大的，还有真的一刀更强，地形估计就是真牺牲自己砍出来的
我看哭了，为什么
论辅助真实的战力
第n遍循环
卧槽 居然流泪了 我要这币何用？？？
振袖秋风问红叶……
这就是有人在高压电线下弹东风破的理由
又来一遍
吃虎鱼刀
再来亿遍
卧槽
可叹，落叶飘零
免疫 免疫 免疫 免疫
这接下的不是雷神的平a吗
总会有地上的生灵，敢于直面雷霆的威光
再来亿遍
总会有地上的生灵，敢于直面雷霆的威光
我直接三连
雷神竟然抗住了叶天帝一刀？
叶天帝！
总会有地上的生灵，敢于直面雷霆的威光!
总会有地上的生灵，敢于直面雷霆的威光
看一遍燃一遍，upNB
当往事浮现 恍然如梦几场
吃个鸡蛋就好了
Lamp Do Alangina！翠风速读击！
灾厄侵袭！永恒的恶，无限一突！
乱岚拨止！
双厨泪目
上热搜了
这一波啊，是元素扩散（doge）
为啥我用雷军的那一刀砍史莱姆都不掉血
手烧伤了
为反抗高歌！
双核00
叶天帝nb
♪那年风吹过海棠 你的目光
♪热切能与天光相当
♪轻唤我回神一望
♪眼前少年 携段春光 
♪未曾想 人世变换有多无常 
♪那年有漫天飞霜 你的手掌
♪赠我心头一片温烫 
♪降临第一场春光 
♪前世今生 如何能忘 
♪未曾想 这情一字多么长 
♪后来蚀骨香 悄开放
♪从此天各一方 
♪渐行渐远 渐一半 
♪心事隐秘成过往 
♪一枕黄粱梦太长 
♪仰看此月光 
♪当往事浮现 恍然如梦几场 
♪爱恨此消彼长 停步回望 
♪我陪你同往 
♪念想从未消亡 踏断红尘不肯相忘 
♪飞上九天落千丈 为你闯一趟 
♪若你独留远方
♪谁来与我相望
泪目
叶天帝太帅了
背景音乐是啥
吃虎鱼刀从此进入六星卡池
快复刻！我要再抽一命
热搜通知书！恭喜！
堂堂正正啊！
原宝！复刻！我要抽啊！！
这一刀不是雷神本人打的吧，雷神本人在结界内
开始吟唱
小巴不讲武德 来骗 来偷袭我一个 六十多岁的旅行者
到确实是天光了
第十次
可叹，落叶飘零
我要这币有何用
热搜第二，恭喜！
说好让我站着出去，真就刚出去就给我一刀
稻妻的序章由你开启，结尾也由你结束
吃虎鱼刀 Made in LiYue
后备隐藏能源启动！
风雷聚，天帝出
呜呜呜呜呜呜呜呜呜呜呜呜
双核驱动叶天帝
双核驱动叶天帝
振袖秋风问红叶
你的好友Joker已上线
你币有了
每天一遍
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
是堂堂正正啊！为了反抗不公命运者，从来都不是那些人调侃的笑话
总会有地上的生灵，敢于直面雷霆的威光
影的个人语音里说了雷系神之眼的下发她没有干涉
三连吧！你不会后悔的！
这一瞬间开大了，自带雷元素附魔
泪目
你币有了
双神眼！！！！！
这个BGM太完美了
叶天帝双神眼这很合理
风拓散雷元素
双核驱动
总会有地上的生灵，敢于直面雷霆的威光！
总会有地上的生灵，敢于直面雷霆的威光！
总会有地上的生灵，敢于直面雷霆的威光！
再来一遍
你三连稳了。
双核驱动
热搜可还行
那一刀，未必无法企及
叶宝呜呜呜呜
草tm雷神不讲武德，刚出门就要杀爷，比女士还狠
泪目了
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光!
再来一遍
这袖子甩的好帅
每日一遍
这把刀见过，我说怎么不让我拔，原来我不配
“偷袭！”
友人的神之眼也共鸣了
哭了
可能是因为愿望和友人一致什么的，不过肯定不止这么简单，肯定有很多原因，好耶！
不愧是叶天帝！！！
挚友：既然我接不住那一刀，那就与你共同接住这一刀
joke
看哭了
总有地上的生灵，敢于直面雷霆的微光
泪目，你三连有了
风御九重天，雷霆扫八荒！
风御九重天，雷霆扫八荒！
风御九重天，雷霆扫八荒！
五秒雷元素体验卡
第七次了
叶天帝nb！
真：无想的一刀
亿遍不停
万叶与挚友的愿望
原神真好玩
灾厄侵袭
我替你来接下那一刀，改变现在
此刀！伴雷而来，随风而去！
泪目~~~
振袖秋风问红叶
bgm：晚风微雨问海棠
蕾姆了家人们！！！！！
类目
叶宝威武
总会有地上的生灵，敢于直面雷霆的威光
叶天帝!
bgm：晚夜微雨问海棠
呜呜呜
辅助之战
我要，向你发起御前决斗！
总会有地上的生灵，敢于直面雷霆的威光
好振fg
好振fg
好振fg
没有真正的最强，只有更强的存在
总会有地上的生灵，敢于直面雷霆的威光
恭喜你发现宝藏
吃虎鱼刀
哭了
好帅啊
总有地上的生灵，敢于直面雷霆的威光
那一刀，未必无法企及
啊啊啊啊啊啊啊啊啊！md 梦幻联动
卧槽
总会有地上的生灵，敢于mm直面雷霆的威光
雷神挡得住叶天帝？
挚友的愿望
我零点看的时候是热搜第二，中午是第三，下午直接第一
热搜第一了
总会有地上的生灵，敢于直面雷霆的威光！！！
总会有地上的生灵，敢于直面雷霆的威光
去文件夹吃灰吧你！
热搜第一祝贺！
叶之型
尽管身体消失了，但神之眼会永远流传下去
总会有地上的生命敢于直面雷霆的威光
热评第一了
原神永远的神
往返自然！
这币你应得
厉害了
1419的人们你们好！
爱死叶宝了
留这币何用
挚友：事了拂衣去，伸长功与名
牛壁
振袖秋风问红叶
总有地面上的生灵，敢于直面雷霆的威光
欢迎回来
傀儡的震惊
恭喜热搜
活着走出去，出去就没了
热搜第一贺电
热搜第一，不愧是你叶天帝
热搜第一了 恭喜
笑死，你把天理拉过来搞我也就是一个煎蛋的事
吃虎鱼刀：合着雷神连我都劈不断？
总会有地上的生灵，敢于直面雷霆的威光
传下去，雷神硬抗叶天帝一波
真的泪目了
追求永恒的和平，安定，是每一个人的追求，不应因痛苦或无能就逃避进自我的世界中，得过且过，或是意图伤害别人来过得美好。这样的人没有存在的必要。
吃虎鱼刀，璃月制造
叶天帝反杀雷神
雷神拼死接了叶天帝一刀
免疫免疫免疫免疫
叶天帝救我
热搜第一了
风系都怎么让人泪目么？
总会有地上的生灵，敢于直面雷霆的威光
做完主线之后这边是真的放了神之眼的
老婆
风系男生都好苏啊救命
总有地上的生灵敢于直面雷电的威光
我有一把5精鱼刀太好了doge
雷姆了xdm
恭喜你，发现宝藏
振袖秋风问红叶
振袖秋风问红叶
振袖秋风问红叶
总会有地上的生灵，敢于直面雷霆的威光！
已经泪目了兄弟萌
他挡住了这一刀
第一了 nb
总会有地上的生灵，敢于直面雷霆的威光
过完2.1的我表示，这2.1是一秒也待不下去了！！米哈游快点更新，我要去须臾，我要看草神
可叹!落叶凋零
好耶
振刀
总有天上的神灵，敢于直面叶天帝的一刀。
云隐，燕鸣！
Bgm好评
传下去，雷神挡住了叶天帝一刀
再来亿遍
叶天帝太帅了
挡下雷神这一刀的其实是他的友人吧
雷史莱姆也可以
开头见
振袖秋风问红叶，晚夜微雨问海棠
总会有地上的生灵，敢于直面雷霆的威光！
当时燃的浑身鸡皮疙瘩
总会有地上的生灵，敢于直面雷霆的威光
喜提热搜第一
呜呜呜，我的叶宝
振袖秋风问红叶
晚夜微雨问海棠啊啊啊啊啊啊啊啊
总有地上的生灵，敢于直面雷霆的微光。
很好看
呜呜呜友人站在他的身边！
泪目
泪目，你三连有了
看一遍燃一遍
真正的风神：能自己触发扩散。虚假风神：整天摸鱼
热搜第一
雷史莱姆：就这?
挚友的愿望，完成了，晚安
总会有地上的生灵，敢于直面雷霆的威光
原神要是做个电影系列，绝对大卖
总有地上的神明，敢于直面天帝的一刀
空降00：00
这一刻，他就是叶天帝！
总会有无知的神明，敢于面对天帝的一刀
总会有无知的神明，敢于面对天帝的一刀
天之道，损有余而补不足
我看了10遍了
恭喜叶天帝登上热搜榜一
雷史莱姆嗤之以鼻
yde
深埋不改凌云志，一聚风雷（风云）便是皇！
以雷霆击碎黑暗
bgm点赞，原神剧情三连，加在一起完美
总有地上的生灵，敢于直面雷霆的微光
挚友：那一刀，未必无法企及
这不比博燃
我不想看歌词，我想看台词，底端弹幕在干什么？
后悔没抽天帝了
总会有地上的生灵，敢于直面雷霆的威光
总有地上的生灵，敢于直面雷霆的威光
二哈呜呜呜呜
总有地上的生灵，敢于直面雷霆的微光。
榜一了
已热了一天了
总会有地上的生灵，敢于直面雷霆的威光
热搜第一
这觉悟多高啊，女士就显得可笑了
总有地上的生灵，敢于直面雷霆的威光
可叹落叶飘零！
  叶天帝
再来n遍
吃鱼虎刀，璃月制造就是好。了解一下
总会有地上的生灵，敢于直面雷霆的威光
宇
可叹，落叶飘零
快三连！傻孩子还愣着干嘛！
传下去，叶天帝单杀天理
我为天帝，将镇世间一切敌！
挚友的怀里的小猫咪就是死后一直在他剑旁边的吧
总有地上的生灵敢于直面无想的一刀
所以到底谁是主角
没有任何人有资格剥夺他人的愿望，即便是神也不行
总会有地上的生灵，敢于直面那雷霆的威光
卧槽冲你这个BGM三连有了，双厨狂喜
白猫在墓地还能看到
振袖秋风问红叶
振袖秋风问红叶
这刀没暴击
可叹，落叶飘零！
呜呜呜呜这就是男主吧呜呜呜呜
总会有地上的生灵敢于直面雷霆的威光
雷电将军用剑的时候就是无想一刀
一刀不行那就两刀呗
那一刀，未必无法企及
可他说，“那一刀，未必无法企及”
总有地上的生灵，敢于直面雷霆的威光
总有地上的生灵，敢于直面雷霆的威光
总有地上的生灵，敢于直面雷霆的威光
欢迎回来
文案写的就是无想的一刀
神之眼听到了主人的愿望了，显灵了
看，是彩虹要出金了
made in 璃月
总有地上的生灵，敢于直面雷霆的微光。
总会有天上的生灵，敢于直面吃虎的一刀（doge）
总会有地上的生灵，敢于直面雷霆的威光
现任风神现状
风加雷，扩散，雷神，雷免疫
总会有地上的生灵，敢于直面雷霆的威光！
一路看它飙到热榜第四
感谢红字歌词君
我也就看了亿遍
这bgm杀疯了！
这就是叶天帝
杀疯了杀疯了，太流弊了
总有神，敢于直面，叶天帝的畏光
好鱼刀，璃月造
不能让他那炽烈的愿望，被砌进冰冷的神像之中
二刷，是真的燃
总会有地上的生灵，敢于直面雷霆的威光
耶
友人!
雷史莱姆嗤之以鼻
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
总会有除雷史莱姆以外的生灵敢于面对雷电将军的一刀
没有任何人可以剥夺他人的愿望，即使是神也不行
没有任何人可以剥夺他人的愿望，即使是神也不可以!
再来亿遍
每日一遍
总有地上的生灵，敢于直面雷霆的威光
叶天帝
将军的惊讶
那一刀，未必无法企及！
什么免费的赞，都三连走起！
雷史莱姆：正是在下
总有地上的生灵敢直面雷霆的威光
传下去，雷神被叶天帝砍了
总会有地上的生灵，敢于直面雷霆的威光
再来亿遍
总有地上的神灵，敢于直视天帝的威光
我为天帝，当镇世间一切敌
每天一遍，学校再见
太帅了太帅了
太帅了救命啊啊啊
第三遍！！！
呜呜呜叶宝
吃虎鱼刀の不屑
那一刀，未必无法企及
每天一遍，坚定信念
总会有地上的生灵，敢于直面雷霆的微光
亚索
回忆杀？
总会有地上的生灵，敢于直面雷霆的威光
雷神挡住叶天帝一刀
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
不知道看了多少遍
御前决斗就是输了的死
离月的刀就是强
再来一遍
总会有地上的生灵，敢于直面雷霆的威光
比博燃
总有天上的神明，敢于直面叶天帝的一刀
雷神这个表情有点蠢萌。。。
不愧是叶天帝（滑稽）
传下去，雷神抗下叶天帝一剑
总会有地上的生灵，敢于直面雷霆的威光
总有尘世的神魔，敢于面对天帝的威光
总有天上的神明敢于直面天帝的一刀
可叹，落叶飘零
可叹落叶飘零 
雷神 你不讲武德？？偷袭？？
这就是叶天帝吗 居然挡住了
雷神之眼
这里真的太帅了
歌词好评
所以旅行者见了四刀
叶天帝！！！
我的叶天帝太爱我了
我看了十遍了
碧波染
看四遍了，每次刷到都忍不住点进来
叶天帝在此，区区雷神何以勇气
剪的好啊
没有任何人拥有资格剥夺他们的愿望
快出友人啊 我要友人 ！！！
总有地上的生灵，敢于面对雷霆的威光
从北斗那学会了弹反
总会有地上的生灵敢于直面雷霆的威光!
总会有地上的生灵敢于直面雷霆的威光!
传下去，叶天帝扛住了不死天皇一刀
可叹  落叶飘零
还愿了
总会有地上的生灵，敢于直面雷霆的威光
原神能看过去的pv吗
可叹，落叶飘零
这bgm，我dna动了哈哈哈哈
每日一遍
抗住雷神一刀没断 因为我是 璃月 制造
早期雷神硬抗叶天帝一刀
猫之前在天守阁，现在在墓前
嘶~
麻了
我卡了
堂堂正正的！！
泪目！
猫猫
传下去，雷神接叶天帝一刀不死
空降00:00
awsl
总会有地上的生灵，敢于直面雷霆的威光
再来亿遍
他友人御前决斗应该是故意输的，他要面对神罚无想的一刀
made in Liyue
总会有地上的生灵，敢于直面雷霆的微光
天帝
凡尘一叶可遮天
雷神：把他抓回来，我要再砍一刀
泪目
求复刻叶天帝！！！我要给他满命！！！！！！！！！！！！
就一刀，雷神的一刀而已。没必要的。
欢迎回来
可叹，落叶飘飘
总会有地上的生灵，敢于面对雷霆的威光
总有地上的生灵，敢于直面雷霆的威光
那一刀，并非无法企及
可叹，落叶飘零！
总会有地上的生灵，敢于直面雷霆的威光
下面挡字幕有意思吗？
总会有地上的生灵，敢于直面雷霆的威光
叶天帝
吃虎鱼刀----璃月制造
总会有地上的生灵，敢于直面雷霆的威光
背负挚友之名，挡下神之一击
振袖秋风问红叶
这一刀未必不可企及
总有地上的生灵 敢于直面雷的畏光
我要这币有何用
亚索
友人涣散的神之眼还是需要你自己来唤醒啊！
总会有地上的生灵，敢于直面雷霆的威光！
总会有地上的生灵，敢于直面雷霆的威光
总会地上的生灵，敢于直面雷霆的威光！
太帅了
他做到了，那一刀未必无法企及
总会有地上的生灵，敢于直面雷霆的威光
三连了
叶天帝
风雷好像都能增加速度
叶天帝
叶天帝！叶天帝！叶天帝！
振袖秋风问红叶
振袖秋风问红叶
妖怪？
双厨狂喜
总有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
什么bgm真应景啊
总会有地上的生灵，敢于直面雷霆的威光
BGM杀疯了！！！！！！！
可叹，落叶飘零
雷史莱姆:没错，正是在下
啊这……宿舍天天放的BGM
第六遍
我承认这一刻他值得起叶天帝这个称号，叶凡也会这样救友人
这番我追定了（doge
情感共鸣到了，真的很棒，三连送上
泪，币，投
《那一刀，未必无法企及》
符华
这是雷电将军，只不过是影的造物罢了
这不过是个傀儡罢了，又不是影
秀儿
总有地上的生灵，敢于直面雷霆的威光
双厨狂喜
剪的最好的一个 
牛叉
总有地上的生灵，敢于直面雷霆的微光
总会有地上的生灵 敢于直面雷霆的威光
可叹，落叶飘零
总会有地上的生灵，敢于直面雷霆的微光
满命雷神已氪，就等叶天帝复刻了
朔风解意！！！
即便是神，也不行！！！！
天帝真不是随便叫的
燃燃燃
芜湖，起飞
云引，雁鸣！
云引，雁鸣！
云引，雁鸣！
这BGM超合适
好快，这强的简直不是一个次元的
好家伙，回忆杀
来人给叶天帝专武
赶紧亮血条
他做到了！
没有任何人有资格剥夺他人的愿望，即使是神也不行
再来亿遍
总有天上的神灵，敢于直面叶天帝的一刀
总有地上的生灵，敢于直面雷霆的威光
重点是这个地方在游戏里真的有
总会有地上的生灵，敢于直面雷霆的威光
叶天帝
oo raiser启动
晚夜微雨问海棠
“她”就是指雷电将军吧
好
总会有地上的生灵，敢于直面雷霆的威光
吃虎鱼刀，不是无锋剑
可叹，落叶飘零
总会有地上的生灵，敢于直面雷霆的威光
啊，是二哈的歌
泪目
泪目
泪目
每天亿遍
我怀疑这一刀不是无想之一刀就普通攻击
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵敢于直面雷电的威光
他才风跟雷 爷风雷岩咋就怂了
总会有地上是生灵，敢于直面雷霆的威光
进入双核时代
总有地上的生灵，敢于直面雷电的威光
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威望
再来亿边
直接让人泪目
真不错
晚风微雨问海棠
根本看不够
看一遍哭一遍，真的感动
总会有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光
那一刀，未必无法企及
求配乐名称，求配乐名称。
2命叶天帝报道
总会有地上的生灵，敢于面对雷霆的微光
总会有地上的生灵，敢于直面雷霆的威光
那一刀，未必无法企及
我武神帝君   一枪把你捅到地底下去   还无敌
好听
每日一遍
让世界记住璃月制造（吃虎鱼刀）
这弹幕太碍事了屏幕都挡完了​
振袖秋风问红叶
总有天上的神明 敢于直面叶天帝的一刀
叶天帝牛逼
叶天帝！
泪目
接引春雷焚身骨
璃月制造
总会有地上的生灵，敢于直面雷霆的威光
派蒙别装了，我知道你可以秒他
总有地上的生灵，敢于直面雷霆的威光
总会有地上的生灵，敢于直面雷霆的威光！
总有天上的神灵，敢于直面爷的一刀！
知道为什么能接下吗，因为他用的是璃月制造
双厨狂喜
超棒
这里细节扩散了
总会有地上的生灵，敢于直面雷霆的威光
神之眼：爷还能来一刀
总有地上的生灵  敢于直面雷霆的威光！~
总会有地上的生灵，敢于直面雷霆的威光
振袖秋风问红叶
吃虎鱼刀，璃月制造
兄弟们，我要穿越提瓦特大陆了，这把刀和神之眼我就笑纳了 ！顺带你们的老婆，我会帮你们好好照顾的 。
致敬
每日振刀
神剪辑
名誉璃月人牛笔
双厨狂喜！
雷史莱姆：没错，正在在下
666
已经看了十遍了
再来亿遍
made in liyue
扩散
因为影不在乎，而憨憨的将军被下面坑了
往返自然
嘛批太卡了
巅峰雷神硬抗叶天帝一刀
再来亿次
