救命 哭死了
何止三部，美队三就出场了，还要算上复联3，复联4，自己消失过一回，看着钢铁侠没的，还没长大啊，服了。
格温没救回来是因为来不及，只能用蛛丝拉住，导致脖子断了
破防了
不是脖子断了 而是冲击力导致脊椎断裂
我永远的痛
c 哭了
他知道用蛛丝抓住了也救不了人。
2000+的兄弟们，让我看见你们在哪里
一代YYDS。二代永远的痛
淦3
这边可能在暗示加菲蛛罚叔化了，开始下死手了
为什么啊为什么啊为什么啊为什么啊为什么啊为什么啊为什么啊为什么啊为什么啊为什么啊
呜呜呜呜
泪目了
算是加菲的一种救赎吧
意难平
it's my choice
意难平
ononon，荷兰弟有整个漫威宇宙帮他擦屁股
漫威比DC好在感情更细腻
二代这段直接把我的眼泪戳爆555555
为什么他（蜘蛛侠）总是要和好兄弟分生死
对，他接住了。。。。。可更爆泪
我救了MJ，但不是我的那个她
焯！
人生没有重来一次的
他在另一个宇宙原谅了自己
一代的mj喜欢的是那个风流倜傥的蜘蛛侠，而不是腼腆羞涩的彼得，只有格温不在乎彼得的蜘蛛侠身份，他只爱彼得帕克这个人
加菲没有演技，全是感情
蜘蛛丝张开像手掌 仿佛想抓住重要的东西
哭死。。。。
nooooooo！
可惜现实里和石头姐分手了
淦，现在去那看?
得了把荷兰弟蜘蛛侠有点成长都没有钢铁侠死都刺激不了吗
可惜现实分了  另外有一年俩人可以同时获得奥斯卡最佳男女主的
感动哭了
这一次是用自己的身体去接到她 泪目了
这次他没有事先射出蜘蛛网
币给你就是了。。。。
眼睛里的影子是温格的
呜呜呜呜
荷兰弟太跳跃浮夸了。
为什么大陆还不上映啊！！
泪崩
那一刻她得救了 但是看上去更像是他得到了救赎
天煞孤星命格。。。。
救命！
别刀了，孩子傻了
这里应该是全剧最佳片段了吧
我的石头姐
这一段看的时候泪目
眼泪止不住了
超凡动作设计永远都是最好的
最喜欢他
超凡才是真爱
心疼死了
格温
太帅了吧
yeah。
哭死
是落地的时候砸到脑袋了
他还是个孩子，经历了灭霸？其实我一直接受不了的事，明明新一代小蜘蛛面对的反派更强，却最懦弱
戏外也离婚了
加菲的超凡蜘蛛真的是孤胆英雄啊
一代，第一部结尾，mj在墓地和帕克表白了。但帕克为了她的安全，拒绝了。那时候不知道他是蜘蛛侠。
温柔强大
如果他当时也……
超凡是真的好看
他知道自己已经失去了那一部分，永远地失去了最新鲜、最美好的那一部分
仔细看眼神变化
这里真的哭死
他在救另一个自己
大哭特哭 
他不用蛛丝直接救人了
荷兰豆：你能先把我的妹纸放下来吗
脑壳痛
好活，当赏，蜘蛛侠3唯一感动我的地方
被恋爱的冲动洗脑，哈哈真菜
现实也分手了，也可能是真情流露
全是刀
期待格温蜘蛛
初代失去了挚友与伯父 二代失去了挚爱与挚友  三代失去了一切 蜘蛛侠作为漫威的亲儿子 真是失去了所有 希望下一部是逆转未来 给这三代一个好的结果吧
好多人呐
3月14号下午三点四十
意难平
超凡yyds
甚至没来得及说一句道别……
主要还是格温太强了，不ban不行啊
我天，我刚看完●)o(●
mj什么意思
真的会哭的好吗
同样自己也没能走出来
这是你的选择，但也是我的选择，我选择了再次接近你，也选择了蛛丝，但选错了
11年了我都没有走出来
"看过这,哭了"
这才是真正的女权，真正的独立女性
呜呜呜 永远的超凡！
最后他去救三代蜘蛛侠的mj时，他哭了
他眼里的遗憾，射透了我的心呐……
我也是走不出来
是的，逝去挚爱，此生都不会解脱
全是刀
我真的哭的好大声
为什么又刀我！！！
最爱的蜘蛛侠
又被刀了
超凡的感情线真的刻画得非常好 不管是爱情还是亲情！！！
这段哭瞎
诶
3月14号下午五点
三个系列的蜘蛛侠最泪目的就是皮特没能就下格温。
泪目
钢锯岭那小子
骗子
格纹喜欢的是皮特帕克，mj喜欢的是蜘蛛侠
哭了
那时候真年轻
视频剪的不错，下次别剪了
回忆杀我滴妈
加菲接MJ的时候我难受的要死
对不起，我也没放下，也是七年了
这里我真的看哭了
这里最有触动
托比蛛和加菲蛛都支持荷兰弟好吧
只能救到其他女人
看哭了
看哭了挖槽
41—
我觉得格温是蜘蛛侠里最好的女主
你们应该思考下超凡你们说得这么好，为啥会做不下去
这部虐的一批，看了一遍不敢第二遍
可能是真情流露，她都结婚了
他的感情蕴含了戏里戏外呐
哭死了！！！
当时哭疯了
哭哭哭
别刀了
头撞到地上了
血战钢锯岭
我的背
又是为别人的爱情哭泣的一天
他再也不那样救人了，可这是她换来的教训
别刀了
最喜欢的一版
啊啊啊啊心疼的无以复加
格温，你看到了吗？这次他接住了
走啊
七年的意难平 终于从did I lose binachenyou，too？变成了are you ok？
刀的很好，下次不要在刀了
跳下去保住m
无论什么时候看都能爆杀我，太虐了
这个地方真的是。。。
超凡是最像蜘蛛侠的蜘蛛侠
哭死
哇这一段真的内心翻腾
来不及才用蛛丝的
我的加菲宝
他也想听到im ok
别刀了别刀了
最好的一代蜘蛛女友
年纪大了看不了这个
又被刀
蜘蛛侠3的彼得也失去了
"加菲救得了别人的MJ,却救不了自己的“MJ”。"
3000+
格温喜欢的是彼得，其他mj喜欢的是蜘蛛侠
oh
老婆没了
眼泪6下来
八年了
日了真蚌埠住了，哭了哭了
唯一一部不想看第二遍的电影
不行，我要去重刷
这一部不是脑子砸到失忆了，是奇异博士的咒语，不然扰乱了宇宙的彼得的宇宙会被天神组干掉，然后不得不让博士重新施咒让人忘记他
剪得不错下次别剪了
不就是硬币吗  给你都给你 焯！！！呜呜呜呜
那是头磕地上了啊，那么明显
意难平
比起前两代蜘蛛侠，荷兰弟就是在温室长大的小屁孩
哭死我了
真感人
这里有个删减片段，彼得的爸爸没死
就是因为超凡太多刀了一直没敢重温
脊柱收不住惯性
三代也很好看
最后他救了mj的那一刻，我真的，。。。没法表达的感觉
先是叔叔死，再是岳父死，然后老婆死，真的难顶
哭死
加菲真的是 靓仔！！！！！！！
18.6亿美元票房
就是加菲的这一番话，让电影结尾的彼得没有勇气相认mj
电影这里的时候，我止不住地哭了，停不下来
为什么没有脑浆？
温格很勇敢但他只是个普通人
温格是普通人而敌人不是
加菲是悲情戏演的最好的蜘蛛侠，不管是舅舅离去还是格温离去的时候，都让人鼻头发酸
锰男落泪
我爱加菲
这次他先接住采用的蛛丝
这个蜘蛛侠是真会刀人
这段戏是加菲自己加的，他会了
快重启超凡3了，别慌
这段真的好难过啊
哭了   ，
希望超凡3能给他一个更好的解决
杀人诛心
所有女主都喜欢的是蜘蛛侠！只有加菲版的是喜欢彼得帕克
呜呜呜呜呜呜呜呜呜X﹏XX﹏XX﹏X
破防了
格温确实接不住，但他也在脑中演练了无数遍另一种可能
←经历多不代表成熟。。。
啥脖子断了。。。头撞到地了好吗
刀傻了
救命啊，破大防了呜呜呜呜
新蜘蛛侠我只看到了爱闯祸的熊孩子
这段是英雄无归里面最好的一段
活着的才是最痛苦的
多想想你的家人爱你的人
他也失去了梅姨
每次救人都是用手接的，只有格温赶不上用了蛛丝就保护不住了
这币拿去
这硬币必须投了
我可以拯救世界，却救不了你，而你是我的世界…
别砸到脑袋了，导演都说了一万遍是因为脊椎断了，动能太大人体承受不了
前面的，巴掌响吗，MORE
别刀了别刀了
可能永远走不出……
最后那根蛛丝没抓到，我当场绷了
心痛
演技太好了，我真的没忍住了
我哭了！！！！！
刀死我算了
超凡蜘蛛侠是最帅的一个
女人大多都是崇拜强者
前两位的演技真的是一流
超凡知道蛛网拉不住
感觉漫威可以拍一部蜘蛛格温，反正有平行宇宙了
我也走不出来！
就这一段钟楼就格温让人真的绝望
一个人能成长的不是见过多少东西，而是经历刻骨铭心的情感经历，前两部做到了
痛，太痛了
格温，你为何？
格温那会是来不及了
小孩是传承
我的硬币
超凡最好看
最后当他救下年轻皮特的MJ后欣慰的表情 仿佛在说 我救下她了.....
5000+
七年了，我还是很想你
超清的欸
加菲是最真实的蜘蛛侠
完全无法代入，美国都开始造病毒了
这个电光人是真的强啊
的确是整个脑袋后部撞击地面，脖子的角度也很奇怪（慢放暂停看到的，建议大家别暂停，太虐了
我记得来着
加菲的蜘蛛侠让我觉得很亲切
大晚上的
为了超凡也要来点个赞，为了当时流下的眼泪
格温好漂亮呀
都不忍心看了
不要啊 不要啊 求求了
有种好像救了格温一样的快乐和发现错觉的痛苦
假设高度是十米g等于十那么最后速度大约为十倍根号二，头不着地也会死
他明明已经抓住她了
说荷兰蛛进过宇宙打过灭霸的那个你理解什么是经历了吗？人生的经历不是你所谓的战绩好吗
我没有七年时间
biter 是残忍
这句更爱皮特帕克 直接泪目
艾玛斯通的格纹真棒
谁不说一句超英女主天花板啊
唯一有智慧有勇气的格温
超凡我最喜欢的蜘蛛侠
看到加菲说起格温和接住mj，真的想哭
想起超凡2还是看的首映，想起的还有自己的青春
全局最佳，看落泪了。
这次救到了，但不是她
这一段就是现实与电影重合，格温和石头姐都失去了，双倍的遗憾和痛苦。
这一段看哭了！！！！
格温真的永远的意难平啊
这部就是要让荷兰弟成长，就是要虐我蜘蛛侠……
只有加菲丢了MJ
你看他真的很努力去救，他愿意抛下任何事情去救，但就是没救到，就是救不到
他拯救了另一个后辈，但他的灵魂依然饱受煎熬
别忘了一件三连
这一次加菲终于接住了
石头姐真的好美
恶心，恶霸马奎尔才是蜘蛛侠
五年了，我也没走出来，但是我还在努力的走出来
加费可是提名奥斯卡哦
是落地的时候脊椎扯断了
新蜘蛛侠的女主变黑人了……
她是我的一切，我现在很后悔但这不能改变什么。
荷兰弟孩子？？？他26了……估计你都没他大，还叫他孩子
这一刻，足以泪目
mj爱的是蜘蛛侠 格温爱的是彼得
你tm要币就要币把刀磨这么快干嘛呀！！
初代吸血鬼？
荷兰的蜘蛛侠更有那个年纪应该有的样子，就算是英雄他也是个孩子这样？不过确实作为蜘蛛侠的话太虎了哈哈哈哈哈哈哈
刚看完！！！
格温呜呜呜呜呜呜
当时看真的意难平
无归看到这里真的哭了
太惨了呜呜呜
格温演的黑白魔女也很好看
这代蜘蛛侠最帅，不接受反驳，情侣也是最配的
淦！前面都没哭，一看到这儿眼泪一下子就出来了
又哭了呜呜呜呜呜
痛！太痛了！！！
格温不受影响
石头姐可是影后
泪目了
超凡没留下格温这一段太虐了
意难平…
意难平
是脖子断了
别说他了，我都没走出来
血战钢锯岭
加菲哭这里直接落泪
哭了
就因为这，不敢再看第二遍
可以了`新片里`你能救到了
永失我爱
Lat me get one more 
二代动作剧情都很漂亮，只有两部很遗憾
加菲好不容易救回来，可她却忘了荷兰弟
加菲好不容易把她救回来，可她却忘了荷兰弟，所以导演编剧，你们方便告诉我你家地址吗？我想，你们可以用我的眼泪洗澡了
我就是这一段直接爆哭，啊啊啊
你的选择让我痛苦一辈子
永失吾爱，举目破败
铁血战士破防
2000个朋友们你们好
最好的女主，不想玛丽这个太过绿茶
哭了
直接刀伤我
哭了
我失去了，属于我的MJ
荷兰蛛知道自己爱的人都还活的好好的，加菲除了梅姨都死了，你跟我说荷兰惨？
凤源和百子
刀麻了
英雄无归看到这真的哭了
别说女主碍事，格温她救了蜘蛛侠
格温死在电影院看得清楚，是直接摔到了地上了，当时电影院的人都惊呼了起来
tio
泪目
焯，不行了，我先暂停一会，忍一下泪水，救命
哭死了
1000+人在陪我看吗
玛丽简更爱蜘蛛侠，只有格温最爱Peter
特别是这里，蛛丝变的小手，真的很妙
再来一遍
刀！是刀！
QAQ索尼你没有心
黄柳 我爱你
《熟心疼》
视频剪得很好，但是英雄无归这电影太拉垮了
一代跟二代永远的经典
虽然走不出来，但还是希望她在那个世界能好好的
呜呜呜
英雄无归里接mj的那一段太痛了
格温真的意难平啊
在战场上救得了一个队伍，在城市中救不了自己的挚爱，真的意难平
我觉得美剧的魅力在于，他展示了人们向往的心里品质， 并放大它的作用，让人受到鼓舞，充满力量。
刀刀锋利啊
剪刀妹？
是是是，家父钢铁侠是吧
在最新电影中 他救下小蜘蛛女朋友那表情 真的好细节
爱与被爱真的很重要
呜呜呜呜呜
痛失吾爱 举目破败
我不行了太难过了啊啊啊啊
惯性＋重力脊柱直接断了
好大的刀
接住她啊！！！！！
加菲
英雄很多都是孤独的、悲剧的
其实比起失去本叔或者梅姨，大家是不是觉得失去格温或者mj更让人感动？
MJ只是简称，全名可能也叫玛丽简
人被刀傻了谢谢
别刀了别刀了，求你了
1000人+
泪目
看的枪版看哭了
我也失去了
他救了所有人，却单单无法拯救那个拯救了他的人
别说了，我也走不出来
别刀了
看似在吵，实则在给蜘蛛侠找——万一自己死掉，无法原谅他自己时的借口：这是我的决定与你无关。
MJ也是爱彼得啊 不用非要用一个比另一个 都不是一个世界的
最喜欢的蜘蛛侠
我重复了无数次这个动作
最爱二代了，可以看我的主页，也剪辑了哈哈哈
这里蜘蛛侠真的着急的要死
这一刻在脑海里重复多少次
这就是自由意志吗？
我也哭惨了
希望格温出现在超凡3里面
走不出来的应该不只是他，应该还有屏幕前的你吧
一代最强，二代最帅、最真，三代....话最多？（
超级喜欢二代
格温那下 我真的心脏骤停啊
这个视频满屏幕插过来的都是刀子
爱peter 更爱格温
又刀我
走不出来
是分手了所以就接不了这个设定嘛？
活在过去的人几乎不幸福
she is my MJ
英雄无归 看到这里我爆哭
gun
鸡皮疙瘩
三代蜘蛛侠戏里戏外都是男女朋友
我也走不出来…
我只喜欢第一代蜘蛛侠和加菲版蜘蛛侠
勇者的孤独
啊啊啊啊啊啊
这一次他终于救下了MJ！！！
他这次没有用蛛丝去抓mj而是自己去，可能他自己复盘了无数遍吧
杀了我吧   
太痛了
如果你认识姜轩森，请告诉他我爱他
NO
好看、
这七年里，他一定想过很多次怎么救下格温吧
太煽情了
说荷兰弟26的什么玩意，别人明显说的是荷兰弟版蜘蛛侠，又不是说演员
别忘了死了的人能被召唤过来的  所以  她可以不死的
卧槽，别刀了
导演出来挨打
这下把我看哭了
我的币没了
马上 影院走起
泪目
这一次 我接住了！
痛！！太痛了
这里是敲到头了吧
温格头砸到地了
哎。。。 到这里直接破防了
哭了
我也没走出来
加菲一出场我就在哭
泪目
下次不要刀了
泪目
最帅蜘蛛侠
其实不是蜘蛛侠没走出来，是我们没有走出来
泪奔
格温怎么头顶秃了，打工人哭了T﹏T
意难平
"No,I'm never be ok."
要是根温在摔下去倒地的瞬间灭霸的响指刚好打响就好了。。。这样就生死不明了。
也算治愈了一下
好神奇，因为面具看不见他的脸，看得到他的表情
哭了还得给币 我哭的更响了
荷兰弟版蜘蛛侠真的很烂 我说真的
按照多元宇宙这么设定，死了的都能复活传送过来，那加菲蛛的格温也可以这么做啊，有人顶我没
.........
接住mj的时候他那个眼神太让人心疼了
痛，太痛了
应该是脊椎断了
无所谓三十了 还单着
垫屁股的是他不
泪目
我也弄丢了我的MJ，七年里再也没有喜欢上其他人，跟加菲一样，七年了
我曾经以为老版蜘蛛侠是最经典的，一直到加菲版格温死了
老版学会了坚强，加菲学会了失去，新版。。。打不过要叫人
祖国人和蜘蛛侠
蜘蛛侠是不是也在天上射过
他们还是分手了
很无奈的甩头
刀死我了给孩子刀杀了T。T
再来亿边
为什么要让格温死TT
蜘蛛人
是太低了蛛网有弹性身体没着地但是头直接着地了
963
救赎与自我救赎
破防了
超凡特效打戏文戏剧情都很好，可惜被索尼剪了
剪的太好了，起一身鸡皮疙瘩
不行了我要哭死了我在敷面膜呜呜呜呜呜呜
都是星期天看的是吧？
不要啊！求你了！快走啊！
最帅蜘蛛侠，刚看完蜘蛛侠3
剪辑神了！~赞
石头姐  太痛了
我没有经验，但这让我终生自责
他接住了
超凡 三呢  我等了这么久啊
太心疼了
超凡封神
永失吾爱 举目破败 
这一段动作太神了
b
淦 破防了
那时候电影听到贼大一声 但也不愿相信格温会死
索尼欠全世界一个超凡3
求求了  别再刀了。。受不住受不住。。。呜呜呜呜。。。
偷偷流血的心上 又多了一个刀痕
格温？
破败王
我死了谢谢
我也走不出来
加菲太苦了
超凡就是最好的蜘蛛侠
准备破防
you are amazing!
加菲：太好了，我救到你了
终于遇见剪的音乐让人觉得贴切
我也一直走不出来
电影看到这里哭了，现在看剪辑又没忍住哭了
超凡是最伤感的
七年了他还是没能走出来
痛，太痛了
他肯定好痛好痛
到处救人
六遍了 谁能知道格温走了对我的打击有多大 我哭啊
很久之前看过一个关于这个片段的力学解析，最后总结蜘蛛侠但是只有用这种方法救人是最保险的。
该出来了各位
破防了
初代最强，那个肉体，当坦克都够了
原各自安好
马奎尔才是众望所归
做不到啊
走不出来的我
\
就冲这段你币有了！
难受
说实话，真想哭。
骗走了我的币
bitter是苦涩的意思啊
他换了救人的方式
永失吾爱
透，我也走不出来
你猜这个动作二代皮特又做了多少遍，失去挚爱之后，他，学会了很多
小蜘蛛太拉跨了
只有加菲知道蛛丝不能救人
。。。加菲版的粉丝就是张扬，卖个悲情就超越了老版蜘蛛侠
痛，太痛了
荷兰弟版本我也是感觉太无语了，自己搞事搞得
提示：超凡二中的格温是脊柱断裂死的，参照漫画版
救命，我真的会哭死
救mj的时候专门抱住了而不是用蜘蛛丝 因为蜘蛛丝有弹性
这一段太泪目了
马奎尔是最好的彼得，加菲是最好的蜘蛛侠
我救了你，却又不是你
只有格温爱的是彼得帕克
把作者拉出去刀了
超凡蜘蛛侠yyds
永失吾爱，举目破败，痛！太痛了
滚
痛，太痛了
这格温真丑
是头部挥鞭样损伤，不是头砸地
可惜了超凡，就两部
好痛，多希望手中的是格温
痛，太痛了
刀死我了
不要虐我小加菲
超凡蜘蛛侠才是最适合大荧幕的蜘蛛侠！
最孤独的蜘蛛侠
哭死我了
凌晨12点的两千人，晚安，梦中再回首
几代女主只有格温最好
托比版的是最好的蜘蛛侠，超凡的温格是最好的女友，荷兰弟版的蜘蛛侠和MJ，emm
加菲:NO！！！
二代真的好看
二代最好看，一代凑合，三代什么玩意呀，沙比剧情沙比配角
刀了
加菲失去了一切，荷兰弟只是遗忘了罢了
我错过了。。。
第二次你成功救了她
No，please
加菲是三个里面最惨的
谁不苦？
不过三代失去了两
我接住了，但不是你（哭腔）
最帅，而且整部剧情符合逻辑，物理化学天才制造蛛丝
码的 骗我眼泪 不给币了
7年了我，忘不了那个下午看完超凡后emo了半个月
呜呜呜呜呜呜忍不住了
但我更爱彼得 帕克
bitter
是磕到头了
兄弟来首夜曲吗
BGM是什么
他在这个世界接住了蜘蛛侠的女朋友 只是那不是格温
原来他当时也问了are you okay破大防了啊家人们
确实 三代mj真的不好看啊
女权害人啊
MJ:我喜欢的蜘蛛侠是彼得帕克
超凡赢得了所有人，却唯独输给了地心引力
这里我真的！！！！……这部电影高光点
我印象最深的不是格温死了，是加菲在墓前守了一个春夏秋冬
马奎尔的蜘蛛侠是经典，但是我还是更喜欢加菲版的，荷兰弟版的感觉年纪还是太小，感情戏有点突兀
太痛了
虽然但是加菲的成熟的不符合彼得帕克
他救了荷兰弟的mj也是对自己的救赎，也是他想拯救的遗憾。
Are u okay？      Are...u ...okay？
格温
0.5倍看了一下，后脑勺砸地面上了，所以才会流鼻血
是七年不是十七年吧？
真正爱皮特帕克的只有格温 mj都只是因为皮特帕克是蜘蛛侠
便宜你了 第一硬币给了你
痛，太痛了
痛！太痛了！
这次他救到了 泪目
痛.太痛了
所有现在说的都是假的，所有当时说的才是真的
这一次，他没用蜘蛛丝
let go
类目
不只是脊椎断了，脑袋都撞到地上了
不要踩一捧一吧，什么叫mj喜欢的是蜘蛛侠不是皮特帕克？
导演不让他走出来
这一次他不会再用蛛丝了，他会紧紧地抱住她
昨天刚看到这里，泪目
我也没有出来，蜘蛛侠最好看的女主我的老婆
哭死了哭死了
蛛丝抓到的一瞬间我以为救到了，可是下一秒，太心痛了
破防了
只有他知道用蛛丝救不了人
痛，太痛了
听我说  我是蜘蛛侠 我更爱Peter parker
石头姐说加菲这段戏鼻涕喷她脸上了
加菲YYDS，不接受反驳
格温你干嘛不开E
救命 破防了
为什么又要杀我一次
蜘蛛侠的蛛丝救不了格温，但彼得的手可以
为什么这段放周杰伦？
再诚恳的祷告也救不回格温了，这是那一战彼得唯一的收获
痛，太痛了
最虐的一部！！
彼得潘
加菲腰好细
他在她的墓前站了四季
痛，太痛了
对
格温救了蜘蛛侠但却害了自己
第三部的三代有点那啥
格温没有死，只不过去了英雄联盟
泪目
太痛了
痛，太痛了
I can't beat it.I can't beat it.
就这一跳和一接，37岁的我泪奔了，唉
他知道不能用蛛丝救人啊
痛太痛了
痛太痛了
痛太痛了
哭了
"痛,太痛了"
你需要一个闪电侠逆转时间
太爱加菲了
血战钢锯岭的男主
要哭了
哭了哭了
看的当天就emo了
这一次你接住了MJ~
加菲救下MJ时的眼神把我个大男人看哭了
我焯心如刀绞……
泪目
主要超凡2爱情戏太完美，导演专拍爱情片
泪目
不管看几遍都得哭
第五遍
别刀了
准确说荷兰弟版的MJ喜欢的也是Peter
痛
加菲的蜘蛛侠是最符合我印象中的蜘蛛侠
格温撞到地了
细节 这回他没用蛛丝 直接上去抱住
But I love Peter Park more
他是最帅的一版蜘蛛侠 我最喜欢的一版
我哭死
别刀了T-T
留下蜘蛛侠一个人内疚的活着
最喜欢的蜘蛛侠
……看个电影，都入戏太深了吧
多希望现在有时间宝石
越看越丑，怎么选了这个
这个场景在他心里演练了无数次，他没有用蛛丝，没有犹豫。
太好哭了
终于救到了mj
这是我见过最帅的蜘蛛侠
怀恋以前
谢谢这部优秀的电影
荷兰弟经历可是最多的却是最不成熟的
怀恋过去
呜呜呜呜
心痛死我了
英雄无归里他接到了
这次他没有用蛛丝，而是肉身去抱MJ，心疼
太痛了
啊 我不理解 
爱了爱了 
看什么刀什么
哭了
你赞有了
choose
我不想结婚，其实是不想和你结婚
为什么我还挺不过来
加菲虫永远的意难平
破防！！
这里后边我没敢看
2000+
淦，太痛了
只有加菲知道不可以用蛛丝救她
我都走不出来更何况他啊啊啊啊啊啊啊啊哭死
你们要恨就恨导演吧
我哭了  就这里 
这个动作他在心里想了无数次
可是小蜘蛛什么都失去了 只剩下自己了
我还是喜欢他的血战钢锯岭
索尼 大家是人 不是案板上的鱼
别刀了别刀了
泪目
这段给我看激动了
痛，太痛了
只有他知道 蛛丝救不了
滚！
后面有个说格温有小剪刀的，我还和这儿破防呢，你剪个DER啊，直接给我绷不住了！!
痛！太痛了
谁能拒绝这么可爱的女友
不要刀了看哭
主要是太喜欢格温了，善良懂事，勇敢果断，这个角色刻画地太完美了
我的格温
暗示我们要抱住女生
