希望皇，惠普
元和四年。。。不好意思串台了
我玩到契约师
可玩性很高说实话
打个电话不就行了
我吹爆！
我打不过狼人。。。。
游侠，梦魇，森林之心，五音乐章节已过
原来是这样 我说boss怎么那么好 up牛啊
感觉steam版已经有点摆了 玩多了就没啥意思
小女巫无敌，暴打森灵
五层恶魔森灵通关路过
那个故事不是叫 被玩坏了的狼外婆？
没玩过的强烈建议玩一玩
游侠带4个灵巧护符无敌！
小木匠啊啊啊啊
嗯...不跟新的就不好玩
ios好像是一块钱
这游戏！我打森灵给我打自闭来着！
《免费》
315发布的视频是打算打假吗？
新手噩梦一最恶心的不是船长和骑士吗，真的恶心啊
我也喜欢，可是他抄了别人的卡牌
神父要一口气杀两次真难受，当时跟他打了老久
修女好玩，除了费时间
嗷
魔术师反制
希望皇是吧
小红书
希望皇霍普！
全成就路过
最老的玩家之一（自豪）
没玩杀戮尖塔之前 一直玩月圆之夜
修女打神父真的难打
传说之下：不同结局？这我熟啊
有我跳跃？
《穿山甲弟弟》
反向冉阿让
杀戮尖塔比这个好玩点
小木匠每次都捶我，捶完还说担心我
我第一次打神父的时候把盾叠了600多（
便宜又好玩
那个流浪汉人也好好！
已经回天乏术
这咋还四押上了呢
热爱毒瓶流
居然能刷到月圆之夜的视频！
有失败cg吗？没有那不玩了
游侠闪避刺伤流前期受苦后期很容易
免费游戏
BGM是光之子的
罪恶之源应该就是神父了。
这是老版本吗？
有些卡是真的废
恭喜你发现了宝藏
官方说2022年4月可能会有新玩法
没玩过会点进来吗？
月圆之夜比杀戮尖塔早出两年其实
热知识：月圆之夜比杀戮尖塔早出两年
我解锁全部成就通过了 是我唯一留了2年没卸载的游戏
从一出来就开始玩，一直到它停更……好几年了……全成就全dlc
有血缘那味儿了
全程高能
看看尖塔吧
守卫！
好玩，策略卡牌游戏，画风也很精致，推荐玩。
最爱的手游
我玩的时候都没注意那个
很好玩的
终于从无敌的小红帽手上拿到了。.。.
早上7：40，2000+
你外婆的失踪，不是因为我！
女巫和教父我打了，神秘人没打
DLC出太慢了
哇哦 我居然从来没有注意过..
减蓝减行动，不难打但是搞心态这个人
凹第一回合击杀神父是用双倍8个爆炎术砸死的
每次玩契约师碰到这玩意都（地铁老人手机
全成就路过
全图鉴的我围观弹幕未完成玩家
一定要看到最后
药剂师真的强
玩游戏免费，开角色要钱
手机上1块钱买的呢
小木匠……QAQ
指我就是危机
我一个人通关的全局，把所有成就全他妈打完了
我打的是一个胖子
HOPE
芜湖
这猎人真的是新手噩梦，卡组是真的牛
这个好玩
幽灵船长，熊法师都好阴间
全通，但是还差几个成就 
不是一个职业6块吗，把所有职业的噩梦都打通了
全角色梦魇通关，但没有全成就
你一定要平安回来…
玩了好几年了，没事儿就在玩
舔狗
….五年老玩家了
我的天啊
霍普=Hope＝希望
神父第一次打给我打疯了
所有人物，全部都最高难度通关三次以上了。
全职业全成就最高难度都通了
神作！ 
超级好玩的！
为什么神父都是坏人
呜呜呜，小木匠
啊？还能通过选择改结局吗？我玩了几遍都一个样啊
我可没时间跟你胡闹
格雷福斯
森灵boss给我打emo了
不更新了w让我一度心碎，哪怕是z
光之子的bgm
法师专精玩家路过
38星的怪兽有两只，要上了吗，游马！
这游戏不更新了
骑士大风车 闪避猎人  飓风法师都很猛还有几个玩不大明白
道貌岸然的伪君子（神父）
苹果商店。免费玩不到好多东西 还是各种买 才全通了
超级好玩  全成就之后又换杀戮尖塔
神父原本好像也是好人
极简契约师无敌好嘛
现在不叫月圆之夜了，炸房之夜，仙贝出没之夜，114514之夜
我选小木匠dog
巨好玩！！！！！！就是有点难
这个游戏巨好玩！！！
噩梦的蛛网游侠没有了
噩梦四通关完了
武器小偷是沙耶之歌的致敬哦
最弱的BOSS
牧师流！
诶，我觉得还好诶，
没想到能刷到月圆之夜
女巫是不是在竖中指
连角色包都买了
2年老玩家来学习
雷 普 一 族
巨好玩
我是神！在世间的代理人！
小木匠的桌子上摆满了杯具和餐具
前期老大哥：幽灵船长和无头骑士真事教做人
bgm是邓布利多的挽歌！！
没玩过的答应我一定要玩一下好吗 免费
现在还在玩啊。。。
6000+们
全卡全成就包括拼图(doge)
重新定义免费游戏
我以前以为打完就通关了
no.39
骑士殉道流一刀秒
拼图很好玩
有血径迷踪好玩吗
基本每天必刷的游戏，每次玩都有不一样的体会
Hope
Hope
我直接叫上基友一起玩
普奇神父和乔斯达一族
小红帽，准备探望奶奶，妈妈对她赶忙交代～
可惜怎么都救不了
忏悔和防反伤蝙蝠装备永远的神！
早已和为时已晚是不是搭配不合适
希望皇霍普？
我觉得狼王最难打了，buff一堆
玩了3年，还舍不得删掉！
9种吗?我咋记得没那么多
神父是真的难打
女巫还是比较好打的BOOS
弹幕别剧透
6000+你们好
这个游戏很好玩
只要不是无敌状态多少血一回合都给打没
游戏停更了
本体，dlc，所有角色难度加拼图全通
重要伏笔
可惜很久没更新了
唉这结尾真的意难平
刚出的时候体验过
可小木匠没说自己会和小红帽一起平安回来
神父？教父！
预言家？刀了刀了
预言家？刀了刀了
我全成就全职业全难度都通了
欧巴累！NO.39，希望皇 霍普！
好帅的转场
我玩月圆之夜的原因，是因为魔法之剑太难了
《免费游戏》
BGM来自游戏光之子
hope
光之子BGM
我第一次杀神父因为不懂机制导致杀了半小时。。
全职业所有难度全通关 全拼图 全成就的打卡
要一飞冲天了哦
一回合带走森灵的渣渣路过～
内购的吧
月圆之夜！！！
可以加回合叠毒，我第一次就是这么过的
超级好玩
200个小时玩家报道~
游侠太难了！
DLC更好玩
全成就！
玩过，挺好玩的
勇气指叠了一堆装备和buff
8000+
都有的
目标:在神父石化的一回合内击败他
玩了四年还是五年
是你，亲王（幻视）
纵火者真的疼
玩游戏最害怕打神父了，打死一个回合后又复活麻烦死了
少个机械师
传教士，掘墓人，纵火者没遇到过
所有选项都得选一遍
下左二lyb
全成就全难度全DLC就差几张卡就大满贯了
确实神作
霍普大战普奇
好玩
哇！银刻刀！可惜没有游戏里好看
一直舍不得卸的游戏
简单模式
云通关算不算？
ios除了拼图没买全买了
都给我去玩！
不要玩不要玩不要玩，我只要打开，再抬头就是五个小时以后
全成就，全卡牌，除了拼图
光之子!
光之子的BGM!
这游戏躺我手机里四年了也没舍得删
法师叠蓝上限就完事了
玩过
可是它双端不互通数据，就很难受
光之子也是款优秀的游戏
全角色难度通关加小红帽全难度通关
满成就满收集
这里改成小木匠残存的理智会更好吧
游侠闪避流是真的快乐
hope
dna动了
7000+
dlc动了
险恶，指一回合让神父见上帝
我那时候觉得猪寡妇有点像海贼王里的罗拉
一回合内打败神父的成就做了一周，吐了
我用狼人打赢的神父
这本书哪里卖的？
拒绝（物理）
海格...
No·39？
都通关好久了，各种难度的都已经通关了。
狼人
希望皇（大雾）
毒法无敌
毒发法无敌
有几个不是
最不想遇到的怪物！
忏悔永远的神，叠到后面除了反伤乱杀
呜呜呜可怜的小木匠
敌方游侠
戴红色兜帽的刺客小红帽（
杀戮尖塔
真的是一直在手机里时不时拿出来玩的好游戏！！
小木匠真的惨
全职业开满了
三国杀
木匠好惨
免费？
我买了个寂寞
下面是魔术师和炼金师的dlc
好玩
六块钱买个机械师真的不亏
通关了200多把，当时最喜欢的游戏
Hope一族 希望
Hope
Hope
100小时手游玩家前来学习
天堂制造
小木匠被小红帽从小玩到大。
全通全成就
我超量召唤一张NO.39 希望皇霍普！（有端联想）
原来有这么多拼图我就解锁了一个。。。
《我们的星星》
玩过充了两三个角色呢
狼人的衣服能看出来
全卡全成就（除了拼图）
这游戏所有成就我全通了。
本以为请君入瓮，实则引狼入室
小木匠
小木匠是最刀的一个角色了我觉得
我昨天坐车的时候还玩了一把99999堆叠
刚拼了四个拼图过来…
商店除了拼图全买了 
死亡圣器开场bgm
本以为狼人是坏人，想不到是外婆，但又不算是
伐伐伐伐伐伐木工
HOPE
这里边的怪物除了神父都是好的
舔狗
天天打梦魇都快忘了还有对话了
槐诗是吧
6666
6666
这应该是第一章boss饥饿狼王吃掉的
这个是真的好玩
吹爆月圆之夜
终于有人做月圆之夜了，国产好游啊
我全买了
最喜欢小女巫这个角色
“月圆之夜，禁止外出！”
伏笔
+
直接药剂师不停打药
狼人就是小木匠
这两天已经梦魇全通了
听说过，可我一直在犹豫到底要不要玩，可能看完视频我就知道我答案。
全成就……大学上课摸鱼摸鱼出来的……
霍普！这就是No编号的力量吗？都跨次元了
最喜欢修女
hope
喜欢月圆之夜的也可以去试试杀戮尖塔
希望皇霍普（不是
你这反制牌组也有点杂啊
为了抽小红帽的disc
变质的教会
《MADE IN HEAVEN》（无端）
可惜有些流派开局太难了
我的猫哪去了？
书已经绝版了
连一级的我都打不过还劝我
麻德个神父特恶心一回合不解决，还他妈会，满血
还差两个职业就全通了
治愈教会和兽灾是吧
有内购挺烦我是零克的
全成就路过
困难以上都没有
玩过
NO.39
可惜不更了
抓到了个脑叶公司玩家↑
空降14:33
这书哪里可以买到
女出现
所有付费内容全买了
佯攻永远的痛
我将两只四星怪兽叠放，降临吧！No.39希望皇霍普
木匠
太难了
全打通了
全DLC
全成就，差20多张卡，全难度通关了
游侠闪避流无敌
于是派白蛇来抽小红帽的碟（doge）
笑死普奇神父
我还充了一个机械师跟一个魔法师。
霍普？希望的意思？
可是手机上不要钱
嚯，原来这么厉害
小红帽：18张牌你能秒我？
这个游戏每个角色通关，每个流派通关，所有成就集齐
暴力
呜呜呜小木匠
当然要钱，不然人家免费给你玩吗，凭什么？
他的剧情可以说和玩法同等重要
好玩的一笔
能了几十次，贼好玩
我的村民被野猪咬死了   怪不得你能胜利，我只好放弃
超级好玩
怎么牌佬还是homo啊（狂喜
普奇（无端）
No.39
有一些怪物会劝小红帽停下
无敌骑士加盾打穿刺
旋律同步+咒术牌翻倍+炎爆术直接秒掉一条命
bgm是游戏光之子主题曲的变奏
光之子的bgm
注意：噩梦难度没有互动以及对话
DLC开启，法师回蓝法杖+回蓝伤害法杖，狼王都活不过一轮
修女打到后面的噩梦真的是恶心到我了，原地摆烂了
你拿反制流魔术师打神父，就是煎熬
其实神父也挺惨的，悲惨的童年遭遇让他堕入深渊
狼人
no.39
拼图我都解锁了
骑士 装备流 无敌
小 红 帽 雇 佣 兵
要钱。。。。
玩过我还氪了金，而且这个游戏苹果平台的需要买的所以我买下来了
不是只有战士无限印卡流？
希望皇霍普
在那一开始，就没有怪物的回合，无限抽卡流。这游戏真的有一种游戏王的感觉，那就是我的卡牌必定有一次抽卡能赢。
神父：你相信引力吗？
一直没解锁一个成就就是第一回合打败神父
这书哪买的
普奇神父（不是）
契约师打好了就是无限死神瞬秒对面
真的好好玩，建议玩正式版，十几块钱而已
打完树灵懒得打摆烂了
神父第一次打石化复活六次我人都傻了
一点都不免费好不
爷青结
太惨了
+++++++++++++++++++++++++++++++++++++++++++++++++++++++
险恶指绝对零度冰法折磨狼王
武器战流出来冒泡
官方说过小红帽其实一直在等小木匠告白
+s
jojo神妇
我看过之前的采访，这是作者的经历，喜欢女孩子却没有告白
有三个怪物，被打败之后声称是人变的，你如果选择帮助它们的话它们会噶你的血
确实好玩
国王长着驴耳朵他是恶魔
手机端和电脑端都买了
好玩吗？怎么来的懂得都懂
我记得不是
是国产吗？
免费你确定？
怎么到处都是牌佬阿(恼)
这本书在哪买的！！！！！
三大阴间怪之一
三连了
叫我金克丝
神父恶心的很，总是秒不掉
纵火者也不是
耗尽流机械师直接清空对方牌库
撕牌流机械师怎么说，boss就没有过卡
好家伙你管暗恋叫舔狗
恩里克普奇
木匠最惨无论哪一个结局
险恶（指毒爆狼王）
结局就是无法改变的悲剧
手机版是不是没有这些啊？
非常棒的游戏，希望能继续更新
修女可以叠忏悔叠盾然后一回合秒掉神父
一千人你们好
好玩！
并不是所有平台免费，iOS端要一元
小木匠的背景故事我真的哭了
欧巴累的力量（误）
狼王也蛮惨的
村霸小红帽
这个确实很好玩
好玩 都给我去玩！！
药剂师雪克杯流，50点燃烧20点寒冷20点黏着几十点中毒
下面那个小红帽是认真的吗
《凶 神 恶 煞》
忏悔流修女，忏悔叠起来后两次主动触发就行了
险恶（指小红帽）
你相信引力吗？
这文案
希望皇霍普
欧巴类
全解锁，全卡牌，全怪物卡，全人物，两本书，全拼图，所有人物难度
用祈悔流打神父跟玩一样，但得多准备回血牌，或准备一张水灾
前期无头骑士好难打，总是控制不住伤害被他反死
这游戏免费真是亏了
《险   恶》
苹果商店1块钱dlc是多少我忘了
我没玩过但我确实刷到了
月圆之夜全成就玩家在此
一定要看到后面，你不会后悔的！
角色小红帽日记都买了
希望皇霍普
小木匠啊，我的小木匠
有一说一当我把女巫的装备抢过来的时候我人都傻了
我第一次用修女打的神父，可能是故意的设计，克制的我难受死了
dlc收费，但也不贵
这个视频要是不三联，我感觉我会后悔一辈子
质检师来了
败者食尘！
不再更新说的跟腰斩跑路一样 这是正经完结了
神父：锅全部我来背
主要还是杀戮尖塔移动端不行
但是杀死猎人女儿的是狼王
真的超级好玩
dlc要钱
我已经全人物全成就完美通过了，可惜游戏已经更新完了，不会再出了
额，不是要网嘛
嘎：嘎
已经全职业全成就全图鉴
就是hope，希望
霍普？
个人认为神父不是很强，不过伤害一定要足，一般我都是把它打成石化后一次性秒掉他的，免得夜长梦多
狼人用着特别舒服，结局却很惨
是我玩的时候的想法了
再收费也就几十块钱，玩的不比其他氪金舒服啊
都打过
hope一族
指苹果收费
月圆之夜，你币有了
险恶：乱杀狼王
国王长着驴耳朵，他是个恶魔
EZ是你吗！EZ！
双厨狂喜
牧师忏悔流杀穿了都
no.39
账户好像不互通吧
设定集哪里有卖？我要买一本支持一下滴答，这个游戏公司太良心了…
雪怪似乎就是雪怪吧…
普奇神父[doge]
免费当然可以有内购了，不是买断制的
狼人什么也没干，他甚至没有像其他童话设定里一样失去理智
女巫一直被人们误解，后来她开始厌恶人们，走向了另一面
狼人是最惨的角色，应该没有之一
？？？这音乐是光之子的？
外婆控制狼人去杀神父没成功
机械师
书在哪买
你相信引力吗
森灵
你也是No.39的马甲？
切，不就是要三连吗？给你。
如果没玩过那我会刷到这个视频吗？
不，吸血鬼不是［doge］
可惜没有再更新了 (小红帽日记什么时候补完555
这种游戏，付费付得快乐，真值得。
这个设定集厉害了
卧槽这什么神仙转场
小红帽日记dlc的怪
小红帽：不好，老公doge
刀啊这是
以前的神父确实小白鼠hhh，一回合没打死石像会一直回血
魔术师好评
入坑五年了从刚出就开始玩
银刻刀！
我只遇见上面两个 
dna动了
曾经的buff上限测试器神父被削成了每次雕像血量继承，不能测试了（悲）
邪神
在隔离还能更视频 纯劳模
太强了
视频后半段封神了
这游戏都出了五年了 时间真快啊
好玩良心
修女是真滴强
自信点 国产第一卡牌游戏
后面出小红帽日记以后就没玩过了
后半段 up nb
雁老师我来辣！
我是神...在人间的代理人
雁老师这句话差点把我掰弯了
No.39 希望皇 霍普（不）
看完的回来夸up 这视频细到字体颜色都藏细节
暗红字体代表小红帽做的决定
黄色字体代表小木匠做的决定
后半段真的太NB了
后半段全程高能
彩色字幕用心了
除了疯掉的外婆其他boss我全打过了
彩色字幕给个好评
可太喜欢月圆之夜了
全成就的举个手
竟然不是第一个
真的好玩
好过场
全成就解锁，萌新阶段达成路过
没玩过
玩过
玩过
玩过
没玩过
没玩过
玩过
没玩过
玩过
玩过
没玩过
游侠闪避流 无敌!
小红帽：我有n种职业吊打狼外婆
一开始就察觉到了，呜呜呜
、
币比赞多系列
有没有人跟我一样玩武器战？
武器战+船载火炮，简直无敌
免费z?
用英配的我完全不知道他们在说啥
森林确实要危险了
这游戏刚发售我就玩了
牧师法杖流
五个月章我都玩完了
我以前玩的有内购
神父除武器那张牌简直是战士噩梦
好家伙我玩过
挂祈祷无敌
steam有月圆之夜？我还以为只有手机有 。这就去下载
契约师 已通关
我被虐惨了
没必要误导，完整买下来要大好几十
《免费》
高中回忆
iOS一块钱（doge
不会是小红帽变身狼人，一jio踩扁了外婆吧？
我的第一款手机买断制游戏
不得不说女巫是真的拉
币比赞多！！！！
全成就玩家再次
啊，神父你罪大恶极！！！！！！！
牧师无脑回血把神父磨死了
无脑自闭叠忏悔，gglua
险恶：指满闪避游侠挂机
现在场上四星的怪兽有两只我有两只四星的怪兽构筑超量网络超量召唤阿鲁哇嘞路No.39希望皇霍普 
原石生命衍生物！
通关过
这个真的很有意思
蕉太狼
希腊语欸贼难
玩过
神父好难打的
死灵骑士和海盗船长都不敢碰，杀敌一千自损八百
我就差一个秒杀外婆的成就了，当初没时间玩
希望皇是吧
狼人挺好打的 狼王比较难打
就是个悲剧
“单机游戏”(确信)
全成就能买的都买了
还真的是国产
狼人
希望皇霍普
反正不管什么，给他一刀就好了(leg
吉尼斯世界纪录，指卡牌游戏里在线拼图玩家最多的记录
牌组可以好但是一定不能多
一定要看到最后
善良是用来被牺牲的（
初期牧师都打爆啊
全成就了
木匠确实惨，但是木匠是真的强，能直接叠被动一波把第四层的boss大蛞蝓刀到死
卡关了md
唯一一款让我氪金角色的游戏，还是全dlc
你相信引力吗
神父得秒，要不就复活了
++
我打过了最后一关女巫还有神父，神父太难打了
我见过最牛壁的大佬结尾的时候只有一张突发奇想
我直接抢女巫装备（我自己还有个凤凰羽毛）
我玩过
火钳刘明
我是把神父靠反伤弹死的
充钱了
NO.39希望皇霍普
我回来了，可你却不在
全通关了
旋风斧，粉碎打击，应急干粮，加一张换最左边的牌的牌就是风火轮
骑士无脑冲！女巫是真的不会玩
月圆之夜已通关
游侠永远的神
狼人的语音有“我不想伤害你”，知道他是小木匠的时候真的很难过
我只想安安静静的打牌
烧吧烧吧
我就是要出狂战斧
很好玩这个
小心我把你也做成一道菜鸭
超级好玩！！！！！！！！！！！！！！！！
用但这个字不好
催眠师
早点干完，早点回家
终究是意难平
咔擦，嘣
契约师灵魂提取药剂师的死亡病毒牌
真的很好玩，每个扩展dlc都值得购买
早就u全成就了
这玩意如果不能速战速决后期基本打不死
<免费>
全成就，契约师五乐章
算买断制其实，角色都是dlc
有几个职业，玩不明白
小木匠太刀了
风法发育起来甚至可以一回合秒森灵
纵火者炸人好痛
全卡全成就全拼图全职业五乐章通
屡屡
托马老师
看狼人的腰带和裤子就知道了
你也是no.39？
我打神父纯靠修女叠buff……
我记得要钱吧，只有前面一部分内容免费
银刻刀！
你们觉的男人悲惨那是没有遇到噩梦模式他对我毫不留情
既然他们已经变坏了就阻挡我的路都必须解决
等我最终冲到boss关打败boss
狼王最恶心
打不过噩梦
神父最开始是最难打的没有一点加成
全成就路过
他变成狼人说控制不住自己然后打我的时候打的真狠真香
光之子的bgm。。
狼人，见一个打一个
在最开始没有初始装备狼人，回血很讨厌
神父也是真的非常难打(//∇//)
通关了
无限苟流
削牌流强无敌
是不是不更新了
他是不是喜欢小红帽呀
NB
dlc全买
投币比赞多系列
药剂师真的特别强，可以说上手非常简单无脑玩
NO.39  希望皇 霍普!
我全部通关  
全成就
全成就全收集
全成就全收集
狼王最好打了。
这个游戏最早时不时的flash游戏。
全职业解锁，小女巫真好玩
真的好玩的
论法师的最强克星应该不是boss，而是无头骑士，容易把自己干死
算免费吗
月圆之夜真的蛮贵的
通关一年多了 一直躺在手机没舍得删
我超喜欢刷体力和刷血刷蓝的那三个
通关好久了
这个价格很良心了
6000+人正在观看
所有都解锁了
玩过
6000多人在吗
那个吃鸡腿的人，记忆深刻
契约师，老好玩了~
我靠月圆之夜
我靠月圆之夜
我全职业五乐章都过了
超级好玩！刚出就玩到现在 几年都没舍得删！
我愿称之为最好玩的单机卡牌游戏！
这个书在哪买
还行吧，就是有点简单，没意思
晚上11点，6千人看就离谱
最阴间的是那个掉血上限的，直接战士变脆皮，脆皮做大梦
这游戏非常好玩
痛，太痛了(doge)
好玩的游戏，一直在手机里
我居然看到了月圆之夜？
小木匠也是主角
6000+人看
狼人还是干不过安妮的大熊？
完了不下200遍，各种通关
《光之子》的bgm！！！！！
dlc买不起呀，太贵了
买的角色基本全通了
神作
七牌森林
↑上边的想说的是元丰六年十月十二日夜吗（笑）
海格？？？串台了串台了
5000+人别躲了
我用游侠和这个老玩意打了一年
但是里面的内购会有一点影响游戏体验
药剂师，神！
玩法一开始好玩玩多了就腻了
普 奇 神 父
猎人能打伤狼人？
场上四星怪物有两只，要上了，No.39
我当时堆装备数量过的
这一元觉得是我玩过最值的游戏
游侠电刀闪避流拿捏死死的
难？
非常非常好玩
沉迷
免费666
痛，太痛了
建议提高游戏难度，过于简单
前面抢装备的太真实了！一张缴械出去我直接起飞
可惜只玩通了一个角色
玩的时候不吓人，你这bgm一上来，就有点慌
小木匠的银刻刀
残血遇到预言家还没叠好甲就撑不过去的痛你们懂吗
看过小红帽的3d动画片
全dlc都买了，一点都不会后悔
单机游戏；指18岁以下小弟弟别玩
还没有研究出很牛笔的通关牌组…
确实好玩
依旧是死忠粉
总是偷机械魔术师的手杖
通关一轮至少半个小时
我满成就，各职业噩梦顶级通关
可惜没有数据互通，PC端除夕称号拿不到
免费？后几个人物都要买的吧
全职业全难度全拓展包全难度通关
狼人是喜欢小红帽的木讷小木匠，神秘人才是外婆
确实挺好玩的
光之子的音乐
安卓和ios都买了
otk神父，真的是人能做到的事吗，好难打的
嗯！霍普！No.39！
一飞冲天啊！我！
一直卡在后期地洞
我买了7遍
单机游戏来说确实很强了
这神父贼变态，一直复活，欺负我伤害低
女巫比狼人好打多了
换了好几个手机但一直会在手机里的游戏！
ios我记得最早是60块钱吧
危机四伏已经不适合这个版本了
除了拼图跟粉尘其他全买了，支持国产好游戏
这个是狼人
为什么ios实名验证失败
这游戏全角色收20块钱都嫌贵吗？
曾经删过，但是又下回来，经典永流传！
伯“le”
伯“le”
这个b回血是真的恶心
注意看女巫的手
这游戏真是究极好玩
小红帽也喜欢小木匠啊，他们从小一起长大，小红帽还总保护他
IOS一块钱哈哈
我全难度全成就解锁
全成就玩家报道
神父换碟！
6块钱一个卡组，比tx良心太多
停！安卓，ios，steam，wegame数据不共享。在一个平台已经很费钱了
玩过
神父的第一杀是被我反死的。
这个好打，女巫也就十多回合一个阶段
嗯！霍普！No.39！
噩梦狼王真的变态
最老的神（石化）
steam全成就通关了
一回合击杀神父
雪怪爱上了火炉
竟然是国产游戏…
痛，太痛了
小红帽是小红帽吗？
“优柔寡断小红帽”
我小女巫5张炎爆术2张法力之渊法术机关枪听过没？
所有人物都买了嘿嘿
一飞冲天啊，我！
猎巫
手机里永远都有她的位置
全DLC通关狂喜
1000+
超好玩的！！
难吗？不是有手就行？
好玩
确实可以说是卡牌游戏的良作，我当年这游戏玩了一个月
我永远喜欢月圆之夜！！
你也是驴耳国王的帮凶吗？
国王长着驴耳朵！
哈哈，我打神父叠了几百的忏悔，他一复活就死了
为啥不上steam呢？
好家伙，真有月圆的啊，我肝了六个月还有成就没完成
打狼人是最虐的，他一直在说不想伤害我
就是免费游戏啊，前面的在说什么？
XYZ削康
已经全成就了
手机全DLC通关
机械魔术师的加速图腾后期直接就无敌了
我用三狂战斧加抽牌，把各boss虐得死去活来 。小怪都一回合秒。
免费？？？
最惨狼人，被心爱的人杀了
神父是最恶心人的也是我最想打死的
恶作剧魔术师根本打不过无头骑士
打通了
狼人没死
巨好玩
强烈推荐
特招霍普的给我出来，吃我激流葬
苹果要钱的
之前免费
全成就了
2000+……
所以如何一回合打倒神父和外婆?
两年没更新了很烦
我直接猎人乱杀
梦魇9段的狼王至今都打不过啊，好难
 刚出来的时候剧情要更隐晦些
神父换碟
希望皇霍普·小红帽
玩不明白
准备加速
巴啦啦小魔仙。。
Ios 要一元。
危机四伏：指无双
国王长着驴耳朵
新手杀手
