没人吗
好厉害！！
啊啊啊啊啊啊啊啊
黑皮美人
这个扣子好细致
好家伙
好好看
太绝了up 精致华丽到每一个细节好喜欢啊啊啊啊
好好看啊啊
哇焯！好牛！
请收下我的膝盖
好强啊！！！up牛逼
我的天哪！！！！
太美了
本来点进来是为了听配音的 结果完全被精细度迷住了
可爱  头发放前面
sir令智昏
哇  好看
！！！
好可爱
哇阿阿阿啊啊 真的太棒了！
这不得给币doge
好可爱
阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿姜sir
注入灵魂
好精细！
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊
卧槽
我的天
卧槽
嗷！！！
我擦我擦这个手我好喜欢太帅了
太绝了
绝了
好家伙
好厉害啊好好看
我次奥！
阿蒲
太厉害了
太好看太精致了
阿蒲？
好听好听好听！！！！！！！
太牛了
好精致！
好厉害
太好看啦థ౪థ
真的太棒了
声优都是怪物
啊啊啊啊啊
帅
这也太细节了吧！
属实是神仙up啦～
太棒了，为什么我看哭了呢，是因为高兴过头了吗？
真是姜sir啊啊啊
太好看了妈耶
卧槽！注入灵魂！
太好看了把
双厨狂喜！
卧槽
啊啊啊啊啊啊啊姜sir!
啊啊啊啊啊   
吼吼看
好厉害!太太是神仙吗？
天呐！！太厉害了！！
姜sir！！！
啊啊啊啊啊啊啊啊
哇.......
姜姜！！！！！！
太酷了
啊啊啊表白姜sir!
小蓬菜我来啦
大哥
！！！！！
太绝了
见sir进
好漂亮啊
啊啊啊啊啊啊扎到我了
姜姜！
好牛
up好厉害
太牛啦
太太好厉害！！！
好美啊啊啊
姜sir啊啊啊啊
太美了！！！
太佩服了！！
圈外人震撼
见姜进
好厉害哇
omg
救命啊！！！！！
路过，一声卧槽走天下
姜sir
姜sir！！！！！！！
啊啊啊啊啊啊啊啊
电视剧的钱都给了流量了，没钱做这样的服饰的
电视剧的钱都买水军洗白了，哪有钱做道具
好厉害！
精致！！
哈哈哈哈哈哈
好好看哇
视觉盛宴
姜姜！！！
真丝!
好好看
好厉害
神仙
幸福！
记得加水印啊
太漂亮啊了
纹身好帅
他穿的比我贵且精致
好厉害！
好厉害，自己设计的
好好看
哇
好好看
卧槽！！！
好精致
这都比现在那些投资多少亿的古偶剧服装用心了
姜sir姜sir
太厉害了！！
你做到了！
我是被姜丝儿骗进来的，但是这个偶真的太好看了！！！！！！！
我靠好好看
好厉害！！
哇
纹身好酷
啊啊啊啊啊啊啊啊有被普度到
太牛了！好好看
太精致了
好厉害！！！！
太好看了
太好看了救命
哇
姜姜！
太牛了天啊
嗷呜
姜
sir
up你的作品很成功，我看着被治愈了
卧槽
太好看了吧
我没开弹幕？
好厉害
太好看了吧！
好漂亮！
你做到啦
好涩
啊蒲？
我趣 真的好好看啊
up视频得弄个水印
up是神！！
姜姜！！
啊啊啊啊啊，是姜sir
好好看
我一个不咋关注BJD娃娃的都被up主的用心感动到了
好漂亮他！！
好美啊啊啊啊啊啊
姜sir！！！！！
好漂亮
好精致的衣物啊
好精致啊
！！！太绝美了
花臂好酷！！！
太牛啦
好细节啊
太漂亮啦
啊啊啊啊
啊啊啊啊啊啊，啊啊啊啊啊
牛牛牛
真的是贵有贵的价值，第一次制作过程
大家！惊喜之后要认真听内容！姜sir真的太厉害了很有感觉！
好好看！！！
不玩bjd也让人觉得好好看这个​
啊啊啊啊啊姜姜！！！
啊啊啊啊啊姜sir啊啊啊
啊啊啊姜sir
姜丝儿
奔着姜sir来的
好精致啊！
哇，是我买不起的样子
太好看了！
人脉
养六分的我蠢蠢欲动
up手上的刺青也好好看
牛牛牛！！
太牛了！！
哼，非常贴脸
啊啊啊啊啊啊姜sir
太美了55555
太牛了！！
up好厉害！！
太牛了！！！！！
双厨狂喜
太漂亮了吧
好好看啊
好厉害！！！
大毛羡慕
啊啊啊啊啊姜姜！
太好看了吧
啊啊啊啊啊啊
？？？？
这也太精致了吧
姜老师！
好厉害！
姜sir！！！！
这太好看了！
啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊卧槽是姜sir
真的好绝！！！！！！
帅气
太好看了！
好好看！！我也想穿
好牛蛙
紫色配橙色超好看的
真好看啊
厉害
感觉娃衣都比我的裙子珍贵
姐姐棒呆了
帽子好漂亮
姜sir
太绝了！！！！
这也太牛了吧！！！
这个帽子也太棒了吧！！！！！！
太精致了呜呜呜
没拿到已经开始幸福了
啊啊啊啊啊太神仙啦！！！
手手电晕我了！！！
天啊啊啊
啊啊啊好绝！
姜姜
好帅的纹身！！
姜姜姜姜～～～
后面有猫猫！
姜姜的声音
姜美人来也
bgm幻音宝盒变奏
哇！我看的眼泪快要掉下来这个头饰，好好啊！
金闪闪的好好看！
好精致
啊啊啊啊姜sir
姜sir啊啊啊啊啊
你好！
好强！！！
好绝啊啊啊啊啊
太厉害了！
猫咪！
好厉害啊
电视剧不配
太绝了！！！！！！！！
啊 柏霖的声线
我趣，好牛
好牛啊
绝美
中国手艺人代表
手艺人太厉害了
救命真的好漂亮，花纹是活着的
啊啊啊 想到阿洛津了
up主好厉害
哇这个小狮子帽子太好看了
啊啊啊啊啊啊啊啊
突然就高级了
好细
太精致了
好可爱！！
好漂亮啊！！
这里的bgm是什么呀
卧槽！
姜姜
我的天哪！up你是神吗！
姜sir！！
好强！！
好厉害
秦时明月的bgm《燕鸣骊歌》
您看我跪的姿势够标准吗
好漂亮！！
太强了!!!
卧槽
太值得骄傲了好嘛？这真的超酷
太好看了
好酷的纹身
好羡慕这只小狮子啊
卧槽
太厉害了！
up好厉害!
小狮子
哇塞，好厉害
可太好看了
6666
天哪，能收藏这个也太幸福了
姜sir！！！！！！
太好看了！
太美了！！！
好漂亮
这个！居然是可以扣上的！
好精致！！
娃！！！！！
姜姜！
大哥？
好漂亮！！！
好牛
天哪天哪，我语无伦次了都！！！
哇塞！
好厉害好厉害，纹身也好好看
我超
太太好牛
天，太细节了设计真的好漂亮
天哪
好牛
啊啊啊啊啊啊啊
也太厉害了吧！！！
呜呜呜呜呜，真的好好看
啊啊啊啊啊啊
这也太好看了！
太厉害了
好精致啊
好牛
咿呀呀呀呀
挖槽
太绝了
姜姜！！
姜姜啊啊啊啊啊啊
我趣。。。。全是纯手工，太精致了
这个手好好看！！！
我去帽子真的惊艳到我了。。。好漂亮好喜欢
好好看
太漂亮了
这不三连好像说不过去
彩宝？！
好棒！
突然发现这个裤子好像哪吒那个！
头发好美
姜sir
富婆贴贴
这么大一个
好喜欢
好牛！
真的可爱
好好看啊！！！
好厉害
花臂
真的是姜sir耶
好厉害
姐姐手好漂亮呜呜呜
原来娃娃也有neinei的呀
我已经在脑补故事了
您？
好看
好帅！
姜姜！
戴上帽子真的瞬间不一样了
好厉害！
太细致了，好厉害。请问那个绣花也是自己绣出来的吗!
太厉害啦！
我是狮子座的好像啊
姜姜啊啊啊啊啊啊啊！
我也想要呜呜
老婆！！！！！！！！！！
纪录片的感觉呜呜
你好爱他哈哈哈
太漂亮了！审美绝了！
好好看 好牛
！太厉害了吧
太厉害了呜呜呜呜
好小的扣子
好牛！！！
《我穿的不如BJD》
@5:13
姜姜！！！！
卧槽卧槽卧槽姜老师
我的天啊好漂亮啊！！
穿的不如bjd也太正常了，没有必要出来说..
太强了！
太好看了呜呜
这个帽子！！注入灵魂了！好美啊
救命啊啊啊啊啊
细节真的好棒！！
哇塞 当她的娃娃也太幸福了吧
姜sir！！！！！啊啊啊啊啊啊！！！！
牛哇牛哇
可以可以，纹身超酷的
神仙姐姐
您
太强了
纹身也是自己设计的？好厉害！
姜sir啊啊啊啊啊啊啊！！！！！！！！
姜sir啊啊啊啊
啊啊啊啊啊啊
好细节好用心
衣服一万我都愿意买，太好看了
我留着这币有何用
帽子太绝了啊！！！！！一戴上气质立马不一样了！！
真的太好看了
姐姐花臂好帅
姜sir啊啊啊啊
救救电视剧
宁看我跪得够诚恳吗
啊啊啊啊啊啊啊啊啊姜sir！！！
半闭的绝了！
哇好好看
啊啊啊啊这个手型好棒！！！
啊啊啊啊啊啊
好好看
太漂亮了
卧槽
好用心
好可爱，只是看着就好幸福
太酷了
天啊，太好看了
牛啊
我超
好精致
太好看了！！
太美了…
啊啊啊
！！！！！！
姜姜姜姜
太牛了吧！！！！！
姜sir～
牛逼
姜丝儿
太好看了
up简直是神仙
好牛好牛
好厉害！
震惊 绝了
这个设计太爱了！！！
太太好厉害！
真的好好看！
啊啊啊啊啊啊
好牛。。。
好好看！
电视剧不用心花钱别什么都怪在演员上
姜sir！！！！
我的天哪！太好看了
好厉害啊啊啊啊！
姜sir！！！
这个帽子！！！太绝了
真漂亮
好好看
啊啊啊啊啊姜sir
我的崽子跟着我受苦了QAQ
好好看啊
我要爱上这小狮子了
啊啊啊啊啊啊啊啊
姜sir！！！！
姜姜？？？？？？？？？
我也―
！！苏绣？
up小心不要被人山寨了设计
啊啊啊啊，
啊啊啊啊
‘’
这还不值得一个三连吗
太棒啦！
哇塞！太酷啦！纹身和阿蒲都是！
太牛了吧
惊呆。up的手是怎么长得
哇厉害了
像大哥！
太细节了
总感觉针会戳到我
好好看啊
哈哈哈up好可爱
太美啦啊啊啊
阿洛津那味儿，异域少年。
太厉害了吧
太强了 好有想法
好厉害！！！好漂亮吖！
手好巧啊
太好看了天
啊啊啊啊啊真的是姜sir
牛哇
太牛了
姜sir！！！！！！
这真的是当小孩在打扮，太用心了
我只想自己穿这套衣服哈哈哈哈
哇
啊啊啊啊啊啊，梦回天官！！
哇
太好看了！
很多芝士，嘿嘿嘿
太牛了
啊啊啊啊啊，啊啊姜姜
太太好牛哇哇哇
姜sir呜呜呜
活该你骄傲！太牛了
花罗真的很贵呜呜
up太强了！！！
姜丝啊啊啊啊
天呐好漂亮
姜sir！！！
惊艳
啊啊啊啊啊啊啊啊
天啊 好厉害
这个帽子真的很好看!
！！！！！！！！！！！！！！！
awsl
核舟，阿不，核人
逐渐忘记了被标题姜sir吸引进来的我
真的是姜sir啊！
你的目的达到了
太厉害了
好牛哇
啊！！！！！！
小爪子太萌啦
太好看了…
这裤子上厕所会好麻烦吧
太厉害了
哇，注入灵魂
哇
花臂穿花罗
太强了吧
我的天啊啊啊啊啊啊
up好厉害啊…
啊啊啊啊姜sir(✪▽✪)
姜sir啊！！！
[前方高能]
[前方高能]
好强！
真的好好看！up好厉害！
好美丽！
真的好美！
真的好厉害
！！！！
姜sir！！！
？谁
厉害
我贴钻石画贴到眼快瞎的时候就放弃了，博主厉害
好牛逼。厉害
真的感觉像是舞狮中那种狮子，好可爱也好帅
那么小，up主是怎么绣上去的啊。太厉害了
啊啊啊啊啊啊啊姜sir！！！！！！！！！！！！！！
有没有那个神话剧本里面有狮子成精的，买这个版权吧。太好看了
妈！
这是艺术品啊艺术品！
好看
！！！您！！！
！！！好绝！！！
阿蒲下凡也辛苦了！！！
好看！！！
姜sir啊啊啊！！
救命我太爱姜丝儿了
我焯？？？？？
啊啊啊啊啊姜sir
嘿嘿嘿嘿嘿姜sir
啊啊啊啊姜sir
币给你！！！冲！！！
帽子是灵魂！！
这眼睛好漂亮！
爪爪粉粉的！
太牛了吧
好可爱
太强了 牛逼
太好看了
好好康
我去
太厉害了
我的天!
太好看了up好厉害
好漂亮啊
好美
这个也太漂亮了，有一种向阳而生的熠熠生辉的感觉！！！！
好可爱
姜sir
姐姐真厉害
姜丝儿！！！！
看入迷了，都忘记发弹幕了
好可惜哦
救命 我眼泪飙出来
卧槽见标进
音量都给我调到最大！
姜sir yyds
好漂酿～
好绝好绝好绝
流苏好爱!!!
ky死吗
太好看了吧
cool！
麻了，这就是女娲吗
大大哥
姜sir！！！
好厉害
艺术品！！！天啊
woc牛啊
救命真的绝美！！！
姜sir！！！！！
好漂亮
好厉害
太美了
太强了
太强了
真的牛逼
膜拜中
真的太华丽太好看了！！！！！！！
太绝了！！！！！！！！
啊啊啊啊啊啊啊
沃趣，好好看啊！！！！！！
好好看！！
感觉他活过来了
太强了
我的妈姜姜诶那可是
这真是艺术品
连头发都这么好看
太强了
啊啊啊啊啊啊姜sir
靠，居然还有内裤
这声音好棒啊
这也太漂亮了
恐怖谷
耳朵
哇
厉害了天啦噜
姐姐的纹身爱了爱了。
救命 姜姜 呜呜呜。
不帅
哇，流光溢彩的，好华贵
救命，感觉这个配音加上，下一秒小狮子就要上餐桌的错觉
大大！！！！
啊啊啊啊啊啊啊啊
姜sir~
好牛
为什么太太不是捏我的女娲（大哭）
看到了！粉色的！
他眨眼睛了
太可爱了
霹雳布偶戏
太好看了吧！
膜拜大佬
太强了！！精致华贵！
这个这个完美代入万人迷小师弟
神仙姐姐
Kami！！！
哇，太厉害了
啊啊啊，好爱!!!
好细节啊
太漂亮了
三连给老子三连
有打算复刻下霹雳里的人物吗
布袋戏直视感
太厉害了
卧槽卧槽卧槽姜sir
真的注入灵魂了啊
花罗woc
!!!有灵魂了
姜姜！！！
太太牛啊！
好华丽漂亮
阿蒲？是我想的那个阿蒲嘛哈哈哈哈
啊啊啊啊啊啊啊啊太帅了！
感觉我眼要瞎了
亿点点细节
没有鞋子咩
好酷哦！！
卧槽
这也太细节了吧！！！！
好牛
好精致啊啊啊啊啊！
姜sir
好看
NB
我的sir~
好看
太精致了！！！
太太还是花臂
小狮子肝不起
还好小狮子不会吃胖，不然腰带就用不了了
前面的，我觉得那些垃圾电视剧根本配不上up的作品，，，
哇 这个腰封和革带我好爱啊
啊啊啊啊啊啊 姜sir啊 
美死了！！！
霹雳布袋戏？
太卷了。。。卷的离谱了
好漂亮
bgm是秦时明月的《燕鸣骊歌》
爱了爱了，简直是神仙up主
牛
绝死了这帽子
姜sir啊啊啊啊啊啊
太漂亮了！！！
太厉害了
姜sir！！！！！！！！！！！！
那个感觉有了
壕无人性
awsl
《我的老婆是大佬》
我超
绝美，ger！
我死了我死了
玉泽先生！！！
我靠
厉害啊
灵魂
好厉害！
我反手就是一个关注
眼睛都好好看
开屏大型分尸现场
啊啊啊啊啊啊啊啊啊
卧槽好漂亮！！！
up好牛！
好看！
@宇髄天元
好漂亮啊啊啊啊
卧了个大槽
太漂亮了吧！！！！！
好厉害
天啊，太美了
有姜sir就有我！
哇
哇
妈呀
阿蒲～小蒲～
我人已经傻了
sir要下凡了吗！
sir令智昏！！！！
啊啊啊啊啊啊啊啊啊
大哥！
好好看呜呜呜
啊啊啊啊啊啊阿
啊啊啊啊啊啊啊啊妈呀
wow
姐姐的纹身好飒
姜丝
太好看了真的太好看了
突然感觉半侧脸有点像戚薇（笑哭）
太华丽啦！！！UP好厉害！！！
太好看了
太好看了
好好看呜呜呜
得多少万吧？
音柱（不是）
厉害厉害
人类进化又没带我
牛逼牛逼
啊啊啊啊啊啊啊
太好啦
这顶毛毛好好看！！
好好看！！！！！
好看
woc
值得骄傲！！up好厉害！！！
太牛了
啊啊啊啊啊
啊大大
创造好幸福
哇神仙！！！
好好看！
好贵气啊！
啊啊啊啊啊好牛
大哥？？？？
UP主太强了！
这个手型好好看！
UP太厉害了
啊啊啊啊啊啊啊啊
姜sir!!!!!!!!!!!
呜呜呜
太强了
我天
值得骄傲的
没什么好给的两个硬币送你
哇偶
姜！
心态崩了
哇塞好好看
我都忘了我是看到姜sir才进的，up好厉害
小狮子真的超可爱呜呜呜呜
握草
我也是啊啊啊啊啊啊啊啊啊
也太华丽了
我要这币有何用
这个眼睛真的好美
这是一个男娃娃吗？
太精致了
太好看了啊啊啊啊
无敌好看！
妈妈问我为什么跪着看视频
首页通知书
帅哥好腰
看着它我觉得超级高兴欢喜！
艺术家的美！太有心了！
哇塞这个眼睛这张脸好空灵
大大好牛
太太太太太太太好看了！
。nb
我去好美！！
我的天
好看！
神仙姜sir
天呐
能摆出很多姿势？
真的超级超级好看！！这是什么神仙大大呀！！！
绝了啊啊啊啊！
前面那个，我连个bjd都不如
独一无二给他最好的
好好看——
好好看啊！！
啊
哪吒
好看
好像戚薇啊
手好漂亮
手好好看。。。^q^
太好看了吧呜呜呜
太美了！！！好强！
卧槽
卧槽
救命。好绝
？
真的好细致！神仙
真的不是女娲下凡吗
好厉害！！！
救命！！up主是神仙吧！
好神
阿婆主666
啊啊啊啊啊姜sir
本来奔着姜sir来的，后来的一键三连感觉是为了up，真的好用心啊www
这纹身好帅
太棒辣！！
大红大绿大紫就是这么好看！！
花臂大佬
我的妈呀，我要在英语报纸上看到您
www，up太强了！！！
啊啊啊啊啊啊啊啊啊，姜sir的声音啊～～～～绝了
蛙趣蛙趣蛙趣
我靠这个帽子太加分了
姜sir！！！！
啊啊啊！姜sir!
太好看了！
猫猫！
真的啊啊啊啊！！！！！
天哪！！！！！！！！！！！！
太好看了！
黑皮小狮子太好看了 直接戳中我xp啊啊啊啊啊
我的宝！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
救命家人们！！！！！！！！！！！我死了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
啊啊啊啊啊啊好绝
天哪太好看了!!!
卧槽
