哇，这个妆容绝美！！！
玉人真的太美了，孔子里面最喜欢的一个
古人审美杀我
太棒了
这脚好想
朕要这江山有何用
屏幕前的帝王们
啊啊啊啊太美了，发外网吧
卸甲卸甲
甜水巷
突然就可以理解了：接着奏乐接着舞！  
糖糖！！！
这里看的我头皮发麻
我看到的是这群舞者的努力！
给我看干嘛，推给皇上啊！！
有点硬
太美啦
接着奏乐，接着舞
用国家宝藏的音乐，那是古风的鼻祖
韩国要敢偷走这些，那还要韩国做甚
我也要白嫖
果然很能打
世界上又不只有啫喱水能定型，这话问得就像古代没煤气灶那古人怎么做饭一样
糖糖全名叫啥啊
六位帝皇完
有刺客
美如画
水印好评
朕要拿朕的江山养这些个美人儿
不加水印偷国必偷
甜水巷里的李师师~
好看
是《象王行》！
不要说赞了！三连一起端走！
帝王体验卡
你以为君王看的会比这个差么
一个个还把自己当郡主当帝王了？配吗？人家小姐姐跳舞不是为了给败类看的靴靴
水印防止棒子国偷盗
翩若惊鸿，婉若游龙
象王行和这视屏不太配啊
疯狂心动
这能怪朕？自此不上朝，再睡一觉做好梦（dog）
从此君王不早朝
八点就有472在观看
怎么能不心动！！！
唐诗逸
帝王提现卡
各位姐姐太美了
这也是我能看的？
音乐一起就想起河南卫视
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这你是皇帝你上朝？？
这个标题真牛
我高超又来了
我黄明皋又来了
杨贵妃
杨贵妃
从此君王不早朝
好美好美！
赞
是个人都不上朝
拓夫
卡塔拉快御水
怎么看像吴梦梦
接着奏乐，接着舞
太爱我们中华文化了
纯纯地王体验卡了
拜托古装剧多跟她们学学仪态吧
滴滴 
从此君王不早朝
从此君王不早朝
赐赏
从此君王不早朝
尔等退下，孤王今日不上朝
好活，当赏！
众卿退下吧，朕今天不上朝了
水印好评
从此君王不早朝原来不是骂人。是纪实
糖糖！
从此君王不早朝从此君王不早朝
把水印打在中间！
水印应该在中间，避免被偷
青绿青绿青绿！！！！！
好看！！！
爱了
水印!
兰陵王入阵曲？
今日不早朝
845个人你好呀
厉害
zan？直接三连
在中间会影响观感吧
怕小西八嫖了
美媚魅
下次一定
是我我也不上朝
不说了 先把币投上
通过中国传统舞蹈可以看出：电风扇起源于中国
唐唐在这里半壁江山啊
这个是糖糖的洛阳旧事
姐姐们都好优秀
谁特喵上早朝
这是李自成起兵造反的原因吗
开场炸
必须水印，不然小西巴又要偷
不打水印，就变成India，印度…，
彩 彩 彩
真的好绝啊啊啊！！！！
水印在中间更好噢
帝王体验卡
水印好评
文化nb症
河南卫视得有吧
帝王体验卡
2000人
TMD，我要重生
花无百日红
为什么我觉得很矫揉造作
从此无心爱良夜
从此君王不早朝，很难得啦
我最爱的孟庆旸姐姐！！
孟孟和糖糖好高频啊哈哈哈
红颜自古多薄命
柴门闻犬吠，风雪夜归人
这是让我们百姓看到了帝王欣赏的东西了
从此节操是路人
美死了
从此良臣不与君斗
从此天下难太平
逆水寒李师师
鸿音
接着奏乐，接着舞！
还得是象王行
水印好评，防止偷国人又偷
唐诗逸！
帝王体验卡
接着奏乐接着舞
织诗成锦
男足表示不参与本场讨论
这妆容太美了
白嫖失败
国家级舞团的台柱子自然是厉害的
给朕再续十块钱的
这是艺术，还扯在性上面的人掰开脑子看看都是什么玩意
水印可以加满 偷国太喜欢偷了
美人如此多娇
从此君王不早朝
王竟是我自己
贵族体验卡
把水印打中间，去都去不掉那种
我要是帝王她们一个都跑不了！！！！
1000+
拜托古装剧照这样卷起来
本次帝王体验卡剩余60秒
君王般的享受
各位，我的后宫三千还可以吧，可以就点个赞哦。
好活儿，当赏。
皇帝体验卡
白嫖失败
美太美了
火钳刘明
我超爱中国古典舞
接着奏乐接着舞
这些个姐姐比动画里的还要好看
2:091000
2倍速神了
接着奏乐，接着舞，帝王的快乐你不懂！
给我我也要当皇帝
冻死啦房间里看风景埃里克
接着奏乐接着舞
接下来都是我周子杰的老婆
孟庆旸也是首席
音乐一起也太快乐了吧
古代会用鱼鳔胶固定发型，并且许多编发都可以不用外物固定
江山有何用
你国家队怎么打
好看
1000+人，您们好啊
各位，接着奏乐接着舞
不错不错，深得我心  赏
奈斯   翩若惊鸿
国家队就是国家队，兄弟们这里面的我是真的喜欢啊
要是我是君王我也从此不早朝
水印击退了吃泡菜和吃咖喱的物种
怪不得以前有这么多帝王沉迷于看舞
不爱江山爱美人
搁我我也不上朝
太爱唐首席了
帝王体验卡
总于理解从此君王不早朝了
彩
有一种树胶，纯天然的，古人的办法多着呢
滴
滴~君王体验卡
水印好评
这谁不迷糊
帝王体验卡
从此君王不早朝~！
丞相，我悟了
君王不早朝原来是真的
这个水印可以啊哈哈哈
唐诗逸yyds
这还有小西吧的女团什么事儿？
我算是知道古代帝王为什么喜欢看跳舞了
666
哈哈哈哈皇帝体验卡
好美
糖糖
BGM:象王行
嘀 帝王体验卡
好家伙
众爱卿明天下午4点上朝！！！！
众爱卿明天下午4点上朝！！！！
众爱卿明天下午4点上朝！！！！
通知：众爱卿明天下午4点上朝！！！收到请回复！！
通知：众爱卿明天下午4点上朝！！！收到请回复！！
中国China
或者头油
绝美
水印
我不光要点赞，我还要投币收藏呢
也不知道街舞是个啥
一个能打都没有
老婆！！！
好，甚好，孤喜欢，重赏
水印好评
爱了爱了
水印好评
能不点赞投个币吗
我才是王
好美啊！
这音乐让我想起河南
滴！纣王体验卡！
棒子会不会切掉水印，放一半啊
绝了！
sx
今日当下我也能感受帝王的快乐
从此君王不早朝
就怕偷国去水印
接着奏乐接着舞
开头是什么节目的
这叫古风，不叫古代
众爱妃节奏奏乐接着舞
救命！
水印好评
防偷水印
这是我们穷人能看的东西吗？
在来一遍
朕欣慰，在座的各位通通有赏
抓紧三连，太棒了
就用刨花水定型阿
为体验卡续费
上什么朝？
谢谢你，河南卫视
我会疯狂看哭。。。。
这里应有赵聪老师的摆头
从此君王不早朝
从此君王不早朝
帝王的乐趣我体会到了
bgm是象王行
帝王体验卡到账！
帝王的快乐
好！给朕赏！
上早朝是不可能的，这辈子都不可能的！
河南台掌握了收视密码
象王行！！！
逆水寒
要我我也不早朝
救命啊太美了，姐姐仿佛踩在我的心上
还有什么惊喜是朕不知道的
美！
没有男舞吗？
帝王体验卡
太美了吧
刨花水和假发
有刺客！！！
夜夜笙歌到天明，朕再也不早朝啦
接着奏乐接着舞
美人们，为了你们，朕定会守好江山，护卿周全
接着奏乐接着舞
咳咳咳，我明天不想起床了
币给你了，再来一遍，没体验够
本丞相表示可以让她们来铜雀台吃个饭
王竟然是我自己
说实话我明天不想早起了
这么多人看1000+
中国•China
好家伙，当赏
皇帝驾崩啦
妈！
妈！
好看啊
象王行
好像看韩红版的呀~~~~
唐诗逸这一段真的很像我梦中的雪女啊
我去老婆
叮~您的帝王体验卡已到期，请及时充费
此生不悔入华夏！
我爱一根柴
投两币续续VIP卡
明天不上朝了
古人能在没有机械的情况下建造呢紫禁城和长城，你问怎么固定发型？有脑子吗
帝王体验能不能充会员（狗头）
彩！！
这不比芭蕾好看
哈哈哈，有水印，好评
接着奏乐接着舞！
黑黑黑黑 帝王体验卡
帝王体验卡
帝王也没有这个待遇看啊，这起码是仙帝体验卡
唐诗逸啊
体验卡
吴梦梦那个给我站住
我死后哪管他洪水滔天，哈哈哈
续上续上！！
绝美惹！
盲猜含唐量不低
只此青绿！
天哪太美了
2023年的春晚导演看过来，我们想看的是这样的舞蹈
祥乐绵不绝，众艺兹所出；本自天真性，甘露如泉涌。
来给朕接着舞~
朕甚悦
唐姐姐好美！！
古代办法不比现在人多的多。
一群我发配到后宫的老女人，看把你们景的
婀娜多姿
满朝文武，支支吾吾
太美了
唐诗逸YYDS！
我要君王也不早朝
美美美
请把水印打在中间 裁边一样偷
就这？等我十万年，我觉得我也行。
DNA动了！
cao
niu
我要过这种灯红酒绿的生活嘤嘤嘤嘤嘤嘤
别怪朕误国呀
BGM:象王行，国家宝藏！
糖糖力量美，绝世舞姬
接着奏乐接着舞
接着奏乐 接着舞
我还以为我不喜欢舞蹈，原来是没看过好看的
嫦娥姐姐呀
水印防偷
请问这是哪个节目的舞蹈？
达令？？？
华宵一啊啊啊啊啊
这才是艺术
太妙了，太妙了了
999？！
帝王体验卡
从此君王不早朝
我只能说我馋了！狠狠地馋了！！
彩！！
那个群舞是河南卫视2022元宵奇妙游
这个镜头切的好
难怪以前的皇帝那么喜欢看歌舞
冰肌玉骨
糖糖yyds！
啊啊啊啊啊洛神这段看成永恒经典！
现场不更绝？
申遗 思密达
想当个好皇帝得有多难
从此君王不早朝
君王从此不早朝
逆水寒
国家舞蹈首席：唐诗逸
逆水寒打call
去你的逆水寒，什么东西都拿来碰瓷
朕要这江山有何用！朕要美人！
唐诗逸 很厉害
继续奏乐  接着舞！！
体验结束
貂蝉
你们为什么不睡觉
这个节目是河南卫视报送的
美哭了！
!
难怪都喜欢当皇帝 我懂了
春晚节目看了都流泪
朕的生活就是这么的无聊！
防止小西巴的
太美了
富贵花
水印好评
好多都是逆水寒画面
接着奏乐接着舞
朕：活好！当赏！
防偷标记瞩目
君王从此不早朝
第一个琵琶那个是不是，逆水寒鸿音宣传啊
这水印绝了哈哈哈
唐诗逸，光名字就好听！
56个民族，55个能歌善舞，就一个啥都不会
接着奏乐，接着舞！！
是寡人之过也
建议以后水印飘起来，这样截不掉
糖糖一出场谁与争锋
点赞？就光点赞？我不能投两个币吗？
滴  帝王体验卡
现在她是我老婆了
我唐世杰爱看美女
仙子
棒子国：都是我的思密达
主子，可都还满意？今儿个翻哪位贵人的牌子？
《只此青绿》孟庆旸
朕也想早朝啊
文化复兴
这是我们凡夫俗子能看的么？doge
hgr看完得多崩溃 
桂花油
让包拯回衙办事，朕不见
还是现在好啊，以前咱老百姓哪能看这个呀，爱看美女哈哈哈
幽王竟是我自己
为何看到的全是牌面 唐诗逸
说像吴梦梦的我忽然精神了
这发型直接劝退
糖糖好绝！
从此君王不早朝  我特么是君王我也不爱早朝！
想起当年在秦朝当始皇帝的日子了
为啥历代都爱西征
不要停
来人，护·········算了吧，别来了，吾受得起
居然有719个人跟我一起在看
这还上个屁的早朝
丞相不欺我
多美啊
国舞首席不是盖的
体验卡到账了
没有胳肢窝没有毛！差评！！！
我竟有枭雄之资
我
《只此青绿》!
仙女
二刷
天天那么早起来上班，谁乐意，美女不香么
山楂啊~梨
不打水印会被棒子国偷走的
帝王体验卡
是象王行
动态水印难去
从此朕就不早朝了，诸卿没意见吧？
点赞购买帝王体验卡
唐唐
不怪纣王
老祖宗打西域不只是为了马铃薯
水印好评
从此君王不早朝
杀疯了
古代贵族好爽啊
上朝？上个屁！！
我算是知道为啥要当皇帝了。
从此君王不早朝
给朕接着奏乐接着舞
火龙果
也不能怪阿斗不思蜀
水印好评
6666
白嫖失败
这也太好看了呜呜呜
我算是知道为啥要当皇帝了。
中国古典舞者都是神！
受命于天，既寿永昌
桂花油也是一种吧
好，好！
绝绝子了
从此君王不早朝
今天早朝，都退下吧
这隔我我也不上朝啊
您的帝皇体验还有一分二十秒！请及时充值！
帝王体验卡
哇，我是小可爱君王
开玩笑，皇上是光看跳舞的人么
纣王不早朝还是有点原因的
好美好美
这是免费能看的吗
彩
帝王体验卡
水印好评！！！！！！
朕爱江山，更爱美人
1
这能怪纣王么？换我比他还昏啊~~~
打了一辈子仗还不能享受享受嘛？
绝世舞姬
帝王不早朝的
满月女王 绷不住了
这不比棒子的擦边舞强多了
好看
太短小了
耍剑的片段太短了
惊鸿一瞥
糖糖疯狂杀戮
诗舞乐起源于上古神话时期，我们算骨灰级国家了
超级好看
超级好看
戴眼镜能跳舞吗
笑死我了，小西八小八嘎
难怪以前的皇帝吃饭都要看歌舞，我筷子都掉了
这是我不花钱能看的吗
好帅
来啊 给我重重地赏（俩币（不是
飞天
河南占一半
国家舞团首席 唐诗逸
孟庆旸
吴梦梦站住
想不到老臣今日能看到如此之多的美女
1
都是我徐浩鹏的
美美你的
我爱敦煌风
接着奏乐，接着舞
接着奏乐接着舞
喝多少啊？我有尿结石，我先上！
打了一辈子仗，就不能享受享受了。
这是我该看的？？？
简直就是壁画活了
怪不得帝王得开疆拓土，不开疆哪来的各族美女……
太美了，绝了，中国美！
好，接着奏乐接着舞哈
不说点赞我已经沉浸式帝王体验了
水印好评
哇哦，水印china好评
眼不够用了！
爱江山更爱美人
传令下去，今日罢朝，寡人要与爱妃共舞
这玩意哪里好看了
我要续费接着舞
接着奏乐接着舞
就得弄水印
只是我不交钱就能看的吗
朕心甚悦，赐之以三连
水印好评
DNA动了
各位皇帝，我悟了
这标题如此嚣张
--------------+++++++++++++++++++++
想穿越回去当皇帝
泱泱我中华民族！！！
啊诶
只此青绿封神啊
1000人在家看·却只有1018调弹幕·就这么好看么？？？
兄弟们 直接拔刀吧
皇帝的日子是这样的吗
太美了
皇帝体验卡
您已开启帝王体验卡
各位皇上，咱们还上朝吗
不能怪皇帝昏庸  是我我也一个样
古代帝王的快乐
气质拿捏
孟庆旸
来了
我好快乐，美女
这才是赏心悦目
当帝王真好
朕很开心
中国现代文艺复兴
皇帝体验卡一张
都娶了
前面吴梦梦的别走
妈耶子 姐姐们太美了
技术活，当赏
帝王赏
我终于在有生之年体验到了王的快乐
这还上什么早朝
赏！
看了诸位的表演，越发觉得古时候的圣明之君不容易啊！！！
舞剑好飒
朕甚悦，赏币二两。
来人啊，重重有赏！
虽然看不懂舞蹈，但感觉很厉害的样子
这怎么也能和国足扯上关系
自此君王不早朝
好美啊
英姿飒爽
水印好评
韩国棒子抄不走了
好！给朕赏!
从此我不再早朝
美女我好爱
妈耶，离我好远
要我是皇帝我也不上朝！
要是我，天天早朝………………就看这个
？
？
我爱一根柴那个你想笑死我
给寡人重重的赏！
水印
我要是君王我也不早朝，这谁扛得住啊
这能怪帝王不早朝么？
好美！
皇帝竟然是我自己！！
仿佛兮若轻云之蔽月，飘飖兮若流风之回雪
又来，这个题材的没必要整这么多，而且bgm全一个调
晚上做梦的素材有了
满月女王那位你要笑死我
从此君王不早朝！
我超！这个剑鸣出来真的杀我！
这标题好嚣  好低调
接着奏乐，接着舞！
知道为什么古代帝王为什么要有三宫六院了吧，因为男人差不多都是一个想法，都想把美好的东西..............................
从此君王不早八
姐姐杀我
皇帝体验卡
老脚
不是男足？？？？？？，，，
好活当赏
我很满意，三连了
孟庆旸！！！
接着奏乐接着舞
怎怪君王不早朝
糖糖雨霖铃
梦梦只此青绿
殷硕和梦梦的心应胡旋
你以为圣明之君就不看这些了吗
快！给朕续上
水印棒棒哒！
好美
弹幕好多incel
水印好评
接着奏乐接着舞
这个民族自信 我能吹一辈子
岩王帝君体验卡到账
：：
帝王的快乐
都是我廖梓烁的
China
China
China
China
China
从此君王不早朝
河南节目越来越棒啦
赏，重重有赏
硬核水印
点了
我看谁还早朝
是个技术活 该赏
貂蝉呜呜
从此君王不早朝
小辣椒呢
我忽然体验到帝王的快乐了
进度条——危！！！
水印好评
从此君王不早朝
爱了爱了
太模糊了就没有清晰的嘛，我都设置还视频画质最高的了
姐姐们都好美啊！！！
好喜欢 女生好美好诶！！！
华流才是最叼的
↑ 呃呃呃 自律的人会合理安排劳逸时间
我韩翔宇，全都要……嘿嘿
朕的体验卡！
象王行
我要是君王我也不早朝
文艺复兴了
孟慶暘！！！
好美啊
哇
太美了吧
这也太漂亮了
啊啊啊
妈呀
好绝
从此君王不早课
太喜欢了呜呜呜
这个是五星出东方剧目的一段
全部纳入后宫
咋没有朱鹮啊
我要是皇帝天天不上朝
用芦荟可以，切开直接摸抹
帝王体验卡
古代帝王不早朝是有原因的
万朝来拜的感觉
朕心甚慰
举了
漂亮
唐诗逸！！
从此君王不早朝
国家队才是真的牛逼
来人
从此君王罢早朝
从此君王罢早朝
帝王的快乐我们感受到了
舞剑太帅了
从此君王不早朝
WOWOWOWOWOWOWOW]
从此君王不早朝
接着奏乐，接着舞
太值得我一个三连了
甚好，赏——
携 诸帝同赏！！！
实属震撼
China
别啊，我不想结束
商纣王看到了可撑不到第二天
众爱卿有何见解？
满朝文武为何支支吾吾
水印太小了
头皮都发麻了 好美啊
倭个屁
以前的人真会享受
韩国：这些都是我的。
首席爱了爱了
象王行plus真的好震撼
颜值拉满~~
666
师师我可以
这个好美！！！！
孟庆旸
我也想当帝王
赏
给个皇帝也不换
接着奏乐，接着舞
美啊，实在美啊
果然好看的都上交国家了
帝王卡充值成功
糖糖啊啊啊我好爱她
接着奏乐···接着舞····
哪里有洛神
啊啊好好看，想抱走！
编舞就是个傻子  为啥都是低眉顺眼的
水印奈斯！
我有点理解唐玄宗了
爱了爱了
糖糖！
曲裾转起来好美啊
爱了
什么吴梦梦，跳舞这个叫吴梦梦吗？
水印好评
啊啊啊都是老婆
啊啊啊都是老婆
太美腻了
帝王体验卡
含糖量爆表
..............................................
皇帝的快乐？
国家队警告
接着奏乐，接着舞！
爱卿的奏本等寡人看完歌舞再说！
舞者的高光时刻
炀帝竟是我自己？
今天罢朝，寡人累了！
从此君王不早朝
接着奏乐接着舞
享受了当皇帝的2分多钟....
国家队YYDS
水印可以再上一点点
能文能武！能柔能刚！
谁知道这个BGM是啥
还是皇帝好啊
受命于天，既寿永昌
从此君王不早朝
好美！！！
求。。BGM。。
这个女孩上过天天向上，挺漂亮的
接着奏乐接着舞!
应该都很贵吧
帝王体验卡-1
春晚里面觉得最美的一个节目
好活，当赏！
唐诗逸
谁看谁不迷糊啊
这个作品冒号意思是国家队（这个国家队里也包含视频里跳中国舞人）说的意思，我是这么理解的。​
糖糖
只此青绿！！！
传统文化发展起来越来越多人重视，也越来越多人知晓。
来人啊！把朕抬下去
皇帝体验卡
帝王体验卡
好喜欢这种红
从此君王不早朝啊
您的君王体验卡就要到期
帝王体验卡
君王不早朝，是特麽有原因的
河南卫视
无可挑剔，美！美！美！
美！！！！！美！！！！！
赏你俩币
漂亮
不打水印的话，出现在YouTube上就会成为棒子偷国的了
接着奏乐，接着舞
理解吴三桂了
从此君王不早朝
一舞剑器动四方
这是朕能看的？
好帅
yyds
妆容真好看
放在古代，我能看这个？
帝皇：朕得赏赐几枚火箭
诸位都是我王惠萍的老婆！
我知道古代帝王的感觉了
下辈子让朕也能快活快活
春宵苦短日高起，从此君王不早朝
滴！帝王体验卡
糖糖是唐诗逸的昵称
如果宇没受伤，迟早有一天他也会在这个视频里的吧
绝了
太爱了
缺一点丰腴美人的意思，只是现在审美偏差太严重！
八佾舞于庭
你们的老婆…真漂亮
好！！！！
曲裾深衣！！！
好美！
水印好评
君王不单能看，还能随时拉入怀中摸摸哦
今年春晚还有汉服表演呢！都没看
小心偷国人！！！！！
昔有佳人公孙氏，一舞剑器动四方。
冰上敦煌花式滑冰
杀疯了 杀疯了
楼兰
都是我刘洋平的老婆
好 朕重重有赏
美哉
水印好评
从此君王不早朝
唐美人的巅峰时期了
剪的超棒！
6666
能不能别发帝王体验卡了，感觉真奇怪，
做帝王的确快乐！
接着奏乐接着舞
赵小棠？？
美人~美人~都是孤的！
救命真的好美
姐姐我可以!
鸿音？
作者乱入
快藏起来，别让韩国人看见
帝王体验卡
‘
重重赏！！
王的日常
王  的   日  常  ~~~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
从此君王不早朝，从此君王不早朝，从此君王不早朝，从此君王不早朝~
看哭了
泪目
虽然很鄙视，但是皇帝渣也是有原因的，这谁忍的住啊
别说君王不早朝，搁谁谁不迷糊
个人感觉一般般
接着舞
这是我能享受的么，这是帝王的享受哇
为啥有水印，是怕宇宙国申遗吗
滴！帝王卡！
赞
突然懂了帝王的快乐
滴，上朝卡
滴！成功刷卡
我的后宫借你们看看
您的帝王体验卡即将到期！
这个转身我能记一辈子！，！
帝王体验卡到账
爱妃呀，朕的爱妃
美死了
接着奏乐接着舞~！
漂亮
赏
老祖宗喜欢的东西我也喜欢！
仙界女sheng
仙界女神
象王行！
帝王体验卡
哦～美人~朕的美人儿~
知道为啥君王不早朝了吧
我要当帝王！（震声）
今日我是帝王
惊艳
滴!老年优待卡
河南卫视德耀中原
水印好评
赏！都给朕赏！
此间乐，不思蜀！
很飒
皇叔的快乐我体会到了，接着奏乐，接着舞！！
我突然明白底下水印是干啥的，这不就是为了防泡菜国吗
白嫖帝王体验卡～dogo
美丽动人
他们跳的 优雅，好有力量感 
帝王体验卡
帝王体验卡一张
从此君王不早朝
滴！！帝王体验卡！
我要是帝王活不过三更
自此君王不早朝
水印打的真好
支持中国传统 3连啊兄弟们
接着奏乐！接着舞！
糖糖！
看到这我都哭了
青绿真的好好看
爱妃快到寡人身边来
买噶的
额滴全是额滴
好看
都放开她这是我的
帝王体验卡即将过半。
皇帝体验卡 _滴！
嗨嗨嗨 ，我又来啦 。我想当帝王 
这专场太棒了
您的帝王体验卡即将到期！
我的爱妃们哈哈哈哈哈哈哈
帝王体验卡
棒子：有水印，麻烦了。
很好，准备篡位了
老婆！！！！
滴∶您的帝王体验卡即将到期
汉家天子
耀我中华！！！
bgm:象王行
唐诗逸？
这谁不迷糊
怪不得古代君王天天看跳舞！
怎么可以这么齐！
只此青绿绝
努力，赏角砂糖三个
帝王竟是我自己
男模
朕，甚是满意
帝王体验卡
纣王体验卡
逆水寒还是可以的
这才是那治病的良药啊
这才是那治病的良药啊
quehisi++++++
滴！滴！帝王体验卡
这不是洛阳
帝王体验卡
好，好活当赏
音乐是什么？超好听
唐诗逸《鸿音》
象王行是真的好听
《五星出东方》
唐诗逸《梦回长安》
唐诗逸《洛阳旧事》
唐诗逸中美舞林争霸《水月洛神》选段
唐诗逸舞剧《孔子》选段 玉人舞
唐诗逸《西河剑器》
帝王体验卡！
王的快乐啊
系我爱一碌葛
这是我能看的吗，我是不是在做梦
以二币续费帝王体验卡
既要处理国家事务，又要做个明君，古代君王真难
水印防棒子
好！
魔法公主
