排面
别刀了呜呜呜呜
痛，太痛了
娘娘救一下吧，我献祭我四个队友的阳寿
永失吾爱，举目破败
阿这
上一个铁匠是奥恩
好漂亮呀
云缨:又来活了？
？？
虽然感觉有点中二，但听了还还想听
泪目
我的妈呀 好甜 我的天 呜呜呜呜
武藏武藏武藏，你变了个模样
亚索？
好像亚索
此刀，也是你配用的
千子村正
宫本武藏天下无双
我超见鬼了
天赐匠法，精心锤炼
阿通如果做成英雄，因该是法师或者辅助
这里应该是宫本想起地震了
拉手手了
有刀 我看到了藏着的刀
我只是豆腐佬
卧槽
尼玛这个CG真顶
咋没人呀
注意现在脚上没袜子
用命做皮肤‘
s3千场老宫本特来报道
阿通本来就是宫本原著里的。。。
未闻花名
阿通你是在和马化腾对话吗？
他头好大
真像武藏在扶桑比贱的样子
已经好多招了
大佐口音呢
你他么过去啊啊啊啊
阿通！她在哪里？！你为何！
这不亚索吗
Homo特有的无处不在（恼）
杀狗啦
天下无双！
怎么掉帧了
宫本:别这样，会被削的
好啊，好
不应该说日语吗？两个日本人
这里好美
有人吗
她还记得他的每一句口头禅呜呜呜
哎
我与阁下无冤无仇，为何刀我
这要是老宫本三段神速受这气？
小王啊，要不咱出个电影吧
武藏，疾风亦有归途
后面要和李白打
声音好听
做的真好啊，后面的歌也好听
绝了，这cg
古尔丹，代价是什么呢
出个阿通
我真的。哭死
以后有个英雄就是阿通了是吧
鬼谷影业
泪目
鬼啊！
啊啊啊啊啊我爱阿通
这跟霸王丸好像
细节，扶桑多地震唉
干嘛要说日语啊操
不做车手，做豆腐佬。
蚌埠住了
他们在唐朝啊
阿通好像冰冰！！
阿通！好绝
只狼？
天下无双是吧，奖励一个亚瑟
拖里呀 给捅
语言不是槽点，中国角色在日漫里不是照样说日语？
阿通可爱捏
为什么你们游戏里做不出这样的脸蛋？？？？？？？？
地平线的长颈鹿？
是女娲
痛，太痛了
白哥救猫
痛，太痛了
跪求出个阿通的英雄
谢霆锋！！！！！！
伊苏尔德，你为何
能不能复活啊通 啊通！我的啊通！痛 太痛了！
阿通好可爱
可爱可爱可爱啊啊啊啊啊啊啊阿通
神仙阿通
一血无法触发“是在下无敌啦”，超神无法触发“天下无双”
那个心中的一心我没绷住
想起了大叔盖聂
明人不说暗话，我喜欢阿通
啊痛咧个痛
你做长一点的话就更美了
痛！太痛了！
为什么会飞
有刀
可爱捏
我与曹贼有何异？
天下无双！
我靠我靠
新英雄
三招大都刷不出
别逼我哭给你看
一血超神击杀语音怎么没有了？
徐福出来挨打
这版的宫本这么帅的吗？
感情戏来了
阿通叫我回家了
女娲的声音
真三国无双说日语不说？
宫本武藏普通话学的不错
王者nb！！！！！
所以宫本的位移加强了吗？
宫本武藏，天下无双
林教练是你吗，林教练？
宫本武藏，天下无双！
造的刀嘛
活见鬼了
确实像王冰冰
痛，太痛了
快去找太乙真人！
刀
感觉一切都太突然了，但回来就好
就陪她嘿嘿嘿
这个表情好像小玉啊
徐福，做鬼也不会放过
眨眼补帧
唐。。。。昊。。。。。。？
太痛苦了
雷神兽是吧（滑稽）
宫本:好社死啊
果然是被游戏耽误了的动漫公司
跟着遣唐使来的  
要是第一版宫本，武藏一个风墙，不就挡住阿通后面的石头了吗？
丞相我悟了
痛，太痛了
我的硬币失守了。
阴间打铁匠 蒸
盾山Mvp
那么古尔丹代价是什么
没有异域风情
快去请太乙开大！
痛，太痛了
这CG我吹爆！！！
哈撒给
徐福
徐福老贼
我要打十个
抽帧映画
痛失吾爱，举目破败
坐标之力
暗示李师傅刮痧
是在下无敌了
那么，古尔丹，代价是什么呢？
和服和唐朝女子的服装差不多吧
宫本武藏，天下无双
宫本武藏，天下无双
你是一个一个一个
宫本这肩缩的，好憨啊~
日本地震
焯
哭了
手透明要消失了呜呜呜呜哇~~~
痛，太痛了
长安假日
会不会用大招往你锁了不就能锁血了吗
开大的xswl
阿通好可爱
公孙离声优
你俩咋能飞
女娲声优
来多了打不过
好刀
宫本你的纯度太低了
回忆杀
每一天是吧
啊，什么时候再改好匹配机制
卧槽，
痛，太痛了
猪八戒：啊对对对
李白本体
登陆界面看到这的时候好担心下一个镜头阿通就不见了
这个脸好像瞳子啊
爱了
之前不是宫本找李白吗
来多了我可打不过
可爱
怎么啊通声音有点像我云缨老婆
我只会心疼giegie
阿通喊的那一句没被李白听到
好美！！
这个cg巨感人
还有高手
你是一个一个一个挑战者啊啊啊
注意阿通这里的手已经开始逐渐透明了
Cg永远滴神
 1.5
明明是志村妙
那么，古尔丹，代价是什么
宫本武藏，天下无双
老婆！
宫本武藏，天下无双
庝，太痛了
宫本武藏，天下无双
宫本武藏，天下无双
西安城墙
宫本武藏，天下无双
或许是大胡子不符合现在年轻人的审美了
日本人怎么跑中国了？？
哭死
阿痛李耶克痛
这一喊，喊的我心脏一颤
稻妻
在下已经无敌啦～
做动画去吧，别做游戏了，受不了
小次郎
天下无双
武藏是你的剑？
武田信忠和胡桃是吧
动画公司那个哈哈哈哈哈
好可爱
这不是冰冰嘛
腾讯全家桶 
开大啊笨蛋！击飞就躲开了！！！
阿通真tm漂亮
眼珠子咋着大个儿啊
我超，这也能蒸？
出个英雄啊通吧
大叔老公
阿通更～
痛，太痛了
哈哈哈好可爱
年轻人，为何总是那么好斗
怎么一股阿汤哥的味道
想挑战的排好队，一个一个来
快去请太乙真人和孙膑
怎么像狐妖小红娘里的蜉蝣那集
出个啊通出个啊通
出个啊通
索隆
出个啊通
经典
出个啊通出个啊通
三招刷不出大
“你的剑太重了”能提起沉重剑刃的手，握不住飞舞飘落的花
好哭
你只是个超级兵
刀了刀了
超级兵
徐福，做鬼也不会放过！
你不是没实力，你就是不想好好做皮肤是吧
两个日本人说中文？
太牛了
你怎么说中文啦
宫本武藏，天下无双！
山川异域风月同天
宫本:完了，我社恐了
有刀，快跑啊
织女表示很熟悉
大情种
奥恩？？？
佛耶戈:这我熟
打不过姜子牙?女娲是已经重伤了，姜子牙一样畏惧
宫本武藏，天下无双
啊痛，啊痛，太痛了
天下无双
宫本武藏，天下无双
大型纪录片:日本人在长安的一天
宫本武藏，天下无双
代价为菜壁
树枝:？？？？要折了要折了
宫本武藏，天下无双
宫本武藏，天下无双
代价为菜逼
还是刀了呀
开大的是更快把阿通送走吧哈哈哈哈
天下无双
痛彻天灵
超级兵，没技能
千灯之约！！
还有高手？！
泪目
这是阿通给武藏准备的生日礼物，刀死了
这才是李白，哈
你用船桨敲他脑袋啊！
老公
狄大人不会参与论剑哈哈哈
她的双眼，映出一整个令我平和欢喜的世界。
还有高手？
日本人说中文是吧
如何证明武藏是超级兵↓↓↓
太美丽了长安
宫本武藏，天下无双
眼泪止不住了，又甜又虐
要哭了这句语音
啊啊啊是可爱的阿通
对抗路的禁忌！看到了吧
cg真的用心了
但凡王者有cg这么用心
万人血书，请求李白无双重启！（1/10000）
阿——通——
永失吾爱，举目破败！
老公！！！！
时长感人
tm是太刀，什么剑术？
会复活？知道了来的是苏烈
什么迪士尼公主啊
这特效
哈撒给，通里呀噶通
原来天下无双的意思是，从此一个人。​
好中二不过我喜欢
原来天下无双的意思是，从此一个人。​
迪士尼给你寄律师函啦
不是卡成PPT，这种画风就是这样的
呜呜呜，原来天下无双的意思是，从此一个人
可以的，日本人说中国话
好瘦的宫本武藏
上一个无敌的
宫本武藏，天下无双
没有大佐口音
homo怎么无处不在唉（悲）
宫本武藏，天下无双
原来天下无双的意思是，从此一个人。​
宫本武藏，天下无双
这故事是不是可以用在干将莫邪身上
宫本武藏，天下无双
宫本武藏，天下无双
服部半藏？
天下无双
天下无双
阿通哏儿～
宫本武藏，天下无双
天下无双！
啊萤火之森既视感一袋一袋哟
徐福
弗耶戈：谁叫我？？？
这个转场好卡啊，是我手机的问题吗
炼，都可以炼！
(T ^ T)
只狼尸体视角
都是网红脸
天下无双
橘右京:没错，就是在下
你竟然是这样的宫本！
这怎么没有扶桑口音啊
封面我以为是风云
这宫本怎么那么瘦弱
快开大，骑她脸
橘右京:没错，正是在下
宫本武藏，天下无双
日本起源不就是中国移民吗？日本唐朝会说中文很奇怪？
白哥还是那么帅
大理寺再次申明狄大人不会参与论剑
游戏里面唯唯诺诺动画里面重拳出击doge
别等姐被别人暴走，自己流泪唱反方向的钟
破败王是吧
这里是油画吗？
最后的武士那个剪影场景 
长得好像冰冰呀
代价为十辆大铲车
CG限定皮肤
但是有扶桑
徐福:终于不是老子都锅了
因为我扣1复活了
don't back
琳，以苏尔德，阿通
阿通，喊出这句话的时候，泪目了
樱花妹！
橘子：阿没漏根
这不比峡谷好看？
三招：1，1，2，溜了溜了
这CG导演有想法的啊
太好看了
瘦猴子
佐佐木小次郎
痛，太痛了。
绝对是女娲，神话人物目前只有女娲符合条件
好美
抽象派阿通
伊苏尔德，这是为何
断了就是另一回事了
痛，太痛了
先赊一把名刀
爱了爱了
她俩真的好甜
宫本武藏 天下无敌
宫本步兵
痛，太痛了
宫本武藏，天下无双
1.7万人别躲了！
一日看尽长安花
天下无双
宫本武藏，天下无双
宫本武藏，天下无双
怎么有点溜肩
宫本武藏，天下无双
好长
中二拉满
来多了我打不过
璃月？
天下无双！！！！！！
小次郎
哑巴男友和话唠女孩的日常
主要是一起上也打不过
痛，太痛了
就算较真盛唐时期日语也贴近中文，战国之后才趋于成熟
宫本武藏天下无双！
痛，太痛了。
唐唐唐唐
这猫和阿通好像
痛，太痛了
建议屏蔽：日本，日文
这里宫本剑气cd没好
明明一技能能挡住飞行物
这话听着耳熟
才        
你小子，要刀我是吧
宫本武藏，天下无双
抛下名誉便只剩下苟且
下一任破败王
真不熟
天啦我要磕死了啊啊啊啊啊啊啊！！！！！！！
天照大神
等呀，以前的故事里啊，他不是死了吗？怎么现在复活了
穿梭在银河的火箭队（幻视）
刀了刀了
《奖励武藏》
剑，岂是如此，不便之物
1打5
宫本武藏，天下无双
说这是真李白的你们是魔鬼吗
不是地震，是血族入侵了
亚索，是你么？
17w
蒲元：没错就是我
泪目
小次郎是吧
这个画风也好好看
天下無雙
小王，这次弄的不错
-
树枝：你了不起，你清高。
剧情强行个毛，本来就是个人cg动画，前面也没啥铺垫哪来的个剧情推进
接4招就开大了，
无极
吔！
佐佐木？
宫本武藏 天下无双！
为啥俩扶桑人在用中文交流啊？
有种剑心的感觉
你口音都没了是吧
宫本武藏 天下无双
宫本武藏，天下无双
这个表情
宫本武藏，天下无双
佐佐木!（确信）
是在下无敌了
寄
芜湖
寄了
作为铁匠太瘦太干净了
宫本武藏，天下无双！
有李淳罡 重返陆地神仙的味道
1.5万+打卡
秽土转生吧
哈哈哈哈哈哈哈
李白好帅啊
阿通已经变成透明的了qwq
宫本感觉年轻又瘦弱，形象是老宫本我感觉反而更好
啊这，处于环太平洋火山地震带
李白:???
前面的，宫本一技能CD还没转好，剑气出不来
三国杀乱入
小次朗
是在下无敌啦
你是一个一个一个剑圣啊啊啊啊
啊？这三渲二？
赠送+10好感度
痛，太痛了
这声音，奈斯啊！
雷神兽误入
《风姿物语》天草四郎
亚索！抛下名誉便只剩苟且！
啊哈哈哈哈哈哈哈……是刀……啊哈哈哈哈哈哈哈
这确定不是冰冰？
来到王者大陆最高城——长安 太美丽了家人们！
橘右京：？
hhh
怎么哪里都有Homo啊（恼）
傻孩子快跑，全是刀
这不亚索吗？
太痛了哈哈哈哈
宫本武藏，天下无双
我觉得这里因为宫本在回忆，所以才换的画风。
天下无双！
生日惊喜是那把剑
想挑战的人排好队，一个一个来
痛
没错，就叫宫本
腾讯全家桶里有刀
我愿意承受任何的诅咒来拯救我的人民
和服好家伙
有刀！！！！有刀！！！！跑啊！！！再不跑来不及了！！！
好像金城武
泪目
竜神の剣を喰らえ!
托尼阿通
这一幕似曾相识，好像看到了白蛇缘起
迪士尼脸
握草！冰！！！
你这个长安城什么时候做出来啊，看你这美工不是建模都建号了？
最后抱着是又没了
就陪我过两招
哒咩 有刀5555555
橘子：阿对对对，正是在下
在宫本眼中只有阿通是高清的。。。
出个阿通吧，我哭了
真的像我冰冰！！！
出个阿通，陪着宫本吧
我有阿通在地狱等我，你呢？
可可愛愛
还真有阿通啊
这不是灵笼那个谁的配音吗
澜朋友之后，又被看哭
能群殴，何必单挑呢
只狼
王冰冰？
好可爱
痛！！！太痛了
痛 太痛了
变成超级兵了
无双，指自己一个人
召唤亡妻了属于是
这个眼镜好吓人。太大了。不自然
怎么像王冰冰
质量好拉
这是只有武藏才能看到的，是刀快跑
宫本：装作不认识
啊啊啊啊我死了太棒了
你是一个一个一个武藏
宫本武藏，天下无双
女娲配音？
无敌的我。。。。又迷路了
可以慢慢看完
接着削
冰冰
啊！
宫本武藏天下无敌
佐佐木小次郎
闪现CD中
血族，还我阿通
哎呦甜甜甜
代价是一辆大铲车
天赐匠法，精心锤炼。
普通话讲的确实流利
哇!
黑爪会重建你父亲的帝国
逼王
我们是穿梭在银河的火箭队
全宇宙还都说英语那
哈哈哈哈
亚索是吧
梵高（确信
阿通
啊痛快强子
鬼子
好脆
旧版李白的衣服
泪目！
大个的步兵
不是亚索嘛
那就削！
这个宫本太清秀了
哇，这个手真的细节，一看就是练舞打铁的手
卧槽这制作
王者怎么不拍电影呢，比游戏还要做得好
确实有点像冰冰
痛贯天灵
宫本为什么不说日语
陪我执翻剂
为什么你变年轻了，超级兵
我逝かん 倒るる野辺の花褥 君に背を向く 六道の辻
哭傻了已经
三招：一技能，二技能，三技能
宫本：还是埋了吧
塔塔开
乘风归！
女娲逼格是真的高
要刀了，快跑啊
黄衣服的是橘右京
然后第二天宫本被人群殴打的鼻青脸肿
奥恩?
宫本武藏，天下无双
不是刀客吗
宫本武藏，天下无双
宫本武藏，天下无双
超级兵天下无双
请问是绘梨衣的配音嘛
天下无双！
女人只会影响我拔剑的速度
正确的
哇 老婆好美
原来最强的对手，宫本和李白，现在都成超级兵了
学蜘蛛侠平行宇宙降帧吧应该是
孔明都能说日语，宫本说汉语有啥奇怪
小明手办！好馋！
说日语的，你见过日本人的动漫里中国人说中文吗？
简称：人造人
哈哈哈哈哈哈哈哈
这段画风大爱
木木木…木牛流马？
