排面
1
我是第一哈哈哈哈
第一，我先说：天下无双！
怎么还真是复活呀
太帅啦
老婆！
这段水雾效果不错
打铁人
哭死
《兰陵影业》
暖心了
这里李白的瞬间加速度这么大，旁边场景没有一点互动……你改成空中屁动力加速或者化光离开我都当你努力过了
奇迹？
感觉有单刀阿
挑战的都是ADC吗，大都刷不出来
小次郎
阿通好好看！
李师傅别刮了
这个瞪眼好像杨颖之前古装剧里的瞪眼
真的有刀啊
阿通好可爱
阿通好好看
哈哈哈哈哈阿通好有趣
卧槽王者竟然有诚意
这画质6
奕星       明世隐        裴擒虎的小人
马上，无敌的我，又被削了
天下无双
我只是个干将
要哭了
这不星球大战的运输船吗?
早早早
宫本：好尴尬啊
抽帧动画
天下无双
顶啊
声音好熟悉
我慕容云海。。。
女娲？
真的挺《可爱》
天下无双！
太好看了吧
老公你谁
天下无双
阿通好好看
感觉这个形象宫本身板有些单薄
这段美术风格真棒
猫:你礼貌吗
好像王冰冰（doge
辣手摧花
感觉有刀
后面绝对刀
这一段回忆画风好棒
别啊，抱她
活字印刷
原来这身衣服是阿通选的
我只是个铁匠，我没有他们那样的实力（bushi）
这是一帧一帧画的吗？
和服吗？
她的眼里都是他
说沧桑的后面就有了。
md看哭了，这个做的真好
最右手边的是李白
云中CG的骆驼！
突然知道地狱之眼平安符的意义了
泪目，阿通复活的代价是必须说普通话！
刀啊刀啊
好手艺
《真可爱》
这个木头动了
阿通并没有死，她只是变为了艾琳
阿通：听我说谢谢你
失去一个人，肯定会日渐消瘦啊，感觉连活下去的动力都没有
这油画风吧，，
别让等待  成为遗憾
3d动画做的  渲染风格
卧槽 平安符
扶桑唐昊？
长安真美！！！！
我哭了
给观众老爷们上刀
别刀了啊啊啊啊
上一个铁匠还是唐昊
三千加观看，弹幕没几个
阿通，不要啊。。。。
别啊就一天
嘻嘻
哭了
入迷到忘记发弹幕了
是刀
天下无双！
好细的腿
汪!（我为什么要叫啊啊啊啊啊啊）
能跟宫本不分胜负的只有佐佐木小次郎了
我的阿通没了。。。
你终于知道牵手了！！！！
那这里就不算和服，唐服才对咯？
李白前期是无敌的
看把沈梦溪吓的
分手不就 看了挺难过的
眼睛比嘴巴大 什么科学怪人
油画
是水粉吧
cg封神！！！画面绝了
出徐福好吗我上号锤爆他
6
贤者的庇护
全世界都在说中国话
天下无双
开始变透明了！！！
牛魔开大了
痛，太痛了
一两灵魂三枚铜板，我出十两可否
此CG高能再次拉满！牛皮！
由于2技能位移太短，没有救到 可惜了
泪目
鬼剑武藏：徐福 做鬼也不会放过你！
这才是李白
这脸好像云樱
不要不知好歹，还不是因为要说给你听（doge
应激反应了
登陆时看的看哭了
哒咩！！！！！
这个画风爱了爱了
别刀了别刀了啊
这里画面好美啊！！！！
你位移太短了
不！我的阿通！！！！！
龙珠是吧
穿越轮回，只为找到你
阿通好久出啊
没有胡子没有那种沧桑感
什么人工智能
啊痛！太痛了！
说日文你听得懂吗？
什么破败王
牵着他手一块走啊，笨蛋
哈哈哈哈，好可爱
哈哈啊哈哈
我进去的时候点了静音，CG动画没听到，不然我也不会点开这个视频。
啊～～嗵
鬼！
阿通！阿通啊！
出名刀是吧
可爱
这算是香囊，还是御守
水淬凉一半
哇！！！这儿可爱极了！！！
三招太少了，我站着让他刷大
啊啊啊啊啊啊啊啊
日漫全世界的人还都说日语呢，给中国人看他们还在长安咋就不能中文了
别争了这里设定在唐朝和服何唐朝的服装很像很正常毕竟就是和服就是仿的唐朝服饰
真的杠精
海的女儿
天下无双！
阿通也挺漂亮，就是看着面部比例不太协调
真是用心做CG啊
确实  很像baby
阿通如果出来的话，会不会是下一个云缨
啊通
鲁班背上的猫？
此为，千灯之约。
真的太好看啦
天下无双
两个日本人交流用中文
超级兵转世
哎呀手不听使唤了，赶紧点根儿烟
通里啊给通！
这个画面画风好美啊
细节啊
囍
前面有多甜后面就有多刀
好生硬哈哈哈
臂展感人啊
见鬼了
复活甲出了
蜉蝣剧本？
说日语听得懂？
这个抿嘴我可太爱了
阿通：嗽赖阿开通
长安的公交
泪目！！！
这时长，经费拉满！大制作！
宫本搞成这样的网红脸？我真服了
永失吾爱，举目破败
变成小鲜肉了
看哭了，泪目
女娲的声音
平安福贯穿宫本的所有皮肤
我超，奥恩！
沈梦溪，你礼貌吗
千灯之约
怎么就突然地震了呢
天下无双
日本地震多也太损了吧
哈哈哈哈哈哈嗝
真好看啊
一个一个一个一个一个来
元歌操控傀儡
兄弟萌，这个女孩我是真心喜欢，但是我打不过宫本
女娲
泪目了我靠
橘右京
武藏，小次郎
《宫  歌》
这句话没有那味儿
用大招锁定啊，这个快
之前永远的长安城也表现出长安的盛世
可爱
太漂亮了卧槽
你是唐昊是吧
！？？？？
这是什么画，还是定格动画的
血族入侵?
这是什么神仙技术
武藏好帅阿通好美啊啊
娜波力斯
开大锁定阿通啊
这段真的太喜欢了
真好看
注:这里和宫本切磋的人是佐佐木
嗦梨呀阿通
这不会是裴旻吧？
背景故事里是血族入侵了扶桑
佐佐木小次郎
没出过国普通话真标准
段天涯和宫本武藏是吧
新英雄预定
好家伙，日本又地震了
妈妈哈哈
喜欢我300码的神速吗
抽帧了，还是3d做的
甜甜甜
看个cg都看哭了
什么叫只有爱情？不夜长安赛季搞爱情了？阿通本来就和宫本是一对好吧？
别刀了
无她何谓之无双
徐福只不过是芈月的手下。到了扶桑就那么厉害了？
从流浪剑客变成流量练习生
痛，太痛了
好甜
宫本武藏，天下无双
长安城看着像liyue
我来告诉你为什么他们不说日语，因为王者大陆没有日本。
靠，看个cg看哭了是咋回事
阿通好漂亮
好好听这声音
为什么诸葛亮不说文言文，为什么成吉思汗不说蒙古语
天下无双！
佐佐木吗
天下无双！
我已经山下无敌啦！
天下无双！
天下无双！
难道不应该天上一天地上一年吗？？？
他俩现在在长安
你这做游戏能有cg一半用心就好咯
好可爱啊，阿通我爱了
太美丽啦长安！
QAQ画质感人
变成瑶了
血族！你该死啊！
佐佐木小次郎
女娲？
天下无双！
痛，太痛了
哼
焯，有刀
内木
刀啊
配音是不是云缨啊（
马上都要刀了，别投入太多感情
女娲是你吗
阿离 弈星 小明 李师傅
公孙离 弈星 明世隐 李白
标准普通话
最左阿离我老婆
这小短手。。
甜齁了
加强二技能位移！
痛，太痛了
好甜啊啊
吾辈楷模
超级兵天下无双！（doge）
除去后面打斗，阿通这一共七分钟，理解
阿通呜呜呜
天气之子是吧？
原来地狱之眼的平安福是这个
兰陵影业
宫本武藏，你的位移还是还是太短了，救不了她(◞‸
黑历史被扒
喊到我心里
5555
AT-AT
王者的cg一直做的很棒，皮肤就算了………
可爱捏
怎么哪里都有homo啊(恼)
佐佐木？
叫橘右京
阿通！
我宣布这是王者最好看的CG没有之一
好漂亮啊！
三招刮痧下去不解痒
宫本武藏 天下无双！
小次郎！
55555太可了
死去的阿通突然攻击我
天下无双！！
《阔爱》哈哈
这捏得太速度了叭哈哈哈
尼玛才一天代价这么高
真可爱
佐佐木?
这里卡成PPT
放P 多少日漫全世界说日语 拿个例来扯？
李白：什么！
唐朝。有点能耐的日本人都说中国话。
中国游戏中国制作的pv当然要说普通话啦
哈哈哈
感觉武藏肩膀有点小。
曜仔你又在挨揍啊，换个地方休息会好不好
苇名剑圣
开始刀了
难道应该说英语？
泪目了
好像公孙离的CV
小次郎？
这是一个电影的梗吧
小次郎是你吗？
杨玉环没有ｗｗｗｗ
cg做的比番剧都好
完了宫本精分了
这块开始是不是抽帧了
外星人都说英语，我也没见你们杠
有限的时间叙述了很多事
众所周知日本县
李白本体
娜可露露：妈妈哈哈？
一念通天 神魔无惧
橘右京：你tm礼貌啊
听都没听说过
看千灯飘向那无尽的夜空～
抛弃名誉便只剩苟且  bushi
阿通救下的是他的第二把刀，可他没能救下她
新版宫本的武道服。
醉仙李太白
日本经常地震
夕阳
快跑，有刀
拜托，世界观里这些人都是被融合基因制造的，女娲他们才是人类，这些属于新人类了
估计这个的时间线是在，明世隐开大门之前，宫本可能是以为魔方可以复活人才去抢的
？
没有影子啊
司空震
愣着干嘛，一技能阻挡飞行物啊
明知山有刀，偏向刀山行
痛，太痛了！
盛唐的长安城YYDS
黑爪可以重建你父亲的帝国，但代价是（不是）
地震珍惜眼前人
一天时间不抓紧干正事，还逛街？
天下无双！
有刀，快跑
有点迷惑了
阿尔法突袭！
开大啊
天下无双
阿通，你为何要诅咒我呢？
李华和老虎没有
钟馗呢钟馗呢，长安来鬼了
李白！！！！！白哥我爱你！！！！！！
这形象是真李白吧
趁现在，快跑！要下刀子啦！
佐佐木小次郎？
小次郎。
阿通在和谁对话？
"这可不是冰冰,冰冰头很大的"
刀子！！绝壁有刀！！！
其它挺好的 宫本的表情太不自然了
看归看，别带入历史
是在下吴迪啦
就是摇的声音
永失吾爱，举目破败。痛，太痛啦。
压力怪是吧
这不是刀嘛？
橘右京：正是在下
这是我看过最好的CG…..
你们不是扶桑的么
我的帅大叔没了呜呜呜
哭死
哈哈哈哈哈哈哈哈
7000＋
徐福出来挨打！
是在下无敌了！
鬼剑武藏
说中文不很正常吗？
放屁，有多少日漫中国人说中文的？
宫本：吹b别带我
李信：？找我干嘛？
你这皮肤都没原皮肤好看
阿通好可爱啊啊啊
这个长安建模，有点期待《王者荣耀 世界》了
是复活甲，她买了复活甲
狄仁杰：在长安城大声喧哗，跟我走一趟吧
橘右京的原型就是佐佐木吧？
宫本瘦不拉几的
天下无双
好像云缨
你不是已经寄了吗
加强宫本位移距离就能救下阿通
光~~奥特曼
感觉不是普通地震，底下有红光
哭了
我超别
泪目
开刀了家人们 呜呜呜哭死
阿通：我谢谢你！
李自：？！
拘谨.jpg
甜甜甜甜甜甜甜！！！
宫本武藏vs佐佐木小次郎
天下无双
李白：what？where？
唐昊是吧
做的太用心了
想挑战的排好队 一个一个来 ！
血族
想挑战的排好队 一个一个来 ！
毫不犹豫
原皮
阿通可爱
你恋爱了
宫本武藏  天下无双！
看到了自己送的刀
←_←开大锁阿通的那个把眼泪还我
天 下 无 双 ！
三招：1A1A2打败敌人1回去装B
又地震了？
这也要问，日漫里所有国家的人都说日语
鬼剑武藏即将上线doge
你是一个一个一个挑战者啊啊啊啊啊啊啊啊啊（恼）
李白前妻是无敌的
你是一个一个一个
画质下降严重
你们日本人之间说话还说中文
徐福偷家
阿通啊痛太痛了
你俩什么手速捏这么快
唐昊
王者什么时候做电影啊
这就是不出鞋子的下场
公孙离原型公孙大娘就是剑舞
痛失吾爱，举目皆败
这个白哥也太嫩了吧
被刀傻了
唐昊是吧！
阿通可爱捏
廉价刀
独立宣言
《品质升级》
宫本武藏，天下无双
痛，太痛了
宫本武藏，天下无双！
宫本武藏，天下无双！​
宫本武藏，天下无双！​
宫本武藏，天下无双！​
宫本武藏，天下无双！​
全他妈是刀
我有阿通在地狱等我，而你呢？双手嘛，哈哈
武藏你早饭吃了吗
胡子剔了
快按住老虚
李白哥哥
宫本武藏，天下无双
。
橘子用的是刀啊，不是剑，神梦一刀好吗
让我试试刀吧
这是云缨吗？
这眼睛好离谱啊
去做动漫好吗
好二的剧情，，，，，
这是真李白吧
我记得有个宫本武藏的电影，感觉建模就是照着那个做的
王者架空世界，人类都是女娲改造的呢，海都也不说英语谢谢
无敌的我又迷路了
开大呀，不然怎么打得过
这是女娲大大吗
我有阿通在地狱等我，你有什么？双手吗？
宫本是各位喜欢的英雄
逛一天了，晚上才牵，气晕了
难得啊李师傅
三招？我站着让他刮三套
要上了，只狼
这就是剑舞
李白想找借口削宫本
他好担心一眨眼又消失不见
这不是小玉吗
云缨：不可喧哗…
橘右京：这我熟
宁就是破败王？
有点卡错觉吗
阿通：嗽赖阿开通
女娲的声音
痛，太痛了！
真李白
娜可露露：妈妈哈哈？
创世神的概念啊
是复活甲，她买了复活甲
加个捏的过程就好了
武藏，小次郎
太刀了，更新完后打算再看一遍
公孙离 奕星 明世隐 李白
变成超级兵了
炭治郎是吧
哈哈哈哈哈哈
李白b格骤降
峡谷又多了一个老婆
李白历史本体
佐佐木?
全体起立!
这制作花了几千万
铁酱
刚才出场jio上是不是没袜子
全体起立!
太痛了我哭死
快跑有刀我哭死了
活了？
看手有细节
弗耶戈:你礼貌吗？
宫本怎么长这样辣
王者不做动漫可惜了可惜了
求做步电影吧呜呜呜
？？？
宫本年轻样子还挺帅哒
哈哈哈学得挺像
_？？？
傲娇直男是这样的，脸上风平浪静，内心波涛汹涌
你天天惦记着你那比武决斗干嘛！
二刷
能不能出个阿通的英雄啊呜呜呜呜
娜可露露你死的好惨啊
如果我能有三段位移！
等等，你们为啥不说日语
我与血族不共盖天！
竟然只是逛一逛长安城...
腾讯现在开始帮日本输出中国了吗
这叫宫本！不叫武藏!  ch你大爷的
这么浪漫的气氛你就说这个？
呜呜呜已经想哭了
那么古尔丹，代价是什么？
质量很高啊，做得不错
《千灯之约》
我的李白在哪里？
有刀有刀啊呜呜呜
海岛地震很正常（真实）
历史上的李白？！靠！
为啥大叔的中文那么6？
李白！！
我只是个卖豆腐的
弟弟，疾风亦有归途
m78星云
这cg还是用心了
这个宫本太年轻了吧，没内味了
派对浪客里诸葛亮不也说日语？
三连了
超越轮回也要找到你
占扑婆婆
天下无双！
这脸建模怎么感觉都一样啊？？你说她是云樱我都信
这剧情太强行了
我去开始消失了
女娲可不是什么好鸟
王者荣耀，你赶紧去拍电影好不好
日本发地震了
嗨，老婆
↓真李白
痛，太痛了
徐福干的？
永失吾爱，举目破败
宫本武藏，天下无双！
天下无双
王冰冰
真的感人
帧率有点低
迪迦
秒速五厘米
刀！
看哭了
星球大战既视感
天灾
看得我哭死
cg真的好好看啊
可是娜可露露呢？
想哭
蒸蒸日上
李师傅也就CG里面吹个牛批了
无极
莫名其妙的
地震
