刮刮乐？
我缓缓打出一个问号？这也太牛了吧！！
这肯定是魔法！
牛逼
看封面：又拿打印纸骗人；视频第一秒：卧槽
币有了
头发丝怎么画的，太牛了
我产生幻觉了 以为耳坠在动
比照片还好看
别拿照片骗我
像打印的！！！！
这手离谱
别拿照片骗人好不好
我的天
下巴是不是有点太长了
我收回下巴长的话，画完感觉刚好
白嫖失败
刘亦菲，你头忘这儿了，快来拿
这。。？？！！
跪了
太厉害了
这不是打印机是什么
我从躺着逐渐坐直了身子
真的没办法不投币，
好厉害
只能给你跪下
比照片更立体是为什么
天哪
人形打印机
您
人形打印机
打印机
这跟照片有区别吗
甚至都不用起型
这么牛逼自己画照片
这功力深厚啊，徒手画 型还抓得这么准
太牛了
进来卧槽
跪了
这是什么神仙手
人体打印机了属于是
wh
绝
他，会魔法吧
太牛了
神仙画手大大
有没有可能是倒放，手上拿的是橡皮？
请收下我的膝盖
这就是照片吧
Up只是在给刘亦菲化妆罢了
从封面开始震惊
也太牛了
还要打印机干什么用
这哪里是栩栩如生，简直就是大变活人呀
太！厉！害！了！
真的离谱
太厉害了 
头发的光影，太自然了太自然了！！
跃然纸上
打印机都没这么清晰
？？？我敲
咱就是说 人类进化又不带我这件事
我去我去  越来越像照片了
nbnbnbnbnbnbnbnbnb
一摸一样吧….
给你给你一键三连都给你
我画不好肯定是因为没有up的笔
太强了！！！登峰造极
只要你给刘亦菲二创，立马点赞投币
厉害了
已经很像了
好活当赏
牛
一定是铅笔的差距……
为什么
太厉害了
比照片还好看
人工3D打印机
好活当赏
无趣老师依然稳
不得不三连，我是自愿的
建议给手上个保险
妈耶无中生有底稿都不用
太强了
这是我看过画茜茜最像的！
我感觉她眨眼了
彩色打印啊
就离谱
卧槽卧槽
狠狠打一下俺的右手，气它不争气！！
一定是up主用的笔太好！
这也太有才了吧
照片:我好像失宠了
眼都没敢眨
牛呀
太牛了
照片打印机！！！
这up一天就能拥有一个刘亦菲
质感比照片好太多了
就算亲眼所见，这也不是画出来的
看得我卧槽声连连
我的天哪，一模一样
发生甚么事了
离谱
太牛了
厉害啊！！！！！！！！
三连了！！！！
不得不一键三连
送给菲包吧
抽奖吧
太厉害了，好像照片
加亿点点细节
卧槽卧槽卧槽
耳朵红一点的你是魔鬼吧
你的手是打印机吗
跪了
离离原上谱
66666
哇，这个肤感
太恐怖了，太牛了
这是照片吗
还有质感呀
三连了，太牛了
币拿去
3D
太强了面部轮廓能一气呵成刘亦菲的面部轮廓很难画的我画好久一直改
还有她的气质太独特了没画过的人无法体会
顾千帆，你老婆掉画里了
卧槽
好厉害
卧槽
能画出真人的神韵也太强了
照片没他清晰
头发太牛逼
去警队吧，
太牛了，像打印出来的，比照片还传神
你这手是打印机吧，不要骗我
我去，一模一样
你在古代必须当御用画师
是刘亦菲的鼻子没错了
等我去擦一擦彩铅上的灰
太像照片
牛
这是人手可以做到的吗
你！是！我！的！神！
牛掰
那个像爱心的耳洞都画出来了厉害
真的画的？
抽奖送吧！
强啊
膜拜大佬
立体感比照片强百倍，我信了是真的
她真美，画的真好
离大谱
这样的手哪里可以买
好牛
画的比照的还真
太离谱了
绝了
吓我一跳 我还以为是真人在动
牛壁
这哪是画的，别想骗我（doge）
不愧是你
盼头
眼神有点空洞
太牛了！！！
白嫖失败
好牛
这是打印机成精了吗？
天仙真好看
好厉害
这个视频值得投币，太牛了！
他画的甚至是4k高清的
太牛了吧
太牛了！！！
耳洞发炎都画出来了，救命
天呐
3d打印的吧
真的画出了茜茜的皮肤质感
亲一口盼儿
妙笔生花
衣服上的纹路就跟真的一样
好厉害
吓人呐 画太好了
人体打印机!
神仙啊
如果是倒放那岂不是更牛…
太牛了
收下我的膝盖
天呐 膜拜大佬
太牛了
好美
牛逼。传神。
牛
大神
好像
开了磨皮是吧
请问，这手哪里可以买到
太牛
牛逼
太牛了
全程跪着看完
镜头感
好牛啊
啊啊啊我的亲亲盼儿宝贝
我去
教练我想学这个
进度条…？
神仙
太厉害了
求原速版本
这是拍了一张照片吧
会画画的人真的太厉害了
liu
已经开始卧槽了
感觉有一缕白发
太过分了
叶大佬太牛啦
魔法
牛B
这太强悍了
真的不是打印的吗？
太牛了吧
好厉害啊
卧槽发生了什么！？？
太厉害了……
赵盼儿，我的亲亲老婆
遗世而独立的刘亦菲！
发生了什么
真的好厉害！很少人能画出刘亦菲遗世而独立的气质
这个也很哇塞
好像要啊！
太牛了
看傻了都
赵盼儿好美，up好牛
来看盼儿，最近剧播真是看了好多厉害的画作
神了
卧槽这真的不是照片吗
照片
她万一眨眼睛了会不会吓尿了
不是亲眼所见 我是不信的
紧跟潮流
发生了什么？？？
好棒！
bgm太好听了，一瞬间想起顾盼生辉的爱情
我要亲亲！！！
真的好棒！
我直接一口亲上去！！！
手成精了
赵灵儿
这么逼着的刘亦菲真的不多见
我出生没点这天赋
卧槽
绝了绝了！！！太厉害了，我要是有你这手就好了
神仙画神仙
哈哈哈哈哈哈哈老婆耳朵过敏看得我心疼死了 耳洞通红的！！
我要这硬币有何用？三连给大佬
太强了，没想到彩铅也能画出照片的质感，大神收下我的膝盖!!!
我要这硬币有何用？三连给大佬
第一次看到男女主粉丝全在躺平摆烂全靠剧粉操心的剧
太牛了！！！
太牛了
太逼真了
打印机是吧
@马督工
我也想吹一次这铅笔灰
这头发
妈呀，画的太好了，跟照片一样
鼻头只需再翘起来一点 主要我研究她这绝妙鼻子八百年了哈哈哈
牛哇
好离谱啊
你就是冷军？
卧槽
刘亦菲的额头真的好漂亮
看到这里，觉得你化妆也肯定很厉害
一点修改都不要
太厉害了
好活当赏
太强了
照片是二维的，画是立体的
爱了爱了
大佬
你画我老婆经过我同意了吧？把画寄给我就原谅你
很难不投币
持续高能…
好强
牛逼
请问这张图可以送给家人保管吗（也就是我）
跪着看完
我去
绝了
封面真的不是照片吗！！！！
好活，当三连
建议给手上保险，太厉害了
这不一键三连都对不起阿婆主了
太厉害了吧
眼睁睁看着刘亦菲逐渐被变出来
三连你有了
这个赵盼儿好传神
哇哦，这就是赵盼儿的写真照片吧
画太好了
哇，这个赵盼儿牛了
哇，太美了这个赵盼儿
打印机来了
可以当赵盼儿的御用画师
太厉害了，原谅我词穷
好像照片啊
好牛好牛
盲数，用了24种笔
这也太强了
有钱好想买下来
这是手吗？
牛逼啊
画完能送粉丝不？我马上关注
越来越离谱了
人肉单反
画中人
卧槽
哇
太牛了
这个真的太猛了
牛逼
说实话 你画了多少个了
草 发型都一模一样
这是什么原理
献上膝盖
并不是所有画画的人都能画出来的，比如我
太强了
老婆
这居然是画出来的，简直不可思议
厉害了
我的老天啊。。。真的绝！！！
人体打印机
我靠
耳朵透光
发生甚么事情了？？？
up生活有“盼头”
啊啊啊啊啊啊啊绝了
就tm离谱
我感觉下一秒盼儿就转头看向我了
这，连稿子都不用打，离大谱
这画卖吗
打印机在哪里买的
我以为一支笔画出来的
画的好像啊
卧槽 
细节满满
好牛
吓到我仰卧起坐
好厉害
这分明是真人啊！
有点离谱了属于是
牛！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
感觉会活过来
活色生香，栩栩如生
牛啊
牛啊！
魔法
牛啊！
牛啊
牛啊
发生什么事了？
牛啊
太牛了
bilibili
打印机这是打印机
所有的细节都很完美
怎么回事 从这突然跟不上了？
好可怕呀，牛
离谱
这比相机拍的都好看
我去！！人体打印机！！！
厉害
一模一样
太厉害了
天啊
啊 喜欢的画师画刘亦菲了
666666
厉害
太牛了
大大的牛逼
卧槽 牛皮
从眼睛推着画
太绝了
照片 质感
人形打印机
看到大佬从眼睛开始画的时候我就跪下了
牛逼
妈妈问我为什么跪着看视频
收藏了！！！！！！
救命你好厉害
这透光的耳朵
太牛了
你比刘亦菲还刘亦菲
我哪步都没跟上
怎么让刘亦菲看到你
哇，好厉害
打印机成精
优秀
棒！
太有赵盼儿神韵了
画的好好，太像了
这发丝也丝滑，优秀代表呀
打印机照相机都没你厉害
我没了，就是本人的程度吧
这就是化妆的力量
up化妆应该也很厉害哈哈
这画工 穿越回古代 那可是开宗立派大宗师啊
没有up画不出的
大佬
好厉害
刘亦菲绝了
给大佬跪下
魔法
天哪
太牛了
跪了大佬
这是魔法！！
目瞪口呆
你！是！我的神
这也太牛了
握草
请把它寄给刘亦菲。。。
乡野村妇跟我走！
up怕不是彩印机
太牛了
画皮~
打印机都没你厉害
古代通缉稿要都这么画估计没得跑
刘亦菲是真好看 画也是真美 
太强了
左眼眼球体积有些问题
好厉害
这直接画出照片里吧。牛。
像人动了
目瞪狗呆！
Wooooo
人体打印机
我的妈太传神了！！！！！
这么无语的画作，是怎么画出来的。哈哈哈
真的太牛了 我去
？？？
我咋不信呢
我以为是陈晓捂脸
up主可以画下屏风对望那个妆发嘛？
真的是彩铅吗好牛啊
细节不放过一点。厉害
我就知道这是我关注过的up
一模一样
我甚至觉得画中人的眼睛会动
再来亿遍
好厉害。
打印机成精了
太牛了吧
耳朵应该是发炎的笑死我了
第一次见画刘亦菲画这么像的
他，他会魔法吗？
刘亦菲超话被推荐过来的，看看谁在画我们赵盼儿
睫毛画的都像真的
可能up的是手，我的是爪子
我要这币有何用
我上次看有人画这还是2077出来的时候
卧槽 太牛了吧
以为在化妆，其实在化妆
可以画那个簪花仕女图的装扮
太牛了吧
牛
厉害厉害厉害
这是人型照相机吧
魔法
赵盼儿的耳洞其实是过敏发炎的应该红一点
太美了赵盼儿
这刮刮卡在哪儿买的
可以了！俺马上关注
牛
好厉害啊
是刘亦菲的赵盼儿啊
怎么这么厉害
太有才了
牛哇
不信谣不传谣
画的太好了
画的赵盼儿太好看了
太牛啦
我头在否
这型准我哭了
建国以后不许成精
打印级
简直了
币有了
太好看了
人与人之间的差距有时候能跨域物种呀，太能了
画的刘亦菲的赵盼儿也太像太好看了
好美
头发丝卧槽
太牛了
照片
卧槽
再来亿点
神奇
想买
造神
禁止在麻瓜面前展示魔法！
脸大了一丢丢
这个手能借给我帮自己化妆吗？
我靠 好强啊
真的假的啊？？？
眼睛是本体
突然就3D了！
真爱
还要照相机吗
不要画衣服啊！！
耳坠回好像在动耶
呼之欲出
太牛了
艺术太厉害了
祝梦华录大放异彩！！！哼！
真的牛
up主你是不是把刘亦菲抓走了
大佬
我的天哪
刘亦菲赵盼儿
我直呼卧槽
神笔马良
太牛了，刘亦菲轮廓很难画的
少拿照片忽悠我
up你的手是融了照相机和打印机吗
@马督工
好腻害
寄给刘亦菲，大呼吃惊
好牛
照片打印机
与打印的一点点区别，左眼球略凸了
照片会照出的刘亦菲都会失真，第一次见人画出了刘亦菲美到极致的神韵
人教版教材插图，你可以胜任。
up穿越到古代我们会知道多少历史人物的真实样貌啊
哇塞，牛
你币有了
感觉下一秒就要眨眼了
人工打印机
要不是我眼睁睁的看着up主画的，我一直感觉就是照片
真大佬，好厉害啊
你拿起来的时候我以为刘亦菲动了
我就发个弹幕惊叹一声！！！
太牛了吧
好厉害
神仙up画神仙
手残党哭了
很像，但刘亦菲本人更美
朕决定了以后刘亦菲的画像由你来画，唐宋元明清的造型，每个来一张
我感觉我用的彩铅和你手上的彩铅不是一种……捂脸
哇～～～～
下颌角好像有点偏差
天呐，打印机成精了吧
画的太好了
神笔马良在世呀！
不一键三连我不好意思
太厉害了！！！
妈耶。。
不可思议
厉害了
活灵活现
哇塞
神仙姐姐活了
脖子好像黑了点？
这是吃了多少台彩色打印机长大的？
这不是照片嘛？
照片没有up清晰
简直就是照片 太像了
笑死了，化妆师直接被你解密
太牛了吧
好多头皮屑
廋了
天仙的颜简直绝无仅有
神了
打印机成精了
这个比子那个二舅衿牛逼多了
卧槽
这是逗周舍那一套
王德发
是不是假的
@刘亦菲
我不相信！一定是在照片上涂涂抹抹！
太牛了
天啊
@刘亦菲
这哪里是手 分明打印机
这还是手吗！！！
？？？？？？？？？？？？
这个黑色好黑哦
？跟照片似的
这个如果画错了能擦么？用啥橡皮？
我的乖乖，美
赵盼儿
牛逼啊
太牛了
牛
鼻梁的那点微曲都表现得淋漓尽致
人工相机
他甚至都不打底起草
大佬牛逼！
高手在民间
离大谱
这也太牛啦
逐渐离谱
这个光影做得太真实了
这什么神手
就离谱，这人手相机吗
牛逼
停！！从这开始我就可以接手了！！！！！！！
比他的手还高清666
国内美术太卷了
好厉害！
这是水性彩铅还是油性彩铅呀
up你是把刘亦菲抓来了吧
up主真的画出刘亦菲的神韵了
大神，太绝了
跪了跪了
她甚至不需要打草稿
牛逼
我宇智波斑愿称你为最强！
不打底就算了，还有质感，一绝
送给刘亦菲吧
绝了
厉害
卧槽卧槽大神啊
完全活了好吗
刘亦菲真的很难画，up太神了
可以抽奖送这张画吗
想买了
我滴个老天爷鹅
她拍梦华录的时候对耳饰过敏发炎了
牛啊
不说是照片我不信
感觉像本来就有一幅画。up主只是负责涂掉上面的遮盖物
栩栩如生
真的是大神，看了好多遍都还是很惊叹
卧槽。这光泽感
画画是这样画的？
就离谱
nb了
卧槽卧槽 越来越过分
老复印机了
看着，感觉她动了，一激灵
打印机
告诉我一顿吃几个打印机才能达到你的境界
太牛壁了太牛壁了
无敌了
卧槽！
刘亦菲赵盼儿，画的好像啊
哇塞
牛
居然还画了个虚化
立体起来了
你在给一张白纸化妆吗？
这不送给赵盼儿这说的过去?
绝了
up骗人  这是最新型的手型打印机！！！
这也太牛了吧
好棒啊啊啊啊啊
打印机：兄弟，你这样搞，我以后就没工作了
硬币供上
太牛了
有点厉害
栩栩如生说的就是这个样子吧
很牛了，不过鼻尖最好再翘一点，还有嘴巴再厚一点就更好啦
一步到位大佬啊
现在相机都成精了嘛
相机都没你厉害
刘亦菲：美颜在哪开，教教我？！
我想看你画陈晓
离大谱了！
跪了跪了
真的好像啊      技术好好
只会握草！太牛了！！
她，会魔法吧
太强了
天啊
你这就没意思了，让照相机怎么活？
太好看了
再来看一遍，画刘亦菲的赵盼儿画的太好了
油画感
好厉害
妈呀 up你太牛了
这发梢被阳光照到的样子也画的太像了
太好看了
太厉害了
太厉害了
神了
牛逼！
发际线几乎一样，绝了
已经像了
哇
赵盼儿好美啊
厉害了
什么歌
牛逼
我也妹眨眼啊
逐渐离谱
66666
太厉害了吧
真的不是照片吗
这也………太神奇了吧………
好厉害
比照片都好看系列！！！
这不照片吗
牛逼
？？？我的妈！！哪个步骤我没跟上！
牛牛牛
好牛
你们真信这是画的？
下颚会不会太长了（狗头）
鬼信这是画的
赏你2个币
来个工笔画嘛
逐渐离谱
连衣服上的毛都有
牛逼！！！
人形打印机
照片像素不够
简直就是照片
目瞪狗呆
白嫖失败
在我以为已经画好的时候，进度条才一半
太牛了吧
这是怎么做到的？？
这得多有耐心
活体打印机
离谱！！
离谱？！
卧槽
牛啊
太厉害了吧
好厉害
牛啊卧槽
看着up主画我都觉得不真实
太牛了
妈呀
真的哇塞
后期特效整的
看见在另一侧的美人痣了
怎么能这么美
别画的这么随意啊，搞得我自己觉得自己也能画出来一样！！！！
感觉下颌角画大了点，茜茜下颌角没这么大
太厉害了吧
牛
少拿照片唬我
博主传到wb吧太厉害了
牛逼！实在是太牛逼了！
膜拜
老婆！！！
加亿点点细节
⊙∀⊙！
喉结呢？？？？
太牛逼了
又是人间凑数的一天
老婆
牛逼牛逼
离谱！实在是太离谱了！
卧槽
收藏一下
好牛啊，逼真
卧槽，比4k还清晰
太牛了
近来膜拜大佬，太厉害了
少拿照片骗我
感觉喊一声就会回头看我
马督工收藏
哇塞离谱
这光泽度厉害了
这是海报吧
哇塞
大神啊
太牛了吧
大佬膜拜
人形照相机
我差点以为是照片
再看一遍还是惊叹膜拜大佬
小时候特别喜欢刘亦菲，现在不太喜欢 可能我变了
我先来：吃了几个打印机？
好强！三连了！
铅笔真的可以画出这种感觉吗，也太牛了
真就牛逼
卧槽卧槽卧槽
您
看到别人的手，我不禁沉思：我是手残吗？不，我是没有手。
厉害！！
太美了！！！？！
暂时像吴亦凡（doge）
多少包邮
大厉害
心中有整体？
我是直接卧槽，还是走一下流程？
别尝试看穿ta的魔法
刘亦菲赵盼儿
重点是！！他画画手不会脏！！
刘亦菲赵盼儿
我去 手工好莱坞特效 
技术活儿，当赏（三连）(≧∇≦)/
好好啊
太牛逼了
太牛壁了
发生了什么 我不理解 这是人类的手吗
纤毫毕现
三连
为啥扇子这么潦草哈哈
这彩铅跟水彩一样
这不科学
这太牛批了
画的真好
请收下膝盖
？？？
说吧、多少想要这个
怎么可以磨皮的效果呢太棒了吧这也
我不信
刘亦菲赵盼儿老婆已三连
卧槽
这样看刘亦菲光头也很漂亮
大佬作画是这样的吗
十分相似
天仙最难画，up你是真牛！
这得是多少年功夫啊！太佩服了
为这么多高手，可怜教材插图却那个样
逐渐离谱
太厉害了吧
魔法！一定是魔法！
打稿的！！！铅笔印看不出来而已！
确定不是刘亦菲本人吗？
必须投币
人肉打印机
顶上去，让刘亦菲看到
up在线施法
这个黑色笔是什么笔？
刘亦菲赵盼儿。
无草稿太厉害了
要不是亲眼所见
鬼知道我看了多少遍
神仙画神仙
你一定很会画眉
太强了太强了
牛牛太牛了
星辰为你荡漾，风月为你痴狂
这是女孩还是男孩的手？
赵盼儿本人都要点赞
挺好看的，动起来更美
刘亦菲真的光头也好看
这笔很贵吧
又在打印了
艾特马督工
作者画到后面不觉得恐怖吗
头皮屑都不放过
吴带当风，曹衣出水！
超厉害
我出51
好牛
大鼻子
发际线都丝亳不差
人体打印机，又是个不用打结构的
豪爵
《随便画画》
真的牛
她看见一定非常震惊
你让我相信了古代宫廷画师不是杜撰的
发生了什么????
彩铅只是打底，用了其它的笔画的嘛，但是是真熟练，从眼睛画起的
发生甚么事了
耳朵红的，红了
美美美
我要这币何用
很难不三连
这。。。。太美了
刚刚真的眨眼了
牛啊
盼儿，我的盼儿！
眉目传情
我去 好厉害
打印机成精
神 笔 绘 神  颜
上辈子怕是个相机吧
我要回去看看衣服花纹怎么画出来的……
哇塞！这是真实存在的吗天哪
肌肤的那种真实质感都画出来了太牛了
开头再见
欢迎回来
天仙最难画的是神态
赵灵儿
跟照片一样
这事真大佬
我擦嘞
增加亿点点细节
这真不是照片？？？？？
牛的牛的
汪曼春？？？
好手
原来是刘亦菲。。
什么牌子的彩铅啊！这么好使！
画刘亦菲的神态最难，up是画的最好前三！！！
我的嘴巴自从张开，就没合上过
？发生甚么事了
刘亦菲这是在你心里呀
人肉打印机？
这黑色对比度太高了
倒放的（bushi
您？！？！？！？！
高手在人间啊
卸载b站，也太卷了
逐渐离谱
太厉害，佩服啊，有一技之长真好
想买
卧槽，这跟照片一样了
哇 耳朵透光的感觉！
神仙姐姐
吴勇出来挨打
画画不勾线打底吗？假的吧doge
膜拜
眼睛开始画 流弊
画皮
最佩服的是用笔画出光影效果
灵儿妹妹
留最后一笔让我画
比照片好得多
太厉害了
激动的心，颤抖的手。币有了
有人貌若天仙，有人技如谪仙。这双手就是至仙至灵之物
不要拿照片来糊弄我
哔哩哔哩里面真的有好多妖怪，这个就是打印机成的精
这是魔法？？
照片
发生了什么
这笔显色好绝，蹲个牌子。我要和大神用一个牌子的笔！
你这不是在画画，你是在照相
大佬
抽了吧
卧槽
你自己没有老婆吗
跪着看完了
此时已过去一个小时
见菲进
牛
人形打印机
整体都不打稿吗太牛逼了吧
牛牛牛
这么厉害？
牛！！！
她拿的橡皮擦，在擦照片上的灰
太牛了哇
这跟照片一样啊
我以为是牙
这双手怕是个打印机吧
真是像刮刮卡
禁止在麻瓜面前使用魔法！
逐渐传神
天龙八部不就是大光头造型
我就想知道你跟沙画比起来，谁更牛
他怕不是针眼画师转世
彩铅？
就差一个签名就可以装裱了
臣卜木曹
妈妈问我为什么跪着看视频
狠人
我要这币有何用
您
牛逼跟照片似的
绝，当赏
下面你是付费内容吗
为什么有头皮屑
人肉彩色扫描仪
跃然纸上
牛
假的吧
以为是照片呢
哇直接一步到位
太强了
大师兄！是你吗！！！
突然就！！！
卧槽
神笔马良不过如此
哇塞
送去给盼儿
牛啊
你在古代必须当御用画师
感觉她要动了
woc
怎么这么细腻呀？用纸揉了吗？
茜茜
震惊
吃了打印机
希望刘亦菲本人能看到这个真爱粉的作品
应该@一下刘亦菲本人
好看
好年轻的手！
绝
我看见她睫毛动了一下
好漂亮55555
这是魔法
《十分相似》
好牛
无敌寂寞
比看本人还真 真的是画的吗 人真的太神奇啦
牛逼
能画个全身的吗
靠脸吃饭的经典例子
抽个奖吧
牛壁
您
真太牛了
她刚才是不是眨眼了
太厉害了叭！！
可怕的是ta的耐心程度
好喜欢赵盼儿
别拿照片骗我
纸小了点，颈部以下，看不到
"up,你是我的神!"
盼头好名字
刘亦菲
发生甚么事了
有没有一种可能，up只是拿着掸子把照片上的白灰掸了？
打印机
看到是梦华录三连啦，好厉害
兄弟们，别信他，这是魔法
牛批
我下巴掉了
刘亦菲的五官真的太完美了
牛
让让我捡下我下巴
和刘亦菲真人有的一拼
绝了！！！
牛逼牛逼真是牛逼
人肉照相机
太牛批了
直接看我还以为是照片
亿点细节
你敢相信这是个人的手能画出来的
怎么鉴定这不是真人？
倒放！一定是倒放！（doge
从眼睛开始画也太牛了吧！
太牛了
您？
好了  可以给我画了
这张画卖么老板
麻烦您把刘亦菲的头还回去，谢谢
跃然纸上
耳朵的透光绝了
背景虚化
我的天哪！打印机成精了
？？？？
这不是吃打印机，一顿几个单反？
真的太像了！
神人不及君之手
对象说这简直是魔法，不可以相信。
画比人好看
不用起稿，直接局部细节刻画
这是多少亿像素的照相机
像！但还是刘亦菲本人更漂亮，博主真牛！！！
太强了吧膜拜大神
不投币不行了
离谱就离谱！！！！！！
亿点点细节
太厉害了吧！
太强了太强了
他会魔法吧
太牛了
太牛了吧
您
能不能画个我和刘亦菲拥抱的图，我把币全给你
点一下高光
膜拜
厉害了，up主
太厉害了
画画的水平够高的话，完全可以做到像打印出来的一样
鼻子弧度差一点
我要这币何用
后脑勺那个光绝了
66666666
《您》
BGM是什么啊？好好听
厉害
牛
啥时候剁手？我把地址给你
太牛了
up主别拿照片骗我
不看过程，只会以为是照片
牛
禁止在麻瓜面前使用魔法
其实我也有彩铅
耳洞没法发炎，证明不是照片
别躲了，那908个人快出来吧
还不打草稿！
别躲了，那908个人快出来吧
别躲了，那近900个人快出来吧。
没错，说的就是你。
已经认出来了
这耳坠光泽跟照片一样
惊掉了下巴
太厉害了不过驼峰鼻可以再明显一些
真应该让刘亦菲看到
相机没发明前，那些历史人物画像有这画画技术就不书本上的抽像图了
发生了甚么事
行了我三连了。
双眼皮都一摸一样
放大都没有瑕疵
天哪
手动渲染器
嘴那儿看过去，看不到那么多的右脸吧
一定是倒放 少骗我
666
老师收徒吗
人家哪儿发腮了？人不准有下颌骨吗？随便学个词就乱用啊
刚才是不是眨了一下眼？
会不会有马逆的粉丝
太厉害了
能送我吗 。。
居然还有焦外虚化？
冷军也不过这样
绝
画得比照片还逼真
