啊啊啊啊啊
教导主任内心：好家伙 终于找到理由光明正大的跳舞了
害怕啥多好啊哈哈哈哈哈哈
卧槽
老师我爱死你
好灵活！！！
艾丝帕第十人
卧槽
老师一定住在旷野
还有走位啊，神奇
这是哪个高中呀哈哈哈哈
蛇皮走位爱了
甚至还有表情管理
圆了他的女团梦
他甚至还会走位
牛逼
跳的好好
连走位都有
好想跳vogue的
第一遍看下来很震惊，然后又回来看一遍
是教学任务拖累了他
跳的不错哈哈哈哈
旷  野  男  士
管爱国学一学
甘志国看看人家
哈哈哈哈我是开了快进吗
BLACKPINK唯一现役成员
哈哈哈哈哈哈哈
好厉害啊
真的牛哈哈哈哈哈哈哈哈哈
岳新敬给我学学 我不嫌弃你的地中海秃头
张名铸！！！你快看！！！
哇哈哈哈哈哈哈哈
章鱼哥学着点
蔡蔡来学
社牛
好0哈哈哈哈哈
我靠跳这么好
@张润生学学
端木学一下
徐飞你快学学人家
哈哈哈哈哈哈哈哈好
禹峰！快！上去掰头！
粟韦快来学学
ljh来学！！！
陈靖主任您看看人家
江洪涛来学一下
班主任来学下，我不嫌弃
hylt！
张绍辉快来学习一下
王召春看看人家！！！！！
刘潮安来一个
孙兆刚你学学人家（）
刘显聚学学人家！
杨显斌学学人家
赵维和快来学一学！
@王丽萍@郑琳英@贺秀丽@缪松松
王亚jun！
火钳刘明
高振卿快来
jr看看人家
化高主任学着点
叶庆久你学学人家
吕豆腐你学学！！！
杨辉宋建刚学一学
魏加录快学，跳爱你卷死他！
张槐友，你学学人家……
花卷快来
吕联志你学学人家
钟金龙学学人家，别辜负了你那张帅脸
宝哥快来
优雅!
谭续续跟人家学学
亲爱的灿灿子来一个
敏子你快学！
尹飞呢尹飞
任子英，快!
@赵伟松
江用科！！！学学人家！！！
陈文军快看看
薛山快看看
朱云飞！！！快快快学习！？？
jige学着点
唐林你学学人家
襄渝哥这不去PK
梁德活给爷学
他甚至还有很茂密的头发
有一说一跳的好好
邓桂珍学习一下！嗯呢
龙云飞！
黎宗永你在看吗
吴焕老师你在吗？？！！
黄坤快学学
神舟韦绍猪你学学人家
还有啊哈哈哈哈哈哈
刘敏娟学学人家
李景涛周建湘张军发！学着点！
陈德亮你学学人家
孙光磊你学学人家！！！
我必须看见振华唱这首歌
体力可以
海绵宝宝你看人家
文年民你学学
徐洪扶你学学人家
宋海平学一下
这表情管理绝了
感到蕉虑
魏文你学学
王飞你不上
陈木果你学学人家!!
爱了爱了
张鹏你不学学?
好优秀啊
长颈鹿跳我不敢想
毛洪建看见没有，学学人家
王飞来看看人家
少华你倒是学学看呀～
哈哈哈哈哈哈哈哈哈哈
张先龙你学学人家
救命哈哈哈哈哈哈哈
@班主任
卢楠学学他
啊这这这这这个动作！！
ycy看看人家！！！
黄志峰给我学！！！
舞力全开
余木有快学学人家
盛轶斌即视感！
张英辉快学学人家！
魏加录！
张庆看看人家
刘进看看人家！！
戴繁武你学学人家
华子你学学人家
好专业
手动艾特老丁
卧槽
汪荣辉学学人家
刘建祥你学学人家
伟哥快来学
林真学着点
智勋你看到了吗
徐dy学学人家
徐拥军你学学人家。
朱文军看到没？
何磊你学学人家
姜哥 出来学
冯卫卫你学学人家
啊啊啊啊
黄嘉杰学一下行不行
王海刚你学学人家
甜心堂主
还不错
田俊你看看！
阿黄你看
@林雪果
韩主任学学啊
宋锋学学人家
于飞安排
刘校长等很久了吧
汤洁看看人家
笑死了景桐快学学人家
他真的好享受
上官你学学人家！
刘明天老师学习学习
老许，係学学人家
好厉害啊！
@东辉儿来看看
郑峰！！！！！
宋老师你学学人家
一人血书张丽彬跳
徐军，你学学人家
哈哈哈哈哈哈哈
哪个学校 我现在转学 
王新文看看
他好会啊！！
周燕华你学学人家
张琦你学学人家
王传宝看看人家！
春春我相信你！！！
杨荣伟学学人家​
陈！曼！华！
张龙学学人家
张明，夏辉学学
龚爱军你学学
赵亚军快来
啊啊啊啊啊啊啊啊绝了
张健你学学人家
黎座我想看你跳
苗永涛你学学人家！！
周哥快跟人家学学！！！！
王春刚看看人家
许德虎给我跳
徐峰看看人家
黄日书你学学人家
皮鞋西裤跳这个是好奇怪呀
滕勇你学学人家！
吴二超，学习一下
哈哈哈老娘
i'm on the next level~
刘慧霞。。。
他好有范
华子快来
雷丽秋你学学人家
余丽娜你快学学人家
好强！！！！
魏文合学学人家
@王斌
祖立峰你学学人家
贵叔快过来看
翁老师你学学
傅言。。
卢笑虎在吗?
吴俊你学学人家
卢笑虎你学学
沙国梁快来看
卢笑虎你学学人家
陈俊俊你学学人家
毕海你学着点
邱勇仕快来学！！！！
青豪来看看
太厉害了
新视频上线了哦
桑有旺快学学人家
@祝榜山，岑贵雄，学学人家
叶剑如你看看这个
@祝榜山，岑贵雄
