好燃呀
中国人的骄傲
我的大部分爱国来自于我是中国人
刘翔刘翔
中国女人强
前进！！
朱婷后攻！！！
超级丹排面
燃起来了
绝！！！
李娜NB
马龙暴打撒贝宁
火钳刘明
泪目
China
5151！！！
比赛开始！
冲冲！！！！！
致敬
火锏刘明
团长，膏药旗又升起来了！
泪目
刘翔!!!!!
男篮前面有大姚啊！
刘翔牛逼！
泪目
好帽！
马龙
对对女足也是很牛壁的
丹哥牛逼
火钳刘明
热泪盈眶
哭了T﹏T
此生不悔入华夏
许昕许昕
冲冲冲！
眼睛里进了地球
刘翔
蛋总
我为刘翔而欢呼！是他！让我知道中国飞人！
除了国足
刘翔
不能说民族主义应该是民族精神
一边吃饭一边哭T﹏TT﹏TT﹏T
什么时候国足才能力压日韩 
伟丽还是丽伟
流泪了
必须有刘翔！！
女排牛逼
11号姚明
后面加个体育，排除足球，保持清醒，谢谢
哭了没？
三连，必须滴
姚明神表情
李宁牛逼
帅哥你谁啊？
牛逼
武大靖
永远的神，黄皮肤的骄傲
刘翔牛逼
所有的一切，都为了今天
刘翔永远的神
这个独臂飞人谁，这么牛掰
刘翔
！盖大鲨鱼
刘翔！
冲
刷点足球吧
这次一定
泪目
厉害了！！！
我看见飞人了
帽的是科比
足球：听说你很勇哦～
再来亿遍
国足埋了吧
姚明！
刘翔刘翔刘翔
飞飞飞
I come from China
泪目
泪目
火钳刘明
刘翔！！
晶晶
敬礼
伟丽牛逼
刘翔，我心中永远的飞人
这里是苏炳添吧
刘翔
泪目
张伟丽
全程泪目
去电影院看了，泪目
郎平
短道速滑！！！
刘翔
李娜
恒大
敬礼
打拳击的是谁呀？好像去看看比赛
泪目
哭了
热泪盈眶
你爱有了
兄弟 集美们  我已经开始哽咽了
河北的女神张伟丽
火钳刘明
泪目了
泪目，三连
前进前进！！！
国足：？？？？？
燃起来了啊
啊啊啊啊刘翔大靖苏炳添
燃起来了
看得热血沸腾，热泪盈眶
冠军精神
刘翔，男神
足球以后都是黑色了
中国骨子里的骄傲
刘翔对不起！
四十大几的老爷们儿泪如雨下
雷声
泪目
六边形战士
泪目了
鸡皮疙瘩
嘎子李景亮
三大项是：男足，男篮，女排
娜姐~！
刘翔
刘翔
中国女足中国还有很多很多没能在上面出现的运动员，致敬你们
火钳刘明
干干净净！
李景亮nb
刘翔，中国体育第一人
三旗飞
那么多好的不去夸，在这刷国足？
火钳刘明
刘翔！永远的神！
超级丹
致敬更多那些没有出现在上面的运动员们，你们是我们的骄傲我们爱你
女足才是排面
永远年轻，永远热泪盈眶！
为啥我鸡皮疙瘩都出来了，原来我是真的热爱我的祖国
就你是大鲨鱼是吧
东方的巨龙睁开了它的眼
武大靖
伟丽帅炸！
竞技体育的魅力
本来今年是可以看奥运会的比赛的。。。。。
冠军冠军冠军
就你叫鲨鱼啊
中国足球加油！
起一身鸡皮疙瘩
蛋总！！！！！！！！！排面必须要有！
李景亮nb
你币有了 太燃了
中国女足
苏炳添
·———你行的！
火钳刘明
China
来自竞技体育的魅力
—   —
刘翔！
前进进
我们能有拥有你们，真的太幸运了
·  —  —  —你行的！！！
龙队
yyds
哽咽了
男足，不行的！
为什么我的眼里饱含泪水，因为我对这片土地爱的深沉。
刘翔刘翔
足球呢
火前刘明
唉，多么希望这里面能够孙杨的身影
雷声吧
I am from China！
热血沸腾啊
刘翔就是神
yyds
刘翔
看的我起鸡皮疙瘩
郭晶晶是上海的哥
牛逼
泪目
我为我是中国人而骄傲
国足加油
泪目！
国足有女排十分之一努力就好了
中国迷之骄傲
国乒NB
马龙
刘翔，对不起！
国羽世界第一！！！！！
刘翔NB
姚明！！！
龙队
光看外面就要泪目
马龙
YAO
国足片段在哪儿？
游泳也应该来一波
国羽牛逼！！！
刘翔NB
刘翔
飞人刘翔
支持刘翔
这句中国我哭了
吸血魔—李景亮
苏炳添！
林丹！
林丹！
看得想哭
哭了
泪目
张伟丽NB
刘翔！
刘翔牛逼
火钳刘明
国足都白胖白胖的不算数
中国队牛
国足在哪？？？
张继科！
亮哥牛啤
刘翔超帅
地球，一个文明和另一个文明的故事
太燃了
开头的BGM是啥
刘翔牛逼！
泪目
丹神永远的神！！！
牛逼
刘翔牛逼
刘翔牛逼！
刘翔牛逼！！
请PSG.LGD挑选英雄
武大靖NB！！！！
男篮发生什么事了
每次这种视频都忍不住眼泪
中国国旗看了就燃
刘翔！！！！
六十九岁的年轻人哭肿了眼
五星红旗是世界上最帅旗帜，没有之一！
刘翔！刘翔！！！！
六十九岁的年轻人哭肿了眼
武大靖NB！！！
所向披靡！！！
热乎的
刘翔！！！
但是我也好担心他们的身体会不会吃不消啊
刘翔
徐灿
丹神！！
英雄太多
刘翔！！
清晰度牛逼
nb
大靖！武大靖！！！
看到这笑了
刘翔！牛逼！！！！！
马龙许昕
刘翔NB
泪目
龙神！！！！
有没有徐灿啊
昕昕就是最棒的！！！！
刘翔
刘翔
太好哭了
龙清泉
骄傲！
中国
行行行
我们是！！！冠军
龙蟒！
刘翔牛逼
世界只有中国和外国
不是说什么都要争第一，争得是这百年的一口气！
国羽第一！不接受反驳！
就差中国足球了
苏醒了
你币有了
刘翔！！！
必须三连这个
为了林丹来的
大姚
雷姆
龙队
刘翔！！！
人种自信价值何在
东方巨龙睁眼了
娜姐牛壁
刘翔永远的飞人。
李娜！！！
娜姐牛壁
永远的刘翔
神仙打架
柳海龙，宝力高，李文擘，李景亮，张铁泉。张伟丽，闫晓楠。
张伟丽！！！
就TM你叫奥尼尔啊
丹神
中国永远的神
我武惟扬，所向披靡！
兄弟们红色字体刷起来
中国女排！
来，练！
火钳刘明
现在不提sunyang了
国足呢？
英雄！
泪目了
所向披靡！
来了来啦！
国足表示没有看见
武大靖牛逼
刘翔
愣着干嘛，点赞啊
飞人
林丹！
第一人
刘翔，偶像
热血沸腾
伟丽姐
哇哇哇哇哇哇哇哇哇哇 好棒啊！几乎达到了没水花的程度！！！
娜姐
嘎子哥
矮木矮木A
说到干干净净哭了
吾辈当自强
燃起来了
头皮发麻
冰上运动有点少
刘翔飞人！
From China!The worldNO.1 
张伟丽，帅炸！
奥运会金牌总数第一，还有啥说的
我娜姐
马龙马龙！
祖国利益高于一切！
苏炳添
李景亮我爱你
From China!The world NO.1!Lin Dan!
我们是中国人
伟丽牛逼！
帝国之虎
伟丽牛逼！
冲
加油加油中国威武
伟丽牛逼！
上海人的骄傲
刘翔啊啊啊啊
I❤️羽毛球
姚明
没人认识UFC冠军张伟丽？
朱婷！
朱婷！朱婷好帅
朱婷帅
泪目
李娜牛壁
林丹
朱婷太帅了
许海峰
刘翔
刘翔太牛逼了
中国牛壁
双圈全满贯，唯一一个奥运会羽毛球男单卫冕冠军，二十个世界冠军，羽毛球之王，林丹！
陈艾森陈艾森陈艾森
朱婷！朱婷！朱婷！朱婷？
森哥森哥
陈艾森
朱婷
中国力量！
练四斤
刘翔！！
刘翔刘翔刘翔好棒！！
热泪盈眶
刘翔，偶像
刘翔牛逼
坐等冯潇霆
牛逼
张伟丽！
刘翔牛逼
我身为一个中国人我真的骄傲
马龙！
刘翔我的偶像
移动长城！
中国牛逼！
看哭了这里
李娜牛逼
火钳刘明
龙队！！！
水？
体育精神民族精神！
敢打敢拼
苏炳添！！！
泪目
马龙
龙队
泪目了
马龙许昕
真的眼泪掉，真的太不容易了
蛋总牛逼！
刘翔！！！
我的龙队！！
苏炳添
马龙！
刘翔永远的神
差点以为张嘎子
泪目
刘翔赢了
国羽！
呜呜呜呜呜呜呜呜呜
中国加油！！！
马龙
中国
中国人加油！！！
感谢为中国挣得每一分荣耀的每一个人
眼睛里进挖掘机了
火钳刘明
雷声，伦敦奥运会冠军
就你叫大鲨鱼是吧
英雄
世界冠军是谁?是中国！
骄傲 自豪 感动！
中国！
刘翔这个在当年是真的震撼
鸡皮疙瘩起来了，这bgm。好热血啊
飞人刘翔
泪目
刘翔！！
刘翔
太棒了！！！！
中国人牛逼
每次听过歌，都有种想哭的感觉。
盖帽
泪目！骄傲！自豪！
中国人就是最棒的！！！
刘翔yyds
刘翔
我是中国人！
中国加油！！
想哭(┯_┯)
YAO
唯一的亚洲人
看泪目了
爱国之情
混元太极门的过来
刘翔nb
马龙
中国
龙队太帅了
超级丹
苏炳添
林丹！
刘翔。。
刘翔！！！
李达康
牛逼！！！！
龙队nb！
娜姐
我们万众一心
林丹
刘翔给我炸出来了
眼睛里进了个空心砖
三剑客
燃
炎黄子孙
泪目
想哭
丹神！
小日子过得不错的人
嘎子哥
知道五星红旗为什么是红色的吗？因为是先辈用血液染红的！！！
你币有了
泪目了！
姚明
林丹
刘翔牛逼
郭晶晶
亚运会苏炳添
泪目呀 背景音乐太好了
冲啊
Chn
我们是！中国人！
张继科
张继科张继科张继科
张伟丽！
蛋总啊啊啊啊啊
国胖
泪目
拆那南波万
娜姐呢？
张伟丽！
再来亿遍！
刘翔
马龙
龙队
泪目
前面吃饭哭的+我一个，差点呛
刘翔的含金量绝对是最高的
马龙牛逼
我有伟丽姐亲笔签名
好帅
伟丽！
刘翔
这才是明星，真正的明日之星
曾小贤牛
景亮
刘伟丽
霍太！
刘翔
干干净净
CHN人类之光
泪目啊！
哈哈哈
刘翔NB
刘翔燃爆！
刘翔对不起
除了客户端 哪儿都有刀斯林
就等着这句话呢
应该有孙扬宁泽涛
此生无悔入华夏，来世还做中国人
看到姚明。真的是泪目
加油，中国
全体起立
史上第一次卫冕羽毛球男单冠军
刘翔，啊啊啊啊
泪目
马龙
刘翔！
苏炳添
再没有刘翔
好冒！
好感动
帅
哇哭了
FPX牛批
刘翔最强
年纪大了，看这类型的视频眼里老是进沙子
苏炳添起飞
刘翔牛逼
嘎子哥
刘翔
泪目
刘翔和那几个对手根本就不是次元的
泪目
你就是奥尼尔是吧，好，我知道了
泪目
刘翔，永远滴神！！！！！
刘翔
刘名
人有点少啊。。。
皇后出来了
竞技体育的魅力啊
刘翔刘翔刘翔
张伟丽：哼！我把你打成南极仙翁！
刘翔！！！
张伟丽牛逼
刘翔
敬礼
张伟丽
泪目～
所向披靡
张伟丽，我们邯郸人的骄傲
丹神
李端
泪目
BGM就不能用自己的么
乒乓球还有大魔王
干干净净！！！
刘翔牛逼！
我今天就坐等这个视频上千万大家没意见吧。
流弊
民族重新崛起
刘翔NB
牛逼
伟丽牛壁
敬礼！每次到中华民族到了最危险的时候，马上出眼泪
刘翔永远滴神！！！！
冒着敌人炮火前进
梦回2008
梦回2008
不会再有刘翔了
综合格斗史上第一位黄种人冠军:张伟丽
梦回2008
武大靖
泪目
火钳刘明
燃起来
马龙！！
伟丽女王牛壁
嘎子哥  冲冲冲
有内鬼
不要一个运动员没有得到冠军而侮辱他们，不以成败论英雄
彳亍
刘翔！！！！！！！？！
干干净净
那一夜，神！！！
投了
刘翔
梦之队
干干净净
竞技精神
东方的巨龙，发出震颤世界的怒吼！
泪目
伟丽太帅了！
我的天。
刘翔
雷声
我好爱我的国家
英雄
郭姐呜呜呜
大姚
好燃
张伟丽！！
泪目
马龙！！！
马龙
龙队！里约龙神！
姚明
马龙
龙队啊！
苏炳添
怎么没人喊苏炳添呢？
里约三剑客
怎么没人喊苏炳添呢
里约龙神！！！
龙队
啊啊啊啊啊啊，刘翔最帅！！！！！！！
许昕
干干净净！
刘翔
应该是放悉尼弹幕护体
张伟丽
女排牛逼
啥时候能培养个c罗
郎平！！！
女排女排
女排冠军
朱婷
女排威武
姚明真是扛着中国在打球
女排女排
婷队
女排来了
郎平永远滴神
郎平朱婷！
郎平郎平永远滴神
郎平永远滴神
这是苏炳添啊……
女排牛逼
郎平！
卧槽～这水花不科学！
郎导辛苦了！
女排女排女排
冠军
张常宁
朱婷MVP
朱婷永远滴神
背景音乐
用七剑做的BGM?
刘翔
啊啊啊啊啊
刘翔，刘翔赢啦
直接三连了
许昕
中国人所向披靡
看哭了
牛壁
中国
泪目
中国骄傲
火钳刘明
火钳刘明
张伟丽！！
哭了刘翔
中国飞人，亚洲飞人
姚明！！！！
泪目
哇靠有李宁
看得我热泪盈眶
更快！更高！更强！
电影：夺冠
游泳队nb
刘翔加油
永远忘不了那个泥石流的采访，哈哈哈哈哈哈哈
咋没有游泳队的镜头
火钳刘明
宁泽涛？什么哦
刘翔！！！！！！！哭了
看到刘翔比赛视频就热血沸腾
刘翔刘翔刘翔刘翔
泪目
看我翔哥进来的
刘翔牛逼
伟丽姐把人家脸都打残了。。
电影就不必了 懂的都懂
致敬！
丽姐
玛德不看了，想哭
I’m from China!
I’m from China!
I’m from China!
I’m from China!
I’m from China!
I’m from China!
中国！
I’m from China!
I’m from China!
全体起立！
前进！
前进！
前进！
晶晶！
练死劲儿
刘翔真的哭了
林丹
女皇
跳水队呢
中国红!!!!!!!!!!
丹神
刘翔，世界第一飞人
许昕，昕爷!
李娜
伟丽
看着泪目了
真的激动
泪目
泪目
中国nb
小日子
啊，龙队
刘翔是中国人的骄傲，甚至是黄种人的骄傲！
啊啊啊，龙队，我的神
鸡皮疙瘩
I’M From China
I'M FROM CHINA
雷姆雷姆
陈萍萍？
彳亍
热泪盈眶
刘翔！！！！
永远的神
刘翔牛逼
击剑雷声
我啥我眼中范泪
。。。。。
刘翔牛逼！！！
林丹！！！
唯一的亚洲飞人，世界飞人
作为一名体育生泪目了
李景亮哥
三连了
泪目
三连了！
张伟丽大姐头
66
加油刘翔
林丹！
热血澎湃
世界冠军是谁 中国！！这里泪目了感动
龙队！！！
生是华夏人 死是华夏魂 此生无悔入华夏 来世还做华夏人
国球真骄傲
刘翔厉害
伟丽，伟力
08年
干！
泪目
超级丹
牛批
干干净净
丹神
牛批
姚明！
致敬！
刘翔牛逼！！！
拒绝白嫖，从我做起
前进，前进，前进进！
丹神！
许昕！
丹神！
龙队！
国乒！！！！！！！
张继科
泪目
哇哇哇
看得我起鸡皮疙瘩
干干净净
泪目
张伟丽
刘翔谢谢你
鸡皮疙瘩起来了
刘翔牛
刘翔
运动真的能让人振作
带耳机的我聋了
张伟丽，邯郸人的骄傲
女神！
月光正遍知
如月光白色正遍知
火光正遍知
刘翔流批
cn刀塔牛逼
为国争光的都太伟大了
中国牛逼
亚军季军还有哪些站在和没站在这个战场的，你们都是中国的骄傲！​
孙扬应该有的
我踏马觉得刘翔在飞！！！刘翔牛逼！！！
YAO
Yao
YAO
来了来了
刘翔
YAO
泪目
乒乓球唉老是赢非常开心
刘翔
冠军
泪目
妈呀热泪盈眶
泪目
中国人加油
中国女排
郎导，刘晏含，颜妮，丁霞，林莉……
！！！！！
呜呜呜真的
为了国家骄傲!
兄弟们把红色都给我涌出来!
帅!
女排精神
大靖!
好帅啊啊啊
可兰白克
中国!
李景亮
真泪目了
刘翔！！！！！
接化发！
姚明
刘翔永远的神！
刘翔永远的神！
刘翔永远的神！
为什么热泪盈眶，因为对这片土地爱的深沉
日本：？？？？？？？？
给我昕爷打call
啊啊啊啊啊刘翔啊永远的神
中国！
刘翔！！！
刘翔刘翔！
刘翔！！
牛逼
民族骄傲
许昕 
张继科！！！
欠刘翔一句对不起
大姚
姚！
刘翔
中国人最强，没有之一
此生不悔体育人
泪目
我真的哭了
啊啊啊！！！！！！！我大击剑站起来了！！！！
刘翔你最棒      翔哥无敌
泪目
李宁！
刘翔绝对的神话
中国
ohhhhhhhhhhh
獒蟒龙！
看得我一身鸡皮疙瘩
泪目
蛋壳
泪目
这个比较简单，趁泳池不注意就行了
泪目
娜姐
刘翔
你们这群假粉丝，这是苏炳添
China
马龙！！许昕！！！秦门赛高！！？
苏炳添
苏神！！！！！！！
刘翔
龙清泉
刘翔牛掰！
刘翔牛逼
大姚牛逼
苏炳添nb
苏炳添
先点赞再看
热泪盈眶！
热泪盈眶
朱婷！
这个独臂是谁
热泪盈眶！
泪目
泪目
左手
哭了
泪目！！！！
刘翔刘翔刘翔！！！
刘翔
刘翔刘翔刘翔！！！
刘翔
刘翔永远滴神
呜呜呜呜呜哭了哭了
刘翔牛逼
林丹！
中国
我还是很怀念刘翔的
你除了世界冠军你什么都不是
我爱刘翔
梦回2008
刘翔牛逼
女排排面
龙队
就tm你叫鲨鱼啊
刘翔！！！国之骄傲
龙队
前进
鲨鱼背景板
要哭了，要哭了T﹏T，太燃了
泪目
发生肾么事了？
六边形男人
翔哥
为何冠军会属于中国因为中国人骨子里不服输不认输
神
刘翔
刘翔永远的神！！！！！！！！
变色
骄傲！
泪目
武大靖！！！
龙队！
伟丽牛逼！
爱我中华
全是名场面啊啊啊啊
爱我中华
郎咸平
I’m from China!
我永远喜欢女排！
丁霞啊啊啊啊
泪目
是你么 陈院长
刘翔
吓我一跳
我到现在都还记得当年解说拼命喊刘翔的名字
梦之队
刘翔刘翔刘翔
刘翔永远的神！！
ohhhhh
地球最强女性
体育的魅力无人可挡
牛逼！！！
加油我的同胞
没嚣张的张，张大魔王?
中国nnnnnnnnb
总有一天 会有人用中文这么说 并且所有人都能听懂
刘翔
武大靖
伟丽牛逼
哥们好样的
我在b站哭的最多的竟然是爱国视频 挺好
牛逼
刘翔
刘翔NB
姚明！
刘翔神
女排也NB
看哭了
苏炳添
朱婷！
武大靖
泪目
刘翔！
是武大靖
泪目，自豪
朱婷朱婷朱婷朱婷朱婷朱婷朱婷
000
永远的栏王
张继科
龙队龙队龙队
中国在田径上获得奖牌太不容易了
刘翔，永远的英雄
好一句:所有的一切都是为了今天
李宁
这时候又不骂刘翔了？
骄傲！冠军！！！
哭了刘翔
刘翔！！！！！！！！
我要这硬币有何用？
刘翔！！！！！！
刘翔牛逼
China
China
你币有了
刘翔
马龙厉害啊啊
鸡皮疙瘩
威力牛逼
这是谁啊，独臂人好牛！！
姚明铁塔
马龙，六边形战士
拆哪拿波王
刘翔
刘翔
刘翔刘翔
刘翔牛逼
我们是龙，高高在上的龙
我们是龙高高在上的龙你们只能仰望的龙
前进
啊啊啊啊啊啊啊马龙马龙马龙！！！！！！
刘翔！！！
水：？
马龙！！！！
冲啊
郭晶晶是保定的
苏炳添很强的，他起步是世界前几
林丹!!!
龙队昕哥！！！
郭晶晶
中国人行的
刘翔是真牛
中国人行的
怎么没有邱建良
火钳刘明
军礼是真的帅
China
8小时
载入史册的中国人你们都曾为国争光，你们就是代表中国
刘翔牛逼！
你们也是英雄
刘翔牛逼！
苏炳添！！！！荣耀亚洲！
啊啊啊
鸡皮疙瘩一阵一阵骄傲！！
05后向你们致敬。
见封进
我想和伟丽打一场
林丹 永远的神
Iam.  Fro
I'm   From 
China 
刘翔，永远的神
刘翔牛逼
I'm from China 
刘翔，中国体坛第一人
张伟丽
世界的舞台
国人的骄傲！！
泪目
刘翔
有一种颜色，叫中国红
排面
致敬
龙队！！！
苏神！！！
干干净净
泪目
马龙啊啊啊啊啊啊啊
苏神！！！
张伟丽
马龙
蓝球不行啊
马龙永远的神
奥尼尔？？？？？
马龙乒乓的大自然
要币有何用？
里约三剑客永远的神
马龙牛壁
超级丹
啊啊啊啊啊
李娜是真的牛批
刘翔刘翔
泪目
体育的力量。
苏炳添，亚洲第一！
该有李娜
李娜呢
加油！感恩
李娜牛逼
刘翔依然英雄
哈哈哈哈哈哈哈哈哈哈
厉害
朱婷女神
能把我看哭是我没想到的
刘翔牛逼
自信已经不再是说说而已
刘翔respect
此生无悔入华夏，来世还做中国人
刘翔四十几个大比赛，三十几个冠军
你不只是冠军，你是中国人的英雄
武大靖！
林丹牛逼
林丹牛逼
武大靖！！！
刘翔！
看到刘翔还能想起当年的激动
泪目
练
泪目
好样的，中华儿女
，
刘翔NB
刘翔牛逼！
刘翔
刘翔牛逼！
刘翔牛壁
泪目
郭晶晶
很多都移民或者子女是外国籍
刘翔牛逼
中国加油
当年确实激动
泪目
泪目
刘翔当年没少被喷。
刘翔nb！！
超级丹
郭晶晶！
中国加油
姚明
大姚！
刘翔牛逼
飞人
666
China
哭了
好好好
刘翔！
大姚！
朱婷
中国队！中国队！中国队！！！！！
朱婷
眼泪就这么流下来了
致敬
中国人永不言败
看哭了
刘翔！
晶晶姐
这些人真厉害
骄傲！
哇哇哇
哇哇哇
眼泪稀里哗啦
计科聂
骄傲不是与生俱来的，是所有优秀的人为中国慢慢建立起来的。
中国
刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔刘翔
举国体制
这样的民族没有谁可以打败她，有，我只是她暂时睡着了
刘翔
刘翔听的我泪目啊
干干净净
接化发
刘翔，是传奇
中国！！！！
YAOMING
中国人，行的
连作弊的机会都不给他们留！！！
中国人，行的
中国牛逼
刘翔！！！
团队虫，个人龙，
水：很快嗷！我大e了啊，没有闪
刘翔牛逼
林丹
战歌起
I’m from China ！！！
哭了
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
等等你的人民
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
I’m from China ！！！
姚明
I’m from China ！！！
奔驰五个轮？李娜？
李宁
敬礼！
不懂乒乓球的胖子瞩目
CHINA
好热血
刘翔牛逼
。。
刘翔牛逼
刘翔牛逼！！！
牛批
泪目
丁俊晖呢？
刘翔
加油中国！！！
刘翔牛逼
刘翔冲刺，直接泪目吼出来了
龙队排面！
刘翔！
一身鸡皮疙瘩
郭晶晶
足
足
刘翔刘翔刘翔
一身鸡皮疙瘩
伟丽牛逼
行
6NB
刘翔牛逼
生而无畏，战至终章
本来已经喝完了，看到这个视频，又默默的倒上一杯
霸气侧漏
丹神
China No.1
在上厕所的我热血沸腾
火钳刘明
燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃
燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃
中国牛逼！！！！！！！！！！
知道吗？女排的姑娘们为了中国的70周年生日
中国红
中国牛逼
永远的飞人
不是说商业比赛与国家荣誉不挂钩吗
我哭了，真的这次
泪目
蛋总排面！
苏炳添！！！
I'm from China!
刘翔牛批
不容易啊
看哭了
刘翔nb
ohhhhhhhhhhhhh
WINGS ! 你们准备好了吗？
WINGS ! 你们准备好了吗？
好燃
WINGS ! 你们准备好了吗？
我哭了
WINGS ! 你们准备好了吗？
WINGS ! 你们准备好了吗？
WINGS ! 你们准备好了吗？
WINGS ! 你们准备好了吗？
哭了
刘翔！！！
中国牛逼
中国红
中国必胜！
想要平均值
武大靖
刘翔的高度无人企极了
刘翔牛逼
中国人，行！！！
全体起立，敬礼
李娜那？
蛋白粉
鸡皮疙瘩起来了
刘翔NB
泪目
林丹！！
刘翔永远的神
投币了，投币了，投币了，投币了……
