我
这才是真正的枪和日本动漫不一样体现出了枪柔韧的特点，真的很细节
你怎么看出来是飞踢的
哈哈哈哈哈
卧槽
真不错，住在山里面，真不错
哥们
特效直逼鬼灭
起飞
毒奶，你别说话
你？？？？？
这才是咱们大中华的文化呀！
崛起？崛个屁！起飞了！芜湖
融入那么多水墨画元素的国漫，我已经多少年没见到了
大理寺日志最后一集打斗爷
这就是我一直想看到的中国动画
我看了四遍了
悬哥帅炸了
931121
打戏真的还是要看中国
卧槽
就是3d太多
辛苦了啊！
2d牛逼
林魂导演NB
给我也康康啊啊啊啊啊啊啊啊
卧槽???
哈哈哈哈哈哈哈哈哈
卧槽
我贼喜欢这段
6到无语
哈哈哈哈哈
喜羊羊最近也有点强
你币没了
那得多少年才能完结啊！
？？？？？？？？？
是的！
你恰独食？
匠心精神！
黑白闪
带耳机棒死了
？？？？？？？？？？无耻
哇
还是喜欢2d动画
哈哈哈哈林导流批
高产A
？？？？？
23333
不用春物bgm了，爷青结
先点赞
啊，这林导
哈哈哈哈哈果然
qs
？？？？？？？？？？？？6个
这运筹，这形变!
握草，
是人么？??
就是我喜欢的中国动画，武打戏帅炸了
？！
林导nb
希望配音不拉胯
？？？？？
背景大理寺一行人
确实 我最近看国创比日漫多多了 
就这
真香
这是王炸，下集是核炸
泪目
草，太羡慕了
？？？？？？？？？？？？？
我来了！！！妈耶什么神仙动画
草了
是啊是啊太爽了
我记得，斩兽之刃有一集打戏也是林魂指导的，片尾staff表上有名字
艺术片了
这不就是葫芦娃剧情吗
？？？？？？？？？？、
总共就6话，3话起章？
尊敬！
哈哈哈哈哈哈
人言否？
？？？？？？？？？
人言否？
握草
荡漾！
无人可以预测的命运的打戏
然后就陷入了无限的等更新
啊，这鹅
大理寺
灵魂导演？
说怎么看出来是飞踢的你们没听说过逐帧看吗
伟大
猫爷nb
开0.5倍速真的牛
特别喜欢成龙
补肾丸
拉仇恨
？？？？？？？？？？？？？
？？？？？
魁拔马上也要上映了。
水墨画风格
突然想到风灵的打戏
都是边暂停的看
厉害了
哈哈哈牛皮
一人之下和罗小黑也很好看！
卧槽，我酸了
握草
帅帅帅
林魂nb
又是有生之年了
NB
对，水墨黑白闪是真的震撼到了
就这
666
3D表情照样丰富
一人之下也牛
业内好朋友
水墨画风是真的贵，，，但是确实贵有贵的道理，做好了那是真NB
？？？？？？？
啊这
不要奶啊不是拿嘴说的啊
哈哈哈哈哈
想起来那时候吐槽虹猫蓝兔剑太软
金衢盆地  爱了爱了（我是金华人）
wtm酸爆
靠靠靠！！！！！！！！！
把那帮无良家长灭了，国漫才能崛起！
哈哈哈哈哈哈哈哈
我靠
这样的导演给我来一打
柠檬精附身
对，打戏
刷枪帅炸
6到无语
就这？b
说去的有能力吗
牛
山水田园
俺也一样
国产京都？？
别奶了别奶了，别奶了
卧槽
6到无语
林导强
又来一个罗小黑？？？？
哈哈哈
这小娃娃像极了江流儿
nb
对对对，这真的就是我期待已久的国漫
猜到了...真的很无奈啊
没钱请人啊！
人言否？
法人代表  ：林佳奇  ？？？？
壁纸啊
啊这。。。这不是离我家很近嘛
？？？？？？？？？？？？？？
原来是你！！！
哈哈哈哈哈哈
你币没了
天宝！！！！
真的应该灭了无良家长，我们群里一个高喊杜绝网络游戏，一个去教育局举报水浒传，真是服了
？？？？？？？
这是真的好看
我去
用心良苦啊！
硬核
？？？？？？？？？
这，，，特摄手法啊我去
回马枪啊
真实
我喜欢木桥战
能众筹吗，我想出钱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
又来了，我和作者比命长
老沉香了
确实
帅
有中国味
哈哈哈哈
6到无语
有一说一，3D也是越做越好了
想起来曾经的上海电影厂
光看这段就被吸粉
六边形战士
哈哈哈哈哈哈哈
哈哈哈哈哈哈
这个是真的难画。。。
很棒的
卧槽
有一说一，我也有同感
猫爷
??????????
哈哈哈
林魂牛逼！
啊，这鸭子
666
肯做的人少吧
好真实
偷跑wc
仰卧起坐？
烤鸡
yysy喜羊羊的打戏也是真的强
还喜欢2D
不是这鸭子吗
什么情况
一人之下第三季也可以啊
啊这
？？？？？？??????????????????????????
啊
?????????????????????????????????????????
色彩真的太棒了好神仙的配色
nb
今天刚看
我酸了
水拓画！！我们这学期刚学过ww
我i来我来
未来可期
而且人物有些皮影的感觉真的下了很多功夫
wc好爽
圆谷直呼内行
崛帅
是的，近几年只看国创
六边形战神，林导NB！
哈哈哈哈哈哈哈哈
大理寺也算上
家族？？被剧透了
绝了
国漫之光
哈哈哈哈哈，牛逼牛逼
我经常哼
啊这
啊这？？？？？
衢州本地人，表示真的是一个小地方，当地人自嘲浙江的西部
就这?
神仙导演
真香
??????
6人左右？还有难道半人类？
啊啊啊啊啊啊啊啊啊啊啊
元龙太上头了
！！！！！！！
太神仙很辛苦的
怪不得
每一帧的有惊喜
比各种奇奇怪怪的3D国创好
林魂牛批
吹炸
我想去啊啊啊啊啊啊啊
六到无语
太快乐了
芜湖
都是大佬
那我呢
再见我去了
草、
猜得到
？？！！！！！！！！cao
？？？？？
哈哈哈哈哈哈哈
卧槽？？？？？？？？？
天宝
？？？？？？？？？？
对对对，虹猫蓝兔一下子就回忆起来了
木桥战真的牛逼
lancer
我**
？？？？？？？？？？？？？
经费？林导要是有经费就不用透支生命画了（dog）
牛逼
啊，这火
笑死
牛逼
只要家长不乱举报
啊羡慕
啊啊啊这段我真的爆炸，bgm的管弦鼓乐兼职了【躺】
国创nb
唯一的2D
复兴！是复兴！
元龙是真的爽，可见中国爽文真的领先日本十年以上www
?????
？？？？？？？？？？？？
百步飞剑
哈哈哈，鬼才
但是国创观众本来就多啊
66666
哈哈哈哈
神仙导演
就在隔壁
hohohoho
我酸了
是的是的
酸了
？？？？？
啊？我酸了
确实，跟单纯模仿根本不一样。
我叼
大理寺那段配打开太阳应该很带感
荡漾！
我都追，哈哈哈
你币没了
仿佛那一刻上海美术制片厂回来了
哈哈哈哈
funny
行，追了
是不是还有个岁城琉璃
卧槽
这就是我想看的中国动画
大仙？
草一种动物
水墨黑白闪是真的震撼
如同新海诚一般的存在
卧槽，瞬间种草
3d
卧槽期待
啊这
nb
卧槽
卧槽～
我说呢
！！！
？？？？？？？？？？？？？
宝莲灯葫芦娃？
帅爆
牛逼
只可惜，好的国创电视上很少能看到。。。
武侠！
说明要做一个系列吗
？？？？？？？
哈哈哈哈哈哈
*9+36.
卧槽
暗鲨你
？？？？？？？？？？？？
仰卧起坐
卧槽
我一眼就看出来你不是人!
末将于禁，愿为曹家世代，赴汤蹈火！
我猜到了
这一段就和xp疯狂被戳到一样
酸了酸了
？？？？？？？？？？？？？
这次一定不会再让家长成功作妖了
对就是喜欢这个的少
林魂歌手
？
what???
？？？？？
嗷嗷嗷！
对
、？？？？？？？？？？
11111111
woc这个细节！还有枪头晃动
真的 我一时想起来九色鹿 大闹天宫那个时候！
这才是中国动画的特色画风啊！
对对对！
啊这
哇
我想打你
舍不得催
？？？？？？？
虹猫蓝兔
？？？？？？？？？？？？？？
？？？？？？？？？
流弊
哇是真的绝，我截了好多图
卧槽
你别剧透了
……配音拉胯了
打架真的帅，画面真nb，但感觉故事有点老套，节奏也有点小问题
不过如此！（恰柠檬）
对对对对对！
我也是！
坐等魁拔
序章?
？？？？？
猫爷
颜艺风格哈哈
？？？？？？？酸了
????????????
3年做了3话..那后面的咋办
？？？？？？？？？？？？？？
真的帅
六边形战士
？？？？？？？
6到无语
草
66666666
这已经是艺术范畴了
这段真的nb
牛逼
机智的我把这一段录下来了
卧槽
我也是
国漫仰卧起坐
CAO
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
卧槽，我要去看
2
？
。。。
真的太帅了
是的是的
不喜欢
我酸了
这里我用0.5倍数看了好多遍，太帅了
？？？？？
再见去了。
流水的制作，铁打的林导
老国创崛起了
普通
牛批
woc 难怪
我也是
有大会员的我都酸了
卧槽
是真的牛，不可否认
牛掰呀
不对劲
起码可以说明之后都不会跳票了
6到无语
只是序章吗？啊那后面的更加期待啦
家长啊
我超喜欢这个枪
23333
这波花枪比前面的超能力帅多了
对
握草，这，我酸死了
卧槽
说配音拉跨的你是真的杠。。。。
额 我觉得一般
来了
？？？？？？？？？
真的好看
我酸了
辛苦了
这就是我想看的啊
厉害
卧槽
就是国语太出戏了
哈哈哈哈哈哈哈我就是这个反应
我要去了解下哈哈哈哈就在我家边上
酸了
帅！
人言否？
666666
哈哈哈
是的是的
嫉妒使我丑陋
淦
？？？？？？？？？？
五哥帅炸
丽水环境也一样
我聋了卧槽
哇，这山，哇，这水
哈哈哈哈哈哈哈哈哈哈哈
额 还是算了
对对对对对对对对对对对对
不错不错
？？？？？？？？？？？？？？？？？？
woc
6666666
??????
开口跪。。。
不太接受3D动画。。
只要经费充足，又有不是光为了圈钱的制作，国创还是流弊的
总而言之，牛逼。
小伙汁，你不对劲
一直在暂停截图 太好看了
招不到合适的人
?
都是3D的
加上我们书法就无敌
仰卧起坐就完事了
草！
啊，这鸭子
fanr
？？？？？？？？
是滴是滴
这很强
国漫这时长确实短，而且2d动画太少，就不能调整成日漫时长的时间。
666
卧槽
颜艺！！！
主要是中国风
武侠片 就这感觉
好酸
过年了！
猜对了2333
虹猫蓝兔的感觉
张大仙？
搜了下只有一集诶
惨
六到无语哈哈哈哈
人物的边线条好粗
我就是被你安利成功了
稳点搞就好
帅啊
哈哈哈哈
nb
的确是中国人的骄傲！！！！！
荡漾的bgm
恰独食？
猫爷！~！这段打戏真的超爱了s！
？？？。我也要这样的好盆友
比3D国产动画好看多了
我去当杂工（doge）
全是一笔一笔出来的啊。
？
对的对的
确实
这个确实是这样
草，酸了
 哈哈哈哈强！
？？？？？？？？？
草
衢州本地人惊了
五哥威武
？？？？？？？？牛牛牛！
配音还需要提高
这一段我超爱！
这番不是半年一集的
？？？？我也想看
一人之下3王也打架还玩水壶那段是真秀到我了
哇厉害！
辛苦了
？？？？？
虹猫蓝兔七侠传？
希望好的国创也早点进入电视
都是尖兵
？？？？？
真实的一批
卧槽
经费爆炸
好酷啊
帅炸
哈哈哈哈哈天才
确实是
难怪！
nbnbnb
？？？？？
特摄片？
我只看2D
woc
阿泛高产啊
这样才是正常操作 网络怎么发达 很多产业可以搬离一线大城市
美术生真实哇的一声哭了出来
灵笼，！
？？？？？
我酸了
万恶啊
啊 林导yyds
这个也绝了
左右声道好评
心目中的武侠打斗，真人表现不出来的，动漫可以做到
可靠消息来源是动漫导演
这段打戏跟BGM 1配太绝
这牛逼啊
卧槽
多点2d就好了
nb
这一段真的太帮了，动作流程打击感极强
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
我的嘴型是O
hhhhhhhg
噗
有几个动作画面很像爆炸头武士啊～～
？？？？？？？？？？？？？
我酸了
哈哈哈哈哈哈哈哈哈哈
类似昭和特摄开头的拍摄手法
一般，种感觉分解违和
普雷大人？
大理寺最后那一段枪戏也是林导负责的吧
水墨画实在太美了
小团体出精彩
卧槽
对
沉淀啊沉淀
仰卧起坐，诶
哈哈哈哈哈
元龙老冲了哈哈哈
太对了
卧槽卧槽！！
化物语的bgm
对
nb
握草
卧槽
玩不起？
来了来了
水墨风才是国漫的未来！！！！！！！！！！！！！！！！！！！！！！！
？？？？？？哈哈哈
六到无语
左右声道？
林导nb
来了来了
六边形战士
虹猫蓝兔啊啊啊
真不错，住在山里面，真不错
种草了
每一帧都是壁纸系列，爱了
？？
卧槽
然而还是有人喊国漫
哈哈哈哈
？？？？？
？？？？？？？？？？
。？？？？
3D的不太感兴趣，2D的才是最爱
？？？？？？？？？？？？？？？？？？
恰独食
附议
还有那个钟在颤抖，真滴np
？？？？？？？！！
嗯？
对对对
酷
就是配音可惜了，和大理寺日志一样，期待以后能有出色的配音导演出现
？？？？？6人？？
我也是这么觉得
对
？？？？？？？
10151人正在观看
别说，刷碗的时候无限循环还挺带感
6666666
这水墨
？？？？？？？？？？？？？？？？？？？？？？？？
有多啥？
卧槽
时之歌没排面
完了，有得等四年
木桥站这段我感觉像水浒传
牛
衢州人表示很淦
御伽草子也算水墨风
卧槽！
66666
有个up从武术角度分析了
？？？？？？？？？？
啊这，只能再发个666666
艺术
什么什么
对对对
六到无语
饿狼
每一帧都是壁纸
卧槽，提前看，尼妹的
很酸
刚出来被
哈哈哈
神仙啊
666
nb
酸了！！！！
动漫高手！
刚出来就被圈粉
这是一帮什么神仙
配音出戏，就是喜欢不起来这种配音，不够真实
林导这么喜欢耍大枪
帅
6666
太帅了
握草
快乐到起飞
666
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
木桥之战是纯粹靠动作设计和运镜撑起来的！
6666
？？
中国动画的未来们啊，工匠精神啊
林导吊
凡人！！！
对，看完太激动了
灵魂导演
这个真的是帅爆了
??????????
这动画真就等了我四年  
这叫 作为
淦
原来是你
圆谷直呼内行
哈哈哈真实
这个我重复看了n遍
这是水墨动画啊啊啊啊
又一个罗小黑拖更模式？不要啊！！
6到无语工作室
这枪耍得太帅了！
这国风绝了
有，人在衢州（doge）
？？？？？
6到无语
对
？？？？？？？
??????????????
我酸了
这就是头部up，酸了酸了
同感
卧槽，果然，我说这画面为什么那么熟悉呢
666
？？？？？？？？？？？？？？？？？？？
牛！
鞭哥nb
啊，这鸭
大理寺日志最后打斗那段也超棒和这个一样
对对
佩服佩服佩服佩服佩服佩服
无敌
这才是中国动漫的希望
哈哈哈
我的妈
导演nb
走后门，服
？？
有生之年能修玩吗
？？？？？？？？？
我去！
大理寺
当时我的眼都瞎了
？
再发一个nb
？？？？？
爱了爱了
男人都逃不过武侠
钱不够
我去我去⊙∀⊙！
六到无语
3d辈出
这就很草
鸭导
物语bgm
@无皇刀谭
？？？？？？？
66666666
？？？？？？？
咯咯咯
？？？？？
确实
我也数不过来
但行好事，莫问前程
哈哈哈哈哈哈哈哈哈
可怜的导演
我就喜欢看2D动画 3D别说国产了 就连日本的长篇连载也不会用的技术 用在国产身上就是没学会走就像跑
一人之下没了
大理寺日志也很好看啊啊啊啊啊啊
666666
我去，我去。
动画制作方是六道无鱼，六道无鱼牛批
nb
苇草
苇草！
对对对
我酸了
岁城璃心什么时候才能站起来啊
猫爷打的也很帅啊
233333
左右声道好评
都是导游
？
？？？？全是神仙？？
对对对
就想看这种
酸了
凡人nb
我去
？？？？？？？
集数太少
无皇刃谭的感觉，厉害
哈哈哈哈哈哈哈
对头
你币有了
还有虎口震裂的细节
莫名想起来功夫派
怪不得！！
nb
这是武术啊
剧情呐
我也去看了 再见
看样子回和风灵玉秀 罗小黑战记一样年更了
哈哈哈哈哈哈哈哈哈
6道，没有咸鱼
现在感觉大理寺这段应该算是试验（
后。。。后浪啊
元龙
又有又有崛起
厉害了
？
纳尼？！~啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊岂可修
京剧猫
过年？已经是神仙打架了好嘛
有闪电五连鞭吗？
此处按帧截图
确实6到无语
牛牛牛
草
+1
林导音乐方面也真的很牛
凡人真的不错
恰独食？
啊啊啊害怕了
？？？？？？？？？
6666
真实
⊙∀⊙！
抖动的是杆，又不是枪尖的铁
魁拔！！！
立体音效
一看就知道是林导
魁拔！！！！
耳边响起了水浒传的唢呐声
国创制作已经肉眼可见的有大进步了，但是配音这块还是有点拉胯（尤其男性青少年角色）
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
凡人nb
魁拔又没人宣传啊啊啊
一样
虹猫蓝兔
酸死我了
太好看了吧
妙法莲华
羡慕啊
魁拔8月8要出周播剧了！！！
后期职业出现前，摄影的八仙过海特效2333
这喝的不是酒 是药
？？？？？
？？？？？？？？
误差
因为穷
大理寺日志最后一集的大部分打戏也是林魂画的
对，
是真的帅！
六到无语
你币没了
我酸了
这才是艺术
？
佩恩六道！。
这种画风感觉好费精力啊
建议反向出口日本
玉响好听
我只想知道悬哥在第三集之后还是不是主角
卧槽。。。
？？？？？
让我想起了林冲
大哥大嫂过年好
林导真的是神仙打戏导演
很有特色的中国画风
国漫之巅
woc
卧槽，嫉妒死我了
曹焱兵
制作组在燃烧生命啊
？？？？？？？？？
真六道
配音很好……哪里不行？
3话太少啦，不够看啊
K！
真的是过年了！国创真的有崛起的感觉了
？？？？？
？？
灵笼
m
在哪看？
唐家霸王枪
别啥都说无皇刃谭，显得你很无知
真，卧槽
？你看完了？
写作找不到人读作用爱发电
可惜都是3d 不感冒
必火，奥里给！
魁拔啥时候出来
毒奶王别奶了
哈哈哈
为什么bgm听着有点像overloap
我上辈子就是催更人了
？？
根本不喜欢国创这个词
我是不太喜欢太炫的这一段，但是木桥战这一段，真的真的太棒了，武器的使用太帅了
卧槽
江山人惊了
猫爷牛批
狗贼
太nb了
6个，，，神仙
元龙 天宝 算了吧
woc
木桥战的动作设计很考究
怎么感觉仿照鬼灭之刃？？？
凭什么
灵魂导演
哈哈哈哈哈哈
充电安排
这段我来回看来三遍
救母～…剧透了
啊....这爽哥
血是蓝色的
大狸子也很好看！
天津话：姐姐
泛式牛逼
6到无语
有生之年
卧槽
泛式是不是提前看了两集
？？？？？
哈哈哈哈哈哈哈
？？？？？？？
我们怎么办
帅爆
？？？？？？？？？
啊，这颜艺
？？？？？？？为什么
分镜和打击感真的很棒
让我想起了 侍魂~
林导nb
？
我想起了异邦人
对对对！
！
大狸子
?????
愿你长寿，我的朋友
真实
只戴左边耳机的我一度以为up有毛病。。。
大理寺！
鸡皮疙瘩起来了
你刚刚说的大理寺日志呢，也很不错啊
什么？？？？？？？？？
这段我也看了很多遍
除了中村丰以外看过最帅的黑白闪
对对对，好看！
制作组的生命在燃烧
这黑白我想起了刃心也是一样很酷炫的
那么多人看的吗
我就喜欢2d
同感！
王者别闹的你能不闹么 你也配
九千多多人太秀了吧
？？？？？？？？？？？？？？？？？
淦
恰独食？
？？？？？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
鸡皮疙瘩出来了
这段打斗真的好看
觉得 元龙cha一些
？？？？？
?????????
有生之年系列
卧槽
国漫元年
对
？？？？l
国内2d真的没什么人
泽曰：甚香
牛壁
6个神仙
？？？？？
草（一种植物）
卧槽这个画面
适当的偷懒也是可以的
卧槽
后两话？我酸了！
你币没了
导演还有个鸭子的化身
6到无语
化物语的BGM
草
草草草草
233333
一般
衢州哇。。。衢州人没想到耶
想去但是没那技术
卧槽
荡漾！！！
可以
五哥帅炸了
对
一人之下3有吗
??????????????
有生之年？
也是他！!!!
枪兵才是浪漫
真是理想国产动画的打戏
月棍年刀，一辈子的枪
当壁纸完全没问题
中国骄傲！！！
元龙是真特么的上头
神精榜做动漫估计也不错
又崛起了
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
俺先去看去
文字很好啊
好传确实可以
实际上中国的文化有部分太深奥了，让外国人来看就是云里雾里，推销出去很难的
文戏也超好
这段好像混沌武士
这样的打戏才是中国动画以后能比肩国外的特色呀
收藏了不少武林秘籍
你也沉香
人才不够啊…
+1
今天星期六明天就跟新了
然后你都看完了！！
我直接爆哭
啊鸭
越来越好了国漫
五哥nb
六到无语
泪目
我去看了
普通魔鬼
卧槽？！
六到无语
居然提前先看了？能当人？
赞同
双声道
老欧亨利了
牛逼
卧槽
这么nb的
？握草牛逼
草！！！！！！！！！！
嫉妒啊！
没会员的我眼巴巴
元龙味儿太冲了
？？？？？
谁不爱长枪啊♪
元龙经典老番
？？？？？
有生之年
这才是我们想看的国漫
？？？？？？？？？
霸王枪
这段太帅了！
？？？？？？？
握草！！！！！
66666
画风嘛
我好几朋友就特别喜欢看国漫
你币没了
woc，这么牛逼
水墨风？
才第两集诶，就这么高评价吗
回马枪那段直接真的帅
卧槽，这山
awal
太对了太对了
恰独食？我刀呢
个人不太喜欢看灵笼
木桥战真帅~中国动画就要百花齐放~这个真的让人眼前一亮
哈哈哈哈
卧槽
6到无语
对的，大理寺
啊，这橘子
不是还有表情吗？ 哈哈哈哈
啊，这鸭
我又酸了
凡人等了很久很久
？？？？？？？
？恰独食
？
我连着看了五遍 无敌
早早发展这种水墨和皮影风不好了
？？？？？？？？？？？？？？、
不是应该，啊这鸭子
卧槽
敞亮的大门不走，非要走后门？
？？？？？
？？？？？？？？？？？？？？？？？？？？
强推凡人修仙传
？
镇魂街真的是浪费了它漫画的底子，太失望了
一拳超人饿狼
后面有李饼！
看了这么久 还是2D看着舒服
两面佛？
牛到无语！
woc，林导nb
陈鹏杰
我慕了
没钱儿。。。。。。
简化手法？
老过年了
????
？？？？？？？
想想无皇刃谭
仰卧起坐狗头
？？？？？？？？？
我鸡皮疙瘩起来了
真的太不容易了，太牛逼了
对对对！
声优败笔
woc
对
啊，雪莉
？华啥也没看出来
对对对
我看了三遍
一刀修罗！
画师不容易啊，画风精致工作量可不小
酸了
哇这是什么天才
？？？？？
岁城出了吗
hhh
？？？？？？？？？？
林总牛逼
我去，啥朋友
是的！
3话呀
nbnb
？？？？？？？
中国动画!
但是也不应该，条件应该优厚一些
记下来先
神仙剧组
真的在衢州吗？我要去看！
所以岁城璃心怎么还是没有
颜艺风格
对对对
对对对！！！！
？？？羡慕
突然想到映像研
6到无语
有灵魂的中国动画
期待
满屏幕都是林导的肝
嗯嗯
有种豹子头林冲的既视感很帅
我也是，真的nb脱口而出
？
前面异邦人的等等我
六到无语
6到无语
衢州233333
我去
帅啊
颜艺风格
声优败笔的那位，是配音演员哦，看日漫多了也就成了声优（狗头）
看里面的客人，是猫爷！
？？？？？？？？？？？？？？？
梦幻联动？！！
我爱了
魁拔
这画面的冲击力真强啊
水浒传？
6个神仙
林导牛逼！！！
？？？？？？？？？？？？
衢州市柯城六道无鱼文化传播工作室
中国动画
有一说一，应该多点2d动画
那要求太高了
颜艺女主风格
林导NB
哈哈哈哈哈哈过
加一
太美了
NB
6到无语
注入林魂
NB
大理寺我吹一辈子！
我觉得他特别好的一点就是水墨画。非常的有自己的特点。画的也好。
233
哈哈哈
然后就鸽了
哈哈哈哈哈
哈哈哈
百妖谱
牛逼不咯
灵笼
？？666666
这破路都能开车？
现在大部分国漫都喜欢搞3d而且人物模型都差不多
！！
噗嗤
!!!!!!????????
有点东西啊
好爽啊
一人去3
啊，这只鸭
哇！追了！
继承当年老上影厂的传统
太帅了真的
画面跟bgm绝配，这些制作人员nb
都牛逼
卧槽
为了凡人看的国漫，是真的香。很庆幸看的第一部国漫是凡人
哈哈哈哈哈
真的不知不觉就这样了
鸡皮疙瘩暴起
衢州市柯城区石室乡崇文村。。。。。边上就是风景区，再往南真的就是大山
声优败笔
对对对
很细致精巧的打戏
？？？？？？！！！！！！！
有上美内味了
确实六到无语
厚积而薄发，强者啊
哇我老家
总共就三集
是啊
魁拔啊
