我蹲到了
周星驰算了吧，他自己导演的几部真的那么好吗？
有排面
还没结婚  可是有一个女儿叫爱人可能更合适
零花钱
bgm是哥哥，真的哭了
外语优势
佟大为唱的
和爸爸长得好像
艺术与商业兼顾
确实
商业和文艺可以统一的
哈哈？
太厉害了吧
大制作
哭哭
这进度条不简单
这进度条不简单
黄渤唱的吗？
最靠谱的中国导演！
在这个快节奏的时代，能坚持这种长视频真不容易
还是一集发的嘛
热乎
金枝玉叶我喜欢
洛阳人表示这歌我喜欢
投名状
先三连了，再看
加弹幕
不看好夺冠！
实弹
金烧鸡奖
这么长的吗
飘摇
声音好听
甜蜜蜜
今生今世！！！bgm呀！！！！
喜欢 光阴的故事
妈呀刚发现进度条
138828
哇哦
飘摇
稳
素质三连
啊看到宫崎骏了
三姑丈加油
不是老婆是爱人
来了
+-
金鼠牛虎兔龙蛇马羊猴鸡狗猪奖
nice
弹幕走起来
金马变作一滩臭不可闻的嘿嘿嘿了
进度条好评
已投币
来了来了
辛苦啦
电影史话系列 我的心头肉
如果爱！
时长感人
三连了！
陈可辛和冯小刚都是能把电影拍的很好看的导演，既不弱智也不高深
我为什么哭了
好期待这部影片
木鱼我爱你
为什么现在还有人迷信名门？？？？
飘摇！！
好多经典
《成都》？
建议屏蔽弹幕关键词“曾志伟”
不是她的，但是有他参与...
金枝玉叶
木鱼nb
14943在看
薛之谦
 进度条有点恐怖
我的第一次三连给你了，木鱼！
进度条恐怖
三连为敬
时长三连了
看完再给不行？
三连
他来了他来了
亲爱的！
看电影？
一场电影的时间
听前奏识曲《今生今世》！！！
先三连再看
原来是学长
15870在看，卧槽
全部都看过
。
bgm是哥哥的啊
做了一部电影啊
好看
这时长…
进度条……
校友好 哈哈哈哈哈
高质量
门将和前锋。。。
张国荣
黄渤 真的牛逼
今生今世
真的很牛
都好看
无间道
一个半小时
日常成长
排面
想看
毕竟电影不行 导演背首锅
讲真美人鱼不配
90分期
91分钟
电影院已经开了！！！开心！！
这个一响起来，我就热泪盈眶
辛苦了
这么长
的确
666
木鱼太太太强了
我记得也有一部叫夺冠的，张卫健演的很好看。
表白渤哥！！
进度条这么长的吗！木鱼nb！！
吹爆亲爱的
经典成长
木鱼超棒！！！
弹幕有点少
三连安排
我爱黎明我爱黎明我爱黎明
三连了
我爱黎明我爱黎明
梁朝伟啊
吴君如我知道
我爱黎明我爱黎明
我爱黎明
最近好多人拍吴君如马屁哈哈
两个硬币不成敬意
三连再看
三连了
这个时长有点恐怖
陈导的电影真的很棒了
泪目
BGM泪目
长毛 批塔~
甜蜜蜜  就厉害了
吴君如：长毛~
木鱼牛逼
会泰语还行
听到哥哥的是声音鸡皮疙瘩都起...
全能，最大限度平衡商业和艺术
呵呵
来啦来啦
1983年小巷，十二月晴朗
宇森味儿太冲了
这版《光阴的故事》是谁唱的，这么有感觉
成长（物理）
真就三连在看了
看见时长直接投币
李安呢
和他爹长的真像
哥哥的《今生今世》
最喜欢的还是《金枝玉叶》
三连了
夏天没有姓名
拉踩周星驰的有毛病吗 别代表别人 我就是看剧情 关你paech事
辛苦了
惊了，这时长
好长
时长感人
渤哥
90分钟！！爱了爱了
大家给个三连吧，这个时长不容易啊
说好的分两期呢
金城武 帅炸了
三连！
中国合伙人我看了好多次
这首歌很好听
爱陈导
来了
热乎
木鱼啊你终于更新了
进度条爱了！
成长
一部电影？
双城故事
投名状
12551在看！！！！？？？？
具体参考王晶导演
嘉禾啊，那是真的牛
12748个朋友好
11111
12557
这bgm有点出戏
渤哥表白
一部电影
91分钟？？？！！！！
加油木鱼
xz
进度条感人
周迅!
什么家庭啊 零花钱。。。
好多好看的电影
成长了
实弹操作误伤人了
中国合伙人我吹爆！！！超级有代入感
长安米贵，居大不易
中国合伙人是为数不多看哭我的电影
91分钟我以为这就是部电影！！
讨生活到泰国。然后就美国读书了
熟悉的bgm
并不是迷信名门，而是家里有渠道可以了解
从《甜蜜蜜》到《夺冠》
中国合伙人越看越感动
三连啦
声音好听
中国合伙人真的绝了
一看时长 立马三连
木鱼木鱼~~~~~~~~~~~
投币再看~
乘风破浪
哇 长得一模一样
时长牛逼
我！！！！
进度条太给力了！！！
甜蜜蜜乱杀！！
哥哥的今生今世
哇哇哇
同历史系啊 怪不得怎么看陈导都很舒服
终于转正了，第一条弹幕献给木鱼
吹爆甜蜜蜜
岁月神偷
已经3连
金城武太帅了
这个进度条
11230再看
投名状是神片，最爱之一
卧槽91分钟，这是拍了个纪录片吗
光阴故事？
木鱼，UP界的神
，，，
来了
木鱼的肝还好吗
小时喜欢王晶、周星驰的电影，大时更喜欢许可欣的电影
是的 本来票都买好啦 都和闺蜜约好了
我擦 11141人？
哥哥哥哥哥哥哥哥哥哥哥哥
哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥哥
这次一定
时长惊人
王晶拍的那叫流水线电影
吴君如
这个经历好港片啊
开始这个很有感觉啊
陈可辛和吴宇森长得还挺像的
会一门外语的重要性
wwww
这个个我哭了
陈可辛的公司培养了好多电影人的
表白木鱼
哈哈哈哈哈
金城武！
票房只是影片的商业性，电影还要有艺术性
1w人看？
bgm今生今世！张国荣！！
三连了
木鱼牛壁！！！！！！！！
时间管理
荒木飞吕彦早期作品
终于来了
10933人正在看
和渣渣辉好像
厉害啊
马克
陌生的朋友，你好
木鱼牛壁
10922
黎明黎小军好帅
可惜被雪藏了
太棒了
简称毫无违和感
陈可辛属于票房和口碑两手抓的类型，我总觉得他和诺兰类似
他有这么多零花钱？
小时候借vcd看的，震撼
真实
辛苦啦，好长
一部电影
木鱼，你好长。。。
这首歌真的好听
好棒啊
声音好厉害
这进度条
投名状nb
陈可辛
先三连 再看
陈可辛！！！！
这时长，不是真粉看不完
太良心了啊
甜蜜蜜！
看完点出去有点回来。。。忘记三连了。。。
曼玉！
甜蜜蜜我的最爱
表白张曼玉
曼玉伟仔家辉
曼玉太美了
甜蜜蜜
甜蜜蜜真的太好看了
英雄！
才1分31s，嘻嘻
甜蜜蜜是我心中最好的华语爱情片之一
这个好看
BGM
木鱼水心 业界良心
说是会泰语进组我是不信的
三连支持
投币投币
请先三连
齐秦的歌好听
9，，90分钟。。
点赞bgm
一个班小时？我？
哥哥
支持
祖传手艺
UCLA。。。
中国合伙人刷了无数遍了
看似温柔和但是抓住时代脉搏不合逻辑啊
淦
投名状永远滴神
古龙？
喜欢陈可辛的电影
这是在看电影吗....
嘉禾！
武侠！
木鱼是我唯一不舍得开倍速的UP
先三连后看
确实啊，啥片都能拍，太强了
进度条我喜欢
排面
陈导的脸像是渣渣辉+星爷
91min？！！
真的感动
91MIN
这首歌太犯规
好丰富
我爱黎明
我爱黎明
类型跨度好大啊，啥都能拍
91？？？？
先三连了
原来是嘉禾
牛逼
这个牛逼
90？
陈导的电影属于艺术和商业都不妥协的片子，能卖成这样相当好了。。
光阴的故事
实话 真的实话
亲爱的
周迅！！俞飞鸿
'++
第一个在港片衰落的时候往内地京圈靠的导演
当电影看了
10086人正在看
质疑周星驰要么是黑，要么是nt，一部功夫就可以把你们脸都打肿了
很期待 夺冠什么时候上
超哥的声音我爱了！
进度条我爱了
啊啊啊啊哥哥
哥哥啊啊啊啊
陈可辛的电影更朴实、更贴近大众
bgm今生今世
啊啊啊啊啊承包哥哥
辛苦了
三连
来了 来了
妈耶更了 三连再看
学业也能放弃？
喜欢武侠
出新系列啦
已经看完了，好看
.
差个金扫帚
他的片子不费解 又很能打动人
直接三连再看
两部都有李连杰
塔塔
抱走塔塔
甜蜜蜜真的绝了 鳗鱼太美了
高雄？
这么长……
表白塔塔
表白芳姐
我家塔塔啊
五颜六色表白梅姐
五颜六色表白梅姐和靓靓
给我塔塔打电话
给塔塔贡献弹幕
金针玉叶2—饰方艳梅
五颜六色表白塔
Love Anita
表白塔塔和玛姬
我爱塔塔 塔塔爱我
甜蜜蜜
张家辉
好电影不怕迟 坐等中国女排上映
来了！
木鱼我爱你
进度条NB
画皮
5连了
已经开始逐步复工了
66666
天命啊
投名状好看
校长我想踢足球
表白bgm 哥哥！！
时长牛逼
91分钟大片
bgm是岁月神偷里的
哇这个电影史话翻页动效很棒！
冲啊木鱼
三连
冬天的洛阳
我爱黎明我爱黎明
如果爱如果爱！！！！
三连了
进度条感人啊
先投币再看
先投币再看
支持陈导
爱你爱你
爱木鱼太棒啦
木鱼辛苦
刘硬炮
一键三连！
吴君如老公
回忆
中国合伙人很好
家庭背景对一个孩子的影响真的很大！
先三连后看，不亏
牌面
《双城故事》
小时候真好看
91分钟，你这是电影吧
牌面！！！
而且我发现好多女明星因为拍了她的电影得影后
今生今世我哭了
请务必三连，谢谢啦！！！
他能够好好讲故事
冲着这个进度条，我开小号再三连一波
好怀念的音乐
排面
哇
太棒了
我已经彻底爱上木鱼了！！！！！！！！！！！
大家记得三连啊啊啊啊
来了来了
握草，这些居然是同一个人拍的
牛壁
暴露年龄的歌
等到了
甜蜜蜜真的神作
成长
先三连 致敬内容up主
哪是默默落泪啊 哭的哇哇的
三连了
你是要做第十一放映室吗？
这个时长，当一部电影了
持久！
这时长，太良心了！
90分钟？！？！？！？！？！？
？？？？？？？？
BGM是什么
我觉得美人鱼很好看除了女主演技有点尬
前面说周星驰的认真的吗 他早些年都是自导自演的
时常感人
我超喜欢柏安妮的颜
梁朝伟好帅（跑题了）
华仔好帅
ucla我天。。。
美人鱼靠的是星爷这个人，和电影本身没啥关系。。
.
.0.
零花钱就可以旅游了？
啊这。
好有质感呀。
三连了
辛苦了已三连
ucla啊
漳州人报到
和星爷同年出生
我爱中国合伙人
没有币了！三连啦！
牌面
真。祖传手艺
这进度条有点吓人！
可爱的进度条！
木鱼我来了
这个进度条？？？
进度条认真的吗
长毛
豹哥
光阴的故事
bgm光阴故事
我愿意！
牌面
中国合伙人超棒
来了
哥哥
等了好久了
美人鱼就……算了吧，当年上映的时候口碑票房双崩，后来那个莫名其妙火起来而已
毕竟还是导演，积蓄肯定是有的
他参与，但并非导演
曼玉曼玉
曼神！
这是中国合伙人版本的光阴的故事嘛
BGM爱了
原本叫中国女排，后来又改了
爱你哦
超级爱中国合伙人！！！
BGM啊啊啊
这时常感人
就凭这个bgm你币有了
机会总是被有能力的人得到的
首页通知书
爱你
周迅！周迅！飘摇！
中国合伙人真的挺好看
成龙的电影哇
曾志伟穿bape。。。。。。。。。。
谭咏麟真的帅
光阴的故事
木鱼这期91分钟的视频太良心了！
+
辛苦了
再看一遍
罗大佑
哥哥！
都是高峰，好吧
去了泰国之后总不会太穷吧
？？？？？？？？？？？？？？？？？、
在泰国读书肯定会泰语啊
王大陆
有2500人和我一起看
木鱼很良心
妈耶 这进度条
曾志伟老婆去世了
卧槽，这个时长，牛批了。
三连了
厉害
求bgm
投名状
成长
投名状nb，甜蜜蜜nb
bgm今生今世
我看了一部电影
星爷功夫之后没有佳作了，王晶我觉得和陈可辛没法比，根本到不了陈可辛的级别
最喜欢甜蜜蜜
吓到三连
没那个味
华仔也太帅了。。
二刷二刷
这去做亲子鉴定绝对被赶出门233
先三连，再慢慢看
这里的bgm是什么
bgm今生今世
飘摇啊~
粤语背景好评
看似温柔和总能抓住时代脉搏不构成转折吧。总感觉这个up主瞎堆砌辞藻。。
陈可辛是泰国人
哥哥
才一分半，啥时候这么短了？卧槽？一个半小时！
校长！！！！！！
天啦 是阿伦 ily
wodema UCLA的学业吗
外面的世界
辛苦啦
木鱼牛逼
木鱼最爱你了 看了你增长了很多知识谢谢
就这吗
也不太行
哥哥
滚床单
怀念咱的童年
感谢木鱼，三连了
全是好看的电影，还牛逼了
江西拙楷
你们夸奖一个人的时候就必须靠贬低别人吗。。。
","
bgm:周迅-飘摇
张学友张学友我爱你
如果爱
合伙人真的好电影可惜当时很多美吹黑这部电影
岁月流逝 神偷静好
泪目啊啊啊
片头绝了
成长快乐
爱了，爱了
就是能看完，木鱼的魅力啊
木鱼NB
亲爱的
站着，还把钱挣了！
梅艳芳
..
...
....
bgm今生今世！！！
6666666
？？90分钟？
这个BGM不是罗大佑唱的，是中国合伙人三个唱的
说周星驰啦夸的，你去导
武侠
岁月神偷
点赞下载看
邓超
和陶喆同个学校呀
三连先安排 白嫖失败
leslie我好挂住你
中国合伙人里面神台词很多
好像看过金枝玉叶
穆里尼奥也是这样开始踏入教练圈的，哈哈
喜欢的导演
UCLA牌面
爱了 爱了
豹哥
为时长点赞
南加大
我愿称木鱼为解说最强
当年在伦敦oxford circus逛街，正好偶遇了陈可辛和吴君如
《亲爱的》看哭了
陈可辛是中国人
这长度 666
好长
惊现曾国祥导演
、、
bgm张国荣！
岁月神偷的啊
好好好
大佬的人生
国庆等你
时长和制作，比当年的第十放映室还好
90分钟
泪目
用心了
甜蜜蜜太爱了
bgm泪目
看似温柔？实则？
。。
+
小时候电视台看随机的电影，只要片头出现嘉禾的logo，父亲就是说好片子，可以看23333
陈可辛，最喜欢的电影
胡可和范爷的福星高照猪八戒插曲
一直以为这个公司叫禾嘉
哥哥
up厉害
哥哥！
美人鱼拍的跟个弱智一样
牌面
这时长爱了
90分鐘慢慢看
1
校友 go bruins!
我又来了
爱陈导
如果爱！我命令所有人去看
鳗鱼啊好美
英雄也有鳗鱼
看到曼玉
最早的猿
木鱼水心真的超级好！！很良心！
吹爆中国合伙人
吹爆中国合伙人！！！
佟大为唱的挺好听的
这个时长，爱了爱了
成长
爱了爱了
辛苦了
哥哥哥哥哥哥哥哥
进度条预警
木鱼大电影
三连了！！！
排面
进度条感人！
牛逼这剪辑
韩寒乘风破浪来了
都好看
美人鱼票房主要是出于补票心理
名字都好温情
看得明白呀
追进度条
光阴的故事
黄渤牛批
《李娜》怕是一辈子都难得放出来了
木鱼水心最良心的影视up
投名状很好看
黎明我爱你
黎明我爱你！！！
黎明我爱你！！
我爱黎明
这时长文案可以拿去发表论文了吧
我们作为观众应该是认同这句话的 感觉这一代导演每个人的风格都不一样
陈可辛电影故事性很强，很少有逻辑上的错误
这年头，谁还敢相信爱情啊
bgm 哥哥的今生今世
+-。
咖喱辣椒ohhh
精致
牛逼
吴宇森真是伯乐
这个时长天呐
鸡皮疙瘩起来了
木鱼牛逼
中国合伙人nb
这进度条牛逼。
如果爱一生挚爱！！！
我爱黎明，我爱黎明
在抖音看到木鱼水心电影
《投名状》如此经典的一部电影，却让他负债许多年
影院三刷《亲爱的》支持陈导
吴君如替夫还债，同甘共苦终成眷属
今生今世
王晶也是子承父业
九叔在英雄无泪中演大反派
哥哥
哥哥
木鱼你太棒了
分了三天看完的这一期，真的很满足，谢谢木鱼
对于电影爱好者来说太满足了
表白陈可辛
亲爱的 看哭我
木鱼太棒啦
进度条好长
进度条好长
看这进度条我就甩手一个三连
上帝武装
因为有个好媳妇儿
甜蜜蜜真的牛逼
看到时长先三连再看
BGM爱了
我看过电影中国女排，票房四十亿起步
进度条感人，内容良心到没法快进
哥哥
bgm《今生今世》
以前一分钱 都。。。
徐克也获得了金马，金像和金鸡
幸苦了
三更-回家！！
夺冠定档9月30日
哥哥啊啊啊
我记得她是吴君如老公
如果爱！
十三妹的老公哦
甜蜜蜜和三更真的很好很好的作品！
重新定档国庆了，到时候一定要看
谢谢讲解
让我想起了陈凯歌
看到了昆汀•塔伦蒂诺哈哈
甜蜜蜜 ，巅峰之作
中国合伙人确实很棒的商业电影
