太好了吧 
反手就是一键三连
这是什么大善人~太棒了
antd
pdf一直解析失败
都不用snipaste的吗...贴图啊就是
这个太好了！
66666
太好了
必须支持学长
能做成marginnote那样就无敌了
这个功能可太棒了
牛逼啊
感动
国产sci-hip
牛逼
卧槽
个人感觉还可以出一个knowledge整理功能，类似德国Citavi里面，这样在写论文时候能够清楚的看到自己的笔记思路。
论文引用哪来的版权问题，，，
支持支持！！收费也可以！！
一键三连！
有知味
太强了！
来了来了
希望能增加查重功能！
ohhhhhhhhhhhhhhhhhhhhh
这些功能别的网站都有了啊
这UI你说是知乎我都信
为啥有些论文没有pdf？
感谢
爱死了
先收藏，愿早日上岸
真好
宝藏up
去我的收藏夹吃灰吧
真牛！！！太爱了
投两币表示感谢
三连三连
牛啊
这一点不错
牛逼
很方便
话说有没有想过起个中文名字 哈哈哈
打卡
大专生前来观看
66666
打卡
比scihub还要厉害！
牛呀牛啊！
牛啊
收藏了
辛苦了！
解决了很多痛点
比Google scholar全面哎！
投币了
这声音听起来像程璐
我超牛逼
收藏量高于
牛蛙
投了投了
学历不到
投币了投币了
太牛逼了！
卧槽？
干死知网！
这得投币啊
太棒啦
牛牛牛
这个可以 牛的
这个好
牛
牛
@张驰
这个好!!!
即使收费也支持
非常感谢
听着声音好像脱口秀的程路啊 哈哈哈
牛逼牛逼
老王哭了
国产speechify
软工人狂喜
这个太强了！
您
强强强
正手反手就是三连！
太棒了也！！！
一听到组会，收藏了
太厉害了
这不比知网好
牛
ohhhh
中国就应该多一些这样的创新人才
牛壁
感谢up主
哇，这个可以啊
666
好简洁，爱了爱了
牛壁牛壁牛壁
加油
一听到组会就笑了
您
这个太棒了！！
太棒了！！！
十分荣幸
环境科学领域也全吗？
大家把自己的论文都传上去！
三联一波
赞
第一？难道b站都是硕博生，可怕
太好了
很像researchgate
牛逼！
vue开发的呀
有技术分享吗？ 关于此网站功能的，哈哈
牛逼  这个功能
直接四联了
直接四连！
牛
好耶！
你们会不会有版权风险哦
牛逼嗷
三连了
太爱了，甚至想读博了
牛
太强了
牛啊
太牛了吧
程璐
qian
强啊啊
请问up是山西人嘛？听口音有点像嘿嘿
没有版权问题吗？
点赞点赞
哇哦 牛太牛了
知网不搞你？
刚刚试了一下，感觉不行啊，集成电路这一块很多论文都没有
先收藏，等我读研再来看吧（doge）
确实才开发东西少得很
太好了
程璐
我来了！
ohhhhhh
子豪兄从不让我失望
用了哪些开源工具介绍下呗
还是有些论文没办法阅读
三连众筹会员
三连三连
我们组里好像有一个自己维护的简单版的，没这么多功能
666
牛壁
我靠，三连
建议增加源码分享与下载功能
大数据记住我，请多给我推荐这类视频好嘛！要不老看帅哥就毕不了业了！
干掉知网
加油加油 挺牛的
好多只能搜到名字
有版权吗？
这不是谷歌学术的基本内容吗？好耶个啥？
下一个S站？
三连
这个太爱了
下午就试试
感觉这个比知网靠谱多了
辛苦啦
这个功能太绝了
和sematicscholar看上去一样
哈哈哈哈万恶的组会啊
牛啊牛啊大佬
app或网站上可以弄个自愿捐赠的
牛逼
这个功能号啊
爆赞
啊啊啊啊啊啊啊啊啊啊
这不是数字经济研究院刚推出的？
做成软件如何
good
当场一键三连
《看报网》（doge）
如果早几个月多好5555
好棒
牛啊！！！？
太强了
试试
这个是有app的吗
好好好
好棒！
知网有钱，有论文，这么多年啥也弄不出来
太牛了！！
硕士、博士。。。我资格不够
卧槽牛逼！！！
非常感谢
太爱了
大数据记住我
几十亿，，，
一听组会，三连了
计算机学生狂喜
合作者互动，哇！这个设计好
大数据记得我哦
单押是吧
这个很好
很多pdf还没有吧
膜拜
实践
加油加油
好！！
大佬牛逼
这个太好了
太赞了
厉害
同济出息了
scholarsemantic。。。
牛啊
牛逼坏了
好
太赞了
牛逼
大佬
虽然我用不上，但不得不说一句，瑞思拜
谷歌和reseaechgate合体？版权怎么搞定的呀
6666
好！
太强了
作者牛逼
阅读功能是不错的，但版权问题难以解决，可以做成专门的论文阅读器
芜湖！！！！！！
不知道医学论文如何
要是可以，我所有的币都给你
太牛逼了！
太牛了！！
爱了爱了
深度学习狂喜
本科不配用吗
同济牛逼
Research gate?
海外用户加载网页很慢啊
同济NB
牛批
牛
就不敢取个中文名字啊。。
牛逼
牛牛
卧槽，牛蛙
牛啊老哥
很多论文都没有
同济牛逼！
无法阅读
大佬
牛逼
你再骂！
牛逼
卧槽
卡
牛蛙牛蛙
医学的有嘛
来了来了
牛逼
为啥我查阅的没有阅读呢
您
牛啊
阿济NB
我阅读过的文章会不会自动在线保存，后期会不会就找不到了呀？
就想问有在线翻译吗
wocao哭了，太niubile
组会，蚌埠住了
太牛了太牛了
好耶
程璐的声音(^_^) 
滋味儿浓啊
同济nb
666
这是什么精神！感动
好家伙，直接深度学习
牛逼
66666
医学有么
那我可以退出了emm
666
好好好
感谢
点赞
捐赠链接有没有
蒙头搞大事，up主真的强
查重，呜呜
哇塞
牛逼
这个白嫖不了 硬币给了
这个真的好
哇塞，这功能
呜呜，感谢，跪拜
已投币
感动
牛叉
早日毕业，呜呜
投了
刚刚看了，回来留言，页面很好，论文也很多，感谢
不帮助俺们这些带专嘛？
太牛了
这是一个属于大佬的视频
老弟我进来观战
这简直是当代毕业人的福音好吧
投币收藏先待用
已推广
特地回来，就为大喊一声“牛批”！
nb
tainiubile
太牛了，一整个爱住了
11
太棒了！！！！
一键三连毫不犹豫
程璐？
纽币
收藏
牛啊
不错不错
牛啊
组会福音呐
nb
我自己发的文章都不能阅读。。。
真的是肥肠方便了
上班狗不配吗
乖乖
牛逼，三连了
好耶！
这个需要版权吗
好厉害啊，不过还好我今年刚研究生毕业了
生物狗需要
不能再支持了
厉害厉害！！！！！！福音
牛批！！！
牛
太棒了 一定要支持！！！
太牛了，真的是刚需
同济学弟呀
牛逼
666666
牛牛牛
牛蛙
Tongji rules!
牛蛙
太强了
希望团队后期多收录一些文科的相关论文
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
好耶
太强了
这个强
woc
这个真的好
这个好
有社科吗
有医学的吗
Ohhhhhhhh
好像知乎啊
收费吗
牛啊
太厉害了
这不是research gate 的功能吗？？界面也像？？又一个山寨？
材料和化学也需要来一下
这不就是research gate的功能吗
大佬大佬
牛啊牛啊
6666
666666
太强了，感谢
三连
收费吗
ohhhhhhhhhhhhhhhh
棒呀棒呀
免费吗
医学论文多吗
虽然说没啥用  但是还要点个赞
卧槽！
刚好要开始文献综述了QAQ 感谢
亿！！！
太牛逼了！！！！
我靠！可以啊
爱了爱了
牛
强者
同济学弟来学习啦
我是专科生
11111
牛逼！！！！！！！！！！
等我考上一定
牛逼
试用回来了，牛X，求检索功能增加时间排序
不读书就不能读论文吗
可以
我靠，我也叫子豪
牛 分享给我弟弟了～
论文库是免费的吗
牛
有没有想scihub那样的版权问题？
太好了
谢谢
牛牛牛
子豪兄一级棒
有个疑问 ，论文都是哪里的
有很多还是没有
大佬牛啊
要破十万了
大部分基础和前沿科学类的文章都没有，都是一些很水的
太強了！
牛牛牛
先赞
牛逼牛逼，果断给一个三连，绝了绝了，哈哈哈，牛逼这也太牛逼了
枪手啊
好家伙
牛逼
哇这个功能就本棒
大佬我已经爱上了
医学的论文很多都没有全文
zan
三连
满了
6666
优秀的同志
这个页面好像知乎啊哈哈哈哈哈哈哈
大佬牛逼！
这个牛逼
牛逼
我词穷了
提速
牛逼
生物方向的，找了两篇，都是暂无pdf 。期待以后能找到。已投币
这个很方便
好人一生平安
有版权吗？
能翻译吗
医学的多吗？
你说的哦
牛啊！！！
1
亲测，不实用
太强了！
太强了！！天呐
好耶
牛逼牛逼
可以啊，用爱发电？
流啤
666
知网危险了
这个大赞
这个真的好啊
我愿称之为战神
大爱
牛啊牛啊
试着搜索本领域几篇文章（大多是osa的），基本看不了原文…加油吧
牛
niu b
一听到组会就收藏了
66666
牛批
当场两个币！！！
直接投币
我膨胀了
进收藏夹吃灰
要币何用？
你这个收50块钱一点不过分啊
求你收费吧 我用着不安心
牛逼
6666666
一键三连
niuwa
这不投币我自己都抽我自己
太牛了
可以免费下载吗
感恩
牛啊
这个不用版权的吗？
牛！
YYDS！
哈哈哈哈哈
哦哦哦哦太牛牛牛牛了！！！！
握草
牛蛙
up你是神仙吗
爱了爱了
未来会被寄律师函，甚至是起诉
Wow 
为啥不用Google scholar
资源库来源是什么啊？
太牛了
三连献上
目前语言学领域的都没全文
很多资源都是不全的吧
毕业了收藏一波 以后可能用得到
牛批
太强了
求增加生物领域!
牛逼
牛啊
牛逼你
666
真不戳
点赞收藏投币，下一个视频，一气呵成
牛逼牛逼
特意过来说流弊
用起来
必须得赞一个
翻译呢
！！今天做数据刚好找到这个
在哪下载
哇喔
声音好像喜剧领导程璐啊？！
TQL
无敌
好耶
牛
牛逼
太强了吧，优秀
已经三连
谢谢你
6666666
牛
这才是硕士博士的能力水平啊！！！！！！！！！
半夜十二点900+在看，离谱
太他妈牛壁啦
牛啊牛啊
这个论文介绍太强了
这不就是偏计算机领域的pubmed吗，功能和布局都差不多
牛批哦
牛
太强啦 三连了！
牛啊
宝藏啊！
可以
wc 
求医学论文
6
干死知网
进我收藏夹吃灰吧
来点生物医药PubMed
牛逼
爱了
牛蛙牛蛙
66666
如果原文档无超链接也能这样吗？
额，和pubmed有啥区别吗
发现宝藏
太牛了
知乎好像
！！！！太棒了
太棒了
支持一下
牛逼
667
吊吊吊
？
生产力工具这不就来了
医学狗留下羡慕的泪水
6666
太实用了，我要给大佬磕个头
熟练的让人心疼
太香了
卧槽 顶啊
手动艾特祥宇大佬
能拿到ieee权限么
挺好的！
大佬
本科也分一杯羹
币您全拿走，宿舍全部这次一定
可以查重吗
要是再整个客户端app就更美滋滋了
做得真不错！
牛壁！
强烈建议开发一个安装版本的软件，我第一个下载安装
打卡
Niu 
谢谢你
花少北？
可以可以
你币有了
牛啊
好耶
这个参考文献看着太舒服了吧
像鸟山的声音
芜湖，好耶
初三前来学习
我登了一下，很多论文只有条目，没有原文。
声音和脱口秀演员程璐好像
估计得那些著名论文才有用。普通论文没有原文，只有条目
已收藏
一健三联
牛啊
直接就是一键三连
这个好啊
卧槽！
牛蛙牛哇！！！
本科狗默默退出
知乎的感觉
来看看
牛！！
6666
牛啊牛啊！！！
好棒
免费吗
有APP不
一剑三连
牛啊
好赞
好人一生平安
太牛了，必须三连
参考知乎源码
牛壁
握草
看起来像是一个免费的 readcube
三连了！
好看
已经登陆不上了
太强了
66666
真的太强了
强强强
牛批牛批牛批
感恩
强啊，科研朋友圈Get
好棒
想知道有没有美术学
土木的文章太少啦！
牛啊！
知乎？
牛逼啊
这牛逼啊
厉害！必须三连
牛批
太厉害了
牛啊
妙啊
牛哇牛蛙
6666666
推荐Snipaste，截图钉在桌面。
爱了爱了
牛逼牛逼
机械呢
niua
知网难受中
bbzl
牛啊
校友！！支持
牛逼
.
犊纸
人文学科急求！！我们超级需要一些讨论！
好多都没有pdf
researchgate?
有幸！！！
牛
这声音不是程璐？
程璐是你吗
视频下载下来了哈，以后看你收不收费
牛逼大了
赞！
牛逼
之前不喜欢用电子版论文的痛点解决了
牛逼
中国人不骗中国人
牛逼
为啥我觉得我的学白上了
有点像researchgate的界面啊 up好棒
nb
牛逼
很多都是搜得到看不了的。
牛批
太厉害了！
nnnnb
牛批
不能筛选啊
真的牛
太好用了
爱了爱了
感谢
卧槽 这个笔记功能我爱了！！读论文都要画画写写
唯一的遗憾是不能添加文献。。。
这个真实实打实满足最要害的功能啊！
有了这个网站，我甚至感觉可以爱上写论文了，等我写完回来赞助100
nb
nnb
牛批
我直接三连
小心版权警告
牛逼
神啊！厉害！
liualiua
好好好好好好
首页通知！我爱了
我想看期刊
三连有了
牛逼牛逼！
有没有文科的论文
是有点像research gate
击中要害
？？？
用用用
NB啊
666
太好了
太方便了，我要这币有何用
牛哇
我本科我来啦
看到贵司了
土木工程需要关注
读本科的可以咩
先投币为敬
可以单纯做阅读器吗？用自己下载的文献
到这为止都是常规操作啊你们都在牛壁啥啊？
对其实我最想问的还是数据库的问题，就一个简单的问题，和谷歌学术比的哪个多。不过我觉得做一个类似于endnote+WPS+翻译的我觉得就很完美了
熊二是你！！
牛啊
对线
666
版权呢？类似resaerchgate？
我靠，牛啊
我之前都是用的QQ截图，直接支持太香了
爱了爱了这份
nb!!!!!!!!!!
太棒了
大工程啊。。
up主是太原人？
知网hub？
牛
woc
建筑有吗
真的牛逼
必须一键三连
加油做大做强，期待优化
我的痛点啊！！
支持！
显示IF吗？
强．
求捐助链接
好！
niubility
牛
261人再看
6666666
太棒了！！@
不犹豫一键三连
牛掰
恨不能多投几个B
66666
真的太强了吧
收费也要支持
太棒了！！！！
医学有吗
太棒了
这也太nb了吧
牛牛
牛
建议加上代码
厉害了
绝绝子
Cool
666
同济之光！！！！！
牛
牛哇
很好 非常赞呀
tainiule
太牛了！！！！
牛逼啊
牛皮！！！！！！！！！！！！！！！！！！！！！！
这个太好用了！！
生产力工具+1
哭了，终于可以不用Adobe的垃圾注释了
牛哇
666
牛啊
牛皮
几十亿就夸张了吧...
为了方便才是科技生产力
让我看看
那么，代价是什么呢
好的
我先收藏了 明年上岸用
等我考上研究生再说
生化环材退出了直播间
码住了！感觉真的好厉害
牛鼻
Mac能装吗
这功能真不错啊！
牛蛙
本科可以吗
在哪下载
NB
NB
NB!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
牛!
几十亿？？
有点像research gate？
辛苦了
很多都没有
算了
太强了
666
能直接翻译吗
爱死了
爱死你了
可以做一个翻译功能嘛？
一听到组会我就来精神了
好棒
牛逼
三连有了
哇，这个功能太赞了
牛啊牛啊
太强了
好人一生平安
好人一生平安
一听我就退了，我一个农民工不配看下去
牛！！！！！
收费吧支持做的更好
牛
牛皮啊
NB
好牛啊
这就真的牛逼了
哇靠
碉堡了
牛逼
投币了
哇！idea lab的朋友啊。这个工具超赞！
直接进行一个三连
牛逼
牛逼
以后也不会收费
牛
好像比知网易用？
这不就和zotero beta 界面一模一样吗，颜色也一样
进我收藏夹吃灰吧
太强了，以后就用这个了
翻译太麻烦了
666
太优秀了
太厉害了
特地回来喊一声流批！！！！！！
医学相关文献数据完善还待提高哇
版权呢？
有app吗
一键三连，必须的！
太牛了
投币了
要会员吗？
提问与回答这个功能很棒啊
牛啊牛哇
m
好像semantic scholar
我已经给大佬跪了
感动
南无阿弥陀佛
阿蜜陀佛
niubi !
请问以我的学历怎么刷到这个视频的
对不起了，知网研学，我真的很需要它
引用？
免费？？？？舒服
好人一生平安
卧槽
牛逼
三连三连！！！！
这个好强
md，跟作者对线，为什么不放代码！/doge
牛逼
6666666
真心nb
牛蛙
太强了吧
tql
牛逼
这个太牛了 解决了一个超大痛点啊
好人一生平安
太赞了
牛逼
牛牛牛！！！！！！！
这币必给！
牛逼plus 
牛逼
支持
提一个小建议，在搜索到的那一页可以加一个cite，这样不用再打开新的页面
给大神跪了
Semantic scholar?
我爱了
中文论文能看吗
666
听到组会我直接收藏了
还能互动！！
知网研学了解一下
牛逼啊兄弟，三连了
会越来越好！
收藏功能太贴心了，省去了读的时间
那你们哪里的经费？？
牛牛牛
大佬服了
谢谢谢谢
6666
牛啊
好人一生平安
早没看到
三连了
这交互设计的太舒服了
太棒了！！！
牛逼！！！！！！！
牛啊
ohhhhhhhh
大多数没有pdf啊
太厉害了啊！！！！！！！！
nb
好棒！
semanticscholar早就有了这些功能
牛逼
数据库有版权吗？up主要小心啊
这个绝了！！！！！大赞！！！！！
之前做过类似的，你们这个真的好
那我走。
牛啊
牛逼了
牛哇
卧槽
真麻烦
有翻译功能那就完美了
感谢up主
我宣布你为神
卧槽！
怎么这么像semantic scholar？？
要是出个移动端和社区就好冷
66666
牛逼
这功能牛逼，省的前后翻了
我直接爱了
牛逼牛逼
感谢大佬
卧槽
为同济学子点赞
点赞点赞
我靠太棒了
太厉害了
NB
我靠 太牛了！！！
窝草
牛逼
给大佬跪了！
牛逼！
想问下社会科学的文章多吗
厉害厉害
卧槽牛逼牛逼牛逼牛逼牛逼牛逼
组会是什么？
也太厉害了!!!!!
太有用了
牛逼！！
看标号这个太好了
我想付钱。。。
pubmed不就挺好的
牛逼牛逼
我要这币有何用！！！
这不就是Semantics嘛。。不能说没啥区别，只能说一模一样
几十亿篇可还行
PubMed？
好耶
谢谢大哥
千万别收费呀
哈哈哈组会！太真实惹
太厉害了！大佬
牛啊
牛逼 啊啊啊啊啊
懂了，这就走
太强了
没猜错的话第二个引用里的L.Fei Fei是MIT的教授
666
woc？？？
生物有吗（
wocwoc
牛批
牛批
前面的有翻译功能的选中之后第一个就是
好厉害的样子
牛。感谢
有无农学类
好棒
太棒了！支持支持
牛逼
太牛B了，绝对的高效生产工具。终于有人解放生产力了，感动啊
！这个好哇！！！
！！！真不错
最近开题要写文献综述，简直福音
三连！！！
免费吗？
好的！
太棒了！！！
牛哇！
无敌
给大佬点赞
牛逼牛逼
简直救命！！！！！
太感动了！
大赞，太强了吧，爱了爱了
爱了爱了，免费的，希望以后能保持初心
牛逼
这个风格很棒棒
文献是时时更新的吗
阅读卫生纸)
666
程路？？
好家伙
ohhhhhhhh
牛叉
好家伙！好人一生平安！！！
这可太强了
不管版权的吗？
好
Researchgate？
英雄
知网必死
牛呀
有医学类的吗
读本科不能看啊
我来了
ohhhhhhhhhh
好耶，niubi
ohhhhhh
我在作者栏看到自己名字hhh
牛逼啊
为什么声音这么像程璐
感谢
三连了
Ohhhhhhhhh
太棒啦！
666
牛逼
666
学长真的好厉害
毕业早了
毕业早了，好想用这个再毕一次业
这个牛逼啊
以后也不会收费，说的那么牵强
你终于火了
传媒配吗
哇 这个爱了
太棒了
太绝了吧!!!
版权问题解决了吗？
牛哇牛哇
哇瑟！
ohhhhhhhhhhhhhhh
厉害
太厉害了
好
cnki去死
牛逼
nice!!
good
好好
太实惠了
wow
太赞了
不会被爱斯威尔告吗？？
这个是个浮窗吧
支持
这个功能不错啊
支持导入外部的PDF吗
太赞了！
牛哇
？？？？
翻译可以用有道词典的划词翻译
秒啊
科研神奇
我要这币有何用？
牛逼，辛苦。
首页通知书
卧槽
看纸
学术豪侠！
跪先
牛蛙
感觉版权是个问题
律师函警告
有没有版权问题。。
牛逼
毕业论文就靠这个了
我超
我靠，这真是你做的啊，我一小老师推荐的
希望这个项目能一直做下去
谢谢，已经毕业了
中国版Sci-hub……
我这个初中生为什么要看呢?还不是想变好一点
三连成功
牛批
知网要黄了
同济学妹前来支持！
nice已注册
好耶
青天大老爷！！！
牛
为什么我的币只有两个？！？
太爽了
我直接磕头
tql
求你收费吧
太赞了
辛苦了
好人一生平安
本科呢
定理也可以吗
三连了
赞
太牛了
牛壁
没找到搜索界面都。。
这个项目不是一个人几星期就能做出来的
大神
干爆知网
这个功能很好啊
太好了
版权怎么解决的
这不给你比不行啊
这不比知网好？
头像是树莓派
好人一生平安
开源？
版权问题怎么搞
文科退下了
牛逼牛逼牛逼
太强了
牛逼
牛哔哔
NB
error code509
牛逼
去我的收藏夹躺着吧
终于有中国的research gate了
爱了爱了
明天就试试
此处很想diss一下知网带的caj阅读器
冲去试一试
牛！
版权问题不考虑
绝了绝了
有没有艺术类的。。
好耶
牛蛙牛蛙
读纸
知网要钱，贫穷限制了
爱了爱了！！
牛
牛逼
牛逼
好家伙 westlaw
哇呜，页面好棒喔
牛逼！！！！！！！！！！！！！！！！！！！！
建议收费
这个可以
爱了，爱了，爱了
要不是不能投更多的币，我将捐出我所有币
nb
太牛逼了
666
good！
别人的笔记可以共享吗
牛逼
请收下我的膝盖
我飘了
这个功能吹爆
四连了
大佬牛逼
知网再见哈哈
阿婆主好人一生平安。
太强了
爱了
牛逼牛逼
希望不要变成某站，，，
这是天使吗
没网就bbq了
大佬太强了
我直接投币！
你为什么这么好
research
牛蛙
谢谢
有些杂志的pdf识别不了，上传之后不能和已有文章相匹配
好人一生平安
牛批
爱了爱了
医学影像来啦
论文全部是open access，计算机领域的论文基本都是免费公开的
YYDS
哇，神仙啊
要付费么？
太牛逼了
牛逼
我要给大佬磕头
救我狗命了
感谢感谢
直接四连
兄弟牛逼
牛逼！！！！
我超牛逼
好人一生平安
牛！
解决了多个让我抓狂的问题
牛蛙牛蛙
00:03
牛逼
牛
太强了
卧槽
要是能支持自己做的图笔记也能一键拖放就好了
好人一生平安！！！！！
牛逼
您！！！
大佬
为啥截图笔记用不了呢
f
f
牛逼！！！
本科，那我走
牛批
牛啊
牛啊
这样太好了吧
我本科也在用哈哈哈哈
牛
孙剑老师一路走好
为什么搜了阅读不了…..
多有一些医学类的文章就好了
跪谢大佬
我次奥  原谅我没文化  只会我次奥。。。
牛逼plus
生物信息的论文有吗
牛
牛逼
怎么加入别人的组啊
太棒了
但是翻译不能用啊
""
