烏拉！
反正每个做完，第二天就不用起来了
有氧无氧才能掉下来
我就只是收藏80岁无聊再练
度次打次
收藏不会去看系列
电脑在哪里下载啊？
每天看十遍能减肥吗
收藏从未停止，健身从未开始
这个也可以加俯卧撑，但会比正常更难，练晕过
手腕如果一直绷着力就不会那么伤吧
看累了
121亿警告
这个巨累
说HIIT是有氧的是多无知。。
高抬腿
都做完还用减肥?
去我的收藏夹吃灰去吧
肥胖的人应该适当减肥后再运动，不然关节吃不消
有点难，在线找代练，滴滴
家里没草地，练不了
墨龟差评
膝盖要炸了
这个根本做不来
膝盖疼怎么搞
这收藏量就离谱，大家都是马来人
吃灰去吧
模型都累着了，隔壁真人都来车轮战的
收藏夹吃灰去吧
打扰了
视频看了还不错，但是不适合180斤以上的人（连续做2周膝盖受不了），夏天了建议安全的游泳。
终于练到腹肌了
好像洛国富
收藏吃灰
趴地上起不来了咋办
这个动作我就不会做
波比，登山必有
吃灰吃灰
这就是波比啊
左边还要俯卧撑
三连了，我已经瘦了
我先来，夹吃灰
这俩人咋不一致啊
进我的收藏夹吃灰去吧
这个不行 伤膝盖
取消收藏
欢迎收藏！
椎间盘突出患者退出直播间
右边这个腿是不是抽筋了
没有健身基础的人做这套容易过度疲劳的要小心哦
这是个毛HIIT
吃灰去吧
来了来了来了这动作
第二天
还没行动，现在已经累得动不了了。
怎么自己设定时间提醒呀？
@金轮的你要笑死我吗
@金轮
还三组了直接原地去世了
好收藏。
噩梦波比
第八套广播体操，跳跃运动！
好了，学废了，请问阳台哪里有领
他竟然还加了俯卧撑。
笑死，趴不下去根本起不来
收藏从未停止，锻炼从未开始
？？？？？？
苏卡不列
该来的还是来了
这个巨累
先有肌肉，后来跳
这个做完四组，头晕加恶心。太难了
等着吃灰把你
这不伤膝盖吗？
这个感觉还好
我做不了，再见
默
一组多少个来着
已经累瘫
收藏从未停止，行动从未开始
看到这种视频我就收藏，就是不练 哎 就是玩
这些动作里就开合跳能简单点
好了啦去我的收藏夹吃灰吧
吃灰去吧
默
登山还行，波比是真的累
这个累的要命
蹲的下去起不来
看过等于做过
俯卧撑就10s就死你要我做这个？
我感觉 我看他做我也能燃脂
我瘦了一斤 真心有效
波比跳好呀，赤鸡
单手撑不起来……
这些都是有氧？
建议别走路，走路也伤膝盖
那些不能做的，建议去抽脂
去吃灰吧你
夺命波比跳
这个千万别做太快 向右边一样 慢慢来
这个前几次做别做太多不然第二天你起都起不来
苏卡不列
费鞋
我可以连续跳四分钟，还是很胖
代入感很强，已经浑身湿透了
这3D图给我整不会了
去我的收藏夹吃灰吧
为了俄罗斯，卡布列死
看热了
每天一遍注意排汗
收藏从未停止，努力从未开始
卒
第二天下床走不了路系列
进我的收藏夹吃灰吧
这个伤膝盖
做了一遍累惨了
这个做的想吐
自律的胖虎有多么可怕
这是打了蛋白粉的健身者
都好费膝盖啊
这个膝盖不好的不要练
好讨厌这种手臂撑地的动作，肩膀受不了
看着挺有兴趣，做的时候懒得动 收藏夹吃灰 
最开始初级的不用做三组 
先从一组开始 
第二天
这个才叫累，感觉比波比跳还累
这个我就做不了...
手腕最近肌腱损伤，表示做不了这个
我在脑子里已经做了一百组了
收藏了=我瘦了
开合跳不是热身？
这也是热身
可耻的收藏量
第八套广播体操时代在召唤
我第二张本人啦
觉得高中时体力真好啊
分男女吗
练不练再说，先收藏了
好家伙这人还在水里
这个我喜欢，全是锻炼需要的肌肉
长按有惊喜
40s
40s波比跳真是要命
新手练波比跳强度得循序渐进，不然练完真是跟要死了一样
这收藏就离谱
有用的话大家都是肌肉男
我要是能做这个我还需要减肥？
膝盖。。。
波比跳阿 真的累
看完一圈，好累，都吓出汗了，好了，今天锻炼到位了
累死了~
打卡第一天
每组休息十秒一共三十秒
这不是练腿么？怎么练到腹部了
体育课常客
我想知道这样训练了，要吃什么 饮食方面怎么吃，蛋白粉？？
这个我都不会收藏，看了就知道做不到
看左边这人我开始怀疑这动作能否减肥……
甲沟炎痛哭
这个太顶了 ，对大体重 极度不友好 ，很容易拉伤 
波比跳一次只能做20个。。。。
请务必吃灰
1.5倍真欢乐
收藏夹吃灰！！！
去我收藏夹里面吃灰去吧！
膝盖毁灭者
热身？
一边吃宵夜一边看，感觉好多了
这个巨累
看的我一身冷汗
最多一组吧。
不错，为数不多不会练到小腿的
看完了，吃灰去吧
这还有氧？那请你跟着视频做到最后好好有氧一下 特别是波比跳的时候
OK，做不来
不知道体脂和我谁会先没
这收藏量就尼玛离谱
这不简易波比
这不就是波比不跳
第二天
这个我跳10下就不行了，哈哈哈
看着都累
水中波比跳
收藏了等于我练过了
去我收藏立人吃灰吧
这个40s我得暴毙
试试就逝世系列
大家借口好多……
波比的简化版，不错
这个bgm...
你怎么知道我肚子大了
重点是你为什么被推荐这个？
不好意思我家不在海边做不了
说对了，这尼玛就不是燃脂，这是增肌
这BGM怎么那么苏卡不列
胖虎
你连续4分钟不坚持几个月，又有什么用
封面是胖虎
这个其实有体重要求，如果你太重就很伤膝盖的
做这个我直接腰间盘突出
内哥儿～～～
超大型巨人
才发现这是两分钟我去
我们学校在下午跑完圈后做放松动作的时候会做 
没有练力量这些做不了
这个交替弓箭步真的做到直接跪地上再也起不来
像我一样肚大并懒的，可以尝试吃芹菜，刮肠油杠杠的
这个超累
俯地登山跑也很累
还是少不了波比跳
我被彈幕整的好歡樂
那来吧你，去我收藏夹吃灰吧
拜拜了您嘞，收藏夹吃土去吧
最后猛男还皮了一下
动物
动物
谢谢 已累瘫
一组就报废了
这个...确定胖子做得到吗
看的都累
波比波比
跳跃运动
这都是波比跳的一部分动作
膝盖受不了
膝盖受不了了
越来越难了
难怪我大腿外侧多了一块大肌肉。。。 
这个也练腹肌啊
假腰腹是吧？
但凡我能做这个动作我也就不减肥了
第三个可以不强求练习，其他的不伤膝盖的可以练，根据自己的情况来练吧，有选择的练习
这个，就去网上找简易版的来弄吧，
这个还得找个海边，做不了
看成胖虎
这怎么做得到～
这三分钟过得好慢？
不敢看了
这就离谱
告诉大家，看到现在才两分钟，漫长哈哈哈
腰疼
波比跳
这个燃脂必备
blackdog
我是该归类在鬼畜区还是健身区呢？
这个腰巨疼
这个超累
又是云运动的一天，每一天都元气满满
这是人能做的吗？
？？？？？太高看人了吧
建议坐轮椅，保护膝盖啊
进我的收藏夹吃灰吧
还是先做基础的吧
躺床上难道不舒服吗
啵啵啵啵 啵比尬
看完了，我瘦了
看完了，我瘦了
怎么还没结束
越运动越饿
全部都是费膝盖的
挺好（默默取消收藏）
这对比怎么有些不同啊
收藏大于点赞系列
这个动作能累劈叉
又一个能累劈叉的动作，哈哈哈
波比跳废膝盖
离谱
很简单
我就止步于此…
我一个做40秒也算一组不？
这个受不了
左边还加了俯卧撑，变态
我训练一个月毛用没有，放弃了放弃了
腰不好的能做吗？
玄者恶心
这个太累了
下次一定三连，明天一定练，
开合跳真的是我的噩梦
太伤膝盖（手动狗头）
这个我去世了
这个你们去试了吗 我反正去世了
这收藏量就离谱
打扰了
看哭了
我之前跳街舞的时候就这么练
40秒高抬腿一组你就废了相信我
拿来吧你
求怕累
去世
进我收藏夹吃灰吧
这个要在水里做散了吧【bushi】
这个动作根本做不了
做完俄罗斯跳站不起来了。￼
做完前面那一遍已经累挺了，这个有点难
波比跳 第二天就起不来了
这动作很伤膝盖，新手慎入！！
这几个动作胖子一个都做不了，除非膝盖不想要了
我们初中曾被罚这个100个。
肚子上的肥肉一紧，明显是被吓到了
？？
练了一下肚子饿了
这个动作真的累！！！
我直接没了
臣妾做不到
到这里已经结束了
啵啵啵卡
导演 这两分钟怎么像半个小时
奥特曼吗？
你这种族天赋技能，学不来，，
都哪来的垃圾？？？？？？
波比跳，这么简单的动作我可以做100个。10个。。。卒
进我收藏夹吃灰去吧
总比平板支撑要轻松吧
这都是什么招
进击的巨人
右边的图是在告诉你这个动作锻炼哪里的肌肉群
人不行了
苏卡布列
先收藏，明年一定看
三连了我就一定会有腹肌
有没有发现 组合起来就是波比
进去吃灰吧
胖子还是先跑跑步吧
博伊卡？！？
不收藏，做不到
收藏从未停止
看着已经有点累了
HIIT里面最喜欢开合跳 
波比连续四个就是我的极限
这个做不好很伤膝盖的
来我收藏夹吃灰
这个巨难.超级难
那么问题来了，胖子适用嘛。
你们都是猪逼吗 一直叫费膝盖 割了膝盖就不费了
我还做屯桥算了，到给自己添堵
夹吃灰
开合跳
高抬腿
箭步蹲 这个是我的弱项
骂肤色的都是中华田园犬
40s 3组 累蒙
14万的收藏，能有几个会天天坚持
默回非洲去
向波比跳家族屈服
这个是波比的后半动作吧？
只能当热身
开合跳就噩梦那波比跳算什么？
波比跳简化版
十个要我命系列
吃灰
这个伤膝盖吗？
这个简单
吃灰去吧
怎么感觉都是练腿的啊
都魔怔了吧？
博伊卡博伊卡博伊卡！
右边奥特曼
标准的法兰西长相
墨，吐了
一直收藏一直没练
不标准啊
箭步蹲跳
这还有俯卧撑怎么没有标红肩部肌肉
滚去收藏夹
来了最累的
黑猩猩也会健健身，世界真奇妙
这个肌肉练得好看
大体重感觉伤膝盖
试了一下这个，差点翻跟头
做不动可以做退阶动作 但是要坚持做完
这是高强度朋友们 没运动基础肯定是做不了的
在我收藏夹吃灰吧
人家就一个健身达人，能不能别骂了好吗？
波比跳中级版
收藏里，吃灰去吧
这是简易波比。
身体:我能行，我可以瘦下来。意志：你不行，你真的不行
15万收藏就TM离谱
笑死，根本就蹦不起来
胖虎
魔怔小鬼们很多啊
田园犬（指那些无脑默的人）
人家视频运个动，弹幕怎么回事
直接送走
哈哈哈哈哈哈哈哈哈
这个才是最辛苦的
这个超累 我做了一个多月 感觉确实有用
我得找个海滩
屁用没有
跳五分钟休息2天
全境封锁特工
对黑哥哥没啥好感
这个才要命
三连奉上
贝尔托特
你看看做这个示范的人啥身材
我做这个动作手脖子疼4天
这个是半波比  比间化波比累多了
伤膝盖那个 你以后躺着躺一辈子吧  站着也伤膝盖  
举报屏蔽了一个默 结果全没了 合着是一个人刷的
我波比只能一次做20个
第一天：不行！我要减肥！
第一天：不行！我要减肥！
连这些动作我得找个没人的地方，不然我怕当众趴那起不来
超  大  型  巨  人
今日云运动结束
换人了还
收藏夹吃回去吧
胖子做不动，瘦子不需要系列
我们当年中考体育被肌肉壮汉班主任逼着做了整整两个月，PTSD了
要草坪和耐克鞋，算了
到开合跳就已经运动完了
离谱
躺着什么都不会受伤的，你们哈
一群伪健身者在说累，先从床上起来再弹幕吧
好家伙，张嘴闭嘴就累，练肌肉能不累吗，躺着不累
做个运动伤着伤那的，人家怎么能做到还练出身材了，你怎么就伤了呢？绝了
没水，pass
。。。。逐渐变态
恐怖的收藏量
奥特曼的笑死我
完了波比来了
大家不要被资本忽悠了
超大型巨人
？？？
收藏从未停止，锻炼从未开始
省流助手：
到这里我已经死了
到我的收藏夹里吃灰吧！
我165，140斤多一点，觉得这个巨容易。很难吗？我还会在波比跳加标准俯卧撑
看了一个月了，没什么效果
超巨人。。。。。
开合跳容易对膝盖造成伤害，尤其是体重较重的
我做到第三个，就撑不住了。
可怕的收藏量
第一天
去我收藏夹吃灰吧
到收藏夹里吃灰吧
帝皇舞步
去世
这收藏十几万就离谱
图片仅供参考
这个动作最难的点是光速甩胳膊
进收藏夹吃灰
好了，去我收藏夹吃灰吧
一套做完已经起不来了
收藏17.3万
这个超级累 做完大腿直接瘫痪
好家伙到目前位置都用不了。膝盖扛不住
我做这个脚在地上拖都累得要死
cyka
收藏夹
到收藏夹吃灰吧
夹吃灰
初代凹凸曼
富兰克林
wowowowo伏特加
你不会以为前面的念完了我还能做这个吧
俯卧撑加屈膝跳？？直接死了我
地    鸣
人间太值得
做不到都是渣渣
一个赞坚持一百天！
这个视频放了有俩小时了吧
我缺个海洋沙滩
这个我跳过，肚子那块儿好痛！肉颠得超级痛！
铠甲巨人☞
这个才是地狱级的累，刚才那个弓步都是弟弟
收藏从未停止，运动从未开始
这个很累
光练大腿前侧？对久坐的人来说还是多练屁股吧，这练完就是雪上加霜
我总是顺边
默
2倍速新世界
这个老爽了
搞笑吧  新手练这个
一组是多少个?
你猜我收藏了练不练
第一天
第二天
开始都难都痛苦，习惯还好
收藏了
第一天
牛批
经典点赞比收藏少
据说有一招谐名叫 怀中抱妹杀 模仿笑时动作锻炼腹肌，能演示一下吗？
据说有一招谐名叫 怀中抱妹杀 模仿笑时动作锻炼腹肌，能演示一下吗？
那个锻炼五分钟休息两人的朋友 。看到我哭了。。
注意这个模型演示 手不对 要用手掌撑 不能用腕关节受力
你这个玩意儿真像巨人呐！
动作难度逐渐变态
交替箭步蹲贼特么累人
这动作是肌肉撕裂者系列的，增腹肌有奇效
黑牲口滚
这个很容易
18.5万的收藏，7.31，就离谱
离谱的收藏量
这个撑都撑不住 
必须找片海吗，我在游泳池能练吗
这个做了两组，就开始犯恶心了，太累了。
胖虎
吃灰
这收藏量离谱
撑不起来
去我的收藏夹吃灰吧
体重大的不要做！
Hard.bass
这配色像奥特曼
伤膝盖
←←←魄
默
黑人渣渣
bgm一来就想到印尼宽带hhh
默
大腿疼了4天
所以bgm是什么
那个，类固醇没少吃啊
也去我收藏里吃灰去吧
云健身累死我了
刷默的魔怔了？
进收藏夹里吃灰吧
我敢打赌，收藏的大多数都是那些平常不怎么运动的
收藏量比点赞都多
已订购30个膝盖替换了
奇行种
第一天
收藏很多，用的很少
没有水，练不了
胖虎
第一部:扒皮
有用啊，这几个能很快的提高心率
hiit不适合大体重的朋友们
这个不累
进我收藏夹吃灰去吧
逐渐离谱
戒烟戒酒 先走后跑 健康不伤身体
这个只是半个波比跳啊
这些运动和右边的示意动作都不标准
这个很累的
发现了收藏吃灰系列。
0.066
这个累死
好，去吃灰吧
《要你命三千》
体育课噩梦
这个会死人
这都默？
心率根本上不去啊做这个，有什么用
刷默的多少有点魔怔了
第一天
想变壮看着学完
去我收藏夹吃灰
收藏从未停止，锻炼重未开始
我都能做，就是这温度
默默默默默默默默
收藏就是我做了
我收藏着干嘛？
1秒40组
TABATA
波比跳这个真的累死。。。
收藏就完了
有用，孩子说很好吃，下次还会来买
做不完就瘫了
为什么他能这么丝滑，我做5个歇一下
不如改成原地去世腿
我做完了前三个，这个根本坚持不住
默
去我收藏夹吃灰吧
波比就要你命3000
是不是把视频看完我就瘦下来了
收藏夹见吧
进收藏夹里吃灰吧
这个没问题
一个健身视频还默呢？
去收藏夹吃灰去吧
你的膝盖是纸做的？
伤这伤那的 你天天躺着算了
吃灰吧你！
照他这么做能变成肌肉猛男？？@
这么做让他变成肌肉猛男，还是肌肉猛男让他可以这么做…
试了没什么用你不出汗就等于不燃脂
第一眼还以为是胖虎
膝盖不好的我退出了直播间
我们学校体操就有这几个动作唉
第一眼看成奥te曼
这个打扰了
芭比跳
收吃灰系列喜加一
看完了 我瘦了
0.5倍新世界
这个人家还带了个俯卧撑来做的
收藏果然里皮
膝盖不行劝退了
其实减脂克制饮食很重要
第一天
波比跳才累
看得我出汗了
波比跳是真的噩梦，我都做不了几个
这个 这个做不来了 看来还要好好练力量
膝盖终结者
噩梦波比
为了尊敬 收藏
插个眼
发默斯吗 
好家伙，这收藏量就离谱
看着他跳我已经出汗了
任何这类运动减肥效果绝对没跑步好，因为累，所以持久时间不可能长
有条件还是买跑步机，室外坚持很容易断，因为天气的缘故
胖子没一个做得到的，洗洗睡吧
一个就是我的天花板
这个是人类能做到的动作吗……太难了
练得全是腿
做不了这个动作
高抬腿做不了呀
有难度
这个没问题
谁和我一样觉得这个像奥特曼
动作不一样啊
第二天
大体重还是多以饮食为主运动为辅
膝盖毁灭者
乍一眼，我以为我看到了迪迦
我先来 收藏夹吃灰
2.0鬼畜
我想知道这个伤膝盖不
不做波比跳还能坚持5555
原地升天
我去，收藏这么多
默默默默默默默默默默默默默默默默默默默默
做完第一组会变白吗
筋膜炎警告
别急还有登山跑和波比
收藏从未停止
这个永远的噩梦
做完30秒后当场去世
哈哈哈，收藏了
去我收藏夹里吃灰罢！
开合跳这不入门级的东西吗
这是半程波比跳，前面的，你波比跳乱做的吧
有没有副作用
这个应该简单。。。。吧？！
用的c罗的头雕
这个我不信 做过十来个 累哭了
去我收藏夹吃灰吧
我试了一个星期毫无变化
滚去收藏夹
这还不是波比
三个上天，跨步波比还行
那干脆不要呼吸得了，呼吸伤心脏
你秃了也变强了
阿洛伊西奥
试过了，效果非常好，楼下住户直接到务管举报了
看了，出汗了，好累。。
22.7万了
22.7万了
波比跳还是来了
手怎么不动啊
收藏等于锻炼系列
其实直接做波比就行了 每天坚持
这样腿会不会变的更粗
我穿模了
波斯卡
全境特工狂喜
锻炼玩了，一身汗
这个对腹部巨刺激 有很有效 
膝盖报废了
全境封锁哈哈哈哈哈
坚持看完的第二天
伤膝盖
记不住秒可以用个数代替，不要那么死板
看的我都出汗了
不打黑默好啊，黑默打你啊(●°u°●)​ 
吃灰吧你
好了，看完了，去我的收藏夹里吃灰吧
冬 泳 怪 鸽
这个做完要炸
这不是热身动作么？？？？？
这种收藏很多，基本不会再看
我就练第一个动作
这个贼累。。。。
这音乐不合适吧我怎么想蹦迪
做完这些我直接升天
吃灰吃灰
进我收藏夹吃灰把你
吃灰去吧
想多了，这个比波比跳轻松多了
我做五百个高抬腿比五十个波比跳轻松点
来了，每次体活都要做他个120个
这个是真的累
第一天 
舞动青春？
这个是臀部和大腿后侧肌肉发力，膝盖受不了的发力肌肉不对
第五天
这收藏量就离谱
二倍速笑死我了
下面是不是少了什么
收藏24万，点赞才8万
这动作累的不行
这和开合跳结合不就是波比跳了
woc
进我的收藏夹里吃灰
右边这个怎么这么像小富
前面的应该是左边吧
我的一生之敌
第一眼我以为是奥特曼
先给我来一个沙滩
每天看两遍能瘦吗
第二天腿酸的走不了路
这收藏量，wc
我是来看帅哥的
你哥
一组几个？
1：10
最爱开合跳
收藏吃灰
欢迎来到收藏是赞三倍系列
学校都要做
建设终身瘫痪在床，这样最不伤膝
这个我就不练了，我们这里没有水
说实话，学右边的简单多了
收藏未止，行动未始....
这bgm不比博燃？
这7组做的完我还看什么视频
keep常规动作
千万别动弹，伤膝盖
hard bass
收藏24.9，来来也来我这吃灰
波比跳
吃灰夹：拿来吧你！
音乐怪带劲
交替弓箭步真的超级累！
3组*40s   一组做几个呀
啵啵啵～啵斯卡
试了一下，不行啊，25厘米就是碍事儿
常规
25万收藏8万点赞，就离谱
收藏等于看了
1/4个波比
已经觉得累了
第六天
加油
波比跳yyds
你们才他们才他们才他们才他们才
博 博 一博 博伊卡
都给我看累了
刚从厕所出来，和这个出汗不相上下
那一天，人们想起来被巨人支配的恐惧
蓝蓝路
这个我上学的时候可喜欢做了，感觉是最轻松的，反而是俯卧撑什么的我做不来
这个累
人已挂  勿念
不可能完成
去我的收藏夹里吃灰吧
立卧撑
收藏比播放多系列
离谱
第一天
好家伙，收藏比粉丝多多多
看到这已经累了，不做咯
25.7w收藏，有几个会去做啊
噩梦
直接做第一个就劝退了
有没有人知道BGM，听歌识曲无诶
这个好
救我，我小腿抽筋了
长按屏幕双倍快乐
9万点赞，26万收藏
2倍速笑疯了
收藏从未停止，训练从未开始
赶紧收藏，恐吓脂肪
最累
