hi
宋亚轩好棒！
桌上瓜子给我嗑的！
宋亚轩
代表重庆欢迎你
宋亚轩刘耀文
刘耀文宋亚轩
刘耀文校园剧男主
黑暗中期待光线
宋亚轩！
刘耀文太帅了
文哥好拽，我好爱！！！
宋亚轩的脸就是女娲最满意的毕设
狗内心os：我饿了
幽你一默
求徽章链接啊
刘耀文大帅哥
轩轩好牛
刘耀文好绝！
我的妈轩这真的绝！
宋亚轩宋亚轩宋亚轩
文文轩轩一起向未来
宋亚轩男高
刘耀文太漂亮了
宋亚轩安静学霸我爱了
帅气的脸庞哇
这个不是发过了吗？
花絮花絮！
代表重庆欢迎你
宋亚轩演的真好
刘耀文好有安全感啊，呜呜呜呜呜，我需要这样的男朋友，请上天赐给我一个刘耀文吧
文轩一起等雨停
代表重庆欢迎你
耀文挺自然的
要一直做最好的朋友
代表重庆欢迎你
轩轩读白很好听呢
宋亚轩刘耀文的每一天都是美好的一天
耶~
宋亚轩看我一眼我会晕过去
宋亚轩宋亚轩
宋亚轩
代表重庆欢迎你
宋亚轩宋亚轩宋亚轩一骑绝尘的帅
“而我对这里的印象 只有你〞
宋亚轩！！！！
它在演我
轩轩好帅啊 不愧是男高
给你放烟花呀
啊啊认真学习的宋轩
“许我们有钱”
苏神刘文
文文轩轩
宋亚轩
哇塞～我的老公宋亚轩好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅哇塞～我的老公宋亚轩好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅好帅
耶~
宋亚轩你真的好帅
演的好好啊刘耀文宋亚轩
夏天就是由突如其来的大雨和少年扑通扑通的心跳构成的呀
宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文
宋亚轩刘耀文
小意思
刘耀文最棒啦
刘耀文真的好适合阿
耶～
宋亚轩好帅啊
宋亚轩元气之神
害羞 内敛
宋亚轩
宋亚轩大帅哥
少管闲事合计
轩宝软乎乎到位
全体注意，前方宋亚轩高能预警
宋亚轩好帅
呜呜呜这里的表情刘耀文这里的表情！！
太帅了呜呜呜呜呜
宋亚轩宋亚轩
宋亚轩
刘耀文大帅哥刘耀文
这个易碎的轩轩！！！好想保护他！
宋亚轩好棒
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩演的太棒啦！
宋亚轩好棒！
宋亚轩
宋亚轩 刘耀文
委屈轩崽
啊啊啊啊这个镜头
刘文 帅死我了
宋亚轩刘耀文一起等雨停
文哥校园男主脸
刘耀文宋亚轩好棒！
宋亚轩好帅
真秀～
刘耀文 笑容收敛点
刘耀文绝了
文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩文轩
啊啊啊啊啊啊啊刘耀文太帅了吧
哥哥渣我！
宋亚轩宋亚轩宋亚轩
宋亚轩
我的宋轩学长
文哥这个身材 绝了呀
一起等雨停
小尾巴轩轩
最爱的镜头
想要认识你 又不敢搭话去 只好在这块成绩板上来回寻找 嗯 终于找到了
宋亚轩好帅
呜呜呜呜刘耀文这么帅应该出现在动漫
抓啥子
呜呜呜刘耀文你好帅
宋亚轩好帅
宋亚轩宋亚轩
宋亚轩宋亚轩宋亚轩
一起等雨停
刘耀文好帅我好爱
文文轩轩可可爱爱
宋亚轩宋亚轩宋亚轩
宋亚轩好帅啊
好家伙，搁这等着呢
一起等雨停
宋亚轩
黑暗中期待光线，他的光出现了啊
宋亚轩演技也太不错了 好帅呀
轩哥做哪
BGM 生命有一种绝对 五月天
代表重庆欢迎你
刘耀文侧脸也好帅帅
我出镜了
酷死我了刘耀文
好棒啊宋亚轩
轩
代表重庆欢迎你
宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩宋亚轩宋亚轩绝了
宋亚轩眼神戏绝了
刘耀文太帅了保护我吧
耶～
刘耀文真的好帅诶
代表重庆欢迎你
是彼此的救赎
宋亚轩好有少年感
宋亚轩刘耀文
宋亚轩好帅
宋亚轩
宋亞軒好棒
宋亚轩刘耀文太棒啦
亚轩！！
宋亚轩侧脸好绝！
一起等雨停
刘耀文太绝了吧
这个镜头太绝了
文哥好有少年感
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
一起等雨停
刘耀文你太酷了怎么办我太爱了
宋亚轩好帅
哈哈哈哈文哥是有点背景的
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩好帅好帅
《听我指示垫刀》
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋学长
宋亚轩演技好棒
救命啊！
刘文护崽
文文轩轩一起等雨停
宋亚轩建模脸 好帅啊好帅啊
这一幕绝了！！！！！我的天
耶～
刘耀文宋亚轩好棒
一起等雨停
宋亚轩
耶~
刘耀文宋亚轩一起等雨停
刘耀文刘耀文刘耀文
宋亚轩你好帅啊
宋亚轩刘耀文好棒
他俩好配啊啊啊
年纪第一是你的
宋亚轩少年气满满
宋亚轩
坐……坐哪儿，哈哈哈哈哈哈哈哈哈哈
这个牛逼的侧脸！！！
这个镜头刘耀文好帅好帅
《跟》
看得到太阳嘛~
宋亚轩好棒
宋亚轩侧颜绝了
宋亚轩加油
宋亚轩宋亚轩宋亚轩
宋亚轩好苏
宋亚轩身上的少年感太绝了
他可以
宋亚轩太帅了
“春丽姐姐”
一起等雨停一起闯世界
一起等雨停是两个少年的约定吧
耶～
宋亚轩真的是自带故事感的男主​
你觉得呢
这里刘文胸口别着“song”的徽章了！
是会帮助同学的善良刘文
单生狗入镜，，，
好好看的两个人
《臭小子 掰死我》
我是那棵大树
耶～
宋亚轩好绝
刘耀文刘耀文刘耀文刘耀文
刘耀文太好看啦
这不是偶的男高迈
四刷了呜呜呜呜呜呜我的文文轩轩
开往春天的地铁 开了一年‬零三个月 我还是没能弄清 修在顶楼‬的路到底通往‬哪里 那些猝不及防的大雨 热烈地淋过整个夏天 唯一可以确定的是 在那条‬看不到尽头‬的长坡
太美好了
一起等雨停
宋亚轩荧幕脸
随便做
害羞 内敛
宋亚轩好棒
亚轩 真的好爱你
宋亚轩这张脸就适合大屏幕
离港来山既视感，编剧你说你是不是看过
宋亚轩好帅
追逐你背影
刘耀文下楼好苏啊
捏捏胳膊！
刘耀文宋亚轩
一起等雨停一起等雨停
你可以永远相信刘耀文
这个对视
宋亚轩
哇！！
啊啊啊啊啊可是他们对视了耶
文轩
宋亚轩刘耀文好棒
小意思
“在学校我罩你”
刘耀文好帅啊
宋亚轩好棒
谢谢
文哥好拽啊好喜欢
我好喜欢刘耀文的这一段
刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩
刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩
刘文对宋轩一直说普通话 宋轩默默学会了重庆话
宋亚轩一直会是宋亚轩
宋亚轩刘耀文太帅了
刘耀文刘耀文刘耀文刘耀文
宋亚轩回眸一笑百媚生
宋亚轩刘耀文宋亚轩刘耀文
刘耀文演的好了
好帅
宋亚轩宋亚轩宋亚轩
跟朋友说的都是重庆话  对轩轩确实普通话 kdl！
宋亚轩刘耀文
好温柔的声音
宋亚轩男友力
来看亚比丸子的等雨停啦
“晓得了”
宋亞軒 劉耀文
这个上b站了，花絮也不远了
宋亚轩去演戏吧别逼我求你
宝贝好可爱啊
宋植树在找刘湘琴
会是美好的一天！
宋亚轩好帅气哦
刘耀文宋亚轩太棒啦！！
宋亚轩刘耀文好棒！
《内敛》
《要你管才怪woo》
劉文 宋軒
突然明白 这世上所有丹青水墨山遥水阔 都是为了铺垫哥哥你这人间绝色 雪色与月色之间 哥哥你是第三种绝色！宋亚轩大帅哥哇塞！！！
宋亚轩的眼神好牛啊 好有故事感  真的很适合大荧幕
文文轩轩一起等雨停 一起去未来吧
听我指示垫刀
宋亚轩刘耀文
宋亚轩
宋亞軒好帥好帥
只对你说普通话哦
糟糕，我怎么只能看见宋亚轩啊
啊啊啊笨蛋美人宋轩！！！
呜呜呜呜呜宋亚轩（超大声）！！！！
你好棒
“听我指示垫刀”“什么芝士蛋糕”
巜你觉得呢》
《少管闲事》好双标噢
轩轩好帅
宋亚轩真的适合校园剧
文哥有校霸那味儿了昂
宋亚轩好帅
宋亚轩刘耀文真棒
4399
刘耀文演戏太自然啦快去演戏！！！
宋亚轩
轩轩好认真～
宋亚轩刘耀文
耶～
宋亚轩刘耀文 双向救赎
宋亚轩
一起等雨停
“有些人初见即注定相爱”
好可爱的字
我是椅子
一起等雨停
永远热爱山城少年刘耀文
刘耀文宋亚轩
一起等雨停
宋亚轩刘耀文好棒啊
宋亚轩不错
饮料给我，，
宋亚轩刘耀文一起等雨停
太帅了我宝
宋亚轩刘耀文
《臭小子，》
抓点紧
刘耀文宋亚轩
宋亚轩这张脸绝了！
爱你亚轩爱你亚轩
来看看两位帅哥啦
宋亚轩 刘耀文
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
表白宋学长
666社会人
亚轩超棒
一起等雨停吧！！
啊啊啊啊啊啊宋亚轩你怎么这么帅
拽老幺
回家了回家了
宋轩刘文
宋亚轩演技派
又被剪掉了一点
好内敛的宋轩
一起等雨停
宋亚轩台词好厉害
爱你爱你轩轩
好帅的脸
全校第一在找谁的名字呀？是心上人吗？
BGM五月天的
帅哥就要演戏
宋亚轩好棒
《什么芝士蛋糕》
虽然看了好多遍了但还是来凑个热闹hhh
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
帅炸啦！
"""谢谢"""
一起等雨停
宋亚轩的冷情感绝了！
我也想喝轩轩的水
刘耀文要帅死我
好爱宋亚轩
刘耀文灵动的表情我爱了
啊啊啊刘耀文
重庆话好可爱啊啊
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
抓着书包带的轩轩好乖
“我们关系很好的”
宋亚轩演技好棒宋亚轩演技好棒宋亚轩演技好棒宋亚轩演技好棒
校园男主宋亚轩
看的到太阳吗
这只狗出镜了啊
给姐姐亲亲小轩
这镜头好帅啊
听我指示垫刀 什么芝士蛋糕
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
我们下次去游乐园玩旋转木马好不好
轩轩好乖喔
宋亚轩眼神好有戏
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
表情细节
宋亚轩，去大荧幕吧
刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩
刘耀文太帅了
小说男主宋亚轩
好有灵气
我们并非单枪匹马
我在这从小玩到大，哪里的树最高，那条路最长，哪家店的火锅最香，我记得比数学公式还清楚
宋亚轩怎么这么帅啊
一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停一起等雨停
好帅
刘耀文你是最棒的
“在学校我罩你”
宋亚轩脸蛋天才
刘耀文鲨我太帅了吧
代表重庆欢迎你亚轩
和宋亚轩刘耀文一起等雨停
宋亚轩好帅
宋亚轩好拽，我好爱
宋亚轩好帅好有少年感
宋亚轩刘耀文
蹦大点的个子，脾气到老大
刘耀文宋亚轩
好帅的学长！
 身边的人在不停更换，唯一不变的是我的身旁一直都有你，无论以什么样的关系，两个小朋友要在大人的世界一起闯出一番天地呀
开网春天的地铁开了一年零三个月
么么亚轩儿
就为了这个？
刘耀文讲重庆话好好听
你俩好好的
宋亚轩神仙颜值
这里真的走的好有感觉
徽章啥时候给的？这就带回家了？？
《全世界在你身后》
救命宋亚轩真的好棒
轩哥眼神杀我
一起等雨停
轩轩的眼神好像白切黑
宋亚轩刘耀文
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
刘耀文刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 刘耀文 
我没有那么瘦
再看亿遍
宋亚轩这张脸太牛了
果然是宋轩和刘文相互救赎，很美好很心动
你干啥子
代表重庆欢迎你
老公好帅啊，我不能没有老公
宋亚轩刘耀文
耶～
文哥这里好帅！
弟弟们好帅
刘耀文太帅了
救命救命
耀文一出现我的视线就离不开他了
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
直觉就是 此时此刻 我应该在这里
在哪，我去买
刘耀文演技实在太强了
宋亚轩宋亚轩宋亚轩未来可期
刘耀文这种客观帅哥，我愿称之为上帝毕设
刘耀文连走个路都能杀到我
一起等雨停 一起向未来
“代表重庆欢迎你”
宋亚轩 你想要的都会得到
宋亚轩！为什么会有这么完美的人存在！
开往春天的地铁 开了一年零三个月 我还是没能弄清  修在楼顶的路 到底通往哪里 那些猝不及防的大雨 热烈的淋过整个夏天 唯一可以确定的是  在那条看不见尽头的长坡树下 有人总是等在那里
“代表重庆欢迎你”
宋亚轩好帅
刘耀文宋亚轩
刘耀文大帅哥
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩艺考照片被泄漏请处理
宋亚轩
可以喊老公吗太苏了吧
救命，见义勇为的少年，永远心动的场景
宋轩好帅！！！！！
啊啊啊啊啊啊亚轩这个眼神！ 刚接触时的疏离！！
宋亚轩好帅
哇啊啊啊啊
亚轩每一帧都好好看
宋亚轩刘耀文好棒啊！
宋亚轩加油
 直觉就是 此时此刻 我应该在这里
轩轩学长好帅
两狗对视
男高谁不爱
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
 身边的人在不停更换，唯一不变的是我的身旁一直都有你，无论以什么样的关系，两个小朋友要在大人的世界一起闯出一番天地呀
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩好帅哦
“黑暗中期待光线”
宋亚轩刘耀文
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩刘耀文
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
刘文
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩好帅
 “开往春天的地铁 开了一年零三个月 我还是没能弄清  修在楼顶的路 到底通往哪里 那些猝不及防的大雨 热烈的淋过整个夏天 唯一可以确定的是  在那条看不见尽头的长坡树下 有人总是等在那里.”    
啊啊啊啊，宋亚轩
宋亚轩刘耀文
宋亚轩好帅
 “开往春天的地铁 开了一年零三个月 我还是没能弄清  修在楼顶的路 到底通往哪里 那些猝不及防的大雨 热烈的淋过整个夏天 唯一可以确定的是  在那条看不见尽头的长坡树下 有人总是等在那里.”    
太瘦了吧亚轩
明天会是美好的一天吗？——会的
宋亚轩眼神绝了
坐哪 哈哈哈哈哈哈 人间真实
黑暗中期待光线
“看得到太阳吗”“晚上怎么可能有太阳”
宋亚轩好适合演戏！！！！！
宋亚轩刘耀文！！！！
身边的人在不停更换，唯一不变的是我的身旁一直都有你，无论以什么样的关系，两个小朋友要在大人的世界一起闯出一番天地呀
“开往春天的地铁 开了一年零三个月 我还是没能弄清  修在楼顶的路 到底通往哪里 那些猝不及防的大雨 热烈的淋过整个夏天 唯一可以确定的是  在那条看不见尽头的长坡树下 有人总是等在那里”      
爱意不是海啸 是夜晚海边吹过的风 是熠熠生辉的繁星 是夏日的盐水 是刘耀文和宋亚轩
小宋老师太棒了
宋亚轩好男人宋亚轩
宋亚轩
宋亚轩的每个镜头都好帅啊
身边的人在不停更换，唯一不变的是我的身旁一直都有你，无论以什么样的关系，两个小朋友要在大人的世界一起闯出一番天地呀
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩绝美男高
这一幕 真绝美
文轩
我从小在这儿长大，哪里的树最高，哪条路最长，哪里的火锅最好吃唉，我记得比数学公式还清楚
看的什么书啊～
轩轩亲亲
两个少年相识于重庆这座充满故事的城市，一个从小颠沛流离，一个早早的体会到了现实的艰辛，一句“代表重庆欢迎你”让宋轩第一次感觉到一个新的世界对自己敞开了怀抱。刘文宋轩在重庆的每一个清晨黄昏留下来越来越多
“开往春天的地铁，开了一年零三个月”
宋亚轩好帅好帅好帅
真的好帅啊
哇～嘞个腹肌～和…一样哎～我说滴是秀狗狗
臭小子哈哈哈哈哈哈哈哈
宋亚轩旁白好好
亚轩好帅哦
宋亚轩刘耀文好帅
宋亚轩演技好棒
宋亚轩的建模脸帅哭我
宋亚轩！！！！未来可期！！！！！
捡书好戳我
宋亚轩刘耀文
文轩文轩文轩
代表重庆欢迎你
刘耀文是偶像剧男主角
刘文你突然多了个徽章咋回事
在风都温柔吹着的深夜里 ‘明知故问’撞见了‘猝不及防’
“代表重庆欢迎你”
宋亚轩会一直是宋亚轩
“我不能哭，哭了就不是最帅的了”@时代少年团-刘耀文
宋亚轩一直会是宋亚轩
宋亚轩气势没话说
耶
宋亚轩宋亚轩
刘耀文太帅了
“宋亚轩儿别怕哟”
一起等雨停
刘耀文熠熠生辉啊
“让我们每一次见面，都是以各自更好的一面相见吧”@时代少年团-刘耀文
宋亚轩刘耀文好棒
一起等雨停
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
刘耀文刘耀文宋亚轩宋亚轩
宋亚轩好帅！！！！！！！！
宋亚轩好棒
宋亚轩啊啊啊啊
宋亚轩最棒啦
这个黄色的灯，特殊寓意懂得都懂
耶～～～～
好喜欢宋亚轩
我们轩轩是最棒的小孩
学霸都是这样的
这就把人带回家了？
宋亚轩
宋亚轩超级棒！！！！
代表重庆欢迎你
刘耀文宋亚轩
宋亚轩演的太好了吧
宋亚轩男高
宋亚轩刘耀文
文文轩轩好帅!
刘耀文宋亚轩
宋亚轩你这么帅！超适合做我老公的！
文轩
亚轩很重感情 
宋亚轩好帅
在学校我罩着你
狼鱼越海陆，纯爱无限速
给水谢谢但是没有多余的话，好酷哦宋轩
宋亚轩麻麻来看你啦
我遇到了一个喜欢到不想撒手的人@，宋亚轩
宋亚轩好帅宋亚轩好帅宋亚轩宋亚轩宋亚轩
欢喜的眼  指尖的试探 尤为明显
刘耀文宋亚轩
一直跟着刘文哈哈哈哈
代表重庆欢迎你
撅嘴~
宋亚轩太棒了吧
什么芝士蛋糕
宋亚轩太帅了
耶
宋亚轩宋亚轩宋亚轩
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩刘耀文！
看得到太阳吗
委屈宝宝
处理一下宋亚轩艺考泄露
救命～对视了！！！！
还是不敢相信刘耀文没上过表演课
刘耀文宋亚轩
宋亚轩太厉害啦
宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文宋亚轩刘耀文
刘耀文
喜欢宋亚轩
宋亚轩好棒！
好帅啊两个宝
怎么帅成这样阿刘耀文
宋亚轩演技好棒
这里好帅刘耀文！！！
宋亚轩刘耀文
刘耀文宋亚轩一起等雨停
宋亚轩看得到太阳吗
“看得到太阳吗”
文轩
宋亚轩刘耀文一起等雨停一起去未来
文文绝对是本色出演
侧脸绝了！宋亚轩！
你不懂！
哈哈哈这儿太可爱了
代表重庆欢迎你
宋亚轩太棒了
宋亚轩好帅啊
宋亚轩刘耀文
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
边看边学重庆话
 “我在这从小玩到大，哪里的树最高，那条路最长，哪家店的火锅最香，我记得比数学公式还清楚”
宋轩刘文哈哈哈哈哈哈哈哈哈哈哈哈
有时间发sv没时间处理隐私泄漏？
刘耀文好棒
宋亚轩的少年感真是绝了
又发一遍？
狼鱼越海岸，纯爱无限速
小刘
宋亚轩这个侧脸！！！！太绝了！！！！
我们相遇啦
一起等雨停 一起向未来
宋亚轩你怎么这么帅啊
“看得到太阳吗”“晚上怎么可能有太阳”
原地等！绝！
所以轩儿刚才是在找文儿的成绩吗？！既然是全校第一，应该不可能是找了这么久排名吧！！！
:烟火盛大绚烂，并肩共赏，青春珍贵激扬，携手同行，时间分秒流逝，真情却愈加深厚，一起来看宋亚轩刘耀文的精彩表现！
宋亚轩刘耀文少年感十足
黑暗中期待光线
宋亚轩表情管理教科书
爱死宋亚轩
开往春天的地铁 开了一年零三个月 我还是没能弄清 修在楼顶的路到底通往哪里 那些猝不及防的大雨 热烈的淋过整个夏天 唯一可以确定的是 在那条看不到尽头的长坡树下 有人总是等在那里
刘耀文好帅我好心动啊！
这就带回家啦
宋亚轩为什么这么厉害呢
看的什么书啊
宋亚轩少年感绝了
刘耀文感觉很适合演这种校园剧啊，满满的少年气。
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩演得好棒，演出了与宋亚轩完全不同的宋轩
文轩文轩文轩文轩文轩文轩
谢谢刘耀文 开始做梦了
宋亚轩好适合演戏啊
宋亚轩演的太好了
时间的参照物到底是什么 是你不变的奇思妙想 是我奔月亮而去 月亮也奔我而来 是我带你俯瞰你曾说过的夜景 是没有变过的稚嫩又认真的承诺 是小小的你问是美好的一天吗
宋亚轩给我去演戏！
宋亚轩好清新
宋亚轩乖乖，来妈妈亲亲＾3＾
一起等雨停一起闯世界
宋亚轩你揍嘛哇，太帅了
宋亚轩太帅了
爱死宋亚轩的破碎感
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
太厉害了我垂直入坑！
