鬼！
有内味了
怎么还带报名的
nb啊这个人
6666
主动放弃三年择偶权
逃离地球
哈哈哈哈哈
一群啥都不会的社恐在嘲笑一个舞蹈家
帅
反复鞭尸
持续去世
老师发到群里，这谁的学生出来领一下子
帽子救命了
《他当晚连夜离开了这座城市》
爱了爱了
二中
《   完   全   一   致   》
完全一致
跳的不错
凤玉牛逼！！！！
龟龟
败兴，哈哈哈哈
老学长自愧不如
《橙 色 正 义》
机位还挺多（doge）
厉害啊
好家伙，多机位拍摄
相当不错，协调性
败兴哈哈
牛逼
完全一致
获得择偶权
百万直拍
大舞台？
跳的真不错
快快把风云决学会
气氛组 春招 快来吧
勇士之魂
哈哈哈哈哈啊哈哈哈
老师好棒好可爱
惊了家乡话
兄弟  跳完了咱就换个星球生活吧
动作捕捉
一模一样
老师在拍视频
诶
二中之星
这么标准  可以的
教导主任心说来活了
还原度极高
丧尸择偶权
我想要前面黑衣哥们那视角
完全一致
《论火车是如何消失的》
三年无妻徒刑
励志
败兴 哈哈哈
这是我目前看到跳得最好的版本
跳的不错
欧巴
哈哈哈哈哈哈哈
直拍机位
多机位
勇者
哈哈哈哈哈哈哈
老马我男神！
完了我根本不知道唱的是什么
不愧是王雪蒙的男人
在现场
绝了！居然还有其他视角
哈哈哈哈哈牛批
唯一的观众
刘主任好评
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
二中人。
丝滑
帅死了
多机位社死
笑死了
反复鞭尸
直拍
哈哈哈，挺好的
打 断 施 法
自主失去校园择偶权。。
哈哈哈哈哈哈哈哈
牛逼
名字暴露了
《励志》
多机位拍摄
不怕疯鱼不怕雷
快快把风云决学会
宝贝，猩猩喂你汁露
来一个老师机位
我觉得这样的男生很可爱诶！
这个舞和橙色正义有什么联系么？
很厉害呀
马主任直呼好评
坤坤巴飞云决学会
草
帅
老马不讲武德
老马不讲武德
好像我靠
换个星球生活吧
反复尸鞭
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈一模一样
什么卢本伟牛批
完全一致
我已经开0.5倍数开始学了
6批
离谱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
再  来  一  次
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
点 到 为 止
老师交出直拍
老哥你带个口罩啊
哈哈哈哈哈
好可爱
好活
社会性死亡
多机位社死
多机位直拍
笑死
一百万助攻
教导主任：你们的手机都拿来
完  全  一  致
惊讶
土中的光
直拍
牛逼
三阳开泰
梅开三度
看后面：自信，真诚，励志
反复鞭尸
《很帅》
快快把风云决学会
绝对是社死
我在旁边打球
跳的好好
梅开3度
逃离这个星球
一模一样
自信  真诚
老马去摄像了哈哈哈哈哈哈
直拍
nb！！！！！
有一说一，跳的不错
瑞思拜
中二之星
冲百万
刚哈更会哈更刚哈会哈更好家伙
360度无死角社死
标准
巨星待遇
多次处刑
跳的还挺棒
《很帅诶好吗》
牛啊牛啊
绝了绝了哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
反复鞭尸
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
小伙汁必成大器
nb
三号机
晋城二中好牛
hhh
自信 真诚 励志 笃行
hhh
事实上只会在学校知名度人气上涨，学生时代里大家都觉得这种人挺牛的
完全社死
哈哈哈哈
可以的
多机位哈哈哈哈
晋城一中学子前来报道
社死
换学校吧
太妙了
反复鞭尸
二中学长老王路过并表示后生可畏
二中的希望
恭喜上热门
社死后反复鞭尸
哈哈哈哈哈哈哈哈哈哈哈哈哈
校训教导得好啊
我胡东博今天就要学会
哈哈哈哈哈哈哈哈哈哈
多机位
二中牛逼！
二中架势架势！！
忍一忍一辈子很快就过去了
潇洒去世
我区奇乐今天就是要学会
哈哈哈哈哈二中牛13
oppo  360度无死角社死  你  值得拥有
自信
热搜第一纪念
一百多万播放量，直接社死拉满了
一模一样
哈哈哈哈哈哈哈
热搜第一也太惨了
你为何如此熟练
我王子航今天必学会
帅
二中老学长表示很淦
后生可畏啊哈哈哈哈
这画质跟联通没法比啊
莫愁前路无知己，天下谁人不识君
666666
逐渐忘记原版
当场杜死
再来亿遍呀！（破音）
哈哈哈哈哈哈
下次一定
哈哈哈哈哈哈
我霍会龙今天比学会
老马最牛
，
连夜离开地球
男神
原二中464前来观看
自行当头
直接拥有这三年优先择偶权
提前获得自主择偶权
哈哈哈哈
好专业的展示
这不 优先择偶权伸手就来嘛
一位不愿意透露姓名的王先生
三中羡慕
哈哈哈哈哈哈
牛逼
《流浪地球》
WC！王 疯 玉～我记住你了 疯玉童靴
一模一样
就在刚才还和我小弟唱来的，结果热搜第一还有
好家伙hhhhhhhh
牛逼
亲切的晋城话
哈哈哈笑死
热搜第一。
连夜抱着火车逃离地球吧
一键三连了，
戴口罩啊孩子！！
缺少点力度，其他的很赞
社死
没多大点事儿，换个星球生活吧
童年是最后的遗物
两倍速笑死
反复鞭尸
nb
445老学姐来看一眼
哈哈哈哈 百万直拍
鬼知道我看了多少遍
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈或或或
哈哈哈哈哈
晋城二中463学姐发来贺电
连夜转学
马建斌来一个
空耳呢空耳呢
完美！
人类的希望
跳的这么好还不爱
牛牛牛
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
梅开三度66哈哈哈哈哈哈哈
获得优先择偶权
梅开三度
好家伙上热搜了
快快把风云决学会
首页第一
隔着屏幕感觉到了社死
哈哈这会视频上的人真是出名了
Louis Vuitton
哈哈哈哈哈哈哈哈哈
好家伙直接放弃择偶权
牛
“发到b站去投稿”
宝贝 月亮喂你竹鼠
完全一致
哈哈哈哈哈哈
哈哈哈哈哈哈
快快把风云决学会
自信 真诚！
啧啧啧
呼叫狗子
外   星   生   物   复   活
败兴哈哈山西话
哇监护室
二中之光
败到全网，哈哈哈哈
多机位把我笑死
太行了
哈哈哈哈哈
你还别说，这几下我还真扭不过
都两
起码带个口罩啊哈哈哈
最美的遗物
23333
火速脱离关系
小兔子坏坏把我摸
三号机位
王什么？？？？？
牛逼
败兴败到全b站
.联络。
快乐星球
我要学，明天跳给同学看
射♂死
好标准
大佬的步伐
败兴哈哈哈哈哈哈哈哈
妙哇
我去海鸥这是肥
你不尴尬吗
好家伙
477学姐发来贺电
各种角度
哈哈哈哈哈哈哈哈
翻译：呵呵啊！败兴败到全校！
二中之光
DNA动了
宝贝，猩猩会一直撸，
自信自强
把帅极了打出来
直拍
百分合拍
xswl
自信  真诚  励志  笃行
插兜没插进去可还行(doge)
宝贝，月亮喂你竹鼠～
年轻真好
丧失三年择偶权
哈哈哈哈哈哈败兴
帅极了
太帅了
优先获得选偶权
《很帅》
开除通知书
帅极了
一模一样
自信！真诚！励志！！！
败兴=丢脸
很勇敢很自信
可爱啊
求老师机位
66
391班发来贺电
谁这么勇猛？
我靠前面那个拍照的笑死我了
哈哈哈哈哈哈哈哈哈哈
失去三年择偶权
np
《C位出道》
黑衣马保国年纪主任
老师：我马上发到班级群
求黑衣男手里的直拍
哈哈哈哈哈哈
晋城儿子
good!
二中NB!!（凤鸣呐喊）
220w了啊哈哈哈哈哈哈
hhhhh
晋城三中发来贺电
凤鸣中学126发来贺电
事了拂衣去
晋城煤业集团矿区第一前锋高王裕发电祝贺
社会摇导师毕嘉帅火速学
事了拂衣去
我去海鸥真是肥
笑疯了哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
有一说一，优先择偶权
震惊，这是我同学的高中
昂！
好有内味儿啊
社死
真败兴啊，哈哈哈
牛皮
哈哈哈哈哈哈
百万直拍
百 万 直 拍
哈哈哈哈哈哈哈哈
跳的很好诶
老传媒了哈哈哈
第三次元
至少他敢上台表演
哈哈哈哈哈哈突然明白笑点在哪里了
哦
哦
专业
肯定上表白墙
海南大学任禛别装了
我朋友下次一定给你们整活
我贾盟必学会
HAOXIANG
haoxiang
乡宁三中发来贺电
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
niubi
hhh直接社死
454老学长发来贺电
哈哈哈哈哈哈哈
你上热搜了
这不会是我们学校吧.....
马老师百万直拍
为祖国未来担忧·
快快把雷云决学会
好亲切的山西话
太原话 败兴
晋城实验中学165班苏立杨发来贺电
没看懂
梅开二度
丧失三年择偶权
换个哔站生活吧
晋城一中625发来贺电
哈哈哈哈哈哈
哈哈哈哈哈嗯嗯
丧失四年择偶权
励志
没事，换个学校还能读
这兄弟出名了
真就那么丝滑的嘛
自信    真诚    励志
昨晚看的时候播放量才一百多万，哈哈哈火了
笑死我了
主任已经蠢蠢欲动了
反复去世
哈哈哈
泽州一中发贺电
阳城一中发来贺电
我去 海鸥真是肥
泽州一中发来贺电
厉害
动作挺顺的哈哈哈哈
晋城一中校长发来贺电！
绝了 一模一样
二中413班学长前来祝贺
法库重点发来贺电
贵女发出了猪叫声
这边建议换个地方生活
看视频刚来不懂就问这是那个幼儿园？人咋都这么大呢？
海口实验中学701发来贺电
475班发来贺电
德州五中 乐死了
不是跳了三遍，是三个角度照的。
哈哈哈哈哈哈哈哈
大同一中发来贺电
梅花三弄
6666
贺电贺电
晋城二中518班发来贺电
23333
在弹幕看到自己学校发贺电 哈哈哈哈哈
晋城二中536发来贺电
草
跳的真挺好啊
城南中学发来贺电
怼脸哈哈哈哈哈哈
老师都觉得稀罕
这怎么就败兴了？说话这女的指定沾点
牢不可破的膝关节
有一说一，跳的真好
区区硬币不在话下
其实挺好啊
好活儿！
跳的挺好的
现在是全国了
《一模一样》
兄弟，去快乐星球生活吧
真的有这么丝滑吗
竖屏识沙雕
想看老师直拍角度！
《丧失三年择偶权》
王沐浴
哈哈哈哈哈
泽州一中发来贺电
多机器位
二中的？啊哈
败兴败到全校
山西之光
真不擦
老师那叫直拍
大同大学发来贺电
带上帽子说明还想做人
燃爆了
梅开三度
旁边拍照的老师已经蠢蠢欲动了
反复处刑
我杜旭东一定要学会
多机位哈哈
赢得生前身后名
火起来了
跳的真他娘不错
请与我击剑
多机位社死
哈哈哈哈哈哈哈哈哈哈哈哈哈越看越上头
这得逃离中国才能避免尴尬
点到为止
多机位诶
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈反复观看
完全一致
316万了
全网最像 没有之一
雅礼中学发来贺电
我是火星来的，在地球居然能看见老乡
自信真诚励志
一摸一样
毫无违和感
一模一样，哈哈哈
两只老虎爱跳舞
呼市五中发来贺电
非常好
败兴败到全b站
长治二中，中北大学发来贺电
宝贝 月亮喂你竹鼠
马主任
一模一样
这几个角度的同学，把手机交到教务处
草这笑声笑死我
晋城八中发来贺电
华东理工大学发来贺电
哈哈哈哈哈哈哈哈哈
年轻真好，青春啊
多年不点赞的手他动了
学成归来
我觉得跳的很好，哪里丢人了
老马去射象
哈哈哈哈哈哈哈哈哈哈
帅帅帅帅帅帅 哪里败了？
牛逼
太原理工发来贺电
哈尔滨商业大学发来贺电
星海音乐学院发来贺电
山东省枣庄市薛城区奚仲中学发来贺电
榆次三中发来贺电
社会性死亡
@
太强了。完美复刻
三阳开泰
平谷中学发来贺电
完全不社死，很帅
西北大学发来贺电
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
专业
童年是最美的遗物
西北师范大学旅游学院发来贺电（兰州）
老二中人在次l
二中人集合
蛋哥附体
93有木有
专业
泽州一中的来了
仪征中学发来贺电
哈尔滨市风华中学发来贺电
哈哈哈哈哈
襄阳五中发来贺电
好家伙 一看你小子就有前途
跳完这个估计就能去另一个星球生活了hhhhhhh
真正的勇士
我去海鸥真是肥
2333
上外附中发来贺电
我们从这里走向辉煌
天津大学发来贺电
江阴中专前来报道
想 看 老 师 机 位
优先获得配偶权
三连了
威海十中发来贺电
茂名十六中发来贺电
山西的哈哈
天呐一模一样
戴帽子是他最后的倔强
柳邕高级中学发来贺电
扬州大学发来贺电
这TM叫社死吗，我看他是被爱死
连夜离开这个城市系列
南岭爱物002班发来贺电
上海师范大学发来贺电
南岭爱物学校002班赵炫程和女朋友许绍洋发来贺电
布吉中学发来贺电
大连理工大学发来贺电
跳的真好
海南医学院发来贺电！
二中校友表示高一后生可畏
你币有了
晋城市凤鸣中学前来报道
跳的真好！！！！！！！！
这个相机稳
这tmdjiushiq
上杭一中发来贺电
南京理工大学发来贺电
完全一致
十一高发来贺电
南开大学发来贺电
前面湖北工业大学的兄弟！
斯莱特林前来贺电
陵川一中发来贺电
北京化工大学发来贺电
三段视频凑成一个完整视频
中国地质大学发来贺电
失去择偶权，但是多了全校的朋友
这要是改成校舞就行了
广东海洋大学发来贺电
尚康驰一定能学会
赫奇帕奇发来贺电
北京大学发来贺电！
湖北大学发来贺电
公主岭一中发来贺电
笑死
兰州理工大学发来贺电
差个口罩
笑死了要
反复鞭尸
南京农业大学发来贺电
《他当晚社死发作离开了这个美丽的世界》
仙桃一中发来祝贺
包头五中前来报道
中央音乐学院发来贺电
王多鱼牛批
厦门大学马来西亚分校发来贺电
邯郸煤质中学发来贺电
哈哈哈哈哈哈嗝
天津大学发来贺电
青岛理工发来贺电
西安交通大学发来贺电
广大附中发来贺电
广州市发来贺电
“自信”
优先丧失四年择偶权
湖师大文理发来贺电
闫朝阳一定能学得会~~~
李玥一定学的会
华中科技大学发来贺电!!
这个是真的优秀，一般人还跳不了这么好
老师：拍完视频让你家长看看
呼市二中发来贺电
反复社死
恭喜这位孩子提前获得择偶权
哈哈
仪陇中学发来贺电
多机位拍摄
寿宁一中发来贺电
云南交发来贺电
广西大学发来贺电
牛啊同学
湛江市第四中学发来贺电
哈哈哈
青岛科技大学发来贺电
廊坊六中发来贺电
阜宁中学发来贺电
神他妈扛着火车笑吐了
中南大学发来贺电
延边大学发来贺电
海南大学发来贺电
新余四中发来贺电
学学学
zmw学会了
莱芜十七中发来贺电
中国矿业大学发来贺电
多机伟=位就离谱
人类都在进化这又一个反生物的
郑州铁路职业技术学院发来贺电！
南方医科大学发来贺电
哈哈哈哈哈哈
打通七中发来贺电
东山口卫生学院发来贺电
天津大学发来贺电
天津大学发来贺电
西山一中发来贺电
潍坊文华中学发来贺电
重庆南开两江中学发来贺电
有人拍照就收敛了起来
莫纳什大学发来贺电
秀
西交大发来贺电
他 在 发 光 
麻省理工大学发来贺电！！
圣芙蕾雅学园发来贺电
重庆大学发来贺电
常州刘国钧发来贺电
张子晗一定能学会
沈阳工业大学发来贺电
太原理工大学发来贺电
华中农业大学发来贺电
吉林建筑大学发来贺电
湖北工业大学和厦门大学发来贺电
东北石油大学发来贺电
吉安一中发来贺电
晋城二中408班发来贺电
不只是全校，哈哈哈哈
霞浦一中发来贺电
我也会
大连理工发来贺电
@
火 星 移 民 计 划
哈哈哈哈哈哈哈
中南大学发来贺电
陈康博一定能学会
曲靖四中发来贺电
襄垣一中发来贺电
获得了一些择偶权
广东工商职业技术大学发来贺电
点到为止
晋城三中发来贺电
涡阳一中发来贺电
国防科大发来贺电
内蒙古大学发来贺电
星海音乐学院发来贺电
重庆工商大学发来贺电
周口一中发来贺电
五邑大学发来贺电
闫崇伟已经学会了
山西省实验中学发来贺电
中山大学发来贺电
为什么跳，？好像知道
罗德岛发来贺电
白云学院发来贺信
河南应用技术职业学院发来贺电
史启龙一定能学会
湖北经济学院发来贺电
【斗鱼直播】进入直播间
一 模 一 样
广州铁路职业技术学院发来贺电
中国人民大学发来贺电
岑俊杰一定能学会
北京宣武医院发来贺电
张掖二中发来贺电
南山学院发来贺电
内蒙古师范大学发来贺电
清华大学发来贺电
我陈信盟一定要学会
黄庄一中发来贺电
黑漫君帽子？？
温州商学院发来贺电
范桂圆一定能学会
李华翔跳得好！
北京市第四中学发来贺电
华东模范中学发来贺电
前面聊城一中站住
跳得真的像
好活
罗德岛发来贺电
皇家艺术学院发来贺电
南昌八一中学发来贺电
金宇晨一定能学会
韩祎璋一定能学会
王博一牛逼！（应该是）
武钢三中发来贺电
哈哈哈太惨了
罗德岛发来贺电
柳河一中发来贺电
东北农业大学发来贺电
湖南工程学院发来贺电
广州城市理工学院发来贺电
湖南工业大学发来贺电
广州石化中学发来贺电
全 方 位 社 死 
山东理工发来贺电
不败兴，这是勇敢
华侨大学厦门校区发来贺电
市三女中发来贺电
哈哈哈哈
徐嘉伟一定能学会！
杨珊珊一定学会
大安市第一中学发来贺电
江苏省新海高级中学发来贺电
重庆九十五中发来贺电
马建彬已经学费了！！！！！！！！！！！
河南科技大学发来贺电
陕西航空职业技术学院发来贺电
石家庄九中发来贺电
凤鸣中学发来贺电
宝鸡石油中学发来贺电
浙江音乐学院发来贺电
中国海洋大学发来贺电
广东深中南创发来贺电
徐州技师学院发来贺电
粉 丝 视 角
广西大学发来祝福
牛批
南京航空航天大学发来贺电
暨南大学发来贺电
深圳先进院发来贺电
吉林大学发来贺电
广西艺术学院发来贺电
株洲景炎中学发来贺电
老师高清直拍哈哈哈哈哈哈哈哈哈
石家庄二中发来贺电
浙工大发来贺电
前方想插兜没插进去
得劲
山西大学发来贺电
哈哈哈哈哈哈哈哈哈哈哈强！
云南农业大学发来贺电
长春中医药大学发来贺电
直接笑死好吧
悉尼大学发来贺电
罗切斯特大学发来贺电
西峡中职发来贺电
北华大学发来贺电
哈哈哈哈哈哈哈哈哈哈
我余乐陶陶一定要学会
东北大学需要你
广东技术师范大学发来贺电
一机一中发来贺电
邢台十四中发来贺电
余姚一中发来贺电
在做的都是腊鸡
任国良一定能学会
河南师范大学发来贺电
大连外国语大学发来贺电
夏津一中发来贺电
吉化九中发来贺电
北京理工大学附属中学发来贺电
田勇一定能学会！！！！
南宫中学发来贺电
我张福乐今天一定要学会
多机位社死盒哈哈哈哈哈哈
叶梓鑫一定能学会
点到为止
刘梓桐一定能学会
人大附中发来贺电
北京大学附属中学发来贺电
我郝子逸一定能学会
萍乡中学发来贺电
翔儿一定能学会
北京师范大学海口附属学校发来贺电
遵义四中发来贺电
刘城一定能学会
自贡第二十八中学发来贺电
莫明明根本停不下来
多角度社死。。。。。。
呵呵呵
帅死了
得，跳完换个星球生活吧
青岛二中发来贺电
舟山建设技术学校发来贺电
福州三中发来贺电
厦门大学发来贺电
谷汉铭一定能学会
新城紫泉中学发来贺电
天水一中发来贺电
吴原超你一定能学会
高新区长山中学发来贺电
福建生物工程职业技术学院发来贺电
林均元一定能学会
米书林你一定能学会
中国矿业大学发来贺电
我张亚鹏一定学会
lxz快来学
大民一定学的会
陈太太已经学会了
前方高能预警
曾志豪已经学会啦
王爓炜必须学会
章丘四中gsh来应战！！
章丘四中gsh应战！
沈剑涛一定能学会
赤峰七中发来贺电
三亚榆林八一中学发来贺电
oll一定能学会
安庆一中发来贺电
江苏省常熟中学发来贺电
阳春市实验中学发来贺电
北京市顺义区第一中学发来贺电
多机位
东昌中学发来贺电
鄂南高级中学发来贺电
外国语发来贺电
覃家庆一定会学会
深圳科学高中发来贺电
安徽新时代发来贺电
梁淇皓一定能学会
定兴一中发来贺电
深圳翠园东晓中学发来贺电
雅安市商业银行发来贺电
秦源一定能学会
多机位
牡丹江第一高级中学发来贺电
龙南中学发来贺电
赵子豪肯定能学会
六安一中发来贺电
我李安岚今天一定要学会！
大型社死哈哈哈
周雪茹一定能学会
高一轩一定能学会
晋城一中发来贺电
沈阳31中学发来贺电
吔
我海口一中高二十四林莹一定能学会
童佟一定能学会
蚌埠新城发来贺电
实验高中发来贺电
人大附中发来贺电
唐宇一定能学会
李仁志给我学
王懵狱nb
阳泉市第十一中学发来贺电
王健一定能学会
尾随福州四中桔园分部发来贺电
昌平二中发来贺电
周怡琼一定能学会
西安西北中学发来贺电
我
吉林市吉化一中发来贺电
我宋一非一定要学会
中国农业大学发来贺电
天津大学发来贺电
大连大学发来贺电
衡阳市九中一定学会
4K高清修复版
大连弘文中学发来贺电
权纯盛看着点
上饶中学发来贺电
天津市八里台第一中学发来贺电
五中的别跑
兖州十五中发来贺电
任奕嘉一定能学会
卖桃司一定能学会
龙泉六中发来贺电
我周怡宏一定要学会
重庆巴蜀中学发来贺电
仝老师一定能学会
刘恩豪直接跳 
王瀚哲一定能学会
佛山市外国语学校发来贺电
孟晋阳一定能学会！！
周彤一定能学会
我黄攀一定要学会
王懵狱“”
贾红玉一定能学会
乌海三中发来贺电
华南农业大学发来贺电
杨建一定行！！！
自信真诚励志笃行
王瀚哲那个就离谱
巴蜀中学发来贺电
童年是最美的遗物
即墨二十八中发来贺电
无锡市江南中学发来贺电！
阳泉十三中发来贺电
古远滕一定能学会
济南市钢城区实验学校发来贺电
挺好的
反复鞭尸
安庆二中发来贺电
杨芮溪你看看人家
陆石清一定能学会
北京大学发来贺电
是个狠人
南阳开元国际发来贺电
孟皮皮一定能学会的！！
北京汇文中学发来贺电
海淀外国语实验学校发来贺电
尹茂一定学得会
天津中德发来贺电
安徽阜阳太和三中发来贺电
我盛海也会
刘昊旸一定会
张景皓一定也能上台跳
清华大学发来贺电
广东肇庆中学发来贺电
广东肇庆中学发来贺电
我，钱凤海，肯定能学会
孙文硕一定能学会
三号机位
噗哈哈哈哈哈哈哈哈哈哈
东莞东城实验中学发来贺电！
龙华高级中学发来贺电
高跃玮一定能学会
宁强县天津高级中学发来贺电
杭州七中发来贺电
启发中学初一8班代表发来贺电
河南师大附中金龙分校发来贺电
我王瀚哲一定要学会！
陈凯文一定会学会
尼克杨一定能学会
李永海一定能学会吧
咸阳中学发来贺电
真会扭
咸阳中学发来贺电
重庆铁路中学发来贺电
社死
王敏行一定能会
金清三中发来贺电
温州六十一中学发来贺电
栾頔一定能学会
湖北龙泉发来贺电
我马一鸣一定要学会
郭炳毅，王茗博一定可以学会
江门一中前来贺电
武汉大学附属外语学校发来贺电
执信中学发来贺电
我童宇辰一定学会！
我曾佳鹏今天一点要学会
黄PY NB
科院陈志民一定能学会！
卧槽了好像
沈阳一中yn你可以
我张霸天一定能学会
福州华侨中学发来贺电
广东海洋大学发来贺电哈哈哈哈哈哈哈哈哈
张茗你一定可以学会！
事了拂衣去，深藏身与名
史家峰一定能会这个
郑斯予可以跳给我看吗
师大附中明珠发来贺电
这不比余玮琦的钢管舞简单?
艾青中学发来贺电
长治太行中学发来贺电
杨晟祺一定能学会！！
你以为是丧失择偶权，结果人缘好的不得了
一中附属发来贺电
长春南湖实验中学发来贺电
陶裕锦一定能学会
塔影？
华侨中学发来贺电
西北农林科技大学发来贺电
快快把风云决学会
潘泓妤你一定要学会
高华洋必学会
联中发来贺电
霍格沃兹发来贺电。
高安中学发来贺电
王倩一定能学会！！！
会晓一定学会
乔燃一定可以学会！！
zjy肯定能学会
上海市位育中学发来贺电
苏州科技大学发来贺电
这个李培业一定能学会
奉化中学发来贺电
蒋旭超一定学会
广西中医药大学发来贺电
竖屏直排
