爱乐普好评
卧槽卧槽
卧槽
卧槽
Kono 奥迪da
tech house？
卧槽
纯手工打磨
真就差速器呗，，
卧槽牛逼
卧槽，牛逼
卧槽
你他们在逗我
卧槽
卧槽
woc
卧槽
卧槽
卧槽
Car engineer
卧槽
握草
大变活车
卧槽
卧槽
妈见wc系列
卧槽
卧槽
手艺人
NB
这都能飞线???
卧槽
卧槽
握草
？学机械腿给你打断
握草
@b叔
没用舵机，用的差速齿轮可以
这也太细了
卧槽 牛逼
卧槽
卧了个大操
卧槽
特斯拉？
头文字D
这不是旧手机里的震动电机吗
华为：我们造光刻机正在招人
ohhhhhhhhhhhhhhhhh！
太硬核
魔鬼本鬼……
卧槽
电磁感应woc
硬核手艺人儿
卧槽
卧槽
所以最后做出来个啥了？
回头我也去试试
臣卜木曹
那是不是一个滑变啊
卧槽
卧槽牛逼
！！！
卧槽
挖槽卧槽卧槽
卧槽
电机不自己做吗
兄弟们，把公平打再鹅城上
！！！牛批
这种精工就不是一般人做的了得
不打绿油？
卧槽
挖槽
车 辆 工 程博 士 后
卧槽
卧槽
这个可以模拟练习科目二
卧槽
草，还万向
卧槽
非法改装
亿点细节
卧槽
老哥手艺人
什么叫精密A啊(doge)
滑动轴承
卧槽
握草
握草
还是会手抖啊
woc
还是个遥控的？
看点已盗
卧槽
挖槽
卧槽
卧槽
这居然还转向
槽卧
悬挂
@周广X 
是个狼人
板车悬挂
14nm＋＋＋＋＋＋＋
手上的奥迪双钻突然就不香了
卧槽
蜗杆就离谱
FR
卧槽普通
卧槽牛逼
卧槽牛逼
woc
我淦
臣卜木曹
手艺活
b站已盗
牛皮
没看懂。。
手表工艺
有这个闲情雅致，说明不差钱了
卧槽
我大吼一声牛逼
手艺人
卧槽
卧槽
卧槽
卧槽
卧槽
握草
卧槽
说抖音盗的，这个视频不就是盗的？原作者同意了？
drive !
卧槽卧槽
开启2倍，快乐翻倍
牛～
卧槽卧槽卧槽
我等下先再卧槽
我会手抖的
手艺人，厉害
这精度
卧槽
我想加入车队
卧槽
好活
卧槽不太对劲
百万悬架
几级钳工？
卧槽
臣卜木曹
某手的一样
卧槽
NB
我累个大槽
卧槽
提前卧槽
王叔远plus上线
卧槽
脑子：我会了     手：？？？？？？
后驱？？
小伙子你已经被富士康录用了
卧槽
被松下收购了
四驱车？
卧槽
麻雀虽小五脏俱全
我直接就是一句，卧槽
卧槽！
倒放？太牛逼了！
握草
卧槽牛逼
现做底盘
卧槽
遥控模块那个是
《塑车记》
芯片
卧槽
卧槽
微操啊~
离谱
卧槽
精细活
卧槽
卧槽
大神受我一跪
卧槽
￼牛逼！
卧槽
牛逼！
卧槽们  把公屏打在兄弟上！
卧槽卧槽卧槽
wc
牛逼
卧槽卧槽
好多文盲
牛逼
小臣卜木曹，你是否有很多朋友
卧槽
卧槽
战术卧槽
卧槽
卧槽！
卧槽
卧槽
同款电池 Xbox手柄用
手艺人
卧槽
握草
手都不会抖的
？缓缓打出一个？
卧槽
核舟记
危
想看图纸
nb
卧槽
我学废了
卧槽？？
卧槽，牛逼
卧槽
卧槽
抖音已盗
卧槽，还有差速器
u轮都出来了
牛逼
wc
凹槽
前后都有发动机？
混入其中
下次一定
卧槽 牛逼
卧槽
贾跃亭有这手艺早回国了
卧槽
卧槽佩服
似乎可以进去开
NB
卧槽
10级钳工
硬核改造
小时候的愿望……
卧槽
卧槽
卧槽
管你看没看懂，卧槽就完事儿了
逐渐握草
wc
草
直线导轨
太精了
动平衡不太行啊
卧槽
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽
握草
卧槽卧槽卧槽
卧槽
卧槽
卧槽！！！！！
可以量产了
精细手艺活了
卧槽
卧槽
握草
原视频链接在简介
卧槽
两块钱一辆的玩具车变200一辆了
回来补个握草
可以当毕设
臣卜木曹
核舟记
卧槽
专业
卧槽
握草牛壁
握草
woc
卧槽
卧槽
intel 10700K
这也太强了
nb
卧槽
电池在哪？
卧槽
臣卜木曹
卧槽
卧槽
卧槽
卧槽 牛逼
卧槽
卧槽
我回来了，要看完啊！
卧槽
wc
我要这币有何用
？？？
卧槽
你好细啊
卧槽 把兄弟打在牛逼上
卧槽牛逼
提前卧槽
求图纸
列文虎克
后驱啊
脑子:我会了，手:你会个锤
牛逼车床
这想法太恐怖了
臣卜木曹
卧槽
卧槽
非法改装
卧槽
卧槽
挖槽
卧槽
卧槽
亿点细节
卧槽牛逼
卧槽
卧槽
卧槽
卧槽
真细
汝看，人否？
卧槽
可以加油吗
先握草
nb
卧槽
卧槽卧槽卧槽卧槽卧槽
卧槽
握草
教练！！！！！！！！！
卧槽
牛壁
卧槽
卧槽
卧槽
卧槽
卧槽
卧槽
堆叠封装。。。
《玩 具 车》
提前卧槽
卧槽
卧槽
吾辈楷模
卧槽
卧槽
卧槽，还是后驱
给8848留点面子
woc
卧槽
小心被巴萨卡偷走
ohhhhhh
加亿点细节
卧槽
提前握草
改装车罚款
妈妈问我为什么跪着看视频
握草
woc
骁龙999
卧槽
卧槽牛逼
卧槽？？？？？
牛逼
这动手能力太强了
卧槽
做工真细
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
卧槽
专业
卧槽
专业
您?
卧槽
窝草
差速器？
握草
woc
woc，变速器？？
卧槽
卧槽无情
妈问跪  懂？
卧槽
你是认真的？？？
卧槽
小精致啊，真东西
woc
卧槽
卧槽
握草
卧槽
卧槽
镇动电机
发生了什么？
改装罚款
厉害
卧槽，后驱的
公屏
卧槽
。？？
卧槽
卧槽
卧槽
我们富士康就缺你这种人才！
卧槽
Abs eps都有了
卧槽
2   0   2   0
四驱车
卧槽
卧槽
卧槽
woc
也就是有亿点手艺
刷到这个视屏的人都不简单啊
卧槽
小心手
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
蚁人小车车
握草
卧槽
卧槽
卧槽
卧槽
卧槽
彳亍
核车记
交   流   电   鼻   祖
卧槽牛逼
芜湖！
卧槽
卧槽，牛逼
臣卜木曹
卧槽
卧槽
卧槽
我好像在啥地方看见过
卧槽
保护
卧槽
臣卜木曹
6
ohhhhhhhhhhh
卧槽，牛逼
非法改装机动车/doge
我靠
啊这
厉害
要是让我做的话，手要抖废了
牛批
牛逼
woc
卧槽
卧槽
汽车人！
卧槽
弹幕们，把兄弟打在公屏上
卧槽
看起来就想说卧槽
卧槽，牛逼
卧槽
卧槽牛逼
牛逼牛逼
卧槽
卧槽
做这个眼神不好可做不了
卧槽
卧槽牛逼
卧槽
转向
握草！
66666
回头补发卧槽
卧槽
卧槽
这活太细了
卧槽
握草
握草
卧槽牛逼
卧槽卧槽
仙术？
小伙子你这什么车啊
卧槽
任务成功
任务成功
你的第一辆汽车，又何必能开的
技术活该赏
卧槽
卧槽
卧槽
物理不及格的我看不懂了。
卧槽
卧槽
？？？？？？？
卧槽
ohhhhhhhhhhhhhh
卧槽
洗车！今晚上秋名山
卧槽牛逼
wc
woc
哇牛逼啊这个人。
牛逼
这么小的马达
就这，够我学半辈子了，，，
卧槽
卧槽
卧槽
卧槽
卧槽
卧槽
卧槽
wc
wccccccc
wcccccccccccccccccccc
卧槽
卧槽
卧槽
卧槽
专业们把兄弟打在公屏上
卧槽
握草
up主让我康康你的眼睛多大
卧槽
底盘
教练我想学
我擦
卧槽
槽卧
卧槽
卧槽
辣你是真的牛批
握草
卧槽
GP芯片
卧槽
握草握草握草
握草
卧槽nb
新来的害怕
卧槽
好家伙
口中只剩卧槽
卧槽
红警那个不是自爆蜘蛛。那是恐怖机器人，它不会自爆。
害怕
卧槽
太酷了
差速器卧槽
卧槽
前驱卧槽
牛逼
妈妈我已经在害怕了
厉害了
这是要拆个车来做个车？
提前卧槽，NB
提前woc
wocx100
卧槽牛逼
卧槽 牛逼
卧槽 牛逼
大佬
大佬
酷
卧槽！
卧槽
后驱
卧槽
遥控？？？？？？？？
卧槽
握草
大哥你认真的。。。。
卧槽牛逼
看你们卧槽我也卧槽
卧槽nb
卧槽牛啤
卧槽
卧槽！
看完回来握草
造车
卧槽，厉害
丝杆遥控
卧槽
卧槽牛逼
卧槽
666
哇！
只怪自己没文化，一句卧槽行天下
"现代版""核舟"""
卧槽卧槽卧槽卧槽
woc
np
感觉是在改造出一辆遥控小车？
梅开二度
卧槽牛逼
麻德赶上赛博科技了
卧槽
卧槽
卧槽
卧槽
卧槽 牛逼
卧槽
虚假的外壳
卧槽
卧槽
同款爱老婆
大佬
卧槽
卧槽
改装车
卧槽
卧槽
除了说卧槽还会什么？
卧槽
加入灵魂
卧槽
卧槽
卧槽
提前卧槽
66666
因吹斯汀
就这？我亿星期就做出来了
ohhhhhhhh
卧槽
卧槽
？？？
牛逼牛逼
卧槽  我看过这个
卧槽
这活也太细了
卧槽
卧槽
卧槽
卧槽
大家把公屏打在卧槽上
ohhhhhhhh
这么精细！
卧槽
卧槽卧槽
卧槽
我想用它连侧位停车
卧槽牛逼
握草
我也来，卧槽
卧槽
扣题
卧 槽
卧槽
卧槽
卧槽牛逼
卧槽
卧槽
卧槽
太棒了
芜湖，起飞
卧槽
卧槽
超能芯片
先握草
