爱乐普好评
电池在哪？？。
说盗视频的埋了吧
马达下面银色那个就是电池
纳米级工艺
卧槽
那是密封圈
太顶了
我的发
太顶了
？？？？？？？？？
差速器
提前卧槽
片头的小车工具车实锤了
再来一次！
只是转向，这车该做啥变速哦
ohhhhhhhhh！
还是后区
Ohhhhhhhhhh
吹口气能压断轴
卧槽
卧槽
卧槽卧槽
秀儿
卧槽
后置后驱
GP芯片
男人的浪漫
Ohhhhhhhhhhhhhhhhhhhhhhh!
？？？
记其长曾不盈寸
卧槽
怎么充电？
666666
啊这
问：遥控器与车的比例
卧槽我猜到了
微雕艺术啊，
草
电磁感应
纳米级工艺
显摆自己的无知而已这tm但凡会一点都不会说差速器或悬架
太精致了吧
ohhhhhhhhhhhhhhh
牛逼
ohhhh
提前卧槽
我不管upnb
像我这种不懂的，只能卧槽了
电池在车子中间的下面，那块白色的东西
后驱啊是不是没拆过遥控车？
再来个太阳能充电完美
三洋爱乐普
不，车壳应该也是原来的。
可以转弯了？
真就卧槽牛逼呗
能给蚊子割双眼皮的手
md离合
牛
这。。。
？？？
想起了以前雷速登的迷你遥控
ohhhhhhhhhhhhhhhhhhhhhhhhhhhh
皇冠啊
四驱兄弟
哈哈，上一下马力机
真有这么丝滑么？
无限应该是用的BLE，nrf52832
不做个差速器？
牛批
蚁人专用！
卧槽
还需要什么光刻机
卧槽
小车的电池在那
无情
gp芯片
爱老婆
过分了啊这个，小到我怀疑
开始卧槽
握草硬币保不住了
真的卧槽
还是后置的
精细活啊，要用点子智慧才能干
你可以造车了
你可以造车了
考验眼力
这小精致真东西
这不就小时候玩的雷速登吗
卧槽
下面那个白色的就是电池
wc编玛器？
卧槽牛逼
特斯拉不过如此
中置后驱？
卧槽
卧槽
底盘。。。
底盘
CPU
王德发
卧槽 牛逼
o型圈
卧槽
这种情况持续多久了！
麒麟1000
这里就是主减速器啦
ohhhhhhhhhhhhhhhh
卧槽，牛逼
爱老婆电池好评
刁德一
硬核
666
电动车的基本原理也不过如此了
卧槽
表贴的四边无引线封装也能飞线？
是个手艺人
卧槽
迷你RC车
啊这…_(○▽○」∠)_
卧槽
这一辆得多少钱啊
前面说差速器的笑死我了。
精密A
卧槽
麒麟10000
大家现在走还能保住硬币待会儿就保不住了
这还要做一台时光机吗
握草！
人才啊
卧槽nb
卧槽
ohhhhhhhhh
没有刹车不能漂移
Mt 6735.
过于硬核
镇不绰
wc
制动系统呢？
离合器|
牛掰
这手艺绝了
麒麟990
臣卜木曹
PDK
近视克星
魔改
霍尔元件
后驱牛批
太牛了
卧槽
ohhhhhhhhhhh
非法改装车辆怎么判
我国纳米技术这么强？
卧槽
86上山了
卧槽
ohhhhhhhhhhhhhhhh
走线整齐
嗯？不会吧？
你好细啊
卧槽
请问跟最开始的车有什么关系呢
小东西还挺别致
成本过高
牛逼
卧槽卧槽
卧槽卧槽卧槽卧槽卧槽
还特娘的无线的 卧槽
爱了爱了
蜗轮蜗杆
???
精致
卧槽 牛逼
巧夺天工
电动机还要什么无级变速
有内味了
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
这是转向
卧槽卧槽
卧槽
非法改装
科目二考试已开始 请在规定的时间完成考试项目
卧槽
握草，主减速器
韦德？
卧槽
卧 槽
卧槽牛逼
这
谁手机响了
??？，这么牛
卧槽卧槽卧槽
是个技术活儿
一  点  细  节
我要是有这些工具就好了
卧槽
这手太稳了，一定是牙医
？？？？？？
wdnmd
标题充分体现了我的内心……
卧槽还是遥控的
谁能解释下这是啥？
中置后驱？？？
回来补个：卧槽
啊
卧槽
这是真“卧槽”
卧槽
卧槽
车铣全手工操作 牛逼
尼玛 这齿轮哪来的
？？？？
卧槽
9块，不能再多了【doge】
这玩意在外面开，经受得住小孩一脚吗？
差一圈跑马灯
刁
NB
卧倒
卖渔具的地方都有这橡皮圈。
后驱车发动机
这个项目我投了
斯锅诶
中间方块是电池
啥玩意  就卧槽了
卧槽，为啥卧槽啊
ohhhhhhhhhhhhhhhhhhhhhhhh
后置发动鸡
车 床
建议下次出用沙子做cpu的教程
卧槽，牛逼！
记忆芯片
从造火箭那边过来的
麻雀虽小五脏俱全
卧槽
卧槽
太湖之光是计算机组，不是芯片
卧槽
牛逼
整个空调就更美滋滋了
ohhhhhhhhhhhh
提前差速器
如获新生
这手 不摊煎饼可惜了
这飘逸的飞线
握草
卧槽
牛皮
A12
我右手还在的时候比他快多了
卧槽！！！
卧槽，我要，谁也别和我抢
我曹  牛逼
我愿称之为绝活
教练，我想学这个
一句卧槽行天下
卧槽
这么精致
卧槽
卧槽  牛逼
有点东西了
没文化只能卧槽了
教练：阿巴阿巴阿巴阿巴
这是单片机呀。。
ohhhhhhhhhhhh
卧槽 牛逼
最小遥控车
卧槽
ohhhhhhhhhhhhh
500起拍，开始
卧槽
ohhhhhhhhhhhhhh
五连槽
别woc啊，他在做什么
woc牛逼
有摄像头就可以干点入狱的事了
车方停位啊
卧槽打磨
卧槽
卧槽
钟表师
舒服
手艺人
我的爸
卧槽
牛逼
卧槽
Ohhhhhhhhhhhhhhhhhhhhhhh
吃
卧槽，无情
提前卧槽
牛逼
这也行
传统手艺
事情逐渐变得复杂
海思
中国汽车有救了
这是转向舵
卧槽
卧槽
手工耿：感觉遇到了对手
卧槽，牛逼
盲猜行星齿轮
"ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,!"
怎么还留着偏心块的
？？？？
提前卧槽
这说明了什么，说明了我们是fw，再看看别人
ohhhhhhhhhhhhhhh
卧槽牛逼
卧槽
卧槽
啊我的车车。。
卧槽
卧槽嘞！！！！！！！！！！！
两个爱老公
太细了
秀儿
爱老婆
能量钛钢片
ohhhhhhhhhhhhhhhhhh
卧槽！n
啊这
卧槽
卧槽
握草666
这个没有想象的难，但绝对不简单...
ohhhhhhhhhh
这么认真？
卧槽
？？？？？
卧槽
改装车
同款小车
卧槽
卧槽
握草，牛壁
？？？
差速器？
牛
我只能说卧槽
卧槽 卧槽
卧槽
各种细节
记得搭铁
亿点点改装
上马力机拉一把试试？
卧槽
回来三连的
还来一个悬架？？？
ohhhhhhhhhhhhhhhhhhhhhh
替身：手艺工作
发生了什么
提前，卧槽
卧槽
差速器
卧槽
卧槽
卧槽
不会吧，不会吧
专业
这不给币我都说服不了我自己
CORE i9 9900K
有本事你用汽油驱动！
ohhhh
刚刚加了电容器
卧槽牛逼
提前卧槽
这绝对是卧槽
卧槽
太爱了
纯手工？
真的卧槽了
舵机
nb
卧槽
临床专业表示，不干眼科可惜了，是个人才，手都不抖，干眼科吧
手艺人啊手艺人啊
卧槽！
人楷模
握草，牛壁
教练我想学这个
卧槽
盗的视频盗的视频
猎户座1000
盗的 依然Dy 视频
还是独立悬挂
这特么就很离谱了
想到核舟记
卧槽
流批
牛逼
这是拼了多少模型练出来的技能
这么细的吗
卧槽
？？？
我大B站从不会让我失望！
我……曹……
技术活，当赏！我先来，一个币，投了！
fasheng发生了什么
四驱？
卧槽牛逼
熟悉的电烙铁
高端
这个电机应该是从手机上取下来的吧
明显前驱
牛
请收下我的硬币
底盘调教
车壳：我何德何能
nb
TR 3990X
卧槽
卧槽
卧槽了
什么相机
太硬核来
卧槽
丝杠螺母
你不对劲
你好细啊
握草
提前卧槽
中置后驱超跑布局
牛逼
同款电池！！
卧槽
卧槽
卧槽，流批
卧槽
提前卧槽
ohhhhhhhhhh
ohhhhhhhhhh
爱老婆好评
3995WX
卧～～～～～～槽！！！！！
卧槽
卧槽
我丢
卧槽
卧槽
卧槽
卧槽
卧槽
卧槽！！！！！！
卧槽
弄个v8我就服
woc
逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮虾户逮
手机震动器
卧槽
卧槽！
这是哪个牌子的软包电芯？
ohhhhhhhhhh
车一一一一车一一一一
遥控的？
转向器做好了
四驱？
卧槽
卧槽？
我就站在你面前你看我几分像从前
卧槽 牛逼
握草
卧槽
卧槽？？？？
卧槽
好细啊
虽然不知道发生了什么但只要卧槽就对了卧槽！！！
握草
卧槽
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 
卧槽
ohhhhhhhhh
woc
你他n的真是个人才
卧槽
《改造》
刚卡了个干电池
卧槽
电动玩具小型汽车
你不对劲
泪目
这几级钳工啊
卧槽？？？？？!
亿学就会
这特么才叫手艺人、罗永浩忒嚒就是个锤子
这个就卧槽了啊
强
不会改成遥控的吧
卧槽
卧槽
四驱风火轮
卧槽
卧槽
牛
轴杆控制
不好控制
这马达好小
人体车床
卧槽
能动卧槽？？？
转向拉杆啦
卧槽
卧槽
66666
纳米级工艺
卧槽
特斯拉：来我公司上班吧
比我厉害亿点点
666
企业文化BGM?
我的币保不住了
卧槽牛批啊
人工纳米工艺
卧槽
提前卧槽
相信自己
没错就是能跑起来
1080ti
2222粉丝
联发科mt6735
卧槽
卧槽
就算大爷有文化 一句卧槽行天下
我感觉自己懂了
精致
为啥不做前驱
卧槽
悬挂
牛批
再来一遍
卧槽牛逼
卧槽
握草牛壁
厉害
卧槽
卧槽
在哪可以买？
这动手能力也太强了吧，这么小，别说做了，看着都费劲
这……
哇塞~~
ohhhhhhhhhhhhhhhh
卧槽
卧槽
卧槽
转向机构的主销
卧槽
你赢了！
哇啊啊啊啊 好棒诶
电机下面是电池
差速器
竟然后驱
卧槽  牛逼！！！
硬核车刀
卧槽
提前卧槽
卧槽
woc
驾驶证行驶证
卧槽
卧槽，牛逼！
卧槽，优秀
为什么要屮～牛逼？
卧槽
精工
卧槽
麒麟奶奶提
牛逼
专业
手工耿正在来的路上
卧槽人才阿
卧槽无情卧槽
卧槽
卧槽
卧槽
越来越离谱
卧槽！！！
日本人做的
卧槽
？？？？？？？？？？
卧槽
这次一定
卧槽！牛逼额。
县城撕裂者
卧槽
兄弟们我回来打卧槽了
这么细
卧槽
卧槽 牛逼
卧槽？？？？？
卧槽
nbnbnbnbnb
卧槽
蚁人:谢谢谢谢
卧槽
？？nb
？？？？
老婆要我发爱老婆
牛批牛批
车个珠子
wc
卧槽
工 匠 精 神
卧槽，我为什么打卧槽？？？
传动轴
卧槽
这可比我小时候玩的小遥控车牛逼多了
ohhhhhhhhhhhhhhhhhhhhhhhhhh
轮毂变形 要做动平衡
卧槽！  硬币不保！！！
666
这次一定
我裂开来
卧槽
?
卧槽
？？ohhhhhh
是个高手
卧槽
手艺人
微操过于牛不
卧槽
卧槽
卧槽
教练：我tm都想学
卧槽卧槽卧槽
卧槽！把公屏打在兄弟上！
这项目我王多鱼投了
明天来大众公司上班
卧槽
卧槽，我硬币没了
细细细
卧槽，牛逼
按个摄像头就牛逼了
ohhhhhhhhhhhhhhhhhhhhhhhh
卧槽
万向节？
提前卧槽
手真的稳
妈妈这个玩具我要
卧槽
卧槽
亿学就废
卧槽
害怕
我们法拉利需要你
我们玛莎拉蒂需要你
这人我比亚迪要了
我要开GTR
我是从哪一步跟不上的？
卧槽
卧槽
怕不是要搞差速锁？
卧槽
卧槽
等等？大后超
提前卧槽
这个钳工技能爆表了吧
我一脚就踩烂了
所以说发动机呢
卧槽
眼睛会瞎么
我还不知道发生了什么，先卧槽
我学废了，你学废了吗？
我卧槽
说简单的先做个出来
人已经傻了
精细
精细
来秋名山和我的小黄车比比
ohhhhhhh
回来打卧槽
牛逼
握草
贵在真实贵在手工
？？？
卧槽，牛逼
完成
遥控的?！！！
奈何本人没文化，一句卧槽行天下
卧槽
卧槽
卧槽
草车床
这个才是差速器
wc
舵机
手工耿出来学学
太可怕了
卧槽
卧槽
卧槽
我滴妈
宁就是列文虎克 
卧槽
卧槽
卧槽
卧槽
你币有了
卧槽卧槽卧槽
卧槽
卧槽
卧槽
卧槽
握草
握草
不会要做成遥控的吧？
这手 太稳了
人才
卧槽牛逼
牛逼
卧槽，牛逼
卧槽
卧槽
无人区?
卧槽！
核舟记？
i9
现代版《核舟记》？
卧槽  牛逼
无情
卧？？？？？？？？？槽
卧槽
精密：A
卧槽
？在卧槽什么？？
能整成遥控车？
卧槽卧槽
卧槽，牛逼！
卧槽
旺仔牛壁糖
牛壁
先来个卧槽
卧槽
我也不知道我为什么要卧槽
这个项目我王多鱼投了！
我们保时捷需要你
差评，车灯不亮（狗头）
卧槽卧槽
就抓
卧槽
卧槽
奈何本人没文化，一句卧槽送大家
我们宾利需要你
卧槽
卧槽
这也太6了吧手动车床
一个立柱加轮毂就做好了。。
卧槽
卧槽卧槽卧槽卧槽
蓝翔的吧
卧槽
卧槽
安全气囊要装
这也太细了吧
手艺人
卧槽
卧槽
卧槽
？？？？
我裂开了
ohhhhhhhhhhhhh
？？？
手工打磨，mm级工艺
卧槽
ohhhhhhh
祖传飞线
灵异事件
前置后驱？？？
卧槽
卧槽
卧槽
？？？？？
卧槽
提前我了个大槽
太你吗很了
卧槽
卧槽？
卧槽！NB！
卧槽
看见你了↓
握草 牛壁
这个项目我王多鱼投了
没弹幕？
太细了
兄弟
卧槽
微雕
麦克斯韦来看看
？？？
法拉第来看看
大后超！！！
握草
WC
卧槽
卧槽卧槽卧槽卧槽卧槽
牛逼！
提前卧槽
握草
卧槽
卧槽
提前卧槽
卧槽
哇靠，这么牛壁
卧槽
卧槽
6666
NB
卧槽
这是转载啊
注入灵魂
卧槽
卧槽
卧槽
woc这尼玛做成遥控的就尼玛离谱
卧槽！！！
厉害
众泰需要你
只有我没看懂?嘶.....
高通骁龙865
学E就会
woc 牛逼
屮
这视频是转载，并不是原创！！！
卧槽
卧槽
卧槽
卧槽，牛逼
卧槽
草
非法改装，叼销你驾驶证
做手术
牛逼
握草
卧槽
旧手机转子马达
卧槽卧槽
卧槽卧槽卧槽卧槽
？？？啊
卧槽
卧槽
卧槽
亿点细节
卧槽
卧槽 牛逼
卧槽
我去
卧槽
众泰都破产了上锤子
亿点点细节
我TM直接投币
大国工匠
硬核
教练，这迈巴赫多少钱
这么心灵手巧一定是个大妹子吧
专业
握草牛壁
抖音盗什么了？这本来就是转载，UP要是没经过同意也算是盗
卧槽们，把牛逼打在兄弟上
亿学还是不会
卧槽卧槽卧槽
卧槽
卧槽，牛逼
卧槽
好细
卧槽
？？？？？
渐渐不对劲
前整体桥（狗头）
卧槽
卧槽
洛圣都改车王
精细活啊
卧槽
飞线牛8
卧槽
卧槽卧槽卧槽卧槽
臥槽
提前卧槽
卧槽
卧槽
卧槽
i9 10980xe
卧槽
卧槽卧槽卧槽
十二代皇冠
卧屮
你们以为机械是学这个吗，一看就是初中生高中生了
卧槽
卧槽
别人做个视频不容易我们就知道卧槽白嫖
卧槽
卧槽
卧槽
嗯？！！！
卧槽
四驱车
诺基亚需要你
卧槽 牛逼 牛逼
蚊子：我坐哪
卧槽，太厉害了
提前卧槽
四驱
卧槽
纯电动汽车
你不要过来啊
卧槽
兄弟们，把槽卧打在屏幕上
卧槽
公屏们，把兄弟打在卧槽上！
改头换面
握草牛壁
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
妈问跪
核舟记
卧槽！！！！
一辆电动车即将诞生
提前卧槽
卧槽
写做完这个眼睛都要瞎了吧
还没开始就挖槽
wc 
卧槽
臣卜木曹
后驱牛逼
woc！
一学就废
？？？？？？？？？？？？？？？？？？？
手艺人
卧槽
教练我想学。。
还有这操作？
卧槽
拆了车
论学好物理的好处
卧槽
厚礼谢
独立悬挂
接下来是卧槽时间
我擦
卧槽
一看就会很厉害的样子
提前卧槽
卧槽
离谱离谱
握草！
卧槽
卧槽卧槽
卧槽:牛逼
哈哈哈哈哈哈
?赛车
NB
手艺人
卧槽
卧槽
卧槽
臣卜木曹！牜逼
吊
。？？？？
卧槽
卧槽
我愿称之为大国工匠
卧槽 牛逼 .
握草
遥控炸弹
握草
秀
不知道会怎样，我先卧槽为敬
卧槽
这是转载
这是转载
帕金森患者已离开直播间
卧槽
生牛逼吧
小手一抖  全部没有
nb
卧槽卧槽
提前卧槽
卧槽(//∇//)
提前卧槽
卧槽
卧槽！！！
实不相瞒，我有这一辆
四驱车？
卧槽，牛逼
！！
？？？
哇这不就牛逼了
卧槽
？？？？
逮虾户
QQ看点已被盗
卧槽 牛逼
？？？？？
3990X
握草
不对劲
卧槽
卧槽
非法改装车，麻烦跟我去下派出所（滑稽）
？
卧槽卧槽
卧槽
我们路特斯需要你
兄弟
卧槽
打一个牛逼先
卧槽
卧槽
卧槽
这是多好的眼睛啊
这就尼玛离谱
兄弟们，把公平打在卧槽上
握草握草卧 草
卧槽
回来卧槽
你的手，握草，直接钻？
卧槽牛B
????????????
细节大师
卧槽
卧槽
我勒个大去！
两驱变速
轴套上不加点油？？？
这得视力好
学废了
卧槽
卧槽
没有差速器轮胎会飞出去的。
夸抽
激动的心
稳
厉害了
卧槽 牛逼
卧槽卧槽
卧槽卧槽卧槽卧槽
卧槽
我愿称之为绝活(滑稽)
？？？
卧槽
加亿点细节
卧槽卧槽卧槽
净化网络环境，从我做起！（这是转载）
看不懂 卧槽就对了
这男人好细
卧槽？？？？
我能玩一天
卧槽
后扭力梁悬挂
卧槽
卧槽！
开始就卧槽了，后面怎么办
开始看不懂了
臣卜木曹
臣卜木曹
握草
atmeg
优先卧槽
1：87？
卧槽
牛逼
卧槽
无情
手机的振动马达
卧槽
牛逼
人形光刻机
我坐哪儿啊（doge）
卧槽
精密度A
天机1000
行了行了，我出五块！成交吧
同款面包板
卧槽
卧槽卧槽卧槽牛逼
提前卧槽
卧槽
提前卧槽
科二练倒库的你
卧槽牛逼
卧槽
卧槽，牛逼
这手机上拆下来的？
卧槽
遥控车？
？？？怎么草
精密：?
卧槽
卧槽
槽卧
害怕
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
骁龙865
懂了在操变速箱迷你
韵达快递给我！货到付款
看的眼睛疼。
这就是细节嘛
你牛
？？？？？
卧。。。。
。。。。。。槽
手不抖吗？？？？？？？
我小时候就一只想怎么做
细细细细
Woc 
卧槽
非人哉
就这？
卧槽
卧槽
