第一第一
哦吼。第一
来了来了
不环保
真快
99厘米
不环保
实机确实很漂亮
99
热乎
我已经扫了，别抢了
一纳米
哈哈哈哈哈
店员有透露价格吗
这不环保
不环保
魔兽里有秘银矿
哦。。。。哦。。。。。哦。。。
快男
不环保
《  环   保  》
我看见了斗鱼
警报器响了
又是大挖孔 就不能小一点 真心凉
漂亮
一
呜呜呜呜呜呜
苹果看了直呼外行
桌面清理大师
很不环保
真不错
羊色？
非常不环保
很润，doge
不环保，不买了
鹅妹子嘤 这也太不环保了吧 哦买噶
大挖孔
充电器就很不环保
看起来是好看，手感恶心的要死
斗鱼……不加水印。。
好家伙，用苹果进华为体验店录华为的上手视频
99那米
来早了一个弹幕都没有
哦吼
你这不太环保啊
经典
不环保
A口
如果是双扬声器那可就打升级
一个个骂挖空挖孔挖孔，挖孔怎么你了，你别看不就完了
快跑，警报响了
拜托你有问题的快去设计手机吧，别在这叨叨逼逼的
尴尬
真漂亮阿
惊艳到了
说挖孔怎么了的，挖孔刘海挡画面这个理由还不够吗
99厘米
可算等到评测视频了
没牌面
这个挖孔里有3d人脸的
到底他的甄姬如何呢 
128？官网看的时候没这个
好看
就入手这一款
iPhone11Pro
杀马特配色
确实好看
急了急了
还做铺不平
哇哦
这个手机值整个夏尔
好看
好漂亮
有人偷手机
没弹幕
12分享
是双扬声器，基本没槽点了
这个背壳颜色太经典了
小    巧
五彩斑斓的白
让我想起霍比特人里的秘银
华为药丸
好看
不是纸质膜，不环保
没用满溢屏吧
支持3D人脸支付 牛逼
这次挖孔是支付级的，挺好
这颜色我汞合金第一个不服
钠盐辛苦啦
终于双扬声器了
好看啊
订的这款
软壳，爱了
那岩偷手机啦
这圆环爱了
好看啊
舒服了
雷军哭了。下次要喷华为的槽点少了
ミスリル？
土
没屏幕发声，爷青结
好看
我还是等P50吧
非常的不环保啊
是不是对小巧有什么误解？
赞
iPod 
五彩斑斓的白
好丑啊
说实话 正面喝侧边有点丑 
跟p40pro的软壳一样
挖孔屏接受不了
中
那么这个手机它有充电器吗？
瀑布屏。。。
好看
这个圆环想到psp了
作为其他品牌用户，客观表示这个背板确实好看
这按键看着也太精致了
要像库克学习啊，太落后了
店员下班了都
说土的适合买苹果塑料蓝
漂亮
iPod class
像三星的
typec耳机好评
可惜没有直屏版本
苹果：你这太不环保了
喜欢
不环保
这壳还不如不送，拉低档次
双孔好评
秘银锤
我寻思苹果用多少年纸质的了
111111
哥  你这视频是怎么传上B站的？
可以哦
也太难看了。。。
哈哈哈哈哈。。。上次开机
不环保
666
蛮好看的
这个曲面有点可以哦
娜妍偷手机了
双扬声器
我的天呐华为高端机有两个扬声器了爷青结
罚款20万
背面真的太好看了
前面的兄弟这就急了
66w，这也太不环保了
好看，就是这个挖空太大了
炒股玩家的噩梦
炒股玩家的噩梦
66w，太不环保了
"曲面瀑布面都丑的要死,现在产商怎么都追求这东西"
有结构光
这表带估计戴了三年都有了
不环保
好看！
挖孔 我没法支持
这电源键 音量键不割手嘛？
及其的不环保
3d结构光
psp
耳机？不够环保
偷手机了
华为店里放柜台展示的，不会再卖的
污渍行
哈哈哈哈
土，俗✘，酸✔
想起了ipod
你这有充电器不环保啊
屏幕有洞洞不要了
套个壳都一样
？
C位色
非主流
皮革的质感比这个好
求求不要曲面了。。
p50都没芯片了
放心，你也抢不到
用软件随便处理一下就好了…
有充电器吗
好看啊
其实灯光少点更好看
好丑
价格149*3
数据线以及数据线
那岩偷手机引发报警，石锤了，哈哈哈哈
不环保
i了i了
钯金
不环保
漂亮
不环保
我就喜欢瀑布屏啊，你就觉得丑又咋了
挺好看的
我觉得那层膜没撕下来前挺好看的，撕下来之后感觉好塑料
漂亮
经典的挖槽屏
真有人手机炒股啊
爱斯基摩人
双孔是有3d人脸的，标配是单孔
全金属狂潮2333
双扬声器？爷的青春呀
不环保
环形好丑……
曲面好看是好看但是真的不好用
挖孔还带结构光确实是大进步了
慢男
漂亮
《不加水印》
莫奈彩
很不环保
华为的银色真的越来越好看了
中中
不环保
不环保啊
曲面好评！
这不环保
药丸真的窒息不如刘海
不环保吖
快报警，有人直播偷手机
啊，有颗灰尘，难受
好看
3D人脸
土炮子
"苹果靠这个配件就能赚8,9百左右"
人家都带3d结构光，弟弟们
秘银锭
实体+虚拟，双倍快乐
3D结构光还是保存  所以这双挖孔是有用处的
都说了演示机……不卖啊
再带个屏幕真的 是Ipod nano
知道什么叫支付级人脸识别吗？
这是扬声器，那是听筒
零售版没有128这个版本
这颜色好看
哈哈哈，环保的卡位
爽
这一代设计很好看，还是曲面屏有点遗憾
不是别乱舔啊，这按键就精致了？
好高级的色彩啊
有没有瑟银 黑铁？
还送壳？环保呢？
挖槽，好看
91
挖孔劝退
好看
二百多克
丑哭
快跑
好看
how dare you
等一下，有人给我打电话
这不就是三星S10的幻钻银？？？？？？？？
曲面屏更显高端大气上档次
感觉不错，我喜欢
哇
热乎
不环保啊
五彩斑斓的银
背面好看
秘银锭
没有b站水印 但是有斗鱼的 大胆
以订
哇草
不够环保
这才是工具人，胳膊就是尺，指甲就是刀
截了
五彩斑斓的银
？这小？
ohhhhhhhhhh
有人偷手机！！
