青回
爱了爱了啊啊啊啊啊
再来一遍 这个对唱版太好了
我的妈呀！！全体起立！！！
哈哈哈我也不偏心 都两个币 合作太棒了
好好听啊啊啊啊啊
远子怎么穿大红色！！
竟然唱女key 张远不错啊
听声音像是姐弟
张远还挺合适的还挺好听啊
太爱了
远远
唱原key哎 喜欢
两人合唱好搭
你不看我我不看你
舞台绝美
可恶，你们就是想让本座哭
远哥的声音就是很清亮
妈呀 起鸡皮疙瘩了 男女对唱也好听 我现在就又去刷一遍剧
张远唱的也好听诶 好惊喜
远牛
呜呜呜呜我的兰强
你们的戒指都很亮晶晶
这个好听！
这个没有男生key 张远唱的非常好了
我好喜欢这段！！！！！！！！！！！！！！！！
这一段好好听！！！！！！！
想大强了
我的天 这个舞台一定要反复播放了
真的有诀别的感觉。。听哭了竟然
片头见
真的诀别了
这段和声好好听
死活不回头！！！
张远唱得挺好的
好听
诀症要犯了
好听好听!
我只想说某乐队可以组队退圈了
太好听了
啊啊啊啊啊啊好棒啊 我就是怕改key不好听 谢谢张远和詹雯婷
张远太稳了
张远和音竟然很好听
刺向了我
这一段好棒啊
喜欢
喜欢这里啊啊啊啊啊
这段简直了
大老师哈哈哈哈哈哈哈哈哈
妈呀 有点虐 他俩还演上了
再来一遍
好帅啊大哥
开头又见了朋友们
这段赞
飞鸟组合！
对视有毒吗
啊啊啊啊啊啊啊好听死了
本座来听听
开口跪
詹雯婷终于再次被大家看到啦
张远唱得也好听
张飞组合给我冲！！！！！！
啊啊啊啊啊本座的眼泪挡不住了
大哥美
开头又见
好搭
飞鸟仿佛有那个爱的牛逼症
这本身就是女生的歌，远远就算唱的再好，也不会去抢风头，为什么要拉踩，好好欣赏就好了
zy他们说的不改动这个歌，所以
立马去酷狗下载
张远和得很好
张远唱女key真的很尊重这首歌了
因为他唱的是女key……为了歌曲效果没改
动了动了！！！！！！
好绝
张远不错啊！
大张伟表情:肉紧
综艺叫《我们的歌》 第四季
阿阿阿啊配合得好好
飞鸟组合！有关系！
今天是粉色的字体给飞鸟组合
多有夫妻相
开口跪
代入感太强了
张远
张飞组合是什么鬼XD
我怎么没听出吃力，这个key张远的舒适区
让爱重生
对唱版诀爱更深刻
faye这个造型开始有女主唱时期的味儿了
来不及～
好美的声音啊啊啊大哥
我们的爱 诀爱 咏爱
远远唱的好好听
好有氛围感啊
这个合唱版越听越好听诶，尤其这一段
这一段太酷了
循环中
你们在多看对方一眼，我就磕到了
和声好好听！
好好听啊啊 我好想磕
前奏一响脑海里自动浮现大强的梦境破碎的场景 太绝了
我靠我靠詹老师这个造型好美
我爱死了啊啊啊啊啊啊
原key啊，还挺厉害的张远
张远的声音感觉在底下托住了
开头见
这段和声！！
再来亿遍
这一段好听诶！
詹雯婷我的神
太上头了
真的是开口跪
片头见
再来一遍！！
已经出不去了
的同时将飞托的非常稳
张远的声音有一种易碎感，两个人好搭啊
张远完全不怯，可以的
这段绝了！太好听了！
各位开头见！！！
太喜欢这段了！！！
飞鸟飞鸟飞鸟飞鸟飞鸟飞鸟飞鸟飞鸟
说好不能对视，一个眼神都不行！哈哈哈
飞鸟组合
woc！这一段我害
让这个组合成为黑马吧，太感人了
音色好搭
氛围感绝了
再来亿遍
srds他俩有点抓马
酣畅淋漓啊
太好听了吧
太搭了，没有别的词形容
每次她两的舞台我都感觉在看恋综
尊的好听呜呜呜呜
眼神戏啊啊
大老师的表情我爱了哈哈哈哈
这段真的！！！太好听了
好听
温柔这两字真的唱到我心上了
这一段我真的好爱，情感交织缠绕
好喜欢这段和声！
有啥惊讶的 张远就是唱将 多了解一下
刺向了我，诀爱，这几句合唱好棒
太绝了太绝了
再来一遍
远你和得太棒了！
再来亿遍
好听！
救命……好好听
这首歌很适合男女合唱啊
很美
飞的声音真的一听就是她
张远唱的好好听哦
合唱版诀爱……绝了
全体起立！我的妈呀！
太喜欢这一段了
这也太绝了绝绝子
远子
开不le口，我好喜欢那个开不le口，为什么唱成开不liao口
妈呀，我出不去了
张远可以的
很棒的改编
跪下听歌，太牛了詹雯婷
太爱詹雯婷上音综了
前面合唱感觉张远被压着，这段感觉唱的好好
这段夸爆张远
姐姐太漂亮了，灵动大气
再来亿遍
姐姐这个攥紧拳头，好坚决
这首歌真就是詹雯婷唱的出感觉
和音真的好有感觉
大家去App听蓝光版 音质效果更棒
这一段好好听
这首歌张远为了配合，唱的女key
大张伟我的脸替哈哈哈
啊啊啊啊啊啊诀了！
詹雯婷！爱你！
诀爱……………詹雯婷……………重生
这段太好听了
因为决爱所以不能对视
绝了绝了
因爱一人，而爱苍生
好听
好配
远哥这身好帅啊
头皮发麻
好好听！好绝！
张远你很棒！！！
绝了
已经哭到不能自已无法发弹幕
已经哭到不能自已无法发弹幕
好听
Faye真的是音色流氓
张远就是绝了！！！好听！多唱歌！
哇，这么好听么
halo大家好我就不睡
我们都要为爱一个人承担责任，你承担你的，我承担我的
配合天衣无缝
就是这个味！！
谢谢我远！
好喜欢这段谁懂！！！
全体起立！
特别是镜头一拉从宏大到众生
不愧是我最期待的一组，果然惊喜
刷了无数遍了！
这段和声好好听
东方青苍我想你了
啊啊啊啊啊这段绝了啊
太好听了
这一段真的好听
这段改编好棒啊！我好爱！
好听
绝了
女声厚重男声清亮 这搭配太绝了
他们的声音好搭
太好听了吧
嗷嗷嗷嗷嗷嗷嗷嗷
呜呜呜呜呜呜呜听的我心都碎了，大家开头见
已经循环好几遍了，再听最后亿遍。
最后这段真的绝了啊
现在真的是音综时代了……
喜欢这个多过我们的爱
这一段真的好听啊，好听啊
上热门
再来一遍
太上头了
太好听了！
好虐
所有的代价，所有的考验，本座一个人受就够了！
飞鸟组合，越飞越远
是合的，这门亲事，我允了！我指的是歌
再听亿次！！詹雯婷好绝！！
哇这个太绝了！
再来一遍
我好喜欢他们的合作
梦回八月
我听的时候和大张伟表情一样
啊啊啊远子这个眼神
好听好听
哇塞！！这个镜头，詹女士的神颜值啊，杀疯了！！
詹女士的侧颜杀疯了！！！
张远
这个转头！
wow有谁看到编曲是闫泽欢了！！
好好听！
我好爱远子的音色啊！！！在我心上流过
牛逼
詹姐开口跪
浅磕，好配啊，我是说声音（doge）
番茄台的运镜是好了，但也多了，太频繁了
远绝绝子
好好听啊啊啊啊啊啊
詹女士绝了！！！Slay
张远真的是有唱功的
好喜欢这段！
大张伟演我
再来亿次
都是唱歌好的大神！！什么节目
睡不着了朋友们
说真的，应该要穿古装的
太绝了
战歌起 都给我哭
真的很爱诀爱
还想说低个八度跟着唱怎么算和音？？？后面发现可以
世界在崩塌 他们在相爱
想小兰花了
世间万物，瞬息万变，惟有爱不是。
我真的哭崩了 好想苍兰诀
拯救你，是我的使命
第一次磕声音磕到了
人被刀会死呜呜呜呜呜
大木头，你那么讨厌，我还是喜欢你
詹文婷的气质很像中岛美嘉
要笑。
梦回仙剑
飞儿一张嘴就是宿命感
俩人声音好搭啊
好喜欢这段啊啊啊啊啊
法爷！！！
节目是《我们的歌》第四季
这是什么鬼啊，疯狂运镜
这段真的
两个人都好会唱
好会演哈哈哈
是河是河！合唱是河！
张远，你手短短
大老师在我脑子里装摄像头了吗
音乐剧音乐剧音乐剧安排起来！张远，快！别浪费我大哥这张脸
开头见
张飞唱情歌你不想听吗
这个镜头切的也太乱了
女生KEY  张远很不错了
这段很棒
詹老师现场好稳啊声音
张远同学能接的上  很不容易
跟飞合唱一定很爽吧 哈哈 羡慕
倒回去重听一遍
再来亿遍
是河好适合
仙侠ost的感觉
竟然在内娱的舞台看到了表情管理
绝了
贵妃回宫！！！
两位音色都好棒啊！
这个合唱好和谐啊
好喜欢远子这个来不及呀
懂！我也好喜欢这段！
这个结尾好棒！夸夸张远，唱的很好
我出不去了
还要会演哈哈
这段听的好过瘾
张远可以的
我爱的歌和我喜欢的远远
谢谢前面的姐妹指路，我们的歌，第四季
哈哈
反复播放
哇
想起大强抱着小兰花哭的画面
我的DNA动了
这个眼神啊啊啊啊啊啊啊
双厨狂喜！！！
Bird to hawk，崽啊，飞吧！
那怎么能行！
最后的高音真绝
张飞组合，喝断当阳桥
真是诀了，大家开头见
太好听啦
这门亲事我同意了
远远加油
颤抖了
有点像js的花与剑
啊啊啊啊啊啊啊啊啊啊啊啊
牛逼
这段太棒了
诀爱
拉进回忆
这声音太有辨识度了
姐姐多出点新歌吧永远支持你
妈耶好喜欢
卧槽好好听
天哪没想到早上七点有746个人和我同时在看 真的太火了
姐姐终于睁开了眼睛，闭眼唱歌哈哈哈哈哈哈
喜欢这一对飞鸟组合
772你们好
他俩好稳
声音好搭啊
！十月了朋友们我听着还是想哭
有一些舞台设计哈哈哈
怎么办眼泪又止不住了
想哭
好好听
好好听啊！！！！！
开头见
开头见开头见
詹雯婷像大强，远子像小兰花
哇哦～
最后一遍
听哭了！
味对了
太好听了呀
这段真的很不错
都好听！！！！
啊啊啊啊啊你们声音好配啊啊啊啊
好好听
詹雯婷张远太棒了
听出了我远的成全
啊啊啊啊真正的CD
好听好听
啊啊啊啊啊诀爱
看完林志炫来看远哥，B组都好爱
我们的歌第四季吧好像？
化作一把锋利剑刺向了我
苍兰诀yyds
女A男O的感觉有没有
这一季我“詹”这对！他们会走很“远”！​
我磕了
这段改得还不错
苍兰诀！没有你我可怎么办！
好搭
这也太男A女O了（doge）
竟然合声是好听的！
好稳啊
爷青回
1000+大家好
拔情绝爱呜呜呜 我的东方青苍
好听
啊啊啊啊啊
上热门了！
大哥niubi
太好听了这一段！！！
远远这块带点哭腔的悲伤感唱的好好
居然张远的音色可以跟詹雯婷搭一起 绝
这段好好听啊
加的这段把歌变得更完整结构更合理了，赞
鸡皮疙瘩
张远绝了！！！
好听
好听
果断两个币
太强了
好配
再来亿次
这不叫和声谢谢
1000+的人同时
手摁住就不会唱歌doge
再听一遍 我的爱听刚听完
哈哈哈演的挺好
太喜欢姐姐唱歌了
这段绝了
我能说吗 这个合唱勾起了我想去看电视剧的欲望
他们俩有舞台就好 我哭
我还是喜欢“呜～”
詹雯婷的眼神绝了
太棒啦
无限循环
詹的声音太有特色了
好牛！！！
表白一闪而过的许靖韵
浅磕一下！！声音太和谐了很好磕啊
远哥我求你看看旁边吧哈哈哈哈姐姐望得好辛苦
好带感
好听好听
太喜欢了
飞
一直觉得这歌莫名像杀破狼
这一组真的太绝了
大老师
男声开始回应了
我点赞的时候9999
詹雯婷的尾音 太有特色了 一听就知道是她
这一段好好听！！
牛
绝了
我的妈呀
居然很合适哎！！！
居然很适合男女合唱！！！！
声线挺和的，张远的声音如果更有穿透力一点会更好听。
绝了！！！很棒！！！
张远再给她和声吧，真的很好听
大老师哈哈哈哈哈
远远！远哥！
你的音色真的厉害。
远远不知不觉已经成为大魔王了
这段好听
张远神仙和音啊啊啊
东方青苍 没有你的世界，我无力承受
这个舞台设计就很好哭啊
东方青苍 没有你的世界，我无力承受
这是什么节目啊
张远这句给我唱哭了
这歌特别像“杀……是为了证明，破……是为了”那首歌
诀爱真的好听
起鸡皮疙瘩了呜呜呜
我夏天的回忆
没有对视是舞台设计
远远加油
最爱的电视剧和最爱的歌手
faye唱的也太好了吧
诀爱模糊光阴距离
太好听了！！两个人配合的超好
好好听啊
这俩都冲呀，你们值得
别刀了别刀了
平行时空的你们一定要好的生活
神女爱世人也只爱一人
哇～神仙打架年代的飞儿回来了！
四刷
开始做梦这两位再合作出一首对唱
鸡皮疙瘩起了
两人都很棒
想东方青苍了
看哭了！！！
居然不是第一， 我太失望了
软软可爱
五刷
战歌起
我又来循环了
詹雯婷给我归位吧！给我火
远远好棒
大强开大了
[前方高能]
给我火起来！！！
张远！张远！
1000+了
真的好好听
温柔这两字的音真是击中了我啊
詹好美～难得的自然美，有辨识度
大老师笑死我
远远和Faye都好棒
绝绝子
这二声部绝了
大老师我的互联网表情替
文婷，我的青春啊！！！
除了最后一段，我觉得还是原唱自己
好好听
是飞儿!她回到原来的状态了!
欢迎回来
第一次听这歌 好好听啊
远子看看一下姐姐呀哈哈哈哈（不知道谁大）
呜呜呜呜呜
好好听啊
熟悉的飞儿
远唱的真的可以
都入戏了
"姐姐,你又美又棒！爱你噢"
呜呜呜梦回八月
写在开头，不对视是舞台设计
太喜欢你俩唱的这首了
哈哈哈哈哈
我靠这里神婆绝了
梦回八月
谁能走出苍兰诀
唱的太好听了
大老师哈哈哈
这段改编张远唱的好好！
他们真的有火花
七刷，出不去了，哈哈哈哈哈
好好听啊！，张远大魔王
不愧我大哥，诸神之战出来大的，一开口就是宿命
太上头了
妈呀张远唱女key 好稳！音色好好听！
想起小兰和自戕了
苍兰诀，又回到了夏天
张远这句好棒
张远 舞台设计感好强！
张远声音垫的好棒！
我爱苍生，也爱一人
鸡皮疙瘩掉一地呜呜呜
梦回苍兰诀
救命 苍兰诀牛逼 演唱者牛逼
两个人绝了！
开口跪！
回到了炽热的苍兰诀夏天 
远远声音真的唱到心里了
妈呀张远真的惊到我了，我还以为他只是个笨蛋帅哥dbq ！
开口跪
这首《我们的爱》或许曾是回响在许多人记忆里的旋律，它也是带给了我许多感动的作品。很高兴这次可以和原唱詹雯婷老师合作再度演绎这首歌，希望大家可以伴着熟悉的音乐，与珍惜之人相互温暖，一起走到时间的尽头。
好好听啊
张远真的很棒了能hold这这个调
远子进的这一段好带感
飞绝了
两个以后可以合唱ost吗，像张碧晨和杨宗纬的凉凉一样
远子这个高音直接情感升华
这一段也好好听
不对视是两个人的设计！
张远这高音好棒！！啊啊啊啊啊啊我疯了别管我啊啊啊啊啊
飞儿这段好听爆了，点睛之笔啊
天呐，一开口苍兰诀的画面又出来了
小鸟尾音好好听啊
04年的味道
我居然听得有点想哭，想念我们的苍兰诀了
男生唱女key张远不错的
好高
诀症复发啊啊啊啊啊啊啊
两个人也牛了！
很绝的舞台！！让人特别有画面感！
张远惊艳啊
张远太牛了！！！
鸡皮疙瘩都起来了脑子都自动放苍兰诀片段了
开头见家人们！
张远是配合女声，没有过于表现自己
两个人的合作也太厉害了，为什么自己不在现场！！！
可以一直单曲循环播放！！
太好听了！！！！
停不下来
起鸡皮疙瘩了
飞儿状态也太好了
两位喜欢的歌手合作了！！！
一开口就惊艳到了！！怎么能这么好听！！张远也太厉害了！詹雯婷也太牛了
我又哭的稀里哗啦
真的有点好磕！，灵魂相吸的两位优秀歌者
我和大张伟表情一模一样
两位也太优秀了
张远唱的不错啊
两个人的声音好配！！张远詹雯婷太牛了
从我们的爱到诀爱，欢迎回来，詹雯婷！
哇，唱女key
诀爱的画面感！不舍悲伤的感觉！！演唱的太牛了
张远这一句好绝啊啊啊啊啊
浑身发麻了听到这首歌，只想在看一遍苍兰诀
冠军冠军！！！
张远我爱你！！！
开启单集循环模式
和声的高音！！太牛了
我的鸡皮疙瘩……救命啊
梦回苍兰诀呜呜呜
哇
不能对视，要诀别
1000+
詹雯婷yyds
张远唱的也很好，都很棒
勾起了我的回忆，再去看一遍31集吧
行走的ost
有詹雯婷单独的版本吗
永远的主唱
好好听
上头
疯狂打call，超好听哎
好听好听好听
张远不愧是主唱，让人惊喜
我哭了啊锕锕锕锕锕锕锕锕锕锕锕锕锕好好听
飞唱歌的动作姿势还是2004年那个她，好感动
两个主唱就是牛
合唱好绝!
666666
和声真的好和谐，音量也刚刚好
唱得很好，就是演的差了点，doge
好好听
天哪天哪，这前奏一响给我带回苍盐海啊啊啊
张远挺棒的，温柔清澈的声线，和声更需要功底啊。
飞鸟好配
太好听了，两个都好棒呀。
卧槽 我好喜欢这一段
无力承受，这句太棒了
太绝了我去
这段男声宝藏啊宝藏！真的很惊喜好听！！
救命鸡皮疙瘩一直没消过
太喜欢太喜欢了
啊啊啊这一句吼的我鸡皮疙瘩！！
我激动哭了
爱辽爱辽
世间万物都是命，唯独这爱，不是命
哇呜呜呜
太棒了
啊啊啊啊啊
改编好帮，好听
这一段好绝
合唱真好听
听哭了救命
鬼知道我看了多少遍，开头见
要哭了
飞鸟组合最牛逼啦
这样的唱女k都这么好听！
我无力承受呜呜呜~
张远，你真的太绝了！
“如果你把我复活 我就会嫁给别人”
诀了
张远的声音也太绝了吧！托着张雯婷！
张远的三段无力承受，都是递进的！
这段好好听!
飞鸟组合 赞！
两只小鸟都好会唱！
《我们的歌4》
听得汗毛一根根站起来
(⊙o⊙)哇好棒呀这个合唱
故意不看对方，到位了！
指尖缠绕的温柔哭
太上头了
呜呜呜呜苍兰诀
太上头了
和声 绝了！
好的 已经开始共情了
这是苍兰诀啊……虽然歌也很仙剑味
太厉害了太厉害了我真的哭死
配合得很绝！
眼神有戏
好听好听好听好听啊啊啊啊
大强！！！！！！！！！！！！
太棒了！！！
这声叹息！！我爱了啊啊啊啊啊，好有感情，好有感觉
出不去啦
这两个的合唱我真是一会儿不听就难受！
姐姐上年末吧
拉回到那个夏天！
是没画面只听歌都会哭的程度啊，诀子真的后劲很大！十月了还走不出来。
确实演的差了点，张远没给回应
好听好听
大哥翻红之作，回归王位！
就是一眼也不看是吧
姐姐好厉害
盛宴
妈呀 詹雯婷声音一出 我脑子里全是大强飞奔去小兰花自戕的画面
live版感情更充沛了
不对视是舞台设计！！！
爱苍生也爱一人
挺好听的
梦回苍兰诀那个夏天
哇。。。
5555
诀爱！
和声真的让人一秒回到剧里面
合作的太棒了！！！
好好
真的起鸡皮疙瘩了
你是心中唯一
合声处理得好好
哇。。。好稳
女声好绝啊
啧啧啧喔。。
诀爱！
我又想重刷苍兰诀了，5555
再来一遍看弹幕
是河！好是河！男声和女声在一起真的有宿命感在的
好搭
这个合唱太和谐啦
眼泪又不争气了啊啊啊啊啊啊啊啊
和杀破狼歌手音色好像呀
所有的代价，所有的考验，本座一个人受就够了！
好好听
所有的代价，所有的考验，本座一个人受就够了！
好棒啊啊啊啊张远
好棒啊
不对是是舞台设计
为什么一个人只能投两个币！我可以拉满 拉满！
太好听了
痛，太痛了
安又琪和她很搭
再来一次
张远的绝美吟唱
我都不知道自己听几遍了 你懂吗 都太牛了
两位都是各自团体的主唱啊
太好听了
再来亿遍
好喜欢
唱的好好啊
远远
张远唱的好好
这段好喜欢
绝美和声！！！！
太好听了
好喜欢这段
远远
张远的和声真的好棒 一下气氛就有了
太有氛围感了
飞鸟组合。绝
我的天这段加的太绝了
这段改编的针不戳
这也太好听了8
张远NB！！！！！
舍不得暂停发弹幕
为什么爱苍生便不能爱一人 我不服
杀疯了
张远声音真好听啊 第一次听想去刷剧了
出不去了 太有感觉了
张远啊啊啊啊啊啊啊我不行了 你好深情 指尖缠绕的温柔绝了
太牛逼！！！张远唱功很强
飞鸟组合。绝绝子
和声太和谐了 融为一体真的好惊艳
这个高音！！张远！还得是你！！
我一上来就是直接投两个币
有灵魂的声音
以后合作出歌！太好听了！
张远回眸真的能把我虐死 真的是诀爱
好听
飞儿乐队
声音哪里不搭了？
张飞组合最棒！
三刷
好喜欢张远这句声音：没有你的世界。
他俩什么时候能合唱一首ost！！！听声音就觉得配！
一直鸡皮疙瘩
声音太搭了吧
什么是有效改编！！
太棒了太棒了
绷不住了哈哈哈哈哈哈哈大张伟
唱得太好听了！！！
詹雯婷唱歌好有感情
哈哈哈哈大老师化身表情包
“万般皆是命，唯有爱不是”
你想让我嫁给别人吗
音源还没有出，只能来这里循环了
Faye式吟唱
不对视，因为是诀别的爱
我飞啊！！！！！！
开口跪
忍不住了.....
两个币双手奉上！！！
最后那一段合唱真是荡气回肠的感觉，好的作品互相成就！太完美了！舞台太绝了
浑身鸡皮疙瘩
卧槽！我才知道这是飞儿乐队单飞的女主唱！
啊啊啊啊啊啊啊！我的青春
太喜欢这首歌的舞台了，很完美！很棒
好好听
Faye！！！！！！！！！！！！啊啊啊啊啊啊啊啊啊啊
张远和詹雯婷演唱说了这首歌的灵魂！闭眼感受那真的会被感动到这其中的难以割舍的爱。
太好听了越听越上头
张远和詹雯婷两个人的声音互相配合太默契了！张远超棒！！
太绝了！！！
张远高音太棒了
张远和詹雯婷演唱说了这首歌的灵魂！闭眼感受那真的会被感动到这其中的难以割舍的爱。
张远不仅表情到位演唱到位，高音配合的也超级默契！！有实力
好好听
张远的独唱部分也超级好听！！！
哭了又哭了
一千多啊
这首歌可以一直一直循环播放下去！！听多少遍都不会厌烦
再来一遍，我上头了
哈哈哈，大张伟
好听好听好听
这个舞台怎么能这么绝的！张远和詹雯婷的默契配合，演唱中表情的到位。让人瞬间就沉浸感情当中
“本座说过要替你逆天改命 我做到了”
“拯救苍生是我的命运 不是你的”
一定要听到最后
“但拯救你 是我的使命”
超级喜欢这一段
这段绝了
我爱苍生 也爱一人
“本座从未爱过你”
爱不是负累，爱是盔甲
“为什么你到死都还爱着我”
表情太到位了
好绝
表情太到位
你看他俩的眼神我的亲娘诶诀爱
氛围感一下就拉满了
太好听了，我要去看苍兰诀了，为了这首歌。
太棒了！！
诀爱 真的绝了
太燃了
“我是你的妻子 我要跟你永远在一起”
卧槽 张远不错呀
开启循环播放中
“我们都要为爱一个人承担责任 付出代价”
没有对视是特意的啦，他们两位商量的表现形式
一开口就被张远惊艳到了！太好听了！
两个人的表情也太到位了吧！！这氛围感！好配！
不对视是设计
太牛了吧
真的哭了我去
一大早就开始循环播放了
我又要哭了
张远太稳了太强了！演绎的太棒了
zhjng
真的太有画面感了！听着这首歌就能联想到感情
大木头小花妖
但是拯救你是我的使命
再来一遍
我的2022夏天——苍兰诀，希望平行世界的你们过得更好
多听几遍越听越上头啊哭了
张远配合的很好啊，张远本来就是实力派，没必要嘲吧
这段好好听
我爱詹雯婷！！！
好好听，合作好棒
这声音直接锤得我入坑 真正开口跪的天籁之音
好绝啊太会唱了
意犹未尽 开头见
听着歌眼前就有很多画面感，这演唱的也太好了吧！听着歌，都让有想追剧去的冲动了
这就是行走的V
这就是行走的CD吧！！！张远太牛了
这个近景，手上戒指好闪亮哈哈
再听100遍！！太好听了！也太让人上瘾了
我们的歌第四季
张远的尾音也太好听了吧
远子这段好好听
这就是张远和詹雯婷约定好，互相不看对方！来演出来诀爱的感觉吧！太到位了
牛好听
这段真的把我天灵盖都爽飞了
好喜欢这首歌！！这个画面感！太强了
高音的配合感也太默契了！张远太牛了
声音也太搭了吧！！牛！！
张远张远超级棒！！！
这段好好听啊
好喜欢这段！！！太有感觉了！这超强的画面感
张远这高音！！这表情的演绎！！牛
这个氛围！
张远这场完全配合女生的key
这个摄像团队牛掰了
啊啊啊我再去三刷了，开头见
三刷三刷
太好听了！这个合作版！循环播放了一上午了！！
张远太棒了
大木头
张远的声音有一种少年般的清亮感
这就是歌手的唱功吧！！让人可以在听到第一句时，就能沉浸在歌中！
哇，不愧是至上励合的主唱
太牛了太牛了！是我近段时间听的最棒的舞台了
已经出不去了
开口唱得好好听
他两声音很搭
张远的和声让人特别有安全感！这种完美又不突兀的和声！绝了
这段真的绝了
好绝好绝
好好听啊
循环循环，太爱了
张远太绝了！！配合的太好了！两位歌手让这首歌更完美！
张远唱的女key啊
我的妈呀 太有感觉了
歌词中的悲伤让张远和詹雯婷演唱的特别到位！！听着都听哭了
啊啊啊啊啊啊啊啊詹老师
好牛呜呜
这几句和声简直太完美了！把这首歌唱出了撕裂的疼痛！悲伤的感情
五刷
啊啊啊啊
张远唱到全是因为你，手指向了詹雯婷！哇！！好强的画面感
这里真的太绝了！！！张远超棒！！！
张远这个表情我简直！！悲伤的感觉太牛了
镜头切换太多了太快
诀爱真的绝了
舞台太完美了
两个人音色好好听～而且好搭啊！
哇哦，好好听啊～～
女生的key张远完成的太棒了！惊艳到了
和声好好听啊
好听好听
感觉很有画面感
这段间奏好好听啊啊啊啊啊啊！！！！
四刷了
好听好听，远远好听
太棒了啊
那怎么能行！
张远好棒啊
我也七刷了，出不去了
绝了绝了，二声部绝了
飞儿再飞向天际
完全看不够！救救我
这段有加分啊
要哭了
飞鸟
没看这部剧，，还觉得为什么这ost这么好听，原来是飞儿，那就对了。
哇啊啊啊啊啊啊啊啊
张远好适合这种虐恋情深的歌！演唱的太棒了
来了来了
鸡皮疙瘩
啊啊啊啊啊啊啊尖叫
哇
三个乐队的灵魂…
既有仙气儿又有烟火气的表演
开口就好棒！
远哥很适合这种歌
当张远唱出没有你的世界我无力承受，我感觉他是真的无力承受了，这大概就是歌手的共情能力吧。
东方青苍呜呜呜呜呜呜呜
唱哭了！！！热泪盈眶，歌声真的会打动人！
给我火给我火，啊啊啊啊啊啊啊啊啊啊
吟唱无敌
妈呀呀呀，女声好棒好棒啊！
这段对唱太好听了！我的鸡皮疙瘩不值钱
爱不是负累，爱是盔甲。
詹雯婷牛逼
詹雯婷 值得！！！！！！！
这币是留不住了
飞还是飞啊！
再来亿遍！
女生的声音太有辨识度了
"凭什么爱苍生遍不能爱一人,我不服!"
超喜欢这里！
再来亿遍
感觉比ost版好听，这就是现场的力量吗？
“为什么到死你都还爱着我？”
“你那么讨厌，我还是喜欢你。”
再来亿遍
