5分钟
10分钟
巨人
12分钟，还是热乎的
42分钟
1
53分钟
就想知道怎么赢的
莫名其妙就赢了
1
主题升华
草，一模一样
1
nitrome是英国一家专门开发像素游戏的公司，每个游戏的片头都会不一样，而且同意游戏的片头还会不断进化
DNA动了
真实
过于真实
是的！！！！！
真实
《130多》
wcwc
安利炸弹鸡
你直接念我身份证号算了
这关全速跳能直接跳过去的
炸弹鸡
升华主题
这个的话向后倒一下 直接冲出去 记得跳一下 
4399老盗版了
炸弹鸡是N家的？
直接一飞冲天！
这个BGM!!爷青回
俺也一样
好像还有高楼爆破。
这个天使的以前和姐姐玩
有被卡住
1
 Ready？go！
我们是连网都不给
1
高楼爆破  肥猫天使呐
我们不给网，就拿u盘拷cs1.6
这个游戏当时玩的很快乐
这关我一般反着跑跑一半换近路回去
第六关那通道才yyds
9小时
还有关卡？
凉了
金山毒霸
永久反弹向啊
这个BGM是过山车里的
BGM是过山车的嘛
BGM是同一个公司开发的“双人过山车”的游戏音乐
TX除外
这个捷径有个BUG在这碰到上面的激光会卡在墙了
蓝色药水yyds
对
@tx
我想回去玩玩城邦争霸和游牧民族了
1
我醒了
我也喜欢这关
1
生化战士
重力人
哦吼
还有天使
《最后的英雄》
我人都震惊了原来我一直在玩第一关
1
日常
蓝色药水！
回忆啊
哦这个我知道
呆萌炸弹姬（bushi）
我就很喜欢想同学安利独立工作室的小游戏(°ー°〃)
算我一个
这游戏不是有手就行（doge）
这里只要速度够快就可以飞过去
这不比tx牛逼多了
DALEK吸引了我
电脑运行不了3A
还有近道，直接围绕整个地图加速转一圈然后到终点的近道
你们有电脑课？
●REC
毒厂！
说得好
TX过来学学
电脑课？除了金山打字的小游戏，还能是什么？
你提这个我可就不困了啊
戴立克！
这个可以冲刺飞过去，但是要卡AI
红警
升华主题
走近道不行吗
这些我超爱的
首页的地图可以进吗？
为什么不能把之前的flash搬到手机上？
真事，当时还想跳过去
最后的忍者！
高楼爆破
双刃战士，海盗军团强宝藏
我现在还在玩汽车跟小蜗牛。
瑞克你来看看
hhh
别硬开，腾讯主要业务是运营商不是开发商
1
双人战士我经常用电脑课时间玩
双箭头啊
？
这个老怀念了
第六关也有近道嗷
第六关也有捷径嗷
震惊！？这个还有关卡！？？我第一关都没过去吗？
海盗军团抢宝藏！
女同学瞩目
没听过……
好真实，我还得救他们
超级好玩
卧槽
这个游戏也是永远的神
毒场永远的神
他们游戏确实好玩
这个我居然玩过
什么？还分关？
音乐好听
过山车和这个是同一个工作室制作。
乐园过山车啊啊！
1111111
可以飞过去的
非常眼熟
5分35秒的游戏是什么？，找了好几年
第五关直接一飞冲天！
1
我是直接跳过去的
蒸汽要塞真的好玩
不懂就问，你开局怎么不用点屏幕
真实
当年没用过跳跃
真实
。
蒸汽要塞真的很好玩
1
哈哈
当然是死神vs火影
哈哈哈哈哈哈哈哈哈哈哈哈哈
这里可以一口气跳过去
这个好玩
这关可以直接加速飞过去
这块属实让你玩明白了
坏蛋冰淇淋
去救他
这里退掉后面加速就跳过去了
并不，我在教室里玩东方毫不避讳
前面的真实
双箭头，粘液实验室
双刃战士天天tk队友
这BGM……过山车我当时死活打不过有大猩猩那一关
bgm是过山车的，我经常和朋友一起玩的
知道的，开头展示的logo非常特别
感觉我玩的游戏都是他家的
乐园过山车！
我是从第一关打到最后一关
1
隐身，荡秋千
1
双人过山车的BGM
高楼爆破不配吗。
海盗军团抢宝藏
毒厂
1
我们（只有两个人）叫他字母小游戏，弹出那个片头我们就知道，这是个好游戏
1
之前玩一小游戏，同学骂我弱智
切冰块啊，海盗啥的，具体也记不得了，这是真的很爱的游戏
能继续就好
这个游戏叫啥，知道的私我，谢谢
最喜欢这个了
高楼爆破神作
这个虐电脑
只要甩的看不见他们就好
这个可以直接飞过去
这个走近道
小时候同学天天来我家联机玩这个
这关我记得，当初我和我朋友(男的我也男的不是男同)在这卡了好久
我直接冲过去
这关我当初运气特别好直接一路掉下去了
1
等一下我记得应该没有跳跃才对的啊
通关过很多次，那时候很喜欢玩这个
我的世界   路过
这个也玩过
nitrome牛逼！最喜欢的小游戏公司
冰封的海盗
1
合金弹头
这个我都是等ai过去然后后退直接飞过去
1
这里可以跳过去！ 
吃席啦吃席啦
1
阿这，跨类有点大啊
这个以前和朋友玩最喜欢互相撞进激光了
1
三连了
？？？？这是什么。我怎么没玩到过？
回忆
1
这个爽
这个我玩过耶
11
然后领先女同学一圈并捣乱doge
有一款在4399里的二战游戏能选几个职业，霰弹狙击小步枪还有些图，挺真实的忘不了的是地雷，有人能帮我找找是啥吗
装载卡车
太空舱作战
双刃战士！！！
死神VS火影 很不错
60%的童年是n家给的
生化战士永远的神
双刃yyds
坏蛋冰激凌
这个最喜欢！
生化战士
高楼爆破
我就在玩4399啊，我的朋友都在玩lj农药
拳皇
这个BGM是过山车的BGM
这个超好玩！
这个开头可经典了
好的视频，给爷火！
第一名，走捷径大师
惊喜不，flash没了
屠幼行为
un
这里按住左键不松手可以更快
我一关一关过的，全通关
前面的，叫北极人冒险
星际争霸
这个印象最深
这是什么游戏啊？
这是s
这是什么游戏啊？
高楼爆破yyds
打雷！！！
这个贼好玩！
过山车真的好玩
过山车的BGM泪目了
爆破大楼
好家伙，胡椒罐
线程死锁
卧槽 第二个我玩过 熟悉操作贼爽
现在的背景音乐好像是过山车吧
111
卧槽
111
通关过
坏蛋冰淇淋不知道是不是
第六关是我记得最清楚的近道关卡
下次一定
确实，开头这个厂标很熟悉，只是那时候根本不懂
简直了，都是我爱玩的
最喜欢这个我直接飞过去
海盗军团抢宝藏
双箭头
爷青回
我的童年
-+
启动电源ohhhhh
皇家守卫军
你三连有了
前面的解释了个鬼hhh
还有双刃战士
1
没跳跃也太呆了，前五关里就有一个必须跳跃才能过得
天堂猫猫人！！！
1
这个游戏大部分关卡都有捷径的，跑捷径倒是挺好的打人机大
这个好玩
1
这bgm是过山车那个游戏！
