来了
来了！！！！！！！！！！
枸杞？老养生了
!
啊啊啊啊啊啊啊啊
刻在DNA里的歌又增加了
第一条弹幕
6眼泪，人家都买别墅了，我还在外面打工
有点帅的
啊啊啊啊帅
热乎的
来辣！！！
ohhhhhhhh！
太帅了！！！！
眼镜瞪得像铜铃
财大nb！财大nb！
这shoot dance没内味
猝不及防
某幻:那你牛啊
已经听了八百遍了，孩子很喜欢！
哈哈哈茄茄好可爱
冲
太可爱了
弹幕是我的啊啊啊啊啊啊
肌肉猛男老番茄
哈哈哈哈哈哈哈哈哈哈哈哈哈
大前排
OHHHHHHHH
帅
一股保安味儿
taco tuesday!!!!!!gigigigigigigigigi
番茄笑死我了
小马撂蹄
哇塞新鲜的！！！！
100/150
q哈哈哈哈哈
茄茄茄
这大金链子hhhhhhhh
没人？
ohhhhhhhhhh
考神
ohhhhhhhh
财大NB！！
这个姿势绝了，恰恰
 保安友情客串
ohhhhhhhhhhhh
好憨哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这段超级炸
双声道好评
茄克马牛逼
好帅
大哥在干嘛hhhhh
两位太帅了
财大NB！
才打牛逼！
Ohhhhhhhhhhh
学霸切切
哦哈哈哈哈哈哈哈哈哈哈
财大nb！！！
财大NB！
KFC出来挨打哈哈哈哈
财大nb！
广东话啊哈哈哈哈
切切
财大流弊？
马哥这个动作太戳我了！！！！！！！
WOOOOOOO！
牛壁！
！！！！
这是撕了几本书哈哈哈哈
ohhhhhhhhhhhh
帅
给我帅没了
马哥a爆了！
马哥笑场了8哈哈哈哈哈
哦~
Ohhhhhhh
@法老
大家都在认真听
法老爷爷
草，真
大哥帅
卫龙打钱
财大NB!
同款考卷！！！
上学威龙
青岛教父，狂！
卧槽这段太帅了，茄帝牛逼
老番茄这句太好听啦
物业敲门
财大NB
好棒啊这一段
财大牛逼
上学威龙上学威龙！！！
;学讲广东话：
财大nb
啊啊啊啊啊啊啊啊啊好喜欢啊啊啊啊啊
财大牛逼！！！
青岛教父帅啊
牛逼！！！“！！！！！”
你们的百大奖杯就是这样用的吗hhhhhhhhh
草哈哈哈哈哈哈
这里的切切太帅了！！！
财大nb！！
切切切切切切帅
牛牛牛
财大牛逼
太牛啦
热乎的
毕业啦！
小马好帅
哈哈哈哈哈大哥憨憨
所以你写了个100是吗
卫龙打钱
毕业名场面 财大nb
哈哈哈哈哈哈这里好好笑，感觉他们很开心的亚子
三连不保
财大NB！！
拿走 拿走~ 币拿走
高级
白卷满分，牛（doge
好可爱啊啊啊啊啊啊啊
这两句英文超好听啊啊啊啊
这卷子我做过！
爽了哈哈哈
牛的
对称痣？
财大nb
好   腰
啊啊啊啊啊啊啊啊
真·学霸
《故事写作大师班》
切切好可爱啊啊啊啊
财大nb
青岛教父！
出道音乐区吧
太棒了！
财大nb！
财大nb———！！！！
造型满分！！！！！
青岛教父
文化科强化训练！！！
啊啊啊啊太帅了这个侧脸
《学 说 广 东 话》
宝山区高三数学第一学年期末质量抽查试卷
宝山高三数学二模草
可爱可爱可爱死了
财大牛逼
2020宝山区高三数学第一学期期末质量抽查试卷
可以的强啊啊
开封菜出来挨打
明明这么好笑我却6眼泪了
帅气!
金  马  奖
啊啊啊啊啊啊啊啊啊好帅！！！！！
某幻牛逼！番茄牛逼！
热乎
ohhhhhhhhhhhhhhhhhhh
考场赌神有被内涵到
开头见各位
这个手我爱了
母舰
！切切唱的太好听了！！！
茄茄睫毛精55555
财大NB
考神组保佑我！！三天后中考加油！！！最好的毕业！
幻茄nb！
哈哈哈哈哈哈哈
哈哈哈切切没有小马那么自然 好嫩啊
哈哈哈哈哈哈哈哈哈
小升初冲冲冲！全县前三百名要有我啊！
上学威龙！
砸我干什么！？
再  来  亿  遍
《学说广东话》
财大牛B！
财大NB！！
好乖
这句超好听！
母哥！！
马不停蹄
超励志！
啊啊啊啊啊啊
马哥怼得爽！
【怀疑切切有夹带私货】【doge】
做过！
青岛教父！
数字（指广东话）
每次刷都有不同的弹幕
马哥nb！！！！！！
这个转场太帅啦!
马哥好帅啊
牛牛牛牛牛
一个白卷成为满分试卷的故事
前方高能
量子速读哈哈哈哈哈哈哈
财大nb！！！
前方高能啊！！！
“斤”的尾音太好听了啊啊啊啊啊啊啊啊！！！
金   马   奖
上学威龙
ohhhhhhhhh
Eh Oh
一哥の锤桌
茄茄！！！！
斤~~~~
财大nb！
财大nb
这段太帅了卧槽我昏了
财大NB
茄茄好腰！！！！
上学威龙卫龙辣条
牛逼
财大nb！
威龙！再好吃也比不上麻辣王子的滋味
财大nb！
马哥吃东西嘴巴好可爱
来了来了
冲冲冲！
哈哈哈哈好像登场时的拳击选手
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
爽！
人类迷惑行为
秀的我头皮发麻!!
财大nb！！！
春风得意马蹄疾
量  子  速  读
青岛教父！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我终于毕业了
茄哥转都是百大奖杯!
财大NB
斤～～～～
《学 渣》
牛！马哥发声了233
财大nb
爽！
财大nb
热乎的！
oh damn——！
被铃声支配的恐惧
切切英语太好听了吧——
打钱！！！！！
怒音帅炸！！！
55555可爱鬼
我不断狂奔，是希望从此甩掉人们的偏见
词好棒
马爷好拽www
Oh damn！
青岛教父
再来亿遍
！！！！！！
啊啊啊啊啊！
草宝山区的孩子开心了！
斤！
马哥好帅！！！！！
借你吉言我会上柳高金榜题名！
绝了绝了
财大NB
帅帅帅帅帅帅帅帅帅帅帅
歌词好棒！
财大nb!!
啊啊啊啊啊青岛教父
返 祖 现 象
我特别关心了个寂寞
想必每个上海学生都做过这套卷子吧
我好爱这两句！！！！
已三连
量子速读法
老量子力学家了兄弟
吽阿！
哈哈哈哈哈哈哈哈哈哈哈好憨啊这段
太牛了青岛教父！！！！
财大nb
马了顶大
财大nb！！！
这段写的太好了啊啊啊啊啊啊啊
《文化课强化训练》
财大nb！！！
我爱了
帅帅帅帅帅帅帅帅帅帅帅帅！！
他们俩玩的是真的开心
财大nb！！！
法老某幻好兄弟
ohhhhhh这段被感动到啊
诶娇羞
财大nb！
茄茄！！
青岛教父
哈哈哈哈哈哈
欢迎回来
财大nb！
太绝了
春风得意马蹄疾
米菲兔！我小时候也有这样的笔
财大
再来一遍！第一遍光顾着看人了
梦幻联动
财大nb！
好帅卧槽！！！！
啊啊啊啊啊！！！
这个diss好爽！！！！
财大nb！！！
财大nb！
法老排面啊哈哈哈哈
茄茄好可爱
ohhhhhhhh
啊啊啊啊啊啊啊啊这一段两人爆炸帅气！！
财大nb！！！
太可爱了
太带感了我已经听了八百遍了
财大NB
ohhhhhhhhhhhhhhhhh
保安打钱
《学说广东话》
马哥nb
财大NB
财大nb！！！
小马真的好帅啊啊啊啊啊啊啊啊啊啊
太棒了你们！！！
春风得意马蹄疾
量   子   速   度
词真棒
财大nb
hhhhhhhhhhhhhhhhhh
笑的太甜了
正片开始！
爽！！！！！！！！！！！1
每天一遍，清华相见
杨秋儒耶
财大nb
SHOWTIME！
财大nb
马哥我可以！！！！！
