coin,favor,forward,list,name,thumb,view
83330000.0,41000.0,80190000.0,"摄影,旅游,生活,出行,童话故事,生活记录,情感,治愈,风景,记录,秋天",“这大概就是童话故事里的秋天吧”,81000.0,430000.0
24000.0,81870000.0,11000.0,"Doinb,姿态,UZI,LPL,英雄联盟,搞笑,游戏,电子竞技,游戏赛事,电子竞技,游戏,GNR,LBL",四视角看LBL撞车GNR，众神之战爆发，战歌接连响起，年度最强组排！,54000.0,1259000.0
12400000.0,16000.0,17000.0,"绘画,搞笑,生活,搞笑,搞笑研究所8.0,龙图",这嘴巴有鼻子有眼的,88000.0,867000.0
39000.0,84940000.0,44170000.0,"英雄联盟,搞笑,游戏,电子竞技,电子竞技,TheShy,MOBA",兄弟游戏【TheShy的奇妙冒险03】,66000.0,635000.0
6550000.0,62640000.0,4780000.0,"绘画,生活,绘画,手写",要开始跟我动真格了是吧？,119000.0,1304000.0
14300000.0,43220000.0,22970000.0,"杨迪,搞笑,生活,搞笑",妈妈！我要吃柚子！（不是我！！）,116000.0,727000.0
35000.0,21000.0,23700000.0,"搞笑,游戏,单机游戏,黄金矿工,战马,娱乐,老番茄,沙雕",惊慌矿工,217000.0,2026000.0
65290000.0,23800000.0,1390000.0,"社会,兵哥哥",他说，怕自己的脸影响军人形象，怕媳妇儿看到，你愿意为这样一张脸点赞吗？致敬，辛苦了！,122000.0,727000.0
14000.0,89890000.0,2380000.0,"喵星人,萌宠,动物圈,喵星人,黑猫,动物观察局·心动的信号",捡到一只黑猫警长,154000.0,747000.0
16480000.0,11000.0,11000.0,"游戏,单机游戏",笑不活了,80000.0,932000.0
9740000.0,42530000.0,15620000.0,"生活,搞笑,搞笑研究所8.0",80岁了就别像个小孩子一样抢菜了,107000.0,1222000.0
3910000.0,63670000.0,15130000.0,"汪星人,萌宠,动物圈,汪星人",护食这方面我没服过谁,106000.0,984000.0
40000.0,11000.0,90840000.0,"DOTA2,开箱,搞笑,生活,搞笑,幽默,刀塔2,记录,周边,TI11",我们提前拿到了Ti11的周边...,59000.0,656000.0
20000.0,43020000.0,35590000.0,"游戏,电子竞技,电子竞技,徐老师,无奈,建议,聊聊,elo,elo机制",聊聊令人深恶痛绝的elo机制，无奈，我们只有一条建议,66000.0,837000.0
9260000.0,17000.0,2950000.0,"法律,短片,影视,小剧场,原创,剧情,短剧,B站小剧场3.0",还敢敲诈勒索，这波可还刑？,205000.0,1449000.0
43420000.0,18000.0,31630000.0,"4K,原神,时尚,仿妆cos,cos,珊瑚宫心海,心海",你一定没见过真正的五星观赏鱼,102000.0,557000.0
30050000.0,23000.0,13970000.0,"绘画,生活,绘画,原神UP主激励计划,雷电,母子,将军,毛笔,散兵,雷电将军",alticute:毛笔浅画一下雷电将军母子,132000.0,391000.0
63490000.0,25000.0,46790000.0,"鬼畜,鬼畜剧场,朕宰了你,父慈子孝,雍正王朝",父慈子笑,116000.0,700000.0
15000.0,77000.0,31000.0,"喵星人,萌宠,动物圈,喵星人,强迫症,萌萌哒,铲屎官,云吸猫,动物观察局·心动的信号",原来猫猫也有强迫症！,494000.0,3983000.0
61000.0,77530000.0,24580000.0,"婚礼,情侣,摄影,生活,搞笑,写真,恋爱,婚纱,情感,日常,搞笑研究所8.0,Vlog",玩大了，明天就结婚了，婚纱拍成这样能用吗,57000.0,1002000.0
41960000.0,31000.0,31300000.0,"绘画,搞笑,生活,绘画,二次元,动画,魔性,可爱,王七叶,搞笑研究所8.0,躲闪摇",躲闪摇!但是二次元,128000.0,1233000.0
55200000.0,22000.0,53060000.0,"原神,生活,日常,枫原万叶,Cosplay",进来看万叶教你丝滑转刀,114000.0,510000.0
28050000.0,14000.0,24000.0,"萌宠,动物圈,动物综合,仓鼠",考研，但书被吃了……,88000.0,992000.0
72280000.0,25000.0,32940000.0,"生活,出行",趁着国庆终于有机会到南昌好好旅游了，除了好好放松，当然也要狠狠记录啊！,286000.0,2588000.0
16760000.0,96120000.0,12000.0,"喵星人,萌宠,动物圈,喵星人,小猫咪,铲屎官,萌萌哒,云吸猫,金渐层,动物观察局·心动的信号",别被网络上的猫骗了，这才是真实的猫叫🤣,95000.0,1907000.0
57000.0,84570000.0,11260000.0,"影视,影视杂谈,冰与火之歌,经典,权力的游戏,影评杂谈,美剧神作,权力的游第三季,高分美剧,美剧解说,龙之家族",【阿斗】血色婚礼名场面来袭，堪称美剧反转之最！美剧史诗巨作《权力的游戏》第12期,75000.0,683000.0
11000.0,16000.0,21920000.0,"宁静,电影解说,历史,影视,影视杂谈,国产电影,国产,电影,经典电影,红河谷,冯小宁,电影奇遇记之秋季大赏",25年了，我们再也拍不出这么轰轰烈烈的故事了，一部国产史诗电影！《红河谷》,83000.0,1728000.0
26000.0,13000.0,29000.0,"暴雪,守望先锋,游戏,网络游戏,电子竞技,雾子,守望CG,守望动画",《守望先锋》“归来”动画短片：雾子,69000.0,1503000.0
84000.0,30000.0,23180000.0,"牛排,牛肉,烧烤,4K,厨艺,家常菜,美食,美食,美食制作,美食制作,生活,和牛",和牛战斧天花板,172000.0,1966000.0
97000.0,56000.0,26000.0,"国风音乐,中国风,原创歌曲,LPL,英雄联盟,音乐,原创音乐,游戏赛事,电子竞技,LOL,原创曲,赛事,S12全球总决赛,2022全球总决赛,S12",【非官方S12主题曲】-《天选》中国风燃曲为LPL加油！,108000.0,2437000.0
15580000.0,20000.0,23000.0,"生活,搞笑,恐怖,恶作剧",胆小者勿入,114000.0,1343000.0
169000.0,152000.0,68000.0,"鬼畜,搞笑,鬼畜,鬼畜调教,逗比,鬼畜素材,高能,熊孩子,洗脑循环,小学生,每天一遍,家长,蜜汁带感",⚡每天一遍，家长升天⚡,899000.0,5736000.0
121000.0,24000.0,43810000.0,"古风,人文,知识,人文历史,颜值,曹植,传统文化,朗诵,古诗词,洛神赋",中文系小伙走火入魔，在洛河里背诵《洛神赋》,118000.0,759000.0
68580000.0,22000.0,11000.0,"科学科普,诺奖",万万没想到啊！今年物理诺奖是量子纠缠啊，这太炸裂了啊！,217000.0,2406000.0
18000.0,19000.0,29220000.0,"跑车,机械,汽车,搞笑,汽车,汽车生活,奇葩,宝马,生活,搞笑研究所8.0,小潮院长",800W粉丝UP主开什么车？小潮院长新车首秀！,89000.0,1271000.0
22000.0,85260000.0,1530000.0,"喵星人,萌宠,动物圈,喵星人,铲屎官,猫咪的疑惑行为,分享,宠物,故事,战友,职业,动物观察局·心动的信号",出差回家发现三只猫都中毒了！连夜送去抢救才活下来到底谁干的？,118000.0,818000.0
20000.0,85030000.0,10920000.0,"王者荣耀,游戏,电子竞技,电子竞技,阿三,清酒,的的,MOBA,铁根,忘川,nono,养猪流",真假养猪流,150000.0,1269000.0
36000.0,14000.0,25000.0,"原神,游戏,手机游戏,手机游戏,抽奖,抽卡,氪金,欧皇,国服,赛诺,棉花大哥哥",国服也有十连五金啦！！,80000.0,1078000.0
30000.0,36000.0,13000.0,"动画,短片·手书·配音,西巴老码,c8,shakeit",[菊草TOON]被兽人奴隶抓住的贵族,78000.0,865000.0
8660000.0,11000.0,15920000.0,"延时摄影,生活,日常,校园,男生宿舍,太阳花",男生宿舍，当你有一个喜欢种花的室友,128000.0,762000.0
15000.0,47000.0,50460000.0,"家常菜,美食,美食,美食制作,美食制作,美食教程,香菜,美味,简单美味,简单,牛肉的做法,香菜拌牛肉",除了追着牛啃，还有比《香菜牛肉》更简单的牛肉的做法了吗？,150000.0,1145000.0
33000.0,54000.0,23000.0,"小剧场,原创,自制",红墙下的南风,347000.0,2648000.0
33000.0,77000.0,8940000.0,"动漫杂谈,动画,动漫杂谈,童年回忆杀,童年回忆,经典,综漫,汤姆,杰瑞,炫富,逆水寒OL",汤姆家到底多有钱？贫穷限制了我的想象！,91000.0,2789000.0
18000.0,44000.0,19660000.0,"是在下输了,小游戏,独立游戏,搞笑,单机游戏,游戏,单机游戏,独行侠,沙雕,虚假广告",当你尝试将虚假广告做成游戏...,188000.0,1943000.0
49720000.0,21000.0,39670000.0,"鬼畜剧场,鬼畜,搞笑,鬼畜,鬼畜剧场,搞笑视频,朕宰了你,雍正王朝,沙雕,难说",全员奸臣,121000.0,1291000.0
95000.0,95200000.0,25650000.0,"英雄联盟,游戏,电子竞技,电子竞技,LOL,云顶S7.5,三星泰拉,佐伊,泰拉,香菇滑鸡",所以这波吃到天使大招的土龙，会有多帅？,87000.0,836000.0
49000.0,64220000.0,28030000.0,"日常,医疗,正能量,医院,医生",截瘫消防员急需救命治疗，全网寻找这几位医生教授！！！,132000.0,889000.0
63920000.0,38000.0,13990000.0,"日常,情感,感情",我点高香敬神明抵我心中意难平,130000.0,398000.0
38000.0,52690000.0,16270000.0,"搞笑,生活,日常,古惑仔,漠叔,去你家吃饭好吗第二季,海南,香港",本地帮会太有礼貌！香港古惑仔带老婆来海南做客，漠叔买车票送站。,116000.0,1070000.0
46230000.0,44390000.0,11010000.0,"生活,搞笑,原创,生活记录,日常,逗比,娱乐,恶作剧,打脸,沙雕,真香",现在好了！就连最后的灯也熄灭了！,158000.0,1185000.0
34670000.0,14000.0,54150000.0,"美国,吃货,美食,美食,美食记录,餐厅,薯条,美式,国外美食,Vlog",今儿去打卡拉斯维加斯一家美式薯条餐厅！你们觉得这100刀花的值吗？,197000.0,1317000.0
34000.0,28000.0,35360000.0,"时代少年团,娱乐,明星综合,TNT时代少年团",【时代少年团】《浅炸一下吧！》01：重新相聚的时刻,125000.0,1680000.0
48130000.0,18000.0,11000.0,"娱乐,明星综合,生活,原创,幽默,知识",国庆第二天，给大家普及一个知识,171000.0,1365000.0
28000.0,10000.0,18430000.0,"脱口秀,知识,社科·法律·心理,趣闻,解说,搭讪,心理,奇葩,慧小媛,朕宰了你,1818黄金眼",物业大哥搭讪富二代女大学生业主？难说！【慧小媛】,129000.0,1208000.0
16000.0,29830000.0,38550000.0,"运动,健身",比完了，级别第五，对手很优秀，我继续努力，谢谢各位粉丝的支持。,159000.0,1898000.0
