了却君王天下事，赢得生前身后名，可怜白发生！！！
辛弃疾！
小楼昨夜又东风，故国不堪回首月明中
辛弃疾要来了！
杜甫！
我又来了！！
良辰美景奈何天
魏晋风骨！
关马郑白：？？？？？？？？？？
杨柳岸晓风残月
混沌未分天地乱，茫茫渺渺无人见！
一曲广陵散！悠悠天地间！
史记呢？
汉文的报道哈哈哈
人生自古谁无死，留取丹心照汗青！
会挽雕弓如满月，西北望，射天狼
大宋牛笔
汉语言来了
没有三曹啊
宋朝如果不亡
up剪的真好
我是世间闲客，此闲行！
衣带渐宽终不悔！为伊消得人憔悴！
小楼昨夜又东风！
大唐盛世！
应是天仙狂醉！乱把白云揉碎！
三国志有了没有史记？？？
唉
时间错开了？
大宋
大宋快了
李白
我来了！
文学史
威武赵氏嬴政
盲猜纳兰性德
默念苏东坡李易安
理科生在线报道
终于看见有关李杜的事件了
大宋
这次一定
好！
我的苏轼呢？
李白呢？
真的超爱哇！！！！！！
选课历史的来报道
这是不少了一位错生帝王家的   李煜
宋粉报道！
鸡皮疙瘩
中国历史上最黑暗的时期之一
众里寻他千百度，蓦然回首，那人却在灯火阑珊处。
桃花坞里桃花庵，桃花庵下桃花仙
理科生在线报道
想当年，金戈铁马，气吞万里如虎！
燃
《典论》不应该没有……
先秦这篇幅不对吧，太短
一点浩然气，千里快哉风
此情可待成追忆，只是当时已惘然！
玉勒雕鞍游冶处，楼高不见章台路！
世人笑我太疯癫，我笑他人看不穿
大江东去浪淘尽，数千古风流人物
此去经年，应是良辰好景虚设
流水落花春去也，天上人间！
倚门回首，却把青梅嗅
故国不堪回首月明中
千里江山图嗷嗷嗷
天下一统唯我始皇
为啥古代留名千古的都是文人？
竹声新月似当年
天生我材必有用，千金散尽还复来！
故国不堪回首月明中！
汉语言文学专业 路过
四十年来家国，三千里地山河
从嘉呜呜呜呜呜呜呜呜我心碎了
敬创作
我后主啊呜呜呜呜呜呜呜我从嘉啊呜呜呜呜
醉里挑灯看剑
柳七
人生自古谁无死，留取丹心照汗青。
小舟从此逝，江海寄余生。
山河破碎风飘絮，身世浮沉雨打萍
西北望，射天狼
人生自古谁无死，留取丹心照汗青
千里江山图！！
我大唐！！！
从嘉！
寻寻觅觅，冷冷清清，凄凄惨惨戚戚
唐伯虎逝世是1524年
廠召伯虎
汉语言文学在此
汉语国际教育专业报道
趙生
人生在世不称意，明朝散发弄扁舟
易安啊…此番愁，才下眉头，却上心头。为何那番执著
肠断白蘋洲
飞光飞光，劝尔一杯酒
芙蓉如面柳如眉，对此如何不泪垂
济南二安：（
醉翁之意不在酒
\
众里寻他千百度，蓦然回首，那人却在灯火阑珊处
你币有了
剪不断，理还乱，是离愁，别是一番滋味在心头。
知否，知否，应是绿肥红瘦
嗷嗷嗷嗷！BGM九州同燃爆！
汉文专业报道
老之将至
这才是文学，hhhhhh
漏掉了一些东西
有志者，事竟成，破釜沉舟，百二秦关终属楚。苦心人，天不负，卧薪尝胆三千越甲可吞吴
大唐开始衰落，封建王朝开始走下坡路
捍天下，守一城
清朝前期是好的，但乾隆后面……
词真的好
驱除鞑虏恢复中华，反清复明
不愿鞠躬车马前，但愿老死花酒间
妖猫传
敬文学
bgm好熟悉
还我大宋
乍暖还寒时候，最难将息
兄弟们一起把鲁迅打了平板
白马寺——佛教霍乱
为了鲁迅来的的
看着好想哭
便从有千古风情，更与和人说？
何须浅碧深红色，自是花中第一流
忍把浮名，换了浅酌低唱。
汉唐儒家公羊派
汉唐
钧天奏兮列丹墀，俄翩翩兮凤凰仪。敛翱翔兮栖梧枝，彼观德兮直为我辞。
王莽不是篡位
九 州 同
落花还似飞花，也无人惜从教坠。
中文系学生前来报到
九州同
陛下
“杀贼！杀贼！”
江浙人有骨气！！！
情不知所起，一往而生
众星陨落
争渡争渡，惊起一滩鸥鹭
历史学的来
归去，也无风雨也无晴。
敬文学
竹杖芒鞋轻胜马，谁怕，一蓑烟雨任平生。
粮绝，食人而战
岑参也莫得
君问归期未有期，巴山夜雨涨秋池
江南好，风景旧曾谙。
天地有正气，杂然赋流形
看来高适不配
斯是陋室，唯吾德馨
国家不幸，诗家幸
汉语言文学报道
我的从嘉啊
鬼见条
字体好看
前面的，人家喊自由你为啥想骂人?
杨雄表示不服
文化盛世要来啦
国家宝藏！！！！
我个理科生
嘉上边是个士吧 这看上去怎么像个土
年少不知愁滋味
文选和玉台新咏呢
一蓑烟雨任平生
文章太守，挥毫万字，一饮千钟。
三张二陆两潘一左？
七体不配？
不多bb，我先赞后看
故国不堪回首月明中
渐渐下坡路音乐也是
汉语言文学在此！
知死必勇
6@@@
汉语言文学＋1
唐朝之后是五代十国，之后才到北宋文兴
林花谢了春红，太匆匆
唉
弹幕素质堪忧啊
虽不能至 心神往之
汉书
日语专业也来了，我爱祖国
给说文排面
小时候一说反清复明就笑了，现在一说就哭了。
敬文学敬创作敬自由
落霞与孤鹜齐飞，秋水共长天一色！！！！
大清亡了
网名鼻祖兰陵笑笑生
妈耶，鸡皮疙瘩全起来了
6666
悍将张巡
bgm九州同！
诸位，清朝区疑似有诡，欲辩请三思吾等因何沦落至此
盛衰之理，虽曰天命，岂非人事哉？
关汉卿呐
为赋新词强说愁
bgm九州同
从天上来的神仙回到了天上
问君能有几多愁
敬文学，敬热爱，敬自由
满清
大师兄一路走好！
敬文学
永乐大典既然前边没有，后边1900必须给安排上
火钳刘明
想到温庭筠我就想到鱼玄机……(≖_≖ )
唢呐牛逼
BGM是什么呀？
读过 那三本  再 读下 《了凡四训》就看淡了
五代不提也罢
对外汉语专业前来报道
汉语言文学报道
最后拱手让给h人
理科秃头生报道！
蓦然回首，那人却在灯火阑珊处
西游记 出自明朝   别被骗了
是我大宋的千里江山
bgm好评
火钳刘明
明朝不是驱除胡虏，恢复中华吗
十年生死两茫茫，不思量，自难忘
这次第，怎一个愁字了得
只恐双溪舴艋舟，载不动，许多愁
臣心一片磁针石，不指南方不肯休
云想衣裳花想容
盛世啊
bgm好评！！！
人生如逆旅， 我亦是行人
竹     林       七      贤
象王行
汉语言文学前来报道
BGM是九州同诶
王安石……看完苏东坡传，就感觉是个很有自己目标的……怪人。
似曾相识燕归来
盛世大唐
九州同？
呜什么呜，人生百年有生就有死
汉赋唐诗宋词元曲明清小说  
文科生来了！
生当作人杰，死亦为鬼雄
亚非语言文学路过
南北朝呢
杨柳岸晓风残月呜呜呜呜我哭得好大声
嵇康啊啊啊啊啊男神啊
简介有说是历史与文学好吗
无用之用，是为大用
抓紧时间3连！！
本草！
苏粉团！！！
还真有人说宋弱，没读过书吧？
见字如面见字如面
满清误国三百年
为许学打call！
误国的来了
我擦 永乐大典呢
大唐盛世！！
九洲同啊！
千古第一才女！！！
八百里分麾下炙，五十弦翻塞外声
别看的太入迷！！记得三连呀！！
周易呢
历史学来了！
晚来天欲雪，能饮一杯无？
文章太守，挥毫万字，一饮千钟
唐伯虎
知否？知否？应是绿肥红瘦。
我的介甫啊啊啊qaq
南八，男儿死而，不可为不义屈!
情不知所起，一往而深
唢呐，起
四十年来家国，三千里地山河
四库全书
浑身鸡皮疙瘩
BGM 少年游
Bgm 少年游
情不知所起，，一往而深
试问卷帘人，却道海棠依旧。
史地生报道
我大宋qaq
桃花庵里桃花仙，桃花仙人种桃树，又摘桃花换酒钱
还果然是文史不分家啊
小舟从此逝，江海寄余生
小人吴之荣
三连三连
叔夜叔夜
英年早逝
众星陨落
自由！
李杜？苏轼？
诗三百，思无邪
司马迁太史公
情不知所起，一往而深
我恨清之所有统治者
关山难越，谁悲失路之人；萍水相逢，尽是他乡之客
呃前面的 曹老板是曹操不是阿植
隋唐演义！
直道相思了无益 未妨惆怅是清狂
世人笑我太疯癫，我笑他人看不穿
人生自古谁无死，留取丹心照汗青
千里情怀缩于咫尺之间
刘邦赢了啊……
现代的中国一定要更好的被传播！！！！
汉语言文学学生前来观看
暗淡轻黄体性柔
最喜欢的诗人
苏轼留名！
金瓶梅真是被世俗所耽误的一本好书，其文笔不输古今任何一家
人生自古谁无死，留取丹心照汗青
北宋！
甄嬛传学者 这是第一集开头节选
富春山居图啊
爱中国文学文化的英专生来了
晓风残月
昭昭有唐
金瓶梅真是被世俗所耽误的一本好书，其文笔不输古今任何一家
吹爆金瓶梅
说文解字是文字学方面的
闯贼
安史之乱是整个中华文明的转折点
南北朝都没有hh
玉台新咏这些怎么没有啊……
天地有正气，杂然赋流形。
并不是很专业啊
女皇陛下！
黄袍加身
记下来，要考
大宋
敬文学，敬自由
金戈铁马，气吞万里如虎
我就想看看唐宋那么多你怎么说哈哈哈哈
大唐
仰天大笑出门去，我辈岂是蓬蒿人
我真无语，都是小学生吗？九章算术怎么不是文学作品了？
惊觉相思不露，原来只因已入骨
爱文学 爱自由
醉里挑灯看剑，梦回吹角连营
竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生！
落花流水春去也，天上人间
大弦嘈嘈如急雨，小弦切切如私语
我大唐盛世
翩若惊鸿，婉若游龙
逐渐偏离主题23333
文学要有理想，不应该只有理想
敬文学
呜呜呜白居易
终于有人把我老白剪进来了！！
真的停滞数百年
昨夜雨疏风骤，浓睡不消残酒。试问卷帘人，却道海棠依旧。知否，知否
昨夜雨疏风骤，浓睡不消残酒。试问卷帘人，却道海棠依旧。知否，知否
此情无计可消除，才下眉头，却上心头
壮哉我华夏儿女！
牡丹亭！
生当作人杰，死亦为鬼雄。
众星陨落
火钳刘明
寄蜉蝣于天地，渺沧海之一粟
针线闲拈伴伊坐
臣心一片磁针石，不指南方不肯休
我来给嵇康一发！！
学文学的建议多读点历史
太多名人了
叶赫那拉布喜娅玛拉
冲冠一怒为红颜
拍案惊奇
他人笑我太疯癫我笑他人看不穿
为赋新词强说愁
争渡争渡惊起一滩鸥鹭
情不知所起，一往而深。
众星陨落
白白
却道天凉好个秋
醉里挑灯看剑，梦回吹角连营。
我李白杜甫呢
诗仙太白
抚州临川在此
桃花源记！！！
介甫!
生当作人杰，死亦为鬼雄！
大庇天下寒士俱欢颜是杜甫的
挟飞仙以遨游，抱明月而长终。
唐朝好厉害
呜呜呜我的苏轼
林花谢了春红，太匆匆。
牛啥呀，大三历史学专业报道
纪晓岚修四库全书，修少毁多，很多经典流失
醉里挑灯看剑
bgm九州同
小舟从此逝，江海寄余生。
这个音乐啊啊啊啊啊
脑门心哦祭侄文稿
槐树
多情自古伤离别，更那堪，冷落清秋节。
忍把浮名，换了浅斟低唱
火钳刘明
安能摧眉折腰事权贵，使我不得开心颜！
汉语言文学专业报道！
我要用0.5倍速
一蓑烟雨任平生！！
也无风雨也无晴
江西人拥有姓名！
跨考文学报道
何曾南归
此物必将大行于世也
后主啊啊啊啊啊啊啊
汉皇重色思倾国  御宇多年求不得
啊啊啊啊啊李煜
立一个小目标提到的书都看一遍
时间呀你慢慢走
九州同啊啊啊啊
卧槽！我弟的李时珍夜宿古寺的背诵还没检查
有一说一 都很好看
桃花庵
BGM：少年游
王希孟！！！
执手相望泪眼  竟无语凝噎
早看到历史我也不会那么差了
李煜啊啊啊啊啊啊
九州同！！
科举的画面建议换掉
西游记！！！！
我讨厌清朝
这里我看得头皮发麻
默念苏东坡苏东坡
不知更几百年后，方有此等人物
自由
三连了
文科生报道(๑•ั็ω•็ั๑)
bgm好像唢呐吹的呀~
参见陛下
竹林七贤！！！
嵇康
我好西方这个up主！
关汉卿
沈梦溪
这不是崇祯吗
吼吼吼！
戏曲盛世
一点浩然气，千里快哉风！！
王师北定中原日，家祭无忘告乃翁
万国志 冯梦龙，李药师，李时珍
稼轩先生
恭迎女皇大人
女皇大人
牡丹亭好！！！！！？
思想不灭，文学自由
参见陛下
参见陛下
生当作人杰，死亦为鬼雄，至今思项羽，不肯过江东
此心安处是吾乡
陆游呢。。
复西域千年失地!!!
王阳明？
本草纲目收集中药最多的书
苏轼排面！！！
牡丹亭！！！
给大宋排面！！！
真的是群星陨落
官场黑暗，三言两拍
情不知所起，一往而深
世人笑我忒疯癫我笑他人看不穿
祝我2020上岸！
醉里挑灯看剑，梦回吹角连营
有王阳明啊
人生自古谁无死
忧劳可以兴国 逸豫可以亡身
李白!
赵构莫须有想拍死
清明上河图
孔曰成仁，孟曰取义，惟其义尽，所以仁至。
天荒地老英雄丧，国破家亡事业休。
确实，送朝也能吹？
都是文化人
绣口一吐，就是半个盛唐
我的王阳明呢
心似已灰之木，身如不系之舟。
青山遮不住，毕竟东流去
沈括梦溪
问君能有几多愁
三连
雨霖铃
文史哲不分家啊
中文专业报道
中医梦想者哭了
情不知所起，一往而深。
九章算术牛逼！
"斜阳草树,寻常巷陌,人道寄奴曾住"
啊丽娘
曹老板！！！
"今宵酒醒何处?杨柳岸晓风残月。此去经年,应是良辰好景虚设。便纵有千种风情,更与何人说?"
诸 神 黄 昏
千里共婵娟
月有阴晴圆缺，人有悲欢离合
千古一词帝  可惜生在帝王家
白嫖失败
且将新火添新茶，诗酒趁年华
我明朝君王
I have a look!
我哭了
这滴泪！我哭了啊
春风得意马蹄疾，一日观尽长安花。
这段看得让人难过
汉语太强了
参见陛下
666
最好的时代
苏轼啊
文心雕龙呢
大清也要拥有弹幕
大唐盛世！！！！！！！！！！！！！
这个唢呐！NB
典论 论文 史记呢？
苏轼：？？？？？？
我当斩龙足嚼龙肉
火钳刘明
第一个起网名的人
稼轩排面！！！！
了却君王天下事，赢得生前身后名
汉语言文学在读生报道
理科生来了
汉语言文学专业生报到！！！！
我有一个想法，为这些人物制作动画片
唢呐好评
李煜
现当代文学来了
我最喜欢的皇帝
来自汉语言文学专业妹陀的一键三连请收下
还我中华
大医精诚
汉语言文学专业报告
离恨恰如春草，更行更远还生
旻min
沈括！
大唐啊！！
魏晋风骨必须有排面！！！！
真是怂
霸王！
给六一排面！！！
小人？？？行行行，刚愎自用就是英雄好了吧
火钳刘明
汉语言文学专业来报道！
汉语言文学专业路过
大宋颠峰！
花面逢迎，世情如鬼
历史专业的来了
叫一声大圣，永远都是大圣
小舟从此逝，江海寄余生!
人生自古谁无死，留取丹心照汗青
落霞与孤鹜齐飞，秋水共长天一色
108好汉
想当年，金戈铁马，气吞万里如虎。
这个故事还没有完结
文科生报道
孱弱两宋，可惜了
上兵伐谋！
唐代三绝是李白诗歌，裴旻剑舞，张旭草书。
火钳刘明
醉里挑灯看剑，梦回吹角连营
敬文学！
江晚正愁予，山深闻鹧鸪
耻辱来了！
这封面像另一个中华历史年表啊
易安呢易安呢
目前我知道最早的中国文学是三坟五典八索九丘
⑤泪目
剃发易服
你币有了
一将功成万骨枯
三言二拍能让我把好多故事的出处弄错。。。
前面问为什么还要算数的，是不是五年级的小弟弟
间关莺语花底滑 幽咽泉流冰下难
道德經呢
回眸一笑百媚生 六宫粉黛无颜色
汉语言文学专业报到
车如流水马如龙的小宋
奉旨填词柳三变
我不求人富贵，人需求我文章
我也是汉语言专业
参加陛下
提携玉龙为君死
自由
恭送盛世
火钳刘明！！！
排面
良辰美景奈何天
真的特别喜欢汉赋
醉翁之意不在酒
此情无计可消除，才下眉头，却上心头
三言二拍
刘亦菲！！
我也哭了呜呜呜呜
吾中华文明，绵延不绝，历久弥新
衣带渐宽终不悔，为伊消得人憔悴
莫道不销魂，帘卷西风，人比黄花瘦
大怂
盛世闭幕
一叶浮萍归大海，人生何处不相逢
我报路长嗟日暮，学诗谩有惊人句
纵有千种风情，更与何人说
人生自古谁无死，留取丹心照汗青
知否，知否，应是绿肥红瘦
一夜鱼龙舞
风入松
我找到了！以前文字课放过这个视频！太棒了！
放收藏了
诸神黄昏
吹爆李时珍！
便纵有千种风情，更与何人说？
安能使我摧眉折腰事权贵，使我不得开心颜？
问君能有几多愁，恰似一江春水向东流
此情可待成追忆，只是当时已惘然
ky下阮籍，爱惨！
什么剧啊
此日六军同驻马，当时七夕笑牵牛
爱了爱了！！！
不知道为什么，看到这些时间的变迁特别感动，好像你走过悠悠岁月，但一直是孤身一人
此去经年
奉旨填词柳三变！
给虞姬姐姐排面
未若柳絮因风起，撒盐空中差可拟
女皇女皇！
世说新语！排面排面！
要我币有何用
创作ziyou
李存勖哭了
自由
牡丹亭经典啊！昆曲不倒！
诗经三百篇必须要拥有姓名啊！！！
汉语言在此！
……世外桃源……
月上柳梢头，人约黄昏后
文史不分家
倚门回首，却把青梅嗅
…… 世外桃源……
蓬莱文章建安骨
扬雄没有？
白哥排面！！！
给我们项羽哥哥排面！！！
这个三绝，不应该是李白的诗嘛
hzeg
敬西游记1551
稼轩文武双全
诸神黄昏，诗国永眠
阡陌交通，鸡犬相闻
唐代三绝不是李白的诗吗
知否？知否？应是绿肥红瘦。
别人笑我忒疯癫，我笑别人看不穿
千机
仙人有待乘黄鹤，海客无心随白鸥
敬创造自由
科举制来了
桃花仙人种桃树，又折花枝当酒钱
西游！
东坡
关山难越，谁悲失路之人。
昭明文选呢
给女帝排面！！！
众神陨落
王守仁啊
李白就葬在我们这里……下次再去陵园看看吧
张衡抒情
给三国的排面！
昭昭大唐
创作不止！！
这次一定
缺失很多重点作品大哥你是业余的吧
汉语言文学专业毕业生前来报道
精明落泪
何当共剪西窗烛，却话巴山夜雨时。
文艺学来了
汉语言报道
火钳刘明
长安有男儿，二十心已朽。
李白也是这年死的
此生不悔入中华，来世还在种花家
辛哥呜呜呜
牛逼
什么叫文化大国！
我觉山高，潭空水冷，月明星淡。
我也莫名其妙看得好难过
 在b站学历史
靠哭了
秦观呢呜呜呜
背景错了，李煜是毒死的不是上吊
默念李煜，李煜啊
林花谢了春红，太匆匆
飞光飞光，劝尔一杯酒。
俺也一样！
政哥牛逼
凄凄惨惨戚戚
啊！我的秦观也要拥有姓名！
鞑清来了 列强无不怀念我大清
李煜是毒死的，千机毒酒，不是上吊！
啊啊啊南唐呜呜呜
新帖绣罗襦，双双金鹧鸪
汉文+1
大圣！
桃花仙人种桃树 又摘桃花换酒钱
汉语言报道
朕的弹幕呢
汉语言文学生
网名的鼻祖↓↓↓↓↓↓↓↓↓
来啦
真诸神黄昏
东坡啊啊啊啊
来了
李煜啊
反清复明
反清复明
万花丛中过，片叶不沾身
故国有朙！
万花丛中过，片叶不沾身
妙啊
汉语言文学报道
忍以桑榆之晚节，佩兹驵侩之下才！
bgm九州同
火钳刘明
