热乎的！
一分钟！热乎的
哈哈哈哈哈
暂停看冰箱里有什么
草莓酱
哈哈哈哈哈哈哈哈哈哈哈哈哈
up主虐待奥利奥的一百种方式
哈哈哈
晾凉
哈哈哈喝掉
哈哈哈哈哈哈哈哈
dna!!!
我去这么多
总感觉BGM在骂我
奥利奥虽迟但到
BGM炸我 
好家伙这不仅一人食 一家人都可以2333
哈哈哈哈哈哈哈哈哈
这个翻面稍微有点难，俺会努力的!233
这个勺勺好可爱
奥利奥好惨
又get了一个吃春饼卷的方法
哈哈
那这个拌饭汁是凉的吧 夏天吃不错2333
失踪人口
一定很好吃
哈哈哈哈喝掉
好美
这里的bgm好好听
哇这个好方便
喜欢这个！
学到了，看着好好吃
呜呜呜，四十块一斤吃不起啊
春卷皮原来长这个样子
肥仔一人食……
奥利奥虽迟到到
好家伙
哈哈哈哈这个bgm
你还知道回来！
终于
常见的春卷皮是圆形的，我也第一次见这种方的
伸腿瞪眼丸
bgm是超级可爱的德语儿歌Schnabbi哦 
啊啊啊啊啊啊啊
热量炸弹
卡路里+10086
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
饼干做成饼干系列
八戒！
好家伙
我失败了(T＿T)
哇！
越南
越南春卷
碗好可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇这，你回来了，我一直在等你！
ohhhhhhhhhhhhhhh
哈哈哈哈
地狱蛋糕
没想到一根小小的冰棒竟吃了一整条德芙
hhhhhhhhhhhh肥仔一人食可还行
喝掉浮沫
哇哦这个太好了吧！！！
哇好诱人
热量爆炸
感觉好像看过
奥利奥虽迟但到
来了
这跨度极大的bgm我喜欢
爷青回！
BGM：周杰伦-爷爷泡的茶   表白BGM
拔戒，拔戒～
好家伙 热量爆炸
你还知道回来
爷青回
喝掉可还行
！好牛
你那果傻皮
傻皮，傻皮，傻皮，，，，
家里的b gm应该是爷爷泡的茶 
是我周周的爷爷泡的茶！
这是意面勺
！！！
Bgm: 爷爷泡的妞
这不热量爆炸
不嗜甜党不可以
有多少人是做过的
bgm是徐怀钰的 天使。吧
学废了好家伙
你来太迟了。我的奶油奶酪过期了！
妙啊
酱鸡蛋好吃
一整根巧克力可不要太香浓
好家伙
肯定超级无敌齁
奥利奥虽迟但到
这样做真的超好吃！！
失踪人口回归了
这料泡拖鞋都好吃
哇哦
这个料能重复用吗
哈哈哈哈哈迷惑
bgm好丰富哈哈哈哈
肥仔一人食哈哈哈哈哈
哈哈哈哈哈哈哈
表白bgm
在抖音忙活，还知道回来
三连有了
这个锅好好用的样子
失踪人口回归
好像鱼皮
这是沥青
失踪人口回归
春卷皮原来是这样的？！
这没有味道吧
啊这，奥利奥本来就很甜，再这么加工不是更甜了吗
哇
夭寿啦有人吃混凝土了啦！
突然爱上锅
有同款锅诶
我还以为是鱼皮
失踪人口回归
失踪人口
原来你还记得
这up歌单里都是什么
学到了！！
胡仔是男的还是女的
哈哈哈哈
奥利奥永远不缺席
我giao！心动
这是羊年大电影的歌嘛
热量爆炸
咱们能用刀背进行这个步骤吗……
求这个bgm！
哈哈哈哈，爱了，这BGM
get到新吃法！
靠！周杰伦！
失踪人口
up的厨具都好有意思
哈哈哈，打字打慢了
新学到叠饼技能
可恶，你怎么会这么多
爷青回
胡  仔  一  家  食
这个巨巨巨巨巨巨巨好吃！！！！配番茄酱绝了
这个两用锅真的巨好用尤其自己一个人做饭的话！
是
在抖音发过呦
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
手机来电铃声
一颗美味的大力丸就做好啦!
我妈妈做过类似的！！！！！超级好吃！！
大户人家
尼拓麻傻皮，傻皮，傻皮
越南米纸
奥利奥
这个bgm？
这bgm？？？
谢谢，已经开始牙疼了
开心超人！喜羊羊！
我是来听歌的
？！？！？！bgm！再次把我炸了出了！开心超人啊
学到了
失踪人口回归
wa
Bgm爷青回
里面加一点黄油会更香
越南春卷
哇
BGM咋骂人呢
ohhhhh
没记错的话是少年派的插曲
喝掉浮沫哈哈哈哈哈哈
bgm是阿肆的，少年派插曲，具体叫什么我忘了
记得要保持一个方向搅拌哦
哈哈哈哈哈哈咩
哈哈bgm让我想起福笛
太聪明了
求这个BGM＠(￣-￣)＠
八戒八戒
这个小铁锹真可爱
up的歌单太欢乐啦
伸腿瞪眼丸
哈哈奥奥和利利
学到了
迫害奥利奥
小时候这么搞会被揍很惨
爷青回！一听见bgm就点开弹幕
你终于回来了
为什么不说面粉多少克
可以放进袋子里腌省很多料
阿婆主的奇妙歌单
热量曝炸
求问这个是什么锅啊？
为啥up家有这么多不一样的冰箱啊
我用矿泉水浸泡这个然后剪开湿敷
你再骂
热量炸弹
bgm好像叫课间进行曲
越南春卷的米皮
一天一个长肉小妙招
喝掉浮沫哈哈哈
开心超人把我炸出来了
往事只能回味—邓丽君
会不会太甜呀
同款碗 上周刚被弟弟打碎
bgm好评
这个锅太小
阿肆！好耶！
前面的肥仔一人食哈哈哈哈哈哈哈哈哈
王宝强
好家伙
好好吃的样子
人家火影海贼起码一个星期更一集，你几个月更一集？？？
哈哈哈
这是要卤蛋吗
BGM草
好像虾片呀
草莓酱？
有亿点甜
咸口千层
天啊！有才！
致癌警告
甜炸了
BGM变幻莫测
爷爷泡的茶！！！
up，你这太省事省力了吧！而且还很好吃
开心超人
这个不是羊年的主题曲，是虎虎生威的主题曲
哈哈哈
原来是这样做的呀！！！！
求bgm
这个有点不想吃
大户人家
喜羊羊排面！！
这能好吃？
热量爆炸
这个是越南春卷吧
这芝士有点太多了
龙吟奥利奥
这么吃一个月不胖都难
你再骂？(
同款锅。。
这bgm我超爱
杯…杯子不烫吗
一年份合集省着点看
翻车糊了
都是我爱吃的哈哈哈哈哈哈哈哈
不喜欢这么焦的
咋骂人呢
好家伙
敏感肌可以吃
哇
你在吗
你再骂
口水
啊啊，我的闹钟就是这个bgm
这个不错
进我的收藏夹吃灰ba
紫菜锅巴
这什么饼
不敢吃，太长肉了
这啥锅
我的老天爷居然是多爱吃甜食哦
感觉这吃掉我两年量的甜食了
看到这个德芙我觉得三年量
欧诺
草莓奶变巧克力奶了
直接吃掉我的草莓不香吗
哈哈哈哈三方
我爸会做嘿嘿
甜的齁
这里可以直接买碎块的奥利奥，淘宝有
虾片吧
没调味.没味道
把饼干做成瑞士卷？？？
芝士好贵
少年派主题曲我天！
喝掉浮沫
这个bgm是什么
hhhhhhhhhh
学到了
越南春卷
虎虎生威！
hahah
你的bgm总是给人惊喜
撒芝士就对了
这个绝了
你再骂！！
课间进行曲
康师傅粉包hhhhhhhh
!!学到了!
hhhhhh
好甜
好奇用的什么锅子
歌单 离谱
弃之，食浮沫
不是我放屁
这个锅巨难洗
组糕
少年派
胡闹~
学到了
这是越南春卷
奥利奥还不打钱！
邓丽君唱歌真好听啊
也就一键三连吧
八戒，八戒
龙吟奥利奥
哈哈哈哈哈哈哈哈哈
让我想起了菲可力
家里有矿啊
同款电饼铛～
你在教奥利奥怎么做事呢
骂人警告
！！！！这个主题曲！
八～戒，八～戒
是什么饼
bgm 阿肆的
消失人口
烫皮？
痘痘餐
爷爷泡的茶！！！
bgm
还能这样
这是什么锅呀
不会致癌的。。你夏天巧克力化在袋子里了也是这样啊
这个BGM
周董！！
这是韩宝仪唱的！！！
这是韩宝仪唱的！！！！！
秒啊
超高热量啊啊啊
这确定不是特效做出来的吗？
热量爆炸
这样土豆不容易熟吧
我要撑死了
天上掉下个猪八戒好评
bgm:valder fields
这个芝士量好幸福
一个本砂皮，却傻滴酷酷滴
阿肆的歌！
哇
热量炸弹
热量爆炸
大厨糊锅
《简单》
草
hhhhhhhhhhhhhh
不是 这是泰式春卷的皮
开心超人！
这个春卷皮怎么是透明的啊(๑˙ー˙๑)
谁骂我
这个配乐，我之前当过手机铃声
demons
Bgm又开始骂人了
我手机铃声
哈哈哈哈哈哈哈喝掉
我以为是塑料
爷青回
黑玉断续糕
看饿了
这是最便宜的芝士一种了
炸鱼皮
饿了
DNA动了这是开心超人主题曲
把美极鲜当酱油用。。也是土豪了~
太有才了
太好了
奥利给四个
芝士劝退
天上掉下個豬八戒
傻批
好家伙
你才shabby
爷青回！
热门啦
王宝强那个哈哈哈哈
浴室防滑脚垫！
bgm突然激昂起来了
一般的刷笔爱穿的酷酷滴
哈哈哈哈哈
我做过各种果酱，如果不是没事闲的同学不要尝试，一锅一下午
哈哈哈哈哈
奥利奥花卷
成本过高
哈哈哈
有点京
终于有一个我爱吃的了，从开头就皱着的眉毛舒展了
卧槽，新技能get
你是谁？
不考虑吃饭成本吗？？？？？？
笑死爷
哈哈哈哈哈哈
这歌好像唤醒了DNA的记忆
开始热量爆炸
你再骂
鸡蛋冷的吃的会不会不舒服
这是墨西哥玉米饼，不胖的
BGM：Battles and Wastelands    Neo Retros
热量爆炸
会甜死
bgm battles and wasteland 强推
无糖可乐！异端！
失踪人口回归
哈哈哈
ohhhhhhhhhhhhhhhhhhhh
这可比直接吃草莓好吃多了
草莓李子园！异端！
单手开鸡蛋nb
原来的就很甜，想必放了糖，会更甜
bgm炸出
八戒～八戒～傻的可爱～八戒～八戒～哒哒哒哒～
失踪人口
美食博主果然啥都有
热量爆炸
爷青回
有不粘锅推荐吗
已经有印度那味了（dog）
↑我建议你可以把弟弟也打碎（bushi
想起了小老板的紫菜天妇罗
龙吟奥利奥
层层恐惧
求bgm
好像有这样一个男朋友啊呜呜
同款炼乳！
BGM是什么
提问，他一共盖了几层？
糖尿病恐惧
肥仔一人食哈哈哈哈哈
六味地黄丸就做好了
奥利奥打钱
杰伦的爷爷泡的茶！！
逝量的芝士
刚那个厉害哈哈哈哈哈哈哈
童年啊
没想到B站也有hh
这个bgm开始跟着哼了
喜羊羊！虎虎生威！
这就是有钱人的生活吗
啊春卷皮原来是这样的
这个bgm。。DNA动了
好像炸鱼皮
少年派
你再骂
《好丽友》
是虎虎生威的大电影
《泡芙》 
碳水爆炸
奥利奥打钱
卧槽
切开大厨
歌名叫Schnappi
奥利奥双杀
ohhhhhhhhhh
我们高中早操的音乐
奥利奥三杀
好上火
爷青回
经典食堂食品
再骂
嫌麻烦可以直接吃奥利奥和白巧()
你再骂
跟炸虾片似得
您家几个电饼铛？
你再骂
千层饼
这个赞
这个锅我也有
BGM是啥
虎虎生威！！
好了，一份果酱就这样做好了，是不是很简单呢？
我有同款小铁锹
哈哈哈
三 不 沾 奥 利 奥 限 定
好可爱
奥利给
然后一个奥利奥棒棒糖就做好了
买了一车了，敏感肌觉得很好用
你是那沙匹哈哈哈哈哈
摄糖量吓人
草莓
草莓！！！！
靠一桌子都是我喜欢的东西
会不会黏牙
你来晚了，我的巧克力已经被我空口吃完了
全是甜甜的
这个我可以
你是谁？
暗示点赞
包装加热会有毒素吧
鸡蛋糊啦！
我还以为是鱼皮hhhhh
这个饼卖挺贵的，一块多一个
battles and wasteland!
八戒活的真自在！
哈哈哈哈哈哈哈
爷青回
为什么不直接吃奥利奥呢
好奢侈
我就想知道底下糊了吗
这是啥锅
一奥利奥进化奥力给！
八戒
热量爆炸
土豆饼加两块
我媳妇不让鸡蛋泡冷水，口感不好
韩宝仪
你币有了
你的币有了
沙拉酱番茄酱拒绝 
哈哈，比五方多二方
你再骂！
虽然但是 好像黑炭
这个自己瞎研究过感觉做出来还不错
糖尿病你不会不吃糖？每次甜品视频都有人说糖加多，真是无语
奥利奥饼干泡软好吃
你是那啥币，啥币啥币啥币
同款碗
我的闹铃……
老千层饼了
学到了
痘痘肌可以吃吗（doge）
万能的奥利奥
一个哈傻批它傻滴酷酷滴
听着bgm逐渐三连
你的bgm很风富嘛
龙吟饼干
饼干做成饼干
bgm有它自己的想法
简直就是在听歌了我都没有注意他在做什么
你再骂
ohhhhhh
绝了
草，突然发现那个剩蛋老人和我朋友送的一模一样
求bgm!
大户人家
卧槽！！！
怎么说，草莓酱搭配牛奶真的挺一般
里面没熟，外面糊了
哈哈哈哈这个BGM
形似糯糯的全家福
直接吃掉草莓真的好吃多了，草莓酱真的甜腻
《简单》
哈哈哈哈哈哈哈哈哈哈
致死量
新概念寿司
生吃不好么
这料炮鞋底都香阿
这个我好像吃过
鸡蛋不泡冷水你剥壳不难受？能剥好完整的鸡蛋？
玛莎拉
BGM 课间进行曲－阿肆
叠饼技能优秀
这是澳洲超市卖的墨西哥卷饼
bgm很清流
同款锅
开联给爷排面！！！！
我的妈
伸腿瞪眼丸
我试过我试过 超好吃
龙吟奥利奥
爷青回
这么多土豆，我去
bgm:Battles and Wastelands
感觉很甜
QQ放屁
胡仔是男生吗哈哈哈哈
这我能干掉一锅饭
杰迷！
零食花样吃法
bgm: battles and wastelands
墙上是周杰伦专辑？！
奥利奥打钱
傻皮傻皮，傻皮傻皮
奥奥
绝了
大制作
甜度曝炸
治愈，完美单身生活
好看是真好看，洗也是真难洗
哇，学到了！！！
告诉up一个秘密 奥利奥可以直接吃
徐小凤
以为手机响了
打碎弟弟有点残忍了吧(๑˙ー˙๑)
看封面以为是假牙
爷爷泡的茶~~？
这么早就过年了
处处需要色彩美丽的地方~开心往前飞~
敏感肌能用吗？（dogo）
就这个酱汁，腌鞋拔子也好吃
开心超人啊啊啊啊啊
热量炸弹
通心菜油麦菜！
爷青回啊啊啊啊啊啊啊啊
我说我忘了买什么...原来是可乐！
好家伙
学废了
看来觉得在骂人的不止我一个
这原来是吃的
一口下去将近一万卡
哦豁
会不会太甜了哥
失踪人口回归
甜不死你就轰死你西递
哈哈哈哈哈哈
噗哈哈哈
BGM我傻了
我总觉得这种很难刷（可能我懒）
BGM莫名其妙的想笑
这歌单
哈哈哈哈哈哈大厨收拾残局
唐探哈哈哈哈
热量爆炸
好甜鸭
八戒！
禁止套娃！
好家伙，卡在这里
BGM
BGM爱了爱了
up歌单好有趣!
《 简  单 》
水泥就做好了
要买一箱奥利奥了
这年头BGM怎么还骂人呢
奥利奥虽迟但到
这是什么锅
六味地黄丸
西红柿火腿没熟不能吃咋滴?
茶点，完美
靠喜羊羊！
切片就是奥利奥了
土豆丝鸡蛋，会引起笑话问题
阿  ~ 嚏~
看个视频齁死我了
越南春卷
你再骂
进我的收藏夹吃灰吧
厨具是真的可爱
糊了
前方热量曝炸警告。。
那个内个内个内个
up你每年吃掉的奥利奥可不可以绕地球一圈
好的那么好丽友就做好了
Bgm满分，3连
成本过高
up你为啥吃不胖捏
凭这音乐 我就断定 这视频我妈爱看
牛！！！
八戒八戒
草，我小学时候的早操就是这首歌，爷青回
有一说一，喜欢up的歌单。
奥利奥的一百种死法，hhhhh
糖尿病合集
白天刷不到晚上躲不了 
这是什么炸弹？
bgm schnappi
伸腿瞪眼丸
阿肆的歌
八戒八戒心肠不坏
八戒八戒
心肠不坏
傻的可爱
小熊诶
课代表你在哪
我唤醒大海
bgm跳跃运动
爷青回
兵粮丸
林妙妙起来淦饭了
爷爷泡的奥利奥
膏药就这样做好啦
膏药！
确实简单啊
我不能用虾片啊
大山楂丸
up主在日本嘛，怎么看的工具和食材都像日本的
hhh
我吃过挺好吃的
淘宝直接有奥利奥碎哦
少年派
六味地黄丸
热量爆炸
觉得打碎弟弟残忍的怕是没有弟弟(>﹏<)
热量爆炸
这不是我妈天天放的歌吗
想到伸腿瞪眼丸是不是没救了
才发现奥利奥名字的奥秘
傻得可爱
美汁儿汁儿~
奇妙歌单
同款锅
跟花甜小公举有点像
草莓酱做过
口味够重的哈
印度口感
这是啥饼
爷青回
奥利给
收吃灰
每次都听成luyi泡的茶，还以为在唱我
《》
BGM《课间进行曲》阿肆的～
完了又要被歌骂了~
太甜啦
？？？bgm告诉我up跟我一个童年
我还以为是塑料原来是春饼
.........羡慕
前面那个奥利奥的一百种死法那个笑死个人~
邓丽君
减肥还看美食区？
看着……食欲…………
真的好像鱼皮2333333
黑玉断续膏哈哈
原来塑料炸出来是这样的
好家伙康师傅
可以用煮蛋器吗
好会
这个做溏心的更好吃，就是要快点吃，不然洋葱会坏的
果然爱自己是终身浪漫的开始
nb变小老板了
骗鬼，太厚了中间可能不会熟
吃塑料
bgm 是今天不上学
而且我试过西红柿夹饼子，那出水量还脆，绝对软了，用电饼铛还有点可能
高热量
哇哦
嗷嗷丽丽
你这确定一个人吃？
火锅哈哈哈哈
热量之王
开心向前飞
啊我爱了
想要这个锅
求推荐锅
那个奥利给我TM笑死了
一个视频就包括了我两张卡的手机铃声
厨具也太多了吧哈哈哈
啊，我以为up是个可爱的女孩纸
在美食频道刷热量是有毛病吗
别的就不问了，up主有女朋友吗？
堆高高
这吃了肯定要胖不少 满满的热量
up歌单全是童年
周笔畅啊
你再骂
利利2333333
华莎吃过！！！紫菜锅巴！！！
爷青回
爷关更
哈哈哈哈喝掉浮沫
之前单独炸这个春卷皮的时候，就和吃油一样，下次试试加海苔的
刚才那个简单啊
喜羊羊啊啊啊啊
以为闹钟响
哈哈哈哈你真的好笑
有些东西只能你吃
哈哈哈哈哈哈哈哈
真的不是黑暗料理吗
学到了！
bgm吓我一跳
大力丸
好贵
求bgm
喝掉哈哈哈哈哈哈
开心超人！！！
喜羊羊与灰太狼！！！冲！
就冲这些BGM投币辣！
这唱调真是一听就是阿肆
居然！啊啊啊这个bgm
残 局 大 师
。。。。
同款碗
这得多甜啊
教练我想学这个溏心
童年！！！泪目了
这是虎年的主题曲哦
这个。味道跟奥利奥+炼乳有啥区别
你干嘛敲我脑门
哈哈bgm
喜洋洋
！！！
哈哈哈哈哈哈黑玉断续膏哈哈哈哈哈
一  人  食
卧槽dna动了
全是糖~
这个我做过超好吃！！！
我说啥bgm呢真好听 结果去搜发现已经在我喜欢里面了
有点甜，这不只是有点吧
bgm好评
前面说减肥不能看美食区的，我觉得这个食谱很好，特别适合改造成减脂餐，很有潜力
不自主的把音量降到最低
背景音乐祖安警告
為歌你贊有了
郑多燕减肥操
up好喜欢甜食呀
等一下 土豆和鸡蛋
那个饼能熟的  不是煎的是盖盖子焖的
我爱溏心蛋！
徐怀钰
不是说土豆加鸡蛋吃了会死人的吗
啊啊啊啊啊啊啊啊啊啊啊啊啊喜羊羊
中间饼没熟
Bgm是徐怀钰的《天使》
暂停看墙上全套周杰伦专辑
我发现了什么宝藏
喝点哈哈哈哈哈哈哈哈哈哈哈哈
别骂了别骂了
这BGM的存在感太强了逐渐忽略步骤哈哈哈
卤蛋
万能奥利奥
奥利奥yyds
饼是熟的
！！！！
我的dna动了
一看就会，一做就废
擦，这是我电话铃
同款盘子
热知识：奥奥有单卖的，就叫奥利奥碎
太麻烦
热量炸弹
去我的收藏夹里吃灰叭！！！！！！
啊我们学校的土豆饼是这样做的，只不过没有卷起来
没毒
请问这是什么饼呀
八戒～八戒～
奥利奥的多重做法
同款锅
40块的成本
我一般5:30秒
你在骂？！！？？？
你真是个吃货鬼才
超级千层饼
卤蛋啊
up你可太会研究吃了
你用发芽土豆加什么都会有毒
真就没一个热量低点的么？！
中间能熟吗
童年
失踪人口回归
？？up不是女孩子吗（震惊
谁在骂我
这个是越南春卷皮
粤利粤
开心超人啊
这是泰式春卷皮
这不糊了吗
你再骂
我擦，奥利奥基础上加糖
taste？
得搭配胰岛素吃
哇
我就觉得这些第一个人能吃
卧槽学到了
