棒
。。。
致敬
标题插空格播放十倍加
辛苦了
辛苦了
敬
出门在外，请多包容理解
辛苦了
哎，这以后也不是 铁饭碗了
抱住小姐姐
快抱抱她！！！
义乌看货车的天南地北都有车流又大收费员工作压力还是比较大的
大家工作都不容易，能好好说话就别骂人
小姐姐辛苦了
这个微笑我来守护
望所有善良的人都被善待
贵州那边服务业从业人员素质是真的好
加油
抱抱加油
辛苦了
抵制不办ETC是不是可以留住这些小姐姐
致敬
抱抱
不要哭
没事，我天天被骂
不必为一些垃圾人而哭泣，他们不理解你也没必要让他们理解，做好自己就好了
好可怜呀
加油，小姐姐
别哭，抱抱
心疼❤
本人一枚小护士，被病人家属无端骂着，边擦眼泪默默的继续给其他病人做治疗
ETC这个事搞好
姐姐不哭，摸摸头
活在世界上的人，没有容易的吧，哪怕是孩子一样要为学业奋斗忍耐
咬牙切齿
你好
小姐姐，你是最棒的
感动
抱抱
没女朋友的赶快去吧
没女朋友的赶快去
成人的世界就是这样
很心疼cia 但是收费站的岗位很难弄的
众生皆苦
猛男落泪
有些人嘴上不干净(▼皿▼#)不必在意
生而不易
加油
我是第8848个赞
心疼，看着都想哭了
加油
抱抱！！！来抱抱！！
是职业素养
班长开始装逼了
加油
真漂亮 很美
抱抱，加油
姐姐好美
众生皆苦。
咬牙切齿
我也是学航服专业的，学习的过程远比想象的更难
声音好好听啊
这个职业说实话没办法长久，以后必会被淘汰，劝你这样美丽且坚强的女孩趁早找个有钱人嫁了吧
加油
人生不易
感觉在咬牙切齿
阿西巴
出门在外，少带戾气
骂人没必要
我太难了
职业道德↑♥
妈呀 笑着抽搐了一下
抱抱
加油
妈呀，坚强
我也是，工作洗着碗眼泪流到水里了
唉
我们就是曾经他们嘴里的九零后
加油啊！小姐姐
欢迎来到成年人的世界
辛苦了
姐姐辛苦了
最美的微笑
抱抱
强制微笑这个有点折磨人了
这是谁的女儿，又是谁的妻子，又是谁的母亲，谁又会去心疼
小姐姐
不应该这么要求一个正常人
小姐姐不哭
这个笑，我爱了鸭！棒棒哒
以前也遇到这样的姐姐，一晃十年了
都不容易
这么漂亮舍得骂？
笑着的同时还停不下抽泣真的心都碎了
默默地给上硬币！
抱抱
每天都被骂  没钱的年轻人就是这样
被骂除了因为ETC没别的
成年人的世界，总有很多心酸和委屈
辛苦了
加油呀
哭过后的笑容最美
奥利给
医生还是不是一天到晚被骂，
谁不是为了生活
谁赖etc我跟谁急
谁赖etc我跟谁急
那一刻她长大了
小姐姐要坚强
奥利给
辛苦了
别难过
爸爸妈妈知道了要有多心疼
看着想哭
不哭~摸摸~
宣父犹能畏后生，丈夫未可轻年少
守护守护守护守护守护
心疼
都还没我大，时光过得真快，生活太不容易了
职业假笑
生活不易
小姐姐由我来守护
最美假笑
好好看啊
辛苦了
现实是残酷的
小姐姐，不哭啊
想起自己
谁也不容易
加油
生活中充满了无奈，唯有微笑面对
Etc来了就得失业了
护士一天天也被骂
做我女朋友吧，我呵护你一辈子
做我女朋友吧，呵护你一辈子
爱你
奥利给
这老婆我要了
往后不用哭了，ETC马上全部自动了！！
我要学习！
好漂亮
摸摸头
这班长绝对是湖南衡阳的
心疼
辛苦了，抱抱
加油哦
我以前也哭的稀里哗啦
很棒
这才是人民公仆该有的样子，也希望得到大家的理解！
世界请你善良一点吧
班长有点帅
可怕的医生被骂完还要面对同一个病人露出微笑
小姐姐抱抱
谁都有心情不好的时候，谁都有埋怨的时候。但是有些人他们只是规则的执行者而不是制定者。
加油
抱抱你
这才是中国精神
爱了爱了
加油
不容易啊
etc经常出问题 还是要有人工的
超美的，心疼，要照顾好自己
太难了!
额……高速公路收费也是服务行业？
这久了会不会抑郁
想哭。呜呜。
梨花带雨。美
好可爱
太年轻没有完全成年 广告狗天天被甲方辱骂的开开心心
哭有啥用你们都快要失业喽！哭都没地哭了
情绪克服
你们想想是不是因为她漂亮你们才心疼，你们才是这个社会最假的笑容，施舍爱给别人之前先爱自己吧
我哭了
咋就碰不到这么漂亮的妹妹
成人的世界没有容易二字
要是又被骂就绝了
哪怕是哭了，也要笑着面对世界
她笑了，我哭了
这个笑的我好心疼
很正常啊，哪个岗位不是这样。
加油加油！
摸摸头
抱抱小姐姐
加油
服务行业？？
抱抱
涨价又不是她说了算
好委屈的小姑娘
抱抱
没有好好学习那个你的学习再好，可是你没素质啊
服务行业真的不容易 
加油奥利给
义乌高速 收费站的都是美女
一秒换装
小姐姐，加油，爱你，愿世界永远温柔待你
加油
心疼姐姐
加油，你的笑容有我来守护
加油
义乌走起
心痛
这么美骂他干嘛
每次过高速口都会说声谢谢，做什么基本都会和别人说声谢谢，理解一下别人的难处
你是最棒的
"承认的世界 从无""容易""二字"
相互体谅
长大一点都不好
加油
干的不错
罗晋？
我聋了
真棒
加油
三连
加油
抱抱小姐姐，生活不易，加油！
加油昂
微笑服务真的可以取消掉了，僵硬得一匹，做的人又累
小姐姐最棒
摸摸头
为那些脸上笑着的人点赞
加油小姐姐！
真棒
真美
辛苦了
这尼玛太可爱了。
天使下凡幸苦了
当你微笑的那一刻起，你是最美的
哈哈
我可以爱护你一辈子吗？
加油
抱抱
哎，这个要怎么说，那个岗位都有它的辛酸与甜蜜
加油小老妹
摸摸头，爱你小姐姐。
心疼小姐姐～(￣▽￣～)~
金钱的力量
心疼
辛苦
假笑男孩
素质低的人你改变不了
希望多一点理解‘
小姐姐好美
加油
龟儿没求得素质的
好心疼啊……
加油
行我马上就去浙江！
加油
抱抱
致敬所有的警察医生消防队员等等
正常表情就行了，微笑服务就不要了吧
我想给她擦去眼泪，我想抱抱他，我想娶她。
陶湘衡这名字不会是衡阳人吧
弹幕呢？
微笑着流泪 嘴让人心疼
并不是下一秒吧，衣服都换了
这个笑容，由我来守护！！！
笑起来真好看。
谁都不容易
太难了
置气这些一线人员有个什么用
希望小姐姐加油
加油
哭了
哭了～～
比我厉害
前方高能
谢谢高速路口有你们
抱抱，加油
看哭了
唉  抱抱
别的不说，这个姐姐真的漂亮可爱
不知道服务行业为啥一定要笑  而且时时刻刻笑 有几个人能做到一天笑十几个小时呢
加油加油
昨天也是因为工作哭了 
你等我把etc拆了着
脸上笑嘻嘻  心头***
小姐姐这么好看怎么忍心凶她！！
马上都ETC了要失业了，当然要哭
成人的世界，没有容易二字
谁都不容易啊
加油加油加油加油加油加油加油
加油
谁说我们什么都不容易的，起码发胖很容易
加油么么哒
奥利给
陌生人的善意的微笑真的很重要的，对我而言，我会心情都变好很多，谢谢这些岗位上敬业的朋友们
小姐姐加油呐
加油！
微笑着面对他！
没有残酷，怎能衬托美好
加油！噢力给！
所以说，好好学习。20岁上个大学多好。尽管毕业也找不到工作，可以继续考研啊。这样的工作过两年都会无人化，到时候怎们办？岂不是更难。
好可爱，好小
唉
这是谁的女儿，谁的妻子，谁的妈妈
众生皆苦，且行且珍惜
必修课吧
诶呀*罒▽罒*加油
这可不是服务行业，这是雁过拔毛行业
加油
不会失业的，他们会被编到税务糸统里
加油
成人世界没有容易的
义乌侬赶来安慰
生活不易
加油
加油
成人的世界。
爱你小姐姐
小姐姐辛苦了
不容易
加油
长这么漂亮都有人骂？瞎比？？！
你要是单身我就娶你吧
赞
心疼
？
哪个可要我去塞他
想起撒贝宁在主持人比赛里对这类事的评论
你哭啥
辛苦
想哭
加油，小姐姐
加油，小姐姐
音乐差点把我整聋
抱抱
奥利给
加油啊
普通人生活就是这样 必须坚强 乐观
谁不想这么哭一场  可是又哭不出来
太难受了
扎铁了 老心
摸摸头
加油
一秒变脸真的。。。心酸了
都是ETC的锅，不是你的错
心塞塞
老婆，没想到你这么辛苦啊。
加油
两边都难，一边负责服务，一边开车久了脾气大
加油～
加油
成年人的世界没有容易
这样的女生超棒呀！！！
心疼
好心塞，作为医生，感觉医疗也被病人当初服务业的感觉
辛苦了
太可爱，太敬业。太棒了
生活饶过谁
加油
好心疼
这就是生活
辛苦了，
干啥都不容易
这是真委屈的哭
人，首先是人，才是员工。
太真实了，摸摸头
加油加油！！抱抱
泪目
很快这些收费员都要失业了……
笑的我鼻子一酸
看不了
文明社会，从你我做起。
可爱
凄凉时间久了会不会抑郁呀
小姐姐好棒，加油
加油
我也哭了，我好累，我不幸福
服务行业真的惨
姐姐加油
为小姐姐点赞！向你学习
加油加油
加油
可爱
抱抱小姐姐
加油，一起努力
基层的辛苦
生活如此，谁都有难处
加油啊
加油
加油不哭
加油
笑起来真美
点赞
生活不易 不哭
加油啊小姐姐
一切向钱看的世界 为了生存
都怪我当初没好好学习
加油
看的她笑我却哭了
心疼
加油哦
这种岗位不需要本科学历，20岁很正常，别张口就是关系户
加油
好乖
加油
加油
加油啊
加油
辛苦了
辛苦了，加油，愿你值得人间所有美好
每个人还是多体谅一下  为了有一天你也能被温柔相待
姐姐很美
加油
生活艰难
加油
加油
泪目
泪目
加油
加油
为什么不用ETC！神经病呀，弄哭人家小姐姐
wdnmd
行行都不容易啊
挺好的加油
为什么要笑
幸苦了
抱抱小姐姐，我刚出社会的时候也是很多委屈，自能自己忍着
不收费就通畅拉
一开始我以为是抖肩舞
加油啊
不容易
辛苦的都是底层的
小姐姐加油 
成年人的世界没有简单
在大家看来理所当然之事，反而是我们最不愿做之事
加油，世界会因为你而发光
加油，我19年被裁员了对的成年人绝大部分都是不容易的，加油，我们一起在努力
加油
生活不易，咱们继续努力
其实总的来讲..哪个不是服务行业？医疗也是服务行业，但确实性质很特殊
成年人的世界没有容易二字 小姐姐加油！你最可爱了
还好啦，习惯就好了
加油（我也是）
辛苦了，加油
银行柜员表示慰问
服务行业没有什么容易的事情，我也经历过比这更狠的事情。加油
加油
乖乖。摸摸头。不哭嗷。
加油
小姐姐辛苦了
抱抱
同是高速收费行业的，这种情况太普遍了，很有同感
你不是真正的快乐 你的笑只是你的保护色
加油！各位
加油加油加油！
加油
成年人的世界没有容易二字
加油小姐姐
 加油
加油加油加油加油加油加油加油加油加油加油加油
不容易，加油
她们不是谁的女儿，谁的妻子，谁的母亲
加油
加油
加油
辛酸
加油，泪目
加油，泪目
加油
我们什么困难也不要怕   奥利给！
生活是如此的委屈
奧利給
好好学习吧，长大了别干服务业。
这算是公务员吧！
好漂亮有男票吗
小姐姐加油
摸摸
奥利给
我要天天通过她的那个关口！
收费站是公务员编制，但也挺难的
收费员的工作真的没什么前途的。
加油
好看
加油啊姐姐
加油
你是没见过医疗行业
决定的不是他们，当面对问题的是他们
加油
辛苦了
辛苦了
加油
爱了爱了
加油加油！大家都过个好年！
加油啊
加油
我爱啦
加油
好可爱的小姐姐
抱抱
加油，你是最棒的，最美的！
我只是想做个温柔的人
你笑起来真好看
加油
都不容易啊
life sucks
心疼
成年人的世界
加油小姐姐
多给彼此一些关爱、包容，让世界更美好
希望那个缺德鬼能看到这个视频
服务行业不容易
生活不易
加油
我之前干客服天天被骂
总有人没事喜欢图嘴开心，多换位，多包容
生活不易
可能是碰到祖安人了！
小姐姐加油！
笑不出来。不懂得尊重的人不值得被服务
笑起来好漂亮啊
好棒啊 加油！
加油
没有容易二字
加油
加油
放心吧，以后全etc可
摸摸头
不哭不哭，好吗，开心一点
突然心酸
大家生活不易，就不要互相为难了
姐姐加油！你真的很美！
还是走etc吧
她笑的那一刻，世界变美了
加油！
奥利给
小姐姐加油
梦是美好的，现实却是残酷的，我基本上也是被领导骂，基本我忍着
小姐姐加油！
不要哭啦，回家打老公就好了。。。
加油
加油
你一定要有耐心，生活一定会有出路
成年人的世界
姐姐你要加油啊，你是最棒的
这不是公务员，前面那个
每一行都会有很多委屈
加油
天使
加油
家里没关系就去好好学习或者提高社交能力。不然就等着哭
加油
别哭啦摸摸
加油
加油
好，我一次再上高速一定微笑回报
泪目
加油
对社会好一点
对社会好一点
加油
其实我想看他是怎么被骂哭的过程
加油
不哭
我给你加油了
成年人的世界哪有什么容易
谁不是顶着压力前进呢？
加油
小姐姐好坚强啊
干什么都不容易，这算什么委屈
心疼
加油
小姐姐太棒了
是啊，都不容易，一起加油吧！
抱抱
服务永远给值得被服务的人
服务真的不好做
请善待他人
生活不易
太美了吧
加油
加油
加油
joker
心疼啊
加油啊
这硬币给小姐姐
谁骂的，舍得吗
看到她笑我哭了
加油哦里给
小姐姐很棒啊，加油
微笑面对一切
J O K E R
加油
学习去了大家共勉
要恰饭的嘛
加油
满满的正能量
这不是服务行业，你们是高速把关人，不是服务的
生活不易，记住职责
太难了
加油！加油！
加油
微笑着面对他！奥利给！
bgm犯规
咬牙切齿
加油哦
加油
谢谢！加油！
我觉得微笑没必要
加油 美丽的女孩
好心疼
加油 不哭
加油
小孩真好
不哭
谁骂的？
超可爱的宝藏女孩
心 如 止 水
加油
生活不易，大家加油
摸摸头
加油！用您的微笑驱散阴霾！
加油
加油
为你点赞
加油
加油
幸苦了
都是这样熬过来的。。。
加油
长得不好看哭死也不会上新闻的
太美了
加油
服务人员都不容易。
加油
没有谁的生活都是容易的
爱你么么哒。
爱你
看到小姐姐笑的瞬间感觉好心酸
加油
姐姐！加油！
好漂亮
嫁给我吧
什么时候能不收费呀？
姐姐真好看
咬牙切齿
心疼
加油
这么可爱的小姑娘你们也舍得骂还有人性了没啊
加油
加油
加油
哪的混D司机
加油
加油
加油
辛苦了
加油
加油小姐姐
加油
加油
我们终会成长……
加油
为人民服务！好样的！姐姐！加油！
我哭了
拜托了，我们这代人请务必提高素质啊！
每个人都不容易 多点将心比心吧
？
弹幕里别说什么其他行业更累啊什么的，大家都不容易，没有什么更轻松之类的
加油
加油，你是最棒的。
上个司机出来，咱们聊聊。
加油
服务行业常受气，哎
基层都不容易
知足吧，遇到这么漂亮微笑的收费员开车心情都会好
加油
姐姐是天使啊
这一刻，你比世界上每一个人都美
成年人的世界没有容易二字
辛苦了
泪目
好心酸
小姐姐加油！
姐姐加油，生活不易，还请继续
生活不易，与君共勉
加油
心疼
抱抱
加油
真的好看
抱抱
难受
笑得我真的好难受
服务行业，就是这样
真的很喜欢这些一直带着笑容的可爱姐姐们，一定要好好尊重他们啊
哇没想到就在我家这边。。心疼小姐姐
带走吧
加油
孩子一样的，发搞笑的那些。没经历过社会的毒打
辛苦了
加油 小姐姐
可不都是这样
成年人的悲哀
小姐姐很可爱啊！
骂回去啊妹子.又不会开除的
明明还是个小女孩，真不容易，加油
加油
加油啊
加油
老婆别哭
加油
加油
底层人为难底层人干嘛
媳妇，加油
加油
加油
大家都不容易，相互体谅下
加油啊
小姐姐好美，不要哭。摸摸头
加油
共青团都学会标题加空格了
加油
辛苦了
加油
加油，要坚强。
我小的时候哭也老抽抽。
小姐姐加油啊！
