刚刚！
3播放！！！
来康康
前
刚刚
我到此一游！
1播放！！
这个不辣
你好
好家伙，竟有点古香古色
生异性吗你们哥俩
卧槽，牛
怎么没有弹幕   哈哈哈
没用，中国房子是炒的不是住的
喔心动！
头晕，晃眼(*°∀°)=3
好家伙，更贵了！
生异形啊哥俩
剪的太碎了，看不懂他在讲什么，希望注意一下这一部分
@王尼玛
准备移民美国
只是材料成本
有无碗友 洗碗的
前
生异形吗你哥两
生异行吗
生异形么 你哥俩
3分钟
生异型啊，哥几，哥俩
5000
离谱，以后全部智能化就业率会越来越低……社会矛盾越来越严重
阔自华
蛋壳公寓了解一下(出自暴走大事件)
生异形啊
打印异形阿你哥俩
这才是真的科技改变生活
怎么没有弹幕   哈哈哈
我需要的是便宜的宅基地
好家伙那么便宜
这么早，刚刚好
搬砖要失业了
好像上过天天向上
666
好想要啊真的
厉害啊
更贵了
 第一次看到这里还没有弹幕
好神奇
做大蛋糕
冲冲冲！
搬砖失业
二层的线脚和葫芦柱都歪了
不，你是郭锥（doge
心动了
卧槽！！！！
失踪人口
不用地基了？
在苏州哪里我在找你
自信点，百分之百
哈哈，layer  by  layer
3d打印的材料也好贵的
就是玩儿
浓眉哥
好像挺环保
格局
但是做不了太高的吧
BBC：中国人买不起房沉迷3D虚拟房子！
我现在最大的疑问就是这个地基问题。。。
哈哈哈哈哈牛b
在中国只有乡下的地比较便宜
技术总是在发展的
我听说过 但没见过
快来南京！
生异性吗
n b
这是章鱼哥的家
未来一定会成功
属于是环保材料了？
可真的丑啊
扯吧
泥条盘筑法
装修多少钱
不错
6分钟哈哈
隔音也能做足
草c150
没有
厉害，真环保啊
1.5万在看？
隔音好棒
可是没有地基啊
原来是这样的！长见识了哈哈哈哈哈
好牛啊！！！！
感觉还需要观望
字正腔圆
是生瓜蛋子
昨天刚看完央视的节目，说的就是3d打印的房子，材料里有糖
好棒啊！
关键是地多人少
像cnc的面板
太厉害了
牛逼
我不信 除非送我doge
说得很好 这就是resilience和robustness的区别
1.5W+
隔音很好
你这3D打印不更贵
太牛了
好像书报亭
卧槽
哈哈哈哈
可爱
保温就隔音了
这个房子看起来真的很不错！
土木狗泪目了
哪家公司
有钢筋哎
中国也涨啊
哇哦
感觉屋内格局要是也打印，不好改水暖啊
mc直呼内行
一个新产业的出现也会带来大量就业的
老郭想说 隔音好
不错
要有一块地，估计大部分人都只能在乡下老家用了
选择还是比较少，楼层不够高，还是再开始的阶段啊
固化剂和粘合剂？
就是玩
好家伙
变废为宝
做酒店不错
用什么机器打啊
三角形是最稳定的解构，所以金字塔也是三角形的
可爱
放心，到那一天还有很久
异形可还行
高情商：外国人工成本高
第一口！
这个是墙体没有地基吧
问题还是目前高度不够
热乎
我们都没住过
适合美国
?????
好厉害，这个老总眼睛里有光
这83平？看起来像140平的
华经理的饭碗咂了
国内城市里小房子少，这种3d还不适合造高层建筑
蜀州
阴阳怪气的人真多
高层应该不行
哇
没有钢筋，感觉不牢固
恒大：你在搞我?
隔音呢
以后搬砖都没饭吃咯
混凝土结构在美国房产税超级加倍
那他的缺点是啥啊
