异教徒
还真就从开天辟地说起？
哈哈哈哈
 ●非正常拍摄中
哈哈哈
真实
一连一连，我是一连
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
领导上B站了-XXX你小心点
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2连nb
哈哈哈哈哈
哈哈哈
哈哈哈哈
在我学校直接记过，处分
荨麻（qian）
哎×5
哈哈哈哈
牛皮
后面的小伙子想肛你
是我
哈哈哈哈
三连了！！！
谁理你啊
同校生
你听听这是人话嘛
好诗
给你的肾一刀呦
哪个连的教官出来搞一下
白嫖
尶瑶瑶
我是飞虎队，原名伤病连哈哈哈
下年一定
我搞大伟
呵呵哈哈哈
ko ko da yo
哈哈哈哈哈哈哈哈
看到我们班了！嘿嘿
还有气吗？
杭州？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不怕喷出来吗
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈还拿着相机啊
真实真实合理合理
坐在大礼堂吹着空调的我
拔皮带
23333
内山达生是你！
为啥军训可以用手机
百事打钱
哈哈哈哈哈哈哈哈哈哈哈
拔草太真实了
哈哈哈哈哈哈哈哈哈哈
NB
我去这个怎么这么像我那个学校？
哈哈哈哈哈哈
此曲一出，爹妈白养
眼熟的操场
军体拳第一套，格斗准备！杀！
全村上菜
浙江机电的吗？学弟
打炉石认真的吗
陈独秀，我跟不上你了
qian麻疹
一连
这是海军？
nbnb
危
我也是12连
五连牛壁
哈哈哈哈哈哈哈哈哈
skr
危
哈哈哈哈
哈哈哈哈哈
买大力
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
↓↓↓内山达生
哈哈哈哈哈
军训不能拍照的我这里
哈哈哈哈
教官不会骂你吗
众所周知，某布君是一种作死的生物
百事差评
NB哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我也在军训
你币有了
后面有人追你
太真实了
荨麻疹太厉害的话能难受死
哈哈哈哈哈哈哈哈哈
是的
李子园好评
真.从头说起
妙啊
他在狂笑
快活快活
别跑啊
大一?
我的世界
一副不太聪明的亚子
下次
笑死我了
牛批
下次一定
mc坏评解释解释
机电长安校区
8小时前
你倒是喝一口啊
老张？
哈哈哈哈哈哈哈，好文采
强人锁♂男
所以为什么某布军训期间可以随便浪...
捕捉鸡某
你会不会被打死
胆碱能性荨麻疹吗？和我的借口一样哎，还有甲沟炎
押韵好评
欠锤！！
李子园！！！
他居然才大一？？
还能录视频？
哈哈哈
JOJO
我路桥的
拔草hhhhh
好牛
妈妈这人有病
14连nb
你命没了
哈哈哈哈哈啊哈
真实，心里一直在想你什么时候讲完
哈哈哈
高能
荨麻疹加一
好湿好湿
危
你好皮啊
哈哈哈哈哈
看到这里的井弟弟和井妹妹们来报个到
hh
勇士
啊哈哈哈哈
我来了
哈哈哈
哈哈哈哈哈
笑起来好像内山啊啊啊
哈哈哈哈哈
哦辣妹米四达
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
标准结局
恍恍惚惚哈哈或或或
你看他笑的多开心
我们军训的时候也是这样!哈哈哈
你的下一句话是：标准结局
bug之风
我是军训后寻麻疹
吃钥匙哈哈哈哈哈
二维码神魔鬼
哈哈哈哈哈
ohhhhhhhh
同款手表
ohhhhhhhhhhhhhhhhhh
万万没想到
久 等 了
哈哈哈哈哈
要素过多
哈哈哈，旁边那位表情亮了
我的眼泪却往肚子里流
王大锤第二你好
寄个烧鸡么么哒
哈哈哈哈哈
哈哈哈哈哈哈哈呵呵哈哈哈
太tm真实了吧
我们都是座而且不能动
呵，初中早操
面   目   狰   狞
建议开0.5倍看
你完了
内山达华是你吗
捅他
记得三连么么哒
居然没有喷出来
荨麻疹+1
获得成就[教官之友]某布君
烤串啤酒冰西瓜安排
谁能看出来是什么学校。。
太像了
我记得没军训的下一年要补训
7小时前
各位JOJO
好帅
好湿好湿
好欠揍
那个大学啊
skrskr
哈哈
天，茸啊！
哈哈哈哈哈
坚裆（刀）六连接受挑战
Rick and morty
你看你说的是人话吗
此曲一出，非死即伤
标准结局
一路走好
乖乖站♂好
李子园天下无敌
你应该拿冰棍
押ao
荨麻疹
？？？？
哈哈哈哈哈哈哈哈哈哈
贯耳冲击，开始
你也不怕呛死
哈哈哈哈哈哈哈哈哈
我也是阿！！！
2333
哈哈哈哈哈哈笑死我了
人言否？
不要晃啊，啊啊啊
标题正在上线中，哼，哼哼！
军训不用剪发的吗？
此曲一出，爹妈白养
机电学子？！
Bgm: ultimate
6小时前
你完了哈哈哈教官来辽
一样的军服
这个军训裤子蹲下裂开。。
不太聪明的亚子
哈哈哈哈哈哈哈哈哈哈哈
蜜汁震动
国防科技大，没有这种烦恼
啥学校啊
我们体操的音乐
鸡你太美baby
活着不好吗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我六连的
坐不好是吧？换蹲姿 一 一 二
标准结局
真实
同款军装
人才
我们学校也喝这种奶
我去这首歌真熟悉
6小时前
吃枣药丸
能带手机？
这是…不想活了
好湿好湿
就这样水了一分钟
有序退场不要跑
没被抓到吗？奇迹啊
草
哈哈哈哈哈哈哈
我们学校六班教官是一个帅气爱笑年轻的人，全教官排练，他最标准！
bgm
这还是人吗？
李子源
机电学弟好呀|˛˙꒳​˙)
12连nb
拔草哈哈哈
你看你看，喝进急诊了吧
其实，我也没有军训。
军训打游戏?
哈哈哈哈哈哈哈
拔草真实！
6小时前
？
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
自从我拖了明日，我的身体是越来越好了
偷偷的告诉你这种情况好像是要补的
人生如此短暂，为何要走捷径
66
哈哈哈哈哈哈哈哈
下次
啧啧啧
你真当教官不上b站？
别跑
妙啊
快看他是有多么开心鸭
荨麻疹不能喝和冰的啊
哇哈哈哈哈
人渣
哈哈哈哈哈哈
mc好评
皂滑弄人
skr
我刚开始看的时候还以为是老张
打一套军体拳
skr
也没话筒啊
八营六连在此
危
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好湿好湿
好湿好湿
哈哈哈
万万没想到
我们来到现场，只留下了这个视频
某布！帅！
山东菏泽曹县
被刚了
卧槽
cao？？？？
荨麻疹
拔草的，哈哈哈，以前军训完，操场就秃了头
bgm:ultimate(好像是)
babystand
哈哈哈哈哈哈哈哈哈
我拿砖头敲肿了自己的脚，就不用去军训了
我也有
哈哈哈哈哈哈
好词！
哈哈
真实
你做了我现在最想做的事情
哈哈哈
ultimate好评
真实
显卡的香气
五小时
此曲一出，非死即伤
ohhhhhhhhhhh
内山达生
人言否
。。。
你在狂笑
好诗
红红火火恍恍惚惚
哈哈哈
你看他多开心啊
666
说重点
skr
Made in Heaven
咬人荨麻？
哈哈哈后面那玩意哈哈哈
肥宅快乐水
拔草太真实了
这是教官啊
你币有了
肚子不疼吗
你是怎么做到的
高中十天的我就已经受不了了....我们还得去基地....
5小时前！！！！
skr
百事好评
skr
贼猥琐
皂化弄人
又粗♂又长♂又黑♂又硬♂
有点白客的感觉
至少不用军训了
王大锤
同款哎！
0.5倍速都拯救不了你
我生日耶
不用军训了，不亏
我记住你了
5小时前！！
这都可以录视频？可以哦
哈哈哈哈哈哈哈哈
尖刀一连，一连牛逼！
五小时前热热还能
NB！
前方高能
好湿
你也不怕摔倒
免训
哈哈哈哈哈哈哈哈哈哈哈哈
军训结束了，哈哈哈哈哈！
真的像内山哈哈哈哈哈
同三连
用生命做视频
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
他在狂笑
我也得了荨麻疹继续军训了
畜牲
和我一样
有些猖狂嘻嘻嘻
暗影片头
好湿好湿
我我我
又出现了！意大利秧歌团!
大制作
活着不好吗
拔草太真实了吧！！！！
这个BGM是什么
哈哈哈哈
这材质包我可以！
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
我的世界
真实
我就是吃了这个药过敏了！fu*k！
我也是湿疹，但是医生告诉我可以军训QAQ
啊哈哈哈哈哈
4小时前
笑死
好湿好湿
痛苦的表情
人才
哎x3
久   等   了
啊哈哈哈哈哈
巧了，我也是12连的
哎x1
钢刀连
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
人民的英雄
曹！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
军训中那个最自由的男人
哈哈哈哈哈哈哈哈哈哈哈哈哈
当时的我把前面那一小块草坪草快拔完了
4小时前
怎么有股十万个冷笑话的干jiou？
为啥只有你能随意走动
卧槽，跟我们军服一模一样啊兄dei
哈哈哈哈哈哈
哈哈哈
够沙雕，我喜欢
暑假的时候我也得过荨麻疹
为了拍视频
好湿好湿
人话？
四小时前
战术可乐
又帅了耶
同款军训服
JOJO好评
哈哈哈哈哈
好湿好湿
军训
你看他笑的多开心啊
过半警告
4小时
真实
23333
壮大MC
8848个赞
军训让带摄像机？？？
我荨麻疹病毒感染
还真的有病
卧槽，我和up同一天得的荨麻疹，浑身刺挠
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
VC好评
0.5预警
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
同款军装
虾
精辟！
哈哈哈
哈哈哈
你给我解释一下为啥炉石是双手游戏/哈哈哈
四小时前
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
他居然和我同届
哈哈哈哈
呼啦啦
真实
哈哈哈哈哈哈哈哈哈哈哈
三小时前
哈哈哈哈哈哈哈哈哈哈
皮带
某布君后面的人的表情和他一模一样
帕秋莉♂go
哈哈哈哈
哈哈哈哈哈哈哈哈哈
很假，但是我也一样哈哈哈哈哈
就买一瓶？
我得了慢性人工荨麻疹，难受
三小时前
黑帮摇好评
哈哈哈哈哈哈哈哈哈
在太阳地下暴晒荨麻疹就不会出现
3小时前
百事可乐差评
三小时
我之前得的比较严重，医生说最好不要建议我休息五六天
三小时
脂肪肝吗？
我听到了拖更
牛逼
铁憨憨哈哈哈哈哈
我们军训的时候没有帽子
逐渐忘记标题
万年霸权泡面番
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈
三小时前
给你的肾一刀哟
如梦令？
好湿
哈哈哈
mc好评
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
青猪op好评！
危
好湿好湿
青猪op
哈哈哈！好湿好湿
同款军训军装！！！
哈哈哈哈哈哈哈
sna
好像轮到你了内山
我错了，下次还敢嘿嘿
好湿好湿
校友
哈哈哈哈哈哈哈哈哈
好湿好湿
两小时前
两小时前
哈哈哈哈哈
两小时前！
拔草真实！
是你中国boy
两小时前
两小时前呀呀呀
哈哈哈哈哈哈哈哈哈
敷衍
好红红火火恍恍惚惚
李子园
？？？？
2小时
呵呵哈哈哈
我和某布同一部门然后我没找到教官请假哭死
mc！
233333
2小时前
好湿好湿
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
胸前拉链没拉上，50个俯卧撑！
啊♂
啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
给你的肾一刀呦
哈哈哈哈哈哈
哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
什么玩意哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
mc好评
在现场
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我，我也觉得像内山
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这军训服和我们学校的一毛一样
哈哈哈哈
哈哈呵呵哈哈哈哈哈哈哈哈
哈哈哈
我干，这是我们班
条过半
会死人的啊
后面同学军体拳警告
妙啊
空屏？
mc好评
哈哈哈哈哈哈哈
军训还让你带相机？
46分钟！！
MC僵尸音效，好评！
哈哈哈哈哈哈哈哈哈
口水怪
48分钟前
哈哈哈哈哈
有扫了二维玛的吗？
赖上
49分钟
后面岳云鹏
来了小老弟
好诗好诗
哈哈哈哈哈哈哈哈哈哈该
哈哈
36分钟前
哦哈哈哈我说怎么没有弹幕，来太早了
用生命录制。
快 乐 体 验
不，他还没在我们学校那么火
哈哈哈成就有点sao
我第一
18分钟前
skr
哈哈哈哈哈哈哈
26分钟前，同样在军训
哦 原来来的太早 没弹幕啊 我就说
在
承包
1768
你还真从开天辟地开始
真--开天辟地
早
憨憨
*？？？o
17分钟左右前
来了！
我看到了李子园
不愧是你
你真是好开心的呢
哈哈哈哈哈哈哈
哈哈哈哈哈哈
防晒防晒抹起来
哈哈哈哈哈哈哈
jojo的奇妙比喻
好湿好湿
标准结局
此曲一出，爹妈白养
好像拿着皮带在追赶
拔草加一，还有往睡觉的同学裤子里塞小石子
干得漂亮
好湿好湿
好湿
我弹幕呢？
哈哈哈哈哈
来了来了！
此曲一出，爹妈白养
好短
大快人心
和后面同学完全一致hhh
3分钟前
给你的肾一刀呦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我来啦！！
这也太像lil tecca了吧
我好开心啊，我可以军训了
看，他在狂笑
这个笑容
三连三排
我说为啥换了。。。。不能拍军人
？？？
李时珍的皮，哈哈哈哈哈哈哈哈哈哈哈
我就想知道咱能不能把嘴闭上一直那样张开着。
某布君NB！
我现在也在军训
hhhhhhhhhhhhhhhhhh
内山
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
李子园
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
然后你死了，连羽毛也腐烂在这泥土里面
这种人为什么没给打死
青春与世界联网
qian荨麻疹
正片开始
年轻真好
一堆汉子真实哈哈哈哈哈哈
同学:这怕不是个神经病吧
标准结局
好湿好湿
同12连
哈哈哈哈哈哈哈哈哈
真实
我搞大伟
给你的肾一刀呦
军体拳最后一招   锁喉
up路桥的吗？
同款面包哈哈
哈哈哈个
十一连
哈哈哈哈哈哈哈哈哈
我荨麻疹为啥要军训？
反 人 类 单 车
变黑了
哈哈哈哈哈
五连流批
。
三营的来了，给我冲
三年六班李子明同学
妈妈 这人有病啊！
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
五营六连
又拖更了
你们坐着，我们站着的
还得从袁隆平说起
好湿好湿
全员茄化
你
0.5倍速在听一次23333
传统艺能
此曲一出非死即伤。
为什么不是可口可乐
妈妈这个人好奇怪鸭
我军训被晒出了荨麻疹
没mc好评
下次，下次一定
风在吼，马在叫，预备，叫!
666
哈哈哈哈哈哈哈哈
太真实了
拔草要不要这么真实
讲评收操
不要跑啊，我們蕉♂流一下
荨麻疹
哈哈哈哈
，，
哈哈哈哈哈哈哈哈
我也是
你有本事从前面跑啊
旁边的同学估计以为你是个傻子哈哈哈
好评
炉石好评
天秀
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
6
死秀
一直在蠕动
装逼
最欢快的一次去医院
！
哈哈哈哈哈哈哈哈哈哈哈哈
万万没想到风格？
哈哈哈红红火火恍恍惚惚
内山！！！！
危
cao
危险动作请勿模仿
他把孩子都高兴的合不拢嘴。
敢问奶是怎么在军训时掏出手机不被收的呢
无限接近死亡，才能领悟生存的真谛
茄化
我在军训学生面前吃西瓜
百事可乐天下第一
居然可以拍
法老？
浙江机电啊
哈哈哈
为啥没有妹子
蹲下不是亚洲蹲那种，是全身重量压在一只立着的脚上
耳机党已去世
鸟大
哈哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
mc好评
。
荨麻疹超痒的
你看教官笑的多开心
被教练打？？？
真实
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不揺碧莲
我也得了，但是我还是要去
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
告诉我你是哪个学校的，我杀过来专门给你军训
噗
哈哈哈哈
浙江机电长安校区
真的皮
牛逼
今年不是9102年吗？
哈哈哈简直人才
mc！
mc！
mc好评
因为这是大学军训，
我的教官说，要是看见有谁和可乐，就请所有教官喝
这……叫搬砖服吧
66666
来了来了，正片
同款药
此曲一出，非死即伤
这个模仿番茄太明显了吧
长安人路过ao
全员茄化
好湿好湿
皮带啊哈哈哈哈哈哈哈哈哈哈哈哈哈
拔草非常真实
没事，你慢慢说，我有时间看
q版刘关张
马在叫～
李子园
哦们的早操
长安的这么多？
嘿嘿，你上首页了
和我一样去年大一军训我也是得荨麻疹
Bad Seed Rising - Wolves At The Door
