芜湖～
手！手！手！
热乎的
成龙，把老爹的鼠符咒拿过来.
一开始的轻黏土还有人记得么？
好耶!
等身包胶？！多少钱？！快量产
鼻子太下了
这手？？？？这是女up吧？
满级人类 俗称甘帝
这不做个黑塔？！
给我鼠符咒。
男娲造人
手手手！
两个小时的，热一热
胖虎！！
我惊讶到不能三连了下次一定
两点突出（dogo）
6666666
哦豁
厉害
想想你为什么点进来（dogs
确实好看
感觉他企图教会我
wc 1000+
感觉下一次就是智能机械人了
真的有这么大吗
准备头放
嘿嘿嘿
是不是脸有点圆
这是卖给米哈游的吗
做个美杜莎看看
这个表情太屑了
啊啊啊啊
SLA
更衣人偶诚不欺我
不够屑（
神子的耳环一个是神之眼一个是紫晶，不是对称的
好屑的神子
背景放个八重樱可还行
组团扒衣服给UP穿(1/4444)
山高狐狸野，八重是我姐
你小子多少是有点副业啊
窝里狐狸叫，八重只喊要
奈何没文化，一句卧槽走天下
这个八重是不是有四只耳朵
这缝纫机超便宜的
李似谁 怎么出现在我关注里
这里的BGM在哪能找到，感觉和CM里的BGM很像
八重樱
这是光追？
感觉挺真的
批量生产!
66666
有细节不
芙蕾娜/doge
哇塞
男娲造人属实是把我留住了
居然不是买个假发戴在头上而是自己另外做一个？！
手工做水贴的吗（
我是小学生，可以包邮送我吗
要是脸也是硅胶的就好了（可以捏）
这表情不对啊
《战狂的鬼面》
114514分
胖虎眼（bushi
可以做一个小狐狸形态的八重吗（doge）
更衣人偶！
涩！
我要这两个币有啥用
点错了
老婆！
是不是进了奇怪的厂
太细节了，屑表情都做出来了
三连，拿着！
布做的头发？？
有这本事就给兄弟们看这个
等我有钱一定买一个，up等我
妈耶台好看了呜呜呜
必须买一个
惟妙惟肖
这突起来的是什么啊？
《这手放哪呢》
光固化
这大晚上不得吓死
接头霸王
他甚至做了神之眼，我哭死
没人在意樱酱了吗
小玉快把鼠符咒拿来！
斯麦路斯麦路
男娲！
有枣
有突起诶
第二个神子？
又是物種進化不帶我的一天
点错了!!!!!!
没有尾巴 
看起来有些胖
哇哦
这次做成硅胶的吗（
看到神子大人的骨架了吗？我啃的（
哈哈哈哈我绷不住了
可爱(๑• . •๑)
小八可爱捏
愣着干嘛？亲上去啊！
798人？
我超我超
好屑的表情
还做模具了?
我去，手搓水贴
逆天
一眼看成甘地
量产！
难道你自己让我学手工建模吗？为了老婆吗？
牛逼
我TM反手就是一个币
好像万华镜里神社的bgm。
深境螺旋（）
这个手势可以做狐狸的手影哦。
蚊香
兄啊，这也太明显了罢
他甚至连衣服都是自己做，我真的哭死
啊呀呀呀～
紫色胖虎
好屑啊，这表情
怎么哪里都有homo
手
凌晨1点846个人
手很好看（来自吉良·吉影的赞同）
让我来穿
下巴好尖
某些细节很还原啊（赞赏
up是心灵手巧的帅小伙哦
小米挂烫机
火钳刘明
乖乖
如果真的是一比一等身，我直接惊了！（指身高，神子大概有一米七以上）
喔！
除了身体是从工厂订做的，其余的全是UP自己做的
你们在期待什么（doge）
屑样子
有感觉了
憨包包
哦，有那屑味了
人偶的质感真的越来越绝了
谁还记得他一开始只是捏小人偶的…
脸的材质很突兀啊
1:00六百多人，这不正常。
胖虎
危
分数打错了，擦
不会做手办的裁缝不是好up
果宝机甲，归位
你都拥有神子了，还要什么三连
眼神好屑
他越来越熟练了！（喜）
是软的吗（期待）
@mg金恩
热乎的
真骨雕制法（
太细节了
你这个细节吗
我可以买个半成品嘛？衣服什么的家里有不用的！
可恶让我看前面做工啊
该视频倒放有惊喜（
哇塞好良心的分件设计，这一款估计大货出了之后又会被倒doge
背景墙上的是八重樱
成本过高
好厉害啊！
114514
那187个人站出来 
178人站出来 
燃起来了（？
啊我的眼睛！
我还以为是买cos服，自己修改，结果是自己做
手很好看诶
太露骨了
会弹！！！会弹的！！！！！！
好屑
COS服和模型的不一样，模型不用考虑人的感受，做起来方便
up，做的屑一点
卧槽
喂喂 嘛呢
八重凉子
八重凉子
刑
这个脸跟整体皮肤质感不太一样，略显奇怪
为什么会有两个尖尖！！
↑  吉良吉影(确信)
。
这个笑容真够屑的。
玛奇玛（幻视）
这个八重神子一看就慈眉善目的
bgm就是原神专辑
可以改成机器人就 完美
神子：挺秃然的就
开h腔叉出去
这衣服做的比绝大多数cos服都好啊...
有没有硅胶的？
6啊
这是硅胶娃娃了.......跪了
深山狐狸叫，八重说还要
好高级的样子
屑狐狸，我喜欢(**)
阿福阿福，来不及解释了，鼠符咒拿过来
太强了。
像啊，很像啊
考究 值得一键三连
not for sale
不够屑
脸型不太对
你手放在哪了
好屑的眼神
八重樱即视感
这材质打印出来好强啊，这么平滑
注入肉体
史莱姆能做成软的吗
哎呀呀，某人的旧友啊，因为没办法边吃甜点心边看小说，气的内心崩溃，又哭又闹，呜呜呜呜，好可怜啊~
点错了
接头，插入灵魂
高达骨架
678人
有突起怎么回事
好屑我好喜欢
我记得米哈游自己做过1:1等身手办，就是后边那个版本的八重樱
其他地方为什么不做成软的
大佬
像啊，很像啊
這管叫1/1?
这次要上硅胶的吗
114514
这次是软的哟
3：30
怎么一股棍勇喂（不是）
由我来组成头部
这骨架还专门预留了位置，莫非。。。
现实中的五条新菜
nb
这是八重她姐吧
芙列雅
五条君你怎么在这？
可以冲了
1    1      4     5      1  4
b 真？
我有一个朋友
挂在墙上的。八重樱
嘿嘿嘿
细节很还原啊up
细节做的好吗？（doge）
哟西
这娃能动！！！
三和yyds
我在期待什么？
小骆驼，小陀螺
为什么不让我们看前面（恼）好东西要学会分享
男娲大人
这不量产？
三连
感觉小了点
老爹的鼠符咒呢
出现了！胖虎眼！
现在的up主都这么卷了吗
牛蛙牛蛙
前面的1 1 4 1 4分谁打的啊，这么好看居然低于5分
吉良吉影:这手我要了
感觉差点屑
接头霸王
真好用，就是有点凉
屑狐狸
六边形战士
给114514分
这个是什么
老婆！你肿么了！
牛批
1000+
牛啊啊啊
我在想，他做这个是为了什么
妈见打系列
太好看了吧！
等等……这个身体……包胶……嗯…是那个吧！？
了不起……等身翻模得要个万儿八千的吧
通过喷漆的数量来体现质感
也是直接硅胶娃娃换个头吧 
成龙  老爹的鼠符咒呢
在屑点就更好了 嘿嘿嘿我的屑狐狸嘿嘿嘿
硅胶就更好了
盾勇前来收妖
。。。。。。。。。。。。。。
没有弹幕吗~
我朋友想借用一晚
《非专业》
这表情是真屑啊
这up爱了爱了
神子都能做出来那雷神还会远吗？
果宝机甲给我E
有些人需要面壁
果宝机甲，归位！
迷之突起
好表情，怎么不好了
对味了nice
八重老婆看我了
以三连
非专业
你手放哪了？！
快来一枚鼠符咒！！！
背后的粉色狐狸是谁？doge
能加热我就投了
114514分
牛
寄给我吧，我怕你用她做坏事
牛
女娲区阿婆主
胖虎眼
牛笔
1000+人正在观看
同款熨斗
大眼珠子
更衣人偶
1000+
没有胖虎眼，但是有胳膊壮眼
废人
明天去米哈游报道去吧
厉害厉害
他居然还为自己做了件衣服（doge）
建议身体换一种材料
所以衣服能脱是吧
《1000+真正观看》
1000+别躲了
BGM骤变
为啥好像有点
手好稳 好羡慕
设备价格高，土价格低，但是重置率太高了
人类进化又没带上我
不够屑
有点？
男娲造人知道不
做个等身模型，都要贴水贴
我要这币有何用！
良辰美景不问天
等身手办厉害了
手好好看（吸溜）
鼠符咒呢 快拿出来
八  重  秃  子
头和身体肤色不一样
1000+
1000+
史莱姆硅胶灌进去的当然软的
硅胶的人偶？可以啊
可以推倒吗
《1000＋》
tpe
屑狐狸
我要硅胶的
爱莉希雅
手不酸吗
八重秃子）
吾有一兄
我要做神子的狗！
这首歌叫什么啊
只听BGM还以为在造机甲
估计up现在玩的不亦乐乎
1000+
我有个朋友嘿嘿嘿嘿嘿
请问up是男是女？
UP主你晚上起床放水不开灯会不会被吓到？
好粉好喜欢
我以为是我差点设备，其实差的是手
114514（警觉）
woc
我来组成头部
妈呀
wc还有骨架？
喂，up左手摸的什么啊？(dong)
胖虎.jpg
师傅你是干什么工作的
好腋
注意左手的位置
等身，嘿嘿，嘿嘿嘿
材料有没有胿胶？下单送不送润滑液（bushi）
谁还能想到一开始他还只是捏泥的（赞叹）
还有八重樱！
hoo
就是手有点。。。
WTF
表情不够自然有点呆，其他都很好
《女娲再世》
不够屑
666666
可以砸地吗？
美肚杀
上头
无死角包养
请务必量产
熟练
1000+禽......啊不，君子正在看
压力一直在米哈游这边，大伟哥，看着办吧
胖虎
鼠符咒
114514
《男娲造屑狐》
bi'z
nb
老婆好瘦呜呜呜
接头行动
女娲在世
你是谁，为何我关注了你
老丈人，受小婿一拜
岳父受小婿一拜（新婚红）
岳父受小婿一拜（新婚红）
草，拉进度条给错分了
激动の小曲
米哈游买走吧
人间男娲
屑屑的眼神，很对味儿
胖胖的
甚至衣服都是自己做的
《1000+》
后面怎么挂着八重樱
他甚至做了尖尖
牛奶（雾
已经开始屑了
全职业精通up
up什么都会做，有了up就是有了提瓦特
谢谢，被屑到了
Ms的骨架
晚上抹黑起床吓死人
多少钱
无中生友
有没有细节
再往前一点就过不了审了·-·
赶快量产
下次做个硅胶制的
有硅胶的成分吗？
关于织女转生成为男娲这件事
能用硅胶吗
1000+就离谱我想你们脑子里现在十分不正常（doge）
表情差点意思
痛失韩国市场
此时我抱着八重神子在看着视频
1000+
前有等身八重樱，后有等身八重神子
硬的吗
是硬的啊
我看到了胖虎
强啊
特鲁，把老爹的鼠符咒拿来。
这玩意儿在崩溃三开始的冒险玩模式的时候被洗脑过的。还把我们打的非常惨。
霸屏
胶佬日常
114514
tnnd，我tm鼠符咒呢？！！
草，点错了
这个手我馋了
手放哪呢（doge）
不说别的，我就问你，逼真吗？（doge）
泰国有个娃娃公司做的才像那个蒂法也有出
up主手好好看啊
火钳刘明
建议入手一个
太，厉害，了
脸蛋有点婴儿脸。
你就是五条君吧
男娲造神
可恶
可以拿来van♂吗？
接头霸王
小手放在了奇怪的位置
我怎么关注了你呀
上链接
接头霸王
豆
右边柜子上的芭芭拉！
我来组成头部
首办（X) 假人+衣服（0）
wc
有没有那种细节
屑狐狸！！！！
什么颜色UP可以透漏一下么
我看了三回啊三回
手放在了什么位置（doge）
卧槽
现在我知道为什么要裹上布了
太强了
五条君，太厉害啦
 929人正在观看
求量产
握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草握草
耳饰错了，右边是紫色玻璃球
八重樱瞩目
爷呢？
我怎么感觉身体是硅胶材质的？
后面的八重樱：啊对对对
行，注意身体
就很有趣
变身，卡面来打
细节怎么样？
看着好屑啊哈哈哈哈哈哈
眼神不够屑，不过可以玩
匠心之作
空降3.30
太小了，我说的是大小
《下一步打算试试硅胶的》
下一步打算试试硅胶的……惊！
牛批
放个千律核心进入
两个点（doge）
 长按为up助力
务必量产！
脸不够屑（doge）
服装都越来越专业了
为UP主加速
不管怎么移动，都在盯着你
这屑屑的眼神很对味
有那啥吗
你说她晚上要是活过来怎么办(●'◡'●)
上链接！
现在压力给到的官方这边
手好好看\(//∇//)\！！！！！！！！
有细节吗(
为什么只能投两个币
《做各种泥啦，开心就好，非专业》
这腿绝了
手手手！！
看成爱莉了
啊这
米哈游大楼进门右转的那个等身八重身子和这个一模一样
你晚上会拿神子干嘛？
这印花好看！
感觉不太屑
太大了
什么意思，我是来学习全过程的，这让我怎么学习
突然上这BGM我还以为准备开砍了
更衣人偶坠入爱河？
有这技术就给兄弟们看这个？
胸部好像有两个水口
好家伙又进化了
禁止私自打孔
这不得喷金属漆
手里少个瓜子
出必买
这……洗得干净吗？
嘘～知道你们在想啥
脸和皮肤可以再上上妆
逼真吗
这又技术升级了！？
哎，原来狐狸是四声道的吗
不够屑。。。
等身寄品是吧
有亿点大
妈见打系列
眼睛上要是加成亮光的就好
114514
量产！！
有副业吗？
万豪狂喜
这脸有点别扭啊
妈！
屑头（doge）
哎呦，刚刚调进度条点了个2，可以改吗
街头霸王
能摆骑士踢吗（bushi）
好清理吗
马萨卡，自由换装
晚上看到会吓死吗
能换成硅胶的么(doge
牙act4体系的胖虎
《试试硅胶的》
怎么四个耳朵？
透，手滑了
700多人不说句话嘛
给邻居举报doge
这不来个鼠符咒
多少出
我要买
教练我想学这个
我有一友
男娲造人
让我看看！！
某天，它把头拿下来洗了个头
打错了，能重打吗
能量产吗？
为什么要加黑布啊
手好好看，我的killer queen已经准备好了
不是硅胶的差评
人类进化又没带上我
可以用硅胶的吗
给我鼠符咒
喷出光泽感的是什么颜料啊
怎么这么屑啊（恼）
黄体：？
UP玩的开心就好
老婆
有前面的话这期视频就不是在这发了.jpg
背景的八重樱
我来组成扁桃体
然后up主默默的把这个脸带上了
师傅！受我一拜，收我为徒吧！
656
还是可动的，我哭死
合体！
你这可不等身啊！
三分吧，不是软的（doge
衣服up主可以穿吗
额 八重樱
够细吗？
这...也没多等身啊...
快炫我嘴里！
老婆亲亲
拉力吼！
三和！
成本，，，，的虫味
吉良吉影行为
UR主还行哈哈哈
直接用假发会不会好点
你的手放哪呢！！！
胳膊久了不会断吗
越来越专业了！好棒！！！！！
up此时应该在享用了焯
做的软一点
太富了
可以让我来负责给她穿上吗？
648人真正观看
目前的进度：制作头发带
不投币对不起自己
吉良吉影。。。
快给我来一枚鼠符咒
5.
我与up主只差一双手
《健身区up主》
自己洽是吧
18+
摸摸耳朵
芭芭拉冲呀
嘤嘤嘤
作者怎么能把我们当外人看
过程呢？
为什么剪掉了这么多
好有质感
行了直接打包寄我家吧
那个  我朋友想问问这个能卖吗
爱了爱了
捕  捉  球
很难不三连啊！！！！
《禁止打孔》
反手极速打孔
打孔夯羊驼运动
注入灵魂了这是（惊）
想看细节
老婆的味道
头后面的装饰是不是有点小了
细节
能站住应该不是硅胶的
身体是直接买的？
喜多川也要找你做cos服
山峰似乎不够还原(不够大!!!)
UP手好看
我有个朋友
上头！
神子进化史
5
从工具看，我觉得阿婆主也是个胶佬
有一瞬间我觉得他在做T800渗透型。。
我出一包辣条买了
感觉脸好像有点胖了
你放这个我可不困了
把同一个人配音的不同角色放一起就有点不对吧
需要你啊
我觉得用泡沫也能做
表情超屑
感觉会被米忽悠买走
手好看
你让我从新燃起了做皮套的决心！！
搞错了，八重她左边耳环是没有神之眼的
这五分太低了，20000000分！
坐标3：50
好屑的视频
有点副业啊小伙子
xdm稍等，我去拿鼠符咒
像啊，很像啊
感觉表情有点呆
家里来人怎么办[doge]
1！5！
5
5
后面的挂画不会是芙蕾雅把
是时候拿出爷的鼠符咒了
技术大神呀
第一眼看成八重樱
我来这只办三件事
向大佬低头
《334人》
6
114514（即答
后面那个八重樱…
这个是雷电将军的狐狸
请问UP主是否考虑做一下尾巴
我有一个朋友
来让我看看
挂闲鱼上
怎么有一点
八重樱
师傅你是干什么工作的
他当时是不是只是个玩粘土的
快去13区给我借鼠符咒
《 300+ 》
运动器材（doge）
戴上他，你就是下一代限定粉杰森
我的鼠符咒哪去了
400+
大胆一下啊
666
那我找找我的蛇符咒
精神感应骨架
牛逼
健身器材
卧槽！！
等我死后给我烧一个这样的纸人 !
哇哦
@原神
十五斤，三十块
小玉快去拿鼠符咒
恐怖如斯的播放量
81建军，节日快乐
左下角有个芭芭拉
1  1      4   5     1             4
我来组成头部！
5
三和水消光
114514
怎么尖尖的?
男娲
↑  吉良吉影(确信)
能开孔吗
我的鼠符咒呢！
太甜了，不想屑狐狸
草
哎哎哎，装头就装头，你手放哪呢？
530个人正在观看，都出来吧。
五条新菜石锤
原来是装上去的，还以为要做夹层手画呢
敢不敢翻到正面让大伙看一下
省流：缺了个鼠符咒。
1       1      4       5   1           4
能用吗
胖虎
神马？缝纫机？
好好好好好！
胖胖胖…胖虎！
所以，我变成假面骑士是可能的吗
我有一个朋友
组团去13区偷鼠符咒（1/100）
鼠符咒呀，快上呀
我曾经有个朋友
后面的是八重樱
有谁会注意到柜子里的芭芭拉
凡事字幕是黄色的！统统扣大分！
有骨架细节吗
老规矩，有这技术给兄弟们看这个？
518
感觉胖了一点
这样子卷下去手工区都不用活了
后面一个八重樱
身体应该是买的，毕竟可以动
量产！！！
嘴唇差点意思
压力给到了官方
能不能换成软的
嗯？等等，那两个尖尖似什么？我本单纯
5
背后是八重樱？
能开洞吗【doge】
有被牛逼到
高价回收鼠符咒
575
自己做就是比生产线好啊
我一直以为画上去的!
米哈游：这样的人才可以用来产周边
5
米哈游：压力从未离开，别整活了，算我求求了
、
5
我就不一样了，直接给粉狐狸一个定身术，然后搬家里当手办
《接脸霸王》
哎可惜了不是硅胶的
比之前的还原了好多
身体是包胶的！
胖虎眼
吉良吉影
上链接
全网收购鼠符咒！
我要私自打孔
真正懂得人才知道tpe比硅胶舒服
和真人一模一样
快把朕的鼠符咒拿来
W.T.F
男娲
532
卧槽对味
我也觉得 感觉好像很悲伤
5
你就是五条吗！
up主，你打孔了吗
没人看到后面的八重樱老婆吗 
眼神有点怪
我对神子一心一意
甚至自己连衣服都是自己做的
可以吗
他的朋友就是我
胶佬表示很熟悉
不是 胸上有两个点啊（doge）
好屑的眼神
全能up
量产！
真的大
收购鼠符咒
up家在哪儿？君子白日闯（0/1）
必要的时候衣服还可以脱下来自己穿
人家米忽悠有专门做手办的公司
手往哪放呢？！（怒）
组队偷手（1/100）
这TM就是伏羲啊！
注入灵魂
手真的好好看
咦？
你在期待什么
要加乙醇洗一遍
屑起来了
山高狐狸野，八重查出雪（狗头）
你按哪里！？
什么材质
对对对有了鼠符咒就是活的了，然后就可以干活了
对了，味对了
《画皮》
我出20w，你要卖的话当我没说
芙蕾雅那个你站住！！！
成本极高
给个4分防止骄傲（）
屑
求批发
剪刀，我竟然会用诶（骄傲）
无孔不入doge
无孔不入
无孔不入doge
有考虑量产吗!买爆
你的手放在哪里？我问你的手放在哪里！
送给我吧
5
 嫁给我
看了看我怀里的女人，简直一模一样
八重樱？我记得是旗袍圣痕
衣服都会自己做，五条在世是吧
味对了
516
够屑了
牛人哦
哇
是不是米哈游搞什么活动了
哀家长头发啦
我来组成头部 
压力给到米忽悠
能锤地吗？(doge)
兄弟萌，我有一个月入百万的计划
现在是我的了
太八嘎了
小玉，鼠符咒玩够了没，快拿来，我要干正事儿了
组团偷up，把他绑在小黑屋生产手办
不做衣服能不能便宜点（doge）
耳朵
我看了一下，up元素精通1000
等我有钱一定买一个阿婆主
左边有泳装芭芭拉和33的不问天！
小玉，我鼠符咒呢？
真的大佬
女娲要是有你这手艺就好了
你丫指定有点副业
这时压力给到米哈游
1：1吗 ［doge］
114514
动手能力强
你的手放哪了？！！
粉雕玉琢
看后面
厉害呀
500+
总感觉少了些什么，对八重樱的耳朵
6
眼框镂空，，不会吧
后面挂画八重樱
创生的灵慧
厚礼谢啊
后面挂着八重诶～（doge）
我来组成扁草体kill
出价1000我都不嫌贵
NB呀
说吧多少
不够屑
既然是人偶，那应该可以不用戴吧
5
上链接
估计好几千都有人买
114514
山里狐狸叫，八重跟我要
我来组成扁桃体
up牛逼
大佬
哇哦
无中生有
这种水贴纸哪里买
有孔吗
果然有孔
量产，必须量产
你还给她做个衣服
大眼珠子
对味
蒙娜丽莎的微笑
tql
硬核
接头
如果能做出发丝就更完美了
！
夜深狐狸叫，神子对我说还要
冲神子专用是吧
我也不知道我是怎么看成刺身八重神子的
5
眼睛带追踪就更棒了
不是硅胶材质那也太难受了吧
女娲：工作交给你了。
5
这个缝纫机不好用，相当于玩具级别。up太厉害了
瞎说，明明是我
《 愚 人 众 执 行 官 —木 偶 》
BGM有一股浓浓的电摇味
厚里泄，还带点儿
这不得批个量（doge）
脸部轮廓真的有点像芙蕾雅
熬夜看小说的神子↓
好厉害！
但是真的很厉害啊，耳饰这点小错误不用计较
给个麻烦开个价吧
针不错
神子大人，我的神子大人……嘿嘿嘿……
还是少了点屑的感觉……哪里不对呢
79都在熬夜
花生米都有了，不得来碗酒？(doge
像
来呀 把我的鼠符咒拿来
我要五连
硅胶快乐手办（bushi）
《樱》（后面）
.
厉害了这就是手艺人吗
哈哈哈哈哈吓我一跳看到这个圆圈还以为是缝了个音响进去
！！！！！
能《用》吗
下面……也还原了吗……
手好好看……好白——
直接买cos服啊喂
下巴过于尖了一点儿
后面八重樱已经知道成分有多复杂了
偷鼠符咒（2/100）
嘴歪一点就更屑了
手指关节能动吗
耳坠只有一个是神之眼
《不用抹点水贴软化剂吗》
114514
5
八重。
樱花散！
此即，诞生之刻
记得常换洗（dog）
闪光弹!!!
你好，求给链接
看了头我就想笑
能用吗？能用吗？
同款熨斗
女娲传人
你是谁我怎么关注你了？
偶身的制作过程捏
你的实力我估且认可 
小家伙
up会拿它干嘛
八重樱！
首页通知书
想看雷电将军1：1的
手工高手就是厉害啊。。老婆都能自己做。。
1万2我要了不能再多了
8.8分
这个放客厅万一来客人不觉得尴尬吗
1000？便宜了啊大家
去掉衣服能便宜点吗
后面海报是神子罢（bushi）
有尾巴吗？
啥也别说了，三连吧！
6
多少钱我买了
多少钱我都买
UP的手真棒
好牛
眼神不够屑
别在这理发店
做得很好，下次请做硅胶的谢谢
懂了，下期八重樱
哇
买了一箱，孩子很爱吃*^_^*
邮手就行
鸫哥越发的牛逼了
男娲造狐狸
在下面装个卂几杯吧（doge）
再送我一个 
鼠符咒呢？就一下呀
跟我读：“一二三，三二一，哼哼哼啊啊啊啊啊啊啊啊”
表情不够屑啊
我好像少看了一些
偷鼠符咒（4/100）
等等衣服自己做的是不是能自己穿
6
细节有吗
宗室面具
310
喜欢雷电将军扣一波1
摸摸尾巴
我想问一下能不能那个（手动狗头）
禁止随意打孔
为什么有两个点啊
344人
整
偷鼠符咒（5/100）
up主原来是伏羲
组团去十三区偷鼠符咒（100/2）
敏感肌能用吗？
屑狐狸の次元壁破碎时刻
吴有一友
我超 还有点的吗？？？
不是胖虎吗？
天呐这个手这个关节
好啊，很好啊！（赞）
你摸哪呢喂
你摸哪呢喂
细节好棒啊（身后甚至挂了一个八重樱）
几千？一个炮姐半身已经16999了
太厉害了
我要看正面
晚上可以抱着入睡吗？
很难相信他手上没有一个鼠符咒
up中间的音乐是哈米伦关于神子那期的音乐吧
这up绝对有副业
好八重，你让我陷入疯狂
有点细节
量产！
？师傅你是干什么的？
牛B
为何这神子眼含胖虎
战哥起！
这必须投币呀！
我有个朋友
手
用了一下，和真人一样，很有肉感。
 这姿势不应该是九天沙罗的吗
武器了
吾有亿友想看
这八重是有点的
好看好看
那个……你的手很好看….可以在我的脸上蹭一下吗…...（吉良色
为什么我的眼里常含胖虎，那是因为我爱的深沉（狗头）
多少钱我要买！！！！！！
手摸哪里？
今天就给你解释解释什么叫男娲造人！
这必须三连（崇拜脸）
换缝纫机了
没有那种屑味
有痘痘？？？
尾巴咧？
造人区up主
偷鼠符咒（4/100）
如果可以，我愿意再等你两月做出我老婆申鹤的（迫不及待）
这眼神不够屑木有灵魂（bushi）
？
前面的，没有那玩意儿
114514
偷鼠符咒（5/100）
自制周边（doge）
挖c
350人
等等，是八重樱，是我同学的推
眼睛加灯！
神态太棒了！
神态太棒了
屑狐狸的主色调
突然燃起来了
你这手办量产吗
水贴？
这就是看腊鸡的眼神
我哭四十
给老婆穿衣服！！
我来这只为了三件事：点赞、关注、投币。
防水吗，能水洗吗（doge）
没有屑的感觉，倒是有点憨
牛
火的踹死我
换成硅胶的效果会更好
组团去13区偷鼠符咒（2/100）
"放这太不应景了,抱我床上去吧"
为大佬献上膝盖
《殴泥匠》
甚至还做了肚兜
偷鼠符咒（6/114514）
好牛
接头霸王
组团去十三区偷鼠符咒（100/3）
为什么我的眼里常含胖虎
恭喜百万
牛啊
想要
等等好像有细节
我好奇能不能买？
啊啊啊啊疯啦
332人出来吧
啊啊啊啊啊
牛杯
库诺瓦DIO大
像神里凌人的眼神
我在期待什么。。。
再来个虎符咒，一人一半
跟我说：114，514，哼哼(doge)
吾有亿友
量产
吉良是吧
后面挂了一个八重樱
鼠符咒的等等我
老爹我的鼠符咒呢！
一人血书量产
那以后upcos就可以先扒现穿了（同意顶我）
不够屑！！！
废话不多说，上链接
可怕
114514
小了，格局小了
水贴
1那个我点错了点错了！
是你吗五条君
量产
手拿开，那是我的位置。
我帮朋友问的，那里也还原了吗（dogs）
贼还原，角色的眼神对比上期有了巨大提升
up一定很懂人体(doge)
你们有没有发现，制作这些都是男的，一个女的都没有
终于有个水贴眼熟悉了
《我个人》觉得脸是不是有点脸胖？管他，胖的刚刚好，嘿嘿嘿神子，老婆（doge）
最好再把尾巴也给做上
他真的，我哭死
我直呼好家伙
我靠同款键盘，不过是87键的
师傅你是做什么工作的
神子有多高
批量生产
年轻人真会玩哈
亲戚家小孩：这个可以让我玩玩吗
手放哪里啊你！！
ky左上角
没有币了
好伤心
+-
莫非女娲就是跟你学的造人？
妈见打系列
被B站耽误的全能型人才
是您吗！阿贝多老师！
可爱！！
还好不是胖虎眼 真的是变不回来了
组团去十三区偷鼠符咒（100/34）
耳坠左边错了 只有右边是神之眼 左边是紫色玻璃球
耳坠左边错了 只有右边是神之眼 左边是紫色玻璃球。
我莫名想到了，天天在米游社喊鸭鸭比例手办的
想看前面
点错了
