龙泉！
虽然但是呆毛的左手指套是连着的和右手不一样的
金属就是坑人了那要多重
喜欢！
EXCALIBUR！
牛壁
真金属就，带不动了，哈哈
盔甲的金属感不够是唯一的缺憾了
除了眼神 都不错
我王啊，你往何处去。
laopo老婆，今天起她就是我老婆！
不要用你的常识去质疑别人600天的付出
你老婆真的太美了！
真金属累死人啊
太模糊了
你就是老娘的master吗？
对城宝具：ex咖喱棒
全金属甲就算男的也不是一般人能穿的动，装饰用金属甲更费工夫
开刃？！管制不？！
就等这句了！
卧槽！ 绝了！
《棉被王》
会是个英国人
感受到了金钱的气息
多次  不经意   哈哈哈
呆毛才是本体
这不三连
大半夜，200多人？
和吾王感觉不太一样
阿尔托莉雅
呆毛王！
硬核~这道具的质量真没话说了~
救命好好看
喜欢，看起来很自然
喜欢
爱了爱了
更衣人偶坠入爱河 现实版
为你们友情赞一个
NB啊大佬
非常喜欢
我靠，真打铁啊
还有啥不满足呢？老二次元可以死矣
来了
蔡明阿姨
男的
棉被……
周nm周呢
三连拿去
正脸直接裂开
要是有战损嘴角再有点番茄酱就更好了
太棒了
辛苦
双下巴好可爱
酸了酸了
问：金属盔甲有多重？
等会儿，什么闪过去了
我去
骑士王的荣耀
有特种执照的店家是可以打造开封成品的
咖喱棒
呆毛
牛逼
太硬核了
卧槽，自己锻造一把
居然连呆毛都还原了！
鹅  滴  圣  剑
不如画一张doge
呆毛好评
怎么说呢…这玩意儿不属于我们普通人
哈哈
EX咖喱棒！！！！
太用心了
这么漂亮的COSER足以弥补很多了
为什么这么像周淑怡 
大不列颠棉被王！没错了
哇是我生日！
阿尔托莉雅
卧槽
我生日！！！
喜欢
居然复刻了呆毛！！爱了爱了……
有点点舌头伸不直的感jio
握草？？？？
呆毛好评
太厉害了
补魔吗
只能一句卧槽为敬了
阿尔托莉雅元素
太喜欢了
超喜欢！！！
那可太强了
脸太白，稍微自然点更好。毕竟saber莉莉是亚洲化角色
投币了
好厉害啊
老子的DNA动了
好像周姐
太厉害了
虎狼之词
太喜欢啦！
蔡依林？
首页通知书
牛
我还以为是视频
你要准备足够的食材
王厨：风暴哭泣
这么快就两年了？
村正还来打了把剑
他还会帮你日常补魔呢。
有这么好的老婆和这么好的兄弟，这辈子值了
一开口。。。。
24-70
出来的那一瞬间有一种心脏被击中的感觉
这东西穿着是不是好重呀？
感觉眼神可以在凛冽一点
也是我生日也是我生日
好瘦
巧胸甲框框响笑死了
辛苦啦up
然后就成熟地瓜了
求图
佳能ef24_70红圈，光圈不知道是多少4.0便宜些2.8的贵
喜欢，感觉很真实！
呆毛好评
潮汕美味至今难忘
专业团队
太强了，阿尔托莉雅
太还原了！三次元saber！
我可太喜欢了，这是逼我当曹贼啊！
大半夜，200多人？
大爱啊
秋月爱莉
这一切还得从一只蝙蝠说起
太喜欢了！
救命好好看
辛苦
卧槽啊！！！
woc
这友情也太赞了吧
简直太强了
喜欢
焯，纯手工
棉被吾王
怎么感觉有点像周姐？
你老婆真是太棒了！
hxd
这角度好像周淑怡
订做的服装啊  太强了
全金属那得上百斤重，普通人穿不上
羡慕
我的妈，这一幕神似zsy那个长了嘴的女人……
ex咖喱棒
太还原了666
现在和你交朋友还来得及吗
我特么还是第一次看到出cos要去打铁铸剑的
有呆毛，灵魂来了
他爱你
猎空啊啊啊啊啊啊啊啊啊！！
大舌头
这个服装面料和颜色很棒
喜欢！
吾王
有一瞬间我居然觉得是画的
太用心啦，三连啦！！！！
点赞投币了
很还原啊
握草
就像是失去神经
爱了爱了
一毛一样啊啊啊啊啊啊
金色老婆
吾王剑锋所指，吾等心之所向
呆毛女王
吾王剑锋所指，吾等心之所向
这么认真啊？三连必须安排
爱死了
喜欢
卧槽，自己锻造吗？
喜欢喜欢！
喜欢
一件三连表示尊敬
我超
有一种就是本人的感觉
辛苦了
老子的saber啊
用铁打的剑不重吗？
周姐
这里小封面，看成周姐了，我还有救吗？
喜欢~
这张绝了
我的天，太用心了
saber厨一本满足
全靠p
我还以为是视频呢
牛蛙牛蛙
卧槽，这剑也太狠了吧
除了脑袋都是厚涂的？
好看
为啥只能投两个币?
封面周姐
太棒了吧
古代西方贵族甲胄都是自己量身定做的，
好棒
乔巴： そんなの全然嬉しくありません。
哈哈哈哈哈哈哈
亚瑟王不懂人心啊（doge）
武器打铁也太草了哈哈哈哈硬核
吾王的左手手甲后面三根手指是并在一起的
这衣服质感真的棒！
这剑买吗
给跪了，tql
流批
棉被王
周，，，周姐？
卧槽，这不是我十年做的梦么
吾王！
铸剑也太硬核了
这是真有条件啊
卧槽 阿瓦隆
喜欢喜欢！
6666
景色是图片，人是真人
我去！！！时空穿越了
cg级画质
眼神坚定
喜欢喜欢
噗，瞬间感觉没了，币还我
[ ˈseɪbə(r) ]
薇尔莉特了解一下
非常喜欢
非常喜欢！
呆毛好评
太厉害了！！！喜欢！
卧槽
孤独的巡礼
好牛
呆毛不行啊
非常喜欢(☆∀☆)
这后期太强大了
老婆
光头强
没那种感觉
灵魂呆毛
太强了
大佬的朋友们！
吾王剑锋所指，吾等心之所向
吾王剑之所指，吾等心之所向！
真的好像
差点黑化
潮汕人打钱
喜欢
辛苦了！！
大佬
好飒
又好美
太牛了
非常稀饭
卦上卦是坤，代表地；下卦是震，代表雷，这个电能从下面发上来。地雷是什么时候打？春天惊蛰时候打，那个地雷打起来声音都不同，这就是所谓“惊蛰一声雷”
实拍更难啊
很棒
全金属30kg起步，妹子哪里穿的动，一般大汉都吃不消
棒死了
上链接吧
好美啊啊啊
这武器真是钢？
会是一个英国大老粗爷们
点错了
离谱
好漂亮
非常喜欢
鱼线会不够自然，后期连披风也得搞，而且效果也不好
吾王剑锋所指，吾等心之所向！！！
第一千条弹幕
辛苦了
外行人感觉有点为了瓶醋包了顿饺子
吾王1米5你这身高不对劲
牛
好重的黑眼圈
说是周姐的有病吧？
24-70景皇啊！可以啊这兄弟
还可以
超级喜欢！！！
太美了想把这张作为桌面背景！
美如画
听起来有点大舌头？
每块布？
喜欢
谁tm说的周姐
一群神仙
只是人感觉护手的手指有点违和，感觉有点粗，但已经很美了。
都是神仙
求图
还原度极高！！太强了！！！！
超级喜欢!
你骗了我2个币
差点味道
金属很重的
吾王美如画！
救命我生日
真剑？？
卧槽，这还原度
这他妈绝了
可以做个透明的剑
几个卧槽送给UP主
美
为什么只能投两个币！！！我要投十个！！！
周淑怡
我看到了她的一丝影子
要真800我直接买爆
做壁纸吧
喜欢，超级喜欢，特别感谢
我的天
龙泉宝剑我靠
里面是个高压锅
呆毛好评！！！
你就是老子的骂死他吗，23333
?????龙泉剑？咖喱棒正统在龙泉hhh
当年我就是用右手摸了一下她的脸  然后就断肘了
好漂亮
突发恶疾
一般吧，模特少了一丝英气
这张！
堪称无可挑剔
哇哦
吾王
卧槽卧槽
好家伙！
非战斗人员请撤离
06版永远的感动
周淑怡是你吗？
刑了做梦有素材了
非常合适
老婆老婆
saber有一个手甲是连指的
阿阿阿啊nb
老婆，爱我老婆
喜欢！
这不给两个币就不合适了
金属的累死人了
非常自然 很喜欢
喜欢
帅帅帅
竟然是皮衣
突然想到一个问题，你喜欢的就是是你老婆还是二次元人物？两者重叠了么？
是真的好看
额……尽然还有呆毛
以秃换图
这句你TMD  是想笑死我么
牛牛牛
这样的朋友给我来一打
曹操竟是我自己
牛逼
呆毛是本体
巴适得很
火钳刘明
斯国一
要是李庄白肉就是另一个故事了
假面骑士saber
骑士王的荣耀
可以用铁丝做的，把铁丝在衣服下藏好就行了
喜欢!
灵魂呆毛
只要是画的我都信
绝美
一秒破防
saber
太强了！
细节呆毛
永远的阿尔托莉雅
太绝了！！！！
大喊牛B
B站真是啥人才都有，我爱B站！哈哈哈
这么多王厨阿
太棒了
眼神不够锐利
卧槽！！！！
你币有了
去龙泉打剑就离谱
呆毛王！
周姐
这也太用心了吧。
你TMD就是劳资的master嘛（/dog）
好喜欢这张啊啊啊！
可以给一些照片当壁纸吗
连呆毛都还原了
辛苦了！！
这cos下血本啊
呆毛本体就要逆风飞扬！
23333
NP
600天都在ps吧
换个人读稿啊 听着难受
文艺复兴
Nb
喜欢
好兄弟啊
saber啊
啊啊啊啊
2333
潮汕打钱
地瓜老师吃串也太开心了吧
好家伙，铸造的
工作量巨大
牛逼
好好看
真剑啊
好家伙
骑士王的荣耀
好还原
喜欢
处理极好！！毕竟是三次元，要有真实感
我在等咖喱棒
金属铠甲也没多重，有结构支撑的，穿着板甲还能倒立，翻跟头呢
我看成周淑怡了我还有救吗
谢谢！
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
呆毛去哪里
太喜欢了天哪！！！
居然有胸?
变味了变味了
哇塞
武器？真刑啊！
太优秀了
ex咖喱棒
三连了
fz十周年了兄弟们
卧槽直接锻剑
卧槽！！！
原形毕露，哈哈哈
卧槽卧槽太真实了
泪，不自觉的流了下来
吾王剑锋所指，吾等心之所向
我要退币，不对我好像并没有投币。
真的，在封面上第一眼就看成saber
辛苦了
BGM：骑士王的荣耀
呜呜呜，我的Saber，时代的眼泪了
拿这个出真人剧都很棒
Ex咖喱棒!
非常喜欢
她变矮了？
太急了，看到合适出来就点上去了
辛苦
太美啦
哈哈哈哈
握草
就冲这个  你有b啦
阿尔托利亚
辛苦了
卧槽
怎么讲话咬舌头
非常舒服
真的太牛了我超
绝美！！！
233333
我直接自信打招呼，嗨老婆
整套全金属？你考虑穿戴者感受吗？至少三十几斤
吾王剑之所指，吾等心之所向！
哈哈哈哈哈
恁揍是俺的骂死他吗
牛啊，太牛了
真剑！？
为什么只能投2个币
浙江龙泉？！！！
琴
你币有了
出cos用的居然是真刀吗。。。。。
胸太大了，一眼就认出来不是男人
这个普通话？
那一天，我想起自己曾是王厨
是si ba
没注意看封面  当成琴了
绝了
我只能说很难不三连
剑是手工的
好兄弟
强
周姐
模特气质不太像
辛苦啦
吾王剑锋所指，吾等心之所向
三连收好
帅
这是周淑怡吗
我的王
这不是周姐吗？
棉被王
呆毛都还原了
太强了
泪目
哈哈哈
卧槽
辛苦啦
虽然但是，王的眼睛是绿的
左右手套不一样的啊
这是异闻带吗，我居然看见saber在热搜第一[笑哭][笑哭][笑哭]
祖传呆毛
非常喜欢！
喜欢
不三连对不起自己
牛
三连了
老婆真美
太牛了
666666
直接去叔叔那里借（偷）一把啊
牛批
喜欢！
以后你老婆就是我老婆！！！
这个胸就很真实
吾王
真在打铁
好兄弟别开枪
我喜欢狮子王
呆毛能拔掉吗
啊我生日第二天
吾王剑锋所指，吾等心之所向
外景是预算+风险，影棚里只需要比外景更低的预算
棉被王
帅
一句老婆 不过分吧
THE SHY
呜呜呜太好看了
the shy。
THE SHY哈哈哈
辛苦了
真的好厉害
反手一个三连
这种感觉真的很“钞票”
挖槽
bgm好评
也是我的生日
一万六
周淑怡
周淑怡吧
太棒了，辛苦了
拉哥！！！
辛苦了
他老婆真好
帅
型月重工
你的咖喱棒能解封吗？
李云龙
却是有点像啊
太强了！
小了
点错了
喜欢！！！！！
像，太像了
你就是老娘的master吗？
喜欢
心动了
bgm泪目
ex 咖喱棒
好兄弟
为什么只能投两个币
牛皮
只能一句卧槽行天下了
喜欢！！！
绝了
超喜欢
600天？
好美
打开，到看得开
打打打
带得动我多群奥多
发发发发发起
daisikidesu！1
封面周淑怡？
呆毛
啊得得得得得得
最还原不得是个英国人吗
快放个光炮干掉我嘿嘿嘿(º﹃º )
吾王剑之所指，吾等心之所向
真 美如画
跪求图。想画一张
快砍我嘿嘿嘿(º﹃º )
牛逼
周姐？
棉被王
EX咖喱棒
开口跪
好美啊。。。
太强了
NDA动了
封神
卧槽
王厨落泪
可以
关注了  up加油 期待Cosplay尼禄  
造剑属实整不会了
我的币呢我的币呢？
升华
蕾姆
这个盔甲颜色应该换换
超级喜欢啊啊啊啊
封面我还以为是周姐
呆毛好评
呆毛好评
你怎么不直接画一个？
力所能及hhh
牛批
吾王剑锋所指，吾等心之所向
还有呆毛！
为什么只能投两个币！！！！
喜欢
喜欢
周淑怡我认识你！！！
竟然全是后期做的背景
想问出写真集吗
周姐？
员工比老板有钱哈哈哈
bgm好评
喜欢
无处不在的剑三哈哈哈哈
i了i了
外景更难拍，光随时会变化
美炸了
卧槽
平板
呆毛怎么弄的
用心了，辛苦！
卧槽
哈哈哈哈
呆毛牛逼
准备了多久不说，成片就是很普通的片啊
修太多不会不小心爱上她嘛，危险的工作。
美
周…周…周姐？
吾王剑之所指，吾等心之所向
吾王剑之所指，吾等心之所向
漂亮
我没有选择啊
吾王剑之所指，吾等心之所向。
多大的风才能让盔甲飘起来
第一眼像是周姐
超级喜欢
op能不能死一死啊
型月重工
为吾王献上心脏
台钳警告
有钱就是爽。
有钱就是任性。
这已经做得很好了唯一的瑕疵就是护手的手指有点粗 还有一边护手手指是三个连在一起的
好牛啊
非常喜欢！！！
太喜欢了啊
本人没啥文化，只能说牛逼。
哧溜，哧溜
吾之剑锋所指，尔等心之所向
三连送给吾王！！！
可以可以，恭喜恭喜！
泪目，谢谢博主，完成了我一个心愿，完成度很高，辛苦阿婆主
恭迎骑士王
《尚有》
哈哈哈哈哈
牛逼
哈哈哈哈哈
吾王剑锋所指，吾等心之所向
非常喜欢
这就是本人吧
辛苦了
太强了
saber啊
严谨
结果女主长胖了
卧槽
喜欢！
好像封面周畜怡
吾王没那么大啊
啊啊啊！！王啊啊啊啊啊！！
重要的呆毛！
辛苦了
辛苦了
周姐
红
目前看过最像的一板
我永远爱阿尔托莉雅
牛鞭
太强了
我老婆
好看
厉害啊
棉被不错
一秒破功
把你吃穷.jpg
开口脆
好家伙！！！
宝具 解放
喜欢！！！
还是疫情之前啊
老八姿势
帅！！
吾王剑锋所指，吾等心之所向
好还原！！！！
天。。。好好看
发色无所谓，呆毛才是灵魂hhh
为什么我什么都看不到
这装甲，你不如直接画算了
区区弹幕，敢挡我看呆毛的视线？这就关了你！
喜欢
吾王美如画
喜欢！
呆毛
绝了！
太美了
吾王剑锋所指，吾等心之所向！
强啊
确实好还原
有生之年
有内味了，这也太用心了吧！
太还原了（尤其是大小）
确实，市面上的道具很差
非常喜欢！为什么只能投两个币啊（doge）
龙泉笑死我了
那个盔甲的光泽太好了。。
的确，吾王有锐利，她没有
见到的最用心的COSER，没有之一
左手的手甲不是这样的吧
关键是这老婆质量太高了
还征服什么江山啊
喜欢！！
我超
周淑怡？
啊对对对
老婆太好看了！
真人版我就认她了
卧槽，牛啊
你就是老子的master吗？滑稽
可惜没最后战场的那一幕
我的天哪
这就是专业
好美啊
3000+你们好
这不是周姐吗
这不可能
太强了
好看啊真好看
喜欢
求壁纸
求壁纸
吾王美如画
辛苦了
太棒了
哈哈哈哈哈
呆毛好评
你就是老娘的master吗(doge)
真的很神似，太牛气了。
那根呆毛神中神
哈哈哈学一句很难吗
就像是失去神经
bgm响起来不是王厨都被狠狠震到了的程度
真金属很重的
牛
等等，武器！
吾王剑之所指，吾等意志所向！
呜呜呜
必须三连！！！！！！！！
牛的
先收藏，再观看
。
连胸也还原了
？
吾王美如画
质感爆炸
泪目
yoooo
最还原？问问梅梅答不答应
所以最后是可以和二次元老婆那个了嘛
好
你TM的是老子的骂死他么
吾王剑锋所指，吾等心之所向！​
非常喜欢！！！！！！！！！
周姐？
超级喜欢
不如放下剑，做吾妻吧
连呆毛都那么还原
呜呜呜呜呜呜呜老婆
我当天生日！！！！
周淑怡吗？
觉得还是后期nb
好！
牛逼
saber哪有这么大，演员有问题
就这
刑啊你
二次元赛高
好看
吾王美如画
挖槽
从原画跑出来吧靠
果然只有棉被王不怕冷
牛逼牛逼
2021年10月29日我的成年生日
性别错误的亚瑟王
你太懂了
是刀剑神域吗 ？
太美了
肝帝
太棒了！！！！
脚趾抓地
有没有黑泳衣的套装
这效果真的太强啦
挖槽
我突然发现 我已经分不清油画和照片了
卧槽
帅
最重要的呆毛！
牛逼
666真的厉害
BGM 骑士王的荣耀
吾王剑锋之所指，吾等心之所向！
能不能出个相册  找两张做个屏幕壁纸
潮汕人不请自来！
吾王美如画
牛批
棉被王不懂人心是有道理的
棉被王
地瓜真的是高中就关注了。。
辛苦了
我超武器大师
"c,封面那个怎么这么像周淑怡？"
喜欢
日常被喂狗粮的一天
封面不是周姐吗
左手手套不对
你就是佬娘的master吗
握草，太像了吧
大舌头？
吾王剑锋所指，吾等心之所向
什么是tm的专业，什么是tm的专业什么是tm的专业，吾王心之所向，吾等剑之所指
什么是tm的专业，什么是tm的专业什么是tm的专业，吾王心之所向，吾等剑之所指
什么是tm的专业，什么是tm的专业什么是tm的专业，吾王心之所向，吾等剑之所指
呆毛才是本体
这不得去圣女贞德的老家，英伦小镇去拍呀。
辛苦了
握草
主要人长得不像
这么好的朋友。。。
同三千+
在？为什么拿cg骗我？【狗头】
村正给锻的
你就是老娘的骂死他么
不是塞ber啊
梦开始的地方
saber，不是saiber
大结局的音乐，哭了
bgm一响就想哭
除了长得不像，其他都像了
封面好像周姐哎
道具质感拉有点影响整体效果
这根呆毛真不错
咋就娶了一个日本老婆呢 
好强！
极好
我觉得只P个脸不就可以了
3000+
老李云龙了
不合适
这是男的，就夸张
一年就做了这些？
高了些
太专业了，必须投币
吾王美如画
吾王剑锋所指，吾等心之所向！
阿尔托莉雅和千子村正同一个人？doge
这里也可以cos一下的，有张呆毛抱剑的图
太牛逼了
这个美女穿的是小葱家的外套诶
你不说我还以为是cg
你就是老娘的master吗
你小子
龙泉剑
型月重工
拖出去币了
要是我的话肯定怕社死
秃是自然规律 而强是永恒
为吾王投币了
c8
你们TMD都不上班吗
挖槽
牛，真的牛，超级礼物了属于是
吾王！！！好久不见
这女的大舌头？哈哈哈哈哈哈哈哈哈哈哈哈
真金属的沉死
挖槽
刘岩
有钱有闲
3d?
吾王剑锋所指，吾等心之所向！
卧槽
吾王美如画
喜欢
呆毛好评
泪目
卧槽
好看啊
？？？行了，等下就去派出所改名
帥
新壁纸get
周淑怡
周淑怡
适合的不得了
可爱
吾王剑锋所指，吾等心之所向
周姐
辛苦了
村正三国？？
普通话好像有点....
太美了
awsl
右下角这个太赞了
吾王，爱了爱了！
哇，连呆毛都复制了
太羡慕了
我以后一定给我女朋友这样拍
这不是画吗
吾王剑锋所指，吾等心之所向
你别说让女生穿全金属的，你让个壮汉穿都得累够呛
卧槽
可以当壁纸吗？？？
吾王
绝了 天
天光可以用天幕反光闪光灯 2只就够了
王厨落泪
喜欢
直接三连
再来一遍
太棒了
哈哈哈
Hhh
请问这朋友从哪找的？我也想要一个
吾王剑锋所指，吾等心之所向。
你就是老娘的master 吗
吾王呆毛所指，吾等心之所向！
太细节了
吾王呆毛所指，吾等心之所向！
吾王呆毛所指，吾等心之所向！
吾王呆毛所指，吾等心之所向！
泪目
卧槽
牛逼啊
好家伙，不会是你自己想拍，借口送礼物是为了省钱请模特吧，哈哈哈哈哈
爷青回
吾王
我可太喜欢了
太帅了！
听我死了一一
卧槽！
gugu是不是胸小？
呆毛神还原
吾王呆毛所指，我等心之所向
吾王！
喜欢
长得就不像
saber
太牛了
233
刚刚发错字了对不起 
吾王美如
太牛了
给了给了
辛苦了
实在是太强悍了
太用心了吧
美极了
二次元狂喜，老夫嫉妒
这币保不住了
棉被王
型月名画
这个呆毛怎么还原的？！
吾王剑之所指，吾等心之所向
牛逼，牛逼 
呆毛的气质有了
辛苦了辛苦了
火钳刘明
这就是热爱啊
卧槽
太美了！！！
吾王，快回来找士郎
喜欢！
辛苦了辛苦了辛苦了
辛苦了
我要投二十个币！
这就是兄弟
士郎直呼爱辽
猎空↓！
用saber当屏保好多年
YYDS!
这里是异闻带吗？
Excalibur
真的很美！
我靠家乡的龙泉剑
吾王剑锋所指，吾等心之所向
这地点是神圣圆桌领域-卡美洛
绝了，好强啊
3D立体剪裁啊
太棒了
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
这可太硬核了，三连了
让我感受到了这一对有趣的灵魂
周姐
截图！
非战斗人员请撤离
泪目
其实可以用鱼线吊起来
这剑备案了吗？(ง ˙o˙)ว
吾王剑之所指  吾等心之所向
把呆毛拔了
厉害厉害
太厉害了
nbnb
牛！
流畅真棒
辛苦了
雾草
吾王yyds！
吾王剑锋所指，吾等心之所向
C8
吾王剑锋所指，吾等心之所向
高能预警
高能预警
高能预警
吾王赛高！
吾王赛高！
我的妈，起立
吾王剑锋所指   吾等心之所向
吾王剑锋所指   吾等心之所向
经费爆炸
吾王美如画
握草
欢迎各位来潮汕吃牛肉火锅
有点像周淑仪
呆毛细节
喜欢
卧槽
吾王剑之所指，吾等心之所向！
吾王剑锋所指   吾等心之所向
我好爱她啊！
绵被王
啊啊啊
绵被王
绵被王
绵被王
这bgm
绵被王
卧槽这张NB
好还原！永远的本命555
绵被王
太牛了
哈哈哈哈哈
踏马的我那天正好过25岁生日
喜欢！！！
这手绘工作量大啊
做的很认真可以。
我可太喜欢了
绵被王
献出心脏
这句太霸气了
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
咖喱棒我有
吾王剑锋所指，吾等心之所向
请收下我的膝盖
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
吾王剑锋所指，吾等心之所向
呆毛王
吾王剑锋所指，吾等心之所向
投两个币表示尊重，太厉害了，还原了我最爱的呆毛王。
厉害啊卧槽
咖喱棒！咖喱棒！
咖喱棒！咖喱棒！
咖喱棒！咖喱棒！
咖喱棒！咖喱棒！
真的是锻铁啊
猎空！
钞能力啊
吾王剑之所指，吾等心之所向！
吾王美如画
z
吾王美如画
少了一丝英气
这才是coser
完全可以接受
文艺复兴了！！谢谢up让我看到这么高质量的还原
这是我生日第二天
我趣
吾王美如画
追求的是“自然”，用丝线那就违背了追求
吾王剑锋所指，吾等心之所向
666666
却之不恭
梦回卡美洛
666666
全是我的
下载了李云龙的语音包。
无锋剑
贞德！！！
吾王美如画
吾王美如画
吾王美如画
吾王美如画
下次打把乖离剑！
菇酱！！！！！！！
恭喜你发现镇站之室
币还我
好绝
恭喜你发现镇站之室
恭喜你发现镇站之室
233333
恭喜你发现镇站之宝
恭喜你发现镇站之宝
宝藏视频，别看评论
宝藏视频，别看评论
卧槽
呆毛瞩目
好想要他的老婆啊
