高技术力，三连了
好！！！
火钳刘明
好耶
泪目
这一身爱国者的铠甲，帅啊
已刷三遍！
泰拉大陆需要“整合”
BGM:Iron Sky
精彩绝伦
感染者尸体变化，源石刺破裹尸袋
天元突破ed太犯规了。。。。。
“异卵同生”
虽然不能完全共情，但感谢努力与付出。
好帅！
太棒了！！！
昂首 踏足烈焰
她的眼中失去了光
下本
小塔我一定要把你带会来
最爱塔姐！希望能有像她一样正直勇敢的心灵和蔑视强权的精神！
太好看了 呜呜
来力!
NB
看她起高楼。。。。
我们一起走
我们约好一起走
塔露拉并没有因为阿丽娜的死而堕落，让她愤怒并堕落的是那一仓库被活活困死的与她毫无瓜葛的感染者[悲]
真的厉害
我超，天元突破剧场版的ed
很棒
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
BGM是想杀我？
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
好棒呀
绳子断了，无数人坠下山崖，依旧死攒这
好强不火系列
这这这也太强了吧
伊利丹直呼专业
这就完了？
小霜星
泪目
呜呜，小塔
历史洪流是不可阻挡的！
冬笙大大!!!
那个时候他胸前还没有风扇需要辅助呼吸
快！三！连！
她是斗士
做的太好了……
太棒了
赞比币多
阿丽娜……
确实做的非常不错，太厉害了
你们这是自寻死路！
身后已经空无一人
道路不同了
又是一个币比赞多的宝藏
太强了
太厉害了
泪目
真心顶尖的手术，但凡看完剧情的都会认为！！！
燃尽这压迫!
天元突破！
一起走吧
此刻，如神降临
感染者......
我是感染者...
一旦认同，一旦理解，一旦发现自己身在怎样的大地，她就会成为黑蛇
我们都是感染者了
陈，把她拉回来!
老爷，感染者就不是人吗？...啊啊啊啊——
顶尖手书
k k s k
高能开始！！！
太棒了
“他打赌——你能做到元帅......”
世界需要整合！！！！
“我只是个，大尉”
太强了
woc
温迪戈学者，他是史上第一个
命运把他推向更远处，但他只想回头
塔姐终将为王，建立国家吧，一个感染者的家园
“你没见过老头子战斗的样子？”
“你最好见一见”
nb
"“不要...恨..."""
这帧好美
"""不许恨...”"
太牛了
塔露拉
nb
影子是黑蛇！
我超，帅
太强了
无比耀眼的塔露拉
突然担心，悠星的动画可能还不如手书
他们只是看着，看着塔露拉步入黑夜
666
同样的理想不同的道路和结局
他们只是看着，看着塔露拉步入黑夜
你还有亲人
他们只是看着，看着塔露拉步入黑夜
Let us all unite!
别看着她，看着我
bgm：iron sky
呜呜呜政委我的政委
质量好高
一起走吧
我们一起走吧
我们约好一起走的
一起走
亚历克斯...我...
过去了，现在...
我们联合
像雾一样......
就像雾一样...
整合运动
血像雾一样——散开
tqlwsl
”尸骨无存，感染者总是尸骨无存“
团结的人民永远不会被击败！
好了，这下我们都是感染者了
“让我……看看……这一代的……利刃……受过怎样……的训练”
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者也是人啊！
大地需要整合
大地需要整合
...
大地需要整合
三连了，除了三连不知道说什么
他们只是看着，看着塔露拉步入黑夜
不要...恨
不要...恨
不要...恨
不要恨
不许恨
小翅膀爱国者↓
不许恨
tnnd，为什么不火
他是他的父亲，可他却走在他的前面，无论是思想还是生命。只留下一个孤独的背影。
三连了
他们看着塔露拉步入黑夜
仔细听
哇
仔细听
“重燃”
“重燃”
“重燃”
“重燃”
站起来，感染者！
“重燃”
仔细听
仔细听
重燃
太炫酷了
真正的艺术大师是不会缺乏骨气和智慧的
这个大爹太帅了吧！
你高台没了
感染者们联合起来！
全泰拉的感染者们联合起来！
tql
我超，天元突破！突破天际地继续走啊，塔子姐！
牛逼
这个耳鸣
nb
突破黑蛇的梦魇时伙伴已经全部离去
……古老的温迪戈一族自卡兹戴尔往乌萨斯，特蕾西娅没有阻拦，只是祝他们一路安好
一条龙被一条蛇缠着
是亚历克斯↑
陈追了上来
米莎和碎骨
这里是游戏CG吧
好棒啊
拜年的好东西现在就交了吗
炸裂
自寻死路！
和歌词相反塔路拉没有越过爱，也没有越过恨，更没得到自由。
他们是走投无路的感染者，他们化作了燃烧的烈焰！！！
我的天哪跟天元突破一样的结尾太棒了
火焰重燃，只为燃烧
已三连
曾经眼瞳中跳动着鲜红的火焰，现在却如同干涸的暗红血液
the burning crusade
冻原世界上的火，不会轻易熄灭
来自天堂的大爹的鼓励大拇指哈哈哈哈
他的投枪刺破苍穹
深吸一口气细节
这个场景真是绝了
多么可靠啊。。
“先皇的时代多么伟大！”
有时我们会忘记，它不只是传说
三连再看
你们是人！
感染者也是人！
你们是人！
你们是人
你们是人！
你们是人！
跨越种族
跨越年龄
跨越阶级
重燃
重燃
重燃
重燃
重燃
重燃
重燃
《泪水之种，笑颜之花》！！！
她的眼中跳动着火苗，点燃了焚尽冻原的烈焰
草，我还以为燃烧军团。。
她留在了那片火海里了
如果不是黑蛇，整合和罗德岛应该能变成同盟的
阿丽娜，我的阿丽娜
阿丽娜!呜呜呜
“姐姐，我来带你回去了”
向你们致敬，感染者。英雄已然站起。
她的眼中充满了对于未来的希冀
大地需要整合
这个世界，所有世界都将燃烧。。。。走错场
“塔姐引导人民”
挥血如墨啊这意境
再看一遍
耶昨天才发的，怪不得我没看过（不能有任何一个优秀的方舟二创作品我没投币）
高质量佳作
好家伙，这乌萨斯直接变暗裔了↑
卧槽币比赞多
恨火，流向荒野
质量太高了
iron sky
我，我的阿丽娜……呜呜呜呜
她有两个影子
我的阿丽娜啊啊啊啊呜呜呜呜
一旦你认同我，你就成了我
父亲…终究…有眼却盲
这个世界需要整合！
怒号光明！
牛
让火焰燃尽一切腐朽与不公！
穿上了小礼服的黑蛇（黑丝）
无尽的远征？？？
卧槽，全盛期温迪戈的这身盔甲
战斗仍将继续
太帅了
阿丽娜啊……
太绝了
tql
这一枪，贯彻时代的阴霾！
恭喜你，发现了宝藏
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
世界需要整合！！！！
No nobody?
必须三连
拜年祭单品严重溢出
质量高得可怕
我也以为燃烧军团
为黑裙洛丽塔献出心脏
米莎躲在柜子里侥幸没被抓走
碎骨（亚历克斯）
艾尔大佬好强，为艾尔而战！
好，我最喜欢的iron sky
卧槽！天元！我哭了！
世界需要整合！！！！
为整合献上心脏！
我的火焰可是会燃尽这片大地的火焰
nb
太强了！
我靠这个铠甲
她，已没有退路。
好！
↑是亚托克斯
好好好好好
阿丽娜，我的阿丽娜
封面我老婆
三连了
格局打开
很棒的作品，一键三连了
拜年祭内容疑似提前流出
我第一个三连献给你：）
全世界的感染者，我们联合！
燃烧军团哈哈哈
这种嘶吼感真的好绝
NB
袖章染上了昔日战友的血
呜呜呜看的想哭
投敌了投敌了
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
这是雨？还是泪水
bgm：lron Sky
BGM：lron Sky
太强了
大佬
感染者的命也是命
你们是人
我们联合
联合！世界需要整合！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正!
太棒了
快住手啊，这根本不是二创
太强了
感谢up主们带来的这部震撼人心的作品，感谢。。
太棒了！
这么快就7.0版本了？
此刻，她已经远离了群众
塔露拉，不要恨，不要回头
太厉害了！
太强了
这个世界需要整合
帅啊
那些不能杀死她的，只会让她更强
“德拉克的火焰烧尽大地”
好了，这下我们都是感染者了
很棒
三连奉上
你的怒火在他们眼里宛如蝼蚁。蝼蚁也有啄食树根的毅力，蝼蚁也有粉碎基石桥的力量。
太震撼了
天元突破！！！
感染者就是一群干柴，她就是把这群干柴燃烧起来的烈火。
太阳的耀斑爆发了，她已经不再是曾经那个给人希望的太阳了
好会画
行
天元突破的bgm！！
吹爆这个
我的孩子。。。。。。（doge）
真的太棒了！感谢太太们的视频制作
we will rise!
we will rise!
太强了！！
好牛
卓别林大师
22
黑暗冰冷的世界没有一丝温暖
重燃
这画的好帅呀
爱了
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
剑在手，跟我走！
好耶
消灭帝国暴政，世界需要整合！
这个世界，需要整合！
牛
厉害
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
....
..................................
星星之火可以燎原
“爱国者站定，向冻原投出了手中长戟”
“只懂如何吞噬活物生命的阴郁天空忽的被刺出一个空洞”
阿丽娜，我的阿丽娜呜呜呜
这是我能免费看的？
阿莉娜还在时，塔露拉尚且有一处可以安眠，但阿莉娜已经不在了
好耶
太好了
“天空中的阴霾不属于整合，它的另一个面庞，是光明，来，感染者们，看看这从未见过的希望吧。”
冬老师！
阿丽娜啊……
震撼……
意境满分
不许恨
太牛了！！！
重燃
吓得我直接三连
太帅了！！！
该死的黑蛇
好耶
她身后的那个人，已经不在人世
厉害呀！！！为什么只能给两个币！
做的太好了
塔露拉！
联合起来！！！！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
nb
她也曾带来光明
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
你们是人！
大地需要整合！
nb 啊！！！！
太棒了！！！
太棒了!
燃烧军团的末日就要来临了！（doge）
你们这是。。。自寻死路！
投币比点赞多，
这豪华的制作团队 ！！！
黑蛇
梅妃？
为何只能投两个币？
我们联合！！！！！
重燃
我超
世界需要整合！！
在这片苦难的摇篮里，用无数喉咙拼出对光明的怒号
真强啊！！！！
真强啊！！！！
太强了
你见过我的全盛时期吗
感染者的斗士，变成了屠戮的暴君
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
很棒
受压迫者团结起来!
你们是人！
斗争!斗争!斗争!
这个世界需要整合！
太强了
塔子姐你顺拐了
西蒙，走向螺旋
加油
我来补币了！
太强了！
阿丽娜！
大火终归还是烧了起来。
我们联合
若他从始至终都是感染者的斗士也好
“他们不配被保护”
大地需要整合！我们联合
大师！！！！！！！！！
黑蛇，我鈤nm
“那就让我们从握手开始做起！”
技术里力好高！！
好强啊！
好耶
世界需要整合！
tql
麦秆，极易燃烧
恨火，流向原野
要是阿丽娜没死....
睁眼，便是日暮
昂首，足践烈焰
世界需要整合
世界需要整合
牛壁
太棒了
“那个人已经死了，现在我是碎骨。”
66666
来啦来啦来啦
呜呜呜呜
nb
兄弟们，赶紧宣传呐
狗黑蛇！
恭喜热门
看着儿子被绞死
帅的不谈
这样的都能溢出吗？？？
窃取果实
绝了
太强了
塔塔开！
哇
这作画
震撼我一整年
太牛了
鸡皮疙瘩起来了
nbnb
多谢款待
感谢
牛啊
观众：卒
从此感染者的世界开始有了色彩
不要踩一捧一
引战不可取
nb！！！
投币比点赞多
感谢由世界国际地理提供的图标【doge】
这是我能免费看的吗
好耶
嗯，今年内卷好严重啊
kksk
nb
牛逼牛逼
太牛逼了
她走进人群
Let us all unite！
演讲，灵魂一笔
震撼
是太阳最亮的时候
如此木大的力量
塔露拉激情演说
“重燃”
辛苦了
阿丽娜老师....
我们联合
太强了
塔姐
山口山玩家觉得很赞
对不起，但这声敲钢板的声音真的很出戏哈哈哈哈
tql
这应该是帝国军队的人
世界需要整合
强啊！
麦秆，极易燃烧
人心，向背无常
恨火，流向冰原
感染者也是人
别看着她，看着我
冬笙太太！
卧槽
我tm直接四联！
牛逼
温迪戈军团！！！
nb
燃烧军团
你们这是自寻死路！
重燃
重燃
太强了！
这个广播真的有……那种废土末日的感觉……在这里正正好好
这个颜色太惊艳了我去
无所畏惧
她的眼睛红的像融进了血液里
黄昏
他们本可以看见光明的未来
再来亿遍
让机器的归机器，人类的归人类！
这就是虚空吗
你们是人
"“重燃"""
孤身一人
恍悟
tql
塔姐，我永远追随你
“This world need Reunion”
“重燃”
三刷了属于是，我真的特别喜欢塔姐
加拉克苏斯大王进入直播间
维多利亚整合第二军，随时恭候您的差遣——威克.科林斯基
天元突破剧场版ed，要哭了……
卧槽，开门见刀
儿子吗
天元突破！红莲罗岩！！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
牛
一抹橙色，象征着温暖而坚定的希望
大蝶的认可（doge）
她有最美好的初衷
留白
哇、
灰烬成双，则火燃起
可惜被黑蛇利用了
欣赏艺术品
世界需要整合！
为感染者斗士献上最崇高的敬意……
博桌卡斯替带领温迪戈投奔乌萨斯
“重燃”
重燃
nb
《赤金的远征》
大地需要整合
我好爱啊！！！！
看塔的影子里，巨龙被黑蛇绞死
q.q
这不应该是你们的结局
你们是人！！！
这不同的命运
陈！
太强了
恶神苏醒
呜呜呜，必须三联
涙の種、笑顔の花 ！
看着儿子被处死
此时正是“斗士”塔露拉！
塔子姐你顺拐了
这是我能免费看的？
刀子！
好有震撼力
太帅了
太强了
火钳刘明
辛苦了
游击队与北原整合运动合流
追上了
顺拐有点出戏233
怒号光明
我们联合
重燃
重燃!
前面删手书分镜的大可不必（）
刀客塔～
牛
好厉害QAQ
我们联合
塔子姐，我的塔子姐！！
我超，好帅的塔子姐！！
只可惜，黑蛇把整合运动带进地狱
铁幕演说。
这一帧
这是
值得百万的视频，真的太有感觉了
父亲终归，有眼却盲
世界需要整合
“this world need to Reunion!”
塔露拉我永远的领袖，
好震撼
小陈和小塔呜呜呜呜呜呜
小陈和小塔
天元突破的bgm
看的我头皮发麻
看的我头皮发麻
好耶
好帅
我们俩
这么快就拜年祭了？
呜呜呜我的阿丽娜
影子是一条被蛇缠绕着的痛苦的龙
太牛啦！！！
“我需要去，点一把火”
重燃
如果没有黑蛇的诅咒
那天你在我心中播下了小小的泪水之种，终有一天会开放成长为巨大的笑容之花
那天你在我心中播下了小小的泪水之种
好评！我这币看来是留不住的
终有一天会开放成长为巨大的笑容之花
孩子，还记得全盛时期的整合运动吗？
大爹！是大爹！
她看这身边的战士一个个变成了不会说话且狂暴的怪物，她动摇了
那天你在我心中播下了小小的泪水之种
终有一天会开放成长为巨大的笑容之花
在眼花缭乱的每天之中
时常不自觉地回想着
如果以后一直有你陪着
在那设想的未来
哪里都找不到的身影
却不管在哪里都能感觉到
今日我们在同一片天空下
共同迈向明天
不断重复的言语
是的 我的心仿佛融化一般
太强了
真冷啊，我好像得一个人重新适应这温度了
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
刀客塔，还有很多工作.....
这片大地，需要整合3
塔姐yyds！
我超 冬笙老师
神迹啊
牛了个大B
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
天元
天元突破
还是太震撼了………
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
啊啊啊，前面那个乱码的是我电脑键盘进水了乱打了，别举报！！
好耶！
你们是人！
我们联合！
让我们团结起来！
帅
重燃
“活着难道不痛苦吗”
“痛苦”
“”但我们可以一起活下去“”
我就知道会有魔兽玩家
团结的人民永远不会被击败！
“她就连双瞳都是源石的样子”“感染者的样子”
求这段出处！
这是我不付费就能看到的东西吗？
世界需要整合！！！
天空灰蒙，却不失光明
小陈陈和小塔塔可爱死了
太牛了，一切赞美的词语都显得苍白
她好像一颗匆匆划过天边的流星，是那样的灿烂辉煌，又是那样的短暂
这是我能免费看的东西？
这个手术质量太高了
太牛了！
“重燃”
牛哇
太厉害了呜呜呜
大地需要整合
帅
已经什么也不剩了。。。
画风爱了
真的，头皮发麻
太帅了！
厉害！！
太炫酷了
上一次燃烧远征还是在上一次
1000人跟我一起看
太强了
已三连
这个爱国者画的好帅
感染者之盾
麻了 为什么只能投俩个币
火钳刘明
太棒了！！
前面的，7.0是军团再临
斗士塔露拉。不会回头。
为了部落！！
真正的卡露拉永远的留在了那片茫茫雪海中
感染者应该为自己的身份感到骄傲，并用最简单的手段夺取大地的公正
画得好棒！
Long live of Talula
你们这是自寻死路！
萨沙！不要做傻事啊！
泪目
我们联合
魔兽？
这……只要两个币太少了……
我靠！
这年头还能看到天元突破
怒风大喜
三连
苦难使人的眼睛麻木
阿丽娜:塔露拉，你的火焰是可以突破隔阂与纷争的！
赤霄
有生之年
住手这根本不是二创
世界需要整合！
我永远喜欢塔露拉！！！
年轻时的大爹没有染矿石病，用不着呼吸辅助机
卓别林大师的演讲！
冬笙老师！！
太棒了！！！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正！
突然有种想重刷第八章剧情的冲动
太强了！
世界需要整合
对面是五个内卫
????
上来就是
世界需要整合！！！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正！
求BGM
形如帝国之影
大爹好帅我超
真是厉害
我们联合
太棒了~~！！！
世界需要整合
天哪，是天元突破！
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
太赞了
好耶！
你们是人！
你们是人！
你们是人！
你们是人！
你们是人！
怒号光明！
怒号光明！
怒号光明！
弑君者：那什么，好歹让我...露个脸？
就，很深刻
怒号光明
我们联合
出征外域！
恨火，流向冰原
太强了太强了
天元突破！剧场版ED，我哭爆
塔露拉必须为自己的行为付出代价，不过再次之前，让她先实现她的梦想。
世界需要整合！！！！
面具之下是一张稚嫩的脸
火箭升空成功！
这是我看过最好的塔露拉手书
好耶
woc nb大受震撼
没了，什么都没有了。
请过了各位第八章的刀客塔们无比看到最后！！！
tqlllll！！！！
恭喜发现宝藏
碎骨
nb
那时候的塔露拉是那么的可靠
 BGM: Paolo Nutini - Iron Sky
帅的
牛啊
燃烧军团哈哈哈
太牛了
巫妖王之怒快了
重铸整和荣光
wow双料玩家震惊
全盛爱国者，最强凡人战力
她来此，大地将起刀兵
！！！
献出心脏
重燃
我也以为是燃烧军团
怒号光明
震惊了
那些康米主义者，他们炽烈而崇高。
大爹是无敌的！！！
希望+2
美国：礼貌吗
失去的只是枷锁！
太强了！！
BGM：Iron Sky-Paolo Nutini
3
布莱德诺亚
二次呼吸
我超，竜羽兔
如此木大的...
硬币比赞多系列
怎么回事呢
米莎！！！
与你，异卵同生
为你，二次呼吸
至暗时刻
以为闪金镇酒馆。。。
塔露拉的队伍和游击队合流，整合运动建立
ky的是不是有什么问题啊
当英雄斩下最后的魔物，赞歌竟戛然而止
希望+
生命不该被冰冷的标签和数字衡量
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正，为极恶的压迫者献以最恶毒的回击
“在黑夜之后，总会有黎明”
米莎和亚历克斯
黑裙洛丽塔是黑蛇不是塔露拉
他看见儿子冰冷的尸体
跟我上！
跟我上
“战士们，跟我上！”
火种尚存，斗争不止
神秘的彩蛋时间
看标题以为魔兽
大爹。。
大地需要整合
阿丽娜，我的阿丽娜。。。。
我杀黑蛇
太强了
一身鸡皮疙瘩
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
为什么我只能投两个币
在乌萨斯说哥伦比亚语
REUNION
REUNION!!!!
塔子姐的确走在正确的路上，可惜被黑蛇窃走了胜利的果实
老公
bgm iron sky
世界需要整合！
怒号光明
陈塔姐妹呜呜呜
终有一天，罗德岛会克服矿石病，世间再无苦难将这些相爱的人们分离
领袖的光芒曾经引导追求自由的人
塔塔好温柔
异卵双生
陈来救她了
“晚安”
真的很棒。。
刀
这一幕的正面在封面上
不许恨，不许恨。
希望＋10
我在B站8年了，这是自2019拜年祭之后我第一次看哭的作品。谢谢你们。。。
爱了爱了
啥时候能涨快点
大爹
博卓卡斯替
我的整合运动啊！
鸡皮疙瘩起来了
“梦想么？”  “是现实。”
重燃
道路会向前延伸（无端联想）
太强了
怒号光明！
辛苦了
为什么只能投两个币！
预测会火，带我一个
世界需要整合!
头皮发麻
进来就出不去了
继续燃烧吧德拉科，直到你终于找寻到自己的意义
怒号光明！！
再来亿遍
加油
战士走入战场，战士拔出战刃，战士迎接战斗！
这是我们能免费看的吗？
《塔露拉的救赎》
←并不，就算没有矿石病，众生仍旧苦痛
而那些暗色的源石结晶刺穿了布，朝着天空。
它们在凝视什么？它们也在替这些感染者不平吗？周围是寂静的，正如这片饱经苦难的大地。
在高大的殿堂之间，博卓卡斯替朝座上的人单膝下跪，诉说忠诚。
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
赞
阿丽娜......塔姐的阿丽娜
旅途有终点，大地无尽头。
一键三连
这画的也太棒了
厉害
她
好耶
币比赞多
泪之种，希望之花！
生于黑夜，怒号光明
在，为什么硬币只能投两个？
完美诠释整合运动
帅麻了
震撼
我是否代表了罪恶
鸡皮疙瘩起来了
牛…
斗士塔露拉
"""如果是你的话...你才会是第一个为了他们牺牲的人不是吗？"""
“想一想所有相信你的战士，以及想一想你自己！”
黑蛇是必然的，而且还加快了
44.5
泪目
米莎呜呜呜
太牛了
！太棒啦！
越过爱恨，可惜没越过去
币比点赞多
太神了！
人心，向背无常
这个世界需要整合
世界需要整合
整合世界，重注未来！
太强了
感染者应该为自己的身份而骄傲，并用最简单的手段夺取大地的公正
大爹嗓子感染前舌战群儒
太强了
我们联合
怒号光明
顺拐？
"天啊,,,,"
大佬真的强
我们联合！！！
OVER HATE 对应塔姐没有跨过的恨....
