我压力已经来了
乌镇plus
这个好像韩立的背影
这里绝了
UR5
我感觉国漫有望了！
这好像是乌镇
好美啊
这就是我看小说时脑海里想象的美景
太美了
你过了
卧槽，大佬
太强了
很牛逼
对不起 这鸟叫声 我以为天策任驰骋了救命
这放到国产动画里不得飞天
我已经感受到了气息
太强了
太美了
太牛。。。
这也太强了吧
太美了太美了
woc好好看
好卷
好好看呀
这是我不投币能看的？
大佬高级呀
显卡：不行了，我要休年假，或者挖矿放松一下
大佬以后去搞动漫吧！这个太短了
这必须得三连，你是第一个让我三连的
漂酿惹
太牛了
红豆生南国，春来发几枝。愿君多采撷，此物最相思。
哇这画风爱了爱了
好看好看
您
不是抬杠说瑕疵多的可以详细展开说说吗纯想学习一下
风景不错呀，哥们儿
太强了
好美啊，让我住在这里吧！
应该让小仙女来看看
我靠太美了吧
就是不加人会更真实
1
学动画三年
好别扭啊，拿友情相思来寓女子思情
好美呀
太强了！
太牛了 
老哥 加入沧海横流的那个战队吧 然后让他们赶紧做出来 
这也太美了吧
假的？太像真的了
救命，好像跳舞的线
没人就好了
加油，国产雄起
厉害
太强了
这个景太美啦
好绝啊看到这才反应过来是动漫
瞬间感觉自己做的动画啥也不是
景是真的美
作者再接再厉
这感觉可太喜欢了
烟雨江湖
很有氛围 好棒
厉害
这c4d？？？太强了吧！！！！大佬
首页来的
太棒了，古风味很浓，真的有烟雨江南的意境
666
说实话，我一直觉得学生的毕业设计才是真正用心做的，足够的时间，足够的精力
太美了
作者能接受评判，网友不行，笑死我了真有趣
卧槽
风景挺好，动态还是有点僵硬
春水碧于天，画船听雨眠
显卡：这不比博燃？
做的真的很不错，就是人物可以不动，动的好诡异
哇这个树叶好漂亮
好棒啊！
大型动画公司快来招人！
卧槽
这个场景我想起了天九里青年嬴政和韩非的谈话
很美
太漂亮了
太强了吧
烟雨入江南
哇
细节爆炸
是红豆
我差点没看出来这是动画救命
挖草～～～挖草
加入秦时明月吧，我想快点看天明纵横天下
画风好唯美，爱了爱了
婺源石城的红枫！！
bgm是大氿歌啊啊啊
我来过！！！
江南风格
感觉像真的一样
这光影效果不错啊
太美了吧
好漂亮
这特喵不是摄影视频？  我惊了  
好厉害 像看电影
人物不太行  我平衡了
哇，好看
难道不是真实拍摄？
好专业
每一帧都是壁纸
好有档次
你去干国漫去吧
大爱江南
我只能说nb
别人的毕业设计！
别人的毕业，我的毕……哎
相思用古书竖体更有意境呢
宏村出戏了
宏村 周庄 东湖
哥们做的不赖呀
中国动漫等你了！！
牛逼
Bgm是夜凉？
我心相印亭
好看
好棒啊啊啊啊啊啊啊啊
我也觉得像宏村
仿佛听到了排风扇在叫
这有点像苏州啊
这实力什么公司进不去？
我靠我靠绝了好好看
巨佬
我还以为是摄影，后来才知道这是动画
宏村
爱了
开始我还以为是摄制的
水气好大，不愧是烟雨江南
强
直接出动画吧
一看就不简单
好美啊啊
西递宏村
还挺棒
好美
这个真的牛皮
太牛了
这是刚毕业的水平？
666666
大佬
您?
画质蛮牛的，就是人物动作太僵硬
加了人真的不行
关注了，宝藏up主
植物晃动不用整颗动枝条树叶飘动才符合现实
哇塞
诗名就是“红豆”，这是文学常识吧……
徽派建筑真的美啊
好强啊
以后能在哪个动漫看到这景
我曾见过这样的风景，在三月的江南
大佬牛逼
开了光追吧
好漂亮
我也觉得像宏村，应该是去取景了吧
大佬哦
《毕业设计》
渔舟唱晚
W
好看耶
这是韩立嘛
大氿歌
这个窗户绝了
质感好
后生可畏
词穷的我只能说66666
像广西的山嘿嘿
首页进来的
这景大爱啊
好看
三连了
这一幕我爱了
我妈问我为什么跪着看手机
前面沧海横流的等等我...
上面叶子有停顿
好看啊啊啊
您
这个故事让我想起了《蒹葭》这首诗
哇塞哇塞
人物有点假了
太绝了
做的挺好，可惜有人
绝了好好看
人物不行，动作有些奇怪
这一幕想起了言叶之庭
这渲染……太可以了
顶尖渲染水平
天哪太美了，神仙下凡辛苦了
跪了跪了
太棒了，bgm也好好听
牛
哇
大佬太牛了
画风绝了
这渲染下来不得几百个小时
牛逼
太厉害了！
可不可以去少锦支援
皖南
唯美
牛逼
好厉害啊
显卡：我要没了
人物没有动捕就会这样 只能尽量少让人出现了
太厉害了，无论是设计，画面，视角，配音都太优秀了。
太强了
不是 我3060的笔记本C4D建个模都卡 你这个要多少才行啊
卧槽开幕我就开始卧槽了
后生可畏
这必然得投币呀
求老板投钱做游戏
好美
看来飞机封过雏菊又要再来感叹一遍太牛了太牛了
一键三连
哇哇哇这个地方也是实景！！真的中国风超美！！
中国风yyds！！！
哇
人家刚毕业还有很大的进步空间，你们怎么这么多要求…
人物动作是瑕疵，僵硬
人物有点僵，其他没的说
是王维诗里的红豆！
好牛
绝了
大佬
好有感觉
强强强！
真美
显卡的味道
这太像实景了
好看
绝了
哇，306和我一起看
太美了
膝盖献给大佬
为什么我们的c4d 不一样
好牛哇
大佬啊
大片
夜凉！！！！！！
会做动画的人真的很酷
好好看
强
这功力可以啊
排风扇在惨叫
中国唱诗班需要你
烟雨行舟
姑苏城外寒山寺，夜半钟声到客船
好美
好美
啥相机拍得，好锐啊
前面的，别去秦时明月，工资贼低又辛苦
大佬
宏村，认出来了
好美
6
g15妥妥的
好逼真啊
这可不是普通的红豆 是王维诗里的红豆
感觉不错这画质
火钳刘明
我的天
好厉害呀，好美呀，忍不住看一遍又一遍
厉害啊
好棒
牛逼
爱了呀
这不是摄影？？？
这是博士毕业的作品吗
已三连
牛批
这是动画！？哇！
天啊
为什么人这么少啊？
绝美徽州
一生痴绝处，无梦到徽州
美美美
江南烟雨，最抚人心啊
哇！强
火钳刘明
国漫缺您这样的人才啊
半天了还在桥洞子里面
唯美还带一丢丢伤感
天啊这个审美
希望以后在动漫里面看到这样的场景变化
卧槽这里觉了觉了觉了觉了觉。
确实人物差点意思
下米咯
皓腕凝霜雪，垆边人似月
这渲染了多久，不会是半年吧
哇趣
言叶之庭也有这种场景
好看
牛啊牛
哇
卧槽
欢迎收看《大佬如何用两秒夺走我的俩币》
看完了，还是决定回来投个币。
这里太震撼了！
这是梦中才有的景色
国漫有你我放心
若森需要这样的人才
简直实景
献上我的膝盖
真好
就是人物太丑了，女孩那个锅盖发型让人一秒出戏
一切都很完美，就是女孩的锅盖发型太丑了，一秒出戏
c4d有什么好扣人物的，本来就不是特长
我焯
牛哇牛哇
审美好好
人物差了
哇
我要这硬币有何用
去做游戏吧
不知道还以为哪个游戏cg
拉去天刀美术组
拉去天刀美术组
实话说整体看起来都还行，水做的很一般。
太棒了。
这段好像是大风歌的伴奏？
毕业设计要不是神 要不是鬼
好有感觉
绝
哇
人物有些僵硬，部分动作略显不协调
直接爱了
有你吗的瑕疵，吹毛求疵
红豆
显卡的香气
好强
国家宝藏bgm
好美
要是有这样一款游戏就好了
这也太牛逼了吧
用C4D做人物交互，人物渲染，表情，动作太拉了。做做特效还不错，人物是真的，难以想象。
又一个挂毕业设计的！！！！
上面是写了张字吗，细节好评！！
这是江西宏村吧
安徽宏村......说错了
这个歌听着好耳熟
啥？这不是摄影？？？？
我沉默了……
红豆
太牛了
呜呜呜，被圈粉
首页首页
您
以为是真实场景，太牛了大佬
厉害厉害
很棒啊
三连鼓励一下
好美 有这样的游戏吗 哦要玩哈哈哈
投币
先赞后看
确定不是实景？
氛围绝了
轻舟摇向江南处，以是烟雨落尘俗
好真实
太强了
也太牛了
喜欢国风
什么都好就是人物不好
我的毕设是垃圾
好棒啊！
这画面简直太美了
这尼玛是个毕业设计？？？？？
这一幕是我最喜欢的
大氿歌
卧槽
景好像乌镇
太牛了
特么的卡死了
好美的意境
你管这叫毕设？卷死得了
是宏村
难道不是实拍的？？？
我想知道up主电脑是什么配置
是天刀出来的美工吧
镜头视角和光影对比抓得好棒
太厉害了
天哪大佬手里的C4D！太强了吧！
绝了
我去！
硬币给你，拿去拿去
这比多少国漫都强啊
很美
好吊啊大佬
这是一个人能完成的盲？
场景nb，人物点缀吗
？？？？？
↑难道不是画舫
云蒸霞蔚
宏村
牛壁
绝美
拉去天刀美术组出新地图哈哈哈
不看弹幕我以为这真的是实景
大佬
？？？？？？？？？？？
你管这**叫动画？
我的毕设 别人的毕设
好美！
嗯，是显卡的香味
一般来说是不会有人会在C4D做人物的
好好看啊
很古朴
我u3d表示不服
江南水乡
3090已经买好了
我去 这是动画？？
我去⊙∀⊙！强
烟雨入江南
泰坦里克号表示差我一大截
大仙女
不下雨打个伞
一键三年
很美，但是建议把书上滚动的红豆改改，因为相思红豆不是这个，是红豆树的果实。
什么专业这么牛
声音里的风不行
我就想问一下渲染用了多长时间
真的太牛啦
百大预定
愣着干嘛，截图啊
光线追踪   yyds
画质太强了，电脑显卡已经带不起来了，一卡一卡的
太强了
？我以为是实景拍摄！！！
记得一定要让我看见你制作的动漫
不得了
让我活在这里
学了三年动画
搞不懂一些人非要叫美工
各种建筑树木的调色没问题，律动也就是规律摆动太明显了，应该是无规律的
我哭跪着求币留下来，他理都不理我
公主切？？？？？？
这他妈渲染太恐怖了吧
这刚入门的技术超过了现阶段的动漫
炸油条
去西山居霍霍吧
666
太棒了吧
你有听过王维的相思吗？
"谢谢up,这就是梦中的江南！！！"
人物动作有点生硬，daz试试，其他都挺好，就是后期pr调色有点不准啊
牛
婺源
nnnnnnnniiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
前面的，诗名是相思啊不是红豆
开摆
《毕 业 设 计》
离我远而去的币
人物的动作差了点
大佬中的大佬
火钳刘明
大神
相思
赶紧出动漫作品，优秀！
只有牛皮二字形容
这渲染，机子太强大
宏村，月沼
人物动作比较僵硬
整个主机都在燃烧
未老莫还乡，还乡须断肠
毕业生都如此卷了吗
就问显卡糊了吗
66666
虽是江南，但整个作品基调太幽微了。江南也有阳光喜气的一面，而非全是幽微淡远
握草
这不是摄影作品吗握草
去做国漫吧球球妈咪
没有剧情
人家只是毕业设计而已要求那么高你行你来
这也太卷了
我以为是真实场景！！！！
牛啊牛啊
牛啊牛啊
牛啊牛啊
《毕业设计》
牛逼现在00后都这么强
原型是绍兴？
这是动画?
为什么现在毕业生都这么厉害！！本来是看标题歌名进的但是被惊艳了
太真实了吧！！！
玻璃？
天刀的人美工已经集体跳槽了
河图？
不对。是大qiu歌？
这是多少钱得到电脑能做出来的？
风声听起来像冬天的风，而不是春夏季节风声
绝了！！好美
个人制作啊
救命，这场景也太牛了吧
您
江南好，风景旧曾谙。日出江花红胜火，春来江水绿如蓝。能不忆江南
卧槽
跟新海诚有的一拼！！！
宏村的景！！！！
乌镇
渲染这事儿我们都是交给学校机房的，24小时烤火
第一遍真的以为实景
有点儿像乌镇
太漂亮了
哇⊙∀⊙！太有内味了！
给细节点赞
心旷神怡
这么早就这么多人看吗
卧槽离谱
大佬
卧槽
《爆肝》
这。。。这个不是摄影作品吗？？
天呐
太牛了吧
张府
未来的大佬
风景如画如真。人物有点假
天刀快点把up主招了
美中不足柱子上的字反啦哈哈哈
真好
需要多久才能这样吊
风景好，人物动态差
是我心目中的姑苏了
太厉害了
我天好美，画风绝了啊
hongcun
还挺好看的
大佬啊！
我在站酷上面看到的，再来bili回味
说超国漫的大可不必ba现在很多国漫场景和人物都做得挺细腻了啊
国漫有你，幸哉
太美了，肯定也非常肝！
烟雨江南，梦的地方。
传统建筑真的太有韵味了。小桥流水，白墙青瓦。。
up主会得高分
卧槽
这踏马是c4d
别人的C4D
牛逼哄哄
这人的脚步怎么会一卡一卡的
绝了
我丢
太卷了吧
宏村 月沼和汪氏宗祠 写生圣地哈哈哈哈哈
加油
这个画面关上声音，再把人间不值得这首歌打开  完美契合
Bgm是什么啊
Bgm是啥阿，兄弟萌
先三连为敬
太美了
有阳光能长苔藓么
太美了
太牛了
woc
你说是实景我都信
美哭了我！！！！
卧槽
天
这是…动画？？？？
今年毕业的都是大佬啊。
莫凭栏
我超
哇，好有感觉啊
风景很好，就是人物有点突兀
首页通知书
火钳刘明
细看的话，女主走路有一点点生硬
我怎么不信这是刚毕业的
00后卷起来了
这里光影好好看
封号啊！！管理员呢！封号啊！！
不开360P不能看的那种
大佬大佬 太厉害了就是人物走动的时候有些僵硬 还有很大的提升空间
内卷好严重
原来不是实物？？
美绝了！！！！
6666
太美了吧
我去
果然还是别人
我丢
这个人物很僵硬啊
宏村不是在安徽么。。。
电影级别
新海诚也不过如此
我寄了
这也太强了，怎么是C4D呢
我天
真绝了
景真的很棒
真的很真人啊啊啊太棒了吧
首页通知书！！
哇！未来可期啊！
卧 槽，才发现是动画不是实录
真的太绝了吧
想到了新海诚的电影。。。。
未来可期
救命我看了看我的两毛钱动画我哭了
日出江花红似火
绝美哇
这是动画？？？！！！
动画大佬，拯救国漫吧！！！
也太好看了！
首页通知书
大哥，收我为徒吧
牛啊
人物暴露了
这里太有感觉了，有剑来陈平安游历的感觉
这个场景真的好好看
好诗
张府
显卡在烧
该赏
人物差了点
国漫需要你
好牛
卧槽这个光
这真的是才华横溢啊，未来可期
很美
哇真的好好看哇
曾经天刀也是这么惊艳
走路特写穿模了哦
牛逼
先建模  再渲染动画么
这个画面点赞
牛逼
好美
wallpaper 需要你 大佬
配乐和动作不太好，场景非常不错
来自游戏行业的评论
好精致
你…没有听过  王维的  相思吗
！！！！！！
好得很
太强了！！！！必须夸！
好喜欢这一幕！
这是1070渲染的，牛啊
人有点僵硬
人物动作放慢就好了
wow
韩跑跑
国漫之光！！！
卧槽，这是动画
我的天
说什么杏花微雨江南，原来我是岁月的遗孤
只是以前投的人少，今年掀起了一波浪潮
屏山宏村？
朝飞暮卷，云霞翠轩，雨丝风片，烟波画船。
你管着叫动画？？？
人物有点离谱，但是能理解，毕竟没用超级计算机
太美了
拉去楚留香美术组
卧槽，太好看了，原谅我一个文科生词穷
天呐 水里也有云！
来卷了
这里神似石城长溪
太强了，大佬
唱诗班！！有那种味道了
人物有点奇怪
可以做场景哈，专业水准了。建模啥的就差点
大佬
？？？您
这不是现实里面的我不认可！！
卧槽 
周庄+1
投币支持 国漫崛起靠你了兄弟！！！！！
就是人物不太行，风景真是绝了
牛B，真的
鸡皮疙瘩上来了
诗酒趁年华
可以做动画了
太漂亮了，哭了
我仿佛看到了显卡浑身发烫的
转场还是有点生硬
BGM大氿歌
神仙中的神仙
投币了
啊！是显卡的香气
好绝！！！
太牛了牛牛牛
这特么我看得第一秒就惊呆了，这不比某些团队做得好哇
厉害
。。。。。。。。。。。。。。。。。。
人一出来，立马穿帮了>3<
想到楚留香了
想必是用的服务器渲染
我那电脑做点草坪就卡死了，真是的
天哪太真了
强，太强了
我曹
我曹，太强了吧！！！
吼（深吸一口气），好牛啊！！！
强无敌
什么大佬，这是巨佬
太强了
绝了绝了
太壁真了叭
天哪这就是大佬手里的c4d吗
大佬收下我的硬币
几百个PB了吧
走成了丧尸的步伐
是我想要的时代
要是有这种地方，我噶了肾子都要去
绝了啊。。
大佬中的大佬
项脊轩志
好强的代入感，喜欢
等你的动漫
这视频确定是做的嘛
有点厉害啊
这肯定毕业优秀作品了吧？
什么时候出动漫，我必看爆
遁出红尘
韩师弟是你吗韩师弟
这........预留币而不得.......配乐换成国风完美~~~
头发像一块布，略有点出戏
西山居进来学学
好美
卧槽大片啊
走路姿势诡异
我只能说 好看~
这个俯瞰，是杭州吧
恭喜你发现了宝藏
堪比实景
大佬
别人的C4d
婺源
画面好美啊，就是背景音乐有时候有点乱
发现宝藏
谁认识王科
谁认识王科
楚留香退游玩家哭死
红豆相思。
........
太强了！！
前面的，完全不是新海诚好吧，中国的杏花烟雨格局更丰厚哦，中国的动画导演也有用心努力的啊
牛
这真的是一个毕业生的水平面，把我美哭了！
显卡不得3090？
纯手搓啊
好清晰
张
张
张
西递宏村
黄山yyds
贡献两个币的票房
我一开始以为是摄影，弹幕告诉我是动画，好了我是废人了
每一帧都可以拿来当壁纸了太好看了叭
这大厂随便去吧
牛逼
哇，绝美了
希望以后动漫里能出现这样的景色
毕业即巅峰？
好想住进去啊
很美
忒美了
夜凉
NBNB
打破1000天弹幕，现在1001
想到了乌镇、周庄、山塘、宏村
开幕雷击
好美
前边的！楚留香加一
拉去楚留香美术组
美
前期场景间的切换再加点逻辑性就好了
哇！这个花真的好看！
助力每一个梦想
重新定义 自学刚入门
想起楚留香了
人物动作感觉有一点点怪，整体的氛围环境给人的感觉挺好的
我多希望现在国漫都是这种水平
印象中的江南！
牛啊牛啊！
太美了！
这有全国比赛也能拿一等奖吧
哇哦操
太牛啦呜呜呜
好厉害
仿佛心灵被洗涤了
我感觉人物太突兀了
国内不是做不出好电影，是不愿意做
显卡的香气
bgm好像是国家宝藏里面的欸！！！
可以做动漫了
好好看
质量做的很好，真的很用心
显卡在燃烧啊
美强惨，牛掰
大佬
快回头
太卷了
太牛了
天行九歌？
火钳刘明
一寸相思，一寸愁。
我也以为是实景拍摄
这就是神仙吗？
。。。。。这个是别人家的毕业设计
是我喜欢的江南啊
和b站番剧开头那个桌面好像，一样好看
头发更飘逸点就更美啦，好好看的场景
希望能在国产游戏里玩到这样的场景
这真是个人制作呀，大佬呀。。
这得搞多久？
撑着油纸伞，独自。彷徨在悠长，悠长又寂寥的雨巷
强强强
好的接下来压力来到了下届毕业生
大佬，
是我喜欢的江南啊
是我喜欢的江南啊
想起了《雨巷》独自走在彷徨又什么什么的小道
有几个地方是真的存在的
牛哇，这也太真了
作业绝了
内卷这么严重了？
每一帧可以当壁纸的程度 太强了
牛皮
这是c4d做的？
技术牛，画面美，意境好！
国漫有你真好
相思
这 秒5W 100W价值作品了
太美了吧
这毕业设计太OK了
好绝！！
这毕业设计把老师都感动了吧
未来可期！
画面太棒了
羡慕了
淦这是做出来的？！
天啦这也太强了！！
绝了好强！！
这竟然不是拍的？！
这特效绝了！
up好牛
人物美中不足
这样做多久
学长流弊
为啥同为四年，差距这么大呢？
如果四季变化的化更完美
要理解建模的苦
苏州园林
苏州平江路
这是桂林山水
希望我毕业的时候也能做
就我一个人发现茶字反了吗？不该镜像的~
好美
大佬啊
我天呐！我天呐！我天呐！好强!
直接三联了
好好看啊
茶字贴图反了！！呵呵
如果配上许嵩的歌，哪首更好？
狠狠的羡慕住了
!!!!!!!!!!!!!!
宏村
人物确实是有点僵，但是真的很好看啊！！！瑕不掩瑜啊！！！夸夸，超棒的！！！特别美！！！
求大神告知bgm 
太强了
这画质牛啊兄弟
流动性欠缺了点，画质没得说
烧了多少电脑？
好棒！！
光影效果还行，绘画也还行，人物动作不可以
这也太强了
不光是质感，还有这元素储备量，还有构图，膝盖不够了
这个建筑风格有点像徽派建筑，我说的没错吧
牛啊
古韵古香，绝美江南
woc 这一幕好美
厉害的很
好像学做这个
我觉得用天行九哥的bgm也非常好
压力来到了2023届
雨
6666
李子柒？
啥渲染器啊？
bgm大氿歌 戴荃版
火钳刘明
好真实啊。
真的想到楚留香了
唱诗班 厉害
请收下我的膝盖
卧槽
哇
真的…想到楚留香了
有没有把音乐去掉的
武侠游戏需要你
未老莫还乡，还乡须断肠
HQLM
这不得3090ti啊
太强了吧！
马头墙耶
牛逼
卧槽，强啊
太美了，要是有这种游戏我一定玩
好美呀
画面感好强
膜拜大佬
蒹葭!
大珠小珠落玉盘
哇啊啊啊啊啊啊啊啊啊
bgm大氿歌
真的好像真实场景啊
好美
这个光影绝了
@小仙女MAX
膜拜大佬！！！！！！！！！！！！
。
这水纹是实景吧。。？
好美！！！
爱了爱了
这是相机拍出来的？
火钳刘明
天哪
前方高能预警
太厉害啦！！！
我对C4D有了新的认知
你说这是现实世界我都信
卧槽
nb
您是神仙吧！
有点像辞藻堆叠…
火钳刘明
太精致了
感恩
绝了
牛哇
哇塞太厉害了
好美
火钳刘明
泰坦尼克号的那位来这儿瞧瞧哈哈哈
这也太厉害了吧
这场景也太绝了吧
啊这，，，好绝啊
好像游戏画面
救命，太牛了！我好像学了个假c4d
排风扇在呼扇
太强了
好牛
大佬巨牛批
牛批！
好喜欢
好美啊
这个人物模型怪怪的，肩膀好肥的
这是徽派建筑啊。一生痴绝处，无梦到徽州。
唉~拍我张家瓦干撒子，侵权侵权哈哈哈
火钳刘明
太牛了吧
我是学术垃圾
焯，牛逼
好好看
太棒了
一开始我没反应过来，以为是摄影，后来才反应过来是建模…
转场还欠点意思
满满的细节太真实了
厉害
这就是强者的世界吗
这就是江南吗
是大氿歌
太牛了太牛了
三秋桂子，十里荷花
竟然都不是真场景嘛？？？
好绝好有氛围
这就是咱国风独特的美，全世界独一份
配纯乐明显更好
up 好会选配乐
大佬
这也太精致了吧
《论B站毕业设计的人均水平》
哇！好好看
这一幕真的绝美
666
66
火钳刘明
哇～
你确定这是c4d做的吗
安徽宏村哇塞
因为茶这个字做在旗上翻飞，在街道上，他一面看是正，另一面，看是反的了
头发太生硬
这色调厉害啊
好喜欢这种画风，如果能出这样的动画就好了
这tnnd是视觉盛宴
雨还是不好做吧 没有雨哈哈哈
这个渲染得多久
大大好厉害
牛批
挖草 挖草 挖草
太好看了
哇塞
梦里的江南。
晏几道词好评
真实场景都没这画面美的好吧
火钳刘明
每一帧都堪称极品
想到了新海诚的言叶之庭
这里好有一梦江湖撑伞走金陵的感觉
太美啦！！！！！！！
怎么有烧焦味
好真实啊
青石台阶油纸伞，梦回大唐入长安
国家宝藏BGM《夜凉》
差点以为是鲁迅故居
除了转场分镜不太行，其他的无敌了
这画面质感绝了
光影做的也太好了吧
太美了
太好看了
太美了！
我想哭，不知道是为什么
景确实很美，但是人物还差点意思
在大家开始选这选那的时候，请注意这是三个月就up能做出的东西
好绝啊
管这叫毕业设计，你说入行30年我也信
哇原来城里人管这个叫毕业设计？！那毕业以后是什么呜呜呜(┯_┯)
牛逼
这不是实景？
显卡：你还是送我去挖矿吧
讚！！！！！！！！！！！！！！！
眼睛很过瘾
白雨跳珠
人物感觉不太对，当然，我做不到
这好像马云在西湖边买的房子啊
真的好绝
辛苦了
看半天才发现是动画
您的电脑还好吗
徽州马头墙！
马头墙
徽州马头墙
徽州
这也太强了...
和纯情贵公子没法比
做梦素材有了
楚留
想到一梦江湖了
牛蛙
卧槽这是动画1吗
哇，确定是毕业作品吗
cg
太nb了
说实话没看懂
焯
太强了
卧槽
烟雨梦江南
大佬好牛啊太棒了！！！！！！！！！！！！！！
这个是怎么制作的
我去，太美了！太强了
怎么这都有一梦
卧蚕
好美啊
太棒了吧！！！！
.
.
好强
好美，今晚做梦素材有了
国风仙侠游戏但凡有这一半牛B，我都不至于一个星期都没撑过去
想到一梦江湖了呜呜呜
姐姐救救玄机吧呜呜呜
每一帧都感觉到用心了！
这也太美了
江山美如画
我觉得叫烟雨江南更符合它带给我的感觉唉（浅说两句，无意冒犯）
这里好像安徽宏村
啊  怎么帅的吗
这么晚了，还有人陪我逛b站
出来吧，33人们嗄
这电脑配置，一般人用不起啊
出现了！齐刘海！
以前不知道人说江南烟雨什么样，现在知道了
绝绝子，场景设计的太美了
这一幕像绣春刀二
巨佬
一梦江湖
好像楚留香救命
现在的毕业设计这么卷
画风太美了
每一帧都可以当壁纸！
像逆水寒的场景
io
国漫未来
美不胜收
妈也 介个就是C4D噶
好牛
每一帧都是壁纸
囊个楞个优秀哎
春水碧于天，画船听雨眠。
桃花如灼，美人依在。
客路青山外 ，行舟绿水前。
长夜莹灯，池星满满。
w
如果字是竖写，右读就好了
我要这硬币有何用
大佬
火钳刘明
