我喜欢艺术
9000+
《艺术》
为什么大家都不发弹幕...
要是我后悔了呢
有点
不用狗头，版权方追究鬼畜一个都活不下来
、
变态！
人心太浮躁
1700
女生的相貌不应该用数据来量化
8min！
开门见三
来的好早
《洛丽塔》
？？？
天才和疯子只隔一线
张三多才多艺
艺术和色情我感觉是有边界的但是说不清边界又是什么
《霍乱时期的爱情》
不可能的，画师们B站动态发个图，不穿棉裤都发不出去
尼采后来不是也有点反对瓦格纳的吗？
如果我拍风景不小心拍到人展出会怎么样？
刚刚
艺术源于生活还有一句，高于生活
老师好
热乎
那这平等吗
奥地利没考上艺术学院的疯狂艺术家
校花？笑话？
没错，你有电话打进来了
尼采中期弃绝了叔本华的悲观主义，同时也与瓦格纳渐渐断了联系，晚年甚至出过书去讽刺他
还有人帮他展示？
老师好
9527
别侮辱艺术了，他要敢说自己这是艺术，我就敢说自己是大师了
都在认真听课
个人认为那是人渣行为
艺♂术
被拍者不认为是艺术的他就不叫艺术
扯 远 了（doge）
不用背书-罗老师
三迟但到
丁度巴拉斯
摄影都要征求同意的，常识吧
热乎
<心灵广博>
请收下我的膝盖
老师好
《艺术》
那值得看一看
《洛丽塔》
这也配叫艺术？ 这是对艺术的玷污吧
空屏
？
标签化
瓦格纳的作品是真的好听
瓦格纳的歌剧真的很棒啊
认真听着呢，所以没发弹幕
是的你卡了
元气满满的亚龙人女仆
世界上只有一个爱因斯坦，但有无数个永动机支持者
文艺复兴?
我有这门课哈哈
精辟的比喻
有些艺术家是德艺双馨，有些只是挂羊头卖狗肉而已
认真听讲
<优雅的>
有人吗
第一次摸这么热乎的！
最初为什么要展览
承包空屏
要有
弹幕护体
弹幕呢
这个就肯定不合适了
来早了？
《1984》
理查德天下第一
《优雅》
切格瓦拉
那为什么给大卫打码呢
这要读多少书才会知道这么多！太崇拜了！
战术后仰
高产
鬼畜区危
老师好
厚大艺术
什么叫艺术价值？谁有权利解释？
自由但没完全自由
按颜值来评论人本身就是很可笑的。
来了
可是艺术都是有门槛和严格的规则的，艺术从来就不是无拘无束的，只有人的思想才是相对没有约束的
老师好
前方会卡
好早
天才的脚拷永远不是违法
这算侮辱女性吧
懂了，ys不采访的人，为什么不打码
前方会卡
自由也是有条件的自由 
易竖品
层层恐惧
来早了
排91的是哪个
月亮与六便士
好
12m
老师好
等于什么都没说
我来得好早！！！！
大卫马赛克是为了照顾儿童
张三出息了啊 
社交网络Facebook是吧
悲观主义＋民族主义就离谱
有人吗？
却唯独对策展人唯命是从
承包空屏
你说这个我可就不困了啊
可是中世纪的作品……
应该有约束
告他
不应该或者说不存在有绝对的自由
鱼龙混杂
《优雅》
没有边界的艺术是犯罪
没错，你卡了
艺术终究是小众的，你非要让所有人都去接受我觉得这就是流氓行为
1.5万+
arT
都在认真听课？
热乎
承包空屏
废都
应该
捆住双手
？？？？？
发条橙
懂英文的鉴黄师说了算
8848
好家伙来了
把声音关掉
扎克伯格行为
让我想起来MJ了
张三人民艺术家
想到了汉尼拔里的天使和人柱
热乎
异述品
道德怎么限制？道德是没有任何约束力的，只能用来自我约束
仁鸣疫输贾
三但迟到
这就是物化女性
好家伙
哈哈哈哈，啥时候近过
老师好
按照一般人的价值理论哪来什么艺术啊，艺术从来都不是一般人的的东西
敢批判！水表警告！
没有弹幕嘛？
老师好
叔叔的bw哈哈哈哈哈哈
三三来迟
我于杀戮之中盛放。亦如黎明中的花朵。
4396
热乎的
张三，字爱玲
杰哥不要
天才和疯子在一念之间
艺术，烬我很懂
如果你真的是鹤 那就不会在鸡群里
4396
源稚女
三三来迟
我就觉得承认的艺术才是艺术
黄金时代
瓦格纳的音乐真的震撼
鬼畜区侵权的问题，真的很难商议
摄像听得如痴如醉，一时间忘了自己在摄像
这不美啊
刘华强或成最大赢家
全B站1.6万人在观看
承包弹幕
《挪威的森林》《仿徨之刃》
老师好
1.6万在看，怎么会没人？
承包空屏
我来承包这个空屏
艺术来源于生活 生活有社会和道德限制 所以艺术不可超越社会限制
他家的法是又谁定的呢？
7k7k
变身。。。。。
悲风
流氓罪
科学也不能超出法律的界限
变态吧？
10492
热乎
那表情包怎么算
雀食
应该
老师好
都在认真听课
然而尼采和瓦格纳绝交了
任何人都不能越过法律和道德
有的人觉得guro也是艺术
有请唐马儒
我去，我第一次那么早 
《行为艺术》
这不是变态吗
承包空屏
裸艺术原本就是来源于原始冲动，洗白就是反人性。
毕竟艺术是人类的美学文明具象化
我就不认为艺术家有啥特别的
罗翔讲艺术
在认真听讲
脸书的前身
1700W!!!
拉奥孔
5179个友友一同观看！
王動？
《白夜行》
最近刚好在看这本！
《张三的行为艺术》
艺术家就是流氓！
张三：艺术家还得像我学习
杰哥是艺术品的你站住，别走啊喂（狗头
都在看知识
非但不合法不合理，还没有展示的价值，简直心智不正常
这叫艺术吗？
《失乐园》
那就不得不说韩国电影了
现在推崇哲学家
小丑的犯罪是一种艺术，迪达拉的爆炸是几种艺术，但你不会想这种艺术发生在你身上
有吧，触及底线不行啊
社交网络
一起告侵权
没错你卡了
老师热乎
无人区
艺术就是爆炸
老师好
有人认为杀人也是一种艺术
人的造物不该凌驾于人性之上
艺术就是爆炸
我不推崇，我太庸俗了不懂
有谁注意到3分09秒的时候闪了一下
瓦格纳！
要结合当时的社会背景来看
奥地利美术生表示很赞
但艺术不是遮羞布
"好多出丑视频 ,当事人都不知道发出去了"
从当代艺术视角，是有“艺术家声称是艺术即可为艺术”的观点的，所以不要以为当代艺术是什么风雅东西，真的有可能令人厌弃甚至违法的
老师好
这种人真是辱艺术了
烫手
没有绝对的自由
后现代主义
yyb
艺术
礼岂为我辈所设？
是很不尊重
哦豁
热乎的
没错你手机又坏了
热乎
戏命师狂喜
老师好
艺术是以灵魂交流为目的的行为，而不是解开道德约束的借口
艺术就是派大星
鬼畜区怎么算？
这艺术可以
学校公开批评，算不算
老师好
热乎的
开门见三
老师好
1700万打卡
那蛋白质女王怎么说
艺术家一样也是人
老师好
《挪》有点描述的
艺术就是个遮羞布，打个艺术的旗号的败类可不少
老师好！
艺术的归艺术，法律的归法律，自己裸奔可以，逼别人看他裸奔不行
鉴黄师：？
？？？
不应该，什么事情都要有边界
和别人吃饭发朋友圈怎么办
4396
老师好
因为工业革命了，大家吃饱了。
理科生傻眼
艺术家只是对突破规则的向往，就像我们的武侠一样
怎么现在什么东西都可以叫艺术了 ，你说是艺术就是艺术 ？
张三:我看行；罗老厮:我看刑
《查泰莱夫人的情人》
比如当下的鬼畜。。。
三迟但到
白鹿原
4306这身份证代码湖南岳阳
切瓦戈拉
叫艺术吧
5418
跟当事人说清楚，然后用专业的相机拍，整个正了八经的校花评比不好吗
别人长什么样关你什么事
7k7k
来了来了
《异境之书》
王尔德：生活模仿艺术远甚于艺术模仿生活
热乎的
嗯！？战术前仰
苏格拉底（1/1）
有病
前面的，因为经过人家 同意了
早了
民族主义可还行？
月亮与六便士，主人公就不道德
挪威的森林
达lai：你直接点我名字好了
艺术可以没有限制，艺术家得守法……
老师好
真的有病，这种作品还能上展就离谱
让子弹飞
<行为艺术>
罗 翔 说 艺 术
可以接地气，但不能接地府
25分！
昨晚刚写了一篇凰废料，过来学学法
有艺术价值
如果什么都不能超越道德，道德还怎么进步？
老师好
1700.1合影
扎克伯格：这我熟啊【当然他是让别人打分】
承包空屏
手机坏了那位你可能是真的坏了
《行为艺术》
懂了，旅游拍照不小心拍到别人是违法的（doge）
《艺术家》
易竖
我学的生物是最后一期还有蛋白质女王的教材了，我当时还是生物课代表，老实说当时看到那个没啥感觉
不是人
《艺术家》
汉尼拔
可是鹤一开始都被人们看作鸡，除了他自己
有没有4396
没错，你卡住了。
终于讲这个了
爆炸就是艺术
1700.1
《失乐园》
《白鹿原》
易竖品
整得像这些姑娘都是他的一样  其实一个都没有
科学也要遵循伦理
1.8万
某奥地利美术生
田所浩二  114514
18000
什么东西包装一下都可以叫艺术啊
《五十度会挥发的化肥》
胭脂扣
人皮唐卡
前方卡顿
人皮沙发
天浴
有那个大病
对应电影《别让我走》，《香水》
我好快
刺花灯罩
因为这些人太无知了才会这样觉得
这样搞，容貌焦虑会更严重
白鹿原？
这种人应该去监狱里重新认识艺术
老师好！
什么是艺术？什么不是艺术？
2887
霍乱时期的爱情
《 易 竖 品 》
霍霍
变态呀
理查德.汪苏泷
？？？？迷惑
天才和艺术的枷锁从来不能是法律
血鹰算什么？
个人看法：艺术是有无条文的原始的社会性限制的，通常以公众承认的方式表现。
艺术就是过去的色情
4399
这些历史上都是有过的，曾经发生过的事情
老师好
那就进监狱吧，牢里多的是天才
这种人不是变态？
独特但并不崇高
黄金时代
大家又来学法了
问题就变成了谁来定义艺术
迪达拉进入直播间
这是烬吗
从前从前有个人爱你很久
搞艺术 救不了 中国人
《挪威的森林》
创作者以为的艺术，我们以为的变态，不被认可的艺术，算什么艺术？
但偏偏风渐渐把距离吹的好远
心理变态
有亿点色情
这个论调不同意
这已经不是不尊重女性了，这简直是不尊重人类
都开展了那不是等于商用吗？
棒 老师加油
刑 伪 艺 术
《发条橙》
弹幕长见识
前面还说要重新做人的张三是屑
这玩意可不是艺术，别糟蹋艺术了
4396
18000+
居然会展出就离谱
《反色情》(别问我怎么知道的)
拍照啊自拍拍到别人都是要打码的啊
人皮唐卡
那空山基 ，？色是真色但确实够艺术
等于什么都没说
爆炸就是艺术
热乎
为了保护少数人的利益而损害了多数人的利益
《白鹿原》
三三来迟
专业
张三迟到
免费
虽迟但到
19000+
我来收书了
老师你的摄像头是不是歪了，桌子都不平
社会道德的标准高于法律 都不受法律限制了还受道德限制吗
专家，可惜方向不对
1.9w+
艺术家也是人 你这打着艺术的旗号直接不当人
呜呜呜，进度条，我的进度条
生物课本
简称法外狂徒 
只要开个头，就会有数不尽的打着艺术名义的色情
艺术就是爆炸
大艺术嘉
这得是多自我
罗老师艺术小课堂
华尔街之狼
张三的传奇一生
肩膀宽
不是文艺复兴，文艺复兴是16世纪的意大利。18世纪末都是殖民时代了
老师好！
jbk
1.9万加了
那你一开始为什么要展示，展方难道现在才发现问题吗
像一些雕刻作品之类的，虽说赤身裸体，但是普遍认为的艺术
老师好
车轮下
可人类需要艺术
1.9万+
艺术应该有限制等级
鬼畜区都得吃官司
我看不下去白鹿原
我是艺术生，这玩意没有任何美学或艺术价值，球球大家别把它称作艺术了
鬼畜罗老师的
然后都在里面了
理查德yyds
艺术家也是人
这人就该判刑，同为从艺者都为他感到羞耻
热乎的！
法律让你知道什么是不可以藐视的
如果自拍不小心拍到别人，算违法吗
不光是不尊重女性，是完全不尊重他人！
《艺术》
这两个不要相提并论，没有可比性
行♂为♂艺♂术
天才也是人
1700W
热乎
离谱
艺术
易竖品
作为一名本科生，快要听不懂了，怎么办
你要讲这个我可就不困了啊
不是所有艺术家都这么认为
艺术就是派大星
hhh
我 不知道
1700w yyds！！！
我们班同学拿同学照片做表情包我要去告他们
瓦格纳和好友妻子有染눈_눈
世界的起源
←法律肯定要预防啊，没有事例就不立法了？
艺术即是杀戮(狗头保命)
《有点》
空旷
《s  j》
博大还是要看俄派吧...
《失乐园》
柚木10年大碗牢饭！
吴签吗
热乎
物化！！！
瓦格纳法则
有很多时候有些艺术品他也能给屏蔽了，就无语。
《无法无天》
其实说到底就是一群蠢才
苹果
厚大艺术史
\
是的
y
天才的下一阶段就是疯子就是蠢才
连法律这个底线都不遵守了，剩下的没什么谈的意义了，执法吧
迪士尼直呼内行
百花齐放，百家争鸣
facebook老板也干过这个啊
阿道夫
《优雅的》
老师好！！
老师好
他想表达什么呢
《白夜行》
4396
来了
世界上不该有绝对的自由
那这些人体雕塑艺术作品为什么要打码
二次元的人不怕
以当然应该有边界，德艺德艺，德艺双薪才是真正的艺术家，人的一切生产活动就应该围绕着向上的力量开展
这他妈是不尊重人
↓    0001
有限制就不会有艺术家
乞力马扎罗的雪
《》
老师，我来了
默克尔也喜欢
老师好
陶渊明表示不服
推荐狂阿弥最新期采访蔡国强的节目，对这个问题回答也很好
简称伪艺术 伪科学
不应该
你暂停了
罗翔讲艺术
下面标注114514
文艺复兴
热乎的
1.8w
影响他人就改被约束 不影响就不用 
woc这是真的究极变态
艺术就是爆炸
艺术就是派大星
无处安放的手手
照这么说，挺想知道如果杀了人，用尸体做成艺术品的话，那会不会也不受限制
那些给罗翔做表情包的注意了阿
《优雅》
114514
我喜欢艺术
卧槽变态
签立鸡群
真正的艺术是孔子的从心所欲不逾矩
李斯特来了
1.8万人
苏格拉底、
洛丽塔！！！
10086
月亮与六便士
老师好！
甚至不尊重人
艺术就是派大星！！！
这就是艺术
白鹿原里面的田小娥就挺有意思的
NO
罗老师1700w粉丝合影
汉尼拔路过
我喜欢艺术
4396
突然发现罗老师1700万粉了
114514
模仿马克扎克伯格？
表情包/滑稽
色戒是不是
没有普通人，哪来的艺术家
老师好。
老师好
？？？？？
新皮肤：紫气东来
热乎
要想活在社会里，并享受社会带来的优惠，妥协是必要的
哈哈哈哈哈哈哈哈
前面的，尼采批判过瓦格纳也推崇过瓦格纳
唠这个我可就不困了
不应该，谢谢
东野圭吾《白夜行》
1.8万+
《废都》
东京奥运会开幕式：“艺术”
易竖品可还行
找鉴黄师啊
废话
为啥
先锋摄影？
谁还不是个天才呢？
屁
《线性代数》
为经过别人允许随便拍别人本身就已经是不对的了
？？？？
001
罗翔讲民法
现在的社会:小丑登堂入室，真正的大师选择流浪
老师好
张三全能王
预言家，我果然卡了
罗翔说民法
画皮
老师好。
哈哈哈哈哈哈哈哈哈哈哈
忍受不了 就用银色手镯
热乎热乎
电影《别让我走》改编自诺贝尔文学奖得主石黑一雄《莫失莫忘》
感觉搞艺术最少不能损害他人吧
露骨？那X光线怎么说？（doge）
行为艺术家
厚大文学
瞎说，我们班群里关于解剖 组胚等等诸多课件因为涉黄被和谐了
6啊
想看第一的你咋啦？？？？
这个不是艺术！是变态
我只推崇教刑法的
瓦格纳：没有残次的艺术品
《汉尼拔》
杀人就是艺术，爆炸就是魔法
老师好
性  为  艺  术
老师好
艺术？艺束！以文艺约束品行
厚大艺术
老湿好
老师好！
拍摄的排阴间
前方高能
就是吃的太饱了
艺术家和那些木匠工匠没什么不同，都是拿技术当饭碗
犬王
反派经典杀人艺术
前方高能
不犯法吗？
这就妥妥的变态吧，哪叫艺术
《乌比诺的维纳斯》
进度条没了
没错你卡了
小胡子确实喜欢瓦格纳
瓦格纳抢了李斯特的女儿，到最后李斯特还比他晚去世wwwww
《刑 为 艺 术》
那还叫艺术吗
????????
要记住天才和疯子只有一线之隔
《刑 为 艺 术》
114514
色戒
老师好
刚刚闪了一帧，我猜是罗老师喝水然后把这段剪掉了【doge】
《刑 为 艺 术》
刘波
杀人狂也有艺术呗
这完全不能叫艺术啊
有大病
热乎
艺术首先要有点大是大非的觉悟
罗  翔  说  历  史
114514
《巴黎夜玫瑰》
对的，鬼畜只要别人追究就挨
我记得，这个是上海的展
天～～才的气质
胡说我可不推崇艺术家
<<虽然我看不懂但感觉很厉害>>
老师好
2200
实践是最伟大的艺术，艺术不高于生活，只是生活的简化，缩影。
战术扯远(doge)
这个确实，可以适当放宽但不能漫无边际的无底线
《有点》
某个奥地利落榜艺术生
没错，我看的都是艺术
《艺术家》
所以鬼畜是艺术品么？
4396
艺术模仿现实，总是模仿阴暗的一面
世界尽头与冷酷仙境
《天才》
真理并不掌握在多数人手中
我觉得应该是看你想表达什么
生活本来就是平庸的，与其推崇艺术家不如把自己变成艺术家
？？？？？
《狼  王  梦》
还有展方。。。。
这不就是张三吗
罗老师艺术小课堂
yue了
《它》
9527
这就没法区分
罗老师，迷你赔多少钱合适啊？
6657
必须
《杰哥传》《阿伟复仇记》
不是不尊重女性，是不尊重人类
头像
?????
老师好！
《躲狼传说》挺好康的，比游戏还刺激
文艺复兴没这么晚 而且复兴的是古希腊艺术
马尔克斯《我那些苦难biao子的回忆录》
尼采和瓦格纳闹翻了好吧
不应该无拘无束
《理直气壮》
易竖品
这个唐马儒比较懂
我浅薄的认为艺为技，术为法，艺术就是技法，电焊工烧焊的火花就挺有艺术的。
《废都》
（更变态吗？）
老师好
这个绝对价值与相对价值说的好好
《黄金时代》
1小时
《白鹿原》
乱开黄腔，棺材反光
老师好
发散性思维吧，是要说这种吗
那我为了艺术杀人犯不犯法
没错，你的手机卡了
人皮灯笼
瓦格纳的歌剧
为什么会有这种垃圾？他算什么
这不是法外狂徒吗？
乳尼采了
?????
预言一下：罗折中即将到来
上帝创造亚当
《易熟品》
刘波
艺术……其实就是爆炸！！！[doge]
他们也是主观的，不可能完全理性，人也不能脱离设会
这都有4396
6324
吉良吉影哭的老大声了
“有点”
老师好
1700合影
1小时，还热乎
易竖品
可是他们从未获得自由
春之祭!
老师好
1.7w
看来网上的老司机们实际上都是悟透了生活本质的大艺术家（
那鬼畜呢
看吧，如果只是克隆心脏，器官这些的，势必会用到克隆人体
老师好
你们应该尊重艺术和艺术家，而不是在这里用黄色打出“艺术”。
多数人暴政
黑土就是艺术
嬉皮士
里面个个是人才
多数人的暴政
现在人们开始鄙视艺术家了
易  竖
罗翔艺术史
呵呵
我到底在看什么…
黄金时代
朱昱
《自由引导人们》
暴力美学
如果你真的是鹤，就必然立在鸡群里，才会有超越的能力
一路向西
表情包也是吗？害怕
张三李四爱违法
表情包算不算
最近高高产！
肉蒲团
老师好
4396
尼伯龙根的指环
《开始捉妖》
一小时，热乎
我怀疑视频加速了
三迟但到
还展出了？？？
这跟女性有什么关系，拍男性也是犯罪啊
概念是相对的，所以还是要相对来看
1700万粉丝只有5万不够点赞
这不是不尊重女性 这是不尊重人啊
罗老师艺术小课堂
《冰与火之歌》
竟然能展览？
今天怎么没有进度条了
4396
这？下流手段和下流心思，别给自己贴金了，这不是艺术，这叫偷窥！
爆炸就是艺术
罗翔说民法
这个哪里需要争议！
华盛顿点赞
老师好
艺术就是拉姆斯·波顿
社交网络
老师好
老师好老师好老师好！
要是需要吃饭也是一种约束呢？
这一帧直接人没了？？？
这不是艺术!
希某勒
老师好
老师好
好家伙
有吧
额
老师好
求链接
我们需要给大卫打码吗？
扎克伯格
跨学科教学时间
艺术就是 吧咔嚓 哒！（滑稽）
老师好
艺术是派大星
？？？
真正的艺术是人民群众喜闻乐见的
热乎
《花宵道中》
罗翔老师开始讲民法了
张三的108个创业故事
发条橙
曾志伟大呼内行
老师好
汉尼拔确实像艺术
主要看有没有剧情
这本书《政治哲学》
落榜艺术生
失乐园
1.4万+观看
《禁果》
《西西里的美丽传说》
居然能展出，展方也是脑子有问题
《泉》
这个不太好吧
很多外国小说里都有这种情节阿
库尔贝《世界的起源》
《白夜行》
张三：不是我，我没有
艺术价值又没有统一标准……
这扣图技术有点。。。
拉斯柯尔尼科夫直呼内行！
废都
生命权也是基本权利呀
一小时
老师好
？？？？？？？
所以德国的科技领先
罗老师你的小桌板儿呢？
易竖
优雅永不过时
艺术就是派大星
《艺术品》
洛丽塔应该不算吧 是讲犯罪心理的
跨学科教学第二节
不是4396？
易竖品
形而上
很难不支持
应该有约束
《1Q84》
所以艺术和科学就可以肆无忌惮地拿活人做实验？
吴签
生命不可承受之轻
侮辱艺术！
艺术也应该倾听民众呼声，超越民众偏见吗？
这怎么精确排名的？
炸地铁也是一种艺术（）
老师好
数学分析
之前那些艺术家的私生活也不怎么样
尽可能减少约束，但不能没有约束
《优雅》
乱开黄腔，棺材反光
艺术家里面有人啊
论 自 由
艺术、科学都不可反人伦违法律
起立！
能展出来就离谱
老师好
任何价值的底线应该就是人本或者人道，而这些例子无一不是反人类的
果哥？
什么鬼
动物凶猛
自律才有自由
汉尼拔……
在哪里看
没经过本人的同意
《生命不能承受之轻》
接地气 不能接地府
不是干点啥难以理解的事都可以说是艺术的
校花洞主
一小时
吳歍: 我這些是行為藝術
艺术就是八嘎丫子大
你聊这个我可就不困
《有    点》
快
吳簽的行為藝術修養
艺术源于生活，但要高于生活，不然叫什么艺术
这不是犯罪吗
老师 粉丝p图再创造也犯法吗？ 那么B站得闭站了呀……
科学边界
老师好
三三来迟
推崇？说实话中国艺术环境真的太差了
我不信拿来看看
尼采后来是将瓦格纳归于虚无主义的
认真听讲中......
有些杀人犯也是艺术家呢，他们用艺术杀人就不是犯法了？去他的
老师好！
《艺术》
老师好
I'm an artist♂
虽然是自由的，但不能过度
这还用争议？
埋汰艺术！侮辱人格！希望法律的重锤教它体面！
艺术就是爆。。
那表情包。。。。
梵高：还有这种好事？
为啥罗翔老师对这些也这么懂啊。是看了多少书啊
是艺术就不要打码，是色情就不要传播
决 定 性 瞬 间
最近更新好快哈哈
1小时
是不尊重人
不公开就可以
《挪威的森林》
《霍乱时期的爱情》
杀人犯艺术家–烬
有大病
《色戒》
这些浅薄的概念都是较为广大的群众的，所想的
表情包也是，我一个同学被罚了
-                                                               0001
同学们好同学们好
窃格瓦拉
我看的就是艺术
罗  翔  说  民  法
？？？
艺术家
挪威的森林
最早一次
易竖品
那别人拍照片发朋友圈不小心拍到我
老师好
4396
一个小时的罗翔，热热还能
老师好
@刘磁性 三题
只要没经过视觉中国的同意都是侵权。
老师
一小时，汤
异数家
如果毁灭世界是一种行为艺术？
不能伤害他人
艺↑术↓
那你展出来干嘛
bt
哈哈哈
杰哥不要啊
瓦格纳不是铁匠吗
《洛丽塔》呢？文学价值很高，但内容却饱受诟病
好
背景好像是扣上去的
吴签表情包...
老师好
一小时！热乎！！
一小时
不应该
✓不应该
哇，4396
9527
001
热乎着
中国就不一定的吧
进度条呢？
一个小时赶上热乎的了
双刃剑，像《三体》中末世以什么为准则类似
瓦格纳罪不至此
陈冠希
下坠
啊艺术不是曝炸吗
说白鹿原的太嫩啦
《兄弟》
切瓦格拉
艺术不该被限制，但艺术家本人应受法律限制
厚大历史
文艺复兴主要是21世纪
张三
4396！？
张三
如果没有镣铐 也就没有艺术
热乎的
吾有一友
艺术或无边界，但必须有限制
4396
老师好
这时候就体现道德建设是多么重要了
《行 为 艺 术》
老师好
该有
4396
怎么有点没明白呢
但艺术来源于生活
确实空旷
艺术家都是吹出来的
艺术家阿克曼
白鹿原  哈哈哈
大家都好懂啊
说到底都变成文字游戏了，是不是“艺术”到底谁说了算呢
易竖家
可以听听蔡国强评论艺术家
老师好
老师好
？？？法律都是道德的最低标准了，艺术还能对抗？
罗贯中
三三来迟
张翔:？？？
嬉皮士吗
失乐园
那自然的需要吃饭，睡觉那种自然法则，那也能对抗了？
异术
一小时
烬表示很开心
艺术无法制，但艺术家有法可治
苏格拉底：谢邀
各种事物，如果是极端的，那就是虚无的
《添柴》
这不就是扎克伯格干的事吗？
？践踏生命能称其为艺术？？？？
有人吗，dd
空降 01：45
艺术就是爆炸
9527
《尘埃落定》
小众也要符合常人的思维呀
终于等来了张三
艺术就是爆炸
老师好
没错，这位就是0001↑
理不直气也壮
贾平凹《废都》在我们学校图书馆都被翻烂了不知道多少本
X想骂很久了：（
丁度巴拉斯
迪达拉直呼内行
阿卡姆疯人院
一小时
艺  术  就  是  爆  炸
一小时
艺术的边界就是被这种人败坏的
这种变态居然没抓起来？
《珍品》
挪威的森林
水牛比尔
爆炸就是真正的艺术
罗老师好
艺术家迪达拉
若真变成这样，那部分少数人直接披着艺术的皮敛财
看看有没有马赛克
一些弹幕的梗看多了，就燥了
去其糟粕
文艺复兴14～17，启蒙运动17～18好吧
罗哥，知名张三杀手
表情包
艺术就是爆炸
所以张三是个科学家
一袋米抗击楼
米原康正
不应该
是学习资料doge
易 竖 品
犯法了吧
那动漫算艺术么
《异     术》
老师好
初二政治课本上有
白鹿原
一小时！！热热还能吃
luo
迪达拉
《兄弟》《许三观卖血记》
《生  物  书》
《肉     pu     团》
这能展出就奇怪
《行为艺术性卡顿》
我c10000+正在看
《漂亮朋友》
《黄金时代》
"艺术是派大星,这是什么艺术"
这很漂亮吗
迪达拉
热乎
怎么听着那么像喜欢犯法的野人
《非静止画面》
一个小时，还能吃
金陵岂是池中物
不懂这个男的
《刑 为 艺 术》
张三太难了
弹幕呢
教授好
我打爆他
老师好
！
@御坂妹妹
 厚 大 美 术
谁来把它手按住
色戒 
《  环  世  界  》
热乎
刷新对人渣的认知
谁来把张三的手按住啊
老师好
当然是看作品有没有艺术价值。
鸡立鹤群
真傲慢，谁给他的优越感评头论足
尼采反瓦格纳
这东西居然能展示
梦之海
法外狂徒=艺术家
苏格拉底（1/1）
法律是底线
那时候确实涌现了一批了不起的艺术家
4399!
9000+同学好
学艺术的都没看出来哪艺术了
全裸监督
好家伙
猥琐
我会在五秒后施放魔法
2小时，热乎
热乎
前面《废都》的，《兄弟》了解一下
1
无   拘   无   竖
但少数人手中的往往更不是真理（doge）
易竖家
战争时没有用，反而等到那些平时的时候，他才最有用
跳帧了
排四千名的女生看到自己的相片该多受打击啊
我还是把老师的表情包藏在最下面吧
科学也是被伦理限制着啊……
主要是看有没有剧情
主要
《易竖家》
这不就是个变态么
没问题
9527
好家伙易竖品
@4396
某电影导演
扎克伯格行为
所以德国科学家都去了苏联和美国
恕我直言，宋拓是艺术的污点，宋的艺术不为艺术
《毫   不   忌   讳》
《西西里的美丽传说》
罗老师你快喝水啊！
真的有人皮做的书，是发西丝弄的。。
某种程度上 如果在苛刻条件下创作出的艺术(不违背当时的法律或道德)←那才更能体现创作者的NB和不易吧
