y
刚刚
网易是什么我卸载了
过得像条狗啊
地平线？
？
地平线！！！！！！
不再会掠食的人类，现在对抗强者所需要的力量到底是什么呢
董事长
真实又无情
公司有辞退的想法没错，就是手段太卑鄙了
强大。叹息
人品次就算了，这下网易连脸都不要了？
老菊
不是，人家搜索什么网易怎么知道的？
弹幕哈哈哈哈哈
王老菊！（笑
吃人是吗
卸磨杀驴
老菊
地平线4！！！！
今天全是转发这个的
如果单纯只是让离职也就算了，主要人家得了绝症，也太那个了
榨干价值
。。。太惨了
真tm是人话
是哦，未雨绸缪，大家都要好好的
都快死了还能威胁？
"这里的不利指的是如果拿本该拿的N+1,就向下家说他的坏话"
多少人是为了梦想呢 不都是为了家庭 为了钱
那就是“大师”，但现在不需要大师，因为所有人都可以是大师
储蓄啊、、、
天下乌鸦一般黑
三连顶起来
中国没有工会
说得太好了
熟悉的音乐22333
资本家就是人格化的资本
福报来了
那咋办嘛，那咋办？干不过别人啊
妈蛋那么没人性学的日企吗
要看破网易了，这也是我不去网易的原因
想到了梦幻西游
人间不值得
哎。。。996。。。。
这个太
这是人。。
这网易做的真的不是人做的事
中国有工会  但是都是指收钱  高层享乐    根本不办事的
被辞退人员如果有录音录像显示，公司辞退，他是非法的话，可以向法院进行起诉和劳动仲裁。
作为一个平民，老百姓的员工要时刻进行自我保护。
猪场杀猪
有关部门
fan qie ei
干人事不干人事
地平线4bgm
想多了，敢叫板，小心眼老板给你穿小鞋
上海交通大学，985，211的，哎
前面那个是傻子 你自己去看看网易今天的声明
有公会也没用，脸书前不久才死一个，有个华人同事为他说话一样被开
网易凉了
Tim吗
番茄
地平线4！把我炸出来了
？？？？
福报
哎。
996福报
在高效的机器做零件没问题，但是希望能大公司做好自己本分
即使风口浪尖，也有人抢着进，因为这就是社会
？
真实
网易凉了
劳动法只适用部分人
有些负能量了，虽然这是赤裸裸血淋淋的现实
网易策划一路走好
听说HR不能免费的把人赶走，也是能力不足的表现，全部都是资本的奴隶
勇者变恶龙，以前恶龙折磨你，你现在能战胜他了，却变成他了，或者一直战斗下去
BGM：A moment apart
地平线4
工会呢？
我又来了
独立菌儿真的是人生导师级别的up主，他带给我们的力量真的非常巨大！
拖到你死呗，好狠毒啊
网易真是脑子有病  给个N+1能有几十万啊 现在血亏
精神资本家
世态炎凉是最可怕的 搞那么久公司里没一个人帮他说话 明明这种事情明天就可能掉自己头上
那是你还想在公司呆，不想呆了你甚至可以给你上司穿小鞋
混入其中
那我要是告诉你们他是逆水寒的策划呢，你们怎么想
这就是资本家啊
在中国这环境，有也起不到什么作用
真是福报啊
要保护善良必须用有比坏人更加狡猾的智慧。
我去，地平线4，我还以为游戏开了呢
私人企业工会都是老板兼职
哦嚯
还是体制内好，我一同事查出直肠癌后，从领导到各级党组织各种慰问，部门改捐款。
有啥好留恋
说得好！
谁说中国没工会
说的好
有工会还得看为谁服务，像美国那样的基本就是助纣为虐
？？？
我养你啊
会计行业欢迎你们
个人强大，然后呢
董事长！！
网易的游戏都尚且如此其他…
道歉晚了
辣鸡网易
地平线4
团结起来，一起更坚强
团结
。全世界的无产阶级联合起来！
网易没脑子，差这点钱？花千百万打广告的钱呢？
腾讯是幕后推手？
看到这儿，为自己秋招签了研究所而感到庆幸，就是为了稳一点
福报都是福报
本来就是这样，努力提升然后社交为零
 过分了
网易迟早凉凉
真实
我檫看着看着以为游戏打开了
三连支持
禁止套娃
这就是现实！
身有同感
我告诉你，互联网型公司大部分都这样，特别是处于行业第二以后的
可怕
6666
网易吃人不吐骨头
日企也没这么狠的，冷落推走也不会下死手
所以策划也是不容易啊
这些人这么做  以后也会受到这样的对待
即使这样网易开你30k起步的月薪，不照样会去恰这个烂钱
我的观点是：别玩命挣钱，身体不好工作就没了
全世界的无产者，联合起来
问题是很多人除了工作就是睡觉，根本没有时间
人都要死了，还找工作？
顶上去
不可能
起码我会一直看
中国的执法力度
这就是不想给你交保险
我养你啊
？？？
没人性？
过分
流水线
23333会计
顶起来
我们看！
社交为0，太猛了，敬佩
愿意放弃社交，敬佩
不会是明日之后吧
终于有人说这个了
老子给这破公司充了几十万
网易唉。。。。公关就算是神也救不回了
福报
老发道德绑架6666的那位，希望您被压榨的一滴不剩
网易什么时候死
网易活该凉凉
想着法子骗氪
说实话，就算确实不合格又能怎样？还不是公司说了算？
工具人
从第五人格抄袭事件，到现在的这个事情，我真的对网易心凉了
前面发“道德绑架干的漂亮”的哪个弹幕我看了一下11条“道德绑架”都是同一人
“道德绑架666”也还是之前那个人发“道德绑架”的人
人性
抵制网易
凉凉
这个世界从来就不是公平的
中国工会就是资本家的狗，不管私企还是国企
会威胁员工家人的公司说的话能是真的？
社交为零怎么了，很惊讶吗，我也是
策划离职被保安赶出公司  细思极恐
天朝工会就是资本家的dog
先坐看后续，一面之词不可深信
哎生活不易
？？
大言不惭
诋制到倒闭
中国本来就没什么高科技公司，都是些游戏公司，网易和疼讯不知道为什么被捧这么高?
唉 资本践踏一切
在上海够用很长时间
网易biss
网易无情无义
活不下去了把网易干趴下也算报仇，支持这位可怜的人
一句话，老板需要你的时候你就是人才，老板不需要你的时候你就是裁人
我社交比你惨
上交的高材生也是这样 哎
卸磨杀驴 太狠了
怪不得网易游戏玩的人越来越少
难道说tx？干的漂亮
涉及家庭，lj
惊了，老菊
三个字，公务员
不，你的代价是头发秃了
绩效不合格也是网易自己说的，绩效不行会给安排那么多计划数？
网易这样很容易就和京阿尼一样的下场
joker就这样诞生了
欸，总结错了，不是因为人家生病而赶人家走
这就是吸血的资本家
这个观点历史上都应实了无数遍了
看那一个个的坟头，像不像地主家过年蒸的馒头
还是体制内好
永远不会再玩网易的游戏
网易养不起策划了
a计划，国企，没了。无聊是无聊点，可是有空在业余时间发展自己。
资本就是这样
前面的，中国有工会，但是没什么用。
总比没有润滑剂好
战网 再见了
力元军？？？
是明日之后的吗？不是的话蛮可怜的
赞赞赞
吐了
去腾
去腾讯
福报来了
日企也没这么没人性
众所周知我国有劳动法
猪狗不如的网易
福报啊
好吧，我不骂策划了，帮我问候网易管理层全饭米粒，谢谢了
淦
杀老师说过，一个杀手要永远有第二把刀
在公司里你是草，但在家里你确实天
你怎么想和人家快死了怎么想的无关
是的
？？？真的
我们的公会呢
现实版的小丑
lex
哎，无奈太多
这算是贩卖焦虑吗
程序员社交为0很正常
还好，深圳买了房，虽然是比较便宜的那种……
所以国内，你指纹圈钱大公司能出三A大作？这么大一个游戏创业被网易腾讯败光了
交大啊
网易没人性
该唱国际歌了
说得好，明天我就开始发朋友圈
加个毛线的班
所以有人在监控
是人干的事吗
正义之拳痛击网易！
唉
所以说996是福的站出来！
真实
还是公务员好
福报
黑心工厂
脸皮薄到能把自己饿死s的我。唉~
这很网易
网易也就那样了
我知道是真的了，对不起
所有人都不容易啊
老子直接犯病，躺在公司里，我看你怎么办
惨
然而，身而为人，非常抱歉
为公司卖命？？？哪里看出来的，为了流量煽动情绪，扩心病跟他上不上班没有半毛钱关系
还好，我再小公司当工程师
工会就是摆设
从来就不喜欢网易
网易吃相太难看
都这样了 还有下份工作
还黑他电脑手机的浏览数据？？
地平线～
996nm那是阿里！一群沙雕
红字是来给网易洗地的?
可以找律师，但网易也难弄啊
福报是阿里，不是猪场
国内没有程序员工会，没有策划工会哦
呵呵，资本世界
还记得996吗？
福报给你了还不跪谢
好稳
有关部门？
记住当法律法规低于你最后的低线，法律法规是什么
网易的游戏真的特别氪金，我几乎没充过网易的游戏
还一面之词，网易致歉
福报啊福报
我就是游戏策划
不 杀
我再不骂yys策划了
猪场不是一直吃像难看吗？
吸血的资本家，hhh
我退出梦幻了
如果是李哲的话，活该
全世界无产阶级联合起来！
钱多还想怎样
你有两百万一个月利率高一点利息就有接近一万 努力攒钱吧 尽量让自己被动收入高过主动
以后在也不给网易一分钱
全世界的无产阶级，联合起来！
三石磊出来挨打
工会呢！？
996是福报，007是目标，大家都要努力呀
资本主义能有纯白的？不过是有的爆出来，有的我们不知道而已
？？？？？？？？？？？？？？？？？？？？
淦
被玩家咒的么
蝼蚁的命运
公会呢
HR的心是黑的
不想看见网易
面试造火箭，工作拧螺丝
公务员真的是天堂。
⬆️你就该被人用完，就丢掉。红字的你发出来不过脑子吗
工作的同时也要对自己好点
游戏策划也没啥好东西
？
非人哉
看吧，这就是资本主义
工会就是帮凶
司马HR就这样老板养的狗
定上去
心脏不好还这样整，是我离职前在公司就犯病死了还可以要赔偿
网易已经承认了，不过认错态度，呵呵
去干30啊，一换一不亏啊
网易游戏吃相难看的要死
也不是绝症
孙那个？
你以为一年比一年热的考公，真的是他们懒惰吗
我们能做的就是坚定自己的立场
最不能保证劳动法的现代社会
做事做太绝 对自己也没好处的网易
我就是交大电院的，真的看的心里怕
生病了没人要的！
丁三石脸不要了
你们如果真的不了解先去看看人家写的文章吧
那现在工作制度是谁给我们争取来的
they don‘t care about us
还是腾讯使我快乐哈哈
cnm
没人性
