刚刚好
说实话看了几集不知道笑点在那，就觉得演技很尬
还原度很高啊
？？？？？？？？？
我丢
尼哥
女主越看越好看的
哈哈哈哈哈哈哈
拜一拜考研上岸
拜一拜
有内味了
原来是富察傅恒
雪妍姐姐！雪妍！雪妍！
王陆不是穿越者。。。或者说不完全是。。。小说写得很清楚。片片应该是没看完小说。。。
有点可爱啊，女主哈哈哈
拜一拜，考研上岸
周姐
这个是超级好看又搞笑
哈哈哈哈哈哈哈哈哈哈瞎灵敢
？？？
厚颜无耻之徒
饭圈就喜欢看这种烂片 哈哈
哈哈哈哈哈
我就是铁岭的  没他这么碴子啊
？！？？！
拜一拜保我学业检测过啊啊啊啊
1
他主要是改的有点不好的，是琉璃那边改的有点奇怪
考研 在此拜一拜
拜一拜
哈哈哈哈哈
我觉得还可以啊，还原度不错
拜一拜
拜一拜
许凯？？？？
拜一拜
666666
有原著的，剧情就这样hhhhh
这哥们是不是端脑里面的男主啊？？
这哥们是不是端脑里面的男主啊？
我站陆海cp哈哈哈哈
？？？？？？？？？？？周淑怡问号脸
王舞最美！
穿越现在被禁了，这也办法
我每次都三连阿
原著是小说啊
这就是原著，过了桥都得在这刷好感
？
拜一拜
这就是猫妖传的贵妃
这个真人版也是穿越昂，第一集他还是婴儿的时候就能感觉出来了
拜一拜
我居然还挺想看！？
觉得真的不怎么样
吉娜
那没事了
这局真的好看
还是漫画好看
给您磕头了
害挺好看的？？？
小琉璃咋成奥观海真传了
5566冲啊！！！
王忠的头发哈哈哈
不足之处还没说么???
伊博
拜一拜
我觉得是眉毛的问题，这个太凶了
他本人原声就这样
拜一拜
拜一拜
拜一拜
男神
哇！！！
拜一拜
真的特好看
？？？？
小说里就这样
我拜！我再拜！我还拜！
拜一拜期末六级日语过
小说里就这样啊
男主是许凯
skr
拜一拜
话不多说，我吹爆许凯的颜
哈哈哈哈哈哈哈哈哈哈哈哈哈
原著就是个黑人 昆仑奴
hape乱入
TUI！
保佑我期末全过
拜一拜
冲啊！！
原著就是这样的，只是动漫里就一点也不违和。布吉岛为啥
爬
说小说的，原著这样写还不是扯，原著槽点还不是多
王璐璐！！！
很好看的，真的真的
手工耿哈哈哈！
火影！
火影！
周姐提刀赶往现场
up看看原著就是这样啊
我一直以为是反串演员。
都好丑啊。。。。。。。。
嗯大众大钱
这王陆 也太蠢了
可是，我就是喜欢沙雕剧啊，越说越想看
卧槽周淑仪！必须邮件安排！
党妹的，别走
拜一拜
？？？？
拜一拜！！保佑！
安利！！！！
原著就是黑人
恰
小说后面有高达就觉得很无聊了……
skr
王陆是转世
昨天刚开始看
差点没反应过来这个奥观海
拜一拜 教资过
去看原著啊！！！！
恰片的气息
前面还是很符合原著的，后面就变了
好像男人
哈哈哈哈哈哈哈哈哈
就好像在看学生开玩笑演一下的感觉
花絮
三次锁定我家朱元冰！！
拜一拜！
朱朱好帅！老公我爱你
原著就是这样的………
啊啊啊啊啊
好看唉
原著就是这样写的啊！！！！我的天…
品如的配音？
我居然没认出来是郭晋安
动画更贴近原著
来来来了
箭射靶，箭离弦，更强调速度的变种？
我感觉挺好的啊
这什么乱七八糟的
告辞告辞
skr
片片语速怎么越来越快了，都有点儿跟不上。
什么鬼给我爬出来
拜一拜！
特逗一剧
这部剧是真的好看，我愿封之最棒
神还原耶 我还以为会再肌肉男一些
拜一拜
配音有点尬
新疆人吗
红姐原来是你！
原名奥巴巴
那说明这原著就很离谱
胖了
他是穿越过来的
尼哥爬啊！
？？？？？？？？？？？？
这个人没有用配音！！！！
来了来了
这剧真的沙雕，虽然不知道讲啥，但确实很多笑点
超搞笑易上头
拜一拜
感觉白客来演估计会更搞笑一些
这个真的不好看
hhhh
这个很好笑
原著里面就是这样的
？？？？？？？？？？？
原著就是这样啊
拜一拜，拜一拜
小说好看，我爱舞舞
我玩灵剑
拜一拜
宋木子哈哈哈
拜一拜
我选择看小说，再不济看动画
拜一拜
拜拜拜
拜一拜！！！
跟我读讷雨——女，哥翁——红。女红。
不看字幕不知道在说什么 呵
话说这个动漫的歌超级好听
女主真的真香！！！！
法老?！
没有原著逗
？？？？？？？？？？？？
拜一拜
小说还可以的
他出生的时候就是带着前世记忆的只是没有明说
拜一拜
女gong
演的超好的
哈哈哈哈哈哈哈哈哈哈哈哈周姐带明星了嗷
拜一拜
跑男鞍山那期有他
拜一拜！
打call
已上头，没看过原著
挺还原的了
电视剧好看！！！！！！
拜一拜
假装第二
算是比较接近原著了吧。
我裂开了
是穿越地球又穿回来了
成是非？
拜一拜
拜一拜，考研成功上岸！
没有王舞的大方劲儿，还是感觉扭扭捏捏的
拜一拜!让我过吧!!!
原著也是很沙雕的
奥观海还不错唉，比较还原
原著好看
原著也是神作
郭晋安也在啊
胖了
应该是四长老周明的真传弟子
奥观海哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊
真香
哇~~这个神还原啊
好你个奥观海  通共石锤了
小说我都看了 
你们去看看呀，很搞笑的
不过我还是喜欢小说啊
不足之处就是卖腐 强行卖腐 刻意卖腐  hetui
原著就是呀QAQ
拜一拜
这女的是个外国人吧
成是非
太沙雕了  我喜欢
哈哈哈哈hape
真香2333
这个女主我真的真香
这是改编的榜样
看评论还以为第一眼真的不好看呢，这不是很美吗
刷声望。。。。
拜一拜！
快手上有他
老家秘传
看完就艾玛真香
不是么
依博？
拜一拜拜一拜
一言不合就开车？
666666
拜一拜
穿越广电不给批了
穿越不给批了
广电禁穿越
像个男的
近视好像练得星辰剑法，要看各种事物赢得可能性，朱师姐也是近视
这部剧开头已经交代了是穿越来的好么？自己没看仔细还来吐槽
这个小芳没的灵魂
呕……凯哥饶命啊
？？？？？？？？
这小哥？新田真剑佑？
动漫好看
确实尬啊
真的沙雕神仙剧，好看!
拜一拜
挺好玩的一直在看哈哈
哈哈哈哈哈哈哈哈
6666
哈哈哈哈哈
曾舜晞
哈哈哈哈
6666
上头
？？？？
哈哈哈哈
哈哈哈哈
端脑男主
拜一拜
？？？？
我觉得演的不错唉
这小说不是断更了吗？
父王～
拜一拜
原著都不看就开视频来这比比
小芳可是饭后挥舞大铁锤消食儿的
他本来就是王舞的师兄（前前世）
在？为什么黑我牛子姐？
哈哈哈哈
突然发现，我看过小说！！！对这段剧情是最深的
三重法术炎阳之炎，哈雷特之火葬魔咒
小说里王舞就这样，无节操
朱元冰！
长得这么好看要是个哑巴就好了。精辟~
好有趣啊哈哈哈哈
你币没了
这就是他本人生声音，这个黑人东北话说的确实很正宗
这黑人演员叫伊博，东北话说的很地道
是你于子朗
王璐璐
好美啊
？？？？？？？
里面的火影梗是绝了
哈哈哈哈哈哈哈哈哈哈哈
原著还原度蛮高的，本来就是搞笑的
啊长残了？
哈哈哈哈哈哈哈这什么东西
夏驰
王陆没这么蠢
哈哈哈主神已死，系统当立
拜一拜
拜一拜
拜一拜
那你去把她药哑啊
科三第三次拜一拜
厚颜无耻之人
许凯啊啊啊啊啊啊啊啊啊
沙雕剧
原著也基本是快大结局的时候才说明的穿越身份
不好看
skr
张榕容？
仙灵舞女王璐璐！
有些人看着看着就打开了爱奇艺
????
拜一拜
拜一拜
拜一拜
原著都不看就来比比？
不是“女hong”读“女gong”
拜一拜
所以难道不是恰饭？
挺好看的，虽然有国产剧的通病，但是真的挺搞笑的
别问，问就是老家秘传
接受不了唉
 拜一拜
手工耿
可他在原著里真的是黑人啊
王舞是我年度唯一真香！！！！
王璐璐啊
原著也是的。。
星辰仙女王璐璐
二水！！！
鸟唱哈哈哈哈哈哈
拜一拜！
郭晋安？？
哈哈哈哈哈哈哈哈
男主是穿越的人
拜一拜，考研上岸
我喜欢这个书的作者的那个什么大冒险，当初看了好几遍，王五太帅了
拜一拜让我过
拜一拜
拜一拜
灵剑山
来了
王舞是我的！
演技好啊哈哈哈哈哈哈
弹幕吐槽的请看过原著再来好吗
拜一拜
拜一拜
针织女红gong
卖腐情节太多，后面坚持看不下去了
这是妖猫传的杨贵妃吧
中法混血
小说里叫昆仑奴
看过小说的就知道又是一个毁原著的
物理哈哈哈哈哈
不足就是强行卖腐，老娘弃了
雅思是需要王陆
王陆是不是雅思听力特别好
胸小脸大
天语姐姐！！
Skr skr
胸小脸大
她演技好尬
漂亮啊
给叔叔
这剧超级尴尬，，，
家暴男？
拜一拜
看了 还挺好笑
豆瓣现在都是粉丝无脑刷5*
林更新？
哈哈哈哈哈
？？？？
哈哈哈哈哈哈哈
内增高？
？跟剑灵山有什么关系
竟然出电视剧了
Skrskr
一口气追了十集
哈哈哈哈
小说里就是黑人。。。。
拜一拜
拜一拜！
前期因为女主很多人弃剧了，后面因为没有女主很多人想弃剧，真香[偷笑]
终于有了
真的非常好看，而且真香
秀啊
我要说句公道话，人家漫画就是这样。。。
物理修仙？
看了第一集被女主劝退的我再也没打开过
看过会真香的
爬
拜一拜
有些人懂不懂的尊重？自己长得美若天仙？
拜一拜
女主的嘴型能不能对上啊，看得好难受，甚至黑人大哥嘴型都是对的
等等，这男主是许凯嘛
如此修仙。。。
物理。。。
女主越看越喜欢
男的？
耿哥
拜一拜
女主越看越好看
拜一拜
动画也是这样呀
拜一拜
王舞是不是猫妖传的杨贵妃？
考研加油
？？？？？
拜一拜
卧 槽
超级上头！
纱雕仙侠剧哈哈好看
原作小说好看多了。。
王陆不是穿越的吗？
没错啊，动漫也这样
原本就是穿越题材，穿越剧不能播就改了呗
原著里本来就是黑人
哈哈哈哈
？？挺好看呀
这部最大的问题是颜值问题！！演技还可以！！
动画可以开车这个不行，也不怪改编，怪广电吧
就是穿越的，改了而已，广电不让播穿越
原著就是黑人啊
这个最还原啊！！说什么
结局后面很虐的
？？？？
听到这里就知道你没看过小说！！！你不知道这里！！
小说太难受了
黑人本来就到后面才出来的
女主角哪里来的
这段本来就是原著里有！！就是拍摄还是有点问题
拜一拜
小说更沙雕也更好看！！
我觉得动画更好看
王路就是穿越在穿越的人物
穿越2次了
skr skr
不是长出，是师傅以前去非洲救回来的
5566
别什么贵妃贵妃的，人叫张榕蓉
看过这个动画真的超搞笑
这女主
up就是在吐槽剧情，原著这样写的就吐槽原著剧情，有毛病吗
拜一拜
拜一拜
上条漩涡玲
这难道不是设定？原版傲不就是黑的啊
原著党表示再见
给爷爬
这个配音再见再见
真的丑
演员名字都是ABB
这个女主颜值真的get不到
外国人长老，创新
电视剧不让穿越
牛顿：这不归我管，归我弟弟牛逼管
？？？？？？？？
要想学得会
弱智剧
哈哈哈哈
就是恰饭
比动画片好看多了
这种我不行。。。。。
反正比动画的好看多了
为何如此做作 心疼我容
哈哈哈哈哈哈哈哈哈哈哈哈哈
女主口型对不上是原著爱开车 后期配音改了
这王陆不行啊
拜一拜
还是提了一嘴生而知之
祝红!!!红姐!!
拜一拜
拜一拜
。。。
强行卖腐，接受无能
伊博是在沈阳学的东北话
盘它
有内味了
拜一拜王陆大仙
虎狼之词
郭晋安
说丑的你天仙啊，咋没叫你去演啊
卧槽
说出来你敢信
看不下去了
拜一拜
呕了
这里错了琉璃不是这货的弟子
没毛病啊
你这吐槽看一看原著好吗？
？？？？？
小海原著其实很酱油，小琉璃喜欢的是王陆
第一集就说了穿越，你认真看了吗？？？？
小说好好看哈哈哈
有刘老师 内味了
太可爱了吧
主要是搞笑
斗宗强者恐怖如斯
比女主还好看，哈哈
？？？？？？？
修仙剧为啥如此科学
苏尚卿
第一集其实暗示过他穿越了，有一句台词表现的非常明显
人多力量大23333
挺还原的啊？？？？？！！！！！！
嘛意思？放我哥的照片干嘛？我嗦子哥怎么了嘛！
这就是原版啊，不知道有啥好吐槽的
拜一拜
小玲儿
特别喜欢女主
可是原著也是一直在麦麸
拜一拜求全过！
不好意思我不是饭圈的我就喜欢看这种剧怎么了？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
拜一拜
贵妃， 你真美
奥观海 神tm观海
？？？？？
去，比我漂亮
拜一拜
牛顿复活
你说你到底恰没恰
卧槽，真的漂亮！！！
原著就这样，阿拉斯加同志……
不如动画版好看
哈哈哈哈哈哈哈
哈哈哈哈哈哈
我还没认出来
原版就是个黑人
拜一拜
拜一拜
伊博
老朱好帅啊，哭了
这个神还原
现在的仙侠剧都要靠沙雕才能火了吗.......
拜一拜
和原著差不多好吧。
拜一拜
黑叔叔
拜一拜
？？？？
呕
害挺好看的啊
拜一拜
挺喜欢女主的
为什么觉得女主某些角度跟男的一样？
别拿周姐开玩笑
蔡徐坤？
第一集就说了穿越啊
拜一拜
家暴
拜一拜
拜一拜
拜一拜
王璐儿
这还不丑啊！各位去看看小说和动漫来对比一下
原著就这样啊
出电视剧了？
tm的就是恰饭
我想看仰望星空
拜一拜
哈哈哈哈啊哈哈
厚颜无耻之人
哈？
就是傻雕剧
哈哈哈哈哈哈
拜一拜
？？？？？
这不第一集里就说穿越了吗
这是什么虎狼之词？
说小说不好看的那个出来咱们聊聊人生
？？？？？？？
拜一拜
拜一拜
？？？？
这是什么沙雕剧
尴尬……
父王
666
原著中王路是从那个世界穿越到现代之后再穿越回去的，只是忘了而已。
原著真的是黑人
？？？？
表白张榕容
这不就是原著一样吗
拜一拜
没看过小说的，就别在弹幕里说了，挺可笑的
王璐
尴尬
原著党表示人物挺还原的
感觉是重生的样子
拜一拜考研上岸
漫画就不是什么正经漫画
确实好看哈哈
飞剑物理学？？？？？？
说烂片的都是没看过原著的
哼╯^╰，你们看下去，就知道什么是真香了
拜一拜，期中考试求过
强烈推荐
原著就是这样的好吧
啥玩意啊
虽然静音了，但是我脑海里不断回响
真原著啊
拜一拜
我发现现在真是写什么都有人看啊…………
好看
像男人
拜一拜
原著就是这样
第一集就说了呀，刚出生的时候
老家秘传
oooooooo
？？？？
吹爆灵剑山
up主没看过原著吧
我喷了一屏幕
哇哦
仰望星空呢？
拜一拜
拜一拜
没有人觉得他正脸像宋丹丹吗？
本来就是搞笑的好吧，小说就是这样！
哈哈哈哈哈哈哈哈
恰饭也好，热度也好。讲点良心呀。
啊啊啊啊啊啊这就是动漫王舞的声音啊！！！！！
动漫就是这样的
说任何坏话的都反弹
原著就是黑人
看不下去了
许凯超帅
希望能曲线救国，动画做做第三季
哈哈哈哈
这踏马像个男的
。。。没看过原著？？瞎逼逼？
拜一拜，今年上岸
只看过动漫 我觉得超还原了 特别是王忠和王舞的选角 
口区
哈哈，皮
我觉得你们要求真高
女主是真的丑
假装第四
东北黑人
????
原剧超级搞笑
别 东北人普遍色号都挺低的
哈哈哈哈哈哈哈哈哈哈哈哈哈
小说是玄霜剑
拜一拜
男主角是穿越来的
？？？？？
你要看原著，去看不良人真人版
原著党表示从第五集开始就有点崩坏了，琉璃仙明明是六长老陆离的弟子
嗯？还挺好看
???????
萨沙哈哈哈哈
原著是真的好看！漫画也很棒！但是我没看动漫哈哈哈哈哈哈
真的是伊博.....
你哥给力
超级有意思
这个剧超级好看，沙雕又快乐，撑过前4集就会很喜欢
呵呵
我以为应该叫鸟唱
党妹：？？？
感觉是个男的
本来原著就这样
拜一拜
这…男人？
王璐璐……
拜一拜拜一拜
很还原啊………
尼玛。。。。
像混血儿
贵妃娘娘超可爱
？？？？？？？？？？？
拜一拜
拜一拜！
拜一拜
女主是双料影后鸭…弹幕不要酸了
拜一拜
原名奥巴巴
挺搞笑
拜一拜，求过！
拜一拜
拜一拜
女红
朱元冰
拜一拜
说up在黑的，也是够弱智的。
拜一拜
还是蛮搞笑的
拜一拜
王璐璐
原著本来就是个沙雕动漫。
死亡额头
原版就是这样的，本来就是搞笑小说
拜一拜
你看了吗没看就说是烂片
拜一拜
像个男人
拜一拜
他这个口音感觉有点不对
小说本来就是这样的剧情，
哈哈哈哈哈哈哈
拜一拜拜一拜
这么说是神还原了？
拜一拜拜一拜
拜一拜
测验看成测绘
那原著也不咋地啊
好湿好湿
这个没问题
可以康康
原作党表示很还原
拜一拜
哈哈哈哈哈哈哈哈哈
琉璃不是老六的徒弟么？怎么成老七的了
刑部尚书耿大人！！！
?????????
说了两分钟了bb个没完 你看过原著就看过呗 叫什么
玉环是你吗
哈哈哈
????????????????????
哈哈哈
22333333
杨贵妃是你吗
拜一拜
你在搞笑吗？
？？？？？
??????????????????
 拜一拜
其实很还原原著的，原著就这样
拜一拜
完全笑不出咋回事。。女主长相不符，放得倒是挺开
23333333
我的小说
笑是真的没笑。。演员感觉选得也不好
啊啊啊啊
拜，期末牛逼
skr
动漫好看
hape
动漫我看过了，主角开挂
这
拜一拜
原著就这样
女主哪里丑了？
没毛病啊
这里剧漂亮小姐姐多一点
一搏大哥
拜一拜
女主像男的
亚极陀的剑?
好看，从头看到尾！没嫌弃过，所以我没有真香
老家秘传hhhhhhh
真原著
星辰仙女王璐璐！
好尴尬
小说就很搞笑了
延禧攻略？
电视剧也是穿越啊
小说就是这样写的
是真的沙雕呀，朋友们，每个演员都放得开
现在不给拍穿越啊，能在第一集里暗示了就已经很不错了。
真香
配音不太行啊
这真要是原著的话，真不知道写了个啥，
拜一拜
小说里就是这么写的阿
woc？无相峰啥时候这么有钱了？不是山都秃了吗？
对的，穿越者才会过网游本
拜一拜
漫画改编拍出来的电视剧本来就尬 这漫画很中二
原著就是黑人没毛病
我觉得还挺有趣的23333
很美很有特色啊
拜一拜
拜一拜
你再骂！！
没毛病，原著就是这样
拜一拜
哈哈，都躺下了23333
有点想看
灵犀一指
上头上头！！！！？
鸟唱
哈哈哈哈哈哈哈哈哈哈哈哈
前面的槽，吐得不是很到位啊
我觉得好好笑
？？？
55我来了
拜一拜
我追到26集了，看过动画版，没想到真人版超出预期，很不错哈哈
