没人吗？
1
hhh
热乎
来自刚刚
来了来了
热乎的
嘿嘿嘿
留个jio印
来了！！！
沙发
热乎
欧吼～
1111
2
片片你不火了
禁止套娃
有人
真亚瑟
哈哈哈哈哈哈
好湿好湿
禁止套娃
没人？
?好家伙你们够快
害怕
我说为啥没弹幕
还没人哈哈哈
王六碗竟然这么早
一分钟来
来了老弟
好像混进了什么奇怪的东西
来太早了
30
热乎
啊啊啊啊啊，前排
？？？新专栏解锁警告？？
来啦
？？？
太早了，没弹幕
凑表脸！
爷是第一啊啊啊啊啊啊啊！
老套娃了
从未如此靠前！！！
2分钟
来了
没弹幕？
没弹幕？
没弹幕？
！亚麻
早
禁止套娃
来早了
来了！
我说咋没有弹幕搞了半天我是第一
热乎
811人你们好【？
片片真肝帝
？？？？？？？？
三分钟三千人……
草一千多了
三分钟，还热乎
火钳刘明~~火前留名
说了一句 要不一起洗?
亚瑟
啊啊啊啊啊山下智久！！！！啊啊啊啊啊啊啊
来了
第903个赞
热乎
热乎的
智久？
热乎热乎
就是，没弹幕害怕
“？
三分钟
催更
？？？
原来我来的这么早怪不得没弹幕
还是新鲜的
吓死人了我看见了
对
没有弹幕
没弹幕吗？？ 
?????
4分钟的热乎的
xh
?
草你们是真快
！！！来了哈哈哈哈4000播放
套娃行为
凉哥必凉
这个日本人是谁？
草
哈哈哈
喔哦
五分钟，热乎
5分钟，还能吃
这句话好像听过好多次哈哈哈哈
这是麦克
还有海豹
马化腾？
一杀
没人？
五分钟，你们是住b站的吗
??????????
人头？
握草，五分钟
吓死了
热乎的
电影日常套路一个黑人，一个亚洲人，
禁止套娃
名字已经决定了凉哥的生死。
？
有点吓人
呵呵哈哈哈，标志性打码
以二氧化碳为食的细菌。。。
我老公，后来的不算
太爽了
这个强仔有点眼熟
？？？？？？？？？？？？？？？？？？？？？？
等养肥了在看
热乎的热乎的！
第一次十分钟以内
我凉了
會不會是海豹
以二氧化碳为食的细菌不是很常见吗？
热乎的
这是心发的
认真看ing
弹幕呢
7353
我来了
热热乎的
凉哥这名字也太凉了把
鸭舌（doge）
企鹅=qq=腾讯=马化腾=小马 一开始就标明了凶手
名字决定了生死
？？？？？？？？？？？
护体护体
我们老公
凉哥这名字…怕不是要凉
凉哥凉凉了
卧槽!!!弹幕护体
卧槽
凉了
热乎
他们 穿短袖？？
啊这也太形象了
凉了的哥
六个月都不联系吗
片片真肝
穿的好少
危
有弹幕吗。。。
第一次这么早！！！
肝帝
热乎
啊
别别别
吓人
哈哈哈4三分钟
来早了
真别套娃了
真凉哥
?????
在南极穿成这样？
那你猜
怪不得叫凉哥
凉哥，凉透了
太肝了太肝了
这个亚瑟会不会变成joker
冬  日  计  划
爆肝
凉哥必须凉的早才能称得为凉哥
护体护体！！
9c
小肝肝一身片
麦哲伦干的
呵呵
诶？九分钟！？？？！！！？
保护保护保护保护保护
不冷吗
哈哈哈哈哈哈
终于来早了一次
快去请毛利小五郎
？？？
高能预警
我看我自己
真丶宰客
刚来
十分钟哦吼
凉哥凉了
有！
md
蜜汁打码
教授！！！
害怕
热乎
山下智久！！！啊啊啊啊啊啊啊啊啊
血族德国佬
亚瑟摩根
危 离开的人 危
？？？？？？？？？？
锯子：想不到吧，像不像电锯惊魂里我的兄弟
手动滑稽
来了
哈哈哈
老套娃了
兄弟们把害怕打在屏幕上
妞？？？？？？？？
上面的老冬日了
？？？？？？
热乎热乎热乎
这个球老演员了
凉意！！！！！！！！！！！！！！！！！！！！
来了
瞎子吗，全凉了还问
这个篮球就很秀
热乎
别剧透
小凉意？？？？
凉哥不就凉了
片片牛逼
小凉意？？？？？？？？？？
来了
阿秋！！！！
胖胖是？!
最早的一次
project winter
釜山行？
老干妈
？？？？？？？？？？？？？？？
握草，突然发现前排
盲猜凉哥凉凉(doge)
我太早了
鸡你太美！！！
来咯来咯
害怕
这可是真宰啊
沒人
有点刺激
蓝藻算吗？
吓死我了！！
山下智久？？？？
呵呵什么
前排留名。
来了
叫凉哥，果然第一个凉么
果然是凉哥第一个走
是企鹅人！
凉了
first blood
为啥我想起来绝对一番了
害怕
弹幕
十九分钟，我来迟了
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
山PPPPP
是海豹厉鬼索命！
吓死人了
在南极穿西服？
他们穿的好少哇。在南极不冷吗
凉哥是海市蜃楼的小黑，片片解说过
绝对一番
凉哥凉了
小片片开新坑
我还够前吗
，，，，，，，，，，，，，，，，
隔壁蔡老板也更新了这个
驴脸蛋子？
刚才说错了，不是凉哥是强仔
片片也太肝了吧
zao
？
倒叙？
来了来了
山p！！确实是我老公
护体
这个亚瑟是不是生活大爆炸里莱纳德他爸啊
It’s HARD?
高产
凉哥真凉了
凉哥凉了
第一个凉的
热乎的
？？？真会玩
这小白是不是前目的地的猪脚
凉哥的名字很危险
这不能叫裸奔2333
企鹅入侵？我怀疑你在内涵
小马
还穿着衣服，差评
害怕
好烫好烫
美白圣地，没有紫外线
还热乎
烫死
南极的各位穿的真少
达米安？？？
生病了咋办  不作不死
这个篮球绝了
？？？
海豹
应该是腾讯的阴谋
是你艾霍斯特，血祖又让你来祸祸南极了？！
老子圈名老艾
极夜就没有信号了么
冬日计划
说生病那位，你觉得在南极什么细菌或病毒可以存活？
冷透哈哈哈哈哈哈
这不联系大本营吗
据我所知，所有的光合作用生物都以二氧化碳为食
南极炮火连天
哈哈哈哈哈哈哈哈
热乎
有人吗
hard ？
太肝了吧
凉哥凉了
来了肝肝
必须三连
来了
凉哥，可能就要凉了吧？
热乎的
热乎
好像看过
哈哈哈哈哈
不是每天洗澡，是每个人每周只能洗五分钟
自己骂自己可还行。
c
哈
小丑
30分钟
外国人少系列
凉哥凉了
比   宇   宙   更   远   的   地   方
您太肝了
哈哈哈哈哈哈哈哈哈哈或或或或
6个月没跟老婆联系过可还行
山p！！！你怎么知道这个我老公
这是教授吗
宰是真的宰
凉哥凉了
打码鬼才
我丢，把我手机吓掉了
赌一个煎饼凉哥要送一血
前方小小小高能
通讯都断了，怎么联系大本营
前面的刀客塔笑死我了
人好少
