一播放！
刚发的耶
88
嚯哈哈哈哈哈
怪不得没有弹幕
我好快哈哈哈哈哈
好烫
来了来了
第一个硬币
这波啊 是欲扬先抑
欲扬先抑？
喔
一分钟有出息了
芜湖！我好早！！！
第一次这么早！
好看！都给我去看！
鹿人的求生欲
我觉得难看
枪里没有子弹
哈哈哈哈哈哈哈哈哈哈
《盒女士你能不能做个人》
捕风捉影小能手哈哈
buff拉满
搁这叠护甲233
它有二部
天霸tua
哇好早
弹幕养肥再看
很强的求生欲
22集？我看的假的与君？
新鲜滚热辣的鹿人
早
1
这开始的稿子和荣耀的好像啊！
《求生欲》
我是第二
求生欲
我要笑死
哈哈哈下次还敢
等弹幕多了我再来看
我之前一直以为这部剧播完了...
《捕风捉影》
鹿人你不会要欲扬先抑吧
呃。。不看画面好如此熟悉
好耶
一共40多集呢，分上下部
哈哈哈哈哈哈哈哈，记得上次是你是我的荣耀
前摇过长
求生欲
打码好评
刚准备看，要剧荒了
这里我翻来覆去看了20遍呜呜呜纪云禾绝了
没有人吗？
与君真的好看呜呜呜
我好早！！
虽然但是，香蜜是什么好剧吗？？？？？？
《严谨》
？？不是42集嘛，哈哈哈
刚刚！！
赞同
又是杰大
《捕风捉影小能手》
走了
好家伙鹿人求生欲拉满
hao
啊啊啊啊啊太帅了，快去看14集
又配音
你好早
那估计得去重刷琅琊榜
居然不是我想的那个，失落
那行吧
第一次这么早到，发个弹幕
救命好早啊啊啊
好前！
女霸总和男爸宝，超级好看
《求生欲》
才发现俺今天好早！！！
哈哈哈哈哈哈哈哈哈
求生欲
啊对对对
真正的大女主
一看就看了猎罪
笑死，求生欲满满
求生欲拉满
哈哈，深氏求生
求生欲拉满
复制粘贴 熟悉流程了属于是
1万多人出来吧
满满的求生欲  
更新了
哈哈哈
卧槽一万人第一次这么近
哇。。。
顺德？？？顺德人我们要起诉了，律师函准备好了
清末新政了解一下
好看好看
香蜜是好剧吗？？？
鹿人的求生欲
我又要哭了T﹏T
小花楹啊
天才or地才惹
今年的剧去年就买热搜了真牛
好家伙，突然这么早
现在色调明艳的糖果色也不多了
有一说一香蜜在古装偶像剧里算是好的了吧。
来早了
真的一直都不自由
这种说明有用？
我太喜欢女主坚强无畏的人设了
杨紫出来挨打
她表情请问一直以来有变过吗，不管苦笑恨啥的，感觉都是僵硬的
仙姬是真的没仙气又做作
谢谢鹿人安利。真心好看
我好前啊啊啊啊
上部22还有下搬部呢
哎呀，没人啊
来得早不如来得巧
噢！棋子和囚徒互生情愫！get了！
香蜜很火的好吧~_~
好快
好家伙还是热的
真不错
啊啊啊啊啊禾姐绝了！
朱格
许大茂
这不是许大茂吗
收钱了吧
女主人设立起来了
1.5w
有点意思
分成了上下部
这胶衣真的是给男的穿的吗，笑死
服化道真的很难看
没有傻白甜啊
啊啊啊啊志真的好看
更完再看
收钱了？
那可以看甄嬛传琅琊榜
好早！！！！
呜呜呜呜呜与君初相识我吹爆
里面其他人底 小故事也很好看
这里面的女性角色都很不错
真的很好看
花楹
去看琅琊榜！
特别好看
Oh
沈sir：听说有人抢我名号
我也是 补完了小说
路人可以说没有cp感，长得丑，balaba的。。。但同样说好看的，也可以是路人啊
这个剧我觉得蛮好看的
不是香蜜主导演
很细节！这个动画里的人都是剧里会出现的有渊源的！
顺德惹你了？
哈哈哈哈哈
两个yu强烈对比
这一次我就不认同鹿人了，它一般，对我来说
哈哈哈哈哈哈哈
这波宣传不合格啊，明明分上下部四十多集
我们顺德有什么错！
她好漂亮啊！！！
喜闻乐见的求生欲环节
没人了吗？！
溢出的求生欲
承包空屏
什么，顺德鱼生?(doge)
1。8
十二分钟还热乎
好开心
与君初相识真的好看！迪丽热巴演的纪云禾真的给我惊喜了家人们！
确实挺好看的这部
求生欲拉满
顺德：？！？
哈哈哈哈
真还挺好看的
配音加分好多！
666666求生欲拉满
真好
真不错
好看的真的不错
乔诗语的配音？？一股楚乔味儿
妆扮也很细节！
这两年能看的古偶，除了琉璃就是这剧了
小说超好看！
个人感觉原著更好看，但电视剧的改编也能接受吧
这还没开美颜？
媚者无疆？
与君真的很上头啊啊啊，每天等更新
剧是可以的  就是有的热搜挺尴尬
唔～这走姿，yyds!
经典盾比血厚
每个角色演得都很生动
这个事先录的吧哈哈哈哈哈哈
在
特效，强推特效，滤镜，大爱
于正:你在内涵谁
后面有反转吗
好难过
真的好好看
哈哈哈哈哈哈哈
我发现了，一般有reaction的都是好剧推荐（doge
看书的时候看到顺德真的血压飙升
佳琦？！！！！
那是因为她本来就白啊
这两个鲛人都不咋地
哈哈梦回荣耀
捕风捉影小能手哈哈哈哈哈哈哈哈哈
只能说是同行衬托了
我是真的很喜欢长意
这个尾巴真的好怪啊
开头改的不怎么好，有点像现代偶像剧，后面没的说
不改
这令牌一瞬间让我想到08年北京奥运会奖牌了
沈翊：什么？居然还有人是捕风捉影小能手？
听到了吗于正
女主人设顶配，演的也好
故事内核就是反抗阶权
想给流量演得戏打个好评，要背负的东西太多了……
啊，所以7.8分算什么好剧了吗
求生欲拉满
终于等到你
魁拔?
1.8万人打卡
加油
有点想哭
与君初相识22集恰似故人归22集
好看死了
基本是同样的心路历程，看了预告非常不期待， 但开播后迅速打脸！真香太上头！
我看香蜜也一般
迪丽热巴yyds
我喜欢这部剧，群像做的好，每个人有血有肉，特别喜欢小配角张仙使
还是四十集哈哈哈哈哈哈哈哈
我就知道鹿人会发！
这部确实改的好
真的超好看！
别骂我，香蜜看了一集看不下去了，，，
任嘉伦几个对手戏的女主演技真是赛好，配角也都很好。。。
香蜜可是当年最火的剧了，不信自己去查
前面的迪丽热巴不是妆造白，有没有一种可能是她本人超白
因为特效重做了
鱼尾好像是有点大吼。。。。
化妆师都说迪丽热巴超白，皮肤很好。
感觉好早啊 弹幕好少
我看了前八集 一般……
投币了投币了
好烫好烫
好看！！
但是其实挺好看的
想起了更荣耀
头皮有点麻
偶像剧，男主颜值决定一切
胆儿太小了
是女霸总爱上傻白甜！！！！
我！！亲亲了
哈哈哈哈哈哈哈哈哈哈求生欲
甜到我笑出皱纹， 虐的我哭红双眼。 14集女主妖化开打，燃到爆！
这个剧里面的女性角色都很带感！！
