刚刚刷新出了p2？！
p1看完看p2
04年的机子都能搞到
为什么人这么少
来2p听bgm
来啦来啦
注意右边手的影子
枯燥的站姿
何同学瘦了好多诶
p2这么冷清的吗
六级词汇
好棒好棒
哈哈哈哈哈
二刷？
承包空屏
卧槽舒服
哈哈哈哈哈哈哈哈哈哈哈哈
我去。。。。五个小时。。。
卧槽
哈哈哈哈哈哈哈哈
老婆机哈哈哈哈
gb不就是g吗？
哈哈哈哈哈哈小何好可爱！
啪
哇原来是这么干的
我靠！！！
哈哈哈哈哈哈哈哈哈哈哈
爆炸制作力，实至名归，直观的一批
白嫖失败
握草
n b
？？？？？？？？？
同款书
钉钉
mac牛逼
何同学是不是瘦了
朱总！
喔保了
极致体验，永远知道人们想要什么
我最后加字幕
我是傻子，那你能帮帮我吗
鸡皮疙瘩
3990x:我来
我有着良好的生活习惯
暂停看书单
把最亮眼的设计放在开头都没有发觉
真的厉害
我有一个大胆的想法
等下 我回去看个片头
有生之年
我想起来何同学有期视频里说的Panos Panay的那个发布会了
ohhhhhhhhhhhhhhhhhhhhhhh
卧槽
牛逼牛逼牛逼牛逼
我的妈
？？？
哈哈哈哈看出来了
来了 老弟
时间瞩目
记住这台电脑的打开
你哪来的100？？
超棒的！！！！！！
woc
哈哈哈哈哈哈哈快去找库克合作
死贵
先马黑洞
这个时间有问题！！！！1
老婆本
热乎的
老婆机
哈哈哈哈哈哈哈哈哈哈
房间背景里有蝙蝠侠大战超人！！
回过来看弹幕
你还要抽奖，谢谢你爱我们粉丝
牙膏厂特色发热
强烈暗示
来了来了
你只需要一个4K的MC光影加光影追踪用指令替换所有的方块
哈哈哈哈哈哈哈接地气
再来亿遍
可能是我是歌手？
显卡能杀泰坦X么
我福了
哈哈哈哈哈哈
读个三体有什么可激动的
记住这个想用多久都可以 彩蛋要考的
iMac:我风扇都懒得动
当老婆哈哈哈哈哈
发型发型
没4找4
二刷！
好棒好棒
哈哈哈哈
直接起飞
那个男人！
暗示了
哈哈哈
哈哈哈
可以
？？？？？？
这个开头hhhhhhhh
这也太牛逼
阿森纳
做成cc字幕就好了
危
exo打歌混剪
真实
太酷了
哈哈哈哈哈哈哈哈哈哈哈
朱一旦
边伯贤直拍混剪
量的提升吧，可以这么说
哈哈哈哈哈哈哈啊哈哈哈
2333333
达芬奇！
厉害
哈哈
哈哈哈哈哈哈原来主人是易碎
阿森纳！
三个梦想
哈哈哈哈
朱一丹
全站回形针化
吹火
呵呵哈哈哈
我去……给跪了
暂停学表情
十个。。
为什么你有我也要
阿森纳
我厂是不可战胜的
hhh
来迟了啊啊啊啊
机械结构听起来好高级
哈哈哈哈哈哈
皮肤不是因为打光吗？
一键换装UP主
我赶紧回去重新看这昂贵的片头！
妈呀两万多人在看
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
牛批啊何同学
哈哈哈哈哈细节满分
失踪人口回归
4万
这个表情太可爱了
哈哈哈哈哈
哈哈哈哈哈
飞飞飞飞
突然感觉老款垃圾桶挺好看的
阿森纳
牛逼牛逼
真实发量
朱一旦
瘦了瘦了
那岩
手机没有锁定方向 哈哈哈
哈哈哈哈
长头发了 哈哈哈哈
芜湖
前进四
头发长了哈哈哈哈哈
？？？？？？？？？
什么非主流发型？
可以后期用CC字幕
哈哈哈哈哈哈哈哈哈哈哈哈
皮一下很开心啊
哥，你瘦了好多
打歌舞台混剪up
太强了
朱一旦的劳力士！！！！！！！！
原来是这样
hhhhhhhhhhhhhhhhhhhhhhhh
我密恐犯了！！！
前方高能
第一吹码上到
卧槽
火箭
鸡皮疙瘩起来了
哇 高级
哈哈哈哈哈哈
回形针文案
记住这个片头
ohhhhhhhhhhhhhh
说阿森纳的别跑哈哈哈哈哈哈哈
朱总
那你能帮帮我吗
哇好精简
妈啊 我果然是剪辑废
有回形针那味？
太棒了
阿森纳
nsdd
刨丝机！！！
ohhhhhhhhhhhhhhhhhhhhhh
可是装机就那么几次就好了
哈哈哈哈，开头好评
666666
尤文图斯牛逼！
卧槽。。。
三体！！！！
三连，必须的
真的很精致啊
再来一遍呜噢噢噢噢噢噢噢噢噢噢
哈哈哈哈哈哈哈哈哈
烫嘴
旅  行  者  探  测  器
卧槽
？？？？？？？？
我知道价钱我也不舍
听到了吗意思就是让我们不要催他做视频
出一起防抖吧何同学
这一点是最厉害的哈哈哈哈哈哈
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!
哈哈哈哈哈哈哈哈哈哈哈哈哈或
安全播出大于天
是啊，傻到能用这台电脑赚回几台的钱，你气吗
两个梦想
我会！举手！ 70也剪过！
哈哈哈哈哈哈哈哈哈
怪电脑咯？
哈哈哈
起飞了起飞了
终于更了
未解之谜：电脑自动打开
也想认真地告诉何同学，瘦了啊你真的
哈哈哈哈哈哈哈哈哈哈嗝儿
哈哈哈哈哈哈
哈哈哈哈哈哈哈牛逼
三体！
前方高能！
热乎
帅
但是是真的有实力
啊啊啊啊 好厉害
牛逼！！！
太棒了
woc
卧槽无情
气氛突然枯燥
哈哈哈
所以前面的弹幕说明 在大多数人眼里设计是不值钱的
哇
何同学真的是大佬
哈哈哈哈哈哈哈
只能woc
突然一皮
不玩游戏吗
小何太优秀啦！
朱总
何同学的房间为何除此之黑
这里小何的笑真的太可爱了 吧
三体3！！！
千万个摄像头
龟龟
噗
理发店不开门哈哈哈哈
这就和我们搞数值仿真一样，对计算性能要求特别大。仿真的时候电脑啥也干不了。
ohhhhhhhhhhhhhhhh
哈哈哈哈哈哈哈哈哈哈哈哈笑死我
头发有点长了
暖风机
????????????????????
卧槽，这么大内存
？？？？？？？？？？？？？？？？？
朱一旦
@易碎请轻摔 你个浓眉大眼的索粉居然
行星发电机！
是镁光普条内存，加拿大白嫖王说过
66666666
bgm：robot rock - daft punk
啥叫渲染啊
三个梦想
哈哈
牛逼
我去
苹果牌巡航导弹
何同学，你不就是个数码博主吗？
热乎
机械的美学
4K RUA FGNB!
何同学 你不就是个数码博主吗
片头！
点火
好惨但是好可爱
换发型了吗？？
旦总?
熟悉的绝望风火轮
你无耻哈哈哈哈哈哈
@家境贫寒装机猿
终于更新啦！！
91那岩吧
太厉害！！！！！！！
换县城撕裂者更快
Good
利物浦拥有姓名
换了锐龙更快。。。
哈哈哈哈
飞猪喽
哈哈哈哈哈哈哈哈哈哈
热乎的
介不是废话吗？
暗示了
哈哈哈哈哈哈
一脸憔悴
卧槽 ，牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
还有p2？？？？？
喔吼
改论文同理
哈哈哈哈哈哈哈哈哈
战  术  内  八
哈哈哈哈哈哈哈
这个梦想有点烧钱。。
飞行家吧
朱？哈哈哈哈
不觉得装机设计+糸统可以值几w
太溜了
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈 何氏幽默
123456
来了来了
big东东的？
卧槽处理器好大，但不是28核的
头皮发麻
喜欢到一起睡觉了
6666666666666666666666
哈哈哈哈哈哈哈哈
起飞
wow
买它
wow
flypig
太猛了吧
妙啊
这难道不是康师傅
ohhhhhhhhhhhhhhh
气氛突然变的枯燥了起来
牛
有钱人，旦总吗？
听着有点疼
牛逼
前方高能？？？
起飞了
米斯达！！！
p1被删
太可爱了你
火箭发射准备
流浪地球
哈哈哈
吃鸡嘛？
正片开始
真实
牛！
牛逼牛逼
主子是椰子
同时看到的人多了好卡
牛逼
新年快了
卧槽
起飞
百 亿 个 问 题
cc字幕的重要性
内存最高可以升级到1.5TB
但我觉得也不值得溢价那么多
？？？？？？？？？？
哈哈哈哈哈
买它
卧槽
真实
哈哈哈哈哈哈
哇啊啊啊啊啊
两万多人在看？？？？
Product       of         CHINA
哈哈哈哈哈哈哈
啊你回来啦
来啦来啦
哈哈哈哈哈哈哈哈哈
厉害
6666666666
这个发型???
ohhhhhhhhh
2333333333333333333
来了
还有一个你不能接受的价格。
那你能帮帮我吗
这工业设计太强了
哈哈哈哈哈
发型？
来了
6666666
哇塞
看出来很喜欢了，一起睡
何同学剪辑的思路真的好棒
我厂已崩
套娃
该剪头了小何
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这就是你睡Mac Pro的理由？
哈哈哈哈
牛壁！！！
同款死神永生！！！
前方高能
对于部分人很鸡助
头发哈哈哈哈
你头发长了
z6流批
全体起立
哈
朱一旦？
催更
鸡皮疙瘩炸起来
可爱！！！
哥们吗？
卧槽卧槽牛逼
那你能帮帮我吗
牛逼牛逼 枯燥枯燥
前方高能预警
哈哈哈哈哈
麻烦给我拿来建模p图
三连就完了！
？？？？？？？
风扇都懒得转
暗示
托特纳姆热刺牛逼！
再来亿遍
好酷啊
nb
托特纳姆热刺牛逼！
就我觉得2004那款很好看吗qwq
233333333
好活
真的牛逼
哈哈哈哈
开氮气了
这台台式机真的很棒了
何同学热词预定:新年快了
阿森纳
233333
何同学帅的
你的头发哈哈哈哈哈救命
腊鸡 intel
6666666666666666
如果你经常熬夜，而且白天能补觉，那只能算改变了生物钟
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这是梦莲湖？
发型瞩目
欢送杠精
朱。。。。一旦？
你币没了
带着睡觉可还行
赶快抢一条弹幕
哇
换眼镜了？
瘦了啊
共 枕 眠
拉低中奖率来了
握草！！牛啊
ohhhhhhhhhhhhhhhhhh
新鲜的
这里也有饭友我是没想到的
卧槽 可以
6666
朱一旦哈哈哈哈哈非洲警告
这 就 是 你 拖 更 的 借口（理由）
视频真的高水准
害怕
哈哈哈
来了来了
哈哈哈哈哈哈
何同学好久没理发了
转场好顺
CC字幕的重要性
又是借的
别剧透
喜      欢
羡慕这几个粉丝啊
wink眨宝笑死我了
卧槽nb
热热还可以
哈哈哈哈哈哈哈哈哈哈
小椰子！！
你需要个3990x
太狠了
@易碎请轻摔
三个梦想
果然有钱
666666666
哥们
这个设计确实牛逼
nb啊
健康生活习惯通宵
厚颜无耻！！！
阿森纳哈哈哈
三体
哈哈哈哈哈啊哈哈哈哈
哈哈哈哈哈哈哈哈抱着睡觉
回形针化
？？？？？？？？？
66666666666666666
哈哈哈哈哈哈
一个梦想
漆黑之翼
同床嘿嘿嘿
厉害了
谢谢朱总
那你能帮帮我吗
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
30844人正在看 何同学你也太斯国一了吧
哈哈哈哈哈哈哈
哈哈哈哈哈
椰子！
ohhhhhhhhhhh
非洲警告
哦吼
哇⊙∀⊙！好酷
？？？
全员针化
好像没毛病
冬天，内蒙古，取暖
？？？
哈哈哈哈哈哈可可爱爱
所以装机值几万？
终于等到了，眼泪汪汪的
哈哈哈哈哈哈哈哈哈太可爱了
这个拆机的iPhone是iPhone4诶！！！
亲这边建议用B站自带字幕呢
来了
这不就是小白福音嘛
毕竟有人不差钱
强无敌
头发长长了哈
哥哥好帅
那你能帮帮我吗
哈哈哈哈哈哈哈哈
我猜Z哥
摸摸摸摸摸摸哦
ohhhhhhhhh
承包小椰子
ohhhhhhhhhhhhhhhhhhh
电视台后期会同时剪辑
由朱总友情赞助
三体
真实
何咕咕
66666666
？？？？心动
马蜂窝
模块化设计
笑死我
矢量发动机
苹果牛逼
哈哈哈
解卡
23333 笑死我了
朱一旦？
太真实了我有时候也会这样
就这？
太高级了
官方吐槽最为致命
来了来了
血滴子！！
喜欢到一起睡觉哈哈哈哈
ohhhhhhhhhhhhhh
有钱
哈哈哈哈哈哈哈哈哈哈哈哈哈
头发长了
来了来了
好厉害
朱一旦？！
哇啊啊啊啊，高能啊
哈哈哈哈哈哈哈哈nbnb
暗示送mac pro
全程看头发，哈哈
iphone组成的表？
终于来了
令人孩怕
米斯达的是魔鬼吗！！！
（哪里有老少年哪里就有我
由奢入俭难
牛逼
估计flypig
哈哈哈哈哈哈哈哈哈哈哈哈
？？？？
原来是片头
啊啊啊啊啊啊啊啊啊啊
？？
牛逼！！
我喜欢小猫咪
枯燥的机器
背后bvs海报好评
吓到我了
真实
哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
那你能帮帮我吗？
手动艾特朱总
视频简介好棒
打歌舞台混剪哈哈哈
虽然不懂，但是好厉害的亚子
拨乱反正
我现在就是八点十六
米4达
天哪
19款15寸和我一样的苦逼
？
好强啊
惨兮兮
哈哈哈哈哈哈哈哈哈哈
来了
吓死我了哈哈哈
秀啊
风扇声
朱一旦警告警告
健康的生活习惯
ohhhhhohohohohoho
发射准备
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
卧槽
头发哈哈哈哈哈哈哈哈哈
ohhhhhhhhhhhhhhh
厉害了哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
死神永生！
牛逼！！！
朱一旦？？？？
密恐福利
火箭发射
哈哈哈哈辛苦辛苦
厉害啊
高中学费也太贵了吧……
前排
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈
旦总！
Daft Pumk!!!!!
卧槽这设计我太喜欢了
密集恐惧症
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
太牛逼了
哈哈哈哈哈哈哈哈哈哈哈哈
渲染约等于导出
66666666666666666
说自己装机的很可能不是这个机器的目标群体啊，人家可能两单就赚回来了
来了来了何同学
这么贵的电脑也只能在何同学这里看看了
ohhhhhhhhhhhhhhhhhhhhh
哈哈哈哈哈哈哈承包这个呆滞
你没开锁定屏幕！！
哇
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
内八瞩目，朱总hhhhh
哈哈哈哈哈哈好真实
比黄金
66666666666
失踪人口
火箭
头发长了
哈哈哈哈
来众筹给小何买机子  ！！！
哈哈哈哈哈哈哈哈哈哈
谁被翻牌了 酸了
好看，极致的生产力工具，这个可以称作工作站了，但是这个价格也令人望而却步
厉害！！
何同学，你不就是个数码博主吗？
有牧羊少年的奇幻之旅哎！这本书我超爱
wow
真枯燥
应该不是大别，大别的更贵
先马机箱
何同学，你不就是数码博主吗？剪视频用得着这么贵的电脑吗？
加点钱买辆h2不香吗
头发
哈哈哈哈哈同学真棒
弹幕呢
哈哈哈哈哈哈哈
喜欢到一起睡觉
买一个！
牛批
钉   钉
很好奇
钞能力
牛逼
踩点好评
芜湖，起飞
很好啊！！
6666666
ang
猝不及防哈哈哈哈
哈哈哈哈哈哈哈生无可恋
弹幕肉眼可见增加
比如说23个机位拍傅慎行死亡特写（对不起串台了）
为什么不能按内容分段渲染好，在最后拼接起来
我来了来了来了来了
辛苦了
这视频，用心啊
哈哈哈哈哈哈哈哈h
工业设计巅峰
哈哈哈哈哈哈太可爱了！
电影需要
因为有美颜
火力全开
是真滴酷
起飞
不愧是你
同款机箱，黑洞！！！！
NB
来了
woc nb
前面挡字幕的认真的吗
看到了bvs！！！！！
前进四
哈哈哈哈
喷火机
哈哈哈哈哈哈哈哈
苹果给机！
枯燥预警？
哈哈哈哈哈哈哈哈哈哈哈哈
难怪你不急
太可爱了哈哈哈哈哈哈哈哈哈哈
hhhhh它要起飞了
CC字幕啊
何同学头发长长了
和同学好像瘦了
眨宝
这么少弹幕有点不习惯啊
疯狂安利daft punk的alive2007，电音史上最伟大的现场，没有之一
太强了
太酷了
起飞
变瘦了啊
哈哈哈哈哈哈哈太可爱了
单热管带来的啸叫
牛阿
一旦？？？？！
盲猜tim
米4444达
神tm小技巧
大发
ohhhhhhhhhhhhhhhhh
阿森纳
我的天
哈哈哈哈哈哈哈
有生之年
太酷了
起飞
来了！！！
何同学，你不就是个数玛博主吗
帅
？？？？？
哈哈哈
我giao
娃
牛逼
哈哈哈哈哈
猫好可爱！！
这个点太酷了
飞猪老师吗
hhhhhhhhhh
小何，你瘦了
烫手
打歌舞台真实哈哈哈哈哈
？？
何同学头发好帅！
前方可爱
等了好久
头发太长吧，哈哈哈哈
哈哈哈哈哈哈哈哈哈
有生之年
条过半警告
我是真的觉得开头好看了，真的。
拿来给我做3d渲染一定爽、
阿森纳我笑了。。。
需要古理线大法
新年快乐
来了来了
哈哈哈哈哈哈
nbnb
我知道，是flypig
刚想这这价格谁买谁zz 到这就被折服了
来了来了
终于等到你
新年快了！！
666
哈
哈哈哈哈哈哈
hhhhh竟然是朱总
？？？
ohhhhhhhhhhhhhhhhhhhhhhhhh
真实
wo
GH5？
哈哈哈哈
我透
阿森纳
人会
你有点可爱
一键换装up主哈哈哈
朱一旦hhhhhhhh
秃头
承包空屏
哈哈哈哈哈哈哈哈
你币有了
666666
来了
哈哈哈哈哈
朱总？哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
指 我 自 己
热乎乎的
ohhhhhhhhhhh
何同学也没有剪头发哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
何同学很久不剪头发了吧
我去
这不是你拖更的理由
哇
robot rock
i
我们阿森纳是不可战胜的
啊啊啊
你手短短
终于来了！
何同学没剪头发
你好可爱啊
何同学 你不就是个数码博主吗 就你剪得这些视频用得着这么贵的电脑吗
66666666666
哈哈哈痛苦
厉害
你太可爱了
取暖器
瞬间起飞
死神永生没有黑暗森林好看！！！！
哈哈哈哈哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈哈
最开始就说了是借的前面是咋看的
？？？？？？
我以为会说是因为打光嘞
哈哈哈哈哈
没人么
5 4 3 2 1发射！
太牛批了
这也太麻烦了。。
来了
弹幕呢？
hhhhhhhh
cooooool
盲猜tim
哈哈哈哈哈哈哈哈哈哈哈
我擦
前面阿森纳的加油
卧槽说好八点呢
外接amd显卡
来了来了
来了来了！！！！！
霸屏
小何头发长了
过于真实，我用外星人渲染过6个半小时
23333333333
来了来了
暂停看猫
前方内八预警
哈哈哈哈哈哈哈哈
居然是片头！
我有个认识的，他就买了，他是导演剪辑的，买的还是最高配，快40万。
你说的对哈哈哈
史诗级联动？
牛皮
BVS好评！！！
头发哈哈哈哈哈哈
我来了！！！！！！！
阅兵
标志性内八
一旦 哈哈
是你！！那个枯燥的男人！
卧槽
杠杆原理用的好溜
天哪拍摄手法好棒
生  无  可  恋
哈哈哈哈朱一旦
前排
high哈哈哈哈哈
有钱人：飞猪老师
8k或者影视飓风的？
厉害
热乎的
朱一旦
你怎么瘦了！！！！！！！！！
热乎
哈哈哈
矿里有家
承包
哈哈哈哈哈哈哈
朱一旦枯燥无味的短信
哈哈哈哈哈哈哈哈哈
好可这个表情哈哈哈哈哈哈哈哈哈哈
承包小何
要何电脑，娶媳妇
卧槽牛逼！！！
66666
朱总
woc？？？？后知后觉
暗示四世同堂
价格让人望而却步
那就不加字幕了
回形针paperclip高能
小何辛苦啦～
猝不及防
哈哈哈哈
注意片头
哇哇
哇！
起房子
哈哈哈哈
前方高能
我的妈呀
突然回形针哈哈
调皮！
内八，朱总
点火，起飞！！
来啦！
哇
前排
哈哈哈哈哈哈哈
哈哈内八
卧槽卧槽
爽……真的舒服
片头回收
哇 太好了趴
不愧是苹果
？？？？？
哇
wow
我的天啊
Mac：动都不想动
这视频好舒服！？？
哈哈哈哈哈哈哈
没人？
健康的生活习惯
内八瞩目
可以渲染片段，然后用ffmpeg拼接
？
前排热乎的
wow
大惊失色jpg.
哇哦
内八好评
阿森纳啊哈哈哈哈哈哈
黄金。。
太真实了
不懂就问 什么是渲染
哈哈哈哈哈哈哈哈
原来是枯燥的一旦
爽了
前后呼应~~~
米4444达
一旦？？？？？
来早了
何同学 你不就是个数码博主吗
自然选择！前进四！
盲猜朱一旦
牛逼
为何如此优秀！
这时好空趁此打招呼，你好何同学
瘦了瘦了真的瘦了
暗示苹果送一台
2w人
明百哈哈
每天用手机半小时，健康的生活习惯值得拥有
哈哈哈哈哈太可爱了
何同学 你不就是个数码博主吗 就你剪得这些视频用得着这么贵的电脑吗
这个声音太真实了
迫害米斯达
何同学 你不就是个数码博主吗
血亏啊，两千
火钳刘明
打歌舞台一键换装up主哈哈哈哈
迫害米4达
牛逼
为什么我能白嫖，因为我穷
火焰喷射器
Tim
何同学，你不就是数码博主吗？剪视频用得着这么贵的电脑吗
哈哈哈
我想这台白色的iphone 11promax大概就是上个动态里抽奖的那个吧……
来了
何同学 你不就是个数码博主吗 H有虎牙
牛逼
对啊
何同学 你不就是个数码博主吗 就你剪得这些视频用得着这么贵的电脑吗
朱一旦 朱一旦
三体
来了
何同学 你不就是个数码博主吗
哈哈哈哈哈
腻害了
一旦？
一回一个片头啊!
抽我吧
暂停看书名
何同学，你不就是数码博主吗？剪视频用得着这么贵的电脑吗
来了
对话枯燥了起来
我就不信我是唯一一个听不太懂还非要看的人
何同学真的很会拍视频
钱
枯       燥        察        觉
内八瞩目
哎呀
朱一旦？
fire
十个雷电三......
我木有
太酷了吧
这里咋没弹幕了，承包
承包空屏
没弹幕啦？
弹幕呢
朱总？？
热乎的
爱小何
苹果被挡了
来了
旦总？
好可爱
