我是第一个
我永远喜欢大哈鱼！嘿嘿我的大哈鱼嘿嘿
我的天
三周年快乐
赤东？？？
可爱子
明日方舟三周年快乐！
明日方舟3周年快乐
刚刚是此地之外啊
身体弱？什么怪博士手撕不了doge
coin！
记得赫拉格这个卡池时还因为舟游登销售榜第一送了十连
方舟三周年快乐
三周年快乐！
生日快乐
三周年快乐
？？？耳熟的旋律
雷蛇和芙兰卡放一块了哈哈哈
越共抬头，凋叶粽的
三周年快乐！
越共探头
三周年快乐！！！
歌蒂老婆来了——
好评如潮
强迫症震怒
一只兔子并不喜欢吃萝卜，驴子倒是挺喜欢的（doge）
好耶！！！
差评如潮
好棒！
好耶！
三周年快乐
一片勃勃生机万物竞发的景象
三周年快乐
明日方舟，生日快乐
入坑时间
好评如潮
三周年快乐！
三周年快乐
建议下个愚人节立刻实装。
？？？
注意看右边分数
三周年快乐呜呜呜
三周年快乐！
三周年快乐
草dt炮打法
三周年快乐
三周年快乐
三周年快乐
三周年快乐！！！
三周年生日快乐！
哈哈，不过如此嘛，我还没动手就结束了！（自满）
？？？
三周年快乐
三周年快乐
好评如潮
三周年生日快乐
改变时代的那个女人
这是入坑的
真就异次元穿越呗，天降彩虹
冷知识：兔子不是很爱吃萝卜，驴反而更爱吃（）
笑死，根本抽不到新干员
听见东方主旋律了
三周年快乐
三周年快乐
哈哈哈哈，直接破墙进来了
可能兔兔有升变吧
好评如潮！
三周年快乐！
1.5周年怒号光明
好耶
卡瓦
好快啊
燕子和煌大喵贴贴好耶!
好评如潮
三周年快乐！
按进池时间牌的
第一批 A4行动组 少爷 暴行 博士 阿米娅 L2&C3
暗示长草时间
三周年快乐！
前方高能！
第二批 20190501开服 翎羽 芬 kkdy 米格鲁
暂停找最爱
史都切尔 安德华德 炎熔 芙蓉
哈哈两个兔兔
好 评 如 潮
梓兰 安塞尔 卡提 玫兰莎
狮蝎 红豆 霜叶 蛇屠箱
三周年快乐！！！！！
黑钢四人组 红 清道夫 杜宾 艾丝黛尔
bgm肝疼
白的原来是暴雨 刚刚幻视成霜星（
工作量好大！！！！
开服喀兰组（无角峰）开服莱茵组（无梅尔）（让我们哀悼一秒
三周年快乐
这个思路，是高玩啊
三周年快乐！
三周年快乐
企鹅物流 白雪 阿消 暗锁 星熊
又到了干员们发情的季节了
ACE，我的超人！
不过实质上开服是0430就是了（
三周年快乐
深海色 鲨鲨 蓝毒 梅尔
因陀罗 推王 小羊 安杰
生日快乐
使徒组 角峰 开服熊团 慕斯
天火 夜烟 远山 嘉维尔
好评如潮
不得不说，能用这么小的像素画面表现每个角色的特点，很厉害！
砾 白金 守林人 流星
三周年快乐
三周年快乐！！！
火神 华法林 末药 调香师
陨星 拉普兰德？ 普罗旺斯 地灵
三周年快乐
食铁兽 缠丸 空爆 月见夜
第三批 0515 骑兵与猎人 蒂蒂 格拉尼 夜魔 猎蜂
0530 第五章 格雷伊 陈 诗怀雅 斑点
火蓝之心 锡兰 黑 苏苏洛 格劳克斯
夕:?
坚雷 赫拉格 星极 桃金娘
分数是开服时间吧
战地秘闻 送葬人 麦哲伦 炎客 红云
是艾莉亚小姐！哈哈哈哈哈好可爱啊
红票更新  微风 伊桑 喧闹法则 梅 拜松
三周年快乐
明日方舟三周年生日快乐！
槐虎 莫斯提马 凝电之钻 布洛卡 苇草
三周年快乐
方舟要装不下了
孑！！没有你我怎么活啊！！！！
分数是时间，对应着出现的干员
第六章 灰喉 煌 安比尔 雪雉
暮落好耶
谢谢你，可露希尔
强迫症倍感舒适
开挂！！
明日方舟生日快乐呀！
架炮啊为什么消除啊
三周年快乐
我想重新认识一个小姐姐 没有感情经历的
DAJIAHAOA
差点以为他要t旋
手撕整合部队 已经很强了
霜星
z旋！
创意好棒
血压升高
粉毛！
哇塞都是按时间顺序的欸
三周年快乐！
明日方块
夕宝哈哈哈哈
三周年快乐
太用心了这个
艾丝黛尔！！！！
好耶，入坑啦
三周年快乐
生日快乐！
霜星欸
好可爱小孔雀好可爱好可爱好可爱（错乱）
三周年快乐！！！！
宇航员落地
12F 暴行 博士 阿米娅
3周年快乐！
走位！
啊这个空我心肺骤停
？还能这样的
三周年快乐！！！
三周年快乐
三周年快乐
下次希望奸商也能进去
贪！
！这些脑袋可不可以出周边！！！
《罗德岛方块》
阴云火花
画中人好耶
THRM-EX，巫恋，傀影，铸铁
二周年好耶
灯火序曲
假日威龙陈
？？？？？
风雪过境灵知被暴打系列
我要这个
过年辣！
粉毛噢耶
三周年快乐
三周年快乐！！！！！
好评如潮
罗德岛三周年快乐
三周年快乐！
三周年快乐
越共探头
差评率88%
莫斯提马呜呜呜，我的小莫
分数是时间吧
可露希尔你总算干了件人事！
越共探头
感觉下次愚人节出这个就有意思了
彩虹小队！！！
三周年快乐! ! !
三周年快乐
榜一大哥我要玩这个！
这设计太牛了
莱茵生命的三个人都围着小火龙转！
我超，挂
xdm有挂
泪目
好评如潮
喧闹法则
三周年快乐
在？为什么不搭C4W？
午间逸话？
太强了
多索雷斯假日
世界名画组贴贴好耶！
三周年快乐
三周年快乐！
三周年快乐！！
三周年快乐！
贴贴
对不起！等我手机内存够了一定下回来
好评如潮
好可爱
好想堆满它
3周年快乐
三周年快乐
好啊
.
贪是吧
三周年快乐！
骑兵与猎人
神中神
靶向药物
↓肯定是（来自一梅尔厨）
好评如潮！
火蓝之心
战地秘闻
喧闹法则
宴宝好可爱！！！！！！！！！
急性衰竭
洪炉示岁
xire
午间逸话
蟹活动
里面有白兔兔和ace大哥
三周年快乐
生于黑夜
苦难摇篮
呜哇，弹幕好少www
画师累死了…
三周年快乐！
乌萨斯的孩子们
沃伦姆德的薄暮
好多低星干员！！！！！！有心了！！！
火蓝之心复刻
三周年快乐！
三周年快乐
密林悍将归来
破门hhhhh
踏寻往昔之风
右下角的是谁？鹰小姐还是拉狗？
玛丽亚•临光
怒号光明
好评如潮
孤岛风云
此地之外
画中人
啊啊哈哈哈哈哈三周年来咯
源石尘行动
遗尘漫步
三周年快乐！
梅尔：你猜我在哪？
三周年快乐！
三周年快乐！
这就是伊比利亚的至高之术
明日方舟三周年快乐
覆潮之下
老爷子！！
灯火序曲
伊桑！！
多索雷斯假日
联锁竞赛
风暴瞭望
红松林
长夜临光
风雪过境
傀影与猩红孤钻
将进酒
阴云火花
吾蹈先路
麻了
破碎日冕
草
？？？
明日方舟三周年快乐
三周年快乐
呜呜
三周年快乐！
谢谢你 奸商
探头！
《莫斯提马在出差》
三周年快乐
三周年快乐！
好耶
明日方舟三周年快乐！！
为什么不往右边放(半恼
牛牛！我的帕拉斯老婆什么时候来我岛
呜呜技术力太高了！！方块干员suki！！！！！
龙舌兰！！
还有这种操作？
来力！！！！
好有细节，把小队的成员放在一起了
企鹅物流
z旋我经常用
弦宝!
右边是开服时间吗？
我想玩！
马骑马
三周年快乐！！！
哈哈哈哈，谢谢你们
cece！好快的cece！！
离谱
耀骑士！
红松骑士团！
各位刀客塔三周年快乐
好耶！
孑为什么喧闹法则的时候不实装啊，有人能回答我吗
第16行第七个是煌对吧
三周年快乐！！！
DLC干员补充包另外收费
太棒了
好评100%
三周年快乐
老婆
龙舌兰，老婆！
阿米娅不是和彩虹小队一起我不是很认可doge
?
铃兰我们的光！！
好评如潮
干员实装顺序
三周年快乐！
三周年快乐！！！！！
三周年快乐！
合影yee~
红烧铃兰尾
42奶奶
三周年快乐！
三周年快乐
这个形式真的好棒
三周年快乐
灵芝又在挨打
工作量爆炸
霜星宝贝！！！！
玩得好就是挂？（）
好评如潮
好评如潮
三周年快乐！！
好耶！
斑点的眼神还是那么屑
奇怪的游戏诞生了
共233位干员
探头
好耶!!!!!!!!!!!
突然发现没有重复的干员！！！
三周年快乐！！！
太可爱了呜呜呜呜
基石组（
三周年快乐！！！
虽然晚了但，三周年快乐！！
小狮子！
三周年快乐！
太简单了太简单了难度加大些
先让你们看看出场的顺序然后再统一全部消除
其实这里的话是以分数来代表了时间，观察一下他们入场时间
三周年快乐！
三周年快乐！！
丝滑的卡进去了，好像我一般玩的时候做不到或者说根本搞不了
生日快乐
三周年快乐！！！
能够把所有这些干员全部这样细节的刻画一下已经很费工夫了
哈哈哈
三周年快乐！
左上那个在流口水的是谁啊（
嘤嘤嘤
呜呜呜
好想玩
可爱
三周年快乐！
？？？
这一股喜羊羊的画风是怎么回事
三周年生日快乐！！！！
龙与地下城
明日方舟三周年生日快乐！
下面有请龙门魏DJ跟我们来一首【龙门交谈】
三周年快乐
霜星……！！！
往昔之风
下面有请龙门DJ魏彦吴给我们来一首【龙门式交谈】
?
三周年快乐！太太们辛苦啦！
生日快乐
三周年快乐-
这里开始玩的
草
有人作弊哇！！
？
流口水那个小心灰猴打你（
这个卡轴放干员太极限了，不愧是巅峰（）
血压拉满23333
下面有请龙门DJ魏彦吴给我们来一首【龙门式交谈】
下面有请龙门DJ魏彦吴给我们来一首【龙门式交谈】
太可爱啦！
截屏干嘛，愣着啊！
寒芒克洛丝！！！！
出啊！tnnd!为什么不出！
三周年快乐！
阿葬！
快出 我要玩QAQ
三周年快乐！
md你刀我
我想要这张图呜呜呜呜呜
？
这不吊打那什么破狂弹要塞（
好评如潮
来个T旋啊
这是实装顺序啊哈哈
100％好评！！！！
三周年快乐
好棒！
这天我生日ei
流眼泪了，做得太棒了
三周年快乐。
明日方舟三周年快乐
一共233位干员，让我们同庆三周年！！！（不排除重复的
三周年快乐，我已收到2700合成玉，另外附加30原石
三周年快乐！
三周年生日快乐
血压！！！
好评如潮
好评如潮！！！
莫名魔性
三周年快乐
差评如潮！！
老玩家表示舒适
明日方舟三周年快乐！！！
三周年快乐！！！！
愣着干嘛截图啊
强力推荐！！！’
又到了……
漂亮的z旋
三周年快乐
三周年快乐！！！！
ACE和霜星！
不好玩
这是幸福一家人吗 
我家孩子玩了拉肚子，不好玩
好评如潮！！
重铸未来，方舟启航
三周年快乐！！！
三周年快乐
粉毛
三周年快乐
对口相声
暗示上天堂
视频一开始左下角小字
？
你最好出
好评如潮
好评如潮
好评如潮
啊啊啊啊好可爱
夏活hhh树叶狂喜
刀我是吧
好有创意
落下的是同一批实装的干员 分数是实装时间
好评如潮‘
剑兔和法兔算不算重复的)
原来还能这样插缝？
东方！双厨狂喜！
三周年快乐！
好评如潮！！
羽毛笔好耶！！！！！
好像做成壁纸呀
好评如潮100%好评率
呜呜
三周年快乐！
三周年快乐
都是一个个卡池的故事啊
车车人探头
三周年快乐
三周年快乐
三周年快乐
泪目
好评如潮
tnnd为啥不出
三周年快乐
莱茵生命3个都围着小火龙给我整泪目了哈哈哈
三周年快乐
温蒂温蒂温蒂！呜呜呜
哈哈哈哈
哈哈哈哈
？？？？？
大哥
基本按照干员实装顺序往下掉的
好评如潮
看右侧时间这些都是开服干员
东方的bgm
好评如潮（）
蒂蒂+小马哥落地——骑兵猎人活动
锡兰+黑——第一年夏活
生日快乐！
阅兵！好耶！！！
骑兵与猎人
靶向药物
火蓝之心
战地秘闻
喧闹法则和局部坏死
哈哈哈哈哈哈哈
烘炉示岁
午间逸话
ash姐把墙拆了，233
好棒！！！！！！！
三周年快乐！
明日方舟三岁啦(≧∇≦)/
三周年快乐！
三周年快乐
生于黑夜
苦难要脸
苦难摇篮，一周年
乌萨斯的孩子们、沃伦姆德
火蓝之心复刻、密林悍将归来
踏寻 往昔之风
玛丽亚·凝胶
怒号光明
此地之外、画中人
遗尘漫步、覆潮之下
灯火序曲
多索雷斯假日
草，有刀啊
风暴瞭望
红票商店追加、红松林、长夜临光
风雪过境、猩红孤钻
将进酒
将进酒、阴云火花
三周年快乐
血压up
好评如潮
三周年快乐
史尔特尔
暴行小姐姐
好评如潮
三周年快乐
三周年快乐
太感慨了。。。
三周年快乐
三周年快乐
三周年快乐！！
进度条不对劲
三周年快乐！！！
霜星QwQ呜呜呜呜
草东方的曲子
越共探头
差评如潮
生日快乐
三周年快乐
阿宝，我的阿宝QVQ
三周年快乐
三周年快乐
三周年快乐！！！
好耶！
T旋？
三周年快乐
罗德岛人口普查
杜林 巡林者 黑角 夜刀
小车x2
太牛了
三周年快乐
三周年快乐！！！
彩六小队把墙拆了
少了夜刀！
哈哈哈我想玩
BGM泪目了
安赛尔惨遭预备组抛弃
古米 凛冬 真理 慕斯
5.15第一次活动 骑兵与猎人
等长条
预备组a4
三周年快乐，明日方舟
等我五一放假，防沉迷的痛
呜呜！棘刺！
里面有白兔兔和大哥
明日方舟三周年快乐！！
这创意太太牛了！
好棒
正常操作，最多一次消四排，得16分
好评如潮
三周年快乐
三周年快乐！！！
霜星
明日方舟三周年快乐！！
三周年快乐！
你放P！！我家小兔子从不穿衣服！？
三周年快乐
霜星！！
三周年快乐
地生五吽
耀光好耶！
孤岛风云
在学校给方舟庆生。（）
洪炉示岁
一周年！！！
乌萨斯的孩子们
火蓝之心复刻
密林悍将
1.5感恩庆典
监狱风云
踏寻往昔之风
画中人
玛丽亚临光
二周年好耶
周年庆典
灯火序曲
多索雷斯的假日
三周年快乐！我永远喜欢明日方舟
画中人（嵯峨，夕，乌有，炎狱炎蓉）
2.5感恩庆典 长夜临光
风雪过境
将进酒
三周年快乐!
又到了动物们发qing的时候(
生日快乐!(^O^)y
三周年快乐！
按时间顺序来的用心了
三周年快乐
三周年快乐
太棒了
回坑！
我的42老婆⊙▽⊙
舒服
三周年快乐！
蒂蒂，我的蒂蒂！
三周年快乐~！
三周年快乐！
三周年快乐
三周年快乐！
三周年快乐
nbnb
大家一定三连
都是回忆啊
是霜星和ace大哥!
二周年
kksk
三周年快乐
Z-spin!
三周年快乐！
哈哈哈哈哈卡瓦捏
？？？？？？？
末药宝宝！
三周年快乐！！！
明日方舟三周年快乐！！！！！
越共探头
三周年快乐
三周年快乐
明方三周年快乐！！
三周年生日快乐!!!
三周年快乐！！！！！
三周年快乐！
这都能刀啊，呜呜呜
你一定要快乐呀!（doge）
生日快乐！
留一排，俄罗斯方块传统技巧
明日方舟三周年快乐！
三周年快乐！！！
记住了，这里要转一下卡轴
三周年快乐！
好评如潮
666
这也要T旋吗
凋叶棕!!!
东方主旋律太明显了
哦哦哦星熊暗索白雪和阿消
这个BGM，是东方的player's score!!
战地秘闻
三周年快乐
众所周知 兔子其实并不喜欢吃萝卜 驴才喜欢 所以阿米娅是驴（确信）
明日方舟三周年快乐
三周年快乐！
出现了地生五吽
42姐
42姐！
东方！！！
白金老婆！
我忘了双芯。
三周年快乐宝宝
霜星！！
快乐！
奸商，DLC多少石头？
三周年快乐
洪 炉 示 岁
陈sir和诗怀雅放在一起，不会打架吗（doge
拉狗子！
一周年
泥岩：没脸见人（不是
三周年快乐
好可爱！！
三周年快乐！
三周年快乐！
明日方舟三周年生日快乐
三周年快乐
三周年快乐！！！！
三周年快乐！！
爽啊
我只想知道可以做到不重样吗
三周年快乐！
莱兔兔！！！！！
这张图有没有高清壁纸啊？想要！！！
强迫症瞬间舒服了，谢谢你ash
祝各位三周年快乐！！一发出限定保底终不歪！！
分数是年月日对照
澄闪好耶！
好长的前摇
我永远喜欢森蚺！
老女人！！
好位置
出游戏吧!我要玩!!
这次我给好评！
三周年快乐！
老鲤！
三周年快乐
我玩着方舟看着这个视频
等等 這也行!?
羽毛笔！！我的羽毛笔！！！
三周年快乐
好评如潮
音乐很棒
罗德岛基石组
三周年快乐！！！！
三周年快乐！
真的哭了，好用心
三周年快乐！
太有创意了
有一说一，比上一个游戏好玩
好评如潮
三周年快乐
记住左边那串数字！那是角色登场时间！
从右数第八例倒数第一是幽灵鲨！
三周年快乐!
从右数第八例倒数第一是幽灵鲨！
三周年生日快乐
三周年快乐
罗比菈塔！
一共233个！
好
法 老 降 临
三周年快乐
三周年纪念快乐
右侧分数：20190501，明日方舟公测日期
话说有人注意到右侧分数吗？那是日期
三周年快乐！
生日快乐！生日快乐！
三周年快乐
三周年快乐！
有的人还没出现，有的人已经出现两次了
Ko～Ko～Da～Yo～
三周年快乐
三周年快乐
fcm强化
明日方舟三周年快乐！！！
"就差ACE大哥和霜星了,,,"
三周年快乐！
三周年快乐！！！
三周年快乐！
三周年快乐！！！！！！
傀影与猩红孤钻
三周年快乐！！！
？开了（
东舟共荣了属于是
三周年快乐吖！方舟！
霜星！！！
好高级
三周年快乐
哦！三周年快乐！
冷知识，明日方舟是2019年4月30日开服的
明日方舟三周年快乐！！！
真神降临
三周年快乐
三周年快乐！
有操作的呀这个人
不推荐jpg
水月宝贝！
有操作啊
战地秘闻
第一次双五星卡池
地生五金
三周年快乐
好厉害的设计
越共探头
三周年快乐
快乐
三周年快乐！
三周年快乐～
三周年快乐
三周年快乐！
红松骑士抱个团
三周年快乐！
三周年快乐
三周年快乐！！！
三周年快乐
三周年快乐！！！
瓜！是瓜！
三周年快乐
三周年快乐！！！！！！
三周年快乐
好评如潮
这里掉的好像都是当期干员，每消除一次时间快进一点（不过干员人数够吗？）
！原来一次跳一年的吗！
三周年生日快乐
三周年快乐！！！
 开服
三周年快乐
原来已经有这么多干员了
每个都认识hhh
？？？
这个节目从设计到呈现都好强
？？？！
三周年快乐！
罗德岛三周年快乐
三周年快乐
明日方舟三周年快乐！！！！
傀猫猫！！！
帕拉斯！！！我的超人！！！
暮落！！！没了你我怎么活啊！！！！
哇哇
三周年快乐！！！
老婆好可爱好可爱好可爱好可爱好可爱好可爱——
明日方舟三周年快乐！
三周年快乐
三周年快乐
三周年快乐 
哈哈哈哈哈彩虹小队好可爱
三周年快乐
三周年快乐
哈哈哈哈太细节了30%60%
都是新干员
经典卡60%
三周年快乐
