哪吒的配音真的太棒了！
啊啊啊啊啊啊啊啊好厉害
太可爱了吧
吒哥吒哥！
哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈
我的为啥没声音
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
这个曝炸了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
二刷了饼饼55555
夫人！！
花满楼也是这位吧
好厉害！
好啊
哦好爱豹豹这个配音
哈哈哈哈哈哈哈哈哈哈哈哈哈哈可爱！
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊官方你好坏
哈哈哈哈哈哈哈
声鱼片？？
我们一起去抓水母吧！
啊啊啊啊啊啊敖饼饼
啊啊啊啊啊啊
我们是朋友
!!!
哈哈
卧槽
我要去二刷别拦我！
绿老师！！！
我们已经是朋友了
啊啊啊啊啊
杨卫老师好棒!
下次你点个头就行了
啊啊啊啊啊啊
爱了
已经四张电影票啦！！
你妹！
那我是敖丙的女朋友啊啊啊啊啊哈哈哈哈
hhhhhhhh
申公公！！！
我看了两遍，可以做女朋友吗
喜欢
？？？
老师点个头就行了
啊啊啊
啊啊啊啊啊啊
下次你点个头就行了
申公公哈哈哈哈哈哈
哈哈哈哈哈哈
啊啊啊啊啊啊
啊啊啊啊啊啊啊
绿阿姨数钱吗
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊就会啊啊啊啊啊啊啊啊啊啊了
不傻，谁和你做，朋友（我只是断了个句）
我去了啊啊啊啊啊啊啊啊啊啊
大大给跪
申公豹哈哈哈哈哈哈哈哈哈哈哈哈
哈哈，绿老师 为绿老师打call
四川憨批那个哈哈哈哈哈哈哈哈
朋友们 我们开头见
哇哦
我是我是我是我是
绿老师！！！
给绿老师打call
申公公！
我靠我心心念念少年哪吒声音很久了
哈哈哈哈哈哈
啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊好
你好，我是你夫人
我爱申公公
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈
怎么感觉声优cp也能磕……
好的魔仙
啊啊啊啊啊啊啊啊啊啊啊啊啊啊敖丙
啊啊啊
下次点个头就行
hhhh
哈哈哈
哈哈哈哈哈
好厉害
哈哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊
福利
啊啊啊啊超喜欢娘的配音！
我已经是你的朋友了(๑°3°๑)
啊啊啊
哈哈哈哈哈哈
h哈哈哈哈
绿老师！
殷夫人
啊啊啊啊啊啊
啊啊啊啊啊啊啊啊
啊啊啊啊啊
我是我是我是，我还看了两遍了
哇
啊啊啊啊啊啊啊啊敖丙大美人！
我三刷了啊啊啊啊啊啊！！！
喂 我是你老婆
卧槽！！！
哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
high哈哈哈哈high
喂 我是你老婆
官方你好狠
申公公！
我们是好朋友了！！！
可爱啊哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊
嗷嗷嗷嗷嗷嗷嗷嗷嗷啊啊
啊啊啊啊 敖丙啊
爹爹的声音好好听啊啊啊啊啊啊啊啊
就你戏多哈哈哈哈
陈浩大大！！！
看了看了！
红红火火恍恍惚惚
啊啊啊
我已经是你的朋友了！
啊啊啊啊啊啊啊啊，我是我是！
敖丙突然温柔
你妹
敖丙大美人
好，我们是朋友了
啊啊啊啊
哈哈哈哈哈哈哈哈哈哈
太可爱了
我是你夫人
哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈
好优秀的配音啊
哈哈哈哈哈哈哈哈哈哈
哇哇哇，竟然是个小姐姐配的音。我好喜欢这个音色
woc哈哈哈哈哈哈哈哈哈哈哈哈
我的妈
我们是朋友！！！
啊啊啊啊啊啊啊啊饼饼！！
承包绿老师！！
啊啊啊啊啊啊啊啊啊啊
你点个头就可以了
我可以！啊啊啊啊啊啊啊啊
awsl
好的，老公
好可爱啊
啊啊啊啊啊我可以！
混入了海绵宝宝？
囧老师啊啊啊啊啊啊啊啊！！！
哈哈哈哈哈爱了
殷夫人啊啊啊啊啊awsl
好的男朋友
表白全员
woc牛逼
好好好好好好好好我去三刷
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊饼饼！
哈哈哈哈哈哈哈哈
哈哈哈哈哈
卡在了奇怪的地方
我就知道配哪吒的绝对是个小姐姐！表白！
和哈哈哈哈哈哈和
我是敖丙朋友了
配音小哥和敖丙长得好像啊
啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊我们是朋友啊啊啊啊啊啊
哈哈哈哈哈哈哈
哪咤！
哈哈哈电影院听出来陈浩老师了
四海之内皆兄弟
敖丙劳资爱你！！！
啊啊啊啊啊啊啊
饼饼啊啊啊啊啊啊啊
啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哇哇哇哇！！
叶问
夫人nb
哈哈哈哈哈哈哈
李靖的配音是不是还配过叶问啊
啊啊啊猜对了真的是小姐姐！
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈笑死我了
omg
woc
好好好好好！！！
啊啊啊啊啊
啊啊啊啊啊啊啊这个声音我死了
喂，敖丙
哈哈哈哈哈哈
好有爆发力
我可以
好好好好好
哇~~~
强！
申公公
好看好看~~~
啊啊啊啊啊啊啊啊！！！！我要做你女朋友！！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我去
啊啊啊啊啊啊
6666666
好的小魔仙
啊啊啊啊啊啊啊啊
妈呀敖丙
哈哈哈哈哈哈
绿老师hhhhh【颜表立】
哈哈哈哈
哈哈哈哈哈哈哈哈哈真人可爱
好可爱！！
声音好稣
第四遍 我停不下来了
哈哈哈哈哈
吓我一跳
啊啊啊啊啊啊
姐姐你声音好酷啊
太可爱了吧
我来了我也是个要做朋友的小傻瓜
生鱼片是个大作坊！
小姐姐！！！！
好的男朋友，我已经看完了男朋友
一人血书求小鬼
哈哈哈哈哈哈哈
他们怎么长得这么像
最喜欢太乙真人
朋友！！！
啊？申公公的CV我还以为是个年轻人
啊啊啊啊啊啊啊啊啊啊我的妈啊
卧槽
表白全员！
好帅好帅好帅好帅好帅
哈哈哈哈哈哈老师好好玩
卧槽
啊啊啊啊啊啊我的敖丙哥哥
都好可爱啊啊表白
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
土拨鼠尖叫！
哈哈哈哈哈哈哈好
申公公！
哈哈哈哈哈
的四川憨批
高能了！！！
绿老师！！！
啊啊啊啊啊啊啊啊！我是！！！
绿老师!
好!咱俩是朋友了
优秀！
哈哈哈哈哈哈哈哈哈哈哈
好可爱啊
好可爱
我去了我去了！
数钱绿老师
太二真人！！
妈妈！
好
绿老师！
小姐姐配的都比翰墨攻hhhh
全员敖丙最受hhhhh
都
居然是女孩子！！
好可爱啊！！！
哈哈哈哈哈哈太可爱了！
哇哇哇
抱走绿老师
hhhhh数钱绿老师
是谁住在陈塘关的大菠萝里？总兵李靖！
爱了爱了爱了爱了陈浩老师
啊啊啊啊啊我是你的朋友
绿老师！！！
可是我们受不了了（鼻青脸肿
好的男朋友
申公豹笑死我
？？？？
好的男朋友！！！！
饼饼冲鸭
哈哈哈
哈哈哈好可爱
啊啊啊啊啊啊啊
哈哈哈很标准的川普
哈哈哈哈哈哈哈哈哈哈哈哈哈
好的五刷安排上
这声音一听就很二次元，太好听了吧
哈哈哈哈哈哈
果然是女的
二刷，我也是朋友
敖丙小可爱我可以！
哈哈哈哈哈哈哈
狮虎真的太阔爱了
啊啊啊啊啊我是我是
好的男朋友
哈哈哈哈哈哈哈哈哈哈哈
下次点头就可以了hhhhhhhh
哈哈哈哈哈太可爱了
好的男朋友！！！
❤️
我的天呐哈哈哈哈哈
灵魂啊哈哈哈哈哈哈
好的，我已经去了
哈哈哈哈哈哈哈哈哈哈男盆友
哈哈哈哈回家
少年哪吒
哪吒！
回刷
哈哈哈哈哈哈
爱死这个声音了！！！
好可爱呀
下次你点个头就行
生鱼片是什么？
啊啊啊啊啊我看了！
哈哈哈哈哈哈
真的很早就喜欢陈浩了魔翳啊啊啊啊
awsl
啊啊啊啊啊好棒
哈哈哈哈哈哈哈哈哈哈哈
好的好的
男朋友吗！
好酷！
哈哈哈
哈哈哈，太乙太可爱了！
啊啊啊啊啊啊啊啊啊啊啊
绿老师！！！
嗯嗯嗯？
哈哈哈哈哈哈
我超喜欢这个声线！！！
敖丙丙！
啊啊啊啊啊啊啊
神印好听
啊啊啊啊啊啊小丙
好的男朋友
我擦！？
哈哈哈哈哈哈海绵宝宝!
绿老师，来，数个钱儿～
哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈
是谁住在深海的大菠萝里
申公公你好
好的魔仙！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
?!
哈哈哈哈哈哈好可爱
墨墨啊啊啊啊
墨墨啊啊啊啊啊啊我死了
申公公
太2真人
我喜欢这个叔
哟
啊啊啊啊啊啊哪吒
不要！我要做你女朋友！[醒醒]
妈呀
哪吒配的太好了！
啊啊啊啊啊啊啊啊丙丙的声音，爱了爱了
好好好，我是你朋友
哈哈哈哈哈哈哈哈哈
哈哈哈哈啊哈哈哈啊啊啊啊哈哈哈哈哈哈哈哈哈哈哈
丙丙啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊
好的，我是你女朋友
好滴，敖敖
啊啊啊啊啊啊太犯规了
叶师傅
你下次点个头就好啦
吒儿！！
太乙真人我可以
敖丙这位配音演员很可爱啊
啊啊啊啊啊小姐姐好厉害!
绿姐姐 我爱你啊啊啊啊啊
来来来
哈哈哈哈哈哈哈哈哈哈
豹豹太可爱了哈哈哈哈
太可爱了！！！！
川普哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊！
啊啊啊啊啊啊啊
果然是小姐姐鸭
啊啊啊啊好哒男朋友
啊啊啊啊受不了，我太爱这个声音了
啊啊啊啊啊
棍棍棍棍
那就叫你小魔仙好了（被打
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
哈啊哈哈唉
哦买嘎
官方太优秀了
爱死小哪吒了
好好好好男朋友！！！！
申公公！！！！
哈哈哈哈哈哈哈哈哈哈
申公公
吒儿！！！
哈哈哈哈哈哈哈哈哈
申公公
吒儿！！！
吒儿～～～～
哈哈哈哈哈哈哈哈哈哈哈哈
晓星尘道长
啊啊啊啊啊啊啊啊啊啊啊
申公公
哈哈哈哈哈哈
连成串儿了啊啊啊啊啊
再来亿遍
好的巴拉拉小魔仙
好呀，我们是朋友了。
啊啊啊啊啊啊啊
好可爱
哈哈哈哈哈翰墨！！
救你妹啊。。
啊
啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊
好的！！啊啊啊啊啊啊
！！！吒儿！
哪吒，哪吒
声优都是怪物
你是我老公！！！！
啊啊啊啊，哪吒
请收下我的膝盖
哇这个声音和他本人长相符合诶
笑死我了
哈哈哈，川普笑死我
哈哈哈哈哈
刚看完
好的 男朋友
啊啊啊啊啊啊我喜欢这个姐姐
哈哈哈哈哈哈哈哈哈哈哈哈
陈浩大大！！
翰墨一股清流
下次你摇头就好了
啊啊啊啊啊啊啊啊啊啊敖丙啊啊啊啊啊啊啊啊啊啊
居然是小姐姐！！
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈陈浩老师你冷静
哈哈哈哈
好的小魔仙
感觉有点不像啊，可能是哪吒的声音后期还处理了下吧
哪吒小天使啊啊！
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
太厉害了我天
哈哈哈哈哈哈哈哈哈真的吗哈哈哈哈
吒儿～～～
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
嗷嗷嗷嗷嗷嗷海绵宝宝
好哒好哒好哒
嗷嗷哦嗷嗷嗷
酷
小哪吒超帅
啊啊啊啊啊啊啊
好好好啊好好去看去看
哈哈哈  申公公又结巴了
哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈
去去去 男朋友
敖丙太受了哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊
吒吒小宝贝妈妈来了！
啊啊!
啊啊啊啊啊啊啊啊
申公公哈哈哈
蛤蛤蛤蛤蛤蛤蛤蛤蛤居然这么可爱!!!
啊啊啊啊啊啊
啊啊啊啊啊啊!
好啊!!
殷夫人啊啊啊
好的男朋友
啊啊啊啊啊啊啊啊啊敖丙!!!
绿老师，我要数钱
哈哈哈哈哈哈哈哈好哈哈
哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊
朋友泥嚎！！！
哈哈哈哈哈哈哈哈
吒星魔仙
好好好好妈妈这就去看！！
你下次点个头就行了
哈哈哈哈哈哈
饼饼数数你有几亿朋友了（狗头）
aaaaaaaaa
给杨老师点赞哈哈
我正准备倒回去再听一遍三太子的片段，结果就来了敖丙一通电话～
好的男朋友
啊啊啊啊啊啊啊啊我要和你当朋友
妈呀太好听了
太可爱了哈哈哈
2333
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我喜欢这个超燃!!
好的男朋友
啊啊啊啊啊啊啊啊！牛壁
吒儿！
啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈
好的啊啊老公！
啊啊啊啊啊敖丙啊啊啊啊
你下次点个头就行了
申公公～
叶问
哈哈哈哈哈哈哈
好可爱
哈哈哈哈哈哈哈
啊啊啊啊啊我看了，男朋友
下次你点个头就行
我一听就知道是叶问的配音陈浩大大
好的朋友
啊啊啊啊啊啊啊好的老公！
哈哈哈哈
表白全员!!!
好的我去!
爱了
官方真的太会玩了哈哈哈
啊啊啊啊啊
啊啊啊啊
红红火火恍恍惚惚
啊啊啊啊啊啊啊啊是小姐姐
哈哈
说好唯一的朋友呢？
那就当你小魔仙好了
啊啊啊啊啊
哪吒！！
哈哈哈哈哈哈哈
啊啊啊啊我去了我看了！！！
自动变黄
啊啊啊啊啊敖丙！！
是谁住在陈塘关的大菠萝里?!
小魔仙
娘！！！！
申公公！！！！
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
哪吒：你不是说我才是你唯一的朋友吗
啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈好可爱
哇哇哇哇哇
卧槽？？？
笑死我哈哈哈哈哈哈哈
哇啊啊
哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊
哈哈哈哈哈哈哈
我靠我靠啊啊啊啊啊啊啊啊啊啊
好的，男朋友
总兵大人啊啊啊啊啊啊啊
！
优秀
哈哈哈哈哈好可爱呀
好的，朋友
哈哈哈哈哈哈
哈哈哈哈哈
有点像廖嘉琳诶
陈老师的脸瞬间哈哈哈哈哈哈哈哈哈哈哈哈塌了下来哈哈哈
我听成了：喂，我是阿炳
啊啊啊啊啊啊啊啊
卧槽
绿老师哈哈哈哈哈哈
好的男朋友
申公公
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
敖丙啊啊啊
我的天，竟然是个小姐姐配的音
去去去我去啊啊啊啊啊丙丙看看我！！
我已经看完了，那么我们就是朋友了
啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊
好的，男朋友
好可爱哈哈哈哈哈哈哈哈哈哈哈
表白全员！！！！
？？？
好的魔仙哪吒
我看了！快来找我！
好的男朋友
看了还二刷了所以朋友是不是该升华了一下【滑稽】
去去去去去！走走走走！
好的男朋友！！！
敖丙，我宣你啊！
卧槽
啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈
好的老公啊啊啊啊啊啊
啊啊啊啊啊啊我吹爆
大佬！
那声撕裂的吒儿
豹豹啊啊啊！
我又来了
哪吒
啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊我死了
啊啊啊啊啊啊啊啊我爱你！！！
哈哈哈哈哈哈
啊啊啊啊啊啊我爱敖丙
哇哇哇哇哇哇哇⊙∀⊙！
我的天啊啊啊啊啊啊啊啊啊啊啊啊啊啊
撕糊
好的老公
四川憨批哈哈哈哈哈哈
小姐姐都比敖丙攻哈哈哈哈
表白
哈哈哈哈哈哈好的
啊啊啊啊啊啊好的好的好的
好可爱
陈浩老师！
啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈
woc
啊啊啊啊啊
好好好好我是你女朋友
去去去去
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哪吒！
是的是的'！！！
好的男朋友
哈哈哈哈哈哈哈
啊啊啊啊啊啊啊敖丙
好的男朋友
哈哈哈哈哈哈哈
不是兄弟你有点像文章啊
这个声音真的好好听
啊啊啊啊啊竟然是小姐姐
天哪好棒啊
豹豹
是不是给四阿哥配过！！！
长得好像我们物理老师啊……
申公豹
妈耶，酥了
拿抓！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊太好听了饼饼
好的好的好的！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好的男朋友
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
所以那个彩蛋说哪吒是妹子！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我好喜欢啊
hhhhhhhhhh
好的啊啊啊啊啊啊啊啊啊
土拨鼠尖叫
好好好
啊啊啊啊啊啊啊啊啊
哈哈哈哈哈哈哈？！？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈申公公
我的妈呀
红红火火恍恍惚惚
太乙和申公公
哇塞
好的好的男朋友
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
他每次都这句。哈哈哈哈哈哈哈
好的，男朋友！
我的饼饼给我打电话了
哈哈哈哈哈
好的我明白了啊啊啊
好的男朋友
啊啊啊啊啊啊啊啊啊啊啊啊啊
好可爱
哈哈哈哈哈哈哈哈哈哈
绿老师牛逼！
混入了什么奇怪的东西，哈哈
好
申公公
你妹
吒吒我爱你！！！
好的我马上去二刷
哪吒是小仙女呀
全剧最喜欢的就是娘的配音啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈
卧槽竟然是小姐姐
厉害
哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
哈哈哈
帅啊夫人
好的男朋友
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我这就去！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈憨批你来啦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊啊啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
怎么正在热映里面混入了一个奇怪的东西
啊啊啊啊啊啊啊啊啊wsl
敖丙给你们哪吒我抱走了哈
啊啊啊啊啊啊啊
姐姐棒棒棒
居然是女孩子!好帅!
哈哈哈哈哈哈
我要这硬币有何用！
好的，男朋友
好的
敖丙啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊啊啊啊声优都是怪物系列
我爱这声音啊啊啊啊
哈哈，萌
吒儿！
hhhh太乙！
申公豹！！！！
看了看了是朋友
居然长这么帅
啊啊啊啊啊啊啊啊嗷嗷嗷啊啊啊
申公豹
hhhhhhhhh
大哪吒这个小哥哥还配了结界兽
哈哈哈哈哈哈哈哈哈哈xswl
哇哦(・◇・)啊啊啊
可怜大哪吒
hhhh四川憨批
惊了
惊了哈哈哈哈哈哈
吒星魔仙
你们还不明白吗，哪吒是海绵宝宝的儿子啊
不行了，又想到数钱了
喜欢陈浩
大哪吒！！！！
哦 我的天
是谁住在陈塘关的大菠萝里
啊啊啊啊啊啊！！！好的男朋友
啊啊啊啊啊啊啊啊啊啊我看了
吒儿
我终于知道叶问师傅原来是李靖转世
哈哈哈哈哈四川憨批
我耳朵不行了
啊啊啊啊啊啊啊啊啊
爱情
申公公的配音演员不会真结巴了吧，哈哈哈
喜欢她的声音诶
哦吼吼吼吼吼吼，太阔爱了
哈哈哈哈哈哈
声优都是怪物
哇哇哇哇
惊现海绵宝宝啊啊啊！！！！
我是阿炳
太乙真人
申公豹的配音演员莫名爱了爱了
啊啊啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈
申公公！！！！
啊啊啊啊啊啊啊啊啊啊
好的，男朋友
女生？？？
三刷是不是可以当女朋友！
我可以吒星魔仙
教练我要学这个！我也想做怪物！！
你妹!
好
李靖！
豹公公！！好可爱啊哈哈哈
我看过了，可以做我男朋友吗！！！
表情十分到位
夫人配音我真的爱了
Otto?棍子哥？
好的小魔仙
是谁住在陈塘关的大菠萝里总兵李靖
绿绮！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊啊
再来亿遍！！
哪吒妈妈爱你！！！！
好的
啊啊啊啊啊啊啊啊哪吒帅炸了啊啊啊啊啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
我们是朋友！！！
哈哈哈哈哈还可爱
弹幕
可以！！
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
女生的声音
哈哈
啊啊啊敖丙好温柔的说
哈哈哈哈
纳尼
是谁住在陈塘关的大菠萝里？！！
我爱夫人！
瀚墨
哎呀我想起来那个画面了我先哭为敬
好的
饼饼声音太温柔了啊啊啊啊啊啊啊
好的，男朋友！
哈哈哈哈哈有病嗦
我去哈哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊殷夫人
藕霸啊啊啊啊啊
啊啊啊啊啊饼饼哇
嘤嘤嘤我爱了
啊啊啊啊啊饼饼你是我的男朋友啊啊啊
哈哈哈哈哈哈
憨批啊哈哈哈哈哈哈哈
敖丙！啊！
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈四川憨批
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈很厉害
靠！官方你不要脸竟然用敖丙来勾引我们！
眼神到位哈哈哈哈
好的，男朋友
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
饼饼
殷夫人！！！
敖丙声音好温柔啊
好温柔
别拦我！谁都别拦我！
下次你点头就行了
真的好看
好好好！！！
吒吒！！宝贝麻麻爱你
啊啊啊啊!知道知道!都看了拔遍了！爱惨你们了啊啊啊！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊丙丙！！我爱你啊丙丙
我看了八遍!
？？？
瀚墨我爱你
墨墨！！瀚墨！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊我是丙丙朋友..不！！我要当你老公
丙丙！！我是你老公！！
你真的确定是唯一的朋友？
四川憨批哈哈哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊
哈哈哈哈哈
是谁住在陈塘关的大菠萝里！
啊啊啊啊啊啊啊啊啊啊
夫人啊啊啊
我出不去了
亿小口
和哈哈哈哈哈哈
好的男朋友
好的老公
