一堆人看戏
不可能啊。手那有腿有劲，
我还以为是女的
游戏里移动这么小，早没人玩了
666666
卧槽
xs
233333333
哈哈哈哈哈哈哈哈哈哈哈
这个up体能不错
哇，好熱血
两倍速正常
哈哈哈哈
锤子摆设……靠跳就可以了
怎么进去的腿不疼吗
哈哈哈哈哈哈哈
路人肯定以为残障人士
哈哈哈(ಡωಡ)hiahiahia
大大的佩服
你需要一个司马光
郭德纲砸缸
nice，漂亮
减肥
nice，漂亮
我以为是老粗
好羞涩
很强
哈哈哈哈哈哈哈
对不起，我笑了
全是路人吗极致羞耻啊哈哈哈哈哈哈哈
兄弟盟把正能量打在公屏上好吗！
正能量
正能量
正能量
哈哈哈
厉害厉害
哈哈哈哈哈哈哈哈哈哈哈哈
前方回家预警！
残障人士的那个站住
发际线令我恐慌
男的。。
哇哦
2倍新世界
加油鸭
动作好标准
投币支持一个
一次移动的距离增加了......熟练得让人心疼
小罗你好
哈哈哈哈哈哈哈哈哈
脚很麻吧
看到进度条我就放心了
斜坡？！
6666
你没有光头
缸里的水呢？？
三连，必须三连
最后滚下去神作
不就是硬币吗，给你
硬币拿去
请自动无视杠精
请自动无视杠精
目的地是回家吗？
蛮。。。。励志的？？？
请记住他现在的笑容 待会儿就看不见了
糟糕 和我发型一样
这什么游戏啊光影这么好
好像身体被掏空
你其实是跳着走的
搞笑——心酸——励志，不说了，我投币了好吧
腿不麻么
腿不麻么
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好累啊
好累啊
这种游戏我已经通关了(实际是删了)
哈哈哈哈哈，加油~
你爬上楼梯就行，不用山了
其实我想看他滚下去
加油
硬币送上，加油呀
可以把缸底掏穿，然后躲里面慢慢跳
没有回家石差评
九九归一了
你倒是继续抡啊(ಡωಡ)
玩游戏的终极境界
大家捐点钱吧。。。。
火钳刘明
握草
哈哈哈哈
卧槽是个男的
过于尴尬
good
？？？
。
这个缸是假的吧，真缸早破了
缸里没水
卧槽哈哈哈哈哈哈哈哈
是个狠人
有点行为艺术的感觉
火钳刘明
厉害厉害
卧槽我以为这是女的
太励志了
卧槽封面我以为是女的
地不会砸烂吗
加油！
好羞耻
火钳刘明
行百者半九十
哇啊啊
心疼
不小心一锤子把罐子捣碎会怎样
这个故事还要从袁隆平讲起
BGM是什么？两倍速听起来好带感啊
羞射
太拼了
这个是男的。。。
心疼
肯定不是陶瓷的
你们别酸了
太强了
励志 不过好沙雕(✪▽✪)
锤子没作用。。靠腰发力的哈哈哈
有丶东西
沙雕
哈哈哈哈哈哈哈
男的？？？？？
去漫展会怎么样
嘿嘿嘿
真人版班尼特福地
哈哈哈哈
好羞耻
优秀
补漆哈哈哈
哈哈哈哈笑死了
加油
为什么一定要转一圈呢？
不上天吗？
这个声音是YouTube上的de jun的
不认真看还以为是女的..
直接勾不是更快吗？就算重力动力也不够吧
大哥，不要真不穿啊
没腿玩个锤子
帅个毛，美死了。不说了嫁我
哈哈哈哈哈哈
身残志坚
感觉好辛苦
真不容易
感觉好痛，休息下吧
好努力
感觉很厉害啊
不碎的吗
2333333
我也觉得一很励志
很努力
好一个身残志坚的青年
真的很努力
突然觉得很励志
加油！！
这智商
够沙雕
好羞耻
在手上绑个绷带或许会好一点，不会摔的时候擦那么伤
好厉害，真的励志了
没灵魂的是个人才，他的举动鼓励了多少残疾人和患癌人士，相比你我觉得无需多言
这个缸是塑料的吧
掘地求升
哈哈
太励志啦
嗯？ 哪里来的
好厉害啊
两倍有惊喜
羞耻爆棚
投币了
加油！！！！
当场笑疯
身残志坚
6666
滚的还快些
抡锤变的如此熟悉
欢迎回家
真的不容易，投币了
这个cos不错
第二遍
辛苦了
卧槽
上下楼梯
哈哈哈
商业吹捧
誰摔死了李新
只有你会
2333333333
铁肛
因为游戏是这样的
举报，桶不是原来的
举报，桶不是原来的
举报，桶不是原来的
还缺个光头
突然就有了意义
我傻了，这不是女的吗
这也太沙雕了
发量惊人
此处求bgm
剃头
此处求BGM
求bgm
男的！
臂力好好
这个算cosplay吗
我们要看失手回家
23333333333333333333333333333333
哈哈哈
沙雕
一开始以为是个沙雕视频，后来发现是个励志视频
哈哈哈
塑料缸
臂力惊人
23333333
这么大的铁锤
？
你是闲得蛋疼
好厉害
没说话的时候我还以为是个女人
妈呀 不说话以为是女的
路砸烂
23333333333
绝望的距离
233333333333333333333
难受  233
加油加油↖(^ω^)↗
上坡了  2333
不行了  233333
6666666666666666666
手起泡了  2333
你挑了个好地方
太强了
你是学艺术的吧
魔鬼
好拼啊hh
心疼
加油啊up！
up好强
男的啊
没腿玩个锤子
然后离不开缸
66666
加油！！
快到了！！
加油！
過於感人
沙雕度极高
沙雕
还以为是行为艺术
路人:哇这个残疾人真的惨
身残志坚
还有水呢
火钳刘明
80 80 80 80
ªª
66666666666666666666
666666666666
可是你已经开始喘了啊！
是啊为啥一定转一圈直接地上撑起来走
xswl
灵魂呢？没头发，是个光头
司马光你快来
米其林轮胎人
建议2倍速
这缸应该是塑料的吧！
加油
特异标注单身wwwwwww
穿了吗。。。。
我要是在现场的话一定会大声喊，加油！！！
我以为是个女的
是个狼人
23333
666
握草好羞耻啊
6
锤子太重…
很棒！突然励志！
加油啊
关爱残疾人
我做不到……！
~
！！！！！
加油啊!
没说话以前以为是女生
滚过去吧
回家警告
80 80
80
倒了会怎么样？2333
加油！
不要放弃
泡菜桶？？？？？
真猛男
我失恋了
路人：这孩子真可怜
身残志坚
加油加油
身奸智残
去快手吧
男的？
牛牛牛
过于纱雕
吊
厉害啊
城管還沒來麽
杀手？
啊啊啊啊啊啊，我尴尬癌犯了
加油
要戴手套
是个狼人
哈哈哈
666
没腿玩个锤子系列
的确是爬得痛苦
金壶
是个狼人
以为要涂鸦呢
这个行为艺术还不错~
好励志(✪▽✪)
我再给你加个二倍速
够沙雕我喜欢
敲坏地板。破坏公物
力气是真的大
羞耻wwww
纠结转一圈的，你咋不纠结有脚还钻缸？人家乐意
哈哈哈哈
是个狼灭
赔钱，地上被打了个洞（滑稽）
结石的身材
这是何等的沙雕
是个狼人
哦哦哦
这个缸哪买的，真结实
好心疼啊
湾湾?
感动啊
罐男镐手X
这是男的？？？
都怪袁隆平
没带手套
看着都要崩溃了
沙雕视频哈哈
山咧
从此不再有人无聊
着实今人唏嘘不已啊
无中生锤
好尬
加油
勇士！
过于感人
过于纱雕
真实猛男
转一圈是游戏的设定啊
好燃
3D不错哦
你这靠腰力啊
估计这个up能火
何必呢。。何苦呢。。
作死小能手
哈哈哈哈哈哈哈哈可以的
我服了哈哈哈哈哈哈
好羞耻
体力可以的
肌肉涨一圈
后面的人因为是妹子
不觉得傻啊 蛮有意思的 
这体力很棒了
233
你能跑几米啊，大哥
用技能啊！
结局不是欢迎回家我就给差评(ಡωಡ)
倒了会滚到终点吗
我觉得很有 娱乐精神
掉漆了
桶是有人补漆了
什么都要追究意义的话没什么意思了
太傻了
加油
上个楼梯看看
泪目
城管同志看我帮你们抓住了一只变态
太不容易了  看着都累
要钉锤吧！二锤不行
又逼疯一个
没剃头啊
cosplay也不错
火钳刘明
不加bgm就会蜜汁羞耻
你不要过来呀
超级无敌羞耻啊！！！！
原创比转载少系列
是个狼火
是个狼火
好励志
6666
瓷的早就累死了，这么大挪一下都费劲
谁要是朝瓮里放钱那就绝了
艺术
厉害厉害
男女有什么影响吗？有的人真是
行百里者半九十
哈哈哈哈哈哈哈哈哈哈哈哈哈或或
好惨一男的
投币了
有毒吧
滚回去神作
把我仅有的一个硬币给你了
身残志坚
为了硬币不择手段，拿去
？？？？太尬了
光头
哇谢谢
好爬完了吧 麻烦把修路费交一下
狼人
太羞耻了
大家好，他是王大锤
你家钢真好
进度条不简单
正能量
我去，男的
头发剃了
狗屁，游戏可以不用转圈的，不信自己去玩
山呢？
正妹有男友了  桑心
啦
好棒啊
的
平地看的有点无聊啊
你的铁锤太短了。。
？？？
。。
塑料的吧，不然早坏了
2333
坚持看完他，会有收获的
回家的幸福
加油！
腿不要可以捐给有需要的人
突然心疼疼
心疼地板
666666
佩服
蹲的腿都难受。。。
我用了5.5倍速
泪目
过于沙雕
好沙雕
加油加油
我也觉得是靠腰发力
好羞耻
好沙雕
过于沙雕
你会后悔的qwq
剧情是回到起点
感觉锤子超重
这个男人没有水
好丢人哈哈哈哈
这不是靠锤子和手发力吧
转一圈还原游戏啊
这铁锤应该比塑料缸沉
这个缸质量不错，哪买的
。。。
光头
啊好羞耻
过于沙雕hhhh
风驰电掣
你还是吃太饱了
行为艺术
哈哈 是个狠人
滚下去怎么办哈哈哈
原游戏就是一圈
哪个城市，好漂亮
哈哈哈哈哈哈哈
转的话力量更大一些，能走的远，但很累
哈哈哈哈哈哈
把妹
厉害了
Dejun!
好像阿伟
帧
过于沙雕
疯了
辛苦了
哈哈哈哈哈哈哈叫错货可海星
这是我家的地板砖 砸坏了你赔得起么
很6
海东，是你吗？
flag飞起
一年过去了
男女
骚啊
这 男女啊，，，
看来你超勇的
够沙雕
233
樊少皇
辛苦了！
能不能去晒不到太阳的地方。。
其实可以带个手套的
看到原版了
哈哈哈哈哈哈哈哈哈哈哈草
这只沙雕太tm励志了
海东夫人别走！！！原来你抛弃了小明自己跑来拍视频？？？
请正确佩戴劳保
。。。
加油 底漏了就轻松多了
不应该有勾的地方吗？锄头也比这个好啊
。
配副
火钳刘明
罐男高手
加油啊
加油！
黄泉要到了
太强了
额额
tt
你还没到山脚吗哈哈哈哈
缺了个光头
好羞耻啊啊哈哈哈
好害怕
牛皮
为什么不戴手套 
6666
最后时，滚下山
最令摄影师有成就感
人才啊
你能感觉到痛楚吗？
哈哈哈还好还好
疯了疯了
这么多人
不带个手套吗
人才啊
真心励志了
好羞耻
up主超厉害的！！！！！
酷哈哈哈哈
担当
啥
听了半天发现是中国话
。
游戏里是这样
自己砸缸
路人：残疾人怎么站起来了
公开处刑 哈哈
罐会不会碎
和
还有人看啊 好羞耻
你好像真没有
侧脸有点美……
这是男的???
就我一个人发现她爬的时候罐子在转吗
不说话我以为女的
应该是塑料的
问为啥转的没玩过游戏？
不就是硬币吗？给你
这是个傻子吧！
既好笑又心疼
md好沙雕啊哈哈哈哈哈
戴手套啊！
可是你有头发
哈哈哈哈哈哈
火钳刘明
洋气
行为艺术
说不转圈的，转圈是为了还原啊，尊重人家的一片苦心啊
骑虎难下 加油
这个缸是不是司马缸
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我来十下就放弃
我的天哪！是个狼灭！
滚过去比较快吧，哈哈哈哈
66666666
喷一个广告联系方式
好羞耻
不顿的慌么哈哈哈哈哈
感觉好羞耻.不能找个没人的地方吗
厉害(ง •̀_•́)ง
戴手套呀
233
哈哈
会晒伤的，来自一个晒伤的人
封面以为是没穿衣服的女孩子。。。
缸里能放衣服钱包手机
一股沙雕的气息扑面而来
身材不错
滚回去
生活不易 辛苦了 
卡在了奇怪的地方
太辛苦了
痛苦的表情
不就是三连吗！给你都给你！！
本来这是个蛙跳挑战，结果变成了臂力挑战
坚持啊老铁
保护保护保护
泪目
……围观，吃瓜群众
盆咋还不坏
6啊
超棒啊！
哪个学校？
居然是男的？
好羞耻啊
厉害
看沙雕的眼神
热血又沙雕
不可以放弃!
海东  真的是你
还需要下半身截肢！
哇 这肌肉 有料啊
水缸应该是胶的
这么重还要一步一抡，施瓦辛格都搞不定
转一圈是为了还原……
补漆……沾到身上怎么洗
塑料桶 估计底都要磨坏了
为什么和游戏不一样，应该会掉会原地的呀
魔鬼
哈哈哈哈哈哈哈
路过的行人：诶这是行为艺术吗
铁锤瞎78挥之我腿在缸里
哈哈哈哈哈
哈哈哈哈要冲出屏幕吗
头发会增加重量，我建议剪个光头
哈哈哈哈哈哈哈哈哈哈哈哈
听声音就是重得靠杯的锤
很远了！
2333333
不容易呀up
2.0速度新。世界
大姑娘真俊啊
班你福特我们一起功课难关吧
上坡！上坡！
山呢
手臂肯定超酸超痛的
刚开始会轻松，后面就很累了，会使不出劲
泪目
公路保养费请交一下
啊啊啊啊你不要过来啊！！！！！
加油
是个狼灭
补漆哈哈哈哈哈哈
为什么只有我觉得缸质量真好
魔鬼
不尴尬吗
三点五倍在加两倍是几倍？
爱胡咩咩的梁宝宝
爱胡咩咩的梁宝宝，忘记变色
靠夭
一倒我就笑成瓜皮
算你牛逼，
虽然很沙雕，但是还是给点个赞
four thousand years later
冲鸭
泪目
他是男的？
秀啊
不行了我要屎了！
 nv n
火钳刘明
好羞耻
怎么没有常回家看看
要记得常回家看看
是个狼人！
加油
加油
单身2333
神经病一样，哈哈哈。加油
可以去漫展
观看正片之前请关闭声音
哈哈哈哈哈哈
2倍好评
哈哈哈
底好像没有了。
健身不错的方式
刚想说这个女的有点帅。。。
莫名有点热血和励志
想看玩蛇
泪目
口音明显不是台湾人
尼玛，好尴尬。
太沙雕了，不愧是up主
卧槽我们系
为up主的精神点赞
回头率会不会很高？
23333333
笑死我了
居...居然是男的...
666666666666666666
666
牛逼牛逼
海东？？
6
一缸汗
男人！
心酸
过于纱沙
你没有秃头没得灵魂
80！80！
有点想落泪
至少你比蔡徐坤man
泪目
沙雕
这真是个猛人中的狼人
md看哭了
真狼灭
狼灭战斗机
硬币送了！
66666666666
6666666
辛苦了
我敬你是条汉子
励志
我看着就一股心痛的感觉
够沙雕
太努力了
好狠的up
up女装肯定特别好看
以为是来喷云南白药的
哈哈哈
还有3分钟，放心
加油！
龟速前进
冲鸭(ಡωಡ)
岂可修
长头发就不能是男的吗，没见识的弹幕真是够了
狼人
鼓掌撒花
不就是三连吗给你
都靠边  我先先捐两块
草，23333333
哈哈哈哈哈哈哈
来了来了
NB
羞耻啊
励志
投了投了
应该是台湾
男的？？？？
加油
哈哈哈哈哈
up也不容易啊
求bgm
很少有让我果断投币不墨迹的视频投了
加油
行为艺术哈哈哈哈哈哈哈哈
投了投了
男的？？？？？
23333
罐子里没有水
你倒是爬山啊
补漆的。。。我以为 是云南白药什么的。。或者水。。。
我泪目了，真的(ಥ_ಥ)
好羞耻
真怕有人扔两块钱
真怕有人扔两块钱
感觉好励志蛤蛤蛤<3
真的好像海东
陶瓷缸你能跳起来算你厉害~~
市政：损坏地砖 照价赔偿
断腿人士励志爬山
口音不像台湾人呢
尊师刘波
羞耻哈哈哈哈
真是辛苦了，好搞笑啊
硬币给你还不行吗！
233333
为什么一定要转一圈
加油加油
加油
upnb
尴尬
upnb
upnb
upnb
upnb
upnb
2333333
没三连谁都别走
男的？？？？？？？？
0.0+【是条汉子
铁锤妹妹
好沙雕我喜欢
放倒了滚会不会超快
233333333
辛苦了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
默默地扔了一个硬币并竖起大拇指
哇哇哇
帮你一把 调成2.0
火钳刘明
就是因为每天做这种事情，人生才会很难啊
太励志了
人才
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
无能狂怒
硬币给你啦(๑˃̵ᴗ˂̵)و
挥不动锤子了哈哈
xswl
来个欢迎回家？
身残志坚
魔鬼
有点励志
笑起来有点像海东夫人
这个真的牛逼
肌肉涨十斤
加油
是个狼灭
辛苦了
狼人那个看快点了吧》
666
为什么有一天重复弹幕
励志哥
笑死
噫
这是在玩Cos？
可以下山快
这缸真结实
fu
泪目
必须三连
其实可以不用转锤子吧
哈哈
人才人才
累到要开骂
这是啥啥啥？？？
妈耶
有点想哭……
天呐，会瘦的
非要抡那一下吗
加油加油
有点牛批i
加油
加油加油
是个狼炎
是个狠人
结石xswl
我要这硬币何用
锤之勇者成名录
辛苦了
光头
是个狠人
把缸敲碎就神作了
哈？你认真的吗？
想想班尼特福
最累的cos
男的！
哈哈哈哈哈哈哈哈
哈哈哈哈哈
up主牛掰
通关十几次了
那个学校
很厉害了
不可能成功的，支点都没有
辛苦了！
路人好多啊
想知道罐子咋固定的
泪目
666
加油！！！
刘批
卧槽，三连了
这是个励志视屏吧其实
突然想起卫宫士郎在夕阳下跳高
这斜坡，看着都怕
胸前都是一片红
心疼up哈哈哈哈哈哈哈哈哈
加油！！
是个狼人
泪目
还原度超强
谁还记得篮球女孩
233333
加油！
niub
加油！！
羞耻
右上瞩目
这难道就是传说中的羞耻PLAY
加油加油啊啊啊啊啊
加油啊
一直轮的话会发现轮一圈比轮半圈来回摆要省力
（缸）肛裂警告
哈哈哈哈哈
你这不是跳着走吗
买创可贴啊
DE!!! 
尴尬
加油
你们真的很机车唉
前方2D画面变3D游戏画面
太特么有毅力了吧
真的 这都几个小时了
哈哈哈哈哈哈xswl
6666
80
我给大家表演个一辈子只能表便两次的节目，铁锤砸蛋
身残志坚
这个是真的牛逼
哈哈哈哈哈
奇行种
心疼
摔倒不应该从头开始吗
加油！
泪目
我以为是女的
公开处刑
突然眼睛有点酸
行为艺术家
没有那非人的臂力就不要想了
23333
行为艺术啊
这个罐子是塑料的吧 陶瓷的根本动不了
天天首页都是这个，不看一下是不是不放过我？你是充钱了吗？
毅力可嘉 点个赞
男的？
还要剃头
加油，冲鸭！
加油，冲鸭！
说掉回原地的是魔鬼吗？
加油，冲鸭！
我以为是女的……
哈哈哈哈哈哈哈哈
我不该笑的
小心肛裂，不对缸裂
这个是冬天
不用一直转的呀。
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这游戏我已经通过了……（删了就通关了……）
我敬你是条汉子，哈哈哈哈哈
天啊。。。
再给你加个2倍速
2333333333
我想知道你这样砸地板破坏公物 没有人管的么
加油！
真的太羞耻了
冲鸭！
我以为是来送水的结果！哈哈哈哈哈
抡那一下是cos的啊，游戏里面要抡
硬生生玩成励志
不对啊，缸里加水在像啊
路人：阿锅你看，有只沙雕
哈哈哈哈哈哈
好羞耻
柳青？
剪辑厉害了
upnb！！！
光影太真实了
罐子碎了会有圣光？
回家了
