好
钱老：？？？晓不晓得杨基佬手里的玩意是老子搞的
可是还是很帅啊
2001太空漫游！！
这要感谢那个男人
芬     徕   科   技
行
弟弟
终于更新了！！！！！
致敬
致敬
开头就被惊艳到
致敬
我现在已经停止呼吸了
行！！！肯定行！！！
小时候跟刘翔姚明一样大街小巷都知道的人
必须行！
致敬
我们学校预备铃哈哈哈哈，要不是我知道已经上课了，真的被吓一跳
行！
绥中机场
我的家乡绥中正经历着疫情，2-'13
致敬！
行
诶我的吗
我竟然被吓到了
我们光刻机也一定行
我靠
看着冷战飞行员日常过载，然后飞机突然就呆那了。就知道有多危险
666
苏联走了，我们要登上那个擂台
行！
王亚平：在我心里，那个按钮是不存在的！
钱老千古
有幸体验过黑视，可以说灵魂都出去了
没有按下是赞扬他们意志坚定，是理所当然的
过山车我感觉都太难受了，佩服航天员
阿弥！！！！
太行了！中国人就是行！
der
轻骑兵序曲！
致敬所有航天员！！！！！
现在应该没称重了吧
。。。
都不睡啊啊
这是何等的勇气，你怎么知道能不能成功？能不能回来？如果一个人死在宇宙呢？
能喝饮料？
模仿游戏，为数不多真人改编又很有味道的电影
卧槽
先赞后看
真的，第一人，需要勇气！
行
行，必须行！
南航报道
向钱老致敬
阿弥真的用心了！！！！
太牛逼了！！！！
类似贝吉塔的训练模式
闭眼都可以投币系列
模仿游戏！！！！！
说个51g就恶臭，可见爵士粉多睿智
行
随意投币系列
呜呜呜呜终于更新了
这段剪辑绝了
能搞！
钱老牛逼
终于！
爷青回！
暗之恶魔
爷青回！
好佩服啊真的  秒入迷
终于！
致敬！
中国人一点都不矮
阿弥，终于等到你！！
赶上了！！
这期要封神了
先睡了，留着明天早上看开启一天好心情（假装机智）
来啦
多吃肉蛋奶！
25f8点
太酷了！！！
66
翩翩舞翩翩，年年复年年；千古飞天梦，何日上九天。
阿弥两个月了!!!
行！！！
耶！
牛批！！！
三连三连，大家三连起来！！！
永无止境
钱学森弹道还是很牛的
芜湖
致敬
这个形容让人有真实感 阿弥真不错
100公里！！！
可能真是冒着为国捐躯牺牲的态度去的
航天和航宇
航拍中国！
历史性的时刻
0
taikonaut
行
行！！
行！！！
点赞，都记得点赞，tnnd
点赞，都给我点赞，tnnd
钱老千古
这剪辑太牛了！！！！
好平的平头
我还以为是孤独
全体起立
行！！！！
!!!!!
你终于更了?
致敬
行！
欢迎报考北京航空航天大学
行
致敬
阿弥的视频每次都是不看先三连
黑视真的好可怕，有一次蹲久了，猛站，看到自己站起来了，但是马上视线全黑。头皮真的麻了。蹲下才没摔倒
这两个词处理得太有创意了
看完睡觉
剪辑望尘莫及
英雄
我的天啊
终于又有这个系列了啊啊啊啊啊啊啊
付出的难以想象
行！
采访的时候是大校
啊啊啊啊太幸福了开学前一天可以看到！！
行！！！！
天啊
致敬
致敬
肯定行11
阿弥的语调为什么感觉怪怪的，是我的问题吗？总感觉哪里不太一样
行!！
彳亍
东北人吗
行！！！肯定行！！！
命运2的月球上有中国的曙光基地遗址
大佬！
贾米拉
致敬！
伟大的探索者！加加林同志永垂不朽
终于！！！！！！呜呜呜呜呜呜
行！！！！！
如果有一天航天能像现代商业航海一样成为社会关注点的边缘行业，那时我们人类才是真正意义上的实现了星辰大海的梦想
外国人中的 咱肯定中啊 
终于更新了！等的我好苦呜哇呜哇
牛逼哄哄！！致敬
行！！！！！
到什么都没有，到自己建立空间站
已经喘不过气了
这平头可真平呀。
王牌宇航员申请出战
饮食男女可以的
爷，中国足球矮了吗？
热的
芜湖！
钱老真的是大功臣啊
行！
肯定行！
他一个人上去 承受多大的心理压力和克服多少恐惧啊
彳亍！
致敬
欢迎报考西北工业大学
快开学了
钱老千古
身高160~172本矮子狂喜
已经开始想吐了
狂幽弥
667
667
致敬英雄
看封面我都能想到是杨利伟
行！
行
致敬
致敬
终于更了！！！
不止他没按过，整个航天员集训大队的人都没按过
好几个片段都不自觉泪目，儿时的片段以及课本上文章变成图像后变得非常震撼，一个人，从来不止一个人！
太厉害啦阿弥
国士无双
中国人！！肯定行
模仿游戏！
一定行
我有什么理由不努力
杨叔叔和蓝猫淘气三千问是我最早的映像 我98的哈哈
universe
往两遍流（bushi
可以可以
王牌老航天
致敬
终于等到了！
加加林时代为什么不能带酒？
行！！！
行！
啊啊啊 一个人系列终于更新啦！！！
快给我三连！！！！！
快给我三连！！！
行
bgm行星组曲-天王星 魔术师
欢迎报考北京航空航天大学
航天员哪个不伟大
感动
还没上天。就被捣鼓死了
饮料给了多少广告费？
其他中国航天员也没有
孤独感
致敬！！！
行！
！！！！！！
中国人必须行！！！
终于等到了！！！！
中国人比他们搞得更好
一定行
能！
先点赞！！
8小时
必须行
行
终于更新了！！！
都可以写作文了！
致敬！都很伟大！
孙家栋
押韵了
行！！！
太震撼了
好想让康辉老师试试
一
轻骑兵序曲
我在杨利伟的家乡隔离
行
阿弥的视频果断先币后看
3
这才7w赞？
好久不见，先赞后看
dna动了
东方红，太阳升！
辽宁葫芦岛绥中人！！！
终于更新了，泪目了
如果没有钱老这些人，哪里有现在的中国
致敬
致敬
一个人！不止一个人！
请问视频里用别的素材是已经公开的吗？
老航天
所以我们也不要嘲笑三哥现在不行doge
最下面的小字好用心
有幸见过一面
隔这儿搁这儿
6666
太空漫游
太棒了啊这up主
阿弥你终于更新了！！！！
我已经晕了
三连
中国宇航员都没有按下过！
狠呐~
全勤！
致敬
阿弥的剪辑和配乐太绝了
BGM《爱被爱》 -- 窦唯
致敬！
钱老千古
热门第一了！！！
更新了!!!
这个闭眼坐转椅，感兴趣的同学可以试试，那酸爽
钱老
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人 老乡
辽宁葫芦岛绥中县人
真的是抡起来
一个人，何止一个人
辽宁葫芦岛绥中县人
我滴天
这个一般来说，车祸也是8G！！！
怎么不行啊！！！
致敬
我们的征途是星辰大海
太不容易了
cern那个纪录片里的片段
致敬
终于更新
行
饮食男女！
太不容易了
更新了！！
欢迎报考南京航空航天大学
这里的bgm是哪一部印度电影里的？
钱老威武
航天是我一个室友的名字（手动狗头）
发展好快
行！
我来证明你开了弹幕
致敬
这个是一个国外的飞行员hh
爱死钱老了
顶
行！
行！！！
一直都很喜欢阿弥的剪辑
致敬
仅供参考：目前最高纪录是12G，坚持30s（美国）。希望我国航天员能早日突破极限，为国争光！
60
致敬
终于更新了！！*^o^*
行，必须行！
马龙真的好像杨利伟啊
超重：支持力大于重力
杨立伟！！我们葫芦岛的骄傲！
大专不等于一本。。。
BGM：Crosswords
致敬
哦吼
天 这段好有压迫感
唯一先三连，再观看
先三连再看
致敬
致敬
这个文字太形象了
必须行！
致敬
这一幕剪辑的好有宇宙的感觉！
行！！
这小作文，语文老师给满分
致敬
爷青回
这里也有33粉，太恶臭了吧
终于终于更新了
行！肯定行！
太空漫游2001
怀念两弹元勋
泪目
jj
赞
能
普通人对航天的最初印象
彳亍！
必须可以
终于等到你
航天！
探索发现
过弯最高5G以上
银石51G
先三连后观看
天呐我过山车都坐的我想死
太行啦
80年了啊
终于等到阿弥好开心
先给三连系列
更新啦！！！
所以，在未来身体素质普通的人不可能上太空吗
敦煌
先赞后看
巨佬
钱老千古！
钱老千古
天呐…心疼
wc这剪辑风格我爱了
奥特念力
致敬！
舍去丰厚的收入，换来名留青史！
牛啊！！
致敬
银石51G(doge
行一定行
还叫航天意味着看见未来这句话真好
！！
好久不见
你好牛！！！！！！！！
美苏军备竞赛
你好牛！！！！！
三连奉上
怎么就不行？中国人比美国人矮一截？
6000+
卧槽
视频好炫
化学课本封面!
好幽默哈哈哈
勇士
行！
欢迎各位报考西北工业大学
火钳刘明
tnnd行啊为什么不行
啊啊啊阿弥
杨利伟 现在是少将了吧
投币比点赞还高，厉害啊！
万户
阿弥更新了 咱是快乐住了55
致敬！
什么军衔呀
我安东星德国队长15g随便抗
刚看了桃子姐hhh
这里志刚同志有点儿帅啊
阿弥！！
兄弟们
押韵了押韵了
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
行
6000+牛逼
我为什么听到这个BGM就发笑，这是什么DNA？
腰杆挺直
我国至今为止从未有人按下
都是伟大的人
致敬！
致敬！
致敬钱老
行！
致敬！
嗷嗷嗷更新了
光荣的引路人！！
把人送上太空，是我们沉睡千年的梦
好久不见一个人！
爷爷，你关注的up更新了！！
好牛！！！
钱老千古！
致敬
必须行！外国人可以行，我们中国人也一定行！
先投币后观看 ~\(≧▽≦)/~
终于等到你！
行！
边写作业边看
好耶!!!
行
三连，何止一次三连
行！！
好久不见！！！
怎么不行啊？！
曙光！
我的币永远在阿弥这留不住
好高级
向钱老致敬
太空漫游好评
阿弥！！！
热门了！！！
致敬
爷青回
巨佬，NASA JPL五创始人之一。
终于更新了
绝了
过年了
挖槽
我们的征途是星辰大海
欢迎报考南京航空航天大学
害怕
欢迎报考南京航空航天大学
中国人行！！！
终于更新了！！！！
一个人？一个神！
行
神级议论文（糊）
向钱老敬礼
少将
啊啊啊啊啊啊啊
结尾bgm是啥！
《功勋》真的推荐一看！！
行！
卧槽？？？？
嗷嗷嗷嗷！
太伟大了
终于！
行！
霸王色霸气
行
鲁迅的平头
我坐过山车就已经无法呼吸了
行！
欢迎报考西北工业大学
想到一把青了
我光看就已经晕了
等到了啊啊啊
行！
我光听这形容都感觉开始胸闷了
终于更新啦
怎么不行啊！
这是什么值得吹嘘的事情吗，你们这样吹，以后有宇航员真的不行了，也会因为你们的压力而丧命
致敬
物！！！！
全体起立！
那时候大专出来都是直接安排工作的，不存在什么比不比本科牛
终于更新啦！阿弥辛苦啦！
中国人一定行
全体起立
刚刚不是航拍中国吗
卧槽好犀利的眼神
呜呜呜模仿游戏的插曲  双倍眼泪
严格肯定严格啊 只是相对来说会更舒适一点 毕竟科技进步了 
钱老消消气！
好像我们辅导员
我超！！！！！！！！
太牛逼了，真的是光听文字都能感受到的压力
怎么不行啊
中国人很行！
失踪人口回归
致敬！
推荐我是如何上天的这本漫画书！
三连后看
驾驶F1赛车最高达5-6G
村上春树，斯普特尼克恋人！
葫芦岛老乡+1
葫芦岛加油
杨利伟之前有过一批航天员，因为某些原因整个项目下马
ohohohoh
我去，终于更新了
先点赞再看视频
致敬钱老
行
太空漫游2001
三连！
438tian！
必须行
狠人标配：平头
“怎么不行啊”破防了
终于更新了啊啊啊啊！！！
坐在小板凳来仔细欣赏啦
中国人必须行
好耶
外国人能搞光刻机，我们中国人就不行？
为啥一定要看完
先赞后看
过了这么多年当然老了
行！
恋爱区up主啥时候开始写传记了？（误）
行！
太空漫游2001
921
行！
费俊龙来自百强县第一的昆山！！！！
全程泪目，，，哭惨了
有知识点总结吗
朱广权亲传弟子
已经在哭了
致敬！
行！
斯普特尼克恋人～
想起了太空漫游里面那个经典的转场镜头，突然发现在看科幻片的时候一直忽略了其中不止一个人的艰辛
看到选题人物，直接三连
886
饮食男女！
都是一个发型耶
视频做的真好 
太空竞赛
航天员基本上属于超人了
终于！！！！
致敬
先三连，再观看！
更新啦 
歼六
！！！！！！！！！
致敬
终于！
杨利伟？
饮食男女
是饮食男女的音乐hh
没有按响是值得称赞的吗，按下就会被骂吗
好耶！
行的！钱老消消气
致敬！
先赞再看！！！
行！
行
全体起立！
胖了 哈哈哈哈
好久不见！
致敬
军让民 穷疯了
致敬！
行！！！
万里挑一都不为过
致敬！
火钳刘明
致敬
行！
怎么不行啊，敬佩那一代的大师们
好久不见
再次选拔
行
钱老千古
币比赞多
一键三连
致敬
先三连后观看
我选择J3
终于
致敬
一个人，何止一个人
致敬
必须行
南京航空航天大学前来报到！
咱们没有不行的事！！！！！！！！
彳亍
王牌飞行员起飞了
有！！！
有EVA内味了
三连再看
北航人在此！！！
太押韵了我靠
谢谢你，狂阿弥爷
采访杨利伟？？
致敬
致敬
杨利伟是我老乡
致敬
终于！！！！！！！
哇啊啊啊啊
跨壁压
钱老千古
二刷
等到了等到了
两小时
少
听着描述已经开始怕了
好厉害啊 泪目了！
彳亍！！！
彳亍！！
鲜橙多
太棒了
什么？杨利伟以前开过飞机？！
致敬
哇啊啊啊啊
怎么不行呢
致敬
致敬
我记得b站有个宇航员在离心机里的视频，可以看看，真的很厉害
阿弥声音像一口气没咽下去哈哈哈哈
物理生被有吓到谢谢
终于等到了！！！新年快乐阿弥
剪辑牛哇
致敬
先三连再看！
致敬
致敬！
呜呜等的时间值了好嘛 阿弥好棒！！
行
行 。
泪目
行！
救命剪辑绝了
好耶
哇
中国别的航天员也没有
致敬！
不止是杨利伟，据说至今都没人按下过这个按钮
致敬！
卧槽
太强了
致敬！
三连，何止一个三连！！！
三连，何止一个三连！！！
三连，何止一个三连！！！
第一！欢迎来到阿弥的宇宙！
致敬 !
鲜橙多瞩目
播客说这周更，好耶
好耶
这是饮食男女的开篇bgm
功勋！！！！！
飞行员本来就是万里挑一
中国宇航员都没有按下过。
外国人能吃肉的，中国人不让吃？
离心力造成血液传输不到脑部
航天员十三吃
不止是杨利伟，到目前为止没有一位航天员按下这个按钮过
我爱这个系列
致敬！
致敬
看见航天意味着看见未来
行
啊啊啊啊啊
看见航天意味着看见未来
终于更新了
老了
致敬
1961年苏联的加加林上了太空
致敬
来了来了！
致敬
这个鸡蛋炒的好好，蓬松
致敬
“失重是一张最柔软的床”
帅！
肯定行！
共振
中国航天员全部都没有按过
没有不行!
伟大
爷关更！
行！
真的很棒
致敬
币比赞多
sputnik sweetheart
终于！
行！！！
终于更新辣
行
每次看一个人系列都贼认真
好久不见！！！
这里杨利伟旁边的就是翟志刚和聂海胜！！！
！！
首页！！！！！！
一定行
看到邓清明了
封面是杨利伟吗
彳亍！
天啊！
谢谢阿弥 辛苦啦
终于更新了啊啊啊啊啊!!!
好耶！
刚刚的剪辑我好喜欢
行！
啊啊啊啊终于更新啦
很     行！
终于！
泪目
看完一遍，我只想说牛，up牛，中国牛
行
三连了
行！
必须行!
终于！
tmd行！！！！！！！！！！！！
现在比当初只会越来越严格
啊啊啊啊啊啊更新了
彳亍
更了！！！
致敬
行！！
阿弥   你真的犯规了   哭死我了
咱们真的太难了
先赞后看
点赞后看
弹幕呢
一个人！何止一个人！！！
现在我们可以自豪的说taikonaut了
三炮 倒水啊三炮
非常行啊！！！
已经想吐了
我的天
阿阿阿啊啊终于更新了！
终于！
钱老千古
把人送上太空，是我们沉睡千年的梦
突破重力的灵魂
肯定行
致敬！
行
我太爱阿弥了！！
天哪，真的好辛苦，觉得他们更加伟大了！致敬！
二刷
二刷
啊啊啊是新的！！！
这是饮食男女的配乐吧
！！！！！
币比赞多 阿弥值得！！
BGM笑死了
致敬
天呐好幸苦
祖国人从不说不行！！
致敬
把人送上太空，是我们沉睡千年的梦。
必须行
啊啊啊啊
有生之年啊啊哇啊
看着就已经晕了
大家一定要耐心看完！！它值得！！
中国人行！
黄伟芬也是很伟大的
一定行
重力的羁绊
行！！！
好耶
泪目了
当时的大专相当于现在的一本
饮食男女bgm！！！
行！！！一定行！！！
必须行
致敬！
中国人行！
热乎的！
必须行！
杨利伟！
太伟大了
平头哥笑死我了
感觉这个角度好像马龙？（单纯觉得像别来扣ky帽子(doge.jpg
三连再看，人生灿烂
行
哇哦！
！！！！！！！！！！！！！
更新了！！！
致敬！
更行！
致敬！！
致敬
欢迎报考北京航空航天大学
准确的来说 中国的航天员都没按过
有的
我的天哪
需要多大勇气啊
更新了
沃！！！
最可爱的人
致敬！
且听龙吟
好耶
致敬！
彳亍
必须行!
致敬
太佩服了
震撼..
Sputnik
旁边的俩也都上天了！！！大佬合照！
必须行！
行！
致敬
终于更新了！！！！！
王牌宇航员
好久不见！
2001星空漫游！
啊啊啊啊更新了
行!
没问题，f1过弯5个G，多一个G体验都完全不一样，何况多3个G
卧槽直接哭了
致敬
哈哈哈航天员开F1可太糟蹋了
先点赞投币
杨
押韵只是up的一种文案风格啦，你往前看几期视频都有押韵
钱老千古！
舌尖上的中国开始了
致敬
"我沉浸在阿弥的解说里,没有注意到押韵什么的,只是觉得震撼"
行！
好耶好耶！！！！
谢谢阿弥
先三连再观看
学长！
终于！！！
看你的视频  我就知道这是巨大的工作量
怎么不行啊
！
致敬
你好哇
葫芦岛老乡
呜呜呜我已经感觉到窒息了
行！
邓清明
不只是杨利伟，是所有人都没有按响过
好耶！！
好耶！
20min！
终于！！
具体是什么
承包空屏
致敬
阿弥一定要一直走下去
致敬！
旁边是聂海胜。
终于！
来晚了
致敬！
希望我的飞行员朋友也可以一直飞！飞遍祖国的大江南北！
致敬
先三连
致敬
必须行！
太牛了
行！
行！
终于！！！
啊啊啊啊啊啊啊啊
泪目
为什么只能投两个币！！！
失踪人口回归
致敬！
真的泪目
一定行！
行！
致敬
都很伟大
好耶，是宇宙
必须行肯定行!
哈哈 我97的 小学期间经历了神五到神七 每一次 老师都会让我手工做一次火箭 就是卡纸包着塑料瓶
终于更新了
彳亍！
先赞后看
我闭着眼就是一键三连！！！别拦我！！！
听到这句起鸡皮疙瘩了
太了不起了
真浪漫
肯定行！！！！
好耶！！
31min
天呐
致敬
已三连
怎么不行啊！！！！！
亿个人
感觉这bgm瞬间进了舌尖上的中国
激动
行！
那时候的大专基本包分配，现在研究生包嘛，本科生更不用说了，无法相比
早早早
三炮！倒水啊！
每个弯三到五个g 一圈将近20个弯 一场比赛四五十圈 想想就离谱
太伟大了面对未知的风险！
6000+
啊啊啊啊啊啊我看到了什么
啊啊啊啊啊！
太空漫游2001
哇哇哇
《快乐的小曲》
终于
终于等到了
行！
字体效果好评！
更新了！！
不一定 f1每个过弯都需要承受三到五个g 上墙还会最多承受超过五十个g
终于更新了！！！阿弥冲！
6000+
我淦，我还以为看错了！！
是没啥问题，当然技术肯定比不了
鸽王
辛苦了
好耶
宇航员身体条件开f1
好早
日益模糊的记忆里！
在泪目了
哈哈
先赞后看
爷爷！你关注的up主更新啦
早早早
太激动了
剪辑绝了！！
致敬！！！
文字带来的图像感 太震撼了
热泪盈眶
天太辛苦了
致敬！
饮食男女的bgm耶
向航天员致敬！
致敬！
我的妈呀
致敬！
13min
致敬！
好早啊
致敬！
致敬！
行！
致敬！
先三连后观看
真想把所有的币都给阿弥
终于啊啊啊啊
#
致敬
用航天员更好一些吧，因为我们国家专属的名字
我好早！
杨利伟！
必须行
终于啊
致敬
行，必须的行！！！
哇哦17min！！
推荐大家看功勋
必须行！！
来咯
昨天看了功勋
16分钟真热乎
有人吗？
2001
没有人吗
终于！！
啊啊啊，我没币了呜呜
致敬！！
怎么不行啊！
呦呵，正好吃饭看了
好早！第一次这么早
好久不见
开始热泪盈眶了
必须行
哭了
不仅是他，更是他们，他们都是祖国人民之英雄
早
nice!!
终于啊啊啊啊啊
耶耶耶耶耶耶！！！
所以 航天员开f1也是没问题的是不
辛苦啦
行！！
全体起立！！
那年五杀，守着电视机看完整个飞天过程
哇哇哇哇！
阿弥！
太空漫游的镜头吗！
把《We Choose To Go To The Moon》《Taijin Kyofusho》《A Lovely Wedding》三首连听，你会听到人类探索太空从不顾一切的热血和勇气，到失败时的伤痛
沙丘锤爆
芜湖
怎么没人
中国不知道还要多少年才能完成登月这个伟大壮举，希望能在建国100周年实现吧
欣慰了这辈子还能等到更新
全体起立
关于我连续催更半个月这件事
绥中！！！
行！
霸占空屏
终于啊
11：55
饮食男女哈哈哈哈
致敬
爷青回
好伟大啊
我很快！！！！
哈喽
热乎的
妈呀 已经起鸡皮疙瘩了
哇!!!!!!!!!
bgm好评！！
百闻不如一见！
好耶！！！
一定行，必须行！
致敬！
致敬
终于更新了！
word妈
押韵点赞！
当代杨姓人的骄傲
致敬
致敬！
终于！！！！！！！！
那时候大专比本科还要厉害
好耶！！
做得真好
目前为止我过的航天员还没有一个按下该按钮的
终于阿！
终于
更新了！
如果说航天员一旦撑不住就可以按动
行！中国人就是行！
怎么不行啊！
这个小时候看杨红樱的书里有提到这个
记得离心机是有一个紧急按钮的
中国人，怎么不行啊！
111
先三连，后观看
好
终于等到更新了！！！！
好耶
向了不起的前辈们致敬！
亿里挑一啊，杨利伟真的可以说是非常非常牛了
终于更新了！！！
耶！
终于
压上韵了
好早
押韵了!
l看过一个相关的纪录片BGM站有
终于等到！
然后他就到了比战斗机最高高度还要高的高度
万里挑一！
致敬先辈
饮食男女的BJM嗳
我
三连了
安
记不清是祖上哪辈关注的阿婆主了，终于更了
中国一定行！
把人送上太空，是我们沉睡千年的梦
好神圣啊
先三连 养肥了看
先三连后看!
芜湖
中国人 怎么不行啊！
旁边就是翟志刚啊 果然优秀的人旁边都是优秀的人
终于更新了耶
先三连再看
好早！！！阿弥
我来得太早了
怎么不行啊！
这个时候的大专跟现在的本科是差不多甚至比本科还要
好早！！！
疯狂押韵
好早
阿弥！！
期待了好久！！
救命，其实对中国航天尽管很骄傲但是少有兴趣，看这个采访资料真的起了鸡皮疙瘩。行！怎么不行！
好棒
怎么不行啊？？！
我来发个弹幕！
终于等到更新啦
好早
好久不见啊啊啊
靠！晚了！
更新了……
必须行
必须行！
终于！！！
终于等到了
耶耶！
来咯
好早
钱老千古！！！
第688个赞
啊！中午见！
终于！！！！！
好耶！
好早好早
111111
行!
行!
好久不见
先赞在看
行！！！！
好早！
之后……之后就没了(指后期发展)
钱老千古
最早
当你看到这个弹幕你就已经不是第一了
好耶好耶好耶好耶好耶！！！！！
怎么不行啊？！
1
111
好早！
弹幕养肥再看
哦吼
第一第一
第二个赞！！！
终于等到你阿弥！
你看到我你就不是第一了
1@
11111
早
终于！！！！！
播放量为1！！！
好快好快好快
好早！
我是第一个
1
行
？
咋回事儿
我天
怎么不行！
杨利伟！
这几个真好看。
这集真好看。
先赞后看
这探索发现可真好看。
行
行
好视频就是要投币的。加油！
行！！
怎么不行啊
怎么不行啊！！！
不光是杨利伟，航天员大队没有人按过
鸡皮疙瘩就没停过
拿命拼啊
行！！！行！！！！
又一次发现宝藏！
和马龙长的好像
阿弥   我真想嫁给你的才华   虽然说我是男生！！！！
航天员开f1还需要练脖子肌肉和心肺功能
行！！！
致敬
行！
文案好棒啊
pao
kksk
为什么不叫宇航员
前排提醒 现在天上还有三个人
前排提醒 现在天上还有三个中国人
好久不见
起立，敬礼！
为中国崛起而读书
全达标了，又拖后腿了
起立，敬礼！
钱老这里真的看的泪目了
头发呢
太辛苦了吧！！！致敬
中国人从来没有跪着
钱老千古
蹦过极，失重真的让人大脑一片空白
卧槽……这直接就给我转走了
我来了！！
红 岸 计 划
行
太辛苦了
致敬
强者的发型
行！
有没有好心人求解一下，为啥我看所有视频弹幕只有零星几个
欢迎报考西北工业大学
行！！！
致敬！
致敬！
航拍中国
生理门槛目前已经很低很低了
那个时候的大学可比现在稀罕，人数比现在的211还少
其中一点就是，普通人没训练就坐火箭，上升时脖子会被压断……
感谢他
致敬！
真·王牌飞行员
欢迎报考南京航空航天大学
 建议大家看杨利伟的自传《天地九重》！
火钳刘明
！！！
美国叫宇航员，中国叫航天员
“日益模糊”哭了，曾经的英雄，随着时代变迁逐渐被一代代淡忘
你终于更新啦！！
行
致敬
彳亍
界  王  拳
行！
太棒了
画风突变
行
提前泪目 再来一遍
按下了可能就要丧失资格了
哪里有踩？？？？？？？？？？
行！！
英雄
致敬！！
《2001：太空漫游》
致敬！
有幸看过他的自传！
致敬
致敬
致敬
致敬
致敬
致敬
窦唯爱被爱
牛逼啊
这个按钮所有的航天员都没按过。
行!
行
你是飞行员吗？
航天员闭环了属于是
太爱阿弥的制作细节了！！！
样本
世阿明
千年的梦
向伟大致敬
航拍中国？
安东星随便拉12G
天哪，我看到了什么？
彳亍！
。。。。 领了
钱老千古！！！
辛苦了
卧槽 换作是我的话 呕吐物已经飘在太空舱了
大校！
好久不见！！！
行！！！
翩翩舞翩翩，年年复年年，千古飞天梦，何日上九天！
行！！！
祖师爷！
大碴子味
剪辑的太棒了
贫民窟的百万富翁
上来就是两个币
东方红一号现在还在轨道哦
致敬！
行！！
梦回桃子姐
先赞再说
没有你们真不行，谢谢
行
！
有幸见过一次
坐个海盗船就能把我搞吐
致敬
行！
行
行！！
加加林航天员基地
宰人航天！
饮食男女
邓清明，等待飞天的日子
我想起来我和我的祖国的一句：给我整个8
最大载荷要到期12g一些极端情况下
想到了宇宙兄弟
行！
来晚了
超人
这也太矮了，现在孩子很少合格
脑浆摇匀
行！！
哭了
很有趣up主但是这把我的思想搞混了up主我感觉到空虚
哪是航天选拔 简直是超人选拔赛
仅一个开头我要看三遍品文字
日益模糊的记忆，有点悲凉。
剪辑太棒了 文字和画面结合完全巧妙
行
最过山车时超讨厌失重的感觉
这里不得不吐槽 居然是按下按钮而不是松开按钮
好棒
你们有没有觉得钱老的口音很可爱
致敬！
致敬
阿弥太棒了
行！
把人送上太空，是我们千古的梦
我现在已经开始胸口闷了
好久不见啊哈哈哈
行
中国人也能搞
能搞！
精工甲
q
 致敬所有航天员
东北骄傲
