爱糖糖
糖糖水仙好磕
双厨狂喜
这个眼神好绝
唐首席真的绝
好配
真不错
绝美
美疯了
百万了
好美好美好飒好飒
太帅了太帅了
唐诗逸好绝
糖老师眼里有家国万里，再看这背景感觉出戏了，背景小了
糖糖能不能去演个女侠
好帅的将军
糖糖好美
舞刀都卡点 ，又有力道 ，太强了
每天亿遍
出息了出息了
自己奶自己
爱她
这长城左边砖头没摆好
再来逸遍
弹幕一满把背景一遮越看越上头
再来逸遍
恭喜糖糖b站百万播放再加一！
wow这就破百万啦！
谢谢云梦仙子哈哈
百万了
看到最后是广告
糖糖绝美舞蹈
我要这币有何用
霓凰，好想看糖糖演一下霓凰郡主
阿兰！阿兰！阿兰！三厨狂狂狂喜！
这刀耍的绝了
给我如沐春风！
我看到了什么？？
这力度
终于不再是哪几个白眼狼了，还有就是狗ch你是真的敢啊，秦时明月说回收回收
逆子你出息了，终于请的动唐诗逸了
唐诗逸我的神
阿兰
云梦
楼姐，好耶！！！
这什么衣服
阿兰唱的？
兰兰糖糖，最喜欢的两个人
兰兰糖糖，最喜欢的两个人
兰兰糖糖，最喜欢的两个人
网易出息了
歌美人更美
这是什么神仙组合，兰兰＋糖糖
兰兰和糖糖，双厨狂喜
这个转场美呆了
我的小将军哎
好美啊唐诗逸
谢谢你我又可以看唐诗逸了
柳月明和苏云吗
唐仙
好听好舞
这段长刀耍的帅呆了
再看亿遍
舞蹈好美，刚柔并济
好帅啊啊啊啊啊啊啊啊
这里不应该放全景吗？
啊啊A啊啊啊啊啊
好帅啊啊啊啊啊啊啊啊啊
好美好美好美不
全景啊给全景！！！
好帅啊啊啊啊啊
老婆太米啦
是唐诗逸嘛？
常山赵子龙，关山谁啊？
这个裙子好美嗷嗷嗷
少年郎
仙女姐姐好美
奶妈救人
布景那红日……真的
糖糖好美
欧迈噶
好看
姐姐拍戏吧！我们众筹
超帅 绝美
双厨狂喜
好帅啊
好帅
每天一遍
可飒可仙
倒也不必黑糊糊
感觉唐老师比较适合云梦一点
糊糊这次做的不错 韭菜没白割
我的糖
好帅啊wsl
自己奶自己
听说这玩意至少1.8公斤
水仙！
怎么办越看越可爱
背景真的哈哈哈 太无言以对了
唐唐
欢迎来到唐诗逸和糖狮逸的牵手现场
噢噢噢好！！！
睡前来几遍 狮逸明天见！
双厨狂喜
这刀真的好长
阿兰！
力量型舞者
呦这个阵容怎么都是老熟人了啊
云梦师姐！
糖终于女将军了
麻麻我看见仙女了！！！
歌舞盛宴
小说里的女将军终于有脸了
我时隔几年回到游戏，发现自己家被卖了，还要再花钱买，我再也不会玩一梦了
二代浪姐唱歌 三代浪姐跳舞
姐姐！
布景太拉跨了··
Y青筋
力度好强
这个眼神杀我
抱抱我的将军呜呜呜呜
我的少年将军
这个转刀太帅了
这么长刀正反手切换成这样不容易
谢谢你蛾子
每个动作都干净利落
擦刀好帅
这刀好长
蹲一个练习室版
我说这声音怎么那么有穿透力，原来是阿兰
额头Y字青筋
太美了
眼神绝了
么么哒
糊宝十周年快乐
糊糊不许倒闭呜呜呜少侠们永远爱糊糊
怎么有真么绝的美人
这个旗举得也太飒了吧！！！
好长的刀
小唐将军带我走吧  我要做帮你提刀的跟班
这刀耍的绝了
糖糖！！！绝了！！
双厨狂喜！！！
再看亿遍
啊啊啊啊啊啊太绝了
舞剧演员
不错不错，运镜可以
好好看
看着看着感觉也挺好的
爱死爱死爱死
开头见
糖糖真的厉害
布置和运镜真的用心了吗？完全配不上她的表演
战损cand无人能敌
她帅起来好要命
砍我小将军
真刀？
糖糖糖糖糖糖糖！
糖糖！
糖首席女扮男装真帅
这表现力 除了糖糖还有谁
糖糖糖糖
糖糖跳舞后边就算是一片苞米地都无所谓
糖糖！！
好帅啊
太美了
啊啊啊啊啊老婆
唐诗逸太帅了
糖糖连倒下去都那么真实
脸上这血多余
她为什么舞刀都这么厉害这么好看啊啊啊啊啊
将军妆容不好
服化，布景，烂到出戏！！！
救命 又帥又美 
唐将军真是帅炸我了！！！！
居然请到了我家唐老师
云梦奶人啦！
糖糖绝美
糖糖还真学过武术hhhh
水仙粉狂喜（bushi
糖糖宝贝参加浪姐好像瘦了
哇哦
谢谢你，扑棱蛾子
双厨狂喜！
糖糖！！！
这一段舞和歌词完美契合
终于！！！等到了！！！梦幻联动！！！
老公
一梦出息了
这是我老婆
唐诗逸也太帅了 舞剑绝了
好帅噢我的天
虽然是梦幻联动，但这首歌为什么能这么难听啊。。。
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸
唐诗逸啊啊啊
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸
啊啊啊啊这个转圈圈谁懂
为什么我躺地板扑棱蛾子从来不鸟我
虽千万人吾往矣
磕到了
双厨狂喜!!!
我爱唐诗逸！！！！
双厨狂喜
我可太爱糖糖充满力量与美感的身段了！
比唐诗逸本人还高的刀出现了
啊啊啊啊啊啊
每一步都踩在我心上
看得我姨母笑
啊啊啊啊好仙好漂亮
啊啊啊啊啊啊啊啊
这个眼神我好心动
可以单出个扣像版吗？
唐诗逸一人撑起整个视频
太短了
这是云梦吗
谢谢你，扑棱蛾子
云梦x关山！！！！
啊啊啊啊啊好飒
糖糖
tanhggt
啊啊啊啊啊啊！雙廚狂喜！！！
编舞可太厉害了
编舞YYDS
你砍我吧小将军
糖糖美啊
又帅又美，都好合适
这太帅了！
这对cp我站了
好配呀
这刀也太长了，感觉好难舞
唐老师好臂力
姐姐多跳些，想天天看
好帅好爱
越看越帅
一梦除了游戏之外哪都好
简直在我心巴上跳舞
好稳
太美了
好帅
美人首席
自己奶自己
看爆我
柔美
帅气的仙女
她前一秒酷飒十足 转身又温柔似水 真的太绝了
排名排名！！！
好干脆的动作，惊人的爆发力和控制力
唐诗逸水仙
糖糖又美又飒
看这个旋转就知道这个刀绝对不轻
双厨狂喜！楼姐糖糖！
“再看一眼 再来亿遍”
只有糖狮逸配唐诗逸！
浪2和浪3的姐姐
想看舞蹈室版本
红糖好美，红糖好帅！！！
我爱吃红糖！！！
哈哈哈哈
再看逸遍
看唐诗逸舞刀毫不费力，其实很难
双厨狂喜 阿兰盒糖
唐唐浪姐不成团天理难容
这是卖艺不卖身的花魁
她这等于古代的花魁
我命中注定的老婆啊
谢谢你，扑棱蛾子
老婆老婆老婆
啊啊啊啊啊啊啊啊啊
老婆老婆
网易怎么这么巨，总是能请到糖糖
哇塞！热乎的！糖糖！
老公
抱歉，这是我老公
到底都能这么好看，哭了
敌军“一定给老子活捉”
战损小将军，开头见！
阿兰唱的吗？
真的绝
这个刀舞的，太美了！！！！！！
这个翻身好帅！！！！！！不给全景是为什么！！！！
战损小将军好帅啊！！！！！！！！
唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds
小将军好帅！
开头见
唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds
唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds唐诗逸yyds
一“奇”千里 ？？  那个字：骑  读作  ji 
太帅了！dream一个古装戏演女将军，兵器直拍也可以~
千人共赏唐诗逸
老公来砍我
糖糖真的好美好美呀
姐姐绝了
耶耶耶
阿兰唱功依旧
帅哥，
好帅    我人没了
老婆老婆老婆
突然发现bgm是阿兰的
好美
小将军帅死我了！！！
好帅！老公，
糖糖
小唐将军带我走吧
歌舞双绝
太爱了
网易真会玩
啊啊啊啊啊啊啊糖糖
跪求练习室呜呜呜呜
阿兰与唐诗逸歌舞联动绝妙
优雅，实在是太优雅了！
你倒不如搞个白板
人美舞美歌也可
卧槽
绝了糖糖
好有感染力啊
可盐可甜
糖糖糖糖
梦幻联动，阿兰和唐诗逸，绝
好漂亮啊（呆）
为啥我听不到厮杀声，我是聋了吗呜呜
太绝了太绝了！！！！！！
姐姐好会跳
阿兰和糖糖！双厨狂喜！
漂亮姐姐
唐诗逸！
懂了，蝴蝶是我们云梦！！！
好英气啊糖糖
我要这币何用…
德鲁伊么这是
梦动千湖
糖糖！
这一段好仙。
开头见
啊啊啊啊 我嗑了
哇哇
这刀真帅，真好看
haomei
掰手腕断层第一不是吹的
好帅好帅
唐诗逸绝了
美极了 我的首席老婆
老公
糖糖 砍我
演的好好哦，天仙
奶了自己一口是么
托刀动作帅炸。
这一段舞蹈好美。
这把刀比她身高还长
战损装太迷人了。
真的换封面了耶
美
关键舞刀还得卡点，这核心力量牛了
今天看了好多遍了 真好看
开头见
唐唐
好温柔的妈咪
云梦快拍个绝学
弃医从军，29号以后我就是关山！
有没有看完这个再刷绝对的
太短了
唐首席能舞能武
云梦水攻照样能打，但是关山提刀很帅啊
哦买嘎！我的心巴！！！
阿兰唱的？哇
好干脆！好喜欢
用铳呀，关山
啊啊啊啊啊好喜欢
天呐这个青筋
糖糖宝宝
不愧是中歌首席
独一无二绝美的糖糖
糖糖好美糖糖最棒
云梦校服太好看了  能不能搞这个层层叠叠
感觉特效和布景都好廉价- -
看出来了，糊糊没有逆水寒有钱
唐小将军，唐佳人，水仙，水仙
糖糖学的就是八斩刀吧
就是背景舞美有点简单
太帅了！！！！！
糖糖！！！
真香，网易好样的
好喜欢这个转场 唐诗逸好有气质
看我刷到了什么？！
这个转刀太厉害了吧
好爱这个托刀的动作！
唐诗逸
舞刀不容易啊
双厨狂喜
好帅啊
十音！！？？
呜呜呜，好爱糖糖的转圈
这个腿好利落
连指尖都这么美
好仙好仙啊
一骑ji
糖糖！你是我的神！
一枕华胥
云梦别水攻打输出了，快把姐姐奶起来啊！
不愧是首席
飒！
唐诗逸唐诗逸
唐诗逸贡献了100分的表演  制作五毛线的背景
太仙了
糊糊，这次真的要表扬你！糖老师跳舞yyds！
糖糖
好梦长圆！
除了那把刀让我很不满意，糖糖真的哪哪都让我很满意！！！
这刀舞的太帅
裙子转起来好美
帅的惨绝人寰
糖糖！！
拍的不好
帅姐姐你戳我 我好戳
糖糖！
哇 九百人一起看
阿兰唱的也好好听诶
这运镜就没看清过几次脚部动作
水仙就是坠吊的！！！
太帅了
好稳啊
快说谢谢扑棱蛾子
阿兰
这一看就是有武术功底的
唐小将军！
阿兰～
糖奶妈奶一口糖将军
我奶我自己？
小唐老师好帅
帅死我了！
好帅！好美！！
这刀耍的痛快
编舞差点意思
王心凌歌迷前来报道，糖糖真美！
听说这把刀很重
糖糖又美又飒！！
好喜欢糖和网易合作的舞蹈，都是挚爱
好美
看到糖糖我直接就是两个币
自己给自己治吗哈哈哈
有点像千铃套
这个布景太不走心了吧……
这把刀在路透里比唐诗逸本人还长！
帅炸了好嘛！！！
关山即我，我即关山
他很適合演俠女啊
就问这个耍刀内娱有几个人能舞的？？？
国家队首席是易烊千玺
这编舞不怎么好，感觉有几个动作像洛阳旧事里面的
怎麼人氣這麼高 比他在浪姐的視頻還多人看
绝了这控制力
最喜欢女侠
小唐将军好帅！
糖攻糖受？
糖狮逸！！！
太绝了
啊啊啊啊啊啊啊啊
云梦亲女鹅！
见唐进
糖狮逸！
再来逸遍
糖糖舞唐刀
这刀咋那么长啊
好帅的糖
唐诗逸和糖狮逸最配
笑死布的这个景还不如不布
刀舞的太酷了
阿兰！
想个办法嫁给唐诗逸唐诗逸唐诗逸
妈妈救命 她跳舞可以跳出抑扬顿挫
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸
太美了
糊糊答应我 以后嚷唐老师包了好吗 我给你花钱
糖糖！！！
我救我自己
这一刀挥进我心里
女子弱
小唐将军少年将军
怎能说
若你张眼见了我
这个表情看哭了
一瓢即覆海阔
糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖糖
好美啊
这个脖子上的筋绝了
女儿不恨水弱
长城拦不了我
金戈断铁索破
战马热引高歌
糖糖糖糖
长城拦不了我
金戈断铁索破
糖糖！！！！
我救我自己hhhhh
战马热饮高歌
也太拼了吧，广告也太多了，重置基金我就回来
只要糊糊你一直能请到唐诗逸，我就一直给你花钱！
逆子。你终于请糖糖了
啊啊啊啊啊
只要你一直能请到唐诗逸，我就一直给你花钱！
战马热饮高歌
再来一次
糖糖舞刀也舞的好利落啊啊啊啊啊
练习室练习室
唐诗逸我的神！！！
我词穷了，就是绝了
哪里来的潇洒英俊的小将军！
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸
双厨狂喜啊，狂喜，阿兰的歌，糖糖的舞
这个是将军的女朋友吗
唐老师！酷！是我最爱的糖糖哎
糖将军请你砍我
糖糖！！
再来亿遍
鬼知道我看了多少遍！
她在我心里一直是最漂亮的女子
多看几遍，就可以忽略这背景，满眼都是糖糖
这个转刀啊啊啊啊啊啊
开头见～
我去去去去去去！！！
好帅
啊啊啊啊啊这个转刀
出息了糊糊！
太美了吧
唐横刀
医女好杀我呜呜呜呜
好美
太美了
再来亿遍
看糖糖
救命好绝
好短，不够看啊
布景太敷衍了吧！
水仙！
糖糖老婆
唐将军帅气
糖糖好美啊
背景不行
糖糖！
浪2+浪3
是糖糖啊～
糖糖糖糖
然让我们说，谢谢你，扑棱蛾子
小唐将军
终于能奶到了
糖佳人绝美
太好看了吧
糖糖好美
爱了爱恋
从头再来，看不厌
徐克导演在看吗？？你的武侠剧就缺个唐诗逸了！！！
自己奶自己一口哈哈哈哈哈哈哈
唐诗逸眉宇间真的绝了
看了好多遍了
糖糖！
糖糖啊啊啊啊
双厨狂喜
糖糖好飒
啊啊啊啊啊啊
唐诗逸
水仙就是完美的
糖糖演古装女将军一定很飒
哈哈哈哈我奶我自己
摔得心疼了太有感觉
太帅了
刚柔并济
少年英气勃发
835人同时观看
小将军好帅气
跳到人心巴上了
绝
神仙作品，她是舞者里独一无二的
小将军
，
我们云梦就是这样的！！！！！！！！
唐将军好帅，想嫁！
唐将军好帅
绝
她的裙子会跳舞
糖糖这是真的会武术吧
唐老师！酷！是我最爱的糖糖哎
这背景是幼儿园水平吗
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸​
唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸唐诗逸
哈哈，想到《梦华录》里天仙的舞蹈哈哈哈
糖糖
糖糖加油
？？
糖糖舞刀的样子好帅
糖糖的舞蹈总是这么惊艳
歌好听人也好美
糖糖
糖糖真的是可美可飒
歌曲搭配上舞蹈，好有感觉
被实力圈粉了
仙女下凡辛苦了
这个服装好好看
不愧是国家首席，连表情管理都这么好
九敏！！是谁眼泪从嘴角留了下来！
沉迷糖糖跳舞，无法自拔
姐姐拔刀太帅了！！
wc！！挥旗子好有力量感！
又是被糖糖舞姿惊艳的一天
战损+边疆，关山版姐姐我真的会心动！
糖糖跳舞太有感觉了
爱了爱了，这次真的很有排面
糖糖的舞蹈永远都是这么干净利落
速度围观糖糖跳舞
双厨狂喜，梦梦你好厉害
为糖糖打call
糖糖穿关山门派服好帅
糖糖的舞姿好绝美
女儿的柔美和战士的铁血555555
滴！君王卡！
这对比！！太强啦！！
糖糖跳舞真的好美
DNA狂动！
我为姐姐打call！我为梦崽打call！
糖糖好美
唐诗逸，你是我滴神！！！
糖糖和一梦，这是什么梦幻联动
舞刀好帅！！！！
糖糖好会，这个旋转爱了啊
啊啊啊啊！是糖糖！！！
好配
这个张力绝啦！！
全职关山，我已经心动了
弃医从戎，故事好棒
555梦幻联动！！
555仙女倒了是谁想哭我不说！
转场的舞刀感觉太酷了
好帅
妈妈快看！是仙女！
神仙无敌！！
哈哈哈哈哈哈哈哈这个景跟玩似的 
自己奶自己。。。好好笑。。。
是谁家的仙女在跳舞
舞蹈的柔美感好棒呀
妈呀，转场无敌
谢谢谢，糊糊直接晋升贵妃
看了好几遍，出不来了
背景的真很像在开玩笑
太！好！看！啦！
我直接吹爆！
舞刀？！舞刀？舞刀！！
这个力度我真的好爱
糖糖真的好绝
圈粉了属于是，关山设定好棒
唐诗逸，还的是你
胡说这招明明是梦动千湖
前后反差处理地好绝
连眼神里都有戏，拍的好好
这个裙摆转起来好美
这个帅气的姐姐爱住了
这个转场太棒了，舞装变戎装
好哎！梦幻联动！
多和糖糖合作，糊糊！！！
姐姐，是漂亮姐姐！
我就是云梦关山啊哈哈哈
555力竭那一段真的太爆炸了！
一梦，你出舞蹈去吧555
谁没看这个，我都会伤心！
国风满满，今年最喜欢的曲子~
再来亿遍！
一梦的歌好像一直都挺好听的
我的仙女糖糖
歌都这么好听，关山肯定棒
再来亿遍怎么够！
为唐诗逸而来
没文化的我只能来句卧槽真棒
惊喜来得太快
这段舞我给满分可行
已经开始期待关山了！
9命！梦幻联动！
歌词太有感觉了，沉浸感max
仙女下凡辛苦了，哈哈哈
哇哇哇，是漂亮姐姐哎
美女姐姐我太爱了，帅！
来了来了，前排围观女神
真好看，我是说舞者
糖糖绝啊握草
糖糖好棒，一舞动人心
直呼太棒了
这衣服不就是云梦新校服？
姐姐太酷了，真的帅呀
词穷到只会说好看
我命运般的老婆唐诗逸！
超喜欢戎装镜头~
不愧是国家队555
意境美了属于是，代入感很强
居然是云梦！！！！
救命，妈妈问我为什么跪着看视频
太A了！！！！！
关山我来啦，这个就当战歌了
这转场我就问还有谁！
别说三连，三十连都不过分~
这样的云梦真的好仙
太可了！
是漂亮姐姐！
姐姐我好可，唱出感觉了
我宣布糊糊最棒了
速度来为女神打call
唐诗逸，还的是你哟
动作好飒啊，爱了
谢谢扑棱蛾子
让我看看是谁家仙女在跳舞！哦，我家的
能听到背景的厮杀声，细啊
我就是关山同袍！
真好听呀，柔声部分赛高！
神仙舞步，段翻跳后路
这次暑期资料片杀疯了！
舞刀一绝！
气氛起来了，我现在就去下载游戏
姐姐这个是魔法，不是特效
厉害的厉害的
真就超级棒耶
么么么
唐诗逸还是唐诗逸
谁以后再骂我糊宝我跟谁急！
特效好绝
哈哈哈哈哈哈
演出了两种不一样的感觉
糖糖鲨我！
这身衣服绝美
真的是同一个人吗
糖糖终于和一梦联动了！爷青结
这身衣服绝美
