一播放！
第一第一！！！！
刚刚
看到这条的时候年已经不是第一了
经典1播放13赞
刚刚！
播放1
一播放132赞，b站特色
好家伙
第二名！
好耶
美食博主家真是什么都有呢
啊，我是第一！
我超，原
25个！！！
我好快
家中常备
逐渐变成化学实验室
最早的一次 霸占空屏 一播放两弹幕
好前
我还以为你们失踪了
美食博主家真的是什么都有
绝命毒师
刚才得脸看起来好像莫娜诶
《仅仅是这样》
莫娜？
《家中常备》
《省钱》
家中常备一个工厂的车间
离谱
《家中常备》
-家？ -no，实验室！
莫娜！！！
《多是一件美逝》
好早
《省点钱》
真的有钱啊
刚刚
有人吗
专业团队
第一是我的了
？？？离谱
泡泡诶
《省点钱》
《家中常备》
那我当个第3768吧
为了省点钱，所以花点钱
“省点钱”
又不是不能用doge
离谱
一模一样
给他投！
《省钱》
《家中常备》
《也还行》
哇，刚刚才400+现在1000+了
《实验室》
《省点钱》
美逝
为醋包饺，悲伤事（bushi）
[常用]
美食博主家里有几个实验室不是正常的事情吗x
《省点钱》
助力每个梦想
空屏是俺的啦
一模一样
为了省点钱（时间）斥巨资（不想再折磨自己了）
我敲，原
他们甚至动用了洗衣机的亲戚，他真的，我哭死
《家中常备》
少打一半 只打一半 一个意思hhhhh
一模一样
家中常备小电器又增加了啊！
一模一样
重新定义家中常备
？？？？？？
?????????
啊啊啊啊，终于更新了
？！
“家中常备”
省钱
注意防火，大家不要学！
？？？？？
血贵
卷！实在是太卷了！！！
“省点钱”
好像汉堡
好耶！
完了，看了这么多期居然让我感觉这个价格不是很贵。
省点钱
一模一样
给了
以后保鲜膜厂商直接找你俩测试质量吧（doge
发现新大陆
？？？？？
《家中常备》
好家伙
一模一样
我一个化学的本科生，做有机有毒的实验都这么严谨过，
正片开始
什么是甘纳许？
一模一样
家中常备
开始挣扎
确定不是糖的问题吗
考虑出个保鲜膜测评吗
秋刀鱼老师有办法
《省点钱》
十个仪器十个认不到
是我吃不起的样子
本期最低成本：保鲜膜
都逝了...
莫娜！！！
《泡泡糖》
你币有了
好家伙，我旁边是塑料自行车锁，味贼大，代入感极强
一模一样
哈哈哈哈哈实验室喜提新设备
没用的小麟
真就开始挣扎了是吧凯撒（）
好家伙，又多了台机器
能试的都逝了
赛巴多拉贡
有没有可能就不是用保鲜膜做？ԅ(¯ㅂ¯ԅ)
投币了
开始挣扎
爷爷，你关注的up主更新了
小王好美！
辛苦了
莫娜吗？
还热着
牛蛙牛哇
可是上次睡莲你就说最绝望啊
一模一样
？？？？？
开始挣扎了
塞巴多拉贡
up家多大啊？放这么多家电？
??!
打印完一块擦 擦的时间不就少了
省点钱
一模一样
保鲜膜大户
？？？？？
你家一个月电费多少钱
这玩意大概率有吸入毒性 建议防毒面具-0-
两模一样
挣扎
你这尺子是2维产物所以这么量是吧
好家伙 我们实验室都没这么全乎
要不……试试气球？
建议外包给小何（
太辛苦了
挣扎开始
哇啊啊啊啊啊
吹不行吗 吹糖
创想三维的6啊
《茅台》
没有最绝望 只有更绝望
小王好棒！！！！！！！
好耶！！！
哈哈哈，太太神吐槽
一模一样
卧槽 霸王
好家伙
《茅台》
要不咱们换一款糖？
一模一样
逐渐离谱
我要的是手办底座？[脱单doge]
哈哈哈哈
辛苦了
我在看美食视频吗
草
《麟宣森 生化团队 》
靠莫娜
6000+
师傅你是干什么工作的（doge
建模区up主
《再次定义省点钱》
一 模 一 样 
哈哈哈哈这个罩子
泪目了，他真的，我哭死doge
顺便做期保鲜膜测评吧
一模一样
亲亲，这里建议去找小何呢(doge)
好早诶！烫的
原来你也玩原神（doge
？
麟森堡
美食博主逐渐变成实验室
这个对照实验平行组是真的全
看到这 决定剩的最后一个硬币给你了
你也做出脾气来了～
开始挣扎
一模一样
原来是老白本白
我发动力量焊接
对照实验
又撒娇
逃避不掉的开局重来
树枝？小黑子树枝666！
欧巴累！
光固化的话确实可以家中常备，毕竟也就几百块钱
冲这玩意，两个圆圆的给你了
批发保鲜膜
太卷了
我超，原！
巧克力自己？（doge）
美食博主家里真是什么都有
挣 扎
一模一样
好麻烦啊
霸王处刑曲
有没有一种可能，是用气球或者模具做的
辛苦了
一模一样
哇，真的好好看
好家伙
翻译：都只打了一半
小王牛逼！
不要靠近3D打印，会变得不幸
三连了，泪目
好家伙
最让我震惊的是他每次买的工具居然以后都会用上
夕阳16000
好家伙
给你给你
开始挣扎
哇
咱要不发篇论文吧
从未如此早过，好幸福
样一模一
一模一样
一模一样
你家是真的大
找个弹性系数高的塑料膜喽
买家秀vs卖家秀
家中常备实验室
发个弹幕吧
你币有了
家中常备
《家中常备》
有没有一种可能，是保鲜膜崩太紧了
卧槽 原
十分钟哦！！！
经费爆炸
开始挣扎
拿喷火枪烤一烤试试
一模一样
卷王
你都这么说了 我先退出去投个币
泪目
挣扎
我居然觉得价格还行哈哈哈
最早
哈哈哈哈哈笑死放糊了
不逝办法的办法
这个昂贵仪器，可能我知道为什么前面打了个莫娜了……
一模一样
这就是实验室
刚才你说了吧 你说了欧巴累了吧！
好家伙开个实验室整得跟做饭一样（doge）
刚刚一瞬间语气好像淦淦惹
为啥不用气球
要不然自己做个保鲜膜吧（即答）
是个狠人
糖罩都是硅胶模具做的啊
谢谢你让我看到这么昂贵的仪器
太卷了
你都这么说了，投币
家中常备小电器又多了亿点点
助力每一个梦想
《币比赞多系列》
小王好厉害!
笑死，去找小何
币给了
第一次知道保鲜膜也有这么多种
我的眼睛就是尺子doge
你们实验室要研究生吗
画工图画一天
小王和她没用的男助理
这期不会是保鲜膜测评吧（bushi
《美 食 博 主》
一模一样
科技美食区up主
哈哈哈哈哈哈
说吧 现在是5:00有人到吗？
艾素糖？
要不下次打印前考虑地上铺一层废纸？
树脂666
家中常备的小电器
《家中常备》
《省点钱》
砂轮
好近！
这不莫娜
明显是实验室……
你干嘛～
莫娜？
为什么不用气球呢
这是丁晴手套不是橡胶手套
好看！小王nb
拖更这么久，你好意思吗？
保鲜膜测评
挣扎，都可以挣扎，满血挣扎
好家伙，又多了一个机器
说真的，你家真的不是实验室吗？
这个和气球皮好像
你们为啥不用气球试试
绝命毒师
朦胧的美感
一模一样
泪目了，他真的，我哭死doge
雀食厚了点（doge
挤出式3d打印机
一摸一样！！！！
逐渐离谱
舌头，好多的舌头
这是我为了做出来，我的挣扎
该考虑给家中常备买套别墅了
看你买了17卷的膜就勉为其难的给你两个币
一模一样
挣扎啥啊，这不霸王的吗
自己说，错哪了？
超高校级的绝望料理
真有耐心真能肝
家中常备的3D打印机是吧
不知道的以为老白在世了
美食实验室是吧
相同的蛋糕有三块，要上了游马！
三连！
这么高温用气球会毒死吧
《省点钱》
。。。
...
助力每一个灰飞烟灭
国家重点实验室
开始挣扎
瞬间即是永恒！
太不容易了，哭了
实验室
小组作业（bushi
小王子回家后蒙尘的玫瑰花和玻璃罩
我记得你俩都有点保鲜膜强迫症非要绷平，有没有可能绷太紧了？一开始松一点不要拉平
好了
？？？？？？？？？？？？？？？？？？？
这年头夫妻吵架的点都这么奇怪的吗？
哈哈哈哈哈哈哈哈
霸王？
《家中常备》
点赞少就是最绝望的视频了/doge
那再先搬个大点的房子吧doge
电子流了是吧
哈哈哈哈哈哈哈哈哈哈哈哈救命
哈哈哈哈哈为什么不买熔融3D打印
《易撕不易破》
这事你要问一些模玩区的up
那个不如去找专职太太来帮你把阿b上有个男女娲要不以后你找他
草。。。这玩意在学校用过
额，放吉他用的可以调湿度的柜子可以吗？
控制变量法
你个男助手敢凶小王？
绷太紧了吧
为了完全复刻啊
一模一样
进口也就那样哈哈
《穹顶》
气球会烫破吧
不拿百大 都对不起3D打印机
貴飞
一模一样
《省点钱
一模一样
一模一样！
《为什么不用气球呢？》前面发的，笑死我了
好家伙
美食圈太卷了
美食博主家真的是什么都有呢
卧槽
《单独一间房》
天啊
实验室都没有防毒面罩
？？？？？？？
《占一个房间》
容易着火
没有光敏树脂的可以用脆弱树脂
那就不要打印底座
太卷了！
天呐
我去
开成这样快败了
和买一些家中常备的啸电器
你们城里人真会玩
这是我们学校实验室里用的3d打印机
来辽！
有没有试过不同的人？（doge）
3d 然后夹模 然后3000目抛光
一模一样
电器区up主
一模一样
为什么不用气球？？？
你好，麟博士
小王好美
投个币回回血呜呜呜
开始挣扎了
哈哈哈哈哈哈哈哈哈
小王好美。
好家伙，比我学校国家重点实验室用的装备都高级
GX专场
好牛
凯撒处刑曲
《出 祸》
币比赞多
太有耐心了
哈哈哈哈哈
《  简  单  》
或许可以用气球？
已经跟吃的没关系了喂！！！
或许？气球？？？
助力每个梦想
《  省  点  钱  》
yysy抽湿机海真就是家中常备
一模一样
看来家中常备要重新定义了
没用的男助理
一模一样
有没有一种可能，他已经把鸽子肝出来才这么说的
这是什么保鲜膜测评
或许你可以试下小型液压机毕竟我我看你们好像也不是不太难狠心
…这不是我们实验室的同款3d打印吗
真的扎心了
他真的 我哭死
美食区是真的卷
用包表膜
！！！
一模一样
艺术创想是吧
你最个蛋糕和我debug一样
把这个保鲜膜的名字给我发出来
光固化最合适的还是做精细度要求高的手办。
一模一样
《饼子》（doge）
终于更新啦！！！
可以试试气球吧
开个厂吧哥
截然不同（bushi）
封口膜了解一下
糖罩用气球，定型戳破就好了
哈哈哈达成新成就，保鲜膜测试
应该三连了，确实震惊我了，但现在才不到四万投币
排列组合
下一步是不是要光刻机？
达成更高成就，保鲜膜终极测试哈哈哈哈
皇上皇是腊肠
沒問題，彈幕就刷起來哈哈哈
一模一樣
要不试试用一个受力面积大一点的边框去压
这个圈不行
一模一样
能去你家读博吗
小王是时候体现一下家庭帝位了
短短几秒我已经感受到了痛苦（bushi）
太有毅力了
割一刀不就行了吗？
一模一样
大家好，这里是曹操
一模一样
用丙酮泡啊
助力每一个阿婆主的梦想
哈哈哈哈哈哈就
根據材質 拿去做丙酮或是酒精蒸汽可以消除這些細紋
只有你会
我投资了
一摸一样！
和我们实验室的一模一样！
《家中常备》
想去小王家做实验，平台设备很完善（bushi
用气球包保鲜膜如何？
《家中常备》
什么是甘纳许？（走错）
哈哈哈哈哈哈哈哈
一直以为打印机都是这样的.....
起雾了（x）
泪目
一模一样
为什么不用气球嘞
我的回合！
莫娜好耶！
开门，社区送温暖
一模一样
错在，不该做这个东西。
茅台
气球
我哭了
助力每一个梦想
开始挣扎！
不准凶小王！！！
啥都有！！！
？
这玩意好像一万来着
气球？
开始挣扎
原来这期是保鲜膜测评
哈哈哈哈哈哈
霸王十代
我去
《家中常备》
开门，快递
好家伙
哈哈哈哈这个这也倒是家中常备的同款了
美食区海森堡
气球不行吗？随便拿个球不行吗？
直接玻璃罩，你不吃我们都当不知道
哈哈哈哈啊这个我家真的有，1.5k
必须投币回回血
再过几个月，可能需要买个房子
《雾里看花》
家中长备
别吵啦
铁穹
建议用TT
也许可以负压试试，慢慢减压
你要不放个布在这里
毛线球...
一模一样
脆弱树脂
做个保鲜膜doge
难受啊
真·又氪又肝
你也要像某胶佬一样被请一次吗？（
…真的我们实验室都没这么全
嗨森博格
有一说一，抽湿机确实是家中常备小电器
实验室
创想三维！
…我有问题你们两口子是什么专业的，也太实验人了叭
梅姬斯图斯卿!
我去你也...
哈哈哈哈哈哈哈
垫地垫
小麟开个实验室吧
自己嗯那个生产模具，非得跟保鲜膜较劲
在3D打印老手看来，这真的不是特别贵
拿75摄氏度的热风吹一下就透明了
家中常备实验室
开始挣扎！
一模一样
挣扎起来了
哈哈哈哈哈
？？？？？？？？？？
我先去投个币
成本巨大
用气球不行吗?
夕阳16000
从头开始做保鲜膜（bushi
美食up变测评
大碗拿铁：做糖罩，这我熟
失踪人口回归
自己打磨边缘嘛
一模一样
一模一样
家中常备（2/1）
《家中常备》
高级实验室
哦原来是美食区up主啊，我还以为是手工区的
室内温度有没有考虑啊
罩子越大，嘟嘟大魔王越坏！
可以 这次不白嫖你了
太强了
或许用3d打印打个半球？
一模一样
一模一样!
保鲜膜测评（确信
家中常备（3/1）
《家中常备》
给了两个币
省钱？
对照实验
太牛了
易撕不易破
出一期测评吧，你们绝对专业
不许凶小王
决斗！
挣扎
一模一样
真的 比我们学校的设施都好了﹉
不准凶小王
有瑕疵可以手工打磨一下嘛
保鲜膜！
我已经忘了你要做啥了
助力每一个灰飞烟灭的梦想
《研发》
一模一样
已投币
单房间，通风，化学药品气味，打印还要长时间稳定供电，不怕警察蜀黍误会嘛
要不咱用气球？
就当下雪了
一模一样
你们为什么不用气球呢？
挣扎！！
为了生存下去，这是我最后的挣扎
大家把严谨打在公屏上
hhhhhh
麟溢事件（bushi）
太好看了！！！
明天刑侦大队来敲门
一模一样
买买买
来人，上丙酮！
什么是甘纳许
有没有考虑申请一个博士点？
增材制造实验室哈哈哈哈
哈哈哈哈哈哈哈绝了
一模一样
光固化那个是因为你没固化完全
气球试试
这可以用气球吗？（思考）
看看人家，人家夫妻吵架的理由都和我们不一样！不一样！
是你吗，莫娜
一摸一样
好眼熟，我们学校的好像就是这个
《工业区up主》
莫娜！！！！！！！
挣扎
超融合
比我工资都多……
爱迪生….？和灯泡？？？？？
三连拿去
一毛一样
一模一样
为了生存下去，这是我最后的挣扎
《小麟家的实验室》
一模一样
一模一样
气球不行吗
一模一样
一模一样
速攻魔法！狂战士之魂！
图啥？
这里你搞个模可能会省事
    那为什么不反过来呢
可能是空调温度太低了不利于鼓包膨胀
投币投币
可以出一期保鲜膜评测横评
这是你见过最后一只怪兽了
哈哈哈哈哈哈哈哈哈
一模一样
开始挣扎了
挣扎！塞巴恩多多拉贡！
还多花了买模具的钱
《生化区up主》
是打印区up主，不是美食区（doge）
开始挣扎
握草，和我学校的一模一样
莫娜诶
？？？
严谨的高效的专业的
更改磨具的压强
一模一样
哈哈哈哈哈哈哈哈哈哈哈哈
样一模一
做实验搞得和做饭似的
每次都能让我一秒投币
凯撒麟？
你真的是美食博主么。。。。
一模一样
我家里有666个树脂
《美食区up主》
我做实验要是有这么有毅力，大概已经有几篇文章了吧
保鲜膜下加个球啊
丙酮啊，如果是abs塑料的话
一模一样
像极了做实验做不出的我
优点：家里保鲜膜这辈子用不完
简直是牛啊
电脑版咋投币啊
开始挣扎
处刑曲来了
凯撒:挣扎
可不可以多叠几层试试？
大家给我哭！
《省点钱》
一模一样
不专业的提问：可以用气球么？
一模一样
一模一样
将保鲜膜超融合
可以试下taotao
做视频才是副业吧
一模一样
atk16000
新概念家中常备
经费爆炸
你干嘛～哎呀
以后不做up也可以转行
我也给我家尺子看视频了，他说他不会
原神好评
你币有了
有没有可能用气球沾糖浆
投币回血
3D打印专业学生路过
美食区天花板 卷王之王 服
这是会潜水的万叶？
先投币后看
用气球不行吗
气球？
塞巴多拉贡！
公屏
保鲜膜测评
哈哈哈哈哈哈哈哈
一模一样
等等！我在看什么视频！
草
模具
地没擦干净
绝望毒逝
我先投币了
工业酒精不是甲醇么？
《为了省点钱》
有没有一种可能性 直接在里边充气好点
塞巴多拉贡
阿婆主做的不是蛋糕，而是实验（doge）
。。。。。
妈妈呀，这是我见过第1个硬币比点赞多的视频
我觉得我们家种地的那种膜可以
一模一样！
太卷了
进口
挣扎
AG大神在自己的综艺里教过，确实是用这种方法做的
开始挣扎
一模一样
你们知不知道生物实验有一种东西叫封口膜
真的是家
一模一样
家中常备
哈哈哈哈
为什么当初不买这台呢
哈哈哈哈天呐
???
开始挣扎
美食区是真的卷
投币比点赞多系列
卷王
一只手叠一只手
要不试一下用气球？
保鲜膜测评
看进度条立刻就意识到事情不对。
？
这个对于小麟家那个地区确实是家中常备了
你试下糖的种类
你干嘛
网上找平台打吧。。。
你干嘛~哎呀
这么大没有自动调平？？？
其实最好用高度医用酒精，现在hend
《家中常备》
用气球？
气球：你当我是吃气的？
支撑没加好
一  毛  一  样
刚那是莫娜？？？！！！
控制变量法
退出全屏去投了个币。。
凯撒亮转行了
牛逼
一模一样
那么问题来了，什么是甘那许呢？
一模一样
一模一样
才反应过来是做蛋糕的
美食区是真的卷
《茅台的杯子》
糖下保鲜膜下加罩子下加温
一 模 一 样
这种求实的精神！！！！！我真的感谢！
化学实验室哈哈哈哈哈
美食区up
一模一样
哈哈哈哈哈哈哈哈哈哈哈哈
我看的是美食视频？？？
暗黑神召
要不在买太抛光的吧
助力每一个flag
有没有可能人家是用的气球
哈哈哈
保鲜膜测评
泡泡给我，我要炫
三连了，太肝了
都逝了
您实验室要研究生吗，我本科3D打印
保鲜膜测评区
哈哈哈哈哈哈哈
DNA动了
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈好心疼但是我笑出了声对不起
这是做菜呢
我去
美食区变化学区
除去打印机 都可以变化学区UP主了
一模一样
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈h
开始挣扎
《让3D打印更没好》
《易丝不易破》
……？？我真没想到
我觉得你可以3D打印出来个模具，再裹上一层糖
绝命毒师同款
进度条还够，请放心食用
FBI（幻听）
这个是丁腈手套，不是橡胶手套
一毛一样
这不是我的万叶嘛
全能小王和她没用的助理小麟
要用同款油漆桶！教程有说
、7
有没有一种可能是糖的问题
磨砂罩子（
绝望区阿婆主
保鲜膜测评
前面最低成本保鲜膜我直接破防（doge
一模一样
我滴天
？？每期巨资（1/1）
《家中常备》
问题来了，剩下的保鲜膜怎么处理呢
用气球啊
热吹风机同时加热
用气球不好吗？
AG比赛说过保鲜膜吹糖是要扎一个洞的
毫无波兰（幻视）
为啥不用气球
太卷了
正愁今天硬币没处投
怎么感觉你很兴奋啊doge
《家中常备》
一模一样
于是买了个洗衣机doge
保鲜膜：勿cue
熟料小人好评~以后去你家白嫖几个（手动滑稽）
阿斯托洛吉斯·莫娜·梅姬斯图斯！！
阿斯托洛吉斯·莫娜·梅姬斯图斯
可以把模型发淘宝用工业级打印机打啊
这个必须通风
都是钱啊
《美逝》
省点钱？？？
《省点钱》
币比赞多
用气球再外套一个保鲜膜可以嘛？？
第一眼以为是舌头
霸王？？？
不准凶小王！！！！
一模一样！
小王别气。我帮你揍男助理doge
有没有可能就是涂在球上。。
绝命毒师
感觉气球更好做一些
助力
？
我第一反应是自己做…哈哈哈哈
不要吵了，你们不要啦
挣扎一下
你买桌面级光固化打印机打大件就这样
？
绝命毒师？
PE保鲜膜没有塑化剂但是延展性不好
？重新定义省钱
有没有想过往里面充气让保鲜膜自己鼓起来
您的实验室招研究生吗？
看成舌头
PVC膜好像可以，就是不能长时间用
打磨用电动工具呀
问：你们家到底有多大
美食博主家里怎么什么都有啊
标签里有：家常菜（doge）
霸王处刑曲
开始挣扎
我想说气球上盖一层保鲜膜不就行了
艦啗（简单）
把气球做出来的糖罩打磨一下行不行
你要做什么来着
安柏的腰包！！！
挣扎起来了了！！
这……是食品级 能吃的吗
也许……是糖的问题呢？
磨具太尖锐了
？？？？？？？？？？？？
美食视频X 保鲜膜测评✓
这都是大棚的膜，你贤惠我还贤惠呢
这居然是我学校那种诶
哈哈哈
好家伙马上邻居报警
啊这
什么起电盘
第二天就被举报了
发~动~暴走~魔法阵
热的！
一模一样
你没有发现原视频用的是口径更大的桶吗
还不是在3D打印（doge）
开始挣扎
小组作业那个笑死我了
不懂就问，这一步必须要四只手吗
不要凶
我被吓到了这
做个8D分析吧…或者FTA
厚糖罩可以打磨一下
梅姬斯图斯卿！！
开始挣扎
拉伸膜吗  俺搬家买了一卷真的很好用
我记得前段时间糖罩很火的时候，有大佬总结了规律
这不在买一台抛光打磨机？
互相伤害
我是他们家楼下卖糖的  现在已经买上汤臣一品了
阿吉斯托洛吉斯莫娜梅姬斯图斯
这个不是保鲜用时装货固定用的膜吧
???
一模一样
很好奇，那甜品大佬的那些模具是怎么打印的啊？
换塑料布不行吗？
啊不要凶她！！
一模一样
合着保鲜膜的成本也不低呀
要不咱用byt试试
气球啊啊啊
气球呢
一打印机树脂666
助力一个梦想
是不是多加个十几层？
呀，这不是阿斯托洛吉斯·莫娜·梅吉斯图斯卿吗，原来你也玩原神！
小王和她没用的男助理。doge
这种情况下烹饪反而变得不那么重要
一模一样
真实验室
不如自己倒膜啊，先泥塑一个
气球
试试气球？
居然不到五位数
真的很卷，曲对有币
。。
逐渐脱离正轨有一点点
阿斯托洛吉斯莫娜梅姬斯图斯
卷王
泪目了
四合院是吧
