终于赖了
111111
看到我你就不是第一了
11111
哈喽哈喽
jkl
哈哈哈哈哈大黄太搞笑了
彗星剑魔
三分钟热乎
板栗哈哈哈哈
水子哥
打五把csgo
theshy！！
巡剪来咯
滔博伙食一真可以的，仅次于京东
杰克
天！
@
大黄
这个手是放不开了
大黄
小板栗笑死我了哈哈哈哈哈
哈哈
哈哈哈哈哈
小魏延！
哈哈哈笑死了
Tian
嗷呜
波波！！！
来喽～
抗抗
你的 币大大滴有
帅哥辅助
大黄纯搞子
弱爆
大黄好逗
身败名裂
人情局
《他》
你什么冠军
上单博弈
大黄！
7月8
csgo
大黄哈哈哈哈哈哈哈
shy老师
冰！
山城小栗旬屠杀tes
好一个他哈哈哈哈
魏延
天！！！
水！
发
顶流电子竞技职业对
小天天天天
b王害羞
卧槽，手！！
哈哈哈哈哈哈哈
9？
哈哈哈哈冰冰
哈哈哈
大黄！！！！
卧炒，冰！！
玩的啥我很好奇
浦东五五开
黄任行
csgo？
天桑！
??????
哈哈哈哈
冰冰我的冰冰
wayword摇
大黄哈哈哈哈哈
TIAN!
这就是抗抗
不偷也像贼
魏延！！
滔博哥不要给我整个大的
天！
怎么握完手不松手啊
大黄大黄
Yaw自律？
《弱爆》
哈哈哈哈哈哈哈
黄任行
感觉不如京东。。。丰盛
可以牵手这么久我倒是没有料到
你什么冠军？
哈哈哈哈牵手
CSGO
不是，手怎么还没松
哈哈哈哈哈哈哈哈哈哈不愧是你
我超怎么还有技能简介
我敲吗！Tian！
woc，啊淼
他
他 哈哈哈哈   水——淼
水子哥啊啊啊啊啊
来咯来咯
卧槽tian
第一大软蛋
我好快？
胎手！
这也带着？？？？
哈哈哈哈哈哈哈
！！！速度最快的一次
弱爆了
从学徒做起
逐渐膨胀
太人情了
我超天！！！！
高天亮！
抢饭的地方
我超，天！？
我的天宝！！！
剪个不会被网爆的头
哈哈哈哈
天 蓬 元 帅
三个去偷奖杯的贼doge
他
热乎的
apex还是CSGO？
重庆人说儿豁就是真的儿豁
马老
wcwcwcwcwcwc
啊啊啊哈哈哈哈
牛呀牛
单挑必须一灯大师啊
天宝天宝妈妈滴宝
哈哈哈哈哈哈哈
右手是吧
小天
哈哈哈哈哈哈哈哈哈哈
CSGO（即答）
大黄:顶级对线
超，黄！
哈哈哈
吃饭和上厕所搞反了吧，doge
首发之争
哈哈哈哈哈哈哈
经典小赚一笔
笑死我了
天
卧炒，栗子哥
？
笑死我了，这基地表情永远是弱爆
哈哈哈哈哈哈哈哈
tian
我也喜欢你阿水
冰冰我的冰冰
厕所是把
小板栗！
你是yaw
《节目效果》
十指相扣
我超，有给子
手松不开是吧
火钳刘明
哈哈哈哈哈哈哈哈哈哈哈
天！
人情世故
水！
？？？？？？？
天宝！
上辅联动是吧
这早饭而已……又不是正餐
上单接团
屏幕这个圆圈，是炉石吧
TES上单的拉扯
马飞
明年我要看到这里有S赛的
黄任行不愧是你哈哈哈哈哈哈哈哈哈哈
天宝！
永琪？
人情局是吧
天！
哈哈哈哈哈哈，进门直奔厕所
哈哈哈哈哈哈哈哈
格局打开
你是yaw自律
人情世故拉满
gala哭哭
水！！！！！
社牛分子
帅哥马克
学徒
人情
可以哦
太守
第一次这么早看！
高手过招
亮表情的时候才不害羞
《情商》
jkl
这是真入职了啊
卧槽冰
弱爆！
冰冰我的冰冰！
职业选手的反应
大黄梅开二度介绍基地
哈哈哈哈高天亮
小板栗
csgo
冰冰我的冰冰
卧槽！！！
逛贴吧的时候不害羞
我也重庆江北的
JackeyLove！！！！
我趣 百分百胜率adc
太守
直接亮塞拉斯是吧
大黄！
它不一定能撑那么久
我超天
哈哈哈哈不愧是你
冰冰！！！！！！
哈哈哈哈哈哈哈哈哈
gala哭哭
梦幻联动！
黄导
高天！！！！！
高天亮哈哈哈哈哈哈哈哈
人情世故
嬉皮笑脸
情商
这么说你很勇哦
woctian！
大黄竟然没亮表情，假的吧（doge
入职
黄导迎宾
虎纹鲨鱼
终于等到你~
jkl
我超，天！
？ 水子哥
不愧是社牛
wc
终于！
哇哦
msc的有没有
阿水本视频第一次参团doge
Jackey~Love~
哈哈哈哈太懂了
太守！
抗压吧
大黄！
哈哈哈哈哈哈哈哈
来自上单的拉扯哈哈哈哈哈哈
哈哈哈哈哈
纯
高情商：“伙食真好”
偶尔有一两句话，听起来真的像mark，果然是那一片的人啊
原来这是教练台，黄导你上次没介绍哇
马老！
冰冰！
太守
好耶
两个老乡为啥不说重庆话
笑啊你怎么不笑了我的yaw
大黄的情商
不愧是剪头的，手真稳啊
天
csgo
抗！！！！
太有面子了
永劫无间
小天
天宝！
我等这一期好久啦！
hhhhhhhh
66666666
哈哈哈哈这集还贼搞笑这些人
替补带你了
哈哈哈哈哈哈哈
 还带家属的?
哈哈哈哈哈哈哈哈哈哈哈哈
大黄竟然会害羞吗哈哈哈哈哈哈
这带他干嘛
马老！！
天天天天天天天哥
hhhhhh拉扯
哇啥时候去RNG啊
永劫无间
炉石吧
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你什么冠军？（doge
天！！！！！！
哈哈哈哈哈
纯
高手对决 点到即止
拉扯
卧槽热乎的？
你也学会亮标了是吧
奖杯也要杠，生活多不幸福啊
哇塞！！！
《弱爆》
前方高能预警
旮旯哭晕在厕所
不愧是扛吧的
直接怀孕吧
卧槽卧槽冰
手！
卧槽手！
哈哈哈哈哈哈哈哈哈哈顶级
gala？？？
手！
双厨狂喜
哈哈哈哈哈哈哈哈
gala所以爱会消失对吗
抗一上！
冰
握草这个弱爆笑死了
9000多个人zai看
哈哈哈哈哈哈哈哈
是你 ikun自律!
冰冰
为什么永琪又跟着一路的
他是yaw自律
哈哈哈哈哈哈哈哈哈哈哈
过于明显了
单杀！
天宝我的宝
？
继续没有纪律性呗
77居然是重庆的！！
21确实奔三了
胎手
TES那边看到玩的是永劫
皮卡丘是吧
情商
【Gala】退出直播间
冰
急了呀，不吃晕还真杀了
天？
s赛冠军有吗？
男人，你成功的拿走了我的硬币，哼~
天！！
马老别做人间塔姆体啊
接技能是吧
卧槽 冰
'巨开心哈哈哈哈哈哈哈
大黄哈哈哈
你怎么知道我solo赢了左手
冰
我的短发为你而留
牛逼。
抗抗
抗一上是吧
哈哈哈哈哈哈哈哈
抗一上的含金量
csgo
小栗旬本命：剪刀妹格温
天宝
不愧是你
水子哥！
啊啊啊啊啊啊啊啊啊
《蒙多多》
双厨狂喜
黄导！！！
这位更是重量级
卷毛!
卧槽冰
Hhhhh
哈哈哈哈啊哈
天！
哈哈哈哈哈哈哈哈哈哈
Hahahah
京东：确实
wayward摇
CSGO
谁哪不喜欢冰冰呢
jackeylove！！！！
替补坐角落，首发坐五连桌
哈哈哈哈哈哈哈
完全没注意到永琪也在（buhaoyisi
水子哥！！
大黄哈哈哈哈哈哈哈哈哈哈
gala?
《情商》
握草冰
别相信，先质疑
不愧是抗一上！
握草wayward
握草
哈哈哈哈哈
是永劫无间
这里k皇其实用的右手打的
抗一上
水子哥？
《他》
哇哦
天天天天天天天天
天宝！！！
哈哈哈哈哈哈哈哈哈哈
天天天天天天天天
我要看我的shy！
冰冰我的冰冰 终于等到啦
天天天天天天天天天天
天！
我超天！
天
冰冰！！！
剪一万个那个头都开心
冰冰我的冰冰
Rng
糕甜靓！！
左手用的是右手，怎么说
天天天天天天
好拉扯
csgpcsgo嚣张
你就没有害羞的时候
哈哈哈哈哈哈哈哈
是永劫无间，tes那边也有视频
左手还是用的右手
哈哈哈哈哈哈
天！天！天！
握草，k
胎
不如csgo
你是什么 冠军？？
《上单の极限拉扯》
银龙杯，msc
滔搏祖传弱爆！
csgo
太守
哈哈哈哈哈哈
甚至躲都不躲哈哈哈
天桑！！！！
kk！！
小天——发型被全虎扑最关心的男人
哈哈哈哈哈哈哈哈
哈哈哈哈哈社牛
大黄
纯
胎手
《嬉皮笑脸》
上单的拉扯
抗一上
可爱捏
可爱捏
小板栗
只能用鼠标哈哈哈
哇！看门狗！！！！！！
抗？
哈哈哈哈哈哈
小组赛被剃头的话这锅算谁的？
我想到了，他不能用键盘，你就贴他脸上怼着Q啊2333
退役了
冰还是好看
抗！
gala哭晕了
冰
水子哥！
wc喻文波
只是用鼠标，还有人情世故～
卧槽，天！
一拍即合
比不过京东，也比不过EDG。。。。
大黄耶
换血不能亏啊
屏幕边为啥有摄像头？
滔博哥
弱爆！
天天天天天天天天天天
阿糙
人情世故
我也重庆江北！
谁不喜欢喻文波谁养胃
哈哈哈哈
天天天！！！！
剪头去吧
哈哈哈哈
草
天
吧主真的搞
还是热乎的
出现了，存档点
我超，天
哇，天！
太守
wc天
冰冰！我的冰冰
CSGO
wc手
《他》哈哈哈
卧槽，文波装杯
龟壳啊啊啊！
太守
可以，让参赛形象+1
大飞杀手
哈哈哈哈
我的评价是不如CSGO
mark帅的
月牙台
好名字，之前不说要改吗（doge）
你什么冠军？
男厕所是吧
如数家珍
抗压背锅吧
很明显就是让一下的，要不就等晕结束再绷带了
你小子玩CSGO吧
《黑铁右手》
黄导亲自来啊
守
梦幻联动
gala哭死在旮旯
就你小子偷偷打go是吧
wayward摇
卧槽，冰
完美对线
本体，直接阿木木哭哭
带黄
天
毕竟是理发师，还是怕地中海的
早餐，不至于大鱼大肉
《他》前方记者喻文波发来报道
冰！
抗压背锅吧
来了来了
太懂啦
哈哈哈哈
线上比赛要看
弱爆！
滔博
魏延不愧是你哈哈哈哈哈哈哈
你们这个血，都是空技能掉的吧
叫，大黄就行
永劫无间哈哈
111
弱爆
gala倒了
哈哈哈哈哈哈
天！
好客啊
小板栗！！！
太守！
重庆套路多，从不信儿豁
wayward是真的搞
这很好了，要那么豪华对技术提高有帮助吗
永劫无间
有点梦幻
小板栗
woc，天蓬元帅
胎！
我也是江北哩！
滔搏主管 感恩
《小板栗》
卧槽，冰！
哈哈哈
牛皮了
这月饼巨好吃
大黄这波换血处理的非常好啊
厕所出来后有点饿是吧
滔博年年德玛西亚杯冠军
太守
高情商了
我超胎
左牵黄
哈哈哈哈哈哈哈哈哈
他
冰冰!
芜湖
狼人！
真的要被大黄笑死了
排面
哈哈哈哈哈哈哈哈哈他
真爱呀~
天！
只能鼠标而且是右手
卧槽胎！
这里不光只能用鼠标，knight还用右手玩的
大黄真的有意思
你还知道更新啊？！！！！
天
Mark 你到底要牵几个人的手
不愧是抗抗
终于等到你
左牵黄
龙坑互q哈哈
卧槽
《工位》
还带家属！！！
看了滔博剪的，K皇用的右手
他……
我超，太守
卧槽 冰！
gala落泪
特写，离谱
吃饭的地方刚刚不是看过了么？
大天和小天哈哈哈哈
卧槽永琪
好耶
魏延为什么这么有梗啊哈哈哈哈哈哈
队标：弱爆
小板栗！
全体起立！！！！
csgo
哈哈哈哈哈哈
这波换血没有问题 的啊，牛
这个好玩
我超，冰！
大佐也来了！
终于！！！
哈哈哈哈哈哈哈哈
卧槽 抗
荣誉吧主大黄
抗！
homo
77
小栗旬你是我的神 我的短发为你而留
好耶！
这个手是要拉到天荒地老吗
大黄！
握手直接拉上楼了
哈哈哈哈小banli
黄任行社牛
哈哈哈哈哈
哈哈哈哈
极限拉扯哈哈哈
左牵黄
哈哈哈哈哈哈哈哈哈哈
拉扯！
全体起立
《他》
csgo
男孩子的乐趣哈哈哈哈 笑死我了
我要笑死了
哈哈哈哈哈哈哈哈
我的天宝
高情商
搞天亮！才睡醒！
滔搏！！！！
天！
丹砂！
大黄！
胎手
大黄
又是永琪
丹砂！
《他》
哈哈哈哈
纯节目效果
一拍即合
有南通
卧槽，终于更新了，小板栗！！
哈哈哈哈哈哈哈哈哈哈哈
十指相扣！
wc
这才是黄导逛基地！！
大黄真的好喜欢牵手
小板栗
哈哈哈哈哈哈哈
黑铁左手
CSGO
天哥这是才睡醒？？？？
胎
《虎纹鲨鱼》？
天！
