耶
在1000＋的人还在吗
这要是换成我早就死了
老中医开始抓药
不给你投两个币我都不好意思了
太强了
有没有可能两边都有楼梯
真的有比你腰还粗的菠萝嘛
派大星的房子是不是快有了
长按屏幕给up加速
币白投了
祖传抓药
拼完卖200别人还要砍价
人才
好家伙
不白嫖
肝
肝还在吗
好家伙这么多
1000+个人（？
这是100倍
三连留不住
太狠了
凤梨吧
专业
帅啊
不退，哈哈哈哈
好家伙
这速度解锁替身了吧
太牛了……
但是海绵宝宝真的很好看诶
丝滑
帅啊
太牛了
太厉害了
好可爱
好家伙
下个要蟹堡王
投币上限
森宝森宝
一人血书求《霍格沃兹城堡》
太强了
人型3D打印机
进度条还没有过半
I can kill you！（doge）
都怪up把我最后的三连也给弄没了
太帅了
人才
太不容易了
海绵宝宝：爷比你想象的有钱
开始抓药
还是派大星的房子好整
专业
你币有了
三连了。。。。
你币有了
加油加油
其实可以做成分层次
进度条
赛克一如既往牛！！！
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
战术挠头
关注了
忍不住投币了
佛山无影手
不，他是三体里的菠萝！
好家伙
凹凸居然看海绵宝宝不吃零食
000
是谁住在深海的大菠萝里？
传下去：最上川不行（doge）
自己设计积木就厉害
made in heaven
裂开这么多
船长帽子上的骷髅头呢？
为什么没给他三连
先上点油
钱三一既视感
太帅了
进度条
有没有可能是越轴了哈哈哈哈哈哈
我到现在还是
老中医的背景
笑死，这都行，不知道他做没做蟹老板的
乐高老中医
上点头油233
快的无影脱裤手
壕无人性
长按为up助力
海绵宝宝家原来这么豪华
哈哈哈哈哈
一人血书求出同款积木
震惊
这么多人看
好家伙666
牛逼
加油加油
投币投币！！！
太厉害了
你币有了
抓药
开始抓药
好家伙
逆天
太帅了
逆天
真心牛气
帅啊
还有一个超大书房
太牛啦
帅啊
我的妈耶，这么多
我先来，祖传抓药
有个海绵宝宝游戏看得到
是个狠人
抓药
丝滑
这币不好赚呐
太帅了
想看
海绵宝宝的家简直是梦想的小家
之前的视频底下就预告过
真是有钱又有闲啊
首页通知书
我只看过深红模糊的早晨
帅啊
人才
帅啊
手套破了几个？
夜睡不着？？
惊叹不已
快的成残影了
好家伙
好厉害
厚礼谢
已三连，不投币真得不好意思了
你币有了
请问你的肝还好吗
太厉害了
不直接用菠萝嘛
我还没开始就已经放弃了
忍不住了，投币
亏了
其实你挺喜欢看的是吧
我的天原来是大别墅
厉害了！
你币有了
人才
+33++0
抓药了x
开始抓药
帅啊
不过如此嘛 明天我来设计派大星的房子吧！（doge
这币不给你天理难容
111
长按屏幕为up主助力
首页通知书
太帅了
好可爱
如果是我看见这阵仗，绝对要先去睡亿会儿再说
太帅了
地下室没有做出来啊！！
好家伙
好可爱
这，眼已经花了
派大星蚌埠住了
这个我也看过!超级棒
要是有卖这个就好了
哦哦哦哦哦哦哦哦～
太厉害了
动画应该都有非常详细严格的设定集吧，不应该犯的错误
前面我还想要出同款来着   看了零件我放弃了  
太猛了
我必须上6个小号挨个给你投币
丝滑
没文化的我只能说哇呜！！！！！
卧槽真的拼啊原来
太厉害了
太厉害了
哇哦
帅啊
我看个视频还得做题？
妈呀
*你吗 退钱
我滴妈耶
这工作量简直了
专业
工程量巨大
找不同（狗头）
哇哦
你币有了
太厉害了
艾特最上川叫他来投币
无从下手
太牛了我的吗啊！再看一遍！
三连再看，佩服
好活当赏
恐怖，投币比点赞多一万
好家伙
湖南无影手
33333
帅啊
首页通知书
哈哈哈上头油
好家伙
长按为up助力
好可爱
是
太强了
划分凡间
实在是太牛了！！！！！！！！！！！！
白嫖失败
海绵宝宝的菠萝屋会坏，所以会开一个新的菠萝罐头
二倍的话更疯狂
好家伙
太厉害了
因为海绵宝宝的故事本来就很荒诞，有些荒诞的剧情把屋内构造夸张了 而且还会加一些原来没有的东西。你看过就应该知道，海绵宝宝和派大星的房子忽大忽小
想看
大佬
好家伙
人才
这得多少片啊
专业 优雅
这 这难道 就是传说中的无影手
进度条
专业
壕无人性
火钳刘明
抓药环节
战术挠头
此时数据被删会怎样
海绵宝宝是动画，内部空间大约外部空间
太帅了
看
看困了，明明这么激情却又这么催眠
这帽子是b站专属，和绿色app不一样
梦中情屋
专业
祖传手套
哇哦
我看过这个视频
人才
《3000+》
加油加油
抓药
肝到爆
先退出全屏三联去
这拼图好像锅巴
首页通知书
终于抓药了
海绵宝宝有说过他家是凤梨
野蜂飞舞
海绵宝宝 也是有个房产的人
野蜂又出来飞了
肃然起敬
无影手
之前看过有up做海绵宝宝家模型，他家是真大
抓药环节
up录素材就肝得不行了
海绵宝宝:我家就不能翻新装修了是吧  我在蟹堡王打工没有工资是吧
你币有了
开始抓药
想还原的，一万个零件至少900块钱成本了哟
.
军火库，抓药匣子，王之宝库
移动城堡瞩目
可海绵宝宝真的很好看
哈哈哈哈哈哈哈哈哈哈
谁规定没有车不能用车库了
好牛
海海绵宝宝回家不是一个菠萝，是一个凤梨。
你币有了
哇哦
你可以选择海绵宝宝游戏的地图设计
可伸缩手臂。。。
战歌起
站在巨人的肩膀上了
我准备好了！我准备好了！！
卧槽 辛苦了
好像突然回到小学了
野蜂飞无诶！
壕无人性
好家伙
我的妈呀
老中医捡药材
太强了
人才
海绵宝宝有好几个菠萝 
太厉害了
量产
不投币感觉对不起我的眼睛
这不投币都感觉不礼貌了
人才
首页通知书
空屏？
你应该再桌子中间
哇哦
人才
好可爱
凤梨就是菠萝啊
白婕失败
太强了
帅啊
这绝对没办法白嫖啊！
最上川统计过诶
三连了！
\
牛逼
太肝了
太强了
哈哈哈哈哈哈哈
专业
我的天啊
人才
动画制作组：我没想这么多
技术挠头来了
菠萝屋总得翻修吧
战歌起
我靠豪宅起来了
up做梦梦见的都是海绵宝宝家的水管子
请欣赏无影手
帅啊
快点是开了镜像（确信
太帅了
专业
有一款游戏，可以知道海绵宝宝的家具体结构啥样的
三连安排
他真的，我哭死
肝帝
丝滑
梦幻联动（但是最上变成工具人了哈哈哈哈哈哈哈哈
可以 不亏
白嫖哒咩！
好了 我币没了
求出积木，我想要一个菠萝屋
有这么大的菠萝吗（滑稽）
太細了，牛逼！！
你币有了
肝上长肝
肝帝
加油加油
人才
你币有了
好家伙
心疼你一下，下次做个派大星屋子吧
派大星：我谢谢你
肝疼
我的老天
投币了！
按住屏幕为up加速
感谢up主 原我童年梦
长按屏幕为up主加速
好可爱
他一直可以的
卧槽，头疼
乐高建模可还行？？
太强了
小蜗呢？
人才
我每次拼图开始的时候都是崩溃的，想了想总比玩游戏好，所以就上了，大拇指辛苦你了
牛逼
好家伙
专业
钱啊
海绵宝宝基本就是单元剧，每集剧情基本上都是独立的，没有严谨设定也不奇怪
好酷
下期想看章鱼哥的
太强了
野蜂飞舞真好听
我头已经开始疼了
首页通知书
丝滑
好可爱
我天，你乐高也太多了吧
眼睛都花了
专业
必须给点赞
太厉害了！！！！
帅啊
我也用LDD
祖传抓药（doge）
壕无人性
太强了
真的我很少点赞投币的……你这个我不投真的会不好意思
壕无人性
up太厉害了 怎么这么有耐心 要是我早就死在第一步了  三连了
牛逼
首页通知书
挺久以前就已经有3d打印的房子了，好像还是中国首创的 很结实很快
好家伙竟然有900多个人。
霍格沃兹的那个，怕是要被乐高告一波了
好可爱
投上乐高ideas吧，球球了
人才
肝上长了个人
才知道是豪宅啊
投了投了，你这么做我都不好意思了
177
你币有了
不是？拼出来！！！！！
不是凤梨吗？
谢谢，手指已经开始疼了
专业
人才
这币留不住辣兄弟们
好活当赏
太可怕了
前面，章鱼哥的房子布局更正常哈哈哈哈哈
丝滑
有请梁非凡桌面清理大师开始清理
我是真的佩服这种人
卧操
我还以为是把币还我
海绵宝宝开的是蟹黄堡要什么驾照
哈哈哈哈哈哈动画片的穿帮
捡药师
手术开始
活的不如一个海绵
有人算过海绵宝宝菠萝屋的面积，里面有所有的房间，很详细，你可以直接去看别人的视频
币白投了
太猛了吧
其实菠萝和凤梨是同类水果，只是品种不同
丝滑
太强了
强
浅投两个币，就当辛苦钱
太强了！
看波萝有没有流口水
up辛苦了
up辛苦了，三连已送上
海绵宝宝是土豪
一个币敬童年！！！！
不用看图纸吗
要不顶上去，要最上川看看？
太强了
保留节目：抓中药
啊珍你来真的啊
家里有矿系列
闪电侠！！~
《本视频未经任何剪辑处理》
这不豪宅嘛
想给我朋友买个，让他慢慢拼
专业
《徒手还原比奇堡》
这钢琴哪位弹得
是镜像！（doge）
三连去！！！
痛，太痛了[拿手机闭着眼的屑表情包]
豪华大菠萝
人生第一次投幣就給你了 投兩個！
壕无人性
弹钢琴的我手指已经开始抖了
我服了
梦幻联动
非法拼搭yyds
这回不白嫖了
还有天台！菠萝上边也有空间
∪P主加油！
薛定谔的菠萝
蜡笔小新家就很严谨
格物致知是吧（bushi
你币有了
辛苦了
啧啧啧啧啧
动手能力太强了
各位，这个很有意思啊，一直强调肝没必要啊
2000人+？
2000+观看了
战术挠头（1/1）
天堂制造！
可以量产了。
已投币，真牛啊
海绵宝宝！
每周必看
可怕 好牛啊
我嘴巴就没闭上过（害怕）
太肝了我天
军火展示
666
知道吗，我其实想有这样的房子
哈哈哈哈哈头油可还行
我的电脑显卡都冒烟了
我还是拼派大星的家吧
太帅了
真牛逼
想吃菠萝了www
我靠
是《海上钢琴师》大战的那一段！
百万级转场
想看章鱼哥的家
哇哦
救命，如果是我拼我会疯掉的
你 是我的神！！！
bgm:野蜂飞舞
长沙电信大楼起火
佛山无影手
我也就只能拼好个底座
好可爱
太卷了太卷了
两倍速度有大惊喜。
投币了
人才
你是我的神
或许有一天能看到谁建一个真的
格物致知
火钳刘明
我要这3连有何用
你币有了
woc……
币拿去别干了别干了
本来想说能不能出同款
这币今天保不住了
肝上长了个人
我觉得好累
废脑子
这工作量
给跪了
抓中药（不是）
一个汉堡厨子竟然住着三层别墅
哈哈哈哈哈哈哈哈哈哈哈哈
为什么要吃掉海绵宝宝的屋子
一
uy
哈哈哈哈哈
《降龙十八掌》
我服了 直接开价吧  我要买了
乐高仙人
卧槽
海绵宝宝是单元剧 每集设定都不一样的
牛皮
这也太狠了吧
好可爱
nb
太难了
曲对币有
hhhhhhhhhh梦幻联动
这一期的观感真的提升了好多，投币了，再接再厉！
乐高大夫
不三连没法收场了
天不要这么拼命啊
可以做成好几期的内容啊
哇哦
太厉害了
人才
你币有了
有点像成毅
好可爱
请收下我的膝盖
抓药了，大郎
我去！投币真的更多！！
你币有了up主
上次看你是视频还是高考前了
巴赫
我也要投币，好辛苦啊 
想看
这一币，老子必须投
是野蜂飞舞
卧槽牛批
乐高还能自己设计是真牛
我靠，好厉害
这是什么大户人家的豪宅
太厉害了，救命
bim：野蜂飞舞
同求霍格沃兹！！！
哇！大哥真的啊！！牛啊！！！
倍速播放更猛哟
好可爱
这就叫专业
太强了
专业
我的天升级版抓药
人才
首页通知书
哇哦
空间概念厉害了
牛逼
牛逼
ap主辛苦啦
看的时候找点东西吃吧，不然感觉缺点什么doge
卧槽好强
前面的，现在已经开始推进模块化建筑了，其实和乐高有很多相同点
还有天台菠萝屋，还有天台。
骷髅头呜呜呜呜
牛逼
这玩意出我必买！
辛苦了
已三连
首页通知书
飞手党
你币有了
丝滑
斯高一！！！
太帅了
大大！求一个芭比之梦想豪宅！！！
芭比之梦想豪宅有可能嘛
已经头疼了，这么多零件
真的豪宅呜呜呜
壕无人性
这不是长沙茶子山吗？
我靠
太牛了 你这坚持 真的 太厉害了 我有你一半的坚持我觉得我啥都能干了
想看哈尔的城堡
人才
欢迎来到《币比赞多系列》doge
小声说句:其实可以买我的世界基岩版海绵宝宝DLC（很还原的）
你币有了
有耐心
买个海绵宝宝乐高啊
章鱼哥家！
后面大雄家
你币有了
动画的设计师不严谨啊
偷看了一下进度条
派大星最新几集那个石头里面也有东西是乌龟的家
三连
太帅了
好可爱
牛啊
什么家庭啊
好可爱
牛逼
三连了
我願稱你為最強。肝帝
我愿称你为最强肝帝！
果断三连
增加弹幕
存放。
作者：我哪知道会有人这么无聊
币留不住啊
这个当初只是看看，就脑子发晕
丝滑
.
把你们的币也奉上。
壕无人性
有意思但是这是不可能的啦。
这不比必须两键四连（点赞，投币，收藏，关注）
好的好的下一个就找个建筑师建一个菠萝屋
什么时候做章鱼哥的房子
好厉害啊
哈哈哈哈
蛙趣
第一次看，请问这up是肝上长了个人吗？
小提琴人心脏骤停（最近在学）
太刁了
是谁住在菠萝屋里？
Up主钢琴弹的真好听
都给你都给你
好可爱
你币有了
双厨狂喜
厉害厉害
我选择派大星的家
币比赞多
谢谢你《闪电侠》
报告！有肝上长了个人
见过，玩过比奇堡的冒险
丝滑
又是币比赞多，像我这样的海绵宝宝狂热粉丝直接开造
想看
对！用真菠萝！（doge）
量产我买
你币有了
长按为up鬼畜
专业
每天下午三点，他总要准时收看海绵宝宝
乐高不会是从你这里进货吧
这个视频才刚过去三分半
我们是同世界的人吗
太强了
别忘了厕所花生
这个如果真的卖得2k吧
海绵宝宝的家是种出来的
想看章鱼哥对房子
参考文献？
快餐店的厨子的海景房
《机器人考级114514级》
币比赞多
这看的太仔细了吧
是不是有人一键三连以后学习up主于是造成了币比赞多
刚才投了两个币还觉得亏，现在恨最多只能投两个币
还是太闲
【每周必看】
你币有了
太强了
三连了
有没有想过海绵宝宝游戏里有完美还原
太强了
哈哈哈哈哈哈哈哈霍格沃茨的 你想肝死up住吗
太牛逼了
卧槽
这么多，你币投了
这得几万吧，要买的话
海绵宝宝都住大越层……
梦幻联动！
好家伙
好家伙
所以有那么大的菠萝吗
天呐！一桌子
折磨自己
好过分哈哈哈哈哈哈哈哈哈哈哈
high绵宝宝～
666
你币有了！
你币有了
嗯我看你单身了30年
给个一键三连，真的不过分！
救命太牛了
必须三连！
手都按废了
甚至还吃过(bushi
细致
白嫖失败
太肝了
肝帝
太牛逼了卧槽
首页通知书
致死工作量
nb
哈哈哈哈哈
666
上瘾了
先投币，再观看
你币有了
一键三连住！！！
你币有了
你是真的细
好家伙
你币有了
专业
买了，孩子很喜欢吃！无限回购！
哈哈哈
血亏两个币
什么超能力
首页通知书
三连了好厉害
海绵宝宝的豪宅
直接把图纸卖给乐高吧
太牛了
难怪币比赞多
太强了
进度条
好可爱
你就是想看吧
我脂肪肝痛了
在桌上放一只猫咪
白嫖失败
欢迎来到比基尼海滩~~~~~~~~~
我去牛逼
长沙
一键三连 送给长沙牛人
必须实实在在三连
几天？
三连三连
开始手术
其实根本不用这么麻烦 海绵宝宝争霸比基尼海滩这个游戏里就有完整的菠萝屋
你币有了
不好意思白嫖了哈哈哈
可爱捏
你就是想看海绵宝宝吧
哇哦
太强了
还有4399海绵宝宝密室逃脱！
佩服
他看10000
三连！
肝帝又来了
天 这积木不得拼死
太有耐心了
哈哈哈哈哈白嫖失败
我的个妈耶
三个月了呜呜
换成我，看到这一堆东西已经开始烦了
量产！！！！！！！！！
章鱼哥城堡和蟹堡王都可以来
《欢迎收看如被乐高收为设计师乐高将大亏系列》
我去太牛了
季更up主
桌子有链接吗……
我给跪了！
壕无人性
太厉害了！！！！！
野蜂飞舞
刚好好像
哇哇哇哇哇
人才
梦幻联动
战术挠头
好厉害！！！！！！！！！！！！！！！！！！
辛苦了！！！！！！！！！！！！！！！！！！！！
47？
看着肝疼
军火展示
不三连都对不起你那菠萝菠萝哒的肝
这次真的一定了
森宝积木：小伙子，咱俩谈谈啊
确实，最上川那个视频最后也指出了好多动画的bug
有卖的我绝对买
三头六臂？
阿针
量产我第一个买
退币
量产！！！求求你了QAQ
金钱的味道
《钞能力》
想买同款，要是有卖的就好了
他家里动画片不是有播过
属实厉害
太强了
666
2599
看得我肝疼
罢了不就两个币吗？投了！
罢了不就两个币吗？投了！
好家伙，实体
无影手
好家伙
三联了
助力每个梦想
战术挠头
你币有了
拼一个章鱼哥的吧
好牛哦
同求霍格沃茨！！！
求图纸
长按为up朱主加速
这币必须投
壕无人性
白嫖失败
我不贪心  ，我就求个霍格沃兹神秘小屋
三连奉上太强了|ʘᗝʘ|
给你投币 
好多
握草刷新我的认知
恭喜你发现了镇站之宝
都给我投币
快给个关注
牛逼牛逼牛逼
巨牛
万人血书章鱼哥家
说句大实话这个如果可以卖的话，我肯定买。
ookjio8、
2
转场用心了！
这是哪里啊
还有吊顶，我哭死
有没有一种可能 海绵宝宝家有俩楼梯
这就叫做专业
加油
请冰水
赏心悦目
霍格沃兹乐高有五千多
3连
你就是想看
42099瞩目
海绵宝宝的家不是个凤梨吗？章鱼哥都说过了
乐高：明天来上班
+yh
这就叫专业
已经开始头疼了
残影手
太难等了
现在知道了海绵宝宝的房子比章鱼哥的房子还好
投币止损
你知道他地下室有多大么
蟹老板都不给发工资
哈哈哈哈哈
这乐高不给钱我得把乐高拉黑
乐高还能自己设计是真牛
同款potplayer
欢迎收看币比赞多系列
噗
我靠
一人血书求更光头强的小木屋！！！
i
bv
梦幻联动
骷髅头没了，真的是讽刺
海绵宝宝
海绵宝宝
66666
拼个霍格沃滋吧求求了
牛
舒适
引起舒适
海绵宝宝的房间应该叫凤梨屋吧
一块钱一片，这估计得三四万
算是把积木玩儿明白了
他真的，我哭死
哈哈哈哈哈我都准备跟着喊了
强！
好夸张！！佩服
up长沙人！！！
哈哈哈哈
硬核狠人
这个量不是一般的大
up家的东西真的多
海绵宝宝真的很好看
老公好帅
一人血书米奇妙妙屋
牛啊
怪不得乐高买那么贵
战术上油
量产吧
球球量产
梦幻联动
白嫖感觉过意不去，给个三连吧
看着你搞我的肝都痛了
太牛了
有个大书房
+
一人血书璃月港​
一人血书璃月港​
一人血书璃月港​
已经三联了
抓药 环节
太强了
野蜂飞舞
v 
投币了
我没币了
同求霍格沃茨！！！
手指上油
我就知道，我还在想有个牛人做了个游戏
海绵宝宝原来是个豪宅
他就是真的拼呀
up辛苦了，2连已送上
辛苦了！
他真的我哭死
卧槽，碉堡了
时钟一样
点赞只能点一个，币可以投两个
中医抓药
雪球猫和老鼠
光阴似箭日月如梭
派大星家可能对up主来说是最简单做的了
我连买纸杯的钱都没有
给自己看海绵宝宝找理由！
一听口音就知道是湖南人
妈妈  这人开挂
太厉害了
还以为是宇宙脑魔，对不起串台了
太邪门了你真的
握草握草握草
神人啊
这已经是加过速的了……好恐怖啊
好家伙，地狱难度开局
这就是你三个月没更新的原因???
或许海绵宝宝打工还得给蟹老板钱呢
纯手工制作，卖
想买啊！
我梦想中的生活，非常羡慕。
玩过乐高或者国产积木的兄弟都知道，零件数超过两千左右，你的大拇指和食指就不是你自己的了，赛克这个量是致死量但是我非常想体验，对我来说这是天堂。
能送我一柜子吗？我是学生
海绵宝宝是单元剧，每集不一样很正常
厉害厉害
可以做一下章鱼哥的屋子吗吗
致死
夺命小肝曲
牛
有百特曼头开海绵宝宝祖宅么？
