1？
1
收看1
Lailelaile
罕见首次
哇～
我来了
1
真的是第一
111
1
1
组成头部
1播放
来了来了
播放1
第一个
播放1
3442
？？？又最黑暗了
1分钟前
前
一分钟前
1111
艾特 原神
，
好前
来早了。
1
哥们
2分钟后。。。
哥们来了
刚刚
万能哥们上线
播放1
洛鸡鸭
芹哥们警告
来了，老弟
没有弹幕，好不习惯啊
哥们上场
极客湾做过
tql
哥们上线！
。？。你们住B站？？？
还原神作
哥们！！
哥们上线
你
都没弹幕
2分钟前
哥们上线
能打电话的游戏机，，
原神：中国游戏最黑暗的一天（滑稽
万能哥们上线
古墓丽影!
塞班时代了
三分钟去q
没弹幕赶紧吧。
流批
7578个小伙伴们你们好
哥们上线
三分钟前
诺基亚！
真实
蹩脚哈哈哈哈哈哈
诶？好前第二
国内市场不还是玩家造就出来的吗？最终苦头还得玩家自己吃
@短刀与毒
三分钟
哥们儿上线。
有请哥们上场
鱼叔
劣币驱逐良币嘛
我出生了
RMB哥们 啊哈哈
我先来，哥们
什么  我刚发现4分钟前！
来啃燕窝！ 旺旺！！
才发现我是第一个
伙计萌  别忘了收藏啊
撇脚？
按键轻重？？？6666
17+游戏
4分钟前
兄弟上线
万能哥们即将上线
哥们
哇哦哇哦哇哦哇哦哇哦
早早早
好早，没人
哥们儿又名RMB
当时我才出生...
nb
没弹幕?第一
哇奥
啊！知道是哪部了0
牛壁啊
。
13000人？？？
来咯
霸占处女屏
承包空屏
15758个小伙伴们好~
5分钟报告
我出生了
玩过，用N72
工 地 英 语
听说可以过来吵架（滑稽）
六分钟前
VAN
承包空屏
这也太牛皮了把
秀呀
nb
哈哈哈哈？
先投再看
播放一？
nb
有人吗？
???
还有连招系统？？
有 那时候用java机这些游戏真的香 还有mtk平台的
这游戏有点厉害
来了
真实
没人吗
没人了?
没人了吗？都去
卧槽
7分钟前
了6分钟
六分钟前
没弹幕吗
我关弹幕了吗？
969
玩过
233333
这个手机我家还有一个呢
那是15年前
？。。
nb
7分钟前
弹幕呢
这么流批
霸屏
这个骷髅，我好像在哪见过
机翻英文（滑稽）
哇，好强
七分钟前
承包空屏
有人吗？
中国移动瞩目↓
冲冲冲
真的神了
10分钟前
哥们是总统
卧槽
右边这位好像吴刚，就是开发《血狮》的吴刚。
7分钟前
对
还  原神  作
五分钟前
万能的哥们!
吴刚
牛皮啊
来了来了
没人
承包处女屏
现在是
没弹幕？
那个时候手机这画面厉害了
6666
有人吗？
古墓丽影
这个游戏团队现在在干嘛啊
两万多人呢正在看
卧槽
古墓丽影
弹幕没了？
承包屏幕。
8848
承包空瓶
可能是机翻
辛苦啦
我发现看厂长的视频会上瘾
没弹幕了呢
原神=还 原神 作
这块儿空瓶是我的。
哥们NB
有人么
八分钟前
哈哈哈
九分钟qian
关上2.6万的大门
歪歪歪，有人吗
昂
有人的有人的
我好像玩过
这就很震撼了
？！
我家居然也有一个
是兄弟就来砍我
没人吗
来了
没人？
。。。
中国移动
没有弹幕?!
我关弹幕了？
人哪
地狱
.
贪玩蓝月？
九分钟
来了
弹幕呢？
6666
为啥我听着音乐有种战士帮的感觉……
强！
啊啊啊啊啊
666
没人吗
nb啊！
感觉游戏玩法比现在的很多手游还精致
我玩过，超好玩
2004年
10分钟前
敖大可
3Dtouch？？？
十分钟前
渣渣輝
都在认真看，没有人了。
承包
没人吗？看来我来的太早了
15年前的游戏！这个机制在现在也不过时
霸屏
强啊
这游戏真的牛皮
我的天？？
十分钟前啦啦
才发现第一
我看见细胞分裂了
2004年啊
没人了？
第一次这么前
11分钟
nbnb
沒人？
11
有点像光之继承者啊
背景是MC的土方块？
66666666
nb
那个按键7凹陷下去了
哈哈哈哈哈 真实
搞得我也想玩了
看着不错啊
可惜
这不是暗示原神嘛←_←
哇 细胞分裂都有
关上前6000的大门
7键好像坏了
来看敖厂长
这比现在一些页游传奇画质还好
这看起来很好玩
大佬
这都输了
5分钟
sims出现
66666
哈哈哈
你们什么时候出生的
来了来了
3万多观看，你们是魔鬼吗
.。。。
woc
对原神表示怀疑，但最黑暗我不敢苟同
我爸有，我当时还玩过一个很好玩的游戏，但是不知道名字
太强了
还有按键轻重那真是厉害了
空屏了...
大佬
卧槽
这手机nb
哈
