真的棒
6000+
膜拜
6000+
童年回忆
这不得上热门
5000+
爷青回
ohhhhhhhhhh
太狠了
5000
不是1:1的？
5000+
5000+
2000
5000+!
币比赞多系列
这么丝滑
折纸战士？折纸战神！
5000+
是真牛逼
这不可能是纸
666
卧槽卧槽卧槽卧槽
已经彻底离谱了。
太帅了！
我是不是少看了一集？
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
牛逼
5000人看就离谱
煎带鱼……突然饿了
1
真就是币比赞多
什么纸啊？这明明是手办！
卧槽
必须上入站必刷。
厉害！！！！！！！！！！！！！！！！！！！！
5000+挖槽
战歌起！
666666
不应该是纸糊的铠甲，应该是纸糊的召唤器。
居然是折出来的
哇！太强了！
《简 单》
您
这是怎么研究出落低
2021
币比赞多
5000
5000
这时候初号机显得很卑微
5000+
卧槽
币比赞多
封到胶里做摆件吧
牛逼
左边那是什么，代码？？？
5000+人看就离谱
还好我没想学
牛逼
5000+
卧槽
5000人的在这
切割垫好评
卧槽
巧手
他在试图教会我们
1919
底座也是纸做的？？？？？？？？？？？？？？？？？？？太离谱了
oh h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h
您
建议定价1699
眼看手不会系列
5000+
亿点点细节
加水印快
您！
耶！！！！！！！！
5000+在看
您？
排行榜第一见
2000+
纸遇到502好像是会塑化的
空降空降0:00
牛蛙牛蛙
金色传说
？？？？？
6000
“唰”地一下就变样了
亿点点细节
离谱
5000+
帅
发生了什么
二倍速
5000+就离谱
1816
牛逼
5000+
5000+
卧槽
太帅了
参见吾皇
您
高级弹幕nb
NB
硬是把纸折成了我买不起的样子！
你这个520它粘手吗
两个币表达不了我的佩服
666
您
币比赞多系列
卧槽
放到国外网站上去，能买美金吧。
3.13
非人哉
5000+
太流弊了
(   ･᷅ὢ･᷄ )
？？？？？
发生了什么事
帅
卧槽这弹幕牛逼
np
大佬请受我一拜
当是这首歌我没听懂，以为唱的是英文歌
手指好像是全可动的，tql
卧槽这个弹幕.nb
这个弹幕小屏看是帝皇铠甲
前方高能预警
弹幕牛逼
6666666
牛批
魔法
5000路过
您
几张纸做出了绝版手办的感觉
光之帝皇战龙吗 yyds
几张纸做出了几千块的感觉
ohhhhhhh
离谱
牛壁
这不卖个1500的，我都觉得便宜 
开头的高弹菌是神仙嘛！​
币比赞多
五门必杀
有人吗
兄弟们加油三连啊！！！！
5000+就离谱
牛壁
比原版帅
在看的扣1
5000＋
..
牛到爆炸
5000+观看，离谱
真.手办
这项目我王多鱼投了，马上量产！
真正的帝皇！！！
卧槽
阿婆主小心下流快手抖音平台盗视频
超越原版
您
前来瞻仰
UP主事先折过一遍
您
?
这条龙好帅啊！！！！
前方高能
您
我只想知道腰带怎么折出来的
您
NB
爷的青春！
您
当个人
5000+牛批
5000+你们好
5000+
+1
细节拉满
这次一定
3:35
在宇宙上厕所
5000+
ohhhhhhhhhhh
牛逼
5000＋
高级弹幕逆天
这用纸做就离谱
ohhhhhhhhhhhhhh
？
牛蛙牛蛙
5000+
这是用纸做的？
您
下次人类进化时请带上我
666
wc
1942就离谱
您
握草
你出个价吧
太帅了吧
15.37
5000+
tql
ohhhhh
想什么样就能折成什么样是怎么做到的
这个是纸折的就很离谱
1985人再看2
在这呢
2027人就离谱
5000+
战歌起
折学
就离谱
5000+
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
你们好
我用的是塑料零件的话，用一个结实一点的球形关节可以更好。
强者的裙摆
能动就很离谱了
5000＋同时在看
卧槽
牛蛙
都给爷投币
帝皇侠（光.圣灵系）
估计我三年都做不出这个
5000+1
第一次见投币比点赞多的视频
NB
NB
卧槽
6000+
6000+
太牛逼了
您
无影手，我调到0.5都看不清
你币有了
6000+
6000+就离谱
极光剑！
6000+离谱
6000多个兄弟们你们好
绿城绿中照亮了夜空
NB
您
6000＋
6000啦
6000+
                                    7uv                        7:r                                  
是魔法，我加了魔法！
卧槽
那你
想看图纸
你这盔甲保硬吗
都给我三连安排上
卧槽
币比赞多系列
我连纸都买不起了呀！
666
帝皇铠甲—合体！
6000+
帝皇铠甲—合体！
好家伙
哈哈哈
帝皇铠甲—合体！
帝皇铠甲—合体！
牛逼！！！
6000多
牛逼
就这
就离谱
您      ？
6000+
您
！！！！！！！
离谱
6000+
6000人！
是战裙裙摆！！！！！
6000+
爷青回
？？？！！！！！！
HHHHHHHHHHHHHHHHHHHHHH
这做功没几千下不来的
好家伙，弹幕帝皇
？？？？？
6000+就离谱
『King Crimson』
不仅手不会，脑子也不会了
6000+
卧槽
2027+
我是涅槃的凤凰，我是自己的帝王！
您
帅爆了
6000+
您
iililibib
卧槽
WC
NB
细节满满
牛逼
大佬牛壁
6000请收下我的膝盖
16.05
发白色弹幕干什么，就应该发帝王黄色弹幕
6000+
今日一小伙用纸折出了帝皇铠甲，我们来看一看。。
厉害了啊
卧槽！！
ohhhhhhhhhhh
666
2000+
借关灯不来
全体起立！来向世间宣告帝皇铠甲的降临！奉up登上神坛！
??????
参见吾皇
翅膀有点小滑稽感
太帅了
炎龙侠
谁的红王滚出去（doge）
6000
6000+
啪一下就装好了，很快啊！
卧槽了！！！
您
6000＋
6000+
牛逼
6000加
要来力
逐渐离谱，离大谱
nb
6000+
哦凑
“简单”
66666
6000+
6000+
关节处动就牛壁
卧槽
神之帝皇！！
离谱
您
擦，大哥！
全体起立!
6000+
我是涅槃的凤凰，我是自己的帝王!
热搜榜二了 恭喜恭喜
您
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
这他吗上千了吧
发生肾么事了
6666666
拿出圣水
NB
我是涅槃的凤凰，我是自己的帝王
6000+
2096
6000可太强了。
牛逼
这帝皇保熟吗
爷青回
地台也是折的？牛啊，细节
哇，超级合体！！！！！！！！！！！！！！！！！！！
6000+
nb
握草
您
woc，前面牛逼啊
666
6000::::
我靠
6000+
这次白嫖失败了！
6000+
这个裙甲就很帅
60000+
nb
燃起来了
热度榜第二！
这bgm呜呜呜呜
离谱
牛壁
您
up猪辛苦了
你上热搜了
6000+
66666
这个！！这个！！！！
非常的简单
简 单
我是什么生物啊
有没有这条龙的教程
能批发生产吗（doge）
？？？？？？？？？？？？？？？？？
我去
6千加
iililibib
6000+
牛皮
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
我擦，外挂，我擦，哇，nb
把折好的倒放其实都一样
6000+
握草
6000+太离谱了
牛掰
弹幕5555？太少了，兄弟们搞起来
非常的简单
！！！！！！！！！
这不比博燃
nb
libibi
爷青回
nb
这就是折纸艺术啊！！！！！
你什么时候从阿兹卡班出来的！
您
6000+在哪里
太帅了哥
爷青回
御 驾 亲 征
发生什么事了呀 
他在试图教会我们ԅ(¯ㅂ¯ԅ)
人类高质量折纸系列
牛批
满满的细节
嘿嘿
卧槽牛币
太离谱了
破产龙都有，牛啊
离大谱，太猛了
握草
看到的兄弟朋友们，把字目弄长亿点
牛逼
2000+
66
6000个人一起看是真的离谱
这么多人？
爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷青回爷
真 折纸大师
折纸大师（）
6000+这也懵了
这真的是纸吗
“   真   骨   雕   ”
发生了什么
折纸大师（）
太强了
2000+
五圣必杀！
您
better人生照亮了夜空！
6000+
这真的是纸做的 
离谱 
帅
比博燃
帅！！！！
雀实
全体起立全体起立全体起立
6000+离谱
雀实
看了也不会做系列
nb
6000+
牛逼！向大佬献上我的膝盖
太细节了吧
6000+在看离谱
您
6000+
投币比点赞多系列
牛壁
炎龙侠 升腾炎上就是焰火的力量无限 就是火之炎龙铠甲风鹰侠 曲直屈伸就是巨木的力量说时迟 那时快召唤木之风鹰铠甲黑犀侠 滋润掩藏但发出狂啸的力量召唤水之黑犀铠甲雪獒侠 他有能刚能柔之金的
ohhhhhhhhhhhhhh
加一点细节
这必须得给三连作者耗了这么大的精力。
感觉来了
6
炎龙侠 升腾炎上就是焰火的力量无限 就是火之炎龙铠甲风鹰侠 曲直屈伸就是巨木的力量说时迟 那时快召唤木之风鹰铠甲黑犀侠 滋润掩藏但发出狂啸的力量召唤水之黑犀铠甲雪獒侠 他有能刚能柔之金的
66
6k+
厉害
再加一点细节
帝皇铠甲合体
“纸”帝皇？？！
居然有6000多个大兄弟一起看
6666
好帅
6000+
我超！离大谱
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
以三连
6000+
卧槽
您
遇强则强
6000+厉害
终极帝皇铠甲
？？？？？
离谱
？？？？？？？？？？
6000+
牛掰
卧槽
16：46
这他妈折出来的？？
666
6000+
进化又不带我，淦
6000+
卧槽
6000加！
臣卜木曹
这不比奥迪双钻强多了
弹幕好厉害
卧槽
卧操，好帅呀 
您
卧槽，龙？
这他喵的是纸
我妈问我为什么跪着看视频
太强了啊！！！
下次进化记得带上我
1+
6000+
教练这个我真的想学
6000+
nb
6000+
第一次有这么多人一起看
6000+
牛逼
                                    7uv                        7:r                                  
ohhhhhhhhhhhhhhhhhhh
betty人生照了天空！
2028
真牛批
手
6k加？
牛逼666
太强了
6000+
禁止在麻瓜面前使用魔法
6000+
?????
魔法
您?
我是涅槃的凤凰
不说了   组队连夜去偷  
才十几个小时啊。。。
卧槽
您
量产！！！！！
6000+
离谱
8000＋mb
加油哦！
就这个动作投币了
您
大佬
6000+在看属实离谱
什么神仙弹幕
牛逼666
6000＋
我跪着看完了
17:00，被顶上热搜才来看的
火钳刘明
6000+，就离谱
6000+
您
炎龙侠升腾炎上就是焰火的力量无限就是火之炎龙铠甲，风鹰侠曲直屈伸就是巨木的力量，说时迟那时快召唤木之风鹰铠甲，黑犀侠滋润掩藏但发出狂啸的力量，召唤水之黑犀铠甲雪獒侠他有能刚能柔之金的力量
卧槽nb啊
6000＋
502不是只能粘手吗
喵
ohhhhhhhhhh
喵喵喵！
6000，，，，
6000+
火钳刘明
牛逼
牛逼！
可恶我到底是哪步没跟上
这带反光就很离谱。。。。。。。。。
投币的比点赞多，这就离谱。
牛逼
6000+小伙伴你们好
1
卧槽
6000+
6000+
不投降铠甲勇士能穿梭光影
弹幕牛逼
6000+
卧槽
这人的jio估计都比我手好用(ﾉ_ _)ﾉ
6000+
牛壁
牛啊
《手◎办》
倒放？？？？？！！！
6000+
5000
这是倒放
逆大天
好帅好帅
全体起立
6000+就离谱
都是来回忆童年的啊
指挥部被炸了?
您
原谅小生没文化，一句卧槽走天下
小心被营销号盗
近日，有一外国小伙用纸折出了帝皇铠甲，到底是怎么回事呢……
也太牛了吧
6000+是真离谱
6000+
握草
握草，发生啥了
开学归来就像一阵风？
xdm来了
您
nb
拼完空降5:00，终极版空降6: 00
所以帝皇铠甲合体了三个月？doge
前面那个说纸做的不能保存太久的，经过保养差不多能带到坟里
纸涨价  了？
亿点点细节
牛蛙，6000+
哪一步漏了
6000+卧槽
太帅了吧
三连了
《非常的简单》
弹幕数量一直增加
还有替换件！
弹幕护体
战歌起！！！！！！！
6000+
先这样在那样就可以了
6000
我是涅槃的凤凰，我是自己的帝王!
？？？
后面那个魔十笑死我了
卧槽
我是涅槃的凤凰，我是自己的帝王!
火钳刘明
空降6:35
nb
妈问跪
这歌的声音还有点像周杰伦的感觉
我是涅槃的凤凰，我是自己的帝皇
你币有了
牛逼
您！
6000+
终极帝皇铠甲！
7000+
6000+
火钳刘明
17:22
6000+
点个赞吧亲
绯红之王
6000+
6000+
nbnbnb
跪了
6000加离谱
代表天道，明界最高领袖！天道执行者！！！！
您
二倍速好像看火影呢
ohhhhhhhhhhhhhhhh
6000+
冲
6000+
握草
6000+离谱
爷青回呜呜呜～
帝皇侠
量产
牛逼
哈喽哈喽17:27有人吗
太过分了，要知道我折个纸飞机都难
我是涅槃的凤凰，我是自己的帝王
卧槽
我是不是从第一集直接点进了最后一集？？？
槽卧
币比赞多
Up主是个神仙。
6000+卧槽
6000＋牛哇
我服了
Ohhhhhhhhhhhhhhhhhhh
您
nb
来了来了来了
卧槽
DNA动了
真·折纸大师
6000+在看
就离谱
我要这币有何用？
"5:30,6千人+"
牛哇
这是人马
卧槽！！
火钳刘明
芜湖
我倾家荡产
这
nb
牛逼牛逼
Oh'hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
2000+
这是怎么做到的。。。。太牛了
牛
卧槽
好厉害
牛逼
折纸战士
禁止在麻瓜面前使用魔法
7500
三连走起
李朴他妈给李璞开门，离谱到家了
6000＋就离谱
ohhhhhhhhhhhhh
卧槽！！！
好家伙，6000+
6000+的报到
牛逼！！！
还有地虎侠，他是冲话费送的铠甲~铠甲~
帅啊
字幕呢
6000+
沃草
沃草
沃草
6000+
太牛逼了
6000+
我也想要这个手
在线看的人头一回这么多
牛逼
6000+
哦莫哦莫
6000+
全体起立
？？？发生了什么？？？
喵
用纸折，牛啊
ohhhhh&hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
再来亿遍！！！！啊啊啊啊！！！！氧气瓶给我！！！
您
2158人正在观看
6000+一起看就离谱
握草
7000+
6000+
像极了上课打瞌睡的我
有在线的扣个1
6000
这就是纸！
woc
首页通知书
好家伙，6000人
6000+
NB
活生生用手折出个手办啊这是
简单
离谱
头皮发麻
太牛逼了，酷毙了
NB
喵
卧槽
卧槽
6000+
握草
最帅铠甲没有之一，日本的算个得儿
？？？？
6000+
兄弟们，喊出我们的口号！！！帝王铠甲！~
卧槽卧槽
不，你少看了三个月
2.0
卧槽
6000+同时观看离谱
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
6000+
卧槽卧槽卧槽卧槽卧槽
6000+
6000+
我超
卧槽，太nb了
您
up主拿塑料唬弄我们
啊好帅！！！
您
6000
6000+
爷青回！！！
离谱6000+
甚至有替换件
这必须三连啊
6000＋
能卖一千块
我以为是胶，
这手怎么卖？
up太强了
nb！
牛逼
好家伙
。？。握草
教练，我想学
很好，第一步我都没跟上
卧槽
6000+？？？
男人的浪漫
牛逼啊
离谱
6000在看
喵
扭扭
把红王踢了
求那把剑的折叠方法
火钳刘明
我来凑热闹
卧槽
观看人数真的....
您
强强强
？？？这就很离谱
燃起来了
牛逼
6666
雾草
当代手艺人
？？？？
大离谱，居然还能这样。
？？？
ohhhhhhhhh
没币了明天明天
您
最后一个币给你了
从此刻开始，你将卧槽至结束
战歌起－－－
6000+
现在是6:02
卧槽
18小时
卧槽！！！！！！！！
6000个
66
现在6000+真的恐怖
喵
播放量99
2178
三连了
6000+离谱啊xdm
6000+。。。离谱
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
6000+
6000+
6000+
逆天
参见吾皇
合体！
卧槽！！！
全体起立
6000+就离谱
卧槽
卧槽准备
破费龙
nb
爷青回
披风裙摆必须要有
牛啊牛啊
卧槽
6000+
前方高能
不敢白嫖+1
六千分之一
6000+
握草
离谱
我是涅槃的凤凰，我是自己的帝王
这是纸？？？
nb
6000＋
6000+离谱
6000+
 处 刑 曲
别 人 的 折 纸
这还能弯的
战歌一响按耐不住wc
爷童回
牛逼啊
突然想到折纸战士，哈哈哈哈
这tm就离谱
666
牛壁
6000+
你不上入站必刷，谁进？
2164
卧槽
卧槽
6666
比博燃
这个动作我爱了
妈耶
投了投了
18小时，用岩浆加热一下
6000+了
参见吾皇
帅
6000+
18小时之前的还有6000人看
参见吾皇
爷青回
6000十
你说这些脑袋都是怎么想到的 怎么就这么牛逼呢
白嫖失败
这个虎头有点像犬科动物的头
牛
6000+
6000+
帝皇再临牛逼！！！
帝皇再临！！！
牛逼
6
这是倒放吗
学员：教练我想学   教练：我也想
ohhhhhhhhh
666
离谱
真的人？
6000
今年成年的那看了还真是这么热血。这就是我的青春。
真的帅
牛逼
纸：这辈子值了
牛
6000+
2000+
6000+
前方高能预警
前方施展魔法
我靠
他甚至还能动 
说了多少次，禁止在麻瓜面前使用魔法！
ohhhhhhhhhhhhhhhhhhhh
卧槽
倒放真实
2021
2012
倒放兄弟们新世纪
6000+就离谱
6000+
您
6666
您
66666
纸生巅峰
帅气
卧槽外挂
合影留念
这很合理！
600+
卧槽
这TM是纸做的?
燃起来了
6000+
太强了
牛逼
真的厉害
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
6000+
人类进化又不叫我
