第一个
wow
恭喜
恭喜!
囍
刚刚
梦老师帅！
唐探的曲子好耶！
恭喜
投币了
千里姻缘一线牵，夜郁相思愁华年
普通宝箱/狗头
恭喜恭喜！！！
聚众赌博，哈哈哈
最后一个币，投出去了，恭喜梦老师！！
What's up?！
投币随礼芜湖
你这棺材板是金子做的，还是这棺材里是铺金的
恭喜恭喜恭喜恭喜
恭喜恭喜
三连
币投了，恭喜梦老师
让我来证明你打开了弹幕
有个人来买棺
恭喜
恭喜恭喜
还有剧情呢
老板娘：这就离谱
三连了
什么鬼⚆_⚆
_(눈_눈」∠)_开口跪
浪漫满屋
梦老师直接偷家，管他有的没的
╭(°A°`)╮大写的懵逼
梦泪yyds
我主动，你出个辅助装就行
百年好合，早生贵子
囍
囍
你还敢有下次？
囍
汪汪汪
哇哇哇
刚刚
可恶，只能投两个币吗
太会了吧！！好浪漫
这个好像是他们在玩游戏？
来了来了
泪目呀我天
大家把币都拿出来吧
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
你劈我棺！
大制作
小儿？
大家把币都拿出来吧
哇
梦老师祝你们百年好合
币已投，恭喜梦老师
百年好合
这可都是曹县的棺，你嫌贵我还嫌贵呢
99
BGM好评（霉霉的welcome to new York）
《怎么没有封神榜》
两个人来买棺
99
这不说
诺崽笑的好甜呐
是霉霉的曲子好吧
爱了爱了
超激动
99999999
4个币子随出去了
正片开始
封个2个币的红包，恭喜
？？？？？？？、
这天美不得表示表示
有心了我的天，感觉好棒
只能投两个的好搞笑
百年好合
恭喜恭喜恭喜恭喜恭喜恭恭喜恭喜恭喜
恭喜！
捉拿去后台换衣服哈哈哈
玩着剧本杀呢！兮兮不知道大家在瞒着她
恭喜
恭喜恭喜(≧∇≦)
哟哟哟空的，真叫好多银子
百年好合！
1000＋的兄弟们说话呀
你就说要不要吧
没事，下次就不紧张了（手动滑稽）
你故意找茬是不是
得了中二病（dogo）
恭喜恭喜
老板娘：我开殡仪馆的能卖给你生棺材吗？
在现场直播看的，超感动！
66
随份子币
榜一  青龙
事业有成
榜二  刑佐
好像剧本杀啊
榜三  听风
恭喜恭喜！祝孟老师早生贵子白头偕老！
榜七  小饭
练哄带骗
你这棺材能滑盖还是翻盖啊
梦老师恭喜恭喜
来人把我杀了给二位助助兴
啊！！！！！！！？！！
开始了开始了
hhhhh
我把所剩不多的家产全部都随份子了
不会是甄子丹吧？
未遂这个词用错了啊喂
两个币一个给梦老师一个给兮兮
囍
梦兮梦兮归故乡，遨游四海求肖明。
可惜只能投两个币，我攒下的20多个币不让投qwq
剧本杀
第4995个赞
开始了开始了？
演的真不错
生个小明无敌
因为你的祖宗（幻听
恭喜99，百年好合
榜六 秦沧海
霉霉
韩公子和瓶子哎
哇呜
我卖棺材的能卖你生棺材蛋子
百年好合
阿巴阿巴阿巴
中二病
你是棺材是金子做的还是棺材皮里有金粒做的？
老板娘:你瞅瞅现在哪还有啊，都是大鹏的
不是说这是剧本杀嘛，然后求婚的
我来随两个币的份子钱！
我投俩！！！
可恶，只能投两个币吗
恭喜梦老师！！！
兮兮好看
好浪漫
直接出个名刀偷他家
两个币随礼了，祝百年好合啊
早生贵子
魏苗苗，肖闽辉。两姓联姻，一堂缔约。良缘永结，匹配同称。看此日桃花灼灼，宜室宜家。卜他年瓜迭绵绵，尔昌尔炽。谨以白头之约，书向鸿笺，好将红叶之盟，载明鸳谱。​
剧本杀吗？
那海河的咋办
在现场我是气球
就是剧本杀
婚礼快乐
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
祝梦老师和鸽子兮百年好合
直接偷家
治的是意中人 得的是相思病
梦老师在玩剧本杀呀
来了来了
哇
就是先剧本杀，然后求婚的
ohhhhhhh
～阿阿阿阿阿阿阿阿阿啊啊
来了来了
生日快乐生日快乐
这板子是金子做的还是这盒子金子做的doge
前方高能
咦咦咦咦
啊啊啊恭喜恭喜
百年好和
99999
萨日朗
两个币
囍囍囍囍囍囍囍囍
投币了
梦老师好帅啊
囍
韩信偷家
生日快樂！
恭喜恭喜
开始了，兄弟们
老板娘：你故意找茬是不是
随两个币当份子钱
郎才女貌，天造地设
兮兮好美
囍
囍
你是谁的部将
百年好合
剧本杀
？？？？？
没币了怎么办，要不送个么么叽吧
摄像小哥辛苦了
恭喜呀
囍
好有夫妻相
ohhhhhhhhhhhhhhhhhhhh
恭喜恭喜！！！百年好合！！！
祝99
把我一单身狗都看激动了
我看你是故意找茬[doge]
囍
囍
先随份子，再看
恭喜
整个小明，直接无敌
用银买金？？
前方高能
99 昨晚直播把我酸死了
三连了，份子钱拿去（狗头）
囍
恭喜恭喜
好家伙我也是最后一个币随出去了
份子币已随
恭喜恭喜
袜
2000+
包租公和包租婆是吧（dog）
恭喜
三连了 ，算我彩礼
在现场！！！
我霉啊啊
恭喜
就小儿了哈哈哈哈
好好好好好好好好好
好家伙，婚礼还带剧情，可以啊
份子钱给了，998
这棺材板是金粒做的还是棺椁是金粒做的
泪目!
囍
早生贵子。
百年好合
有人 才是天榜第一
百年好合
恭喜！！
来了来了激动（doge）
我的天啊，带制作
哇塞梦老师浪漫啊
9999
梦老师祝我暑假李信上6500分
泪哥加油
梦嫂要哭了要哭了，我都想哭了
来了来了？
瓶子跟跑跑长得好像啊哈哈
不戳
百年好合
兄弟们这他喵不三连
两币已投
李哥你怎么被淹没了？
9999999
百年好合，早生贵子
双厨狂喜！
梦老师帅
百年好合，早生贵子
百年好合
百年好合
两币份子钱
爷跳个楼为你们助助兴
囍
内定第一没意思（doge）
说实话真的美
笑死了
我一个男的都心动了
恭喜！
份子钱
恭喜！
山东人民发来贺电
青龙shi
哟西
兄弟，你特喵嫁给我吧！
有一群人前来买棺
这个衣服好仙的感觉
两币份子钱
恭喜
99999999
小小飞！！！！！
99999999
你故意找茬是不是
恭喜恭喜
恭喜恭喜
狂刀苏孟！
恭喜恭喜
恭喜恭喜，百年好合，早生贵子
百年好合
兄弟，你特喵嫁给我吧！
天榜
正片开始了兄弟们
你是不是找茬？
恭喜孟老师
囍
好浪漫呀
早生贵子
囍
恭喜恭喜
恭喜恭喜
！
囍
囍囍囍囍囍囍囍囍
诺崽哈哈哈
正片开始
是剧本杀？
恭喜梦老师!
恭喜！百年好合早生贵子！
恭喜恭喜
囍
兮～兮～
孩子以后叫肖明
2000加的人倒是说说话呀
恭喜恭喜恭喜恭喜恭喜恭喜恭喜
一诺笑得好开心
在现场我是摄像机
给诺队打一顿给二位助助兴
99
囍
恭喜贺喜
得了灰指甲 一个传染俩（误
瓶子！
恭喜恭喜
囍
99！
随份子加一
ohhhhhhhhhhhhh
我天
零度吗这是
把我炖了给各位助兴！！！( ❛ᴗ❛ )
恭喜梦老师
梦老师百年好合
还是棺材里面的金做的
恭喜恭喜
恭喜恭喜
不到一个小时，热热还可以
百年好合！
好家伙
百年好合
百年好合！
百年好合
新婚快乐
不理nock哈哈哈
哇啊啊啊啊啊
21:572000+说说话呀
百年好合
哈哈哈哈哈哈尴尬的鞠了一躬哈哈哈哈哈哈
恭喜梦老师
你嫌贵我还嫌贵呢
梦嫂胖了
要哭了呜呜呜
这是在推本吧
恭喜恭喜
恭喜啦
囍
恭喜！！！！！！
恶贼是一句陕西话
你这棺材盖是金做的 还是棺材板是金做的
囍
所以求婚视频和李白有什么关系？标签里写李白？
大制作！！！
百年好合
百年好和，早生贵子
在现场我是气球
剧本杀求婚，666666
恭喜
三连已送
恭喜
好家伙，梦老师求婚，我今天直接连跪了三把，以示尊敬
三连当彩礼吧
不是没答应嚒？你也没问啊梦老师
恭喜恭喜
恭喜
我这盒子是金子做的，锭也是金子做的
恭喜梦老师
三连投币随礼
天天开心
投币随份子了
投两个币当份子钱
99999999
囍
