太美了（*＾3＾）
姐姐好飒
90
喜欢80
我喜欢你
bgm好听
Yeah！！！
杀马特
铭记历史
80，20
好好看
好漂亮啊啊啊啊啊啊啊啊啊啊啊我不行了
你配吗
黑历史
我喜欢原始社会的
大制作
高中历史有这一课  中国社会服饰变迁
女性地位提高了就是好看！
我也觉得标题不太好
好好看
三连有了
眼神里多了一分坚毅
别再称女性为先生了！！！！！
妆容上有点欠缺
好美
美
美
中国这40年变化太大了，加油
好漂亮啊
你在写作文嘛哈哈哈哈
姐姐好美
2000
我还是喜欢40年没有白头巾那种短发楚楚可怜那种
好美
我擦
感觉少了一股精神气
太美啦
啊啊啊
6000＋我靠
妆容都太现代了
差评，片面的只是展示模特的脸，模特的表情。
首页通知书
秋雅！
滤镜关系么，总感觉妆都很现代
好漂亮
90
没拍到多少衣服啊，妆容也没怎么变，就单纯好看
2000
哈哈
含泪诶
眼神真好
姐姐好美
这里的嘴好像安妮海瑟薇
伟大领袖!
反向生长
好温柔
爱了
爷青回
九敏好温柔
1930
30 80 90都很好看
装吧 说话方式和你文字风格完全不同。装什么啊无语
一个也不能代表！不，也许能代表部分！不，也许能代表一个时代的一点点！
哈哈哈哈哈哈哈眉毛
非主流真的挺可爱的
最爱1990
还是得遗传
走心了
主要是人美
看服装还是看脸？
哈哈
我也是
完了，见一个爱一个
好美（我说的是什么废话）
太美化旧时代了！那时候穷的吃饭都成问题，那还有好衣服穿？
70
空泛，取这么大的标题，也没表达出什么新颖的东西
不要太在乎评论，视频价值的评价指标就是三连数。
6000+
真好
好看啊这套
英姿飒爽
都喜欢
感觉2020不太适合你
好美
up好年轻！
阴间滤镜
变化真的太快了
大家好，她是朵朵
全体起立
非主流开始诞生
bgm好评！！！
我出生了
哇哦！
这不三连？
姐姐好飒
姐姐太美了吧
非主流
这发型很现代啊
期待六七十年代
美女！
三连三连了
太漂亮了
天呐这个好真实
好经典的耳环和墨镜
变温柔了
眼神有了光，嘴角有了笑
叶文洁表示很赞
1920
我爱了姐姐
太美了
可塑性太强了吧
全体起立
噗
p图了吧？
我喜欢长袍
喜欢的是你
领子不会开这么大
都喜欢
以前的服装很保守的，即使v领也不会那么深
每一个眼神都不一样啊，就像这个，很坚定
那时候没人穿花衣服吧，都是素色粗布
得其形而已
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
好美！
2077：美女你有义肢吗
全体起立！
这个完蛋年代还这么多人吹
全体起立
都很好看啊！！！
铜头皮带打老师标配
都喜欢
前方高能
up诠释的好好
色厉内荏用错了，是个贬义词，跟外强中干是一个意思。
美
真就基因优秀
太漂亮了
好漂亮呜呜呜呜呜呜
好美
你好好看啊
好美好美
阿伟乱葬岗
太漂亮了呜呜呜呜呜呜
离谱，
2021。现在
好有意义的视频
太美了
火钳刘明
好美
敬礼
好好看
有那味儿了
好看
火钳刘明
90！！！！！！！！！！！
可爱
港风霸气侧漏不失优雅
好漂亮
汉服
口罩呢  不对味呀！
我也是！！！！！！！！
全体起立！
我的天哪妈妈好美
现在也流行这个
港风
What's up
非主流
30年代，这装扮的可不是底层女性！
人美声甜
10
演技太赞了
90
我的妈也太好看了小姐姐
90！！！！！！
很棒
的确良就是涤纶
好美
人不是专业的，不标准正常
妈妈也好美
叶文洁拿捏了
五颜六色的，我很喜欢
真甜
为什么我突然泪目
我们一样大！
色厉内荏hhhhhhh 美则美矣 内涵不足
好棒呀
可咸可甜
喜欢旗袍和港风
全体起立
                                      ？？林志玲
80年的好好看 
我出生了
90
这个好美
姐姐太漂亮了
青葱岁月
小布尔乔亚的开始
哈哈哈哈
请牢记这次战争给中国人民造成的深重灾难
原来妈妈这么漂亮怪不得姑娘这么好看
我的吗越来越幼态了！
好好看
我出生了
一跨十年，跨过多少痛楚和喜悦
主要还是看脸
小姐姐辛苦了
讲实话，没怎么看见衣服
可是你每个都画妆？修眉？涂口红？这是化妆之美
朵朵好美(✪▽✪)
用心了
她亲我了，她是不是喜欢我
纯欲风
妈妈好漂亮啊
为啥我哭了
现在清一色网红脸，然后大街上看到的吓一跳
这个好看！！
主要是喜欢你
电视剧里面都是一块布包着头下地干活。。
长得好看 穿啥都好看！
20
朴树yyds
杀马特很有感染力
为啥看了想哭
羞耻23333
好美
泪目
坐等2010
有内味
2020非主流笑死
真好
竟然有些感动怎么肥事...
请回到1930 还是那个时候有味道
芳华
妆容没咋变
还是以前自信朴素的好看
好好看好好看啊
真.白瘦幼
好美！
投币！！！
建议出期古装的
色厉内荏这个词……？
要是可以看全身着装就好了
应该带个口罩doge
伟大的时代到了！
八几年路上根本没有人这样穿的
这一看就不是战争年代的人
太摩登了8
30！
其实不同地域衣着也不同，我太姥姥家小时候算中产阶级但是也没有穿的这么好
I了i了
90
90
起立，向先辈敬礼
知识分子
哎
耳朵怀孕了
致敬
最有信仰的年代
耶
姨奶奶们
这么穿都好看绝了
明明
感谢时代 感谢生在中国
00
90
80哪有这么潮啊
达瓦里氏！
我看着突然想哭
哈哈哈哈哈哈哈哈草
眼神越来越坚定
求口红色号
90
汉洋折中yyds！
。。。。。我笑了
纯欲时代
不应该是秀衣服的嘛
小的那一下好像王鸥啊
她好美啊
衣服没这么干净而且布丁，实际上那个年代没什么能穿上一件完整的衣服
好美好软好甜
妈妈好好看
"不要忘记,新中国的成立,也少不了她们的努力，这就是榜样的力量"
和我妈年轻的照片好像
好美
哈哈哈好可爱
7080
逐渐来到我熟悉的年代
叶文洁
2020就要开始戴口罩了
总的来说 是城市女性
用心了
港风
绝了
这里太绝了吧
好嫩
好干净
朵朵好漂亮
太美了
小红花
好美
无敌风火轮
好漂亮！
妈妈～
90
爷青回
30年代
眼神绝了，好静准
再看一遍
80
眼神绝了
AAA
80s!
60
是陈婧霏版本的！！好好听！
牢记历史
感谢先辈的艰苦奋斗！
山楂树之服饰
真的很不错
姐姐真美
2020年值得来个医护装
妈妈也太好看啦
个性张扬最初的时代
李沁
90
太漂亮了吧
阮玲玉啊人言可畏
话不多说，关注了
这是港风啊
EZG
太冲了
23333333
我也是
为什么我眼中长含泪水
BGM好评
2222
好漂亮
我们同年的
日韩台风格
大明星
太棒了
我觉得朵朵外公很帅
崇尚自由平等的时期，正是因为时局动荡，人民的抗争才显得更加宝贵，这种眼神哪里还抗争的起来
太美了
这个耳环好好看！
这是最好看的
叶文洁的别跑！！！
哈哈哈，我们的时代
朵朵你好啊
妈！
2020
女大老板范
警告！前方弹幕有KY，请谨慎收看弹幕
眼神迷离之美
心里有火，眼里有光
啊好美
三连了
00
三连！
好怕说高质量
嘴歪？？
拍的太好了，你币有了 
这长的好像我妈！
白丝吗？
好美啊！港风绝了
这里的眼神真的绝了
叶文洁的一出来直接鸡皮疙瘩满分
2020不应该国潮嘛
前面的不是30年代，是40年代！！！
我喜欢港风年代
为啥没评论
还行
当时的女性也有英雄，不都是柔弱哦
笑死哈哈哈哈哈哈
胡八一
2021黑丝盛行
90
希望下一个时代，是我们汉民族服饰实现伟大复兴的时代
小公举
请收下我的膝盖
我爱了
这个耳环可太有时代感了
喜欢
爷的青春
爷青回
突然泪目
BGM好评！！！
你币有了
升华
那你现在为什么不那样穿
太白拉
呜呜呜呜美哭了
姐姐好美！！1
…
这个真的是黑历史
我妈妈还有的确良的衬衫
朵朵的视频都很绝！
全体起立！
三连了
然后现在流行男扮女装？
看到过这张照片！
可爱
是心动啊
60s和30s
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
红红火火恍恍惚惚或或
非常棒！
进度条告诉我不简单
红裙子
90
我要这硬币有何用！？
杀马特的时代？？？
好欲啊
蚌埠住了
鲲都没有还想要三连？
天亮了
哇
全体起立！！
姐姐太棒了！
叶文洁
90
只要是你都喜欢
色厉内荏是个贬义词啊喂……（大概类似于绣花枕头一包草那种意思……）
？？？
叶文洁！
2000
好家伙，愣是没看懂，谁翻译翻译
有文化
格局大了555555
1940！
东方的女人的气质
绝了
我也是
谁说女子不如男
姐姐去当演员吧，这神态绝了
经济独立是一切独立的基础！
我都喜欢
我都喜欢
Bgm是啥呀
我还是偏向喜欢90年代
要有全身就好了
真的很强
90
彳亍
666
停在这挺好？你怎么不说停在远古时代挺好zz
姐姐真的太美了！！！
我要把弹幕关了看
自信多了
突然想哭！
比博燃啊兄弟们！
50-80
这个最好看！
这是婉婷
这个麻花辫和碎花裙，太对味了，up好厉害！
像章好评
爱了
爷青回
宣扬白瘦幼是吧
人美声甜还正能量
好美
周慧敏周慧敏
全体起立
太港了
我也是!!
又被骗币了
90
哈哈哈哈……
这个好看！
这个还好吧
背景音乐是饿狼传说吗
严屹宽
那种由内而外散发出的清淡美人气质！
鸡皮疙瘩起来了
2020
20
好美
我奶奶
灾难将至
葬爱家族
这里好美！！！
优雅而贵气
90
欢迎来到90年代
升华了
Baby
拿去拿去硬币拿去
好看绝了
好漂亮！
绝了
太可爱了
没口罩，差评
好自信
轮基因的强大5555
80yyds
很难绷得住
杠精好多
这个真的好好看
2010
好美
哈哈哈哈
哈哈哈哈哈
8090
我爱你
密码正确了属于是
还是喜欢长发
这也太美了吧
喜欢港风
好棒！
你说完直接赞
救命哈哈哈哈哈哈哈哈哈哈哈哈哈哈我看不懂下面的字哈哈哈哈哈哈哈哈哈
色厉内荏是不是用的不太对
小孩子才做选择，我全都要。
最美的
色厉内茬是这么用的吗。。
经典无语问苍天
ohh
美女
吓得手机都掉了
惊艳
真实
好干净的美
父母爱情里面看了好几遍了都
好棒
新时代!
可爱
赛博元年2077
陈婧霏！
的确良
爷青回
求色号！！！
90年代yyds
好棒呜呜呜
没带口罩少了点感觉！
都喜欢
up跟我同年！！99年5月13有吗
起立
有2030年的嘛
2000
眼神放光
非主流个性解放了，我真的欣赏
这不叫“色厉内荏”，你可以说简洁明快，也可以说平直硬朗
30年代和90
色厉内苒？
花姑娘
90
终于正常了
最爱90年！
城市社会
这个眉毛太迷人了
帅！
棒
小姐姐好好看
哪个男生赶紧也来一期阿
这演得不比那些个流量明星传神吗
好有时代感
色厉内荏属于语文没学好，还乱用成语叉出去
阿熟悉的味道
好温柔啊！！！
全体起立
主要看人，美的怎么都美
90
打卡
呜呜呜呜呜呜呜呜破防了
我们是同志了
80后最美
2010感觉像日式
咔咔的我就关注了
今晚做梦素材
丁思甜
级纟
起立
70和80！
V
格局
叶文洁
我喜欢姐姐
审美跟着五官走就对了
好美
姐姐好美！！
哈哈哈哈哈
淑女范
最后的照片好感人
姐姐表现力好强
有点像林志玲诶
火星文
抱头巾整一个
张扬的年代
类目
心情一下子愉悦了
这个算是当时比较时髦的那类
好美
而且还便宜～
80
好好看
币用完了，有一个的确良的瞬间，脑子里闪过回忆使鼻子发酸
太美了啊
凤舞九天！！！
比了比了
1990
我也
眼神太到位了
且听龙吟
1999年的你98的我，阿姨好看
全体起立
好美好美
妈！
好美啊啊啊啊啊
自信
我喜欢你的眼睛
好漂亮
格局开大
逐渐自信
尴尬
这么温柔的小姐姐，打一巴掌要哭很久吧！
全都很漂亮
全体起立
小时候就好漂亮
各位80后90后怀念吗
就是bgm的年代
妆画得不错
我妈从前照片就这样…
有内味儿了
都说穿搭是种轮回现在我信了
波浪 墨镜 大耳环
终于又大火了一次
有气质啊
擦 为啥觉得2020最好看
好看
蓝字太秀了
好干净
日风
00太可爱了，果然是看人的
90
愣着啊？关注干嘛！
二刷看弹幕
全体起立
这个神态！！
锅底灰给我抹脸上！
啊这
刚从徐涛那儿过来的我
突然白瘦幼
2020
爱港风！
好漂亮啊好温柔啊
蚌埠住了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
“真实”我也没见过几个人长这样的
真没几个长这样的
哦2020上滤镜美容了
60
哈哈哈哈哈哈哈哈
90，10，20
好甜美
何为中国之青年
女儿长得像妈妈，不是像爸爸
港风
致美丽的中国
耶哈哈哈哈哈好可爱
那么忧伤？
打卡
90
90
她们。。。。。。。。？
2000的乱入的，是个什么鬼。
2000什么鬼
看了一眼进度条的我发现事情不简单
火钳刘明
铭记历史！！
三体人coming
突然难受
我5岁了
广阔天地，大有可为
非主流有自己想法，想去创新，我觉得这点来说就很好了
嘤嘤嘤，特别凄美好看
好美！
我也！！！
2030呢？
最喜欢现在
知青好看
升华了
bgm
BGM想到锈湖的你不是一个人
我奶奶当年就是当知青的时候认识的我爷爷
多多三连
全体起立
主要是小姐姐长得好看啊！
90
有内味
姐姐的眼睛会说话！
港风
00
币有了
色厉内荏用词不太对吧
开口跪
活的！活的！
40
90
美 不分时代
自我感觉良好的2020
下面两行看的有点费劲呢
小时候我奶总和我提布拉吉
20 30年代很有古典美 经典
阮玲玉太美了呜呜呜
这不得带个口罩
我也喜欢
最爱90年代
最后的BGM是啥呀？
这个眼神绝了
美女我喜欢！
但凡偶像剧有姐姐这种演技，我也不至于直接开喷
太美了吧
这个BGM建议是每个时代的标志，up这么剪的听着好混乱啊
喜欢这种
永远是现代。
沉默了
爷青回
2000
最喜欢现在
变化就是学习了不不同国家的风格和审美呗
杀马特
90     10
90’s love
港风！
全体起立！
越来越幼态，可不是一件好事
爷青回
2-30年代
其实我觉得很可爱
哈哈好可爱哈哈
90
+1
爱了爱了
基因的强大
妈呀声音好好听啊
好美啊啊啊啊
好温柔
声音爱了爱了
眼神绝了
阮玲玉女神！
90
耳机
格局有了
好
爷青回
90
跟港风还差点味
好漂亮！！！
我关注的up主 火了  么么
2000
好看
爱了
好好看
啊玉
演技炸裂，当演员吧！！
在历史学中是有蜜月期这个说法的
果然长得好看，穿什么都好看。反之则…
bgm好压抑
好美
好美啊！！！！！！
这个唇妆绝了
好看
配文好棒！
果断三连啊啊啊啊好美
去特喵的封建
全体起立
这个可爱
2020口罩必需品
好看
越来越自信了
姐姐好美
好看
升华主题就有三连
姐姐好好看
up太棒了
这个好看
表现力满分，也没有太过
好棒好棒！！！
铭记历史
真好看
哈哈哈哈哈哈哈哈
全体起立
感谢党
姐姐好棒！！
爱了爱了
全体起立
全体起立
全体起立
好漂亮
声音好温柔
好好说话
好美
人好看穿啥都好看
啊啊啊啊啊啊啊
色厉内荏这词咋这么用……
泪目
关注三连都给我上
我哭的好大声
芜湖
心动
潮流风
真的哭了
张扬个性的时代吧，哈哈
架子音
BGM是什么
30   80
不仅好看还有思想
建议拍全身一般看的都是服装你这是只看脸了
三连了！！
全体起立！
一个什么风格都能驾奴的女人，爱了爱了。
绝了
90
嘴好奇怪
敬礼手势并不标准
果然是双马尾
真的好有意义的视频
太爱了
90年代太放开了，现在看简直奇装异服
秦朝
起立!
妆太干净了
全体起立
真实素颜
无欲无求的大户小姐
仿佛看到了暖暖/
喜欢现在
港风和非主流  绝！
姐姐好美
90
哈哈哈哈哈
刚才展示的眼神都是戏
好像邓丽君
哈哈哈哈哈哈靠
这次一定
最好的时代
我的青春
2000
欢迎来到90年代
一样
这个好美
前方高能
哈哈哈哈哈哈
都好好看
我妈就这样（）
好美哦
这up真的是好看
阳光灿烂的日子
山楂树之恋
妈妈好美
三连了
满街白幼瘦，已经审美疲劳了
e
2020
正片开始
慵懒风
百目无她，百书智华，君当醒悟，建我中华ĳĳĳ
百目无她，百书智华，君当醒悟，建我中华
好美
百目无她，百书智华，君当醒悟，建我中华
其实这都是城里人，农村没有新衣服
颂扬正能量，加油为希望
爷青回
说不伦不类的果然是解放前穿越过来的
泪目
我爱港风
三连
说这是最高好的年代的，对得起民族和良心吗？
8090
好想哭啊
色厉内荏是贬义词
90年直接起飞了
哇妈妈也好美
up好美
我天 眼神绝了
00年
2000年
哈哈哈哈你也好可爱
太美了
就像问下UP主每个镜头下除了衣着发饰是有年代感之外你的化妆全是现代妆容有参考价值么？
姐姐爱了
流里流气。。。
太美了
富婆
3000人
404040
00
Up配这个发型好像林志玲！！！
哈哈哈 朵朵 好可爱
没人觉得像李倩吗？？？
真好看投币了
姐姐也太美了吧！！！！！
小姐姐贼漂亮
辛苦啦
同非主流
这“笑容”演绎绝了！
1940
00
爱了爱了
至今90年代依旧美女
你活了这么久吗
西洋入侵了
真实
90年代！！！！
不是应该戴着口罩更贴近2020年吗
2000自由的年代
青春的尾巴
都喜欢
90   00
太可爱了吧
90
好可爱
10！
真美
好美
妈妈好美
我喜欢九零
男的呐
我也喜欢千禧年
雾草港风好美
10真实了……
30
好美!
好爱
妆容是不是也得还原一下
好看
眼神看到了恨意+悲伤+无奈+坚毅，太绝了
我的奶奶年轻时的那段时光
神情变化细节好评
泪目
我见犹怜
帅
90
姐姐眼神直接到位
尼玛妈好漂亮
你谁
全体起立
好绝啊
眼神坚定又自信
姐姐声音好温柔！！！！
辛苦了！
好！
哈哈哈哈哈哈哈哈哈哈哈哈哈
你们继续看，朵朵我先抱走了
劳动人民最光荣！
90年代！
妈妈 好美呀
全体起立
孩儿们，全体起立
美好的年代
？？？
好漂亮
港风
哈哈哈哈哈哈哈哈哈哈哈哈哈
林徽因
这是凌乱啊
很成功
最好的时代
秃
声音爱了，爱了
小学课本图绘里的人
看到这里真心疼那个年代的人
可进度条还有很多
时尚就是一个轮回
下乡知青
同年
港风
妈妈好好看！
不爱江山只爱美人
牛啊
被骗了 这特么是衣服的变迁
时代少年团永远的神
神情都变了
全体起立
我都要哭了
天眼神好棒
2000
哇妆容也变了 好细心
那个时候的我们是最无忧无虑的——致90后
姐姐好美
我也哈哈哈哈
3000＋的朋友们好啊
白嫖失败
姐姐太温柔了
太美了救命
自带耳麦
都是城里人的着装吧
好漂亮
2000年的
像鸥姐
现在男性趋于女性化
白幼瘦没问题啊，不懂为什么要抵制，白幼瘦是一种风格，其他的风格也美
这个课本上见过
90
色厉内茬是贬义词
我们化学老师说的确良这个名字，因为穿起来比自己织的粗布衣服凉快，所以叫的确良
我为什么点不着赞
可
是你都喜欢
now
绝了
10  20没有什么明显区别
三连了，理所当然
吼吼吼
叶文洁
有那味了
我姥姥结婚照就是这样的！
姐姐好漂亮！
这好像是美女集合呀？？？
90
爷青回
太真实，满脸都是淀粉
有狗
靓丽
瞬间变小
卡哇伊
好看！
80后成年感觉突然就变了
外婆好漂亮！！！
哈哈哈哈哈哈哈哈哈
现在的审美可以说是非常多元的
发际线成最大赢家。越早年越多。
变了
朵朵？你是我老婆！！
啊 好美！
这次一定
世纪宝宝
感谢各位高阶姥爷白嫖朵朵
漂亮姐
感谢各位高阶姥爷白嫖朵朵100年
这个真好看
看来我的审美还停留在2000年。
这个好看
全体起立！
好强
00后沙雕
哈哈哈杀马特
o评论咋这么多杠精，要是把每个年代所有不同女性打扮都展现出来就不是一期能装得下的了，你们杠什么呢？
全体起立！！！！！！！！！！
这个美
全体起立
愁
姐姐好美
太漂亮了
jk
2000
发不了吗
2000年我怎么不知道女生化妆是这样的
me too
90年代
好像sakura！
全体起立
开口跪，声音太刻意了
听到声音直接关注了
爱了爱了
6666一键三连了，都太好看了叭
哈哈哈哈 我的青春
爱了爱了
up真好看
才发现中国美女是真的有韵味，我们追求的美丽不知外貌那么简单
十九世纪
90和2000
啊啊啊啊啊太美了
2000的非主流，哈哈，拍得都好棒！很不错的题材！今天美好生活当思来之不易！
妈妈就很美，哈哈，遗传
哈哈哈哈哈哈哈哈哈哈哈哈哈
百花齐放百家争鸣
你跟妈妈一个模子刻出来的哈
升华主题
展示服饰，可我看到的只是头部
纯欲啊
00
天啊解解什么风都行啊啊慕了
兄弟们开头见！
那可是时代进步的初始阶段，当然最好看
比刚才的坚毅了很多！
俺也一样
哈哈哈哈
80年变化好大
可
