救命终于
卧槽
啊啊啊啊啊
真的假的居然发物料了
啊啊啊啊啊啊啊啊终于！！
加油加油加油加油加油加油
第一次这么早，好激动
刘耀文声音好好听
卧槽，真有联排
贺儿！！
翔哥
老公们么么哒
好听好听好听
一分钟，我giao！！！！！！！！！！！！！
绝了
J
第一次那么早激动激动~
刘耀文多唱歌！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
严浩翔！！！
卧槽
严浩翔！！！！
文文
莫名开始低落了
夹心盯霖
真好555
我的天，宝贝们
严浩翔好棒呜呜呜
好帅好帅
开口跪啊耀文
好听
宋亚轩rap！！歪歪滴艾斯！！
这个画质感人
宝贝子！
终于看到儿子了
贺峻霖
宋亚轩
呜呜呜呜我的啊宋！
刘耀文多唱歌！很好听！
人鱼主唱
好听！
我直接哭了啊
好期待好期待
绝了
热乎的
宋亚轩
哦吼  热的
不敢置信
小宋小宋♡♡♡
小严！！！
没人了
宋亚轩宋亚轩宋亚轩
贺峻霖好棒
文文棒棒
宋亚轩！
我活了我活了
太绝了严浩翔
宝贝好棒
刘耀文刘耀文
香香好好听
帅哥！
亚轩，吻文，好香，霖霖，妈妈爱你！
啊啊，居然发了
宋亚轩
谢谢活了
小宋rap好棒
大哥们呢？
宋亚轩开口跪呀
刘耀文你为什么又帅了！
宋亚轩好好听
严浩翔 最怕rapper唱情歌呜呜呜呜呜呜
激动
太好听啦我们霖霖
我来证明你还开着大路。
我还以为我耳机坏了呢。。。
宋亚轩
严浩翔你好棒！
00快看！
轩轩太棒啦
注入灵魂
霖霖好棒！
轩轩！姐姐好想你
霖霖唱得好好听！
救命啊啊啊啊
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
太棒了
文文好棒
老鼠视角？
芽芽唱歌太好听了吧
耀文好棒
刘耀文开口跪
刘耀文太牛了
轩轩好棒！
害得是刘耀文
宋亚轩唱的太好听了吧
贺峻霖好棒！
这几个地方真好听
霖霖戴帽子真好看
宋亚轩
四个宝贝都好棒啊
轩轩
爱死你了飞飞子
SS看看吧，听听吧
文文好棒
啊啊啊啊啊好好听
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
耀文
啊啊啊啊啊是rap
哇哇哇哇哇哇哇哇哇
霖霖真的突然这么A啊啊啊啊啊啊啊
幻灭~
刘耀文帅的过分了哈
呜呜
大！主！唱！
我麻了呀
救命
宋亚轩和刘耀文太棒啦！！！
我好爱这一段。
www放大屏幕的我
哈哈哈我来的好早，弹幕都没几个
轩轩太好听啦救命
啊啊啊啊严浩翔好棒
好家伙好直白好给力
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
勇敢轩轩 牛逼得很
严浩翔！！
绝了！
刘耀文好乖
贺峻霖帅我一脸
这段好好听！！！翔哥耀文厉害！！！
刘耀文好帅
贺峻霖绝了
哇！
文哥好棒啊救命
满屏大长腿，爱了爱了！！！
宋亚轩唱RAP了？？？妈耶
文哥帅呆！
这么远，生怕我看清～
贺峻霖好棒
空屏承包整个霖崽！！
贺峻霖好厉害啊
啊啊啊
宋亚轩开口跪
棒棒哒！
贺峻霖是全世界最棒的小孩
轩轩好棒！！！！
贺峻霖开口跪
香香好绝
宝贝
耀文宝贝唱得好好听
严王！
好棒
七分钟
贺儿！好棒！
好棒好棒好棒好棒好棒
宋亚轩就是坠叼的
严浩翔严浩翔严浩翔
贺峻霖
新鲜的
救命刘耀文别帅死我
霖霖好棒啊我说
来太早了，都没有字幕组
谁看了不说一句严浩翔牛逼
宋亚轩 好棒！
霖霖好棒
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
嗷嗷嗷啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
刘耀文刘耀文刘耀文
还得是轩轩
文严文！
不愧是主唱宋亚轩
刘耀文的rap永远的神
HXHXHXHXH
严浩翔跟我谈恋爱就现在
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
这设备，啥都听不出来啊
严浩翔唱的太好听了吧
贺峻霖
宋亚轩唱歌很让人放心
严浩翔绝了啊，太爱这段
绝了太好听啦
私生睁大眼睛看看吧！写给你们的！
宋亚轩唱歌永远的神
绝了
刘耀文太绝了！！！！
好棒啊孩子们
轩轩棒！！！！！
昏暗中 有种烈日灼身的感觉 
严浩翔好帅！
严浩翔呜呜呜呜呜呜
哇哇哇哇哇哇哇哇哇哇哇
贺儿好绝
霖霖霖霖
宋亚轩宝贝！照顾好自己！
不愧是歌手宋亚轩 开头绝了宋亚轩太帅啦
啊啊啊
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
张真源张真源张真源张真源张真源张真源
刘耀文唱得好好听要哭了
宋亚轩好好听！！！
没想到会有物料
贺儿好好听
贺峻霖这个高音我没了我没了我没了
霖霖好棒！！！
这是霖霖唱的吗？感觉有进步！
这设备不行啊飞飞
贺峻霖！！！
终于能看到了
宋亚轩!
怎么那么绝
耀文好绝 太帅了！！
贺峻霖
刘耀文开口台风好稳
严浩翔严浩翔
承包空屏~四个宝贝都是我的
啊啊啊啊啊，错觉这里绝了
怎么连个字幕都没有，我等了两个多月 就这？（仅吐槽后期不针对孩子）
宋亚轩唱歌实在是太好听了
ye~
贺峻霖你很棒！！期待上火2发出来
轩轩真棒
小贺的唱法好熟悉啊宝
严浩翔好帅严浩翔好帅
轩轩好棒！！！！
没有人吗
都好棒啊
好听！
宋亚轩你真的好绝
轩轩好棒
轩哥好帅
不愧是第一主唱宋亚轩
宋亚轩厉害
严浩翔！你看看你拽的呀！
如果这种爱是玫瑰你花心都是黑色
救命太好听了
刘耀文好好听
太期待了
刘耀文多多唱歌！
刘耀文声音好绝啊啊啊啊啊
刘耀文rap真的好绝！！！
文儿
啊啊啊啊啊啊啊啊霖霖牛啊！！
你快点换装备，我真的是
刘耀文好帅
小宋老师！！！！！！！
宋亚轩的声音好好听
贺峻霖好棒！
宋亚轩好棒
刘耀文我爱你啊啊啊啊啊
轩哥炸场子！
轩轩好棒
贺峻霖太绝了
贺峻霖！！
文儿啊啊啊啊啊妈妈麻了啊啊啊啊啊
刘耀文这身材绝了
吻文的太平洋肩宽！我爱了！
严浩翔唱的好好听啊啊啊啊
刘耀文太绝了！！
刘耀文太绝了啊啊啊
严浩翔绝了
贺峻霖厉害
救命！！！！
耀宝的肩膀
贺儿好棒啊啊啊啊啊
天，炸耳朵
严浩翔宋亚轩刘耀文贺峻霖
天 宋亚轩
严浩翔绝了
妈呀开始起鸡皮疙瘩
为什么没字幕，一句都听不清啊
宋亚轩开口跪
错觉      绝了好好听啊 啊啊啊啊啊啊
刘耀文太绝了！
宋亚轩yyds！
啊啊啊，宋亚轩好帅
宋亚轩rap好棒
救命
贺峻霖好棒
居敏阿 严浩翔贺峻霖豪爵啊啊啊！！！
宝贝!!!!好棒！！！
杀疯了
刘耀文唱的好好听
严浩翔杀我呜呜
私生啊啊啊
红袜子小孩是张极啊哈哈哈哈哈哈哈
十号十号！！！！！
泪目
太棒了太好听太绝了吧阿宋！
宋亚轩宋亚轩
好Dior！！！！
宋亚轩太棒了
啊啊啊啊啊啊啊啊啊啊啊
555想念
严浩翔你好拽
刘耀文的腿！好长
好拽我好爱
好好听呜呜呜
宋亚轩黄昏超厉害
宋亚轩真棒！！！
轩哥轩哥轩哥
？？？？？？
宋亚轩真棒！！！
宋亚轩好帅
抵制私生
好感动呜呜呜
爸爸
宋亚轩好棒啊
背景音是士大夫说私生的状况
轩轩唱的好好听
严浩翔真的白到发光啊
伴奏声好大
我等到了
靠这歌绝对厉害
刘耀文宝贝
宋亚轩好帅
啊啊啊啊严浩翔帅炸了
轩轩
设备是什么鬼
刘耀文戴上帽子就是你爹
爱死你了刘耀文
直接把屏幕拉大姐妹们！！！！
霖霖妈妈好想你
啊啊啊啊啊啊
刘耀文来炸场子了！！！！
大主唱宋亚轩
背景音 牛
贺 好绝
人鱼主唱宋亚轩
贺峻霖这段绝了绝了 太好听了
轩轩唱的好好听
严浩翔好帅！！！！！！
严浩翔高音啊啊啊啊
绝了
好喜欢这一首歌啊
霖霖好好听啊啊啊啊
刘耀文不愧是你！
宋亚轩！
宋亚轩真的唱到我心里了
宋亚轩！！！
轩哥轩哥轩哥轩哥
宋亚轩好帅
宋亚轩开囗脆，门面主唱当之无愧
严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔
翔哥救命
霖霖！！！你怎么这么攻了！！
贺峻霖！
霖霖
宋亚轩宋亚轩
好好听啊贺峻霖，多唱歌
天知道我有多想你们！！！黄昏yyds我先哭为敬了家人们！！
贺峻霖帅到我失语
耀文唱歌好好听
真的好棒
九敏贺儿好帅！！我人没了！！！！！！！
贺哥
妈妈快看这是我老公啊
刘耀文，天呢，好喜欢唱的这几句
太棒啦宝贝
刘耀文宝贝
刘耀文啊啊啊啊啊啊牛逼
这设备我无力吐槽了
四面楚歌yyds！
爱你宋亚轩
刘耀文唱歌太好听啊
宋亚轩加油
宋亚轩Rap好棒
好帅啊，宋亚轩
刘耀文rap好厉害
跑掉了吧
轩轩好棒
刘耀
太好听啦刘耀文
黄昏的地平线
啊啊啊刘耀文开口定调啊
宋亚轩宋亚轩宋亚轩
宋亚轩
有被爽到
轩轩
好棒！
贺峻霖
刘文真的好帥！
有几次我想劝阻，却不知如何张口
芽芽宝贝好棒
能不能近点
我活了啊啊啊啊
宋亚轩太牛了
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩好棒
他一个人唱真的好好听
霖霖唱的好棒！
刘耀文好棒
妈呀，太不容易了
宋亚轩太棒了
座机音质，飞飞你这设备是不是该换好点的给孩子们用！？缺钱就说
这麦太闷了点吧
宋亚轩 声震寰宇问鼎天下
好香妈妈爱你
终于等到了 
只留下我一个人在黄昏中迷路
阿宋好棒
贺峻霖YYDS
相爱已经幻灭
宋亚轩开口跪
贺峻霖太棒啦
宋亚轩yyds
卧槽贺儿厉害啊
宝贝！
ss上课了，懂？
太绝了，太绝了！宋亚轩鲨我
宋亚轩！！！！！！
妈妈来了
hls 好A 
贺峻霖真的好棒！
翔哥的part太太太爱了
轩啊啊啊啊
宋亚轩宋亚轩宋亚轩宋亚轩
严浩翔好棒
严王
啊啊啊啊啊耀文唱的好好
刘耀文走路粉來了！
刘耀文唱歌超级好听
刘耀文这几句唱的好好听呀！
贺峻霖
轩哥
宋亚轩唱得好绝
刘耀文太绝了
贺峻霖我的妈呀！！！！
非战斗人员请撤离
刘文太拽了
贺峻霖好棒
严浩翔
我靠，轩哥rap，帅啊
宋亚轩开口跪好嘛 绝了 
嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷我炸了啊贺儿！
我真的好爱刘耀文的音色，啊啊啊啊啊啊啊啊
估计是练太多了，状态应该还可以更好的，加油～
铁汁们们把牛逼打在公屏上！！
贺峻霖啊啊啊啊啊啊啊
小严总可以多唱歌啊
太棒了
文哥好厉害
刘耀文好帅啊啊啊啊啊！
宋亚轩 终于等到了 热乎的
好帅啊贺峻霖
贺儿妈妈爱你！
严浩翔好棒
非战斗人员请撤离
宋亚轩稳！
贺峻霖
好帅！老公！！！
刘耀文超棒啊啊啊
狗屠终于做人啊啊啊啊啊
哭了
贺峻霖贺峻霖
好听哭了
混乱中有种热泪烧伤的错觉
绝了
周围布满全是哨兵 我寻找出口
戴耳机，一定，太绝了
yo
宋亚轩太深情了吧
啊啊啊啊啊最棒的轩轩
伴奏能不能放小点
宋亚轩好棒好棒
宋亚轩贺峻霖严浩翔刘耀文
贺峻霖～
唱的好难听啊晕
刘耀文唱歌越来越厉害了
严浩翔
严浩翔多唱歌
刘耀文！永远的神！
全损音质无力吐槽
宋亚轩好棒！
宋亚轩
问个我！
我天拿去贺峻霖
啊啊啊啊啊啊啊啊啊好好听
这唱的也太难听了
刘耀文酷
强好好听小宋
宋亚轩好绝！！
宋亚轩宋亚轩宋亚轩宋亚轩
严浩翔严浩翔严浩翔严浩翔严浩翔
这是行走的衣架子吧！！！
刘耀文!
宋亚轩牛逼！！！！！！！
严浩翔
啊啊啊宋亚轩小宝贝
霖宝鲨我
划出一句离别
贺峻霖妈妈爱你！
刘耀文唱歌好好听
轩哥轩哥啊啊啊啊啊啊啊
霖霖！！！
绝了绝了
黄昏的地平线
严浩翔啊啊啊啊啊啊啊啊啊啊严浩翔绝了啊
严浩翔永远的神！永！远！的！神！
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
耀文绝了
贺峻霖啊啊啊啊啊
宋亚轩
轩轩！！
贺峻霖！！贺峻霖贺峻霖！霖霖！好棒！
宋亚轩rap好棒
贺峻霖超棒
贺峻霖唱的好好听
宋亚轩！宋亚轩！宋亚轩！
sdfi哈哈哈哈哈哈浩翔拉出厂牌味
贺儿啊啊啊啊啊啊啊啊啊！！！！！！！
期待期待期待期待期待期待好期待
我爱宋亚轩
刘耀文刘耀文
浩翔好棒好帅好好听
我爱死你宋亚轩
宋亚轩大主唱！
贺峻霖好棒，绝绝子！
贺贺杀我
5555宋亚轩
???
宋亚轩唱的好好听
黄昏就是全员vocal！坠叼！！
画质差就算了，怎么声音都录不清楚了
我的主唱大人轩轩我好爱你！！！！
文哥唱的好好听啊
高音不错哦
贺峻霖这个高音棒棒
张泽禹你看的好认真哈哈哈哈哈哈哈哈哈哈哈
霖霖最棒
宋亚轩贺峻霖严浩翔刘耀文好棒好棒好棒
飞飞我爱你
这么破的设备宋亚轩你太厉害了
严浩翔的“啦啦啦 啦啦啦”好好听！！！
我靠 宋亚轩好拽我好爱哦！！酷酷酷！！！
刘耀文唱歌很好听啊
霖霖唱歌进步很多 夸夸小贺老师
轩轩！！！
刘耀文多多唱歌！！！
轩轩子绝！！！
宋亚轩真的绝了宝
今天是霖霖哥哥呀
严浩翔你好拽我好爱
刘耀文rapper永远是我心中的top
九敏好听哭了
贺老师太绝了叭
来咯
刘耀文绝了
HLS 太帅了
宋亚轩
贺峻霖好棒
贺峻霖啊啊啊啊啊！！！！
镜头可以拉近一点吗飞
呜呜呜呜呜呜呜呜呜呜太好听了
我哭了
下
贺儿好棒
刘耀文多唱歌
严浩翔啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
宋亚轩
贺哥
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
刘耀文进步好多我呜呜呜呜
刘耀文帅死我了啊
贺峻霖太帅了！！！！
宋亚轩唱歌共情能力绝了绝了绝了绝了绝了
好好听
贺峻霖yyds
啊啊啊啊啊啊啊刘耀文好好听啊
好好汀
贺峻霖我好想你
刘耀文牛壁
霖霖
太帅了
这只是练习室，音质和画质不完美很正常
我的天 宋亚轩绝了
宋亚轩牛逼
我要哭了！！这也太绝了
谢谢飞总！！！
和声应该托着主旋律一点不应该盖过…继续加油打配合吧孩子们
小贺哥哥扔衣服好帅!扔到我心里去了
好久不见！
刘耀文太绝了
啊啊啊啊香香好棒啊！
翔翔加油！
rap担严浩翔牛逼啊啊啊啊啊
啊啊啊啊，小宋老师好棒
高能来袭
轩儿好棒啊啊啊啊啊啊
宋亚轩！
啊啊啊啊轩轩好棒
