救命终于
吻文的和音也太好听了吧啊啊啊阿
不愧是文哥
比我们学校的音响都炸
啊啊啊啊啊文哥这几句
贺峻霖贺峻霖
贺峻霖最棒了！！！你是麻麻的骄傲
刘耀文和声超好听
宋亚轩音准好厉害
呜呜呜亚轩
我要刘耀文多唱歌
文哥跳舞绝了
啊啊啊啊啊啊宋亚轩rap！
霖霖66
刘耀文进步太多了宝宝
轩轩帅爆！！！！
宋亚轩
ss给我听好了
霖霖宝贝唱的太好听了
好开心 宝贝们
宋亚轩！！！！
卧槽贺儿
镜头能不能拉近点？！
严浩翔严浩翔好帅
相爱已经幻灭
我的天啊阿啊阿啊阿刘耀文和声绝了
贺峻霖！太棒啦
无限的循环
刘耀文，你好棒！！
幺儿好像最高了
贺峻霖妈妈爱你 你太棒了
宋亚轩
阿宋唱的真不擦
贺儿好棒！
贺峻霖
宋亚轩黄昏再美终要黑夜转音好绝
严浩翔的rap实力毋庸置疑！！
宝宝好乖噢我的耀仔
他们觉得这样的爱才能走得长久
哈哈啊键盘他妈你好呀，我是鼠标的妈妈
严浩翔nb
小贺棒棒棒
l刘耀文
四个宝贝都进步了
四面楚歌。卧槽，ss跪下听
他们觉得这样的爱才能走的长久
好有感觉啊贺峻霖
宋亚轩唱的好好听
唱不完一首歌
严浩翔太棒啦！
刘耀文唱的好好听
呜呜小熊唱歌好好听
贺峻霖啊啊啊，我可以！！！
表白贺峻霖啊
耳机是个好东西！！！
霖霖
宋亚轩宋亚轩宋亚轩
妈妈呀！！！！！！！！！！！！！！！！！
严浩翔牛逼
峻霖宝宝厉害
全能ace宋亚轩
轩哥就是牛
妈妈呀！！！！！！！！！！这是要干啥哦！！！！！！！！！！！！！！！！！
严浩翔贺峻霖
宋亚轩！
我开了个假弹幕吗
我的人鱼主唱
刘耀文的和音好听！
某人身材不要太好哦
啊啊啊啊轩轩的Rap永远滴神！
刘耀文第一rap担！
所有的rap词是严浩翔写的 严浩翔牛逼我说累了
芽芽妈妈爱你！
这设备真的很差诶
刘耀文豪爵！！
鼠标视角
私生快来看！！
严浩翔鲨我
宋亚轩棒棒
主唱大人！！
贺峻霖脱外套！！！
刘耀文你唱的好好
刘耀文刘耀文
这个设备唱出来 我还真夸不起来 舞台快来吧 期待十号
刘耀文好帅
刘耀文你好帅
宋亚轩绝
啊啊啊啊啊超级喜欢这一段
SS聽好了
刘耀文身材太好了！！！！！！！！！！刘耀文yyds
严浩翔好棒
是
终于有完整版了
哦飞飞爱你
专业大主唱宋亚轩
严浩翔！
背景是在讲私生对吗
小宋老师好绝
浩翔垫音绝了
刘耀文！
刘耀文唱歌好好听
宋亚轩好棒
严浩翔妈妈爱你！
贺峻霖唱得好好听
鲨疯了宋亚轩
轩儿唱歌绝绝
严浩翔啊啊啊啊啊啊啊啊啊
浩翔浩翔
文哥！！！！！！！
严浩翔好棒啊啊
严浩翔
这个设备绝了
太爱了太爱了
轩轩好棒
啊啊啊啊啊啊啊啊啊啊宋亚轩绝了
绝了绝了
严浩翔大宝贝
轩轩！！！！
太顶了啊啊啊啊啊啊
刘耀文啊啊啊啊啊啊太棒了
宋亚轩真的牛
小耀唱歌好好听呜呜呜
宋亚轩独唱绝绝子
啥破设备
霖霖！！！
宋亚轩好厉害
宋亚轩开口跪
宋亚轩牛逼
宋亚轩永远的神
天呐四个宝贝太棒了！
刘耀文！
宋亚轩鲨我
共情力太强了轩
贺峻霖最棒！
严浩翔时团第一原创rapper
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
亚轩棒棒哒
严浩翔牛逼
严浩翔
等那么久还不是新鲜的孩子！！！
错觉太绝了贺峻霖
贺峻霖黑衣太帅了吧
绝了！
严浩翔牛啊牛啊
人鱼主唱宋亚轩
贺老师多唱歌，好听好听
人鱼主唱宋亚轩
大姐们身高的视角【狗头】
戴耳机大姐们
宋亚轩vocal
刘耀文在进步了！
你可以永远相信刘耀文！
刘耀文刘耀文rap绝了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊严浩翔
贺峻霖好帅
四个宝贝最棒了！ 期待舞台
严浩翔好想你
好像不太行
rap就是严浩翔的绝对领域！！
刘耀文
好好听
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊刘耀文开口跪！呜呜呜呜呜呜呜呜呜呜呜呜嫁给我吧！啊啊啊啊啊啊啊娶我娶我
严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔
小贺哥哥真棒
霖霖最厉害啦
贺峻霖
严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔
宋亚轩绝了
热乎的！热乎的！
ss们，赶紧听
宋亚轩好棒
卧槽!牛逼霖霖
贺峻霖你真的可以
妈呀
rap就是严浩翔的绝对领域
宋亚轩宋亚轩宋亚轩宋亚轩
贺儿衣服甩了，甩到我心上了！
时团第一rap担文哥
刘耀文
贺峻霖宝贝！
十号！姐妹们就等十号了！
刘耀文好帅
贺峻霖啊啊啊啊啊啊啊喜欢喜欢喜欢
好好听啊啊啊啊啊
这就是主唱的rap吗
rapper刘耀文好迷人啊啊啊
严浩翔好拽！
严浩翔棒棒
严浩翔好帅！
宋亚轩宋亚轩宋亚轩
严浩翔
小熊
严浩翔：什么什么什么的泪 说出的话
宋亚轩不愧是大主唱
好帅好帅
严浩翔绝了好吗？！
贺峻霖唱歌太好听了
来自01年的妈妈（bushi
刘耀文rap好炸
严浩翔多唱歌吧
轩轩好厉害
贺峻霖绝了
霖霖！！
把泪目打在公屏上
刘耀文杀我
刘耀文yyds
刘耀文好棒！！！
鼠标爸比腿好长
刘耀文牛逼
救命霖霖好棒！
刘耀文真男模
贺峻霖贺峻霖贺峻霖贺峻霖
啊啊啊啊
刘耀文多多唱歌
救命啊
刘文的和音很好听
贺峻霖！！！！！！！牛！
卧槽，刘耀文这个肩膀
上炎不放了吗现在整首歌都放出来了？
刘耀文
刘耀文今天必须是老公！！！！
文哥站那儿就好帅！
贺峻霖！
宋亚轩太帅了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊文哥
贺峻霖好厉害！
啊啊啊啊啊啊啊啊啊啊啊
宋亚轩好棒！
啊啊啊严浩翔杀了我吧
刘耀文唱的太好听了
ss跟车？？我听错了？？？
新鲜的老公
轩轩开口脆啊啊啊啊啊
宋亚轩牛啊牛啊
好香好香好香
刘耀文绝了好吗
真听不到声音了
好帅好帅好帅好帅
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩高能预警
刘耀文啊啊啊啊
贺峻霖好帅
啊啊啊啊啊啊啊啊啊啊啊
宋亚轩人鱼吟唱
终于等到你～
刘耀文耳音好棒
飞总NB
宋亚轩好帅！
刘文好拽！
宋亚轩
贺峻霖大帅哥
阿文唱歌好好听，多唱歌啊宝
唉唷贺儿进步很大。 
改编的啥玩意啊？
严浩翔rap最棒
宋亚轩！！
贺峻霖杀我
设备能不能换好些
刘耀文好帅啊啊啊啊啊
宋亚轩宋亚轩
第一主唱宋亚轩！
宋亚轩啊啊啊啊太好听啦
贺儿
哈哈哈开心 又听到芽芽的rap了
贺峻霖好绝!!!
贺峻霖
刘耀文刘耀文
救命，这点难听到了
绝了绝了我的妈！！！！！
贺峻霖贺峻霖贺峻霖贺峻霖
宋亚轩高音牛
相爱已经幻灭
好拽刘耀文
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
啊啊啊啊啊我跪了
我一下子还不能反应过来
和声绝了
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
严浩翔可以啊我又躺回来了
主旋律！！！太牛啦
贺峻霖贺峻霖贺峻霖啊啊啊啊帅啊啊啊啊啊啊啊啊啊，啊啊
贺峻霖贺峻霖
霖霖鲨我！
时代少年团第一rap担刘耀文
刘耀文给我多唱歌，唱的这么好听这么苏！！！
宋亚轩太好听啦
仙子下凡霖霖
宋亚轩
我以为这扔外套是里面自带的哒咩
刘耀文全能ace我说累了！！！！！
贺峻霖多唱歌吧
霖霖太绝了
刘耀文跳舞我狠狠爱了
宋亚轩牛逼
时代少年团第一rap担 严浩翔太厉害了
全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩
贺峻霖！
刘耀文好帅啊
太牛了，共情能力真的绝。
我靠 和音绝了
卧槽霖霖你高音好牛
j贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
都好棒呜呜！
刘耀文这个比例啊绝了
刘耀文这个身材
宋亚轩
贺峻霖
宋亚轩好棒
全能主唱宋亚轩 全能主唱宋亚轩 全能主唱宋亚轩
Good job!
OK 我更期待了
贺峻霖好帅
耶～哦
啊啊啊啊啊宋亚轩
轩别紧张
瑶瑶，我rapping
宋亚轩宋亚轩
贺峻霖
刘耀文垫音牛逼！！1
太牛了刘耀文！
刘耀文太棒了好喜欢
霖霖好棒
吹爆我轩！！！
十号快来！
贺老师!超绝!～
别骂设备了行吗，封闭的小空间内它本来就是这样的
翔哥很惊喜
天才主舞刘耀文
宋亚轩最后几句瞬间注入了灵魂啊！
鼠标它爸你好厉害！！
刘耀文第一rap担毋庸置疑！
宋亚轩宋亚轩宋亚轩
错觉～
太喜欢这段了
刘耀文
好爱四面楚歌
我好喜欢这台风啊！
严浩翔啊啊啊啊啊啊
啊！！！！！姐妹们救我！！香香杀我！！！！！
刘耀文绝了！！！
贺峻霖好帅
刘耀文写的词太棒了
啊啊啊啊啊刘耀文
贺峻霖贺峻霖贺峻霖
小贺音域很宽
妈耶鲨疯了
刘耀文
刘耀文
好好听啊！！！
宋亚轩太棒了
呜呜呜呜呜呜严浩翔好帅好想你
宋亚轩
严浩翔好拽严浩翔啊啊啊啊
霖霖！
太太太太太太太太好听了
宋亚轩！！宋亚轩！
太好听了
贺儿的腿好好看
带耳机会好点
宋亚轩好棒
贺老师绝了
贺峻霖绝了
严浩翔
霖霖
我的天，这气场爱了
宋亚轩闪耀星
贺峻霖你帅爆了
轩轩牛啊
啊啊啊轩轩rap我真的爱死
好家伙，看不清也听不清
宋亚轩rap绝了
严浩翔
刘耀文好帅啊
我才知道能放大
刘耀文好棒好棒好棒！！
宋亚轩唱得真好听
这是什么好东西！
贺峻霖太厉害了
刘耀文怎么站在那里也这么帅
刘耀文腿好长！
宋亚轩牛逼！！！！
贺峻霖
好帅
好想你们啊
帮忙出字幕的大姐辛苦了
刘耀文刘耀文刘耀文
刘耀文的肩我爱了
宋亚轩
轩轩好棒
贺峻霖贺峻霖
刘耀文牛逼！！！！！！！
宋亚轩宋亚轩
文哥开口跪
霖霖！！
宝贝你好棒
宋亚轩好棒
宋亚轩rap鲨人
私生跟车
我的天  轩轩啊  我的主唱大人
贺峻霖！
霖霖好帅
请尽量不要发底部弹幕，底部弹幕是留给野生字幕君的
刘耀文真的好棒！！！
我靠，宋亚轩好绝
刘耀文好帅
宋亚轩的绝对领域
贺峻霖的声音真的好好分辨
刘耀文多唱歌
宋亚轩帅
注入灵魂，阿宋好棒
刘耀文刘耀文刘耀文刘耀文太帅了！
轩轩宝贝
你家1080为什么这么糊啊哥。怕我看清我宝贝们的脸吗
视线无法离开刘耀文
贺峻霖牛逼
左二是谁？唱的好有感觉
绝了
这是老人机画质嘛
好棒！！
贺峻霖贺峻霖
宋亚轩刘耀文严浩翔贺峻霖太棒了
BGM  太大声了。
刘耀文好帅
宋亚轩好帅
