我先来，
他的书一直都可以的
这是怎么做到的？太赞了
吉良吉影表示很赞
666
太强了
泪目！！！！！
厉害
想买这个
卧槽
牛逼
四渡赤水太神了！！
6666
那里有卖
大制作
出版必买
致敬
红军不怕远征难
up手工做的，应该没有卖
牛皮
牛逼啊
厉害
牛牛牛
江上两条红船，寒风斜雨中你摇摆。
全体起立
“你们可以下岗，我们上岗！”
蘸酱厉害
蘸酱厉害
音效绝绝子
党领导枪的前驱
党领导枪的初步形成
握手了
好啊
第一个五年计划
香港是中国的领土，是中国的领土就要驻军
致敬！！！
东方红太阳升
好耶好耶好耶
成立了！
致敬
这做成宣传读物应该很不错啊
太牛了吧，你币有了
延安！
好想买一本！！！
全体起立！
全体起立！
蘸酱厉害
暂停看小字
真正的猛男
3d的书
雄赳赳 气昂昂 跨过鸭绿江！
必须三连
燃起来了
绝境之狐
直接投币！
致敬最可爱的人
红军不怕远征难，万水千山只等闲
请收下我的膝盖
锰男降世
天降锰男
我呆了
三打王家烈
全体起立
哇太细节了啊
英雄无言，山河永记！
邱小姐
转折
新中国成立了！
站起来了
白嫖失败
牛逼
厉害！
卧槽
我的妈呀
卧槽，想要
好想拥有啊
像看了一部电影
铁人！！！
去过
河山统一！
做的真好
火钳刘明
点赞
这必须三连！！！
up牛逼
辛苦了！
优秀
太棒了！
致敬
这还能不三连吗？
鲜花社排面了
我酱牛啊
必火
火钳刘明
后面真的太精彩了，大家一定要看
首页通知书
比博燃
看呆了
好复杂啊 不敢想的工作量
英雄无言，山河永记
守常先生啊
求量产
太牛了！
太棒了！
河山统一
星星之火
三连
泪目了
四渡赤水——神来之笔
想买给孩子看
好厉害！！
且听龙吟
感觉好棒啊
致敬
牛逼
！！！！！！！！！！！！！！！！
排面
什么时候出版？想买给孩子阅读
全体起立
牛逼
我在长doge
牛逼
说得好，应该出版
可以拿去做教材，绝对比之前的上课方式有趣
好厉害，细节满分
太强了
太厉害了
先三连再看
震撼人心
出版啊
先赞了再说
还真是一番到这儿眼泪就下来了
wow！！！！！
绝了
致敬！
热门合影！
上热搜了
首页通知书
开国大典那里，我吹爆
我酱厉害
直接交出两个币
厉害呀！
我投币了，你这个做的确实不错！
666666
NB
眼泪怎么这么多！
哇
好想买！！！
细节满分啊
太牛了！！！！！！！！！！！
我直接跪了
希望我可以买到这本书
太棒了！！每一页我都在惊叹！！！！
如果买的话我只担心一个问题我会不小心把它弄坏
这是艺术品
666
想买！！！！
牛逼
三枪为记，山河统一。
我愿称之为绝活儿
中国大片
真的很厉害
卧槽
中国人民站起来了！！！
三连！三连！三连！三连！
nb
这卖四位数都买！
我的天啊
这才是每个孩子必备的历史书！
Up主太厉害了
好评牵手 细节拉满
全  体  起  立
10W我买了
up主牛批！
火钳刘明
三连了
太牛了
亿点细节吧
泪目
全体起立
原子弹！
想买
厉害
太秀了
热门预警！
二刷
初中我们班拿冠军就是这首大合唱，四渡赤水出奇兵。
红军不怕远征难
四渡赤水真的太牛饿了
泪目
1:1还原了
全体起立
人民万岁！
后面鸟巢那页我真的哭爆！
这币我留着有何用？
币是保不住了
你币有了
三连三连三连三连了
这书卖吗
哇！
NB
头发还对多少？
我要买！！！
站起来了
我考试之前看到这个 绝对满分
全都是油画作品啊~很多都是国家博物馆里头的
人民解放军，万岁！
这是给子女最好的书
学书出版
致敬
好不容易攒的两个币，又没了
天哪
请原谅我没有币
BGM好好听
这应该放在博物馆里
高能
太燃了！！！
红军不怕远征难
眼泪就突然出来了
终于见到你们作品啦！
请大量出版这本书
666
致敬
店，无，书，砸
哇！！！
鼻子酸了
火钳刘明
敬礼！
配上文说明就超级完美了
Ohhhhhhhhhh
能不能量产
立国之战！
求链接
燃了燃了
党的传奇故事
带音频的读物可以
大小机关无数，太牛！
蘸酱厉害！
新中国到鸟巢跨度好大
良苦用心可见
全体起立 
《书》
贺老总
太厉害了
用一个直观的视觉去看中国百年。UP主有心！
为什么我历史考完了才刷到T^T
woc
bgm很重要
全体起立！
敬礼！
牛…牛…牛逼！
看得热血沸腾
这书想买（doge）
一定要看完！！！
出版印刷吧！我想买
天呐太细节了！
666666
还是镂空的！！！
欢迎回家——
两个币，投了
好酷
哇啊啊
大渡桥横铁索寒
牛哇
我了个大去，up主太强了，三连和膝盖一并奉上
哇哇哇
书叫什么
全体起立
哪有卖的
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
抗美援朝，保家卫国
牛
全体起立
卧槽
这个设计太巧妙了吧！！！！！！
太棒了吧！！！
求出版
求出版！求量产！
是我的家啊！！！
三连给你
哇哇哇哇哇哇
全体起立！
厉害
牛
哇
牛牛牛牛牛
宝塔山去过
灵魂开始颤抖
求出版
好厉害！
全体起立
配乐也赞
哇
求出版
能出版吗？这本书太棒了
出版必买
致敬！！
横空出世！
哇⊙∀⊙！
求出版！
求出版
哪里可以买
秀
南湖红船，遵义会址
泪目
祖国伟大啊
红船
全体起立！！
全体起立！！！
泪目
以后教材要是都这么有创意就好了
建议收入博物馆
上央视上央视
致敬
哭了啊啊啊
如绝处开花
卧槽
鸽子在崇山峻岭飞过
鸟巢也太厉害了！up辛苦了！
绝了
感动得无以言表了，三连奉上
泪目了！！！
6666666
是真的nb
666
太牛了
成立了！
新中国成立了！！！
新中国成立
牛不牛逼
欢迎回家
站起来了
想买
这是第一版的照片，细节
哪里买?
水平高啊！
佩服！感动！
太苦了！泪目…
强！
求出版
顾维钧先生千古
手好看
好精致啊 想买
厉害厉害 求出版
这是插叙
厉害了！
求出版 出版必买
哇哦(・◇・)
成立啦
红船！
昨天的视频，热一热能吃。
牛逼
致敬
好厉害
全体起立！
全体起立
牛逼
厉害
大庆！
我怀疑你剪了我的历史书
牛啊
不知道说什么 独一无二
哭了
怎么不火？
牛！
致敬
人民万岁
《魔法》
想买
秀
这10分钟花得值
成立了
哇好棒
辛苦了！
赶紧占位置，此视频必火
鸟巢
牛啊
这个小房子不错
给你给你。拿去拿去。
泪目
请收下我的膝盖
致敬
量产啊
真厉害
细节狂魔
出版是难了，涉及太多照片及油画作品，要解决版权
卧槽
三连支持了！
太精致了！
太精致了吧！
致敬
抗美援朝，保家卫国
祖国强大
想买
致敬
太牛了
我考研也就花了2000小时
太牛了
想买！
四渡赤水出奇兵
这书是个好东西
太强了
全体起立！
最可爱的人！
泪目了
全体起立
哭了哭了哭了
邱小姐出嫁啦！！！
太牛了！
最可爱的人
鸟巢！！！！
致敬
太棒了
感受到了一点点强起来的不容易
欢迎回家
细节拉满
全体起立！
全程鸡皮疙瘩
我和你心连心
大赞！真是太漂亮了！
哇，好细致！
全部起立，致敬
这不给三连说不过去啊！
跳跃太大了
不上央视都说不过去！！！！！！
史诗巨制！致敬！
牛人！
很棒，辛苦了
太厉害了
巨魔蘸酱
卡上点了，上头了
太强了！
好活！！
惊了
聚是一团火，散是满天星
鼓掌
红船
才第一页我就四个卧槽了
我的卧槽就没停过，太牛了
牛逼
牛逼！
致敬！
厉害
优秀
这个好！想拥有一本！
点开视频我直接三连
卧槽
直接三连
在哪里买？！！
希望能够出版啊！！！！！
种出蘑菇弹，挺直腰杆子！
1000w我买了（开玩笑）
全体起立
那么，这书哪里有卖呢？500元也不算贵的
那么从哪可以买到这本匠心独运到书
细节拉满。。。
中国 vs 世界
啥也不说，直接三连
牛叉
大哥，强啊
哇塞
三连 想买！
希望出版!
全体起立
牛笔
出版吧
好活当赏，三连了
真的忍不住惊叹了，刚才在全神贯注的看，这回好像太空就在我眼前一样
卧槽
细节拉满
鸡皮疙瘩起来了
牛
全体起立！
红军不怕远征难
更喜岷山千里雪，三军过后尽开颜
英雄无言，山河永记
太强了
全体起立
两天才25w观看，我不同意，大家都给我奔走相告，呜呜，泪目
有点上头，好精致
太牛了
永远铭记那些为国家奉献自己青春和生命的英雄儿女
牛
up辛苦了
万岁！
且听龙吟
第一千个弹幕厉害
牛批
鸡皮疙瘩起来了
全体起立
燃起来了
恭喜你，这是宝藏视频
妈呀 太厉害了吧
好细节
太牛了
！！！！！
想买
找人出版
万水千山只等闲
看过最牛的立体书，没有之一。
好喜欢啊啊啊，
全体起立
鸡皮疙瘩
太厉害了
冲冲冲，投币
哇！船窗可以打开耶！
莫名的泪流满面
三连了 三连了
翻开第一页我就知道我的币没了！
求出版！
牛哇牛哇
这币我投了！
哇！
全体起立
必须看
白嫖失败？不根本不想白嫖
白嫖失败吗？不，根本不想白嫖
每天都来投个币
牛
细节
天啦，厉害
《长征》
绝了，三连
牛
求出版
跃然纸上
精彩！
细节！
我被震撼了
ohhhhhhhhhhhhh
我的DNA沸腾了！
中华民族站起来了！
哪里能买到
太棒了
三连了
不知道说啥，先点赞投币
全体起立
有点可爱
求量产~！！！求量产~！！！！我要买来收藏~！！！
珠海人路过
哪里能买？
好震撼
太细了
ohhhhhhhhhhhhhhhhhhhhhhhhh
泪目
我天！
看哭了，害
看完了回来发弹幕
您
太强了
长征！
细节
中国万岁
我们的骄傲
诸君，且听这龙吟
三连了，太棒啦！
金沙水拍云崖暖，大渡桥横铁索寒
全体起立
火钳刘明
可以立体图旁边加上小文字解说
先三连
细节满分
全体起立！！
我们不用怕别人欺负了！！
哇！！！！
真 拉开
针不戳
这里太震撼了
泪目
《请问哪里可以买到呢》
全体起立！
中国万岁
全体起立
哪里买的
鸡皮疙瘩！
横空出世
能买到不
我想收藏
值得收藏
泪目
细节拉满
最好的生日礼物
起立！
恭喜你，这是一个宝藏视频
前面等等我也是珠海的
全体起立
出版的话我破产也要买
时间就是金钱
不赞不行
从这里开始就是我们见证的历史！
谍影重重BGM
DNA动了
我发现了一个宝藏U P！！
什么时候出版呀
好牛！
致敬
致敬
敬礼
投币了
致敬伟大的祖国
列为教科书！！出版！我买
ohhhh
全体起立！
立国之战
？？？还能这样，太厉害了
啊
太厉害了！！！
建设新世界！
厉害
全体起立
敬礼
太牛了吧
牛
真的太棒太棒了！
全体起立
请求量产！！！
喔喔喔！！！！
这个，应该量产啊
求出版
好强
我爱中国！！
考虑出实体吗！！！
这书有卖吗
突然感动
太不容易了
08
北京奥运会！！！
金色的鱼钩！向老班长致敬！
这个声音真有力量
致敬
牛逼！
三连
66666
爱了
我都有冲动，想拜你为师了 
我的天呐，这个太强悍了 ！中国人民站起来了 
我都想买你这本书了 
这本书还自带配音的吗？好牛X
卧槽卧槽卧槽卧槽卧槽
棒
哭了哭了
全体起立
好想有一本纪念啊！
求量产
新天地！
陆军天下无双
新的道路，前无古人
魔法吗？我的币
我妈问我为啥跪下看
跨度快了点
全体起立
这个真的厉害真的绝
全体起立！
英雄无言，山河永记！
致敬
我的天，能不能量产，我买一本给我儿子！
牛，你币有了！
出版不了，版权涉及多了点
工匠精神
全体起立！
太强了
全体起立
厉害了
啊啊啊啊啊
噢噢噢噢哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
你喊大哥？这是小姐姐的手
啊啊啊啊啊激动了激动了！是我们见证的历史！
万里长征真的太难了，史无前例的壮举
少了五万……太艰苦了
龙吟
牛逼
突飞猛进，一路高歌
卧槽
卧槽
这没法量产吧。
震撼
站立起来了
跳跃大？你们是别有用心吧五十万们
诸君 下一个一百年 就由你我来书写
成立了
有可能会出版喔
巨魔蘸酱
无敌了
值得收藏
真的值得出版
敬礼
蘸酱厉害了
蘸酱来了
直接三连关注
一代伟人
壮丽诗篇！
哇哦～～好神奇
仲甫先生！
红楼
请务必出版，谢谢大佬
bgm云南音诗
赞没有购买链接嘛
全体起立！
超级超级超级有诚意的UP主！果断关注
牛逼
太棒了
啊啊啊啊太牛了
卧槽
太厉害了
英雄无言，山河永记！
卧槽全体起立
全体起立！！！
激动！
太流弊了
卧槽，太强了吧
好绝
！！！！！！！！！！！！
好绝啊啊啊啊
太细致了
卧槽！太强了！
"这个都是手工制作,估计没有办法大量出版吧"
全体起立！
BGM是啥来着？
全体起立
抗美援朝泪目了…咱们的志愿军战士们
想买呜呜呜
真理
白嫖失败
全体起立！
配音也很讲究
全体起立
窝草，鸡皮疙瘩起来了
一键三连
你币有了
投币了
党经历了多少磨难  泪目！！！
鸡皮疙瘩起来了
中国万岁！
woc
666
想买
我币没了
我币没了
有卖的吗？
很适合给孩子边讲边看
全体起立!
这书好啊
啊啊啊啊啊啊啊啊啊啊
红军不怕远征难，万水千山只等闲！
太厉害了
这样地历史课谁不喜欢？
最后两个币给你了
全体起立，泪目
用心了
全体起立
好棒
祖国万岁！
厉害！
这也太厉害了吧
首页通知书
太强了！
卧槽
大佬大佬
感觉好厉害！
好厉害！！
哇好棒！
不就是三连吗，我给了
绝了
BGM令人颤抖起来了
绝了
全体起立
百年荣辱
！！！！！
太绝了
新中国的传奇
太牛了
ohhhhhhh
赶紧出版吧！求求了！！一定买给小辈们看！！！
绝了
神了！！！！！！！！！
你币有了
全体起立！！！
绝了绝了
宝塔啊
我想买啊
你币有了
全体起立！
秀儿！
哇！
卧槽
全体起立
NB
ohhhhhhhh
up也太厉害了吧！！
泪奔
太厉害了
全体起立！
给我冲第一名！！
细节
泪目
真的绝了！！！
nb
好厉害
太厉害了
厉害
牛
我去
向英雄致敬
wocao
英雄无言，山河永记
卧槽！！！！
太强了。。。。
蘑菇蛋
红军不怕远征难，万水千山只等闲
五岭逶迤腾细浪，乌蒙滂沱走泥丸
全体起立
东方红一号
雄赳赳气昂昂跨过鸭绿江，保和平为祖国就是保家乡
突然泪目
卧槽！
你币有了
且听这龙吟！
可以量产
全体起立
中国万岁！
龙吟虎啸，划破长空！
求出版！！！求求了
南湖红船牌面！！
东方红一号！
给我看哭了
牛牛牛
全体起立！
！！！！
致敬
全体起立
全 体 起 立
诸君，且听这龙吟！
哇
牛B
这背后的一切都是无价的！
泪目
看到标题，先赞后看
开局卧槽
井冈山 飞夺泸定桥
现在很多童书都是这种设计
全体起立
敬礼
湘潭人表示这口方言，越听越自豪
厉害
全体起立
nb
这不三连我自己都不好意思了，必须支持，6666
名场面!
全体起立！
这个做的太好了www
6月去延安游学看了七大会址，真的好像！！
太秀了
5秒投币系列
小姐姐的肝太强了
没币了，把膝盖投了吧
全体起立
这就离谱
这是啥技能啊，也太强了
这必须要批量生产
做成教科书形式绝对牛的很
我想买！！！！！
三连再看
全体起立
有人吗
致敬
厉害！！！
星星之火
能量产吗，想买一个
牛逼
好棒
这必须三连！！！！！
且听龙吟！
最可爱的人
我们这一路走来真是不容易啊
卧槽
牛逼！
太厉害了吧
开天辟地 敢为人先
星火燎原
牛逼
666
无价
太燃了
震撼
致敬
细节
出版
出版出版出版
厉害啊
起力！
起立！
果断关注
卧槽
开始燃起来了
淦，没硬币了
666
手太好看了
全体起立！
你比有了
全体起立
果断一健三连了
泪目
全体起立
绝了
全体起立！！！致敬！
立马出立马买
up厉害
成立了！
白嫖失败
我秃然发现自己买了以后可能不知道怎么打开
新时代
你币有了
太快了
量产
一个字 绝
红军不怕远征难
全体起立
您！！！
厉害厉害
牛逼
敬礼
中国万岁
牛逼
强烈要求出版！想买啊
泪目
我出三百万买了
wow
好强
感动
刚看了觉醒年代
全体起立
全体起立
敬礼！
厉害
这本书的项目我王多鱼投了！！！
三连了
来了来了！
全体起立！
保家卫国！
聚是一团火，散是满天星！
全体起立!致敬!!
全体起立
666
祖国万岁 人民万岁
全体起立
成立了！！！！
想要
北京欢迎您
哈哈哈 有点可爱呢
全体起立
发给我朋友看了，求出版
真好！
！！！
全体起立
厉害！
汕头人路过
好厉害
想要
太强了
全体起立，致敬!
好耶
感动的眼泪，忍不住了
全体起立
三连三连，必须三连
牛啊
长征
这种我记得小时候还做过 做的西游记
厉害
妙手回春
全体起立！！！
祖国万岁！
敬礼！
巨牛啊朋友
致敬
要是有其他视角就更好了
我天
历史地图册
牛逼，三百块钱可以买到这本书吗？我愿意众筹两本，一本给孩子看，一本收藏起来。
英雄无言，山河永记
投币！
站起来了
哇
全体起立！
我大庆！
哇！！！
书到用时方恨少，看到神仙说卧槽
鲁迅先生！
绝了绝了
全体起立
这里写法租界很不合适 建议更改
全体起立！
英雄无言 山河永记
厉害！
草好强已三连
啊！
求出版！必买
万岁！
太棒了
求出板
厉害
新中国成立
致敬
全体起立！！！
致敬！！！！
全体起立
敬礼
啥也不说了，牛皮
全体起立
祖国万岁！
什么时候出版！
我跪着看
全体起立！！！
震撼
历史控狂喜！
中国万岁
敬礼
好厉害哦
五色旗好评
北伐战争要能放进去就好了
牛逼
细节拉满
全体起立
这次一定，收下币和膝盖吧
输出板，太厉害了
这书该拿去出版的
全体起立
致敬
英雄无言 山河永记
喔喔喔！
全体起立
且听龙吟
量产！量产！
全体起立
繁体字好评
厉害了，我的天
全体起立
全体起立
抗日呢
是真的头皮发麻
三连了
aaa
芜湖起飞
全体起立
出版给小朋友看
跳过了什么
哇...
全体起立
看哭了
终于忍不住哭了
热泪盈眶啊
想要
绝绝子
浙江嘉兴南湖！
全体起立
抗美援朝那？？？
必须三连，井冈山人民路过
太漂亮了
全体起立
量产！！！
给我火！
选择性忽视了很多 内容~~
肃然起敬
全程起鸡皮疙瘩
全体起立
火钳刘明
出版吗？当儿童绘本非常好呢
致敬
量产吧量产吧，买买买
全体起立！！！
哪里有卖
三连
必须三连！
群体起来！致以最高敬意！
2000小时是多少天
给我亿年时间我也行
量产
全体起立
中国人民从此站起来了！
中国人民从此站起来了！
全体起立
实践是检验真理的唯一标准！！！
长征万岁！
赞
全体起立
有幸成为这个伟大国家的一员，岂是骄傲和自豪可以总结的了的
牛
全体起立
全体起立！！！
卧槽！牛逼！！！
全体起立！
太牛了
想摸摸制作者的手
全体起立
诶 中间没了
起飞
前面的，几百可买不下来，纯手工耗时长
6
这是真牛逼
必须三连
合影合影
聚是一团火，散是满天星
星星之火，可以燎原
从官方专门过来三连的
全体起立
害～看这类视频就忍不住会掉眼泪
呜呜呜呜呜呜呜
我忍不住
08年
牛逼呀，三连了
我这都能看哭
流批
手帐er表示很赞！
哪里买哪里买哪里买哪里买哪里买哪里买
好厉害
为啥不能多投币
太强了
共青团中央而来
团团派我来的！
书无店砸
敬礼
绝赞
全体起立！
牛
泪目了
这也太酷了
woc，这也太酷了，画舫之内啊
nb
敬礼！
卧槽
鸟巢！
泪目了
拿去做历史教材，老师再也不用担心学生课堂睡觉了
使命战场
鸡皮疙瘩起来了
牛b
致敬
牛
好怀念这个时候的中国，每个人都把自己当成国家的主人，拼尽全力奉献祖国
i
北京奥运会
厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害
这次一定
这币留着有何用
卧槽
收藏级别的 可以拍卖了
那么在哪里才能买得到呢
我们期末考了这张图，c
这个可以出版吗？想买本给孩子？
这个创意真棒
求出版
大家真的可以多去了解近代史
祖国万岁！
您
太有意思了
量产难在组装吧，量产素材成本应该不高，让人自己组装。这样成本就下来了，组装过程更有意思！
ohhhh
泪目!
顺序反了
想看北伐和抗日
配音绝绝子，踩点我要买！
泪目
怎么做到的？
全体起立
牛的
哇噻。。。
真厉害呀
天才
太厉害了
全体起立！
鲁迅哥！！！！
赞啊
致敬
天啊
历史老师是不是要备一本
全体起立
敬礼
全体起立！
出版吧
全体起立！
起立！！
英雄无言，山河永记
太帅了！！
这样很形象，容易刻脑子里
全体起立！
全体起立!
全体起立
星星之火，可以燎原
全体起立！
绝啊
这个好
卧槽
太强了！
太棒了看到流泪
同样是一个脑袋两个手
艰苦奋斗牺牲无数！
艰苦奋斗牺牲无数！
艰苦奋斗牺牲无数！
量产必买
必须三连
嘉兴人路过
全体起立
好可爱哈哈哈
致敬
全体起立！
历史由我们来见证！
求出版！！！！
延安！去参观过的！
量产！量产！
牛啊
哇哇哇！！！！！
哇
众筹吧，我要一本
星星之火可以燎原
666
绝了！
好想要
祖国万岁
哭了
辛苦了
牛批2333
亿点点细节
三连有了
我去年夏天去的七大礼堂！
出必买
量产！
全体起立！！！！
全体起立
啊啧啧啧
全体起立
红船
英雄无言，山河永记
全体起立！
666666
这不出版个两三千本？
wc
卧槽
全体起立
全体起立
出版必买
全体起立！！！
BGN:《盗梦空间》预告片ost
BGM:《Mind Heist》是《盗梦空间》预告片主题曲
白嫖失败，都三连
全体起立
东方红一号！
投币了
永怀先辈
这不得三连吗
翻开历史的书页，泪目
致敬
卧槽
出版吧，多好
全体起立
老邓
哇哦哦哦哦
且听龙吟
太强了
三连
牛哇牛哇
哇
不就是想要三连么？拿走！
有没有其他UP主能给相应的陪一下BGM就更好了
想买
鸡皮疙瘩起来了
东方红是70年代吧？
全体起立
全体起立！！！
我这个白嫖党看到这不自觉给了三连
史诗级会面
全体起立
建议量产
全体起立！！
最可爱的人
求量产！
建议量产
求量产出版！！我要给我的孩子买！
牛b
好厉害
好厉害！！！好想要！！！
出书吧
天才！！！
高手在民间
666 666
全体起立！！！
致敬！
求出版，必买
求出版，必买！
全体起立！！
太强了！
鼻头酸了
没有手好看。。。。。。。。。。。
厉害！
全体起立
帅呆了
火钳刘明
针不戳
想买，能买不？
太棒了吧这个
这个必须给三连了
这个太牛批了啊
牛批
全体起立
起立
万水千山只等闲
全体起立
牛蛙牛蛙
有这样的手还有什么烦恼吗
致敬
那一年我哭了，是真的哭了
ohhh
恭喜你发现宝藏
泪目
棒
一大建党二大钢
啊啊啊啊啊啊啊啊啊
鸡皮疙瘩
致敬
两个币，致敬！
核舟记
建议量产。我要给我儿子买一套
想哭
致敬！
不会是从历史课本上剪下来的吧？
有点想哭
卧槽
卧槽卧槽卧槽
牛B
！！！！
woc太牛了
好家伙跳的有点多啊
woc
核舟记
中间那段没办法吧
全体起立！
仲甫先生
河山统一
下次一定
长征！
一波三连
向先烈们致敬！
全体起立
求出！求出！
雄赳赳，气昂昂，跨过鸭绿江！
山河无恙
致敬
太厉害了！
祖国万岁！！
买买买
敬礼
绝绝子
历害
伟大的中华民族站起来了
这个很有意义
牛啊！
鸡皮疙瘩立起
致敬
全体起立！
哇塞
太好了
全体起立！
能不被感动吗？
请收下我的膝盖
woc，出周边吧。
100万观看打卡
全体起立
绝了
中华人民万岁
火钳刘明
哇！我们的伟人
欢迎回家
6666
全体起立
牛逼了啊
全体起立
万水千山只等闲
中国人民从此站起来了！
雄赳赳，气昂昂，跨过鸭绿江
英雄无言，山河永记
牛啊牛啊
拿这东西去比赛不得拿个特等奖
全体起立
红军不怕远征难，万水千山只等闲
全体起立
致敬
好绝！
致敬
全体起立
核舟记
泪目
500元你想买？无价之宝
哇塞！壮观！！！
求出版！
全体起立！
太棒了！
这......我第一次感觉投两个币都不够。
那么在哪里可以买到了？
优秀啊，文艺复兴来了
全体起立！
就是核舟记
先投币再看
全体起立！
全体起立！
求教程
666666
强啊
不就是三连吗？我给了
右边那个怎么像许君聪
我想买，多少钱
真的想买
上央视
上央视
好精巧
亿点点细节
量产的话招人吗？我去当工人！！！
四渡赤水出奇兵
大庆油田
抗美援朝，保家卫国
哇啊啊啊
牛
最可爱的人
全体起立
全体起立
全体起立
我大庆！！
鲁迅先生！
全体起立
全体起立
求出版！！！
强啊
太强了
英雄无言，山河与人民永记
我的妈呀
梦开始的地方
起鸡皮疙瘩了
从此站起来了
翻个书我竟然也流泪了
制作精良
细节拉满
粤语好评！
配乐不错！！
wow！！！！
落泪了！ ！
配乐也好好
必须量产
这可不能白嫖
开始起飞了
即将起飞
全体起立
BGM太好了吧
这是对越自卫反击战的照片
求出版
致敬
站起来，富起来，强起来
全体起立
诸君，且听龙鸣！
邓稼先！
运动会！
666
全体起立
好牛啊。
老铁666。
没什么好哭的呀，我觉得很伟大。
买买买！
太牛了，马上找人出版吧，绝对大卖
全军列阵，敬礼！！！
全体起立
全体起立
前方核能，全体起立！！
想买，支持
到这我不得不说一句，太细节了
鸡皮疙瘩起来了，我的天，震撼
看不下去了，我先哭一会
我上来就是一个三连
太厉害了！
！吴起县路过
好厉害
建议量产
谁是最可爱的人
宝藏之书
排面
你币有了
ohhhhhhhhhhhh
太强了
量产的扣1！
全体起立！
2008！
全体起立
所以请问有卖的吗！！想买ww
好活当赏
绝了
好强
bgm也很震撼
太厉害了
红军不怕远征难，万水千山只等闲
红军不怕远征难，万水千山只等闲
牛比
厉害啊
世界人民大团结万岁！
牛逼！
泪目
佩服
哪里有卖的
三联了
这套书要是出版绝对大卖
全体起立
这个不投币都对不起我自己
泪目
有顺序指示么
此时谁给阿婆写一篇类似核舟记的古文就是佳话哈哈，太厉害
要这币有何用
这币我王多鱼投了
这币我王多鱼投了啊
好想买!对下一代超级有教育意义!
这三连心服口服！
致敬
必买！
卧槽
卧槽卧槽
怎么卖，在哪有
全体起立！
红船精神
祖国万岁
给个链接，我去下单
秒呀
请尽快出版，里面加是bgm的豪华版我来一套
这个应该出版
顶
致敬
致敬先烈
致敬
致敬伟人
敬礼
全体起立！
致敬
量产！！
最可爱的人
北京奥运
好厉害
全体起立
我爱我老婆
抗战呢？
全体起立
全体起立
量产
想买！！
好牛啊
卧槽
这也太厉害了吧！！
会出版吗
太厉害了
买买买，镇宅之宝
中国万岁
我去，太厉害了
长征
全体起立
万岁
哪里买 
东方红一号
雄赳赳，气昂昂，跨过鸭绿江！
北京欢迎你
致敬
全体起立                    致敬英雄！
国家伟大
卧槽
致敬
收下我的膝盖
我想买啊！！！！
求出版
给大佬跪了
太美了呜呜呜
ohhhhhhhhhhhhhh
敬礼
书是好书，就是还得配个音响放BGM  不然效果出不来
卧槽
细节拉满
出版吧
BGM好评
起立
前方核能
感觉是从历史书上扣下来的图
全体起立
BGM是变形金刚插曲改编的
豫才先生！仲甫先生！守常先生！呜呜呜
全体起立！
出版必买
投了投了
无产者们在斗争中失去的只是锁链他们获得的将是整个世界！
感动了
量产量产量产量产量产
我的大庆，干得漂亮！！！
wc
