弹幕1？
等下，为什么这个钢铁冢不戴面具？
"1,1w+"
放火烧山牢底坐穿
紫光檀，好久不见
大哥没有输！！！
大哥的刀
66666666
美颜五件套
同款铅笔
1.1万+
终于等到你
E=mc△t
不对不对
建议批量生产 
吱~
溜缝
组团偷才浅（4/100）
一万+
完美契合
wc上万了
9000+
9000+
锻刀村的才浅
打火机，哈哈哈
神锻国国王和锻刀村村长，两个“锻”位的神人
輮以为轮
900+
我是他楼下卖木头的 ，现在在三亚旅游 
三连了
组团偷才浅(3/100)
年更
哇
这木头不会被烧了吗
常驻嘉宾紫光檀上线
爷爷你关注的up主更新了
9000+
失踪人口回归
终归是我低估你了
年更系列，博主
9000＋
把刀扔了人拿回来
咬打火机（bushi）
千子村正
久违的紫光檀
牛蛙牛蛙
9000+
妙啊
在
火钳刘明
好家伙  同款铅笔
？开始不对劲
打火用的吗？
9000+
弹幕在这
还是原来的配方
来咯
逐渐离谱
大哥！！！
士力架
这玩意现在像个炸年糕
打火？！
大哥！！！
9000+
牛逼
火钳刘明
这是真的细呀。是打算做出那种纯粹的火焰效果太牛了。
组团偷才浅（22/1000）
失踪人口回归！！！
刀鞘
!?
真喷？！
拔刀起火
准备听取卧槽一片
耐 高 温
梦回紫光檀
你变了，你连材料都不肯介绍了
给我倒下
组团偷up(6/100)
空屏？
封面也知道要干什么了吧
你是真要喷火？
自带特效
这次不是滴胶了？？？
没人？
恭迎神锻国国主！
边角料炫我嘴里
煤气罐之呼吸
煣以为轮
离子刀——————
卧槽，我也知道他要干嘛了
1小时
嗯，紫光檀，还是熟悉的味道
大道至简！
失踪人口回归
手戳打火机？
要素察觉，逐渐震惊
9000＋
细节
断刀大赛(doge)
，i， 
9000+
才浅来给我的羽毛球拍缠手胶吧（不是
卧槽绯红女皇的灵感？
fdsscsFFWFWF
逐渐离谱
圣火令?
陀螺吗（奥迪双钻doge
2Cu+O2=加热=2CuO
组团偷才浅（3/100）
来真的
锻器师的极致吗
！！！！！！！
真 还原
焊缝有待提高
立马送上3连 怕下次又失踪
此时进度条才过半
那9000+个人出来吧别藏了
纳尼！马萨卡...
新鲜新鲜
擦，大哥~
组队偷up（11/100）
爷青回！！！！
现在已经5万点赞了
加点孜然
再次定义才疏学浅
肯定会喷火
不是，你们对这个先后顺序很敏感吗？还是想表达什么？入站考试白考了？
不是，你们对这个先后顺序很敏感吗？还是想表达什么？入站考试白考了？
不是，你们对这个先后顺序很敏感吗？还是想表达什么？入站考试白考了？
严丝合缝
这是什么⊙∀⊙？  我等到了
9000+
不对劲
怎么屏蔽刷人数的
明教圣火令
不是，你们对这个先后顺序很敏感吗？还是想表达什么？入站考试白考了？
不是，你们对这个先后顺序很敏感吗？还是想表达什么？入站考试白考了？
下一季锻刀村了，才浅你当心点
难，，，难道！
打火机
这怕不是燃油仓
在线人数（1／9000）
牛逼
好巧妙
红刀哥是吧
9000+
9000＋人现在
锯木工
条未半，请放心食用
熟悉的木料
铜
这样一把猪猪用的刀就做好了
我是他家楼下卖紫光檀的，现在已经开私人飞机了
我是他家隔壁卖砂纸的 我现在买汤臣一品了
脆脆鲨巧克力威化饼干
感觉才浅现在玩金属老熟练了
请写出反应的化学方程式（2分）
唯独给才浅买黄金搓的没发财
我先来，我是他楼下卖砂纸的，我现在已经开上法拉利了
终于又做刀了
我来组成弹幕
多孔材质吧，为了喷火
逐渐离谱
开始意识到了不对劲
弹幕好少啊
太有感觉了，我去
组团偷up100/100
锤面具获得了锤子精通，轻松锤出刀的形状，哈哈哈
第一百条弹幕！！！
正好卡点
逐渐感觉不对劲
逐渐离谱
火男面具安排一下？
同款笔
组队偷up（99/100）
黄金措
组队去偷刀镡
？？？
我悟了
注入灵魂
刀镡
太原火焰刀
辣椒粉
9000+牛啊
这？
只要有我在，就不会有任何一个人牺牲！
不对劲不对劲！
开始了？
9000+
烈火拔刀！
不错
打火刀
没反
我好像有点懂了
锯子(bushi)
卧槽
这样就行了 哥
9000+
大哥的遗物……
为什么不是方便面
爷爷，您关注的up主更新了！！！！！！！！！！
玩火
9000+
这是什么材料啊
一次性刀刃
会贵
哇哇哇
刀镡
正装是碳治郎的刀
好狠
熟悉的颜色
可是干碟？
巧夺天工
刀镡
注入火焰
八千飙升到九千
一次性刀刃
我是他家楼下卖色粉的，已经换一个小区生活了。
9000+
9000+
9000=
让我试试刀吧
砂纸美颜五件套
嗨哈嗨
附魔已经满足不了他了
起因模仿，结果超越
他卡点一直卡的都这么好
这样不烫手吗
奇怪，我怎么又双叒叕少了两个硬币
进度条告诉我，没那么简单
进度条告诉我，没那么加拿大你
他终于想起来自己是作木工的
冒昧的问一句卖不卖
无限刃（
q
8000＋
币留不住了
我岩柱没面啊
这是不是有点废刀哈哈哈哈
八千就离谱
气管，会喷火
回归正业
卧槽，我也知道他要干嘛了
我的亚克力板呢
失踪人口回归
大哥没有死！！！！
8000+
我想看上弦之一黑死牟的月轮刀，不知道UP有没有兴趣！
失踪人口回归
真点火啊？
组团偷up（8/100）
失踪人口回归
山楂糕笑死我了
没装反，和大哥一样，
火之高兴
8000+
有生之年
为了大哥
切我是他家楼下卖胶水的现在已经住在上海迪士尼旁边了
好耶
煤气!!!!!!
献上我的膝盖
大哥没有输！！！
爷青回！
神锻国国宝不是魔某，而是才某
9000+
爷关更
爷青回！
组队偷up（9/100)
高危动作
爷爷，你关注的up主更新了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
9000+
打火机？
我聋了
太 刑 了
想和才浅做邻居
9000+！！！！！
这是准备刀刀烈火
搞喷火器了么
龟龟
别等会人没翻胶翻了
哇哦
火钳刘明
9000+
不对…还没有完!
博物馆怎么没收成你这个小天才
爷青回
你还活着？
审核；这……你开挂了？？？
终于回归了
辣椒面
我是他家楼下收废品，刚买了汤臣一品，明天去看看库里南
完了，我好像理解了
组队偷up（7/100）
他卡点一直可以的
没有色粉的可以用蛋黄代替
9000+
失踪人口回归
你真是无敌螺旋丸究极爆炸炫酷狂拽五彩阿姆斯特朗回旋加速棒！
为什么不用紫光檀？狗头
9000加的兄弟们冲冲冲
祖传紫光檀 开始发挥了
可以烤羊肉串吗
火钳刘明
把卡把卡
芜湖
火钳刘明
拔出来直接点火
组团偷才浅（3/100）
卖砂纸的快来啊！
刀镡
刀片磨镁条打火石是吗
我他楼下卖502，先在北京二环两栋楼
nb
打火机？
一瞬间9000+
木直中绳，輮以为轮
李..李想干神魔！？
两倍速真带劲
失踪人口回归
我是柒，他神锻国国王
大哥!!!!
好家伙，我好像知道火是咋来的了（
火之高兴
现在是9000＋
弃之，食才浅
失踪人口回归！！！！！！
我是柒，他神锻国国王
首页来的
新鲜
9000+
镡
你就是锻刀村的吧
加入咸蛋黄
失踪人口回归
亿点点细节
组团偷up (100/100)
镁棒！
暗藏玄机
护手是不是反了
酱紫卡点
不是，你们对先后顺序很敏感吗？还是想表达什么？入站考试白考了？
爷关更！
注入灵魂
喷火吗？
一万多人学习玩刀
大哥！我才发现这是大哥的刀！
组团偷才浅（3/100）
居然没有弹幕？
开始组装
卧槽！！
1万＋
卧槽，煤气火源么？
高碳钢懂了绝对是打火的
提前卧槽
我来组成弹幕
我已经猜到了
美颜五件套
这个什么↓
承包空屏
有没有可能掰断了，他都没发出来
喂！！！你要干什么啊这是
铜丝：啊。我被掰弯了
我是他隔壁奶树脂的，现在已经金盆洗手了
大哥！
让金器弄的哈哈哈哈哈哈
注入灵魂
来喽
组队偷up（5/100）
终于！
懂了，才浅是锻刀村的。
才疏学浅，带头内卷
组团偷才浅（2/100）
等等 11000了 
开始附魔
明年见
擦刀走火？
才浅！你是我的神
打火刀
组队偷up（6/100）
失踪人口回归
他可以一直卡点的
?他想干嘛
新凿子！！！
大制作
一万+了
好软的材料
輮以为轮时间
才浅变短了
美食区UP主家里真是什么东西都有（doge）
我是他家楼上卖砂纸的我现在已经在北京买两套房了
终于等到了！
老本行
记住这根管子，后面要考的
木直中绳，輮以为轮
火钳刘明
有谁注意到BGM
爷爷，您关注的up主更新了
1万加人
10000+
我已经猜到他要干什么了
打火机（doge）
承包空屏
10000+
派出所 备案
币不能比赞少系列
不对劲
铜板丨 表面淬火
木直中绳，輮以为轮
有生之年
大哥！！
马萨卡
开始魔法了
这是用焊锡焊的？
《超长打火机》（确信）
2.4w+
爷爷你关注的UP主更新了
打火棒和和刚才的镁条……点火用的？
马。。。马萨卡。。
锻刀村村长
都忘记发弹幕了
z组团偷1/433万
大哥
大哥啊
你们都不算什么，我在他家楼下卖木材的，现在北上广深加起来都10栋楼收租了
"up,你关注的爷爷更新了！"
锡焊黄铜？
……卧槽卧槽卧槽
磁吸，防止刀掉出来
我终于也有空屏了啊哈哈！！！！
大道至简
装反了
弹幕比昂升
半小时火山口热一下还能吃
这是要接气瓶？
1.1万+
终于想起主业了
你就是钢铁冢本人吧！
组团偷才浅（2/100）
火焰油脂（bushi）
卡点区up主
他竟然还有这么多头发
想让才浅帮我缠手胶
燃料瓶
失踪人口回归
爷青回
1.1万+
不对劲，我好像知道他想干嘛了
...
爷青回
.
一次性？
爷青回
拔刀打火
挖槽，奇才
好耶
都在认真学习
开始不对劲！
铜板 （★）｜表面淬火（久经沙场）
 ，剩下的1万多人出来吧。
哇哦
在下太原火焰刀，请赐教
承包空屏
22分钟，正好
1.1万人
我之前自己做的时候就给掰断了
回归老本行！
承包空屏
1，1万
每年露脸（1/1）
意思抽刀就燃烧起来
逐渐离谱，，，，
1.1w+
卡了。我干
真是要喷火
太帅了！！！
《才疏学浅》
表面淬火（略磨）
不对劲
卧槽，钳工配合
开始附魔
组队偷up(3/100)
投出第9971个硬币
逐渐不对劲？？？？
承包空屏
刀镡
好热
灵魂注入
失踪人口回归
失踪人口回归
上次是雷这个怎么火？？？
刚学的，这叫抽帧卡点
卷，你再卷！
空屏是我的
大哥！
这开火开几次就烧没了吧
组队偷up(2/100)
这是啥材料？
这。。。是要点火？
空降15.4
卧槽
不对劲
1.2万人偷偷学习
这这这，这不对吧
烫烫！！！
锻刀村村长为炎柱锻刀视频流出（doge）
哦哦哦
！！！！！！！！！！！！！！！！！！！！！！
才浅nb
1.2万你们好
笛形管喷火器
做盒马吗
火刀
！！！！！
危
这是存气加小孔喷火。。。
1W2的朋友们 你们好
才浅是刀匠村出来的人吗？太强了
爷关更
。
记住这个刀片且看到最后
牛
1.2万+
盲猜镁条
好多人
承包空屏
芜湖
失踪人口回归！
手工up主家真是什么都有呢
大哥呀
无敌
当他az可以玩刀吗？
全体起立
玛卡巴卡
真-日轮刀
大哥没有输！！
还好还好哈
我总以为做完了已经
2Cu+O2==△==2CuO
不会是拔刀起火吧
进度条不一般。
火钳刘明
1.3变1.2了
好耶
开始不对劲了
开始施法
空瓶是我的 
这是想干嘛
这是什么？
1.3W你好
天然气刀
莱纳！
我先来　才浅牛逼！！！
我是他对面卖紫檀的，现在已经在住海景房了
大哥！！！没有输！！
才浅做的挺多刀都有给配刀鞘的
打火机打火机
组团偷才浅（1/100）
是要做剑鞘吗？
1.3+
第一第一！！！
超大香蕉（）
才高八斗，不知深浅
抢占空屏
失踪人口回归
空屏
我是他楼下卖砂纸的，现在已经两套房了。
看个手工制作愣是看出了悬疑剧的赶脚
13000人
新装备
1.3万+
危险，请勿模仿
耐高温
"我擦,不会吧,不会吧"
应该是摩擦起火
承包空屏
嗨嗨
是我的才对
真要喷火？
才浅牛逼！！！！！
终于又开始撸紫光檀了
楼上说的好！
好棒我淦
我超
10分钟，1.3万加
才浅：不得劲儿呢怎么
休想
不会烧坏吗
有可能是打火石哎
不要的紫檀粉炫我嘴里（bushi）
水冷！
1.3万+！！！
水冷！
组团偷剑
记住要考
才浅牛逼芜湖
我悟了！！
承包空屏
出现了，特写镜头！
承包空屏
把刀扔了，把人劫回来
先给出三连
霸占空屏
回归
撒上辣椒面，食之。
弹一闪？
新鲜好吃
肉眼可见的人数增加
酒精炉？
木工变电焊工
大哥
喷酒精吗
wow
才浅每次都会做刀鞘的
wc妙啊
爷关更！
不对劲了，开始
承包空屏
这个不会是火镰吧
这是要喷火
 难道还要做刀鞘？
人数飙升
木工》铁匠
泡沫铜应该是
刀镡
那十二万人出来
进度条告诉我不简单
6629赞
 卧槽
霸占空屏
萤石粉
！！
承包空屏
美缝
居然做刀鞘了（doge）
？？？？？？
这个观看人数飞涨啊
1.1万+
这不会是用来打火的吧，直接真烧起来
空屏
条过半
磁吸剑鞘
好早！
这刀片是干什么用的？
我大彻大悟
这是要玩真火了?
他想的
短短两分钟1w+
可可粉（bushi
大哥呜呜呜
真做一把会喷火的？
空拼
注意：耐高温
火之高兴！
我见证了人数从6000到1万
我阿达
怎么没人
一万加的人出来
一万人你好
见证由900多人到10000+
发个弹幕
太原火焰刀！
不烫手吗
1万+！
就地取材了属于是
我感觉更像喷火器
来一串，多点辣
卧槽，我有个大胆的猜测
9000+
才浅
哦莫！！！！！太牛了！！！
新鲜
爷青回!
没有锯木屑可以用方便面渣替代（bushi）
山 楂 糕
圆形战士cq
人数在激增
好家伙，你又来不当人了
终于等到你还好我没放弃～
划火柴远离？
刚才的画面，脑补了下鲜血开刃，啧啧，解开封印。
懂了，磁铁吸附结构
在看
发什么发，专心看
我知道了，他要手搓冰棍
楼，砂，法
不对劲
牛啊牛啊
才浅真是什么东西都有呢！
我真早！
8000+
你管这叫至简？
爷青回
承包空屏
刀杀了，人带回来
早
8000
祖传紫光檀
7000加
这个金色的什么材料
宝藏
！！
已经不在同一频道了。
9000+
7000
承包空屏
爷青回
我去，这是怎么卡上正正好的
不会把木头烧了么
逐渐超纲
6000多人
空瓶是我的啦！！！
承包空屏
小——刀——
早啊
紫光檀：他还是爱我的55555
空屏是我的了
搞一个喷火器是吧
䂋以为轮！？
才浅他一直都很会卡点的
记住这块铜板，后面会考
我是他楼下卖砂纸的，我现在已经开上法拉利了
附魔
我发现了什么
手工区现在开始卷了，才浅要加油呀
爷青回！
6000+
下次蓝蔷薇之剑
勇闯无人区！！！
芜湖！！
木直中绳，輮以为轮
小猫扫尾
终于，来早一次吧
我知道，这是山楂糕
o h h h h
这是要Q
牛批
第一次来这么早
我感觉真的要喷火了
如果我没猜错，这是要用打火石点火
感觉不一般
5反正！！出息了
我是他楼下卖胶水的现在已经两套房了
热乎的热乎的
他不会真的想让这玩意儿喷火吧
关于端午节我住在了才浅的视频
感觉这个有大用
不对劲了起来
1
6000+
这次完全猜不到
承包空屏～
火钳刘明 厚礼谢
巧克力粉（错乱）
第一第一
才浅nb！！！！！！！！！！！！！
超越～
趁现在没什么人
有人
刚刚刚刚刚刚刚刚刚刚刚
打火机？
这是什么？
包浆
这什么材质？
更新了！
今天我生日耶
卧槽，不会真的能喷火吧？
刚发的
刚刚我错过了什么？
刚刚
冲冲冲
有点像一次性武器呀~
我超
怎么又源氏的刀的感觉
5分钟，好早
第二个弹幕
打磨牝！！！！！
很普通吗（doge）
爱了
他点可以一直卡的
真喷火啊好家伙
附魔开始
人数飙升中……
吸收火元素（确信
完美契合，很牛逼啊
三连走起
帅
猜到一点要干什么了
烫嘴
来的太早了
逐渐离谱
失踪人口回归
开始不对劲了
卧槽大哥
木工升级了
牛牛
爷爷，你关注的UP更新啦
失踪人口回归
逐渐察觉到不对劲
逐渐离谱
辣个蓝人又回来了
才浅面板一定是八边形的吧
祖传紫光檀
第1次来那么早。
我的天，居然更新了。
注入灵魂
量产！量产！量产！
真的没人发吗
1
失踪人口回归
空瓶我的！
量产！量产！量产！
有啊
火焰的喷口？！
dfhxhtd
来的及时
太卡了
失踪人口，回归
来早了
擦，大哥！
及时
两分钟热乎！
两分，我出息了
冲冲冲
还是原来的配方  原来的味道
我悟了
麻麻那个家里什么都有的up发视频辣！！
木直中绳，輮以为轮（dogo）
承包空屏
下期我挺想看猪猪的刀的还原的
爷爷你的阿婆主更新了
发现宝藏
好耶
没人？
弹幕疯长
失踪人口回归？！！！
第一第一
火焰从这开始
新鲜出炉
淬火
981人
牛
热乎的 没人
大哥没有输！
记录一下，这么早
刚好关注 就刚好更新
一分
哟嚯，原来是刚刚发的，第一名，好耶~
没QAQ画质感人弹幕护体非战斗人员请撤离
紫檀木，爷青回
第一千零一个赞
垂死病中惊坐起！
招核の小曲
重未如此之早
真不错
没人？
最早的一次！
表面淬火
第一第一
1
没人？
老配方
前2000！
好家伙这是刚发布啊！
第一次这么早
早
好久不见紫光檀
1
我是第一个
好家伙
好耶
弹幕好少啊，第一？
第一条弹幕，我出息了
出息了
失踪人口回归
第一个弹幕
来得及时
承包弹幕
刚刚！
我好快(✪▽✪)
刚发出就刷到
失踪人口回归
第一，这号养好了
第一第一！
2赞
5000+
承包空屏
弹幕呢
这是啥材料?
空屏我的
诶嘿又是我
5000多人，133条。。。
不忘初心
大哥没有输
好了，不用发了，我帮你发了，你的空瓶
大哥没有输
哇，新鲜啊
爷爷，你追的up更新啦！
承包空屏？
........3
1
记住这个管子，后面有用
不不不，不是我想的那样的！！！！！
4级，有史以来第一次的空瓶
空屏！！！！
前面5000+那位等等我
应该是磁铁定位收刀
我的空屏！
空降 6:38
他估计是想弄一个会喷真火的
卧槽
我好像也知道他要干什么了
要放火了
烧木头的感觉
进价十一的晨光笔！
燃气？
搞错了搞错了
暗中观察
爸爸
诺~磁铁石
做完了记得去派出所备案
才桑故乡のSakura又开了
猝火
我也明白了
官方以为能模仿系列
5000+
组团偷up（9/100）
5000！
水雾
？？？？
你是谁?
酒精炉之刃！
组团偷up（101/100）
组团偷（101/100）
失踪人口回归
组团偷才浅(4/100)
这是什么材料？
木直中绳，輮以为轮
刘华强诱捕器（bishi）
情况好像不太对劲！
开始变的离谱起来了
组团偷才浅(4/100)
刀镡
有op
5000
这个材料是啥？
5000+人
爷爷，你关注的up主更新了！
这个是铜皮吧
芜湖
组团偷up(6/100)
传下去，才浅不制杖了！他终于再次贩剑了[打call][打call][打call][给心心][doge]​
有伏笔
不对劲
泡沫铜！有钱
我趣时长我生日！！！啊啊啊变相中奖（？
一点都不伤手
下次亿定
我敲？？
这次一定
阿B认为我会模仿
加强安全意识
有人吗
