牛壁呀
《专业》
你币有了
绝了
太帅了
什么tmd叫专业
专业
好一个皇家橡树
我的眼
牛逼
牛逼
15703ST
这样是不是上墙也不害怕
这特么就是专业！
专业
卧槽 一体式座舱？
造梦者啊
没人吗
能够旋风冲锋龙卷风吗？
卧槽
66666666
厉害呀
我就想问，我的充电7号电池能带的动么
冲你这句话 三连有了
Solid works
我只知道天皇巨星，大炮特使，燃烧太阳
真厉害
这要多少节7号电池才带得起啊
。。。这么大马力
哈哈哈哈这个样子不装车壳就是蹦蹦
点赞
有阿
专业
专业专业
太梦幻了
太帅了
帅气
是个技术活，该赏！
爷青回！
你币有了
材料要zmc
后轮窄了
我00的也看
硬核 专业 
请问可以龙卷风吗？
我00的也看四驱车是用5号电池的
蒙皮不一定要用铁啊
牛啊
旋风冲锋龙卷风！
比例感觉不太对
麻瓜焊
wow！！！
想看内饰
太强了
唯一感觉可以大一点，小的有点不太舒服
用啥7号，不懂别瞎说，得用5号（doge）
这个面罩牛逼
08？？？
应该造魔鬼司令
太专业
神特喵七号电池
来个旋风冲锋龙卷风!!
你比贾跃亭靠谱
也想整一个
太猛了
玩得起改造成车的 家里能穷么？
轮毂的绿色是点睛之笔
专业
帅的嘛
龙头凤尾
我愿称你为最强
童年回来了⊙▽⊙冲
这币该投
牛逼
首页预订
对面那是啥车
q
灵魂来了
不是ZMC车身么？
不服有罪
奥迪吶
动画里没有凤尾
爷青回
分不清虚拟和现实了
牛逼牛逼牛逼牛逼牛逼
6
wc
牛壁
NICE 有导轮就可以撞墙走了
三菱好评
牛壁牛壁牛壁
按钮好评
哈哈
车壳必须塑料
对面好像是一个大学生造的车
太厉害了吧！！！
跟着跑啊，内味
三联了
泪目
我98，小时候五块钱一辆简直是一笔巨款，自己找一块儿空地用砖和泥巴造赛道
米家轮毂
有钱真好
太帅了
太牛逼了
加油!非常用心的一个视频
卧槽，我00
没有后视镜
不是四驱小子么
太吊了
卧槽...
哇哇哇哇哇哇哇哇哇
我98的
皇家啊，怪不得有钱造呢
牛比！
绝了
原来是你的
会发动胜利冲锋龙卷风吗？？？不会就是垃圾
看的我以为是3d动画了。。
这就是我梦想的工作
这么猛！！
woc
干嘛不搞个黑蜘蛛
我的天哪
97的也有影响
牛逼
大哥牛逼~
硬核
发动机干嘛不纵置
短了
上面奥迪双钻的，田宫才是正版
我想要大炮天使
贾总那是造出这个来，我就冲一辆
00后的我也看过
牛逼
66666
魔鬼司令，巨无霸搞一搞
牛逼
专业
啊啊啊啊啊啊啊  我的眼睛
尾巴短了
爷青回
哇阿阿阿阿阿阿阿阿阿啊啊牛批
应该是声控的
心脏，心电图
七号电池笑死我了
6666
原厂350匹
66666
草
95后～
司马豪
牛逼
特斯拉皮卡
搞个巨无霸
有排面
巨无霸能造出来么？
hhhhhhhhhnb233
爷青回
男人的浪漫
四驱兄弟
豪车
能用悦动炸弹么
俱乐部吧这是
没点爱好都不敢有技术了
太牛逼了
果然快乐是建立在金钱之上的
66666
牛逼
我555已准备好了
穿上轮滑跟着跑啊
梦回
up主是富二代吗
发射！
能放龙卷风吗
巨无霸多牛逼
硬核
NB NB
牛壁
魔鬼司令
牛逼
像是玩具放大了，哈哈哈
666
到底是胜利冲锋还是旋风冲锋，整懵了
爱了爱了
这个也有？
ECU能不能biu出去？？？
6666
白嫖失败
锁扣回忆杀了
弄电动的不方便
苏州改装展见过
人在哪 哈哈哈
我想把这玩意。。。
666
就是，小时候都是用5号电池，充电电池的才省钱
卧槽
全体起立
我的妈呀！这也太酷了吧
现在在看的扣个1
专业
你要放龙卷风吗
一件三联按安排
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
翼豪陆神！
wc这bgm
啊啊啊啊啊
后面导轮短了
想看胜利冲锋龙卷风(手动滑稽)
阿伟死了
就这个导轮能转，你币有了
哈哈哈吹爆
啊啊啊啊啊啊啊
Ohhhhhhhhhhhhhhhhhhhhhhh
还是试一下发动机的性能比较好。然后试一下车子的液压悬挂系统。大轮胎的抓地能力和稳定性。毕竟赛车是需要高速度的。也要检查轮胎磨损力。
分不清现实了
想听听原声的轰鸣声
卧槽
专业
龙卷风冲鸭
龙头凤尾超过车身才能侧墙走
卧槽
卧槽，橡树离岸！
卧槽！！！！！
卧槽
666666
牛批
锁扣应该造成排气管
你的车会胜利冲锋龙卷风吗
过分硬核
怎么进去，钻进去吗
把专业打在公屏上
人言否
梦的达成
啊啊啊啊啊啊啊啊啊！！！！
碳纤维才是王道
我的天！！！！！！
woc
哈哈哈
给爷来个冲锋战神龙卷风
感觉车不结实
怎么进去？
上1号电池
能用胜利冲锋龙卷风吗
这车哪里来的牌照啊
这几个扳钮有那味了
这项目 我王多鱼投了 马上量产上市
后面这个“底盘固定扣”却没有成为排气管……
弯道走得这么溜，假的胜利冲锋~~~~~~
原厂280匹，潜力非常大。
罗汉
97又被冒犯到
我压天皇巨星
要马达，狗头
98
首页通知书
再来个两倍的胎宽就完美了
碳纤维！！！！？！！
马达和两节电池呢
冲锋炸弹来个
卧槽
有正在看的吗
你币有了
96969696
我要看龙卷风！！！
帕尼迪
给币就完事
冲锋号不需要凤尾
酷
我喜欢斑马蜘蛛
家里有矿系列
看不懂的看得津津有味
我看的天皇巨星是哪个动画？
手套是？
牛逼
锁扣不是喷气口么？
你币有了
带盖子的拨动开关太有感觉了！
四驱小子，原始天皇巨星才是四驱车的灵魂
牛逼
牛
98来了！
4130，老传统了
2.5t?ii
了不起
离谱
666666
我枯了
ohhhhhhhh
冲啊，阿斯拉达
能上路吗
卧槽，666666
天哪！！！
66666666
00也看过
有碳纤维？
好想开一下哈哈哈哈哈
nb！！！
你币有了
我想看战斗龙卷风
闪到我了
66666
哦
投了
原始战神
转弯用的吗
造“巨无霸”！遇见随意变道的直接咬碎！
分不清了
00后来了
这导轮就离谱
卧槽
我靠⊙∀⊙！
97也算！
内味儿很重！！！！！！！
这车造价得几十万吧
样子货？
碳纤维……
厉害了
奥特曼快来跟着跑
我要看龙卷风
雪花铁皮
这车怎么这么大啊狗头
哇塞
Alias
来个旋风冲锋龙卷风
三连了
专业
来个燃烧太阳
比例不对的，这个真车短了点
神特么7号电池，明明是5号电池
流弊
气氛为啥突然这么安静(=_=)
93
94
太酷了，我的天
谁要看旋风冲锋龙卷风的扣1
那么多4130怎么感觉都像是自行车架拆的呢
必须三连
不用模具公差难控制
略略略
99的童年
蜘蛛王好看
大佬，牛壁
不敢白嫖系列
三个5电池
我也想要这么小的示波器
呀多了
01路过
六缸帅气了
我第一台也是冲刺流星 因为天皇巨星卖完了3333
为啥不上序列式变速箱？
后面的特斯拉皮卡亮了
真玩车
三连有了
爱彼，牛比
哦草
天皇巨星燃烧太阳冲刺流星大炮特使舞蹈天使
我喜欢小烈啊
造台阿斯拉达吧
装个摩托车发动机就好了
牛逼啊
牛逼
这钢圈你上哪找的？
请问怎么进去
97的这里
发动机怎么散热？没有看到散热水箱，温度过高拉缸。确定没毛病？
唷唷
爱彼橡树啊
帅
怒赞！！
那时候因为四驱车，还出现了奥迪双钻我的伙伴电池，还可以充电
这个是龙珠de
专业！
土屋博士
666
胜利冲锋龙卷风
牛逼
帅啊
卧槽
贾跃亭直呼内行
牛逼啊！
导轮颜色好评
白嫖失败
没有四五千块钱，这车造不出来
兴奋
666
不应该是天皇巨星吗
少骗人了，就是GTAV做的动画罢了狗头
ohhhhhhhhhh
鸡皮疙瘩！
牛逼。。。
厉害了，
投币了，必须的
有内味
造台法拉利
旋风冲锋！龙卷风！
碳纤维？？？？？
妈呀，这么大的锁扣哈哈哈哈
疾速眼镜蛇
我喜欢魔鬼司令
来个魔鬼司令
贾跃亭：咱兄弟俩早在一起 还有别的车厂什么事？
66
但是，我最喜欢的还是飞火流星
97
太帅了
人家的能飞啊
卧槽，太硬核了
量产么！！！
爷青回
卧槽！
96报道
屁卡~
弹幕里的懂王们，您们有up 主这个实力的时候再秀你们的专业知识好吗？
豪
车灯掉了？
Y车评
哈哈哈哈
Y车评
卧槽
你这不装个电机和电瓶组 还原的不到位阿
锁扣泪目
嘶吼
这个字体。。
再弄台三坐标测精度，蓝光扫描看色彩偏差
有那味了
怪怪的
我刚想问是一个人做啊 瞬间打脸 哈哈哈哈哈
旋风冲锋龙卷风！
我就想问有几个00后亲手组装过一台四驱车，我都不说DIY，别硬往上靠，你们有你们的童年记忆，比如熊大熊二，喜羊羊
我到现在还记得超音速号
我眼睛
冲天01号
96的表示这也是我们的童年
好家伙，眼睛给你弄瞎
啊太帅了，想要
好活
zmc材料？
轮毂又变了
你三连有了，锁扣就是灵魂
专业
这技术力太高了
我小时候看的奥迪双钻
电池用多了就变成了特斯拉！
ohhhhhhhhhh
牛批
太强了
98年同
是四驱的吗？关键是
你币有了
你币有了！！！
牛逼
我00后也特喜欢看。
我天皇巨星不服
一冲刺就散架狗头
啊啊啊啊啊爱了爱了
爷青回
泪目
冲啊，胜利冲锋！！！！
95！
巨无霸大钢牙
还四驱小子  明明是四驱兄弟
四驱小子用曲棍球棒的，你试试···相对来说四驱兄弟还是科学点
感觉缺少四轮定位啊
白嫖就完事了
不表演一个龙卷风吗
94年路过
专业
太牛了吧
86
卧槽
太专业了
胜利冲锋好帅！！！！
交警那边怎么说
99来了
电池笑尿23333
肯定比帕萨特结实多了
爷青回
好拉风，开街上你就是最靓的仔！！
抬头望望天。。。
ohhhh
来个魔鬼司令
00后表示这个动漫巨帅！！！
这一币敬你
大包围
硬核
爷青回
牛逼
太强了
佩服
洗铁路
碳……碳纤维！
拿鞋带儿攒
牛逼
想试驾了
19也看
啥时候搞一辆高智能方程式赛车出来呗？
超级天皇巨星
冲啊，胜利冲锋龙卷风
专业
6666
前两天刚重新看完一遍
讲究 大灯相当于整台车外观的灵魂了
冲吧，旋风冲锋龙卷风
有点勒芒的味
豪哥
秋名山等你
我要看三角箭
AP牛批
三连了
碉堡了
你这个好，拐弯不用曲棍
散热呢？
99呢？
卧槽 太爱了
99报道
小时候每次过年五块钱
大神
不是抬头望望天，爷青结
牛逼
ohhhhhhhhhhhh
爷青回
注入灵魂
我要买GT嗷
那四驱小子呢？
？？？？？？？？？
龙卷风！
茅台你造车去了阿
啊啊啊啊啊啊啊啊妈妈它动起来了
全覆式轨道
666
这个唱歌的是不是也唱龙珠
b站有up主做了声控四驱车
横置前驱？
666
这种车事故人没了
非法改装
碳纤维也太奢侈了8
眼镜蛇好看
我去后面是啥车
巨无霸
太牛了
哈哈哈哈哈哈
牛逼
怎么不搞台跃动冲锋
同款韦德短袖 便宜不沾身。不过掉色。
四驱车能自己拐弯啦，爷青结
96
94的人呢
94
卧槽
我出5块
下次翻模用泥塑
旋风冲锋
人怎么进去的，翻盖？
98的，童年记忆
我想看你飞
前段时间有想到为什么没人造一辆四驱兄弟的车呢
六缸
Zmc
太牛了
龙卷风
爷青回！！！
我没硬币了，只能点赞收藏了！满满的童年回忆！！！
妈耶还真上牌了
这也太帅了吧！
竟然不是用双钻马达 爷青结！
少了原始天皇巨星怎么能
牛人
激动！
牛逼
同款李宁衣服
96
这个坐进去会不会不透气啊
想问怎么转弯
牛逼
牛批
66666666
我告诉你们这车怕魔鬼司令
？？？？？？？？！！！：牛逼
手工打造
抬头望望天
95后
95后也觉得深远
爷青回
卧槽
请问能飞吗？
？？？？？
94来了
童年
太太奢侈了 真 跑车配置
这摄像头像素和流畅度说明的一切
为什么不是悦动冲锋
冲啊！胜利冲锋！
羡慕
卧槽后面哈哈哈哈哈
力量!
旋风冲锋设想的那集？
还以为4g63
刷天皇巨星的真是够了
牛逼
能上路吗……
汉泰手持式示波器
专业
NBNBNBNBNBNBNBNB
97
上转子发动机可以吗
牛批
不会吧？手工造车？
真发动机啊
是胜利冲锋龙卷风吧
爱了爱了
抗撞吗
下本了
冲啊 胜利冲锋龙卷风
你这套我们可折腾不起啊
天皇巨星ke zhi sao
不是evo的，evo是4g63
我的天啊
00也有，我影响老深了
有车牌？？  太牛了
太强了吧
胜利冲锋不装凤尾的
fire！！！
真爱啊
进气口还有蘑菇头厉害
牛逼你上路
66666666
只要努力，就心比天高，命比纸薄
果然来真的
牛逼
95前的来了，我家里还放着一个跃动冲锋
这个项目我投了
爷青回
许家印直呼内行
我当年有一个冲刺流星，看起来很像方程式
硬核
牛逼
牛的
我要巨无霸
开个价
流弊
？？？？？
专业
车卖吗
？？？？？？
爷的青春回来了
ohhhhhhh
ohhhhhhhh!!
！！！！硬核！！！！
1
98年表示很喜欢
00
献丑了
辛巴牛批！！！
卧槽
就这，但凡我有亿点点操作就会了
能放龙卷风吗
300多马力不大
卧槽卧槽卧槽！
？？？？
00年的，童年神作
冲啊，胜利冲锋！
牛壁
96年的我被冒犯了
k1塞车
？？？？
我要订做一辆蜘蛛王
你开胜利冲锋吧 我开后面红色那台
碳纤维？？？？
给你两个币了，本来一个的。
硬核
96  表示心喜
专业
用电机啊
先点赞
牛逼 
nb
四驱兄弟音乐太燃了
卧槽
牛
02
蘑菇头？
nb！！！！
2.5T
2.5T?
c
前面说龙珠的，你根本没看过四驱兄弟吧？这歌是第二部的op
有内味了
原始天皇巨星表示不服
牛的
奥迪双钻，我的伙伴
这车肯定是不能开的
95
太强了
Nb
表演一下炫动冲锋龙卷风
乍看还以为是玩具
龙头凤尾
奥迪双钻呢
完美
别一看到三菱就4G63，搞得三菱只有4G63似的
502
哈哈
龙头，虎身，凤尾
做你喜欢的事
这是四驱兄弟第二部wgo
八五不是四驱小子么，天皇巨星
好想开开看
这不投币都对不起自己
66666
你这成本也太高了，视频无法回本啊！
99
这焊缝哈哈，一看就是不专业的电焊工
龙头凤尾
7万币，6万赞。币比赞多系列
95后不配玩四驱车？？
斜面魔宝
新三角箭！
魔鬼司令
牛的
回忆
专业！！
应该是电动车才符合原作
旋风冲锋！龙卷风
快快快，冲冲冲，四驱战士在行动
特斯拉皮卡牛逼
冲冲冲
这是胜利冲锋，不会旋风冲锋的龙卷风
还原度不行啊，四驱车用电池的
可以
童年
93
这片子还没四驱小子真实
不用电池？
卧槽！！！！！
月亮在笑？
这导轮看哭了，三连三连！
啊~我的眼睛！！
这车能上路吗？？？
肯定不会上路，下赛道也很爽
哇
绿色！！！
旋风冲锋龙卷风摧毁停车场！！！
卧槽卧槽
咋不造个阿斯拉
啊啊啊啊啊啊啊
666
太草率了
厉害
别咬着东西说话
不是电动没灵魂
nb
在英国可以上路 卖过去吧
啊，妈妈我变小了
废了
卧槽来真的？
这车上不了路吧
我要这币有何用！？
缸比档位多
BGM好评
龙头凤尾换上铁的
我靠 太强了
来个龙卷风啊
糙！！次元壁破了！
上牌了？这就牛逼了
卧槽
牛逼
爷青回
太硬核了
牛逼
三百匹 爽呢
你币有了
打死远光狗
这车能放生嘛？
有钱人
卧槽！！！！
四驱小子，跟四驱兄弟就不一样
牛逼
妙 啊
ohhhhhhhhhhhhhh
弄个新三角箭
ohhhhhhhhhhhhhhhhhhh
我想看龙卷风
来个藤吉，极速斧头
太强了
必须投币啊！！
太牛了！！
卧槽
会旋风冲锋龙卷风吗
一辆没有吸气没有避震的赛车
这焊工防护不行吧，会折寿的
蜘蛛王的造型最帅。我觉得。。
9999
黑蜘蛛呢
82
交警看了默默拿出来扣押证
牛皮
太重了吧
牛逼
投个币回回血
？？？？
可以叫焊武帝来帮忙
太强
太牛了啊
厉害了
求bgm
烈焰战神
胜利冲锋龙卷风！！！！
四个角上的导轮
造个跃动折吧
星马烈 星马豪
手动赛高
1000p那个是要跟着跑么
牛逼
卧槽
塑料感有了
就跟P上去的一样
省吃俭用买龙头凤尾
我们00后也超爱的！
冲冲冲冲~向前冲~四驱战士在行动~
旋风冲锋
卧槽
这机头放进巨无霸岂不美哉
大胆的问一句，能用龙卷风么
来个龙卷风！
专业
都起来！92路过求超越
内行
太帅了
声控无人驾驶呢？
牛逼
妈我咽口水了
快！飚一圈
这台车我感觉可以飞一下
能不能飞起来
我想看它上赛道侧壁
能龙卷风吗
92
我币没了
继续干就是老美那种了
卡扣都有
还记得那个四驱车风靡的夏天吗？那是我们逝去的青春。
我想看一下龙卷风
奥迪双钻，没钱滚蛋
会龙卷风么
真的帅
牛逼！
我出八块
泪目
实在是厉害啊，
翼子板
童心未了
三连了
经费爆炸
6A13!!!!!!!!!!!!!!!!!!!!
我擦
硬核改装，一键启动
大户人家
在这墨迹安全性的，造车的这些人哪个都比你懂
手波
oh
宇宙来啦
可以刀片超车吗
666
能动 握草！
94
拐弯方法不对
转速马达呢
刷交规多半沾点nt up能不知道?
能不能使用胜利冲锋龙卷风
嗷呜嗷呜嗷呜
有了有了
不能上路
可惜不能上路，不然你就是全，全，全。整条路最靓了仔。
这特么叫赛道，上你妹的路啊
能跑20迈
握草！！！！！！！
牛批
把车开到漫展你就是最靓的仔
大型车企
抬头看看天，月亮在笑
电池在哪上？
00
Ohhhhhhhhhhhhhh
硬核啊
经费爆炸
我还有我99
少拿玩具车骗我
人生的乐趣不就在于折腾吗
硬核硬核
能上路吗？
安全吗？
闪瞎我的狗眼
这个气保焊弄得跟埋弧焊似的
奥迪双钻打钱
阿珍，你来真的呀
啊啊啊啊，我的眼睛
前面那个王厂长不是车牌号吗
我瞎了
科学一点，这个应该叫轮辋，轴头上那个才叫轮毂
？
开篇雷击！！！
我喜欢巨无霸
这得装多少电池
前浪
不至于不至于
沃日！！！
哇
这的上多少节电池
卧槽
出去三连回来继续看
我想看小马达
这玩意能上牌？
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
专业
可以旋风冲锋龙卷风吗
把遥控器放下
牛逼牛逼
真，同年的记忆
哥，我的梦想是能龙卷风的旋风冲锋
上3D测绘
看左上角
他实在是太草率了
牛逼
直接造车也太nb了
虽然听不懂，但感觉好专业的样子
94
冲色流星
专业
牛逼
我要巨无霸
有个问题发动机这些为什么不自己找
危险，手不要啦
up主敢做就肯定有大佬敢买来收藏。 
ohhhhhhh
我们都是看四驱小子
卧槽
心脏移植成功
@手工耿
ohhhhhhhhhhhhhhhhh
97
三百多马力还不大？
必须三连
NB666
会旋风冲锋龙卷风吗
过于硬核
ohhhhhhhhhhhhh
99也是我的童年
龙头凤尾可把我炸出来了
咋进去呢
手动爽
太牛逼了
电池盒你放哪了
兄弟们 把NB打在公屏上
太硬核了
贾跃亭直呼内行
那是四驱小子！
97年路过
蹦蹦！！
四驱小子天王巨星！快造一个
NB
经费在燃烧
这个太赞了。
进度条你挺住啊
卧槽
遥控的吗
能放个旋风冲锋龙卷风吗？
《草率》
不如贾跃亭
我班愿意称你为最强
有导向轮，可惜路上没有围墙
啊啊啊啊啊啊～
当年我最爱的是鹰羽龙和三角箭。。。
請到交警大隊喝茶
三菱galant牛逼
会散架
有芯片吗？
配轮滑鞋吗
我轮滑鞋还能跟上吗？
果然都是大男孩
稍厚了点
弟青回
还得造个同款跑道
电池呢？
马达还可以
来个卡布达
有钱人
改装都是有钱人
做结实点
只能三连表示尊敬
99
我95
2020年的我一边吃奶一边看
壕无人性
想看过弯
老子的回忆.你币
太帅了
哦，nb
专业
ohhhhhhhhhhhhhhhhhhhhhhh
牛逼
冲冲冲
致童年
旋风冲锋啊
爷青回
众泰卷尺部
哈哈哈，幸亏影响王厂长小时候的动画片不是高达
ohhhhhhhhh
牛逼！
好家伙，战马咴咴
97
轴距再长点
爱了爱了
牛逼
来个旋风冲锋龙卷风
泪目
喵啊
这期视频成本不低啊
闪瞎了
这bgm我已燃
超级大玩具！
牛逼
00
我想去给你打工
95后表示也是我的童年
ohhhhhhhhhhhhhhhhhh
大制作。。。。
00气冷抖
人生的乐趣不就是在于折腾吗
卧槽
感觉回到了大学的车队！
我抓一只野生擎天柱跟你彪一下
卧槽
爷青回
大工程
00后也看
当然是保险杠了
看傻了。。。
总不会是碳纤维单体壳吧
最先的是四驱小子，不是这个，是原始天皇巨星
66666666
阿珍 你来真的
Fsae！
羡慕
不应该是序列吗？
离谱
一 不 小 心
我黑蜘蛛怎么你了
三连了，三连了，三连了！重要的事情要说三遍！
谁家的玩具车？
你这个车不装5号电池，没灵魂啊
中保研狂喜
握草，ti童年的梦
00后也是
02表示第一部和第二部都看完了
可以可以
ohhhhhhhhhhhhhhhhhhhhhh
爷青回
我已经跟在后面滑旱冰了~
牛批
爷青回
我00后！
84
卧槽
手工打造  新跑车品牌
有内味了。。
卧槽 太酷了
狠人
哈哈，好还原
确实牛逼
同款电脑和鼠标。。。
青年青年不是童年看的时候已经高中了
hhhhhhh
焊武帝：我好像要失业了····
还等啥？三连啊
3000GT的邀请
王自如退出直播间
3000GT的动力 前置四驱
梦在这圆了
贾跃亭：有没有想法来我公司啊？
欸，Y车评！
太帅了吧！
眼镜蛇
绿
可以可以
完美
牛逼
横置直列六缸！
ohhhhh
起立
去吧  魔鬼司令
康康内饰
巨无霸!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
白嫖失败
牛批
暴躁，刺激
哇，这样的男人好帅
ohohohohohoh
钢板有点重了吧。。
专业
三连送出
锁扣牛逼
ohhhhhhhhhhhhh
二保焊不便宜啊
白嫖失败
00后也有
Ohhhhhhhhhhh
这个上赛道太吸睛了吧
对面那辆亮了
细节拉满
你的胜利冲锋能开龙卷风吗
起飞
白嫖失败
90
卧槽。。。
真厉害
卧槽
真.前浪
只关心能不能龙卷风
96的  超级大！
童年
没看到这是赛道么
96的 小学一直看！！！！！
卧槽
96的 小学就一群人都在一起看！！1
96的
哈哈哈哈
有亿点点钱
我觉得还是天皇巨星更好一些
爽
天秀
ohhhhhhh
太拉风了
啊啊啊
好硬核
如果是电机的话就更完美了
牛批
帅呀
意大利队，隐约还记得
你不跟着车跑完赛道全程，对得起你的青春，对得起你造车的辛苦嘛？？？（手动狗头）
人怎么坐进去？
+
对我影响大的是四驱小子
我的大炮特使啊
2.5t我酸了
87
牛逼
你币有了
牛逼
全29胜利冲锋
这车应该是后驱吧
手表秀到了
不是旋风冲锋么
三连奉上
太强了啊
奈何老子没文化，
99来了
爱了爱了
遥控器呢
不用电动机
下一步就是使用旋风冲锋龙卷风了
不开上路就不算非法吧
我四驱车导论也带轴承
？？2.5T双涡
这必须得要10块钱啊！
爱彼皇家橡树
00也看过
世界杯
新三角箭呢？
2.5T 双涡配手档……emmm羡慕啊
？？？
轮胎可以宽点
99:?
专业
天皇巨星
牛逼
蜘蛛王
魔鬼司令
白嫖失败
奥迪双钻 我的伙伴
天皇巨星表示
当然是马达了
小时候还真的想过
我擦
你这车有技能不
注入灵魂
为什么不是皇帝号？
帅
好帅
如果能移植三菱EVO的红头发动机就牛X啦
大炮特使天皇巨星表示流泪
牛逼
01
魔鬼司令
全体起立！
666666
niu B
好感动
6666666
哈哈哈哈
天皇巨星、舞蹈天使、冲刺流星
牛逼
挖槽
帅炸了，卧槽
93
牛批
nice
哈哈哈哈
不来个人跟着跑？
想看龙卷风
无敌了
好兄弟撞个墙看看
技术活儿
NB！
能上路？
旋风冲锋龙卷风～
这发动机，woc
666
卧槽
卧槽
必须三连！
豪华车就自动，赛车越野车就必须手动挡啊22333
宇强：呼应上了
四驱车拐弯是靠龙头的导轮的
卧槽了
牛批，
前面说七龙珠的是不是不对劲
就是绿的可还行
肯定是用本田的机子啊，要不就用丰田，什么用三菱
00后气抖冷
张驰：把你的连牙蓝上
666666
爱了爱了
碳纤维？壕无人性啊
焊接手艺有待提高
硬核
爷青回
卧槽啊！三连了
李宁 韦德
这就是超钞力啊
龙头凤尾不是赛车玩具的？
这T恤我给9分
@众泰
就像一个放大版的赛车玩具
有空调吗？能上路吗
注入灵魂
必须三连
跃动冲锋龙卷风97的路过
牛逼
碳纤维？？？？？
来一个旋风龙卷风
爷青回
教练，我要学这个
AE86
666666
刀片超车！
绝了，哈哈哈哈
壕
轮毂真漂亮
牛逼
厂长有点帅
还原度真高
96的也看
极速眼镜蛇
普普通通的玩具，动画硬生生搞的热血沸腾！…
连后面的扣子都有
99
01:？？？？？？？
碳钎维？
欣慰的笑了
牛逼
牛逼
？？？
00后的也有的！！！！
巨无霸
前方灯打了个叉叉
牛逼啊
牛逼啊
牛逼啊  我看这
