岔气了
西政啊
西政的阶梯教室
说定义胖瘦的。。说人受是排骨精就行?up主很棒啊，有人觉得胖她也很棒
西政的妹子！！
我还缺乏自信呐。
西政的学术讲堂，大型的学术论坛都在这里，梁慧星、张明凯都去这里讲课了
中岛美嘉h
一群柠檬静，不愿意看就出去
有点紧张
超棒的啊！
回兴的？？？？
我的天，就是前天啊。。。我怎么都不知道有这个活动 枯了
好好听加油！
好棒，听哭了……
蛮好听的
很棒哦！
好听
穿的…
哎我听哭了
这状态有点颓
真的好好听，up加油！
这个尾音…
而且很有感情，希望以后up更加好！
唱的是不错
就是状态太不好了
挺好
棒棒哒
喜欢挑三拣四的都是牛人
好好听！
中岛美嘉的歌！
走心～
厉害咯
唱的好听
卧槽…
❤️❤️❤️❤️❤️❤️❤️
已经非常强了
穿的怎么了？
人穿啥你也要管？
一定要女生瘦到只有骨头那样吗？
好好听
什么歌
好棒啊！！！！
好好听
你别说话
这首歌难度很大，唱得真的很好
聋了
好好听，加油
人家胖不胖管你什么事，更何况人家也不胖
ze小姐姐牛逼
好听！！
唱得很棒啊
这个才有肉感
wow
去过现场！
不错，唱的不错
听哭＋1
前面又是柔软又是挣扎的，真的把我逗乐了
在学校看到过妹子呀
NB
再过几年可能唱出来更有意境
我觉得这样很可爱啊
我跟你们说啊这种身材才正好明白吗？弟弟们？够二十五了吗？
少拿原唱骗我
我觉得唱的很好啊，你们有本事，自己拍个视频自己唱啊，酸什么哦
唱的太棒了吧，超喜欢
真的很好听
希望键盘侠手下积德谢谢
评价外表的出门左转
我连词都记不住
唱的超好听啊
这也能叫胖？你们都是排骨精吗？
6666
最后一句歌词错了
别说别人长相好吧 我觉得很美啊
diss别人长相的是什么神仙美貌吗
唱的很好啊
很不错啊！
说胖瘦的也太恶臭了吧
爱了
 up主加油啊  好听
我的音色和妹子有点像，但是我记不得歌词qwq
小姐姐很棒啊！爱了爱了！
第一次听的建议看中岛美嘉live版食用
好棒啊
好好听！！
双马尾
好听   小姐姐很可爱啊！！
很好听吖
我觉得不胖昂
三连为敬
看着这么可爱声音这么质感的嘛
加油(ง •̀_•́)ง
超好听的
666
好听哟！！！加油鸭
挺好听的
好好听
战术走动
人家什么身材管你们屁事
很好听
一唱成名
小姐姐，你很优秀的啊，唱歌很好听，加油!
唱的我心里疼疼的
鸡皮疙瘩了
拜年是因为中岛美嘉基本丧失听力，跺地板为了踩点
Fffffffff
加油！
中岛是正真经历过的
好好听吖
也许每个人都曾有那种想法，当情绪纷至而来，忍耐都无法拯救我们，眼泪和拥抱才是最好的疗药！
好听
这？？感觉看起像我们学校诶
真的是西政欸
好听啊！
这人看起来像我学妹
声音长相跟我学妹一模一样诶
听得有点想哭了
吼吼听啊！！
我也不觉得好听到鸡皮疙瘩那种夸张
好聽！
低音重了点
QAQ
66666
我觉得一点都不胖啊 而且唱得很好听啊 
好听
挺好的，键盘侠你来
不错呀
你们是来听歌的还是？
声音好听
真的超好听啊！！！
好好听，，，感动辽
讨论身材的请去舞蹈区。
发个友善的弹幕来见证当下
声音好适合！
你跪吧，我站着
好棒
好听！
曾经的我也想过一了百了
666666
举报所有人身攻击
6666
如果话筒声音再大点就好啦，很好听
尾音超棒
厉害
还有颤音，这辈子都学不会颤音
《僕が死のうと思ったのは (曾经我也想过一了百了)》
情感的张力不够
哇，好好听
很好听，up加油
台风很稳，毕竟是现场，多少人上去话筒都拿不稳，大大的赞！
承认别人优秀很难吗？
不错，加油！
再升几个调就好了
要是把唱歌的劲使到减肥上，也是个女神
承认别人这么难吗？
真的好好听
听哭惹
好听！加油！
我是那个紫色的气球
说人女生好壮是真的没礼貌
好听!加油鸭小姐姐
好好听
好听
小姐姐唱的好好听
66666666
能不能别刷身材了 说的好像你们美的要命一样
话筒声音小了
好听
厉害啊，好有感情
好棒啊！！！
很好听了
自带MV
好听
666
作为观战我觉得唱的很棒
???
承认别人优秀那么难吗
好听的
人家唱歌你们管人家胖不胖干嘛
看就看为什么要评价别人的身材？？
很不错了
唱的很棒啊啊啊啊啊啊
居然有新学妹?
不错，有感觉，再练练基本功
很棒呀
为小姐姐点赞
四月安的草莓！
挖
很棒
我可以
还是可以的！加油小姐姐
胖不胖关你屁事 怕不是有毛病哦
姐姐唱的真好 棒棒哒
真棒
进来听歌还是看身材的你们？随便评论人家？
这个歌本来就是悲伤的歌啊。难道要唱出洗刷刷的感觉？？
小姐姐加油呀
反正不瘦就对了
听不懂，但是嗓音挺好的啊
很好听
这叫胖？
233
我的弹幕呢……
我小破站啥时候都成这样了？？？
唱的好棒
加油加油加油加油
好好听歌不行？
加油加油加油加油
竟是西政
超好的。好棒＼\ ٩( ᐛ )و /／
好听！一瞬间鸡皮疙瘩都起来了
卧槽开口跪
卧槽鸡皮疙瘩起来
就算胖吃你家米了？还不准人胖了？
好听！
肉肉的多可爱啊꒰⌗´͈ ᵕ `͈⌗꒱৩
听歌关选手身材什么事啊，好好听歌不行吗
听不见
很棒啊
好听
唱得好好听，泪目…
录的声音太小了，
好听
这种身材就是极品，超喜欢
好像你瘦似的说人家
不说，我还以为是日系学生滑稽
厉害
好好听好听好听好听好听
头皮发麻
好听啊
好听欸
这叫胖？？？？？？
唱的好棒！！up加油！！！
好听的
西南政法？
加油，人生不只有苦难
是我聋了吗…
我们是西南政法，不是西北
真的唱得很棒！弹幕区的礼仪在哪里？
好听
胖个屁！
胖怎么了？
别人是胖的可爱，你是瘦的丑
说丧的去看看歌词再来说好吗？
好听
好姑娘
好好好，再来一首雪の華
妹子加油！！！
反正比我强多了
杠精全是蔡徐坤
都好好听歌好不好？？？？？？？？？？？？？？
好棒！
唱的好
说别人身材的有意思吗？
牛逼
小师妹～
(ง •̀_•́)ง加油up
现在b站弹幕这么戾气了吗 又是胖又是驼背 听歌就不要人身攻击ok？
鸡皮疙瘩狂起
bodyshame的人不要来听歌
好听！！！
鸡皮疙瘩啊……
好听
唱得真的挺好的
好听！
大哥大嫂过年好
超好听！！！
真的牛逼。
现场好强啊
设备不如KTV
赞赞赞赞赞赞赞赞赞赞赞赞～
为什么听个歌还要跟别人比身材？？
西政a
好棒！
鸡皮疙瘩
好听是好听～但不知道唱什么啊～～
天啊这里鸡皮疙瘩起来了。
鸡皮疙瘩起来了
唱歌跟瘦胖有关系？也太酸了叭
唱的很棒很棒，我最喜欢的一首歌
很棒哦
人家唱个歌  非要批评人家衣服还有胖瘦干嘛？
人家也有感觉  酸的人自己很厉害？
肉肉的姑娘，有力量，
柠檬精真多
好棒
好好听歌不好吗？？？为什么总是挑三拣四
完全不胖啊……
富婆
这是富婆
明明很软萌
把BGM关了
好听！
本来人家也不是学声乐的，唱成这样已经很棒了
草莓天使！！
好听必须三连
学法就是这样的，想一了百了
好听阿，
鸡皮疙瘩了
你把原唱吃了？？
up巨可爱！！加油呀！
小姐姐唱的真好听！
好厉害
这身材算胖？你们说的瘦怕不是竹竿
音乐声太大听不到她唱歌的声音
好听
好听
好厉害
好厉害啊
为啥听着好想哭啊
厉害！
真的很棒
超帅
只有我把BGM听成生命嫌弃的人吗？-_-||
唱的太好了
曾经我也想过一了百了
！！！！！！！！
很好听啊，！！！！！！！
我只会卧槽了
秋山叔写给中岛美嘉的
好听
666
不知道说什么
好听
好听好听
bgm好大呀
西南政法大学？
战术后仰
战术前倾
好听！！
我也想一了百了
好听
开口跪三个字一点没错
很棒，加油
强
唱的真好
他们是嫉妒她唱的好，你们跟杠精扯个屁啊
这是法系生？？？
让你们听歌，评论人家身材干什么？？？没素质
加油
666
唱的真的挺好的
你行你上，不要否认别人的努力
我的第一个硬币，给你了！好听呀。
声音好有磁性，好听
很好听啊
我去年听这首歌听了900多遍
厉害啊
唱的好棒啊
喜欢
不胖啊！！
堂吉诃德！！！！！！
人家胖瘦你管的着吗？？关你屁事
胖胖的很可爱，
其实弹幕里还是好的评论更多。有一点不一样的声音没什么大不了的。（唱得很好听）
我也觉得很好听
看到没有人点差评，正面社会上还是满满的正能量
别尴夸吧 也别人身攻击 up唱的挺好的
66666
说不好听的可以去听听原唱，我觉得小姐姐唱成这样真的很好了
好听，还很有感情
要死不死，这歌好听
爱了爱了
23333
加油！！！
这歌听多了容易抑郁。
能抱抱你吗
OHHHHHHH
胖怎么了吃你家大米咋的？花你家钱了？
棒！加油
好听
台风好奇怪。造型不搭，唱的巨好
小姐姐唱的真的很棒
曾经也想过一了百了
棒！！！！！！
真的像啊
唱的挺一般的吧
头疼
我想听绿色
这声音，爱了，爱了～
曾经的我也想过一了百了
有故事
好听的(ง •̀_•́)ง
很棒  加油
头皮发麻
真的特好听
很不错(*๓´╰╯`๓)♡
3
听不清
很好听
唱的也太好了吧
这唱的是真的好
加油
嗓音不错。。
up加油！！！！！！！
超级棒啊！！！
好听！！！！！
唱的真好听
有故事的小姐姐？唱的太感人了吧！真的代入了
我觉得少了字幕，很多人根本听不懂
高音跑调严重
厉害啊
666
开口跪！！！超好听(ง •̀_•́)ง
随意评论别人的身材和样貌是不礼貌的行为不知道吗
太厉害了
加油小姐姐～(￣▽￣～)~
好好听啊！
胖怎么了？吃你家大米了？？？
好听！！！！
上台唱成这样还不好吗，不知道有些弹幕在酸什么
唱得挺一般的是有名音乐家？噢对不起有名音乐家会做人你不会
我觉得小姐姐不错
主要是这首歌太难了
真的很棒哦
你行你上，别BB，我不会我就不评论，膜拜就成
西政！！！
小姐姐加油啊!
小姐姐超棒的!!!!(๑˃̵ᴗ˂̵)و
陈奕迅也胖也不是说好看的那种，你怎么怎么不去diss他呢，根据你们的审美应该达到diss的标准了
一听这首歌我觉得舞台灯光太亮了，场面太窄了，观众太少了
空大所以肥
攻击别人长相身材的，都是最下乘的人，up支持你，唱的很好听
厉害
好听，小姐姐好可爱！！！
唱的确实好   而且有感情
真好听
让日本降低自杀率的歌
tql
真的会唱的气接不过来的
很好
小姐姐很棒了啊！！！
拍视频用的什么设备啊，这收音也太差了
有点厉害
我大西政！
厉害！！！！
超好听啊！！！！
小姐姐加油  唱的很好听
卧槽！
好听呀！
真的好听！
唱得很棒了，又不是专业歌手，真想知道有些发弹幕的人演唱会都在哪开的
肥美
很棒！
硬币拿走
好好听❤
emmmmm.....
还可以但也没吹的那么好吧。。。
明明不胖啊，非常可耐
!!!!!好听
这也太强了吧。。。。。。。
这首歌很好听的
肺活量没关系的吧，我一女的肺活量4800照样唱歌不稳
这位妹妹不丑啊，是个潜力股
我的妈鸡皮疙瘩
好听(ง •̀_•́)ง
好像原唱，真棒！！！
五分钟我要这个小姐姐全部资料！
西政的吗
。。。。说不好的你们去唱
6666666666
这个真的厉害呀
小姐姐也是有故事的人
啊啊啊啊啊好听
牛B啊
鼓掌
胖什么胖，你最美
人类好奇怪难听有人骂好听也有人骂
投币呀，愣住干嘛
好听
仓木麻衣的歌
胖不胖也看不上你
这声音爱了爱了
真的唱得我心痒痒 我也要学一下日语版
⊙∀⊙！
我也曾想过……
要求都好高
就我在听歌吗？  还有估计那人只是带节奏而已
1
华政路过
标题看成法语学生。。
小姐姐很好阿
只听声音很棒啊
原来已经开唱了
有点意思
真的开口跪
挺好的
和原唱好像
哇哦
开头还行后面我是真的去医院就诊了
啊啊啊啊啊啊啊啊好听啊
喜欢
听不着啥意思
你们有病是吧？骂我小姐姐，还，咱蔡徐坤。
好好听！！！！！！！！！
你们有病是吧？骂我小姐姐，还想骂蔡徐坤吗？你们是自己过太埋汰了。你是没事找事，想挨骂呀。
好听
已经很棒了
真的很棒
好像林俊杰
说张力不够的等你能做到小姐姐这个程度再来评价吧好吗
吹爆！！！！
好听！！！！！特别有感情！！！！！！
鸡皮疙瘩出来了
鸡皮疙瘩出来了
好听
完全不胖而且歌真的好听
加油吖！阿婆主！！
真的好听
床单吗～？？
好好听！
真的好好听啊！
好好听！！！！！！！！！加油！！！
这首歌可能只有抑郁症的人听得懂，每次听这首我都忍不住哭
这造型真可怕
好奇怪弹幕，明明唱的很好听啊
可以
方向盘
很棒
好听
可爱的小胖子加油
明明唱得很好听真的很好听！
小姐姐唱得真的很好听！
很棒加油！
唱得很准了真的很棒
很不错
好听哦
音准有点迷啊。。。。
好好听，都想听了，唱得好棒啊
都想哭了
你知道学校的音响有多次么，能唱成这样？
好听
好听
声音好好
摄像的离音响太近了吧
小姐姐唱的不错～不过说原唱的也太夸张啦
很可爱的小姐姐
抱抱
你们酸个嘛酸，人家就是唱的很好啊！
这首歌本来就很难唱
牛逼，鸡皮疙瘩起来了
哇哇哇哇
好听耶
还有点像
爱了
不错
nb！
加油哇 不管是歌声还是人生 都很棒！会更好的！
我觉得还好啊，我是进来听歌的，不在意胖瘦
三教一楼的那个会议室？
气短
up主加油(ง •̀_•́)ง
6
是lo娘嘛！！！
四月安的草莓和波波熊！
哇，这声线
好强啊
小破站火了，人也杂了起来，小学生太多了
太厉害啦！
看明星看多了吧，哪里胖了，正常体型呀
起鸡皮疙瘩了，真的
好听，可惜一直是假声听起来有点虚
小姐姐小裙子可爱(๑• . •๑)
点个赞
这个世界还是美好的！
好听哭了呜呜呜呜呜呜
小姐姐好棒啊
棒棒
姐妹nb
注入灵魂
唱哭了
为什么我也听哭了
强啊！
挺好听的啊啊啊这设备都可以这样
加油(ง •̀_•́)ง
太厉害了
鸡皮疙瘩都起来啦，唱的好听啊
这声音太像了吧
太牛逼了好喜欢
中岛美嘉站定弯腰唱有些时候是为了感受地板振动，希望up能挺直着唱这点上别学中岛美嘉。。。很好听，希望继续加油出新歌
真的开口跪
小姐姐 很棒哦
好听，也羡慕会日语的人
你是来听歌还是来看人的，无聊不
好听，支持
好听好听好听
听着想哭怎么回事..
小妹妹唱歌可以啊
跪榴莲？
鸡皮疙瘩。。。
小姐姐超棒啊
拜年式唱法哈哈哈哈哈哈哈哈
裙子！！草莓天使！！
歌名 曾经我也想过一了百了 
啥也没听清啊 你们啥耳朵啦
很好听啊！收音能更好些就好了！
师妹？
攻击身材的人你就是酸菜鱼，又酸又菜又多余
哇，我还活着，真好
拜佛唱法
我就觉得好听，什么尬吹
好厉害
66666
好可爱
好听啊
不是O型腿的话，应该更美
唱的很棒
这也太好听了吧
UP唱的超棒！！！
我缺唱功吗？不！缺的是不会说日语啊！！
这算胖？？？？我真的是服了
就是现场音响太大声了
模拟法庭？？？
这么多弹幕王者，留下自己的av号让我听听多6
好听！！
这也算胖，你家人均50斤吧
up你可以更好的
模拟法庭牛逼了
想哭
好听
好听
所以干嘛穿成这样哈哈哈哈
好听到爆！！！
翻译一下
超棒！唱的很肥美！
斯国一
唱的啥
这造型怎么感觉这么熟悉？
好听(ง •̀_•́)ง
看起来好像我的日暮啊。可惜她没这么勇敢的吧。就像日暮其实也不是我的一样。
超级棒啊！
想哭
加油
没听明白
妹子唱得真的好听！！！加油
说拜年那个你理解不了就少说话
和山新大王差不多
说还行的您来行吧！？
好听
气不太足，所以唱的很累，不过很棒～
真的唱的很好！！！这首歌特别难，那些键盘侠麻烦去试一下再来评价
小姐姐唱的超级好听！！！！撒花 不知道有人在酸什么，你行你上
好听啊！！！
不错
我最喜欢的日语歌
中岛美嘉的！
中岛美嘉啊！
声音好a，爱了
啥破设备，根本配不上她！
什么歌呀？
不错呀哇nice
我喜欢姐姐
好听哦，(*'▽'*)♪
在现场，我是气球
憋大招在
唱的真好，就是声线不太合适
承认别人优秀真的这么难吗？
我喜欢姐姐
说话那段是真的鸡皮疙瘩都出来了，很好
md人家唱个歌都有杠精
人家长什么样关你什么事
好听
超级棒
厉害了
伴奏声太大了 有点听不清唱的
自己唱的又垃圾的废物有什么资格叫别人？
唱的好棒！！我爱了！！！
我也曾想过一了百了
建议关弹幕
哇！！！
见证者
b站现在不能说不好是吗
网红蛇精看多了，审美观都被带走了?
这还算胖？？？我这么的不知道你们对于胖的定义是什么。瘦成竹竿才是瘦呗？？？
真的厉害
好听
好听诶！！！！！！
好听
厉害哦
应该是我们西南政法大学
听不清
9
学校的设备这水平牛比
很好听的啊 肉肉的真的很可爱 
天天指责这个指责那个，你来唱啊
233333
听哭了
很棒 一切刚刚好
决赛的大佬就是不一样哦
唱得很好啊
超棒了！！！！
告辞
哭了
我去⊙∀⊙！
好听啊
好听的啊！
真的可以了
曾经我也想一了百了
好好听呀！！！(✪▽✪)
对的，就是模仿
66666666
播好丰富
好棒呀！！！！加油！！！！
很好听啊
可以
表示会男生版的
支持一下
好健康的少女呀
很好哦！
好棒
肺活量硬伤啊
厉害了
伴奏太大了，听不清。。。（贴着手机喇叭才能）
完全听不见好伐
唱的太好了！！！！天呐
我听不清抱歉
优秀！小姐姐
感觉跟原唱一样的呀 小姐姐太厉害啦
抱头
背景音乐太大了都有些听不清了
太棒了，鸡皮疙瘩听起来了
音色好漂亮
不错啊！
哇，厉害厉害
音响是音响，，音响再垃圾影响音准？
喜欢
盖奶？？？？？
优秀！！！！！！！…
好像音调低了一点
吼吼听
缺点灵魂 但是已经很好听
好听的 
啊啊啊啊啊炒鸡好听！
超爱哲哥
都是杠精
开口跪
录像技术不好
唱的挺好的
唱出感情了
这就好听起来了 厉害 气这么长
点赞点赞，大二 后悔没去看
全损音乐
死阔以
太棒了
声音好小啊
up主美美哒 唱歌好听 三连了
可以啊老妹
棒棒棒
厉害!!!
真的很好听啊(ง •̀_•́)ง
11
好听！！支持！！
声音有点小，听不清，差评
有些人真的杠上开花
好听好听好听好听好听好听好听好听好听好听
牛
这一段鸡皮疙瘩一地
超级棒，爱你
我才160多斤了我也不胖啊
7
好听好听
好听
好听
好听
真的可以啊
有点xi jing
驼背
666666
F
三教一楼学术报告厅
好棒好棒
好听啊
音色比原唱的好听
僕が死のうと思ったのは 所属专辑 
僕が死のうと思ったのは 
！！！！！！！！！！！！
人美歌甜
Boku Ga Shinou To Omottanowa
厉害
阿婆真棒
中岛美雪的歌，降低日本自杀率的励志歌曲
妹子加油，把法考也过了！
这个装扮欠了点
好厉害
6的啊
疯狂打call
很好听啊！
好听
扛回家，扛回家呀，不能放过这么可爱的小姐姐
鼓励抑郁症患者
好听好听！
唱的超好听啊
可以啊厉害厉害
好听
唱的好好啊
要多锻炼肺活量呀，会更加好听
！！！！
唱的很有感觉啊
超级棒的小姐姐
好听(ง •̀_•́)ง
中岛美嘉的
草莓天使！！！！
好听啊
也不胖啊很正常啊
同寝室的人都聚过来膜拜了
西政是哪儿？西北政法吗？
有实力
日文，好像这首歌是教人活下去的
wc吓到了我
向小姐姐表白（路过）
感觉很有故事啊
哪里胖了，很好啊
行为异常。
你们连歌词都读不懂的一群青铜
好听
这是开挂了吗
最起码人家不是国语还能唱的这么棒
赛高
唱不出原版的感情，但是不错
炒鸡好听的
很棒
说唱的不好的你自己来唱唱
为什么就我一句话都听不懂在唱什么
唱出感觉了
很秀！！！！！
好听
好好听哇啊啊啊啊啊
加油
裙子短一点 鞋子高一点跟 可以更好看
原版不是中岛美雪！
有点跑音。。。
听到一半才想起来要发弹幕，加油啊，很好听哦～
好听啊
草莓天使诶
好听
可以可以
ffff
真的强推这首歌！！尤其是晚上一个人带着耳机！！
牛逼
中岛美嘉
好看！
支持up
想把小姐姐抱走！
哇！！好像原唱！！
原唱就是这种感觉
。
西南政法大学啊
我们西南政法滴！
很好！
牛皮，好听哦
一
发个友善的弹幕见证当下
11111壹
卡的小电视画重点
666
这个是什么歌？
初一吧
这个是什么歌啊？
挺好的，加油
好听耶！！！！！
很好听哇！！！！！
原唱失聪，模仿慢一节拍正常
气息不够 不过我觉得阔以
你上别说有点走调了。可能连词都记不住
我哭了
喜欢双马尾
说这是中二的，请你离开
衣服选的不太合适
很棒，加油
能不能不要追求这么完美！我自己表演过知道这种舞台的话筒唱出的声音跟ktv差距太多！！！
嗓子真好
6666666666666666
这段想哭
唱得太好啦！
不愿意夸人就闭嘴，bb什么乱七八糟的
很好听呀！初中那会也挺喜欢中岛美嘉的歌呢
好听好听
洒脱
6
日语学的真好
都没听清
唱得什么歌 bgm太吵了 都没听清
音准不行啊
好听
一想不开就听
好听！！
好汀
半肉出装
你们大一还在哪儿玩泥巴呢
6666666
好听的！！！
666666
声音不错
很厉害
大学加油！
走，去跑马拉松
你们酸个锤？
腿蛮细的啊
好听
主要是设备差好吗
反正听不懂，先赞一个…
酒井法子？
好听
好听！
唱的好好啊
喜欢
666
好听
应该把歌词和翻译投在背后的大屏上
好听
太棒了
酸菜鱼的别走，来下棋啊
如果我没听过原唱的话还可能开口跪
原唱不是中岛美嘉。
还有这种比赛？？
！！！我吹吹吹！！！
抱抱
好喜欢你啊
好好听(ง •̀_•́)ง，真佩服小姐姐！
超棒啊
好听！！！
好听
听不清
开口跪
太好听了八!
隔壁大学的吗？？？
冲这歌，给个赞
可以啊
好听
唱的我怎么有点想哭(┯_┯)
太好听了
校友给你点赞
真的很好听，就是感觉声音再大一点的话会更好。
这声音醉了
非常棒
厉害
好听！！
弹幕是可以带节奏的，而多数人只是盲从，不敢违背大多数
还可以
超棒！
hhh唱的很好啊 应该换身衣服和up的声音更搭配
戏精的人家是模仿Mika的台风，不懂别bb谢谢
6666
无心
我也曾想过一了百了
太厉害了 小姐姐不要理会那些不好的评论
真的很厉害！
我们学校只要唱日韩歌一定分数垫底
好厉害
好好听妈呀
！！！！唱的很棒啊
应该加点头声
可以可以，加油！！！
这个设备也太垃了吧
6666
好听
很好听
鸡皮疙瘩起来了
好棒呀！
真的唱的好听！！
简直原唱
好好听呀
a
111
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
好嗓音
太好听了吧
好听！
腻害了
这首歌叫什么
太好听了
走音了啊。。。你们都没听出来么？？？
好好听!!!炸出来了
唱的很棒啊
别人让你们来欣赏音乐，咋有恁地多人讨论人家的相貌身材?
太厉害了a
唱的很好啊，大大真棒
加油啊！
好听啊
6666666
鼓掌
好听 小姐姐加油
真棒
刷到西政了！！！！
加油
我的鸡皮就没停过。。。唱得超级棒好吗
好听
可以啊
音响不太行
感动
唱的挺好
加油
太厲害了小姐姐
tank
很代入感！
抱抱妹子 希望一切都会好起来
西南政法大学的
卧槽
这播放量和评论数就足以说明优秀了
不说了 先赞为敬
人家瘦下来比你好看，弹幕柠檬什么
好听
起鸡皮疙瘩
有点尬
很喜欢这首歌
可惜，没唱上去
在现场我是话筒。
气息好稳
棒棒的
成为第2288个粉丝~\(≧▽≦)/~
这种感情只有自己能懂吧
好棒啊！
66666
厉害！
B站的弹幕，确实已经没落了，早已没了当初的感觉，唉，由衷的感到叹息
气息差了点，其它都好
西政西政!
唱的挺好的啊，有必要酸嘛
一分钟，我要这个女人的所有资料
炒鸡棒！！！
好听！
斯巴拉西！
励志歌曲
好励志
冠军
冠军
好听！
！
好听！
好汀
牛逼啊啊啊
现场会好听的！手机收音会差很多
是我们西政呀，棒棒哒，加油啊
西政加油呀
西南政法大学呀
