来啦瓶子
十年前的预言
你还记得奥啊
反了，因为懒才发明的这些工具，你来地球是走过来的？
当年赛文里那集的后续
来了
那时候还没有智能机
叶腐等于不死诶会复活...遇强则强
小梦小梦！！
消灭人类暴政，世界属于三体JPG
致敬！！！
撕叶腐多强的。。。你只从叶腐看到战力？就一直撕一直撕有意思吗？
英日混合可还行？
充满教育意义的一集
立意很不错啊，
@高斯
暴力，只能引来更大的暴力
字幕就怂了呗
和园咲老爷子一个演员
最重要的的是，这个没有能量限制
卧槽
会想起第16集和最速最强以及挨了三棍
拉了大胯还行。。
神预言
前面遇强则强的 建议回学校深造几年
盲猜叶腐和巴尔坦
亚子，cure，muse？
卧槽 真大佬
让冰斧切成两半还能用胶把自己黏回去，强啊
叶腐还撕到现在呢
用钱没用，叶腐会自动视为普通的物理攻击，然后撞死你
这种致敬是最棒的！
突然收声
宇宙人懒得给咱擦屁股吧
强者
虽然没半毛钱关系 想到了 《海边的卡夫卡》
这其实是老一辈的自我惋惜吧
迪迦好像也有一样的吧？白色的球形怪兽
枯了
每集都是经典
丢砖头的那个破坏气氛建议枪毙
没有什么能杀死他了，他已经是完美生物了！
错了，懒惰才是人类的进步之源
无敌爹233333333333
福岛核电站还差点最要命的是切尔诺贝利核电站
打不过知道在能量耗尽前溜，最聪明的奥特曼
如果在这货还是棉花糖时让月神高斯碰到?
泪目
人家再怎么说都是打过叶腐的人啊
这不跟我小时候看的《怪蛋传奇》一样么
那你亲她一口啊
诡秘之主
《花》那一集表现手法真的太强了
欧布里宇宙人都已经放弃地球了
啥，奥特曼中国联盟什么鬼
叶腐！！
泪目
平成那几集都是超意识流啊
来了来了，铁奥充电榜前十的大佬，单推人瓶子君152
机凯种
草哭了
16
这集吹爆，超级有爱，好看
恩，15集的下一集也是神回
大神。。
毁灭日？
最强怪兽，但真的是个奇迹
人类的本质就是复读机
看过！！！
害怕母铁鸡
你在摄影棚 看什么黄昏啊 戏多 23333333333333333
毕竟致敬7的
靠爱打败
哭了
长笛？
福岛纯属东电自己作死
科技的高度发展是好事，但不可以过分依赖，发展时所索取的资源和造成的破坏也要有要有度，否则世界末日就是早晚的事儿。
这地方很感人泪目的，但结局很沙雕
最喜欢麦克斯
777777
手机是人类进化出的体外器官，切除便会死亡
???
？？？
歪头杀
这剧本确实厉害
唉？人呢？（抢前排）
说这世界是XXX的人，你们多大啊？
被一棍子打翻的最快最强
吸光线进化。。。似李迪迦
这其实也是个小孩纸，熊孩子就是有熊家长才这样
立意深刻
以音乐还音乐那一集？
完了，我的脑子肯定被辐射过!
我能说我就是因为被营销号洗脑过这集后去特地去看完麦克斯的Tv版吗
除了小奈最喜欢麦克斯
如果舞法天女 来了怎么样
吹爆这一集
小时候看过类似情节的国产动漫
他就像一面镜子，反射坏的就是坏的，反射好的就是好的
南极吧。。，
bgm什么鬼啊
呵呵
即使是世界也逃脱不了命运
嘲讽max
哇
自奏圣乐！
刚那个飞的是房子吗？
好棒
这一集还有另一个结局
这几集都超文艺，而且都很深刻很唯美
黑暗森林的笑话?
猜中了
1个小时前
复读机模式
？？？
还记得迪迦在闪电人作战里掘井也说了这样的话
这集彩蛋车掉了
伤疤在哪里？
把它切了呢?
我不管，麦克斯帅的一匹
居然会填坑
然而并不会
死亡人口复活
猎天使魔女的天使怪
这不就是斯蒂芬金的小说手机的致敬吗
scp-682
叶腐大人
黑暗森林也许太偏激但一山不容二虎，不是在斗争中崛起就是死亡打倒帝国资本主义
这个形状。。是你！蛆爹
天线宝宝
大伙都挺猛的，咋到你这儿就拉了胯了？
梅特隆星人吗？
物是人非？
是我最喜欢的max！
洛克：白板说？
叶腐！
233
233333
欧布有一集就说地球不具有侵略的价值了
狩猎笛的笑死我了
叶腐，这集教育意义颇深，教育人们以暴制暴只能让事情变得更坏
问题是这集还特么有彩蛋啊
感觉和00剧场版好像，没有抄袭的意思就是说都是讲和外星生物交流
字幕……
Museum馆长
七爷打伤的那只外星人（抱歉我忘名了）放弃了战斗转而成为了和平的宇宙人
和平生命叶腐
猫片呢？
记得
然后因为经费不够选了个最便宜的op
惊了
1
哟老爷子没带memory啊
这一集里连dash的基地和战记也全数损毁，叶腐是真的强大
懒惰的智慧
破坏气氛通通举报
这飞船怎么看着像胗子...
？？？
最快，最强，麦克斯。
2小时前
然后这货的后辈来地球做了死宅。。。。
盘他
16
还有那个电脑女很好看
单簧管吧
月人是你吗
帝厉魔
吹笛子不用张嘴的
麦克斯我觉得超过梦比优斯奥特曼
真的神回
不是第十六？
懒人的智慧
最快，最强
偷男
突然变金人？
这是比谁命长
66666666666666666
盖亚盖亚
吹爆第13集。
太真实了
世界以痛吻我，要我报之以歌
我不是我没有不要瞎说
假面騎士客串
封印不行吗？
哈哈哈卷毛狒狒
6666666666666666666
@笨女孩
这段犯规了卧槽
亚索？？
反智主义
走好
英雄
还有一个结局
是你！中国古拳法传人何金银！
戴拿：？？？
只有旗木家的人才能一直五五开
登陆火星又能咋样？破坏的速度太快了
小奈不服
欧布里以侵略地球为目的的宇宙人们都离开了
反智
dvd里好像有麦的车碰掉的另一个沙雕结局
哇，鸡皮疙瘩起来了
欢乐搞笑向有一定道理，沙雕就过了
16确实搞笑   但是认真看过的人都明白15集打叶腐有多压抑多绝望
问号你嘛呢
迪迦有一集好像也提到类似问题
终于lei了！！！
叶腐
寓意深刻
草，这伤疤也太长了吧
“投桃报李”
最先想到  最快最强
怪兽先生很喜欢音乐哦
拉胯，然后蛋疼了
自奏圣乐
五五开
这一集里梅特龙新人的皮套就是以前拍赛文的时候被冰斧砍成两半的那个。
仔细看这个皮套是被劈成两半后重新缝好的。
麦克斯某些集质量确实很高
怪兽戏曲完全让人摸不着头脑
叶腐
cxk的头发
人间体：孟鹤堂
解卡都没用
果然没啥好说的
叶腐啊，这玩意就是开挂的，你打不死他还能让他进化
怪兽:“不讨厌”
克苏鲁发的电波
哇，大神啊
叶腐！！！
好强哦
叶腐！！！
突然起鸡皮疙瘩
我的吗啊，想爱了
我的故乡是第几集？
我的天，这真的是现在奥特曼的剧情吗，我还以为现在的奥特曼只会卖玩具
梅特隆
只有人人都献出一点爱世界将变成美好的人间
对啊！！
剧情真好，听得我都起鸡皮疙瘩了
？？？？突然跳舞？
6
还有蝴蝶梦
无敌还行啊
看看我发现了什么！
得出结论：宇宙利器复读机
谢谢瓶子的发声！！
不～～
从不否定麦克斯的优秀。。光碟就奈克瑟斯迪迦和麦克斯有全集。。当时最喜欢这几个。。
谈，大门敞开，打，奉陪到底
神啦
被狙击的街道？总感觉很安静呢
麦克斯人间体叫东马快斗。。
记得
叶腐
这里欧布是不是致敬过
补
被狙击的学院
突然想起奥尔嘉趴的那条街
你说的这些谁懂啊.jpg
大家都是因为这颗美丽的星球才来到这里
破话....
终于有人科普了
标准的反智
光妹！
我爱死这集了
致敬赛文来着
大伙都挺猛的，咋到你这就拉了胯呢
这个叶腐就是开挂的吧
希腊寓言?
蝴蝶之梦
这一股 猎天使魔女的气息。。
这集真的绝了
复读机宇宙第一
害怕母铁鸡
这货适合让高斯来对付
最速最强16集
奥特填坑！
吹爆！
是那个以牙还牙，以音乐还音乐的？
园咲老头
bgm搞事
奈克瑟斯里的人
恶意是有，但只是一部分
啊？
我知道很感动，但是？？？
叶腐！！！
奈克瑟斯也不错
迪迦!
为什么这句没字幕！
这个形状，你是蔡徐坤
可以啊这剧本
tytytyy
反战思想浓厚，真的有心了
麦克斯是真的强
自奏圣乐·管弦乐琴机械乐团0.0
最快最强，毁于16
刻在DNA里的街道
叶腐！！！！！！！！
猎天使魔女
我看过的都没看懂。。。
雷欧奥特曼什么时候补啊
麦克斯就没看过
迪迦里花 梦给我的印象不亚于最后一集
花，梦，蝴蝶梦，怪兽戏曲，woc全是神作
666
麦克斯属于那种氛围轻松有笑点有认真点的剧
fnndp
主不在乎
我自己一直怪兽就是一支乐队。
贝利亚:最强？最快？？
叶腐怎么会不懂呢
我平成只有迪迦梦比优斯麦克斯是一集不落看完的
我看过
说世界充满恶意的，充满恶意的不是世界，而是人类自己
以暴制暴是不对的
老麥
奥特谐星
??yu我怎么记得鱼头星人被分尸法爷砍成2半？？？
所以一开始不烧他就没事？
五五开
终于有人做了
好棒
MAX看了两遍
哇。。。。
？
足以把小明变成佳子
叶腐本来是为了反对暴力创出的怪兽
讲的是环境
感人
我的个去了，这全是神作好嘛
滚筒洗衣机同学你看看你家快斗都变巨人超神了，你特么还是小学生，差距咋就这么大捏
事物都有两面性，惰性是科学发展力最大的诱因
盖亚？
最快最强毁于16
快斗?
我大蓋亞不服
走A？？？
成功之作
奇居子！！
叶腐！
安图恩？？
你活得到地球毁灭么
叶夫就是一面镜子，
CXK！似你
泪目了
令人的老婆
奈克瑟斯的boss
送粮食的印第安人因为言辞激烈被踢出了聊天室
2³33333333
好美啊
早点用音乐感化叶腐吗！
奥特曼系列ol最终伊夫了解下，贼恶心
能捅穿地球的金色光剑
你以为你以为就是你以为么？不自己亲眼看永远是片面的
毒液？
@特朗普
变成卢狒狒！
@高斯
复读机那个有点秀
叶腐是我喜欢的怪兽之一
印第安人：那我算什么？
注意，这是给小孩子看的，所以内容要很和平
官方都说了max最强
奥特曼！！！
有梦比优斯的武器，有7的武器还有……
疤痕在哪里？
好
。。。
这不是伊夫吗，为啥都叫它叶腐
第一次见
哈哈哈哈哈哈
真的哭了
哎
我当初就感觉麦克斯是真的强，干脆利落，很喜欢
@特朗普
这一集看得我像捶人
致敬
终于说奥特曼了
确实是沙雕啊，虽然好看
不会，因为地球太水了
難得有以德服人的劇情
最bug的怪兽
蛋蛋飞船
我知道了，这是替身攻击！
諷刺的真好
難得變身不是打架
最快最强，毁F
蔡徐坤那个你要笑死我好继承我的作业吗
手机不会产生惰性，只会让你24小时都被老板找到
这集告诉我们不要做低头族
大伙都拉了胯了，咋到你这就挺猛了呢？
最恶心怪兽叶腐。。。
光妹啊啊啊啊啊啊
真实，我就是从这里认识的他
那不就是梅特龙星人的香烟么
欧布有一段致敬这个
hhh
bgm
天上掉下两个蛋的故事
哭了
迪迦!!!
叶腐
这思想有点落后啊
前面那位，那位印第安人是个基督徒和移民们一起度过余生
这不是被艾斯分尸的怪兽吗
传说中的叶腐
花 梦神回啊
不算最无解的，但有很深含义
别说之一了，第一都是可以的
好感人...
999米不是盖的
w
切尔诺贝利核电站
自奏圣乐的等等我！！我也是游戏王 滑稽
当然是16啦
这就是正能量啊
genl
又一个太阳骑士
是他呀！
5小时前
我特别喜欢这集
快去请海帕杰顿
突然想到欧布，布莱克指令也说地球已经不是他们曾经那个想要征服的梦想了
弹幕
看过
迪迦?
不是赛文X吗……秒杀王唯一成人向
仇恨袋
冲绳美军表示赞同
老麦啊，真实风评被害
赛文X：管你什么好比斗地主老子直接王炸
终于有人发声了
叶腐啊
被杰顿吃的那个只是同人小说
可惜是个早产儿，老是被人歧视……
泪目
鲸鱼和福岛核电站因言辞激烈被踢出群聊
大佬啊
喂，出来！
是你啊
你tm还知道更奥特曼啊？？？
情怀啊
是的！
这货才是最懂人类的宇宙人
卧槽
有除了贝老黑以外所有tv奥特曼里最强的怪兽
5小时前
叶腐！
讲的是人和自然
这不是杰顿吗？
泪目
最快最强麦克斯
他们还玩了一把剪刀石头布
无敌玩家可还行
这个伤疤不是艾斯留下来的吗
我小时候和很喜欢这集！！！！
我的故乡是地球啊 加米拉的哀嚎我到现在都记得
艾斯
麦克斯的一世英名啊
无敌鸡可还行！
千与千寻里的无面人？
这个怪兽是人类啊！本质都一样
卷毛狒狒的别跑，你也是克学家
好奇眼兔龙茶是什么味道(ﾟoﾟ
中間有賽文的頭鏢
赞美太阳
因为惰性才会发明一些东西
复读机叶腐
叶腐是真的有想象力啊
我初中就看完了麦克斯全集挺不错的
之前的什么玩意他成了死宅，成死宅美特龙星人是他的后辈
麦克斯是小时候从点播台看得 觉得很新颖怪兽猫那集记忆犹新
这个不是毁灭日吗。。。。
你的bgm……2333
max
5555555555555555555555555555555555555555555
这个人好像w里面的馆长啊
就是w的馆长啊
我也看过类似的国漫，两个外星来的蛋一个受到照顾变成好人，一个被暴力对待变成怪物。
哇哦
我去，我就在想花还有梦是不是就是他做的，简直神回啊！
叶腐吹爆好吧
这集也说明短短一曲音乐比马克修姆加农，导弹和火焰更加强大
亚索
6小时
欧布也有类似的一集
泪目啊
同意
不是斯派修姆光线吗
卡密的才能！！！
6小时前
全是神回...
我只记得那句『好美，这里的夕阳也要毁灭了吗』
走好
怪物的形象就是人类罪恶的一面
那她怎么会变成这个亚子（滑稽）
泪目
小龙虾特别有思想
欢乐纱雕奥特曼？不给我戴拿面子了？
怪兽戏曲现在还是看不懂
为最快最强投币
看到以牙還牙的怪物就猜到後面的劇情了
怪兽戏曲贼牛批，算然我看不懂，，，，，
其实，我看完整个麦克斯都对这集没什么映像，不是B站上的沙雕我都不知道
以暴制暴，只会得到更大的暴力
前面说自奏圣乐的你别走
最，之一 还行
rip
瞬间泪目
它，停止了思考
还有种树
我是谁
谢谢瓶子发声
很有感触啊
自奏圣乐
那是为了缓解一下十五集的气氛才拍的
叶腐（if）
小梦团宠！搬救兵你不服么？~
懒才是进步的第一生产力。。。为了偷懒而研究更方便生活的东西
；美洲原住民表示：MMP
这集看的我哭了
麦克斯没杀死的，其余奥也一般无法杀死
麦克斯拍的绝对好，可惜被人黑成这样
其实真正要说谐星的奥特曼，应该是哉阿斯和纳伊斯。
Bug怪兽，叶腐！
自奏圣乐既视感
满满的致敬
叶腐
菲利普的老丈人
呸，翔太郎的老丈人
但还是被驱逐了，反应了人类内心的不信任
23333333
盥洗室之主
害怕母铁鸡！！
哇
沙鲁
我现在的勤奋是为了以后更好地偷懒，就这样了
致敬
叶腐
真想哭了……
花梦！
你看，现在的我们几乎都忘记了人类最终的归宿是那片无尽的太空
最强最快
。。
呀啊，叶腐
这集我看过，感动哭了
我奥特曼最喜欢的就是麦克斯和迪迦其他的对我来说都不感冒
长笛诶
这里哭了...
我的故乡就是嘲讽人类的
实相寺先生走好
七爷
哇！我的故乡是地球
大决战NB
看到标题我就三连了，终于有人给我们老麦正风评了呜呜呜
怪兽戏曲！！！！！！！！！！
复读机
这个我全集看过的。不是搞笑的啊
麦克斯真的挺好看的
叶腐是园古反战思想的具现化，不要再讨论什么干掉叶腐这种肤浅的想法了
花那集真的是神作
只要人类还有打败叶腐这种愚蠢的想法，叶腐就是不败的！
戴拿~胖
暴力只会带来更大的暴力
超爱这集
哈哈哈哈哈哈哈哈哈哈哈哈
人类所做的一切都是为了偷懒
哈哈哈   偶摩西罗伊
这东西叫长笛
自奏圣乐解决一起
叶腐的模仿和承受能力有上限只是暂时不知道在哪……
平平淡淡才是真
走好
原来平成奥最意识流的几集都是一个人写的啊，厉害
这集标题“第三行星的奇迹”，“第三行星”指代太阳系第三行星地球
你终于肯更特摄了
吹爆叶腐
欧布咖啡馆那集也呼应了这个
声音一出就泪目了
赛文里的梅特龙，记忆还蛮深
有点像猎人蚁人篇的下棋女孩
说起来欧布里也有致敬这一段的
@出来挨打
你怎么这个亚子
啊！我傻了(◐‿◑)﻿
哇，难受
一开口就泪目了，当初看还小没感觉～唉～老了
老麦很强的
卷毛狒狒发出了催更的叫声
特效超级好
话疗
海帕吃叶腐的小说里，炸鸡还被科特队一枪秒呢，你们想拿这小说当官设随意
叶腐！
唯一一个不会变形态的平成。。。
6
这和迪迦奥特曼的村子那集很像
你也是路过的卡面来打吗
这一集真的挺感动!
泪目
我就是为什么这个拍摄风格这么艺术话，原来都是同一个人拍的，推荐一下，这个人拍的非常具有艺术风格
光妹！
怪兽就是人类的邪恶面
大佬
刷最绿能不能别在这恶心人
这是叶腐？
化剑为犁
不是现在的，麦克斯很久之前得了
叶腐战力有什么好撕的，这角色就不是用来讲战力的
是你慕容复
你对别人怎样别人就对你怎样
总觉得很安静呢
最快最强
23333333333
瓶子还记得天国的雷欧第二部吐槽吗？
饿
如果最初给予的是善意 会不会就不是怪物而是天使
哇!!!
莲华
雏见泽症候群
682大爷
迪迦确实帅
QQ
老爷子走好
你终于还记得这个坑了?
记住他现在的样子，然后去看银河奥特曼
max！
9小时前!
然而這一集有兩個結局
大伙都挺猛的，怎么到了你这就拉了胯呢
川普：华为的安全问题终于找到了
然後找到了天綫寶寶(??
蜜汁有一种…老婆婆的感觉…
大佬
"不是我吹,初代的:我的故乡是地球 真的是神作啊"
这几集我小时候是真的看得脑子疼
老爷子走好
emmmmmm
emmm
前面的呵呵了
四十年前是赛文的故事
楼上难道是暂七师的军乐队？
长笛
这不毁灭日吗。。。。。
怪盗基德麦克斯
大佬
叶腐！最无解的怪兽
！！
最后那个合奏好听啊
走好
lj
bgm是龙骑的吗
叙利亚默默点赞
有超光速航行能力的文明是不会在意资源的
所以如果真有外星侵略的目的仅仅只是为了破坏文明
一代枭雄毁于16
走好啊
如果不是为了生活
女回来了
松永管理管
诸星团啊
我知道了，你的替身能力是复读机！
害怕母铁鸡！
唉突然怎么了这是
不能对明天的地球置之不理！
哪儿听的见啊
盖亚锄地笑死我了
叶腐
情怀啊
尊师西西卡
拷贝怪兽？写轮眼？
大佬
喝茶！
哈哈哈，我还记得这个花生飞船！
哇哦
弹幕
duang
的
先跑为敬
最快最强！
蝴蝶梦神作
55开5开
第四行星的噩梦？
镜面反射
上一集致敬的是第四行星的噩梦
这也太有教育意义了8
大佬大佬
我哭了你们呢
但是惰性也是人类进步的力量，这个论题要辨证的看待
你tm还知道填奥特曼这个坑呢
啊，雪莉!
海帕无敌还行www
第三行星的悲剧也很有意思www
扣屁ninja旗木五五开
泪目就完事了
史蒂芬 金也有部小说有类似剧情。。。
最强怪兽
迪迦帅
奈克赛斯也是成人向的，太黑深残了
麦克斯设定是最强最快的
麦克斯确实是平成的优秀作品。。。
万恶之源
害怕母铁鸡
泰罗第一
这个地球天天都是攻击的怪兽，人们先入为主的排除危害也是正常
泪目
对未知报有敬意
你终于更奥特曼了！！！
对的，用脚变身，但是真的好看
赛文！
然后银河s里那只就成了死宅
这导弹烟花做的吧
我枯了
泪目，起了一身鸡皮
文艺特设啊！！！致敬致敬！
骚年狼，快扔掉你手上的世界吧。
别刷被海帕杰顿吃了，哪个是同人小说
7777777
梦比优斯
好棒
说到遗作，那句忘不了这风景会不会就是导演自己想说的呢
哇这个奥特曼真让我对奥特曼的印象产生改变了
是短笛
泪目
泪目
太棒了
真实
66666
大神
梅特龙星人
史上最强怪兽
最快最强两棍子才倒
叶腐是怪兽排行榜第二，麦克打得赢才怪
无为
快斗？？？？
怪兽的本质是什么
儒雅随和的外星人
对不起，你好像一直小龙虾哟
留在地球被坏人利用怎么办？
哭了
哭了
麦克斯单元剧质量很高
cxk星人
当时看着想哭
40年前？那不是七爷香烟回嘛
嗯？你也是骑士厨？
赛文的历史遗留问题
单元剧质量很高
致敬
麦克斯只会让我想到最后一集变大，超长的麦克斯火花，强到爆实力……
最快最强毁于16
人类自取灭亡在宇宙怪兽们心目中已经达成共识
泪目
想到盖亚 人类是癌细胞 不断破坏宇宙这个身体
奥特吃饭
美特龙夕阳场景出发
那个叶腐的暗喻很好”
youli
写轮眼怪兽
尤里是你
金立语音王
的确是一开始不打就没事，因为叶腐唯一会的就是复读机
全是提醒人们保护地球的
无限进化最终会带来死亡
东马快斗 麦克斯奥特曼人间体
？？？？
所以如果是高斯这个抬手就是治疗光线的就不一样了
梦?牛皮
DVD版里老麦拿的车掉了
了解很多！因为他是我的童年！
这是长笛。。。。
巨推这一集
雷欧呢？？？？？
东马快斗
电梯不是为了方便发明的？水管不是为了方便发明的？事物都有两面性，不要因为它消极的一面就否定它积极的一面
李似 复读机
杰顿那个从战力上来讲是在他还没进化是吃了他，可以解释，但是叶腐作为一个反战思想诞生的怪兽被这样对待，显然这也算是圆谷的悲哀了吧
这是个病句
哇站位当时都没注意啊
废话，你莫名其妙掉下来人家不打你才有鬼
还以为是魔天神那集
人不动我，我不动人，以其人之道，还治其人之身。
哇QAQ
天国的雷欧吐槽第二部可还行哈哈哈
很文艺的老爷子 一路走好
真的牛壁
最强最快？
哇
额
沼泽是盖亚那一集
666，这集不错
666
致敬
那个地球就日本一个国家。
其实高达00的剧场版也是类似主题。。
麦克斯的巨剑啊啊，当年看的很震撼啊
欧布也有，不过梅特龙星人最后死了
苏维埃啊55555555，如果赫鲁晓夫聪明点就不会死的那么难看了
666
BGM我忍你很久了！
神预言
哈哈哈哈
我来了！-wl
这皮套做起来费劲
这小孩演技到位啊
复读机模式
松永管理官
叶腐，这集教育意义颇深，教育人们以暴制暴只能让事情变得更坏
听成亚索
他就像一面镜子，反射坏的就是坏的，反射好的就是好的
哇，鸡皮疙瘩起来了
真想哭了……
这里是满岛光嘛
握草突然泪目
然而并不是贸易战仍是美国挑起的
牛逼
等等等 快斗？？？
中间被赛文劈开了缝起来还行
管赫鲁晓夫鸟事
神作啊
海帕杰顿那个是同人小说不是官方设定
最爱麦克斯不解释
绝版吧
亚索的那个你是魔鬼吗？
看完了迪迦奥特曼，但从来不记每一集的名字，记不清花梦了
这个碰到高斯就是一分钟的事
王牌特工
迷之BGM
怪兽象征着我们，曾经无知现在任性的我们
然后手滑车掉了
前额叶负责人的复杂认知，曾经医学界应对抑郁症的办法就是切除前额叶，让人变成“快乐的猪”
蝴蝶梦是很牛的一集
燃烧的东木
变成了外放狗
花和梦真的神回
汤圆
欧布也有
如今感恩依旧在，不见当年土著人
笛子强不上色
我套你猴子
悟空
这话是真的神了 看看现在大街上的人好多都是低头手机
最快最强 麦克斯（粤语：梅鼻屎）
河蟹
我也是看了这个才知道的它
叶腐战斗力可以说是非常厉害了
好可爱我眼泪汪汪
来啦
黑羽快斗，东马快斗，还有arcv里的快斗
这是什么温柔的剧情我呜呜呜呜呜呜
卧槽！我超爱这集！当时看哭了
和哥斯拉好像啊，你越是攻击他就越进化
我在好多年前看到的我的天师女友里有这种怪物地描写
麦麦！
？？？？
说得我心都要碎了……
哭辽
你们相信我啊！麦克斯真的很好看啊！是平成里非常有内涵的作品啊！
不要再最快最强最绿了！老麦也是有真爱粉的！
真像啊，恐惧记忆体
赛文里面就是在夕阳下。我又要哭了
遗作。。。。。
卧槽！我死了！！！这是个神作制造者！
笑话，是苏联最先提出要和美帝缓和的，结果呢？
马克羞辱光线
论持久战
白金复印机
心疼
哇
卧槽
这集我看过  ！！！！！
其实用高斯的感化光线应该可以把叶夫变回曾经的白色物体
BGM好评
